	Saccharomyces_cerevisiae	Scheffersomyces_lignosus
OG0003045	YNL290W	-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-9.47&CDS=1-4341
OG0003046	YNL292W	-snap-gene-23.26-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-snap-gene-23.26&CDS=1-1971
OG0003047	YNL293W	-processed-gene-23.60-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-23.60&CDS=1-1815
OG0003048	YNL294C	-processed-gene-23.61-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-23.61&CDS=1-1395
OG0003049	YNL297C	-processed-gene-8.57-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-8.57&CDS=1-4803
OG0003050	YNL305C	-processed-gene-6.7-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-6.7&CDS=1-756
OG0003051	YNL307C	-processed-gene-9.4-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-9.4&CDS=1-1119
OG0003052	YNL308C	-processed-gene-3.46-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-3.46&CDS=1-1797
OG0003053	YNL312W	-processed-gene-9.100-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.100&CDS=1-750
OG0003054	YNL313C	-processed-gene-20.36-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-20.36&CDS=1-2829
OG0003055	YNL315C	-augustus-gene-2.76-mRNA-1_1&gene=maker-gi|1002316372|dbj|BCGS01000001.1|-augustus-gene-2.76&CDS=1-1440
OG0003056	YNL316C	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-3.32&CDS=1-981
OG0003057	YNL317W	-processed-gene-24.113-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-24.113&CDS=1-1662
OG0003058	YNL320W	-processed-gene-1.166-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.166&CDS=1-867
OG0003059	YNL321W	-processed-gene-1.137-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.137&CDS=1-3255
OG0003060	YNL323W	-processed-gene-13.113-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.113&CDS=1-1347
OG0003061	YNL325C	-processed-gene-7.13-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-7.13&CDS=1-2994
OG0003062	YNL326C	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-2.73&CDS=1-903
OG0003063	YNL328C	-processed-gene-25.63-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-25.63&CDS=1-435
OG0003064	YNL329C	-processed-gene-25.84-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-25.84&CDS=1-3537
OG0003065	YNR001C	-processed-gene-19.104-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-19.104&CDS=1-1401
OG0003066	YNR003C	-processed-gene-11.72-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-11.72&CDS=1-966
OG0003067	YNR006W	-processed-gene-11.52-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-11.52&CDS=1-2628
OG0003068	YNR007C	-processed-gene-11.66-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-11.66&CDS=1-954
OG0003069	YNR008W	-processed-gene-11.65-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-11.65&CDS=1-2049
OG0003070	YNR011C	-processed-gene-2.17-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-2.17&CDS=1-2679
OG0003071	YNR012W	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-2.36&CDS=1-1527
OG0003072	YNR015W	-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.48&CDS=1-1245
OG0003073	YNR016C	-processed-gene-7.31-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-7.31&CDS=1-6672
OG0003074	YNR017W	-processed-gene-12.26-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.26&CDS=1-642
OG0003075	YNR020C	-processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.85&CDS=1-720
OG0003076	YNR021W	-processed-gene-9.105-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.105&CDS=1-1119
OG0003077	YNR022C	-processed-gene-9.83-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.83&CDS=1-720
OG0003078	YNR023W	-processed-gene-9.101-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.101&CDS=1-1401
OG0003079	YNR029C	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-0.24&CDS=1-1332
OG0003080	YNR030W	-processed-gene-12.159-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.159&CDS=1-2004
OG0003081	YNR032C-A	-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-10.42&CDS=1-219
OG0003082	YNR032W	-processed-gene-10.79-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-10.79&CDS=1-1026
OG0003083	YNR033W	-processed-gene-10.67-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-10.67&CDS=1-2337
OG0003084	YNR035C	-processed-gene-23.19-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-23.19&CDS=1-1020
OG0003085	YNR036C	-processed-gene-23.30-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-23.30&CDS=1-528
OG0003086	YNR037C	-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-10.36&CDS=1-270
OG0003087	YNR038W	-processed-gene-10.112-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-10.112&CDS=1-2001
OG0003088	YNR039C	-processed-gene-10.81-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-10.81&CDS=1-2106
OG0003089	YNR041C	-processed-gene-1.176-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.176&CDS=1-1227
OG0003090	YNR043W	-processed-gene-16.159-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-16.159&CDS=1-1164
OG0003091	YNR046W	-processed-gene-14.58-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-14.58&CDS=1-387
OG0003092	YNR050C	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-1.72&CDS=1-1335
OG0003093	YNR051C	-processed-gene-21.38-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.38&CDS=1-1347
OG0003094	YNR052C	-processed-gene-21.36-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-21.36&CDS=1-1506
OG0003095	YNR053C	-processed-gene-20.16-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-20.16&CDS=1-1608
OG0003096	YNR054C	-processed-gene-15.100-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-15.100&CDS=1-948
OG0003097	YNR057C	-snap-gene-30.63-mRNA-1_1&gene=maker-gi|1002316372|dbj|BCGS01000001.1|-snap-gene-30.63&CDS=1-624
OG0003098	YNR058W	-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-2.16&CDS=1-2448
OG0003099	YOL001W	-processed-gene-20.49-mRNA-1_1&gene=augustus_masked-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-20.49&CDS=1-1734
OG0003100	YOL002C	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-2.23&CDS=1-1005
OG0003101	YOL004W	-snap-gene-11.77-mRNA-1_1&gene=maker-gi|1002316368|dbj|BCGS01000005.1|-snap-gene-11.77&CDS=1-4383
OG0003102	YOL005C	-processed-gene-11.60-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-11.60&CDS=1-366
OG0003103	YOL006C	-processed-gene-6.104-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.104&CDS=1-2394
OG0003104	YOL008W	-processed-gene-16.111-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-16.111&CDS=1-624
OG0003105	YOL009C	-processed-gene-3.3-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-3.3&CDS=1-1206
OG0003106	YOL010W	-processed-gene-8.10-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-8.10&CDS=1-1101
OG0003107	YOL012C	-processed-gene-3.68-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-3.68&CDS=1-396
OG0003108	YOL013C	-processed-gene-6.82-mRNA-1_1&gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-6.82&CDS=1-1977
OG0003109	YOL016C	-processed-gene-12.3-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.3&CDS=1-1371
OG0003110	YOL018C	-processed-gene-12.38-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.38&CDS=1-1134
OG0003111	YOL019W	-processed-gene-12.52-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.52&CDS=1-1620
OG0003112	YOL021C	-processed-gene-10.24-mRNA-1_1&gene=snap_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.24&CDS=1-2961
OG0003113	YOL022C	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.15&CDS=1-1344
OG0003114	YOL023W	-processed-gene-11.14-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.14&CDS=1-2427
OG0003115	YOL026C	-processed-gene-17.73-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-17.73&CDS=1-534
OG0003116	YOL027C	-processed-gene-25.15-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.15&CDS=1-1629
OG0003117	YOL031C	-processed-gene-10.125-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-10.125&CDS=1-1266
OG0003118	YOL032W	-processed-gene-10.127-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-10.127&CDS=1-639
OG0003119	YOL033W	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.55&CDS=1-1593
OG0003120	YOL034W	-processed-gene-1.73-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-1.73&CDS=1-3330
OG0003121	YOL038W	-processed-gene-17.28-mRNA-1_1&gene=augustus_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-17.28&CDS=1-747
OG0003122	YOL040C	-processed-gene-12.46-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-12.46&CDS=1-426
OG0003123	YOL041C	-processed-gene-10.38-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-10.38&CDS=1-1389
OG0003124	YOL048C	-snap-gene-10.41-mRNA-1_1&gene=maker-gi|1002316365|dbj|BCGS01000008.1|-snap-gene-10.41&CDS=1-846
OG0003125	YOL049W	-processed-gene-10.124-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-10.124&CDS=1-1476
OG0003126	YOL051W	-snap-gene-14.81-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-snap-gene-14.81&CDS=1-3201
OG0003127	YOL052C	-processed-gene-23.75-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-23.75&CDS=1-1332
OG0003128	YOL054W	-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-3.16&CDS=1-942
OG0003129	YOL057W	-processed-gene-19.47-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.47&CDS=1-2079
OG0003130	YOL058W	-processed-gene-6.29-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.29&CDS=1-1248
OG0003131	YOL060C	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-6.82&CDS=1-2190
OG0003132	YOL061W	-snap-gene-7.40-mRNA-1_1&gene=maker-gi|1002316367|dbj|BCGS01000006.1|-snap-gene-7.40&CDS=1-1290
OG0003133	YOL062C	-processed-gene-7.24-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-7.24&CDS=1-1449
OG0003134	YOL063C	-processed-gene-7.35-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-7.35&CDS=1-2793
OG0003135	YOL064C	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.84&CDS=1-1092
OG0003136	YOL065C	-processed-gene-22.120-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.120&CDS=1-1377
OG0003137	YOL066C	-processed-gene-23.59-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-23.59&CDS=1-1764
OG0003138	YOL067C	-processed-gene-7.103-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-7.103&CDS=1-828
OG0003139	YOL069W	-processed-gene-21.64-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-21.64&CDS=1-1521
OG0003140	YOL070C	-processed-gene-21.43-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-21.43&CDS=1-1815
OG0003141	YOL071W	-processed-gene-7.101-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-7.101&CDS=1-447
OG0003142	YOL072W	-processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-4.61&CDS=1-1371
OG0003143	YOL073C	-processed-gene-3.40-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-3.40&CDS=1-1104
OG0003144	YOL076W	-processed-gene-27.82-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-27.82&CDS=1-2439
OG0003145	YOL077C	-processed-gene-10.46-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.46&CDS=1-864
OG0003146	YOL077W-A	-processed-gene-10.11-mRNA-1_1&gene=snap_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.11&CDS=1-204
OG0003147	YOL078W	-processed-gene-10.57-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.57&CDS=1-3054
OG0003148	YOL080C	-processed-gene-10.56-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.56&CDS=1-897
OG0003149	YOL086W-A	-processed-gene-10.65-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.65&CDS=1-345
OG0003150	YOL087C	-processed-gene-10.51-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.51&CDS=1-3426
OG0003151	YOL090W	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-0.65&CDS=1-3000
OG0003152	YOL093W	-processed-gene-15.67-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-15.67&CDS=1-1107
OG0003153	YOL094C	-processed-gene-1.160-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.160&CDS=1-975
OG0003154	YOL095C	-processed-gene-1.161-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.161&CDS=1-2964
OG0003155	YOL096C	-processed-gene-8.16-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-8.16&CDS=1-966
OG0003156	YOL097C	-processed-gene-10.43-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.43&CDS=1-1263
OG0003157	YOL098C	-processed-gene-11.71-mRNA-1_1&gene=snap_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-11.71&CDS=1-3198
OG0003158	YOL102C	-augustus-gene-16.106-mRNA-1_1&gene=maker-gi|1002316370|dbj|BCGS01000003.1|-augustus-gene-16.106&CDS=1-987
OG0003159	YOL107W	-processed-gene-17.38-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-17.38&CDS=1-1014
OG0003160	YOL114C	-snap-gene-1.69-mRNA-1_1&gene=maker-gi|1002316365|dbj|BCGS01000008.1|-snap-gene-1.69&CDS=1-576
OG0003161	YOL116W	-processed-gene-25.34-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.34&CDS=1-1791
OG0003162	YOL122C	-processed-gene-9.76-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-9.76&CDS=1-1632
OG0003163	YOL123W	-processed-gene-4.68-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.68&CDS=1-1503
OG0003164	YOL124C	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-4.69&CDS=1-1311
OG0003165	YOL125W	-processed-gene-6.23-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-6.23&CDS=1-1470
OG0003166	YOL127W	-snap-gene-9.105-mRNA-1_1&gene=maker-gi|1002316372|dbj|BCGS01000001.1|-snap-gene-9.105&CDS=1-1083
OG0003167	YOL129W	-processed-gene-9.2-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-9.2&CDS=1-531
OG0003168	YOL132W	-snap-gene-0.72-mRNA-1_1&gene=maker-gi|1002316372|dbj|BCGS01000001.1|-snap-gene-0.72&CDS=1-1449
OG0003169	YOL133W	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-3.75&CDS=1-357
OG0003170	YOL135C	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-3.33&CDS=1-753
OG0003171	YOL136C	-processed-gene-24.93-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-24.93&CDS=1-1113
OG0003172	YOL137W	-processed-gene-6.5-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-6.5&CDS=1-1539
OG0003173	YOL138C	-processed-gene-1.130-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.130&CDS=1-3942
OG0003174	YOL139C	-processed-gene-1.128-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.128&CDS=1-624
OG0003175	YOL140W	-processed-gene-10.23-mRNA-1_1&gene=snap_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-10.23&CDS=1-1368
OG0003176	YOL141W	-processed-gene-25.20-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.20&CDS=1-2058
OG0003177	YOL142W	-processed-gene-25.21-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-25.21&CDS=1-777
OG0003178	YOL143C	-processed-gene-1.4-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.4&CDS=1-492
OG0003179	YOL144W	-processed-gene-11.42-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-11.42&CDS=1-2058
OG0003180	YOL145C	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-3.33&CDS=1-3408
OG0003181	YOL146W	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-3.15&CDS=1-528
OG0003182	YOL147C	-processed-gene-11.66-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-11.66&CDS=1-684
OG0003183	YOL148C	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.9&CDS=1-2283
OG0003184	YOL149W	-processed-gene-1.8-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.8&CDS=1-555
OG0003185	YOL152W	-processed-gene-30.154-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.154&CDS=1-1848
OG0003186	YOR001W	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-2.26&CDS=1-2370
OG0003187	YOR002W	-processed-gene-13.104-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-13.104&CDS=1-1548
OG0003188	YOR005C	-processed-gene-17.53-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.53&CDS=1-2844
OG0003189	YOR006C	-processed-gene-17.72-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.72&CDS=1-1065
OG0003190	YOR007C	-augustus-gene-17.123-mRNA-1_1&gene=maker-gi|1002316370|dbj|BCGS01000003.1|-augustus-gene-17.123&CDS=1-1992
OG0003191	YOR014W	-snap-gene-6.109-mRNA-1_1&gene=maker-gi|1002316367|dbj|BCGS01000006.1|-snap-gene-6.109&CDS=1-3717
OG0003192	YOR017W	-processed-gene-24.92-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-24.92&CDS=1-2499
OG0003193	YOR018W	-processed-gene-12.35-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.35&CDS=1-2547
OG0003194	YOR021C	-processed-gene-17.62-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.62&CDS=1-618
OG0003195	YOR023C	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-0.26&CDS=1-1575
OG0003196	YOR025W	-processed-gene-21.53-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-21.53&CDS=1-1482
OG0003197	YOR026W	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-3.84&CDS=1-1092
OG0003198	YOR027W	-processed-gene-22.97-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.97&CDS=1-1794
OG0003199	YOR035C	-processed-gene-18.54-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-18.54&CDS=1-2508
OG0003200	YOR036W	-processed-gene-8.29-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.29&CDS=1-837
OG0003201	YOR037W	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.28&CDS=1-1689
OG0003202	YOR038C	-processed-gene-8.8-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.8&CDS=1-3084
OG0003203	YOR042W	-processed-gene-2.2-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-2.2&CDS=1-1119
OG0003204	YOR043W	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-2.41&CDS=1-1074
OG0003205	YOR045W	-processed-gene-6.41-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-6.41&CDS=1-402
OG0003206	YOR046C	-processed-gene-6.94-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-6.94&CDS=1-1536
OG0003207	YOR048C	-processed-gene-0.21-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-0.21&CDS=1-3135
OG0003208	YOR051C	-processed-gene-29.18-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-29.18&CDS=1-1338
OG0003209	YOR052C	-processed-gene-29.36-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-29.36&CDS=1-537
OG0003210	YOR056C	-processed-gene-1.52-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-1.52&CDS=1-1464
OG0003211	YOR057W	-processed-gene-12.28-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.28&CDS=1-1170
OG0003212	YOR058C	-processed-gene-1.67-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-1.67&CDS=1-2871
OG0003213	YOR063W	-processed-gene-12.17-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-12.17&CDS=1-1167
OG0003214	YOR065W	-processed-gene-14.17-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-14.17&CDS=1-864
OG0003215	YOR067C	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-6.80&CDS=1-1707
OG0003216	YOR069W	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-1.97&CDS=1-2223
