	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
OG0002837	YNL212W	snap_masked-flattened_line_5-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.144&CDS=1-2307
OG0002838	YNL213C	snap_masked-flattened_line_5-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.168&CDS=1-708
OG0002839	YNL216W	snap_masked-flattened_line_1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.51&CDS=1-1893
OG0002840	YNL217W	snap_masked-flattened_line_21-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.109&CDS=1-1281
OG0002841	YNL219C	maker-flattened_line_5-snap-gene-1.68-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-1.68&CDS=1-2409
OG0002842	YNL220W	snap_masked-flattened_line_7-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.90&CDS=1-1284
OG0002843	YNL221C	augustus_masked-flattened_line_3-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.187&CDS=1-4026
OG0002844	YNL223W	snap_masked-flattened_line_11-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.61&CDS=1-1545
OG0002845	YNL224C	maker-flattened_line_11-snap-gene-2.49-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.49&CDS=1-1860
OG0002846	YNL229C	snap_masked-flattened_line_3-processed-gene-5.135-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.135&CDS=1-903
OG0002847	YNL231C	snap_masked-flattened_line_1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.91&CDS=1-1005
OG0002848	YNL232W	snap_masked-flattened_line_5-processed-gene-6.81-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.81&CDS=1-624
OG0002849	YNL233W	snap_masked-flattened_line_1-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.42&CDS=1-3126
OG0002850	YNL234W	snap_masked-flattened_line_1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.43&CDS=1-1044
OG0002851	YNL236W	snap_masked-flattened_line_1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.44&CDS=1-3312
OG0002852	YNL237W	snap_masked-flattened_line_1-processed-gene-11.58-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-11.58&CDS=1-1311
OG0002853	YNL238W	snap_masked-flattened_line_1-processed-gene-11.54-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-11.54&CDS=1-2412
OG0002854	YNL239W	snap_masked-flattened_line_23-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.177&CDS=1-1455
OG0002855	YNL241C	augustus_masked-flattened_line_1-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-11.125&CDS=1-4410
OG0002856	YNL242W	snap_masked-flattened_line_1-processed-gene-3.111-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.111&CDS=1-5316
OG0002857	YNL243W	augustus_masked-flattened_line_25-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.24&CDS=1-1368
OG0002858	YNL244C	maker-flattened_line_25-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-0.66&CDS=1-327
OG0002859	YNL245C	snap_masked-flattened_line_25-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.204&CDS=1-459
OG0002860	YNL246W	augustus_masked-flattened_line_7-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-5.157&CDS=1-1791
OG0002861	YNL247W	snap_masked-flattened_line_1-processed-gene-7.150-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.150&CDS=1-2211
OG0002862	YNL248C	snap_masked-flattened_line_1-processed-gene-12.32-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.32&CDS=1-1188
OG0002863	YNL249C	snap_masked-flattened_line_1-processed-gene-7.184-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.184&CDS=1-1596
OG0002864	YNL250W	maker-flattened_line_1-snap-gene-7.10-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-7.10&CDS=1-2571
OG0002865	YNL251C	snap_masked-flattened_line_1-processed-gene-8.149-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.149&CDS=1-1761
OG0002866	YNL252C	maker-flattened_line_11-snap-gene-2.50-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.50&CDS=1-3933
OG0002867	YNL256W	snap_masked-flattened_line_5-processed-gene-3.36-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.36&CDS=1-2217
OG0002868	YNL260C	snap_masked-flattened_line_1-processed-gene-9.69-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.69&CDS=1-501
OG0002869	YNL261W	snap_masked-flattened_line_1-processed-gene-9.92-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.92&CDS=1-1374
OG0002870	YNL262W	snap_masked-flattened_line_5-processed-gene-4.70-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.70&CDS=1-6573
OG0002871	YNL263C	snap_masked-flattened_line_5-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.93&CDS=1-888
OG0002872	YNL265C	snap_masked-flattened_line_11-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.69&CDS=1-666
OG0002873	YNL267W	snap_masked-flattened_line_1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.28&CDS=1-3015
OG0002874	YNL271C	snap_masked-flattened_line_11-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.59&CDS=1-5223
OG0002875	YNL272C	snap_masked-flattened_line_3-processed-gene-6.21-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.21&CDS=1-1461
OG0002876	YNL273W	maker-flattened_line_11-snap-gene-2.53-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.53&CDS=1-3348
OG0002877	YNL274C	augustus_masked-flattened_line_9-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.174&CDS=1-1713
OG0002878	YNL279W	snap_masked-flattened_line_1-processed-gene-7.165-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.165&CDS=1-2250
OG0002879	YNL280C	snap_masked-flattened_line_3-processed-gene-12.149-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-12.149&CDS=1-1302
OG0002880	YNL281W	snap_masked-flattened_line_13-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.64&CDS=1-441
OG0002881	YNL284C	snap_masked-flattened_line_17-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.25&CDS=1-852
OG0002882	YNL287W	snap_masked-flattened_line_1-processed-gene-10.70-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.70&CDS=1-2742
OG0002883	YNL288W	maker-flattened_line_1-snap-gene-10.189-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-10.189&CDS=1-3015
OG0002884	YNL289W	snap_masked-flattened_line_1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.3&CDS=1-822
OG0002885	YNL290W	genemark-flattened_line_21-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.188&CDS=1-2709
OG0002886	YNL292W	snap_masked-flattened_line_1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.34&CDS=1-1122
OG0002887	YNL293W	snap_masked-flattened_line_11-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.94&CDS=1-1545
OG0002888	YNL294C	genemark-flattened_line_11-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.182&CDS=1-1350
OG0002889	YNL297C	snap_masked-flattened_line_1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.17&CDS=1-4812
OG0002890	YNL307C	genemark-flattened_line_3-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.85&CDS=1-1113
OG0002891	YNL308C	snap_masked-flattened_line_3-processed-gene-8.151-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.151&CDS=1-1581
OG0002892	YNL310C	maker-flattened_line_13-snap-gene-3.223-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.223&CDS=1-492
OG0002893	YNL312W	snap_masked-flattened_line_1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.104&CDS=1-783
OG0002894	YNL313C	snap_masked-flattened_line_13-processed-gene-3.311-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.311&CDS=1-2784
OG0002895	YNL315C	snap_masked-flattened_line_17-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.49&CDS=1-912
OG0002896	YNL316C	maker-flattened_line_17-snap-gene-1.195-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-1.195&CDS=1-1011
OG0002897	YNL317W	snap_masked-flattened_line_1-processed-gene-8.193-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.193&CDS=1-1386
OG0002898	YNL320W	snap_masked-flattened_line_21-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.135&CDS=1-882
OG0002899	YNL321W	snap_masked-flattened_line_17-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.106&CDS=1-3114
OG0002900	YNL322C	maker-flattened_line_9-augustus-gene-5.320-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-5.320&CDS=1-993
OG0002901	YNL323W	snap_masked-flattened_line_11-processed-gene-4.157-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.157&CDS=1-1239
OG0002902	YNL325C	snap_masked-flattened_line_3-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.109&CDS=1-2697
OG0002903	YNL329C	snap_masked-flattened_line_1-processed-gene-10.118-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.118&CDS=1-3438
OG0002904	YNR001C	maker-flattened_line_11-snap-gene-4.248-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-4.248&CDS=1-1395
OG0002905	YNR003C	snap_masked-flattened_line_3-processed-gene-8.128-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.128&CDS=1-978
OG0002906	YNR011C	snap_masked-flattened_line_7-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.119&CDS=1-2658
OG0002907	YNR012W	snap_masked-flattened_line_7-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.84&CDS=1-1440
OG0002908	YNR013C	snap_masked-flattened_line_7-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.120&CDS=1-2463
OG0002909	YNR015W	snap_masked-flattened_line_11-processed-gene-4.194-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.194&CDS=1-1080
OG0002910	YNR016C	snap_masked-flattened_line_9-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.84&CDS=1-6651
OG0002911	YNR017W	genemark-flattened_line_9-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.34&CDS=1-654
OG0002912	YNR018W	snap_masked-flattened_line_11-processed-gene-4.143-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.143&CDS=1-603
OG0002913	YNR020C	snap_masked-flattened_line_1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.85&CDS=1-690
OG0002914	YNR021W	snap_masked-flattened_line_1-processed-gene-5.117-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.117&CDS=1-1113
OG0002915	YNR022C	snap_masked-flattened_line_1-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.87&CDS=1-669
OG0002916	YNR027W	snap_masked-flattened_line_3-processed-gene-4.98-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.98&CDS=1-831
OG0002917	YNR029C	snap_masked-flattened_line_3-processed-gene-9.41-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.41&CDS=1-1164
OG0002918	YNR030W	snap_masked-flattened_line_3-processed-gene-9.20-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.20&CDS=1-1674
OG0002919	YNR032C-A	snap_masked-flattened_line_19-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.114&CDS=1-219
OG0002920	YNR032W	snap_masked-flattened_line_19-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.151&CDS=1-1056
OG0002921	YNR033W	snap_masked-flattened_line_5-processed-gene-7.79-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-7.79&CDS=1-2055
OG0002922	YNR035C	snap_masked-flattened_line_11-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.69&CDS=1-990
OG0002923	YNR036C	snap_masked-flattened_line_3-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.115&CDS=1-516
OG0002924	YNR037C	snap_masked-flattened_line_19-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.128&CDS=1-273
OG0002925	YNR038W	snap_masked-flattened_line_3-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.88&CDS=1-1659
OG0002926	YNR039C	snap_masked-flattened_line_19-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.150&CDS=1-1509
OG0002927	YNR041C	snap_masked-flattened_line_9-processed-gene-5.220-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.220&CDS=1-1044
OG0002928	YNR043W	maker-flattened_line_19-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.3&CDS=1-1155
OG0002929	YNR046W	snap_masked-flattened_line_3-processed-gene-7.136-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.136&CDS=1-381
OG0002930	YNR050C	snap_masked-flattened_line_3-processed-gene-7.178-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.178&CDS=1-1344
OG0002931	YNR054C	genemark-flattened_line_11-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.37&CDS=1-3885
OG0002932	YNR055C	snap_masked-flattened_line_13-processed-gene-3.253-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.253&CDS=1-1677
OG0002933	YNR074C	maker-flattened_line_3-snap-gene-6.172-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.172&CDS=1-4179
OG0002934	YOL001W	snap_masked-flattened_line_13-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.48&CDS=1-933
OG0002935	YOL002C	augustus_masked-flattened_line_11-processed-gene-4.301-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-4.301&CDS=1-1002
OG0002936	YOL003C	maker-flattened_line_11-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.106&CDS=1-1068
OG0002937	YOL004W	maker-flattened_line_11-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.101&CDS=1-4146
OG0002938	YOL005C	maker-flattened_line_11-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.105&CDS=1-369
OG0002939	YOL006C	snap_masked-flattened_line_17-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.87&CDS=1-2286
OG0002940	YOL008W	genemark-flattened_line_7-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.56&CDS=1-507
OG0002941	YOL009C	snap_masked-flattened_line_7-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.96&CDS=1-1023
OG0002942	YOL010W	snap_masked-flattened_line_7-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.117&CDS=1-1095
OG0002943	YOL012C	snap_masked-flattened_line_9-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.93&CDS=1-396
OG0002944	YOL013C	snap_masked-flattened_line_9-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.121&CDS=1-1188
OG0002945	YOL019W	snap_masked-flattened_line_3-processed-gene-8.153-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.153&CDS=1-1527
OG0002946	YOL021C	snap_masked-flattened_line_13-processed-gene-3.298-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.298&CDS=1-2922
OG0002947	YOL022C	snap_masked-flattened_line_3-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.117&CDS=1-1191
OG0002948	YOL023W	augustus_masked-flattened_line_3-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.161&CDS=1-4089
OG0002949	YOL027C	genemark-flattened_line_3-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.34&CDS=1-1269
OG0002950	YOL030W	maker-flattened_line_17-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.7&CDS=1-3183
OG0002951	YOL031C	augustus_masked-flattened_line_15-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.103&CDS=1-915
OG0002952	YOL032W	snap_masked-flattened_line_1-processed-gene-10.130-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.130&CDS=1-666
OG0002953	YOL033W	snap_masked-flattened_line_1-processed-gene-10.103-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.103&CDS=1-1635
OG0002954	YOL034W	snap_masked-flattened_line_1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.101&CDS=1-3276
OG0002955	YOL038W	maker-flattened_line_3-snap-gene-11.0-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-11.0&CDS=1-1161
OG0002956	YOL040C	genemark-flattened_line_23-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.76&CDS=1-420
OG0002957	YOL041C	snap_masked-flattened_line_23-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.178&CDS=1-1050
OG0002958	YOL049W	snap_masked-flattened_line_15-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.13&CDS=1-1422
OG0002959	YOL052C	maker-flattened_line_3-augustus-gene-4.188-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-4.188&CDS=1-2547
OG0002960	YOL058W	snap_masked-flattened_line_3-processed-gene-9.46-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.46&CDS=1-1245
OG0002961	YOL060C	maker-flattened_line_17-snap-gene-2.206-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-2.206&CDS=1-3237
OG0002962	YOL061W	snap_masked-flattened_line_17-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.131&CDS=1-1311
OG0002963	YOL062C	snap_masked-flattened_line_17-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.101&CDS=1-2442
OG0002964	YOL065C	snap_masked-flattened_line_17-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.18&CDS=1-1182
OG0002965	YOL066C	snap_masked-flattened_line_5-processed-gene-7.89-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-7.89&CDS=1-1722
OG0002966	YOL067C	snap_masked-flattened_line_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.33&CDS=1-570
OG0002967	YOL069W	snap_masked-flattened_line_7-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.90&CDS=1-1383
OG0002968	YOL070C	snap_masked-flattened_line_11-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.72&CDS=1-1386
OG0002969	YOL071W	snap_masked-flattened_line_1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.34&CDS=1-435
OG0002970	YOL072W	snap_masked-flattened_line_3-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.124&CDS=1-1341
OG0002971	YOL073C	genemark-flattened_line_3-processed-gene-8.112-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-8.112&CDS=1-858
OG0002972	YOL075C	augustus_masked-flattened_line_15-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.85&CDS=1-4863
OG0002973	YOL076W	snap_masked-flattened_line_1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.64&CDS=1-2259
OG0002974	YOL077C	snap_masked-flattened_line_33-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.22&CDS=1-870
OG0002975	YOL077W-A	snap_masked-flattened_line_33-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.16&CDS=1-192
OG0002976	YOL078W	snap_masked-flattened_line_33-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.21&CDS=1-2274
OG0002977	YOL080C	snap_masked-flattened_line_25-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.195&CDS=1-738
OG0002978	YOL084W	snap_masked-flattened_line_5-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.68&CDS=1-2673
OG0002979	YOL086W-A	maker-flattened_line_25-augustus-gene-0.210-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.210&CDS=1-408
OG0002980	YOL090W	snap_masked-flattened_line_3-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.118&CDS=1-2820
