	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
OG0002634	YMR127C	augustus_masked-flattened_line_1-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.79&CDS=1-993
OG0002635	YMR128W	augustus_masked-flattened_line_1-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.59&CDS=1-3870
OG0002636	YMR129W	augustus_masked-flattened_line_1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.60&CDS=1-3810
OG0002637	YMR130W	augustus_masked-flattened_line_1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.62&CDS=1-951
OG0002638	YMR131C	genemark-flattened_line_34-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.86&CDS=1-1512
OG0002639	YMR132C	augustus_masked-flattened_line_10-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.18&CDS=1-678
OG0002640	YMR134W	augustus_masked-flattened_line_46-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.133&CDS=1-663
OG0002641	YMR135C	augustus_masked-flattened_line_46-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.101&CDS=1-1182
OG0002642	YMR137C	genemark-flattened_line_10-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.126&CDS=1-1623
OG0002643	YMR138W	genemark-flattened_line_10-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.104&CDS=1-555
OG0002644	YMR139W	genemark-flattened_line_26-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.114&CDS=1-1236
OG0002645	YMR140W	augustus_masked-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.20&CDS=1-1440
OG0002646	YMR145C	maker-flattened_line_24-augustus-gene-1.264-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.264&CDS=1-1731
OG0002647	YMR146C	augustus_masked-flattened_line_72-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.53&CDS=1-1050
OG0002648	YMR149W	augustus_masked-flattened_line_10-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.120&CDS=1-831
OG0002649	YMR154C	augustus_masked-flattened_line_103-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.57&CDS=1-2184
OG0002650	YMR156C	augustus_masked-flattened_line_26-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.78&CDS=1-771
OG0002651	YMR158W	augustus_masked-flattened_line_26-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.77&CDS=1-471
OG0002652	YMR159C	augustus_masked-flattened_line_103-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.58&CDS=1-561
OG0002653	YMR161W	augustus_masked-flattened_line_6-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.55&CDS=1-960
OG0002654	YMR162C	augustus_masked-flattened_line_44-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.162&CDS=1-4878
OG0002655	YMR165C	augustus_masked-flattened_line_1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.72&CDS=1-2511
OG0002656	YMR166C	genemark-flattened_line_58-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.131&CDS=1-1029
OG0002657	YMR167W	augustus_masked-flattened_line_58-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.32&CDS=1-2214
OG0002658	YMR172W	augustus_masked-flattened_line_105-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.3&CDS=1-1374
OG0002659	YMR176W	augustus_masked-flattened_line_14-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.9&CDS=1-5358
OG0002660	YMR178W	augustus_masked-flattened_line_10-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.10&CDS=1-858
OG0002661	YMR185W	augustus_masked-flattened_line_101-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.47&CDS=1-2799
OG0002662	YMR186W	maker-flattened_line_101-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_101-augustus-gene-0.0&CDS=1-3174
OG0002663	YMR188C	augustus_masked-flattened_line_58-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.20&CDS=1-732
OG0002664	YMR189W	augustus_masked-flattened_line_6-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.65&CDS=1-3087
OG0002665	YMR190C	augustus_masked-flattened_line_56-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.161&CDS=1-3663
OG0002666	YMR194C-B	maker-flattened_line_26-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.0&CDS=1-1386
OG0002667	YMR196W	augustus_masked-flattened_line_4-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.42&CDS=1-4296
OG0002668	YMR200W	augustus_masked-flattened_line_68-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.85&CDS=1-735
OG0002669	YMR202W	augustus_masked-flattened_line_68-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.111&CDS=1-651
OG0002670	YMR203W	augustus_masked-flattened_line_68-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.105&CDS=1-1152
OG0002671	YMR204C	genemark-flattened_line_68-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.10&CDS=1-1863
OG0002672	YMR205C	augustus_masked-flattened_line_68-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.75&CDS=1-2826
OG0002673	YMR208W	augustus_masked-flattened_line_6-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.36&CDS=1-1293
OG0002674	YMR209C	augustus_masked-flattened_line_6-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.16&CDS=1-1341
OG0002675	YMR210W	augustus_masked-flattened_line_17-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.31&CDS=1-1602
OG0002676	YMR211W	augustus_masked-flattened_line_12-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.66&CDS=1-1476
OG0002677	YMR212C	augustus_masked-flattened_line_6-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.31&CDS=1-2802
OG0002678	YMR213W	augustus_masked-flattened_line_6-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.14&CDS=1-4188
OG0002679	YMR214W	genemark-flattened_line_1-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.48&CDS=1-1086
OG0002680	YMR216C	augustus_masked-flattened_line_14-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.27&CDS=1-2022
OG0002681	YMR217W	augustus_masked-flattened_line_6-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.17&CDS=1-1578
OG0002682	YMR218C	augustus_masked-flattened_line_109-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.19&CDS=1-3561
OG0002683	YMR221C	augustus_masked-flattened_line_50-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.142&CDS=1-1590
OG0002684	YMR223W	augustus_masked-flattened_line_56-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.212&CDS=1-1617
OG0002685	YMR224C	augustus_masked-flattened_line_34-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.37&CDS=1-1788
OG0002686	YMR225C	augustus_masked-flattened_line_76-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.0&CDS=1-276
OG0002687	YMR226C	augustus_masked-flattened_line_30-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.2&CDS=1-807
OG0002688	YMR227C	augustus_masked-flattened_line_22-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.223&CDS=1-1644
OG0002689	YMR228W	augustus_masked-flattened_line_22-processed-gene-1.265-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.265&CDS=1-1071
OG0002690	YMR229C	genemark-flattened_line_22-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.136&CDS=1-5019
OG0002691	YMR231W	snap_masked-flattened_line_28-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.165&CDS=1-2994
OG0002692	YMR234W	genemark-flattened_line_34-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.121&CDS=1-798
OG0002693	YMR235C	augustus_masked-flattened_line_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.106&CDS=1-1239
OG0002694	YMR236W	augustus_masked-flattened_line_78-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.102&CDS=1-498
OG0002695	YMR239C	augustus_masked-flattened_line_28-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.18&CDS=1-1638
OG0002696	YMR240C	augustus_masked-flattened_line_1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.78&CDS=1-1374
OG0002697	YMR243C	augustus_masked-flattened_line_22-processed-gene-1.261-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.261&CDS=1-1188
OG0002698	YMR244C-A	augustus_masked-flattened_line_1-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.79&CDS=1-318
OG0002699	YMR244W	genemark-flattened_line_6-processed-gene-3.212-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.212&CDS=1-2115
OG0002700	YMR247C	augustus_masked-flattened_line_28-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.71&CDS=1-4647
OG0002701	YMR250W	genemark-flattened_line_20-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.105&CDS=1-1713
OG0002702	YMR256C	maker-flattened_line_4-augustus-gene-0.72-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.72&CDS=1-1059
OG0002703	YMR258C	augustus_masked-flattened_line_34-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.4&CDS=1-1752
OG0002704	YMR259C	augustus_masked-flattened_line_56-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.202&CDS=1-4131
OG0002705	YMR260C	augustus_masked-flattened_line_56-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.170&CDS=1-459
OG0002706	YMR262W	augustus_masked-flattened_line_26-processed-gene-1.286-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.286&CDS=1-999
OG0002707	YMR263W	augustus_masked-flattened_line_87-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.66&CDS=1-483
OG0002708	YMR264W	augustus_masked-flattened_line_87-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.65&CDS=1-606
OG0002709	YMR266W	augustus_masked-flattened_line_6-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.38&CDS=1-2577
OG0002710	YMR267W	augustus_masked-flattened_line_6-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.37&CDS=1-972
OG0002711	YMR272C	maker-flattened_line_28-augustus-gene-1.234-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.234&CDS=1-5088
OG0002712	YMR274C	augustus_masked-flattened_line_28-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.22&CDS=1-795
OG0002713	YMR276W	augustus_masked-flattened_line_56-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.168&CDS=1-1134
OG0002714	YMR277W	augustus_masked-flattened_line_26-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.245&CDS=1-2388
OG0002715	YMR278W	augustus_masked-flattened_line_26-processed-gene-1.248-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.248&CDS=1-1857
OG0002716	YMR280C	augustus_masked-flattened_line_6-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.0&CDS=1-2829
OG0002717	YMR281W	augustus_masked-flattened_line_6-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.2&CDS=1-816
OG0002718	YMR283C	augustus_masked-flattened_line_17-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.184&CDS=1-1404
OG0002719	YMR284W	augustus_masked-flattened_line_20-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.67&CDS=1-2091
OG0002720	YMR285C	augustus_masked-flattened_line_22-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.237&CDS=1-1449
OG0002721	YMR286W	augustus_masked-flattened_line_4-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.103&CDS=1-279
OG0002722	YMR287C	augustus_masked-flattened_line_85-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.47&CDS=1-3201
OG0002723	YMR288W	augustus_masked-flattened_line_44-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.160&CDS=1-3234
OG0002724	YMR290C	augustus_masked-flattened_line_54-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.157&CDS=1-1686
OG0002725	YMR292W	augustus_masked-flattened_line_54-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.129&CDS=1-417
OG0002726	YMR293C	augustus_masked-flattened_line_54-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.124&CDS=1-1329
OG0002727	YMR295C	augustus_masked-flattened_line_44-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.139&CDS=1-546
OG0002728	YMR297W	genemark-flattened_line_80-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.118&CDS=1-1797
OG0002729	YMR300C	augustus_masked-flattened_line_62-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.129&CDS=1-1578
OG0002730	YMR301C	snap_masked-flattened_line_28-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.97&CDS=1-3213
OG0002731	YMR302C	augustus_masked-flattened_line_42-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.241&CDS=1-2565
OG0002732	YMR304W	genemark-flattened_line_56-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.147&CDS=1-3864
OG0002733	YMR308C	genemark-flattened_line_115-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.7&CDS=1-5034
OG0002734	YMR309C	maker-flattened_line_30-augustus-gene-1.232-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.232&CDS=1-4794
OG0002735	YMR312W	augustus_masked-flattened_line_6-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.56&CDS=1-822
OG0002736	YMR313C	augustus_masked-flattened_line_6-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.71&CDS=1-4254
OG0002737	YMR314W	augustus_masked-flattened_line_30-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.59&CDS=1-888
OG0002738	YMR315W	augustus_masked-flattened_line_22-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.236&CDS=1-1035
OG0002739	YNL001W	maker-flattened_line_10-snap-gene-3.72-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-3.72&CDS=1-2256
OG0002740	YNL002C	augustus_masked-flattened_line_129-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.13&CDS=1-861
OG0002741	YNL003C	augustus_masked-flattened_line_129-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.14&CDS=1-1890
OG0002742	YNL006W	augustus_masked-flattened_line_97-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.50&CDS=1-1014
OG0002743	YNL010W	augustus_masked-flattened_line_17-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.61&CDS=1-720
OG0002744	YNL011C	augustus_masked-flattened_line_24-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.12&CDS=1-1388
OG0002745	YNL012W	augustus_masked-flattened_line_6-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.109&CDS=1-3003
OG0002746	YNL013C	snap_masked-flattened_line_6-processed-gene-3.60-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.60&CDS=1-3099
OG0002747	YNL014W	augustus_masked-flattened_line_6-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.108&CDS=1-3150
OG0002748	YNL016W	augustus_masked-flattened_line_12-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.65&CDS=1-3174
OG0002749	YNL021W	augustus_masked-flattened_line_87-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.57&CDS=1-2355
OG0002750	YNL022C	augustus_masked-flattened_line_87-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.58&CDS=1-1383
OG0002751	YNL025C	genemark-flattened_line_12-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.40&CDS=1-903
OG0002752	YNL026W	augustus_masked-flattened_line_12-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.81&CDS=1-1434
OG0002753	YNL027W	genemark-flattened_line_40-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.39&CDS=1-1029
OG0002754	YNL032W	augustus_masked-flattened_line_40-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.179&CDS=1-855
OG0002755	YNL035C	augustus_masked-flattened_line_42-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.186&CDS=1-1134
OG0002756	YNL037C	augustus_masked-flattened_line_32-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.61&CDS=1-1086
OG0002757	YNL038W	augustus_masked-flattened_line_42-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.222&CDS=1-654
OG0002758	YNL039W	augustus_masked-flattened_line_42-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.223&CDS=1-1752
OG0002759	YNL040W	maker-flattened_line_22-augustus-gene-0.31-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.31&CDS=1-2982
OG0002760	YNL044W	maker-flattened_line_24-augustus-gene-0.67-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.67&CDS=1-528
OG0002761	YNL045W	augustus_masked-flattened_line_24-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.14&CDS=1-1902
OG0002762	YNL049C	augustus_masked-flattened_line_32-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.124&CDS=1-2790
OG0002763	YNL050C	maker-flattened_line_32-snap-gene-1.148-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.148&CDS=1-534
OG0002764	YNL051W	snap_masked-flattened_line_32-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.17&CDS=1-1125
OG0002765	YNL054W	augustus_masked-flattened_line_32-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.120&CDS=1-2961
