	Eremothecium_coryli	Saccharomyces_cerevisiae
OG0002986	snap_masked-AZAH01000008.1-processed-gene-2.105-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.105&CDS=1-942	YLR007W
OG0002987	snap_masked-AZAH01000008.1-processed-gene-2.131-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.131&CDS=1-474	YLR008C
OG0002988	augustus_masked-AZAH01000008.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-2.12&CDS=1-588	YLR009W
OG0002989	snap_masked-AZAH01000008.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.134&CDS=1-1341	YOR323C
OG0002990	snap_masked-AZAH01000008.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.135&CDS=1-1710	YAL027W
OG0002991	snap_masked-AZAH01000008.1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.136&CDS=1-327	YOR327C
OG0002992	snap_masked-AZAH01000008.1-processed-gene-2.137-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-2.137&CDS=1-2133	YOR329C
OG0002993	snap_masked-AZAH01000008.1-processed-gene-3.7-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.7&CDS=1-3660	YOR330C
OG0002994	snap_masked-AZAH01000008.1-processed-gene-3.4-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.4&CDS=1-687	YOR332W
OG0002995	augustus_masked-AZAH01000008.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-3.50&CDS=1-1281	YOR334W
OG0002996	snap_masked-AZAH01000008.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.6&CDS=1-2436	YAL031C
OG0002997	snap_masked-AZAH01000008.1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.8&CDS=1-1371	YAL032C
OG0002998	snap_masked-AZAH01000008.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.31&CDS=1-492	YAL033W
OG0002999	snap_masked-AZAH01000008.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.32&CDS=1-2868	YOR335C
OG0003000	snap_masked-AZAH01000008.1-processed-gene-3.9-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.9&CDS=1-3897	YOR336W
OG0003001	snap_masked-AZAH01000008.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.11&CDS=1-1182	YOR338W
OG0003002	snap_masked-AZAH01000008.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.33&CDS=1-876	YAL034W-A
OG0003003	snap_masked-AZAH01000008.1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.12&CDS=1-1503	YAL038W
OG0003004	snap_masked-AZAH01000008.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.34&CDS=1-2511	YOR346W
OG0003005	snap_masked-AZAH01000008.1-processed-gene-3.14-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.14&CDS=1-900	YOR342C
OG0003006	snap_masked-AZAH01000008.1-processed-gene-3.15-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.15&CDS=1-2916	YAL035W
OG0003007	augustus_masked-AZAH01000008.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-3.81&CDS=1-4935	YOR341W
OG0003008	snap_masked-AZAH01000008.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.17&CDS=1-906	YOR340C
OG0003009	snap_masked-AZAH01000008.1-processed-gene-3.18-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.18&CDS=1-3156	YOR349W
OG0003010	maker-AZAH01000008.1-snap-gene-3.0-mRNA-1_1&gene=maker-AZAH01000008.1-snap-gene-3.0&CDS=1-1425	YOR351C
OG0003011	snap_masked-AZAH01000008.1-processed-gene-3.19-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.19&CDS=1-909	YOR352W
OG0003012	snap_masked-AZAH01000008.1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.38&CDS=1-2289	YOR353C
OG0003013	snap_masked-AZAH01000008.1-processed-gene-3.20-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.20&CDS=1-819	YAL039C
OG0003014	snap_masked-AZAH01000008.1-processed-gene-3.39-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.39&CDS=1-2031	YOR354C
OG0003015	snap_masked-AZAH01000008.1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.21&CDS=1-1383	YAL040C
OG0003016	snap_masked-AZAH01000008.1-processed-gene-3.23-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.23&CDS=1-1404	YOR355W
OG0003017	genemark-AZAH01000008.1-processed-gene-3.116-mRNA-1_1&gene=genemark-AZAH01000008.1-processed-gene-3.116&CDS=1-1971	YOR356W
OG0003018	snap_masked-AZAH01000008.1-processed-gene-3.40-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.40&CDS=1-2289	YAL041W
OG0003019	maker-AZAH01000008.1-augustus-gene-3.93-mRNA-1_1&gene=maker-AZAH01000008.1-augustus-gene-3.93&CDS=1-1674	YAL042W
OG0003020	snap_masked-AZAH01000008.1-processed-gene-3.25-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.25&CDS=1-432	YOR358W
OG0003021	snap_masked-AZAH01000008.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.26&CDS=1-2322	YAL043C
OG0003022	augustus_masked-AZAH01000008.1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-3.72&CDS=1-1494	YOR359W
OG0003023	snap_masked-AZAH01000008.1-processed-gene-3.44-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.44&CDS=1-1653	YOR360C
OG0003024	snap_masked-AZAH01000008.1-processed-gene-3.27-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.27&CDS=1-525	YAL044C
OG0003025	augustus_masked-AZAH01000008.1-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-3.89&CDS=1-384	YAL044W-A
OG0003026	snap_masked-AZAH01000008.1-processed-gene-3.28-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.28&CDS=1-291	YAL046C
OG0003027	snap_masked-AZAH01000008.1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.46&CDS=1-2187	YOR361C
OG0003028	snap_masked-AZAH01000008.1-processed-gene-3.29-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.29&CDS=1-2436	YAL047C
OG0003029	maker-AZAH01000008.1-snap-gene-3.1-mRNA-1_1&gene=maker-AZAH01000008.1-snap-gene-3.1&CDS=1-849	YOR362C
OG0003030	snap_masked-AZAH01000008.1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-3.30&CDS=1-1983	YAL048C
OG0003031	snap_masked-AZAH01000008.1-processed-gene-4.0-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.0&CDS=1-747	YAL049C
OG0003032	snap_masked-AZAH01000008.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.5&CDS=1-612	YOR367W
OG0003033	snap_masked-AZAH01000008.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.6&CDS=1-1086	YOR368W
OG0003034	maker-AZAH01000008.1-augustus-gene-4.176-mRNA-1_1&gene=maker-AZAH01000008.1-augustus-gene-4.176&CDS=1-2283	YOR370C
OG0003035	augustus_masked-AZAH01000008.1-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.155&CDS=1-1674	YOR372C
OG0003036	augustus_masked-AZAH01000008.1-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.130&CDS=1-2340	YOR373W
OG0003037	snap_masked-AZAH01000008.1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.44&CDS=1-540	YAL059W
OG0003038	augustus_masked-AZAH01000008.1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.158&CDS=1-1623	YIL166C
OG0003039	augustus_masked-AZAH01000008.1-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.132&CDS=1-1140	YLL057C
OG0003040	snap_masked-AZAH01000008.1-processed-gene-4.9-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.9&CDS=1-891	YMR096W
OG0003041	snap_masked-AZAH01000008.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.10&CDS=1-945	YNR054C
OG0003042	maker-AZAH01000008.1-snap-gene-4.63-mRNA-1_1&gene=maker-AZAH01000008.1-snap-gene-4.63&CDS=1-1542	YNR053C
OG0003043	snap_masked-AZAH01000008.1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.12&CDS=1-1293	YNR052C
OG0003044	snap_masked-AZAH01000008.1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.13&CDS=1-1569	YNR051C
OG0003045	maker-AZAH01000008.1-snap-gene-4.64-mRNA-1_1&gene=maker-AZAH01000008.1-snap-gene-4.64&CDS=1-963	YCR095C
OG0003046	snap_masked-AZAH01000008.1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.15&CDS=1-1368	YNR050C
OG0003047	augustus_masked-AZAH01000008.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.139&CDS=1-600	YNR049C
OG0003048	snap_masked-AZAH01000008.1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.17&CDS=1-3834	YKL215C
OG0003049	maker-AZAH01000008.1-augustus-gene-4.173-mRNA-1_1&gene=maker-AZAH01000008.1-augustus-gene-4.173&CDS=1-7590	YCR093W
OG0003050	augustus_masked-AZAH01000008.1-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.142&CDS=1-3726	YCR092C
OG0003051	augustus_masked-AZAH01000008.1-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.160&CDS=1-2514	YNR047W
OG0003052	snap_masked-AZAH01000008.1-processed-gene-4.49-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.49&CDS=1-405	YNR046W
OG0003053	snap_masked-AZAH01000008.1-processed-gene-4.22-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.22&CDS=1-1203	YPL028W
OG0003054	maker-AZAH01000008.1-snap-gene-4.70-mRNA-1_1&gene=maker-AZAH01000008.1-snap-gene-4.70&CDS=1-1086	YPL026C
OG0003055	snap_masked-AZAH01000008.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.51&CDS=1-1587	YHR007C
OG0003056	maker-AZAH01000008.1-augustus-gene-4.177-mRNA-1_1&gene=maker-AZAH01000008.1-augustus-gene-4.177&CDS=1-1812	YDR465C
OG0003057	snap_masked-AZAH01000008.1-processed-gene-4.54-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.54&CDS=1-1422	YHR009C
OG0003058	snap_masked-AZAH01000008.1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.55&CDS=1-639	YDR468C
OG0003059	snap_masked-AZAH01000008.1-processed-gene-4.24-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.24&CDS=1-294	YDR469W
OG0003060	augustus_masked-AZAH01000008.1-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.166&CDS=1-1425	YDR470C
OG0003061	augustus_masked-AZAH01000008.1-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-AZAH01000008.1-processed-gene-4.146&CDS=1-2388	YHR011W
OG0003062	snap_masked-AZAH01000008.1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.59&CDS=1-684	YHR013C
OG0003063	snap_masked-AZAH01000008.1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-AZAH01000008.1-processed-gene-4.28&CDS=1-714	YDR472W
OG0003064	snap_masked-AZAH01000009.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.3&CDS=1-3132	YJR132W
OG0003065	snap_masked-AZAH01000009.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.4&CDS=1-1629	YHR196W
OG0003066	augustus_masked-AZAH01000009.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-0.96&CDS=1-627	YJR133W
OG0003067	snap_masked-AZAH01000009.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.22&CDS=1-1986	YJR134C
OG0003068	snap_masked-AZAH01000009.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.6&CDS=1-2229	YHR197W
OG0003069	snap_masked-AZAH01000009.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.23&CDS=1-699	YJR135C
OG0003070	snap_masked-AZAH01000009.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.7&CDS=1-261	YJR135W-A
OG0003071	snap_masked-AZAH01000009.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.24&CDS=1-1281	YJR136C
OG0003072	snap_masked-AZAH01000009.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.25&CDS=1-894	YHR198C
OG0003073	snap_masked-AZAH01000009.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.26&CDS=1-4278	YJR137C
OG0003074	snap_masked-AZAH01000009.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.9&CDS=1-771	YHR200W
OG0003075	snap_masked-AZAH01000009.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.10&CDS=1-4602	YJR138W
OG0003076	augustus_masked-AZAH01000009.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-0.118&CDS=1-5979	YJR140C
OG0003077	snap_masked-AZAH01000009.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.30&CDS=1-1137	YHR201C
OG0003078	snap_masked-AZAH01000009.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.11&CDS=1-1008	YJR142W
OG0003079	snap_masked-AZAH01000009.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.31&CDS=1-2259	YJR143C
OG0003080	snap_masked-AZAH01000009.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.12&CDS=1-738	YJR144W
OG0003081	snap_masked-AZAH01000009.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.13&CDS=1-1377	YDR023W
OG0003082	snap_masked-AZAH01000009.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.32&CDS=1-1803	YBR045C
OG0003083	snap_masked-AZAH01000009.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.33&CDS=1-990	YBR046C
OG0003084	snap_masked-AZAH01000009.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.34&CDS=1-1848	YDR026C
OG0003085	genemark-AZAH01000009.1-processed-gene-0.79-mRNA-1_1&gene=genemark-AZAH01000009.1-processed-gene-0.79&CDS=1-2790	YDR027C
OG0003086	augustus_masked-AZAH01000009.1-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-0.125&CDS=1-2925	YDR028C
OG0003087	augustus_masked-AZAH01000009.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-0.126&CDS=1-1362	YDR030C
OG0003088	snap_masked-AZAH01000009.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.15&CDS=1-333	YDR031W
OG0003089	snap_masked-AZAH01000009.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.37&CDS=1-1029	YBR053C
OG0003090	snap_masked-AZAH01000009.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.38&CDS=1-2247	YDR034C
OG0003091	snap_masked-AZAH01000009.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.39&CDS=1-2682	YBR055C
OG0003092	snap_masked-AZAH01000009.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.16&CDS=1-1461	YBR056W
OG0003093	augustus_masked-AZAH01000009.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-0.130&CDS=1-1239	YBR057C
OG0003094	snap_masked-AZAH01000009.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.18&CDS=1-1689	YDR232W
OG0003095	snap_masked-AZAH01000009.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.41&CDS=1-825	YDR233C
OG0003096	snap_masked-AZAH01000009.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.42&CDS=1-951	YIL077C
OG0003097	snap_masked-AZAH01000009.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.20&CDS=1-864	YIL076W
OG0003098	snap_masked-AZAH01000009.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.21&CDS=1-879	YER083C
OG0003099	snap_masked-AZAH01000009.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-0.43&CDS=1-1332	YKL216W
OG0003100	snap_masked-AZAH01000009.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.3&CDS=1-1650	YER082C
OG0003101	snap_masked-AZAH01000009.1-processed-gene-1.4-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.4&CDS=1-2781	YIL075C
OG0003102	snap_masked-AZAH01000009.1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.6&CDS=1-2814	YIL073C
OG0003103	augustus_masked-AZAH01000009.1-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.56&CDS=1-1851	YER080W
OG0003104	snap_masked-AZAH01000009.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.27&CDS=1-633	YER079W
OG0003105	snap_masked-AZAH01000009.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.8&CDS=1-1722	YIL072W
OG0003106	snap_masked-AZAH01000009.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.9&CDS=1-1557	YER078C
OG0003107	snap_masked-AZAH01000009.1-processed-gene-1.28-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.28&CDS=1-1251	YIL071C
OG0003108	snap_masked-AZAH01000009.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.10&CDS=1-1890	YER077C
OG0003109	snap_masked-AZAH01000009.1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.29&CDS=1-768	YIL070C
OG0003110	genemark-AZAH01000009.1-processed-gene-1.107-mRNA-1_1&gene=genemark-AZAH01000009.1-processed-gene-1.107&CDS=1-399	YDL123W
OG0003111	snap_masked-AZAH01000009.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.30&CDS=1-2220	YDL176W
OG0003112	snap_masked-AZAH01000009.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.11&CDS=1-465	YDL177C
OG0003113	snap_masked-AZAH01000009.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.31&CDS=1-1638	YDL178W
OG0003114	snap_masked-AZAH01000009.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.33&CDS=1-1230	YDL128W
OG0003115	augustus_masked-AZAH01000009.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.79&CDS=1-1467	YDL180W
OG0003116	augustus_masked-AZAH01000009.1-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.80&CDS=1-642	YDL129W
OG0003117	maker-AZAH01000009.1-snap-gene-1.2-mRNA-1_1&gene=maker-AZAH01000009.1-snap-gene-1.2&CDS=1-318	YDL130W
OG0003118	augustus_masked-AZAH01000009.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.82&CDS=1-264	YDL181W
OG0003119	snap_masked-AZAH01000009.1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.37&CDS=1-1326	YDL131W
OG0003120	snap_masked-AZAH01000009.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.38&CDS=1-2394	YDL132W
OG0003121	snap_masked-AZAH01000009.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.39&CDS=1-1362	YDL133W
OG0003122	snap_masked-AZAH01000009.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.16&CDS=1-1119	YDL183C
OG0003123	snap_masked-AZAH01000009.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.40&CDS=1-1851	YDL185W
OG0003124	snap_masked-AZAH01000009.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.41&CDS=1-771	YDL186W
OG0003125	snap_masked-AZAH01000009.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.17&CDS=1-1086	YDL134C
OG0003126	snap_masked-AZAH01000009.1-processed-gene-1.18-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.18&CDS=1-606	YDL135C
OG0003127	snap_masked-AZAH01000009.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.42&CDS=1-1449	YDL189W
OG0003128	snap_masked-AZAH01000009.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.19&CDS=1-2907	YDL190C
OG0003129	snap_masked-AZAH01000009.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.46&CDS=1-1065	YDL193W
OG0003130	snap_masked-AZAH01000009.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.48&CDS=1-3726	YDL195W
OG0003131	snap_masked-AZAH01000009.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.20&CDS=1-255	YLR218C
OG0003132	snap_masked-AZAH01000009.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.21&CDS=1-633	YDL139C
OG0003133	snap_masked-AZAH01000009.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.22&CDS=1-1113	YLR216C
OG0003134	augustus_masked-AZAH01000009.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.69&CDS=1-4722	YDL140C
OG0003135	augustus_masked-AZAH01000009.1-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-1.94&CDS=1-2055	YDL141W
OG0003136	snap_masked-AZAH01000009.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.25&CDS=1-819	YDL142C
OG0003137	snap_masked-AZAH01000009.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.49&CDS=1-1587	YDL143W
OG0003138	snap_masked-AZAH01000009.1-processed-gene-1.26-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.26&CDS=1-1053	YLR215C
OG0003139	snap_masked-AZAH01000009.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-1.50&CDS=1-2082	YLR214W
OG0003140	snap_masked-AZAH01000009.1-processed-gene-2.1-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.1&CDS=1-1026	YDL144C
OG0003141	augustus_masked-AZAH01000009.1-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-AZAH01000009.1-processed-gene-2.103&CDS=1-1374	YLR213C
OG0003142	snap_masked-AZAH01000009.1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.3&CDS=1-3609	YDL145C
OG0003143	snap_masked-AZAH01000009.1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.4&CDS=1-1410	YLR212C
OG0003144	snap_masked-AZAH01000009.1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.6&CDS=1-1392	YDL146W
OG0003145	snap_masked-AZAH01000009.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.7&CDS=1-1323	YDL147W
OG0003146	snap_masked-AZAH01000009.1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.5&CDS=1-2391	YDL148C
OG0003147	snap_masked-AZAH01000009.1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-AZAH01000009.1-processed-gene-2.8&CDS=1-2685	YDL149W
