	Nadsonia_fulvescens_var_elongata	Saccharomyces_cerevisiae
OG0003055	snap_masked-scaffold_8-processed-gene-1.42-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.42&CDS=1-984	YOR311C
OG0003056	snap_masked-scaffold_8-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.13&CDS=1-273	YKL053C-A
OG0003057	maker-scaffold_8-snap-gene-2.111-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.111&CDS=1-1593	YJL014W
OG0003058	snap_masked-scaffold_8-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.17&CDS=1-1074	YDR161W
OG0003059	snap_masked-scaffold_8-processed-gene-2.19-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.19&CDS=1-525	YPR098C
OG0003060	maker-scaffold_8-augustus-gene-2.60-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.60&CDS=1-1584	YIL142W
OG0003061	maker-scaffold_8-snap-gene-2.115-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.115&CDS=1-450	YMR071C
OG0003062	snap_masked-scaffold_8-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.46&CDS=1-1779	YFR028C
OG0003063	snap_masked-scaffold_8-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.25&CDS=1-1935	YBR041W
OG0003064	snap_masked-scaffold_8-processed-gene-2.48-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.48&CDS=1-1560	YBR056W
OG0003065	augustus_masked-scaffold_8-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.80&CDS=1-1503	YBR004C
OG0003066	snap_masked-scaffold_8-processed-gene-2.51-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.51&CDS=1-297	YBL026W
OG0003067	augustus_masked-scaffold_8-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.81&CDS=1-1701	YER141W
OG0003068	snap_masked-scaffold_8-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.54&CDS=1-195	YLR262C-A
OG0003069	snap_masked-scaffold_8-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.56&CDS=1-879	YOR278W
OG0003070	snap_masked-scaffold_8-processed-gene-2.33-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.33&CDS=1-993	YOR077W
OG0003071	augustus_masked-scaffold_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.86&CDS=1-3288	YGR218W
OG0003072	snap_masked-scaffold_8-processed-gene-2.35-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.35&CDS=1-786	YIL157C
OG0003073	snap_masked-scaffold_8-processed-gene-2.36-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.36&CDS=1-549	YHR148W
OG0003074	snap_masked-scaffold_8-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.58&CDS=1-3582	YGR233C
OG0003075	maker-scaffold_8-snap-gene-2.110-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.110&CDS=1-384	YDR529C
OG0003076	snap_masked-scaffold_8-processed-gene-3.3-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.3&CDS=1-1446	YIL074C
OG0003077	snap_masked-scaffold_8-processed-gene-3.0-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.0&CDS=1-1632	YOR201C
OG0003078	snap_masked-scaffold_8-processed-gene-3.1-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.1&CDS=1-663	YOR202W
OG0003079	snap_masked-scaffold_8-processed-gene-3.7-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.7&CDS=1-3477	YMR218C
OG0003080	snap_masked-scaffold_8-processed-gene-3.29-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.29&CDS=1-867	YOR078W
OG0003081	maker-scaffold_8-augustus-gene-3.157-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.157&CDS=1-1686	YHR008C
OG0003082	maker-scaffold_8-snap-gene-3.101-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.101&CDS=1-3552	YBR218C
OG0003083	snap_masked-scaffold_8-processed-gene-3.34-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.34&CDS=1-1665	YMR105C
OG0003084	snap_masked-scaffold_8-processed-gene-3.37-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.37&CDS=1-738	YKL099C
OG0003085	maker-scaffold_8-snap-gene-3.96-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.96&CDS=1-2481	YOL125W
OG0003086	snap_masked-scaffold_8-processed-gene-3.38-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.38&CDS=1-501	YKL056C
OG0003087	snap_masked-scaffold_8-processed-gene-3.39-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.39&CDS=1-1476	YOL049W
OG0003088	snap_masked-scaffold_8-processed-gene-3.15-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.15&CDS=1-555	YML036W
OG0003089	snap_masked-scaffold_8-processed-gene-3.41-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.41&CDS=1-990	YDR460W
OG0003090	augustus_masked-scaffold_8-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.120&CDS=1-843	YDR459C
OG0003091	maker-scaffold_8-snap-gene-3.102-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.102&CDS=1-1134	YMR097C
OG0003092	genemark-scaffold_8-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.67&CDS=1-1383	YHR181W
OG0003093	augustus_masked-scaffold_8-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.148&CDS=1-474	YGL127C
OG0003094	augustus_masked-scaffold_8-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.124&CDS=1-822	YGL126W
OG0003095	maker-scaffold_8-augustus-gene-3.160-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.160&CDS=1-3876	YMR109W
OG0003096	snap_masked-scaffold_8-processed-gene-3.46-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.46&CDS=1-1140	YBR155W
OG0003097	maker-scaffold_8-snap-gene-3.104-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.104&CDS=1-1608	YMR091C
OG0003098	snap_masked-scaffold_8-processed-gene-3.21-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.21&CDS=1-780	YBR088C
OG0003099	augustus_masked-scaffold_8-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.127&CDS=1-3762	YBR156C
OG0003100	maker-scaffold_8-snap-gene-4.7-mRNA-1_1&gene=maker-scaffold_8-snap-gene-4.7&CDS=1-3291	YLR383W
OG0003101	snap_masked-scaffold_8-processed-gene-4.103-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.103&CDS=1-1761	YDR456W
OG0003102	snap_masked-scaffold_8-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.101&CDS=1-2700	YLR382C
OG0003103	snap_masked-scaffold_8-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.105&CDS=1-1191	YLR380W
OG0003104	snap_masked-scaffold_8-processed-gene-4.125-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.125&CDS=1-1011	YGL212W
OG0003105	maker-scaffold_8-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.51&CDS=1-576	YDR454C
OG0003106	snap_masked-scaffold_8-processed-gene-4.126-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.126&CDS=1-2712	YBR055C
OG0003107	snap_masked-scaffold_8-processed-gene-4.127-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.127&CDS=1-2346	YDL060W
OG0003108	maker-scaffold_8-snap-gene-4.4-mRNA-1_1&gene=maker-scaffold_8-snap-gene-4.4&CDS=1-3099	YLR386W
OG0003109	maker-scaffold_8-snap-gene-4.10-mRNA-1_1&gene=maker-scaffold_8-snap-gene-4.10&CDS=1-474	YDL064W
OG0003110	augustus_masked-scaffold_8-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.24&CDS=1-921	YCL009C
OG0003111	snap_masked-scaffold_8-processed-gene-4.115-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.115&CDS=1-912	YLR172C
OG0003112	snap_masked-scaffold_8-processed-gene-4.116-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.116&CDS=1-948	YLR393W
OG0003113	snap_masked-scaffold_8-processed-gene-4.117-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.117&CDS=1-792	YHR012W
OG0003114	maker-scaffold_8-snap-gene-4.5-mRNA-1_1&gene=maker-scaffold_8-snap-gene-4.5&CDS=1-657	YMR132C
OG0003115	snap_masked-scaffold_8-processed-gene-4.134-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.134&CDS=1-234	YLR038C
OG0003116	snap_masked-scaffold_8-processed-gene-4.135-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.135&CDS=1-2139	YLL035W
OG0003117	snap_masked-scaffold_8-processed-gene-4.141-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.141&CDS=1-1545	YHR011W
OG0003118	snap_masked-scaffold_8-processed-gene-5.101-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.101&CDS=1-924	YOL080C
OG0003119	genemark-scaffold_8-processed-gene-5.4-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-5.4&CDS=1-309	YOR020C
OG0003120	snap_masked-scaffold_8-processed-gene-5.99-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.99&CDS=1-2448	YOL076W
OG0003121	augustus_masked-scaffold_8-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.60&CDS=1-597	YOR021C
OG0003122	snap_masked-scaffold_8-processed-gene-5.107-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.107&CDS=1-3390	YGL251C
OG0003123	snap_masked-scaffold_8-processed-gene-5.108-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.108&CDS=1-2145	YLR103C
OG0003124	maker-scaffold_8-snap-gene-5.50-mRNA-1_1&gene=maker-scaffold_8-snap-gene-5.50&CDS=1-414	YLR104W
OG0003125	snap_masked-scaffold_8-processed-gene-5.111-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.111&CDS=1-504	YEL048C
OG0003126	snap_masked-scaffold_8-processed-gene-5.112-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.112&CDS=1-3246	YIL047C
OG0003127	snap_masked-scaffold_8-processed-gene-5.113-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.113&CDS=1-975	YOR174W
OG0003128	snap_masked-scaffold_8-processed-gene-5.116-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.116&CDS=1-1536	YDR527W
OG0003129	snap_masked-scaffold_8-processed-gene-5.119-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.119&CDS=1-1584	YCR098C
OG0003130	snap_masked-scaffold_8-processed-gene-5.122-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.122&CDS=1-801	YNL305C
OG0003131	snap_masked-scaffold_8-processed-gene-5.123-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.123&CDS=1-1746	YDR109C
OG0003132	snap_masked-scaffold_8-processed-gene-5.140-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.140&CDS=1-429	YNL185C
OG0003133	snap_masked-scaffold_8-processed-gene-5.141-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.141&CDS=1-1515	YJL054W
OG0003134	snap_masked-scaffold_8-processed-gene-5.142-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.142&CDS=1-1437	YNL186W
OG0003135	snap_masked-scaffold_8-processed-gene-6.107-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.107&CDS=1-768	YDR489W
OG0003136	snap_masked-scaffold_8-processed-gene-6.130-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.130&CDS=1-1452	YDL001W
OG0003137	snap_masked-scaffold_8-processed-gene-6.112-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.112&CDS=1-1740	YBL039C
OG0003138	maker-scaffold_8-snap-gene-6.47-mRNA-1_1&gene=maker-scaffold_8-snap-gene-6.47&CDS=1-1572	YML056C
OG0003139	snap_masked-scaffold_8-processed-gene-6.132-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.132&CDS=1-4764	YLR247C
OG0003140	snap_masked-scaffold_8-processed-gene-6.133-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.133&CDS=1-816	YPL117C
OG0003141	snap_masked-scaffold_8-processed-gene-6.114-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.114&CDS=1-1338	YOR198C
OG0003142	snap_masked-scaffold_8-processed-gene-6.115-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.115&CDS=1-555	YCR027C
OG0003143	snap_masked-scaffold_8-processed-gene-6.138-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.138&CDS=1-1446	YLR359W
OG0003144	snap_masked-scaffold_8-processed-gene-6.118-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.118&CDS=1-1098	YBR234C
OG0003145	maker-scaffold_8-snap-gene-6.44-mRNA-1_1&gene=maker-scaffold_8-snap-gene-6.44&CDS=1-360	YOL133W
OG0003146	snap_masked-scaffold_8-processed-gene-6.139-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.139&CDS=1-948	YNL316C
OG0003147	snap_masked-scaffold_8-processed-gene-6.121-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.121&CDS=1-2061	YDR386W
OG0003148	snap_masked-scaffold_8-processed-gene-6.122-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.122&CDS=1-2034	YLR417W
OG0003149	maker-scaffold_8-snap-gene-6.45-mRNA-1_1&gene=maker-scaffold_8-snap-gene-6.45&CDS=1-1101	YML067C
OG0003150	snap_masked-scaffold_8-processed-gene-6.129-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-6.129&CDS=1-5358	YJL109C
OG0003151	snap_masked-scaffold_8-processed-gene-7.122-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.122&CDS=1-2238	YJL057C
OG0003152	maker-scaffold_8-snap-gene-7.55-mRNA-1_1&gene=maker-scaffold_8-snap-gene-7.55&CDS=1-390	YKL170W
OG0003153	maker-scaffold_8-snap-gene-7.61-mRNA-1_1&gene=maker-scaffold_8-snap-gene-7.61&CDS=1-339	YGL070C
OG0003154	snap_masked-scaffold_8-processed-gene-7.126-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.126&CDS=1-513	YGL068W
OG0003155	snap_masked-scaffold_8-processed-gene-7.144-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.144&CDS=1-1425	YNL182C
OG0003156	snap_masked-scaffold_8-processed-gene-7.128-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.128&CDS=1-1296	YNL181W
OG0003157	snap_masked-scaffold_8-processed-gene-7.131-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.131&CDS=1-711	YNR057C
OG0003158	snap_masked-scaffold_8-processed-gene-7.132-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.132&CDS=1-3771	YNL321W
OG0003159	maker-scaffold_8-augustus-gene-7.7-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.7&CDS=1-522	YKL190W
OG0003160	snap_masked-scaffold_8-processed-gene-7.148-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.148&CDS=1-7068	YLR430W
OG0003161	snap_masked-scaffold_8-processed-gene-7.150-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.150&CDS=1-2166	YLR427W
OG0003162	maker-scaffold_8-snap-gene-7.57-mRNA-1_1&gene=maker-scaffold_8-snap-gene-7.57&CDS=1-525	YML055W
OG0003163	snap_masked-scaffold_8-processed-gene-7.154-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.154&CDS=1-3270	YIL026C
OG0003164	snap_masked-scaffold_8-processed-gene-7.155-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.155&CDS=1-1146	YOR084W
OG0003165	snap_masked-scaffold_8-processed-gene-7.136-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.136&CDS=1-1215	YJR068W
OG0003166	snap_masked-scaffold_8-processed-gene-7.156-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.156&CDS=1-2760	YNL082W
OG0003167	snap_masked-scaffold_8-processed-gene-7.137-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.137&CDS=1-693	YIL139C
OG0003168	snap_masked-scaffold_8-processed-gene-7.157-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.157&CDS=1-1602	YNL083W
OG0003169	snap_masked-scaffold_8-processed-gene-7.138-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.138&CDS=1-1350	YDR300C
OG0003170	snap_masked-scaffold_8-processed-gene-7.139-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.139&CDS=1-1317	YKL143W
OG0003171	snap_masked-scaffold_8-processed-gene-7.140-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.140&CDS=1-765	YDR405W
OG0003172	snap_masked-scaffold_8-processed-gene-7.160-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.160&CDS=1-2241	YJR143C
OG0003173	maker-scaffold_8-snap-gene-7.64-mRNA-1_1&gene=maker-scaffold_8-snap-gene-7.64&CDS=1-1083	YKL193C
OG0003174	augustus_masked-scaffold_8-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.52&CDS=1-348	YKL192C
OG0003175	snap_masked-scaffold_8-processed-gene-7.163-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.163&CDS=1-5487	YLR422W
OG0003176	snap_masked-scaffold_9-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.92&CDS=1-1803	YKR093W
OG0003177	snap_masked-scaffold_9-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.113&CDS=1-1116	YJR062C
OG0003178	augustus_masked-scaffold_9-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.67&CDS=1-567	YFR001W
OG0003179	snap_masked-scaffold_9-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.115&CDS=1-756	YOR283W
OG0003180	snap_masked-scaffold_9-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.97&CDS=1-480	YDR328C
OG0003181	snap_masked-scaffold_9-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.99&CDS=1-477	YHR079C-A
OG0003182	snap_masked-scaffold_9-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.100&CDS=1-1740	YMR240C
OG0003183	augustus_masked-scaffold_9-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.53&CDS=1-1683	YMR239C
OG0003184	snap_masked-scaffold_9-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.123&CDS=1-390	YLR367W
OG0003185	snap_masked-scaffold_9-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.124&CDS=1-1176	YMR028W
OG0003186	maker-scaffold_9-snap-gene-0.39-mRNA-1_1&gene=maker-scaffold_9-snap-gene-0.39&CDS=1-1374	YMR027W
OG0003187	maker-scaffold_9-snap-gene-0.38-mRNA-1_1&gene=maker-scaffold_9-snap-gene-0.38&CDS=1-336	YKL058W
OG0003188	snap_masked-scaffold_9-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.104&CDS=1-534	YNL044W
OG0003189	snap_masked-scaffold_9-processed-gene-0.129-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.129&CDS=1-1401	YMR220W
OG0003190	maker-scaffold_9-snap-gene-0.41-mRNA-1_1&gene=maker-scaffold_9-snap-gene-0.41&CDS=1-1749	YEL015W
OG0003191	snap_masked-scaffold_9-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.109&CDS=1-1677	YEL013W
OG0003192	genemark-scaffold_9-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.17&CDS=1-5262	YBR053C
OG0003193	snap_masked-scaffold_9-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.131&CDS=1-1245	YEL037C
OG0003194	snap_masked-scaffold_9-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.112&CDS=1-648	YJL055W
OG0003195	snap_masked-scaffold_9-processed-gene-1.9-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.9&CDS=1-801	YDL213C
OG0003196	snap_masked-scaffold_9-processed-gene-1.12-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.12&CDS=1-981	YDR297W
OG0003197	snap_masked-scaffold_9-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.8&CDS=1-690	YDR296W
OG0003198	snap_masked-scaffold_9-processed-gene-1.32-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.32&CDS=1-1443	YDR448W
OG0003199	snap_masked-scaffold_9-processed-gene-1.33-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.33&CDS=1-1374	YNL119W
OG0003200	snap_masked-scaffold_9-processed-gene-1.17-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.17&CDS=1-330	YHR116W
OG0003201	snap_masked-scaffold_9-processed-gene-1.18-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.18&CDS=1-2442	YDR258C
OG0003202	snap_masked-scaffold_9-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.36&CDS=1-993	YGR144W
OG0003203	snap_masked-scaffold_9-processed-gene-1.39-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.39&CDS=1-1923	YML042W
OG0003204	maker-scaffold_9-snap-gene-1.96-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.96&CDS=1-5214	YNL297C
OG0003205	augustus_masked-scaffold_9-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.131&CDS=1-2538	YLR241W
OG0003206	snap_masked-scaffold_9-processed-gene-1.44-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.44&CDS=1-723	YDR196C
OG0003207	maker-scaffold_9-snap-gene-1.93-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.93&CDS=1-2676	YLR240W
OG0003208	snap_masked-scaffold_9-processed-gene-1.26-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.26&CDS=1-732	YJR099W
OG0003209	snap_masked-scaffold_9-processed-gene-1.49-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.49&CDS=1-1629	YPR045C
OG0003210	snap_masked-scaffold_9-processed-gene-2.4-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.4&CDS=1-861	YDR204W
OG0003211	snap_masked-scaffold_9-processed-gene-2.5-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.5&CDS=1-1899	YNL291C
OG0003212	maker-scaffold_9-augustus-gene-2.143-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-2.143&CDS=1-1113	YNL290W
OG0003213	augustus_masked-scaffold_9-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.95&CDS=1-879	YLR205C
OG0003214	snap_masked-scaffold_9-processed-gene-2.29-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.29&CDS=1-426	YDR397C
OG0003215	snap_masked-scaffold_9-processed-gene-2.11-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.11&CDS=1-2679	YKR009C
OG0003216	snap_masked-scaffold_9-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.12&CDS=1-4686	YBR083W
OG0003217	augustus_masked-scaffold_9-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.102&CDS=1-1413	YML038C
OG0003218	snap_masked-scaffold_9-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.34&CDS=1-1467	YBL086C
OG0003219	snap_masked-scaffold_9-processed-gene-2.16-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.16&CDS=1-2616	YNL021W
OG0003220	maker-scaffold_9-snap-gene-2.137-mRNA-1_1&gene=maker-scaffold_9-snap-gene-2.137&CDS=1-3309	YDL102W
OG0003221	snap_masked-scaffold_9-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.17&CDS=1-1008	YMR161W
OG0003222	snap_masked-scaffold_9-processed-gene-2.19-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.19&CDS=1-1485	YNL022C
OG0003223	snap_masked-scaffold_9-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.37&CDS=1-1143	YIL094C
OG0003224	maker-scaffold_9-snap-gene-2.138-mRNA-1_1&gene=maker-scaffold_9-snap-gene-2.138&CDS=1-2505	YNL023C
OG0003225	maker-scaffold_9-snap-gene-2.139-mRNA-1_1&gene=maker-scaffold_9-snap-gene-2.139&CDS=1-1779	YMR120C
OG0003226	snap_masked-scaffold_9-processed-gene-2.40-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.40&CDS=1-612	YMR121C
OG0003227	snap_masked-scaffold_9-processed-gene-2.23-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.23&CDS=1-1179	YLR063W
OG0003228	snap_masked-scaffold_9-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.45&CDS=1-1806	YLR060W
OG0003229	snap_masked-scaffold_9-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.25&CDS=1-612	YFL005W
