	Babjeviella_inositovora	Saccharomyces_cerevisiae
OG0003079	genemark-scaffold_6-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.32&CDS=1-3246	YIL048W
OG0003080	genemark-scaffold_6-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.33&CDS=1-933	YPR128C
OG0003081	genemark-scaffold_6-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.10&CDS=1-2943	YOL090W
OG0003082	genemark-scaffold_6-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.11&CDS=1-660	YIL010W
OG0003083	genemark-scaffold_6-processed-gene-6.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.34&CDS=1-141	YPR133W-A
OG0003084	genemark-scaffold_6-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.12&CDS=1-1137	YPR133C
OG0003085	genemark-scaffold_6-processed-gene-6.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.13&CDS=1-804	YIL020C
OG0003086	augustus_masked-scaffold_6-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.79&CDS=1-1926	YER051W
OG0003087	augustus_masked-scaffold_6-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.59&CDS=1-582	YER050C
OG0003088	genemark-scaffold_6-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.36&CDS=1-1236	YIL042C
OG0003089	genemark-scaffold_6-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.15&CDS=1-891	YER055C
OG0003090	genemark-scaffold_6-processed-gene-6.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.41&CDS=1-1359	YEL040W
OG0003091	genemark-scaffold_6-processed-gene-6.42-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.42&CDS=1-3588	YDL145C
OG0003092	genemark-scaffold_6-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.19&CDS=1-2520	YGR134W
OG0003093	genemark-scaffold_6-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.21&CDS=1-1599	YDL146W
OG0003094	genemark-scaffold_6-processed-gene-6.44-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.44&CDS=1-798	YER026C
OG0003095	genemark-scaffold_6-processed-gene-7.1-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.1&CDS=1-1083	YGR112W
OG0003096	genemark-scaffold_6-processed-gene-7.2-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.2&CDS=1-666	YGR113W
OG0003097	genemark-scaffold_6-processed-gene-7.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.4&CDS=1-975	YLR215C
OG0003098	genemark-scaffold_6-processed-gene-7.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.5&CDS=1-1650	YBL099W
OG0003099	genemark-scaffold_6-processed-gene-7.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.3&CDS=1-1308	YPR025C
OG0003100	genemark-scaffold_6-processed-gene-7.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.21&CDS=1-1065	YDL150W
OG0003101	genemark-scaffold_6-processed-gene-7.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.6&CDS=1-1623	YDL153C
OG0003102	genemark-scaffold_6-processed-gene-7.23-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.23&CDS=1-603	YDR002W
OG0003103	genemark-scaffold_6-processed-gene-7.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.24&CDS=1-828	YBR002C
OG0003104	genemark-scaffold_6-processed-gene-7.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.8&CDS=1-1413	YBR003W
OG0003105	genemark-scaffold_6-processed-gene-7.25-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.25&CDS=1-5169	YDL140C
OG0003106	genemark-scaffold_6-processed-gene-7.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.9&CDS=1-1197	YPR040W
OG0003107	genemark-scaffold_6-processed-gene-7.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.26&CDS=1-1089	YLR216C
OG0003108	genemark-scaffold_6-processed-gene-7.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.10&CDS=1-222	YLR218C
OG0003109	genemark-scaffold_6-processed-gene-7.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.11&CDS=1-2841	YPL045W
OG0003110	genemark-scaffold_6-processed-gene-7.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.28&CDS=1-1173	YHR112C
OG0003111	genemark-scaffold_6-processed-gene-7.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.13&CDS=1-2196	YDR172W
OG0003112	genemark-scaffold_6-processed-gene-7.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.29&CDS=1-1011	YDR173C
OG0003113	genemark-scaffold_6-processed-gene-7.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.15&CDS=1-5598	YPL231W
OG0003114	genemark-scaffold_6-processed-gene-7.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.30&CDS=1-804	YLR150W
OG0003115	genemark-scaffold_6-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.31&CDS=1-5529	YDR170C
OG0003116	genemark-scaffold_6-processed-gene-7.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.16&CDS=1-1317	YLR314C
OG0003117	genemark-scaffold_6-processed-gene-7.17-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.17&CDS=1-783	YLL023C
OG0003118	genemark-scaffold_6-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.19&CDS=1-2274	YPR181C
OG0003119	genemark-scaffold_6-processed-gene-7.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.20&CDS=1-1059	YPR180W
OG0003120	genemark-scaffold_6-processed-gene-7.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.34&CDS=1-1674	YDR169C
OG0003121	genemark-scaffold_6-processed-gene-7.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.35&CDS=1-1995	YLR153C
OG0003122	genemark-scaffold_6-processed-gene-8.1-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.1&CDS=1-1587	YHR007C
OG0003123	genemark-scaffold_6-processed-gene-8.2-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.2&CDS=1-2733	YIL031W
OG0003124	genemark-scaffold_6-processed-gene-8.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.3&CDS=1-1377	YOL072W
OG0003125	genemark-scaffold_6-processed-gene-8.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.4&CDS=1-1119	YPR191W
OG0003126	genemark-scaffold_6-processed-gene-8.37-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.37&CDS=1-294	YPR182W
OG0003127	genemark-scaffold_6-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.8&CDS=1-861	YGR072W
OG0003128	maker-scaffold_6-snap-gene-8.57-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.57&CDS=1-1611	YNL152W
OG0003129	genemark-scaffold_6-processed-gene-8.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.41&CDS=1-4872	YNL139C
OG0003130	genemark-scaffold_6-processed-gene-8.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.13&CDS=1-252	YNL138W-A
OG0003131	genemark-scaffold_6-processed-gene-8.42-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.42&CDS=1-813	YPR192W
OG0003132	genemark-scaffold_6-processed-gene-8.44-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.44&CDS=1-1050	YIL019W
OG0003133	genemark-scaffold_6-processed-gene-8.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.14&CDS=1-516	YJR055W
OG0003134	genemark-scaffold_6-processed-gene-8.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.45&CDS=1-1233	YPR140W
OG0003135	genemark-scaffold_6-processed-gene-8.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.16&CDS=1-1404	YNL272C
OG0003136	genemark-scaffold_6-processed-gene-8.17-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.17&CDS=1-1236	YIL022W
OG0003137	genemark-scaffold_6-processed-gene-8.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.19&CDS=1-1080	YDL144C
OG0003138	genemark-scaffold_6-processed-gene-8.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.22&CDS=1-2475	YPR135W
OG0003139	genemark-scaffold_6-processed-gene-8.23-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.23&CDS=1-1203	YER046W
OG0003140	genemark-scaffold_6-processed-gene-8.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.50&CDS=1-2313	YFR034C
OG0003141	genemark-scaffold_6-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.28&CDS=1-1446	YPR186C
OG0003142	genemark-scaffold_6-processed-gene-8.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.29&CDS=1-471	YPR187W
OG0003143	genemark-scaffold_6-processed-gene-8.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.30&CDS=1-2199	YPR185W
OG0003144	genemark-scaffold_6-processed-gene-8.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.31&CDS=1-4533	YPR184W
OG0003145	genemark-scaffold_6-processed-gene-8.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.33&CDS=1-675	YJR123W
OG0003146	genemark-scaffold_6-processed-gene-8.52-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.52&CDS=1-2520	YJL094C
OG0003147	genemark-scaffold_7-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.99&CDS=1-1104	YOR388C
OG0003148	genemark-scaffold_7-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.100&CDS=1-1278	YLR423C
OG0003149	genemark-scaffold_7-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.86&CDS=1-2454	YLR424W
OG0003150	genemark-scaffold_7-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.101&CDS=1-1350	YKL194C
OG0003151	genemark-scaffold_7-processed-gene-0.102-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.102&CDS=1-1074	YLR418C
OG0003152	genemark-scaffold_7-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.88&CDS=1-600	YKL196C
OG0003153	genemark-scaffold_7-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.90&CDS=1-2085	YJL168C
OG0003154	genemark-scaffold_7-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.105&CDS=1-1065	YCR019W
OG0003155	genemark-scaffold_7-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.91&CDS=1-2175	YLR274W
OG0003156	genemark-scaffold_7-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.106&CDS=1-561	YLR281C
OG0003157	genemark-scaffold_7-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.92&CDS=1-3039	YKL210W
OG0003158	genemark-scaffold_7-processed-gene-0.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.107&CDS=1-633	YJR074W
OG0003159	genemark-scaffold_7-processed-gene-0.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.108&CDS=1-2166	YLR277C
OG0003160	snap_masked-scaffold_7-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.64&CDS=1-1158	YJR075W
OG0003161	augustus_masked-scaffold_7-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.28&CDS=1-3810	YKL209C
OG0003162	genemark-scaffold_7-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.93&CDS=1-615	YJR073C
OG0003163	genemark-scaffold_7-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.95&CDS=1-1299	YDL084W
OG0003164	snap_masked-scaffold_7-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.69&CDS=1-1644	YHR194W
OG0003165	snap_masked-scaffold_7-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.70&CDS=1-714	YDL087C
OG0003166	genemark-scaffold_7-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.97&CDS=1-573	YMR150C
OG0003167	augustus_masked-scaffold_7-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.33&CDS=1-822	YMR149W
OG0003168	genemark-scaffold_7-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.98&CDS=1-1002	YBR228W
OG0003169	genemark-scaffold_7-processed-gene-0.117-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.117&CDS=1-1338	YJR117W
OG0003170	genemark-scaffold_7-processed-gene-1.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.8&CDS=1-1488	YJR121W
OG0003171	genemark-scaffold_7-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.10&CDS=1-2367	YJR119C
OG0003172	genemark-scaffold_7-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.5&CDS=1-819	YER023W
OG0003173	maker-scaffold_7-snap-gene-1.46-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.46&CDS=1-528	YJR118C
OG0003174	genemark-scaffold_7-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.12&CDS=1-2826	YBR229C
OG0003175	genemark-scaffold_7-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.15&CDS=1-2553	YER114C
OG0003176	genemark-scaffold_7-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.17&CDS=1-783	YHR189W
OG0003177	genemark-scaffold_7-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.37&CDS=1-3990	YML059C
OG0003178	genemark-scaffold_7-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.19&CDS=1-2433	YHR202W
OG0003179	genemark-scaffold_7-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.38&CDS=1-936	YMR048W
OG0003180	genemark-scaffold_7-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.20&CDS=1-729	YJR144W
OG0003181	genemark-scaffold_7-processed-gene-1.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.39&CDS=1-2133	YDL074C
OG0003182	genemark-scaffold_7-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.21&CDS=1-1764	YLR399C
OG0003183	genemark-scaffold_7-processed-gene-1.23-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.23&CDS=1-1437	YDL054C
OG0003184	genemark-scaffold_7-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.40&CDS=1-840	YBR213W
OG0003185	snap_masked-scaffold_7-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.71&CDS=1-273	YNR037C
OG0003186	genemark-scaffold_7-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.41&CDS=1-1287	YCR079W
OG0003187	snap_masked-scaffold_7-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.73&CDS=1-270	YJR135W-A
OG0003188	snap_masked-scaffold_7-processed-gene-1.75-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.75&CDS=1-3417	YIL115C
OG0003189	snap_masked-scaffold_7-processed-gene-1.76-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.76&CDS=1-960	YHR198C
OG0003190	genemark-scaffold_7-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.42&CDS=1-1092	YDL055C
OG0003191	genemark-scaffold_7-processed-gene-1.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.30&CDS=1-1869	YBR212W
OG0003192	genemark-scaffold_7-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.31&CDS=1-765	YLR301W
OG0003193	genemark-scaffold_7-processed-gene-1.44-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.44&CDS=1-408	YGL054C
OG0003194	genemark-scaffold_7-processed-gene-1.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.32&CDS=1-1011	YLR377C
OG0003195	genemark-scaffold_7-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.33&CDS=1-1437	YLR378C
OG0003196	genemark-scaffold_7-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.79&CDS=1-3141	YOR191W
OG0003197	genemark-scaffold_7-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.80&CDS=1-624	YLR292C
OG0003198	genemark-scaffold_7-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.81&CDS=1-642	YLR293C
OG0003199	snap_masked-scaffold_7-processed-gene-2.40-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.40&CDS=1-414	YLR298C
OG0003200	snap_masked-scaffold_7-processed-gene-2.35-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.35&CDS=1-348	YLR295C
OG0003201	snap_masked-scaffold_7-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.55&CDS=1-261	YLR438C-A
OG0003202	genemark-scaffold_7-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.86&CDS=1-921	YLR439W
OG0003203	augustus_masked-scaffold_7-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.22&CDS=1-1119	YML060W
OG0003204	snap_masked-scaffold_7-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.45&CDS=1-3150	YML061C
OG0003205	snap_masked-scaffold_7-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.58&CDS=1-2202	YLR440C
OG0003206	genemark-scaffold_7-processed-gene-2.101-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.101&CDS=1-5493	YBR208C
OG0003207	genemark-scaffold_7-processed-gene-2.102-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.102&CDS=1-2187	YHL016C
OG0003208	genemark-scaffold_7-processed-gene-2.103-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.103&CDS=1-5652	YJR140C
OG0003209	genemark-scaffold_7-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.88&CDS=1-1131	YJR141W
OG0003210	genemark-scaffold_7-processed-gene-2.104-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.104&CDS=1-1116	YHR201C
OG0003211	genemark-scaffold_7-processed-gene-2.105-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.105&CDS=1-1128	YFL039C
OG0003212	genemark-scaffold_7-processed-gene-2.106-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.106&CDS=1-543	YLR065C
OG0003213	genemark-scaffold_7-processed-gene-2.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.108&CDS=1-1650	YLR352W
OG0003214	genemark-scaffold_7-processed-gene-2.111-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.111&CDS=1-564	YEL012W
OG0003215	genemark-scaffold_7-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.4&CDS=1-1518	YGL160W
OG0003216	genemark-scaffold_7-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.0&CDS=1-441	YER112W
OG0003217	snap_masked-scaffold_7-processed-gene-3.45-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.45&CDS=1-1800	YER113C
OG0003218	genemark-scaffold_7-processed-gene-3.1-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.1&CDS=1-1863	YBL084C
OG0003219	genemark-scaffold_7-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.24&CDS=1-999	YBR046C
OG0003220	genemark-scaffold_7-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.8&CDS=1-2073	YFR015C
OG0003221	genemark-scaffold_7-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.9&CDS=1-1203	YDR019C
OG0003222	genemark-scaffold_7-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.10&CDS=1-2892	YCR017C
OG0003223	genemark-scaffold_7-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.28&CDS=1-4878	YPL242C
OG0003224	genemark-scaffold_7-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.29&CDS=1-2967	YMR185W
OG0003225	genemark-scaffold_7-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.14&CDS=1-573	YPL239W
OG0003226	genemark-scaffold_7-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.15&CDS=1-810	YPL237W
OG0003227	genemark-scaffold_7-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.16&CDS=1-1407	YPL235W
OG0003228	genemark-scaffold_7-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.30&CDS=1-1068	YPL236C
OG0003229	genemark-scaffold_7-processed-gene-3.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.31&CDS=1-486	YPL234C
OG0003230	genemark-scaffold_7-processed-gene-3.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.18&CDS=1-705	YPL233W
OG0003231	genemark-scaffold_7-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.32&CDS=1-1635	YER065C
OG0003232	genemark-scaffold_7-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.20&CDS=1-1605	YGL003C
OG0003233	genemark-scaffold_7-processed-gene-3.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.33&CDS=1-1263	YML080W
OG0003234	genemark-scaffold_7-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.34&CDS=1-1143	YAL061W
OG0003235	genemark-scaffold_7-processed-gene-3.36-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.36&CDS=1-8142	YGL195W
OG0003236	genemark-scaffold_7-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.22&CDS=1-2469	YGL163C
OG0003237	genemark-scaffold_7-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.23&CDS=1-1236	YJR149W
OG0003238	genemark-scaffold_7-processed-gene-4.68-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.68&CDS=1-2133	YGL166W
OG0003239	genemark-scaffold_7-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.72&CDS=1-1371	YGL196W
OG0003240	genemark-scaffold_7-processed-gene-4.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.71&CDS=1-1329	YLR303W
OG0003241	genemark-scaffold_7-processed-gene-4.73-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.73&CDS=1-1005	YLR426W
OG0003242	genemark-scaffold_7-processed-gene-4.75-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.75&CDS=1-891	YGL198W
OG0003243	genemark-scaffold_7-processed-gene-4.88-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.88&CDS=1-1809	YNR006W
OG0003244	genemark-scaffold_7-processed-gene-4.89-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.89&CDS=1-732	YMR200W
OG0003245	genemark-scaffold_7-processed-gene-4.93-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.93&CDS=1-1254	YBL086C
OG0003246	genemark-scaffold_7-processed-gene-4.76-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.76&CDS=1-873	YBR039W
OG0003247	genemark-scaffold_7-processed-gene-4.94-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.94&CDS=1-1437	YDL076C
OG0003248	genemark-scaffold_7-processed-gene-4.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.97&CDS=1-654	YER183C
OG0003249	genemark-scaffold_7-processed-gene-4.78-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.78&CDS=1-1941	YLR417W
OG0003250	genemark-scaffold_7-processed-gene-4.81-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.81&CDS=1-2322	YHR205W
OG0003251	genemark-scaffold_7-processed-gene-4.82-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.82&CDS=1-1350	YHR206W
OG0003252	genemark-scaffold_7-processed-gene-4.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.83&CDS=1-1065	YKL189W
OG0003253	genemark-scaffold_7-processed-gene-4.98-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.98&CDS=1-1431	YHR207C
OG0003254	genemark-scaffold_7-processed-gene-4.84-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.84&CDS=1-786	YER182W
OG0003255	genemark-scaffold_7-processed-gene-5.80-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.80&CDS=1-2226	YML076C
OG0003256	genemark-scaffold_7-processed-gene-5.93-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.93&CDS=1-534	YML073C
