	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
OG0002409	YML001W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.67-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.67&CDS=1-618
OG0002410	YML002W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.98-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.98&CDS=1-3501
OG0002411	YML004C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.42-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.42&CDS=1-957
OG0002412	YML005W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.62-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-8.62&CDS=1-1221
OG0002413	YML007W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.118-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-4.118&CDS=1-1794
OG0002414	YML008C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-6.98-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-6.98&CDS=1-1131
OG0002415	YML009C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.77&CDS=1-198
OG0002416	YML010W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.52&CDS=1-2910
OG0002417	YML012W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.75&CDS=1-645
OG0002418	YML014W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.99&CDS=1-723
OG0002419	YML015C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.76-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.76&CDS=1-666
OG0002420	YML018C	genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.99&CDS=1-1035
OG0002421	YML019W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.2&CDS=1-966
OG0002422	YML020W	genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.95&CDS=1-2670
OG0002423	YML021C	augustus_masked-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.48&CDS=1-2049
OG0002424	YML022W	genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.76&CDS=1-543
OG0002425	YML025C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.95&CDS=1-738
OG0002426	YML030W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.121-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.121&CDS=1-486
OG0002427	YML032C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.123&CDS=1-1332
OG0002428	YML035C	maker-NODE_2_length_1600885_cov_16.5161_ID_3305-augustus-gene-4.147-mRNA-1_1&gene=maker-NODE_2_length_1600885_cov_16.5161_ID_3305-augustus-gene-4.147&CDS=1-3144
OG0002429	YML038C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.128-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.128&CDS=1-1386
OG0002430	YML042W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.64-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.64&CDS=1-1863
OG0002431	YML043C	snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.124&CDS=1-1341
OG0002432	YML048W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.58&CDS=1-1209
OG0002433	YML049C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.45&CDS=1-3429
OG0002434	YML054C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.141-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.141&CDS=1-1479
OG0002435	YML055W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.1&CDS=1-534
OG0002436	YML056C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.77&CDS=1-1563
OG0002437	YML059C	snap_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.46&CDS=1-4413
OG0002438	YML064C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.48&CDS=1-642
OG0002439	YML065W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.21&CDS=1-1383
OG0002440	YML067C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.48&CDS=1-999
OG0002441	YML069W	maker-NODE_1_length_1859704_cov_17.1121_ID_3507-augustus-gene-13.56-mRNA-1_1&gene=maker-NODE_1_length_1859704_cov_17.1121_ID_3507-augustus-gene-13.56&CDS=1-2130
OG0002442	YML071C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.96&CDS=1-1299
OG0002443	YML073C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.72-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.72&CDS=1-585
OG0002444	YML077W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.101&CDS=1-489
OG0002445	YML079W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.120-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.120&CDS=1-537
OG0002446	YML080W	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.135&CDS=1-1308
OG0002447	YML085C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.36&CDS=1-1344
OG0002448	YML086C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.14&CDS=1-1593
OG0002449	YML092C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.51-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.51&CDS=1-750
OG0002450	YML093W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.65&CDS=1-2940
OG0002451	YML094W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.53&CDS=1-474
OG0002452	YML095C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.69&CDS=1-750
OG0002453	YML096W	snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.132&CDS=1-1614
OG0002454	YML097C	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.62&CDS=1-2286
OG0002455	YML098W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-1.12&CDS=1-510
OG0002456	YML099C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-1.38&CDS=1-2361
OG0002457	YML102W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.106&CDS=1-2238
OG0002458	YML103C	augustus_masked-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.72&CDS=1-5124
OG0002459	YML105C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.89&CDS=1-849
OG0002460	YML110C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.90-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.90&CDS=1-906
OG0002461	YML114C	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.74&CDS=1-1950
OG0002462	YML121W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.84&CDS=1-939
OG0002463	YML126C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.75&CDS=1-1335
OG0002464	YML127W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.56&CDS=1-1779
OG0002465	YML128C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.72-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.72&CDS=1-1038
OG0002466	YML129C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.46&CDS=1-213
OG0002467	YML130C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-1.39&CDS=1-1743
OG0002468	YMR001C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.85&CDS=1-2247
OG0002469	YMR002W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.112-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.112&CDS=1-450
OG0002470	YMR004W	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.81&CDS=1-1845
OG0002471	YMR005W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.69-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.69&CDS=1-1047
OG0002472	YMR008C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.35&CDS=1-1869
OG0002473	YMR009W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.41-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.41&CDS=1-516
OG0002474	YMR010W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.32&CDS=1-846
OG0002475	YMR012W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.23&CDS=1-3543
OG0002476	YMR013C	snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.13&CDS=1-924
OG0002477	YMR014W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.101-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.101&CDS=1-1422
OG0002478	YMR015C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.63&CDS=1-1614
OG0002479	YMR019W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.60-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.60&CDS=1-2721
OG0002480	YMR022W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.19&CDS=1-498
OG0002481	YMR023C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.28-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.28&CDS=1-1596
OG0002482	YMR024W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.104-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.104&CDS=1-1098
OG0002483	YMR026C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.103&CDS=1-1146
OG0002484	YMR027W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.2-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.2&CDS=1-1359
OG0002485	YMR028W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.21-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.21&CDS=1-1155
OG0002486	YMR029C	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-0.110&CDS=1-1773
OG0002487	YMR032W	maker-NODE_6_length_944837_cov_16.9478_ID_3814-snap-gene-1.51-mRNA-1_1&gene=maker-NODE_6_length_944837_cov_16.9478_ID_3814-snap-gene-1.51&CDS=1-1968
OG0002488	YMR033W	augustus_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.91&CDS=1-2337
OG0002489	YMR034C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.158&CDS=1-1296
OG0002490	YMR035W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.140&CDS=1-519
OG0002491	YMR036C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.136-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.136&CDS=1-1947
OG0002492	YMR038C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.50-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.50&CDS=1-726
OG0002493	YMR039C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.85-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.85&CDS=1-339
OG0002494	YMR041C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.19-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.19&CDS=1-1005
OG0002495	YMR043W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.51-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.51&CDS=1-828
OG0002496	YMR048W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.74&CDS=1-1086
OG0002497	YMR049C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.6-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.6&CDS=1-2412
OG0002498	YMR055C	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-8.90&CDS=1-1026
OG0002499	YMR058W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.13&CDS=1-1923
OG0002500	YMR061W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.123-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-4.123&CDS=1-2202
OG0002501	YMR062C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.128-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.128&CDS=1-1314
OG0002502	YMR063W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.58-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.58&CDS=1-1896
OG0002503	YMR065W	snap_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.28&CDS=1-1263
OG0002504	YMR066W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.88-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.88&CDS=1-2334
OG0002505	YMR067C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.65-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.65&CDS=1-1404
OG0002506	YMR068W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-10.33-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-10.33&CDS=1-1488
OG0002507	YMR069W	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-10.92&CDS=1-666
OG0002508	YMR071C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.136&CDS=1-447
OG0002509	YMR074C	genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.22&CDS=1-411
OG0002510	YMR075W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.145-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.145&CDS=1-1935
OG0002511	YMR076C	snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.35&CDS=1-3450
OG0002512	YMR077C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.145-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.145&CDS=1-636
OG0002513	YMR078C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.86-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.86&CDS=1-2583
OG0002514	YMR079W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.117-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.117&CDS=1-978
OG0002515	YMR080C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.101-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-6.101&CDS=1-3261
OG0002516	YMR088C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.36-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.36&CDS=1-1680
OG0002517	YMR090W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.124-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.124&CDS=1-693
OG0002518	YMR091C	snap_masked-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.35&CDS=1-1353
OG0002519	YMR092C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.86-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.86&CDS=1-1824
OG0002520	YMR093W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.122-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.122&CDS=1-1518
OG0002521	YMR097C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.106-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.106&CDS=1-993
OG0002522	YMR098C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.108-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.108&CDS=1-1770
OG0002523	YMR099C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.67-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.67&CDS=1-870
OG0002524	YMR100W	maker-NODE_7_length_719086_cov_18.6268_ID_7498-snap-gene-1.36-mRNA-1_1&gene=maker-NODE_7_length_719086_cov_18.6268_ID_7498-snap-gene-1.36&CDS=1-2070
OG0002525	YMR105C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.83-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.83&CDS=1-1671
OG0002526	YMR108W	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.42&CDS=1-2136
