	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
OG0003467	snap_masked-NABA0S34-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.48&CDS=1-288	YPL183W-A
OG0003468	snap_masked-NABA0S34-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.70&CDS=1-3036	YPL183C
OG0003469	snap_masked-NABA0S34-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.71&CDS=1-2283	YPL180W
OG0003470	maker-NABA0S34-snap-gene-3.38-mRNA-1_1&gene=maker-NABA0S34-snap-gene-3.38&CDS=1-1053	YPL181W
OG0003471	augustus_masked-NABA0S34-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.23&CDS=1-1398	YGL038C
OG0003472	augustus_masked-NABA0S34-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.24&CDS=1-645	YGL037C
OG0003473	snap_masked-NABA0S34-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.50&CDS=1-2877	YGL036W
OG0003474	augustus_masked-NABA0S34-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.7&CDS=1-2037	YGR009C
OG0003475	augustus_masked-NABA0S34-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.26&CDS=1-1473	YGL035C
OG0003476	snap_masked-NABA0S34-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.52&CDS=1-681	YGL033W
OG0003477	augustus_masked-NABA0S34-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.9&CDS=1-372	YGL030W
OG0003478	augustus_masked-NABA0S34-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.28&CDS=1-2475	YGL027C
OG0003479	augustus_masked-NABA0S34-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.29&CDS=1-2118	YGL026C
OG0003480	snap_masked-NABA0S34-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.80&CDS=1-1377	YGL025C
OG0003481	augustus_masked-NABA0S34-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.32&CDS=1-2799	YGL023C
OG0003482	augustus_masked-NABA0S34-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.10&CDS=1-2211	YGL022W
OG0003483	snap_masked-NABA0S34-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.56&CDS=1-2403	YBL009W
OG0003484	augustus_masked-NABA0S34-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.33&CDS=1-705	YGL020C
OG0003485	augustus_masked-NABA0S34-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.12&CDS=1-894	YGL019W
OG0003486	augustus_masked-NABA0S34-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.34&CDS=1-555	YGL018C
OG0003487	genemark-NABA0S34-processed-gene-3.102-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-3.102&CDS=1-1494	YGL017W
OG0003488	augustus_masked-NABA0S34-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.14&CDS=1-3249	YGL016W
OG0003489	augustus_masked-NABA0S34-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.15&CDS=1-2334	YGL009C
OG0003490	augustus_masked-NABA0S34-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.35&CDS=1-501	YGL010W
OG0003491	augustus_masked-NABA0S34-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.16&CDS=1-762	YGL011C
OG0003492	augustus_masked-NABA0S34-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.37&CDS=1-2679	YJL056C
OG0003493	augustus_masked-NABA0S34-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.17&CDS=1-747	YJL055W
OG0003494	augustus_masked-NABA0S34-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-3.18&CDS=1-1464	YJL054W
OG0003495	genemark-NABA0S34-processed-gene-3.108-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-3.108&CDS=1-1092	YJL053W
OG0003496	snap_masked-NABA0S34-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-3.66&CDS=1-2439	YJL051W
OG0003497	augustus_masked-NABA0S34-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.1&CDS=1-2460	YDR208W
OG0003498	augustus_masked-NABA0S34-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.0&CDS=1-2166	YDR207C
OG0003499	genemark-NABA0S34-processed-gene-4.45-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-4.45&CDS=1-2151	YDR205W
OG0003500	genemark-NABA0S34-processed-gene-4.69-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-4.69&CDS=1-1011	YDR204W
OG0003501	augustus_masked-NABA0S34-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.3&CDS=1-1038	YDR202C
OG0003502	augustus_masked-NABA0S34-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.27&CDS=1-441	YDR201W
OG0003503	augustus_masked-NABA0S34-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.5&CDS=1-1389	YDR198C
OG0003504	augustus_masked-NABA0S34-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.28&CDS=1-1251	YDR197W
OG0003505	augustus_masked-NABA0S34-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.6&CDS=1-729	YDR196C
OG0003506	augustus_masked-NABA0S34-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.7&CDS=1-2139	YDR194C
OG0003507	augustus_masked-NABA0S34-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.8&CDS=1-1845	YDR192C
OG0003508	augustus_masked-NABA0S34-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.29&CDS=1-1125	YDR191W
OG0003509	augustus_masked-NABA0S34-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.9&CDS=1-1389	YDR190C
OG0003510	augustus_masked-NABA0S34-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.30&CDS=1-2016	YDR189W
OG0003511	augustus_masked-NABA0S34-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.10&CDS=1-2481	YDR186C
OG0003512	augustus_masked-NABA0S34-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.12&CDS=1-771	YDR184C
OG0003513	augustus_masked-NABA0S34-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.31&CDS=1-2052	YDR182W
OG0003514	augustus_masked-NABA0S34-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.13&CDS=1-2100	YDR181C
OG0003515	augustus_masked-NABA0S34-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.32&CDS=1-4677	YDR180W
OG0003516	augustus_masked-NABA0S34-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.33&CDS=1-1356	YDR179W-A
OG0003517	snap_masked-NABA0S34-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-4.101&CDS=1-561	YDR179C
OG0003518	augustus_masked-NABA0S34-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.34&CDS=1-501	YDR178W
OG0003519	augustus_masked-NABA0S34-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.15&CDS=1-2523	YCR077C
OG0003520	augustus_masked-NABA0S34-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.16&CDS=1-909	YCR076C
OG0003521	snap_masked-NABA0S34-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-4.122&CDS=1-240	YCR075W-A
OG0003522	augustus_masked-NABA0S34-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.17&CDS=1-894	YCR075C
OG0003523	augustus_masked-NABA0S34-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.35&CDS=1-1002	YNR034W
OG0003524	maker-NABA0S34-augustus-gene-4.131-mRNA-1_1&gene=maker-NABA0S34-augustus-gene-4.131&CDS=1-1650	YLR396C
OG0003525	augustus_masked-NABA0S34-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.36&CDS=1-1344	YLR394W
OG0003526	augustus_masked-NABA0S34-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.37&CDS=1-831	YLR393W
OG0003527	augustus_masked-NABA0S34-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.19&CDS=1-1452	YLR392C
OG0003528	snap_masked-NABA0S34-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-4.126&CDS=1-639	YLR390W-A
OG0003529	snap_masked-NABA0S34-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-4.127&CDS=1-189	YLR390W
OG0003530	augustus_masked-NABA0S34-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.20&CDS=1-2910	YLR389C
OG0003531	augustus_masked-NABA0S34-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.39&CDS=1-2571	YBL084C
OG0003532	genemark-NABA0S34-processed-gene-4.65-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-4.65&CDS=1-3144	YER111C
OG0003533	augustus_masked-NABA0S34-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.23&CDS=1-1344	YBL082C
OG0003534	augustus_masked-NABA0S34-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.40&CDS=1-1617	YBL080C
OG0003535	augustus_masked-NABA0S34-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.25&CDS=1-4380	YBL079W
OG0003536	augustus_masked-NABA0S34-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-4.41&CDS=1-348	YBL078C
OG0003537	augustus_masked-NABA0S34-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.97&CDS=1-3216	YBL076C
OG0003538	snap_masked-NABA0S34-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-5.2&CDS=1-249	YBL071W-A
OG0003539	augustus_masked-NABA0S34-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.121&CDS=1-3234	YBL066C
OG0003540	augustus_masked-NABA0S34-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.122&CDS=1-774	YBL064C
OG0003541	augustus_masked-NABA0S34-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.100&CDS=1-2307	YKL025C
OG0003542	augustus_masked-NABA0S34-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.102&CDS=1-3246	YBL063W
OG0003543	augustus_masked-NABA0S34-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.123&CDS=1-2151	YBL061C
OG0003544	augustus_masked-NABA0S34-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.103&CDS=1-2229	YBL060W
OG0003545	augustus_masked-NABA0S34-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.124&CDS=1-342	YBL059C-A
OG0003546	augustus_masked-NABA0S34-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.105&CDS=1-1212	YBL058W
OG0003547	augustus_masked-NABA0S34-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.125&CDS=1-642	YBL057C
OG0003548	augustus_masked-NABA0S34-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.126&CDS=1-1131	YBL055C
OG0003549	genemark-NABA0S34-processed-gene-5.81-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-5.81&CDS=1-2274	YBL052C
OG0003550	genemark-NABA0S34-processed-gene-5.82-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-5.82&CDS=1-2064	YBL051C
OG0003551	augustus_masked-NABA0S34-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.108&CDS=1-267	YER019C-A
OG0003552	augustus_masked-NABA0S34-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.109&CDS=1-1263	YNL051W
OG0003553	augustus_masked-NABA0S34-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.128&CDS=1-708	YNL050C
OG0003554	augustus_masked-NABA0S34-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.110&CDS=1-1926	YLR267W
OG0003555	augustus_masked-NABA0S34-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.130&CDS=1-633	YMR069W
OG0003556	augustus_masked-NABA0S34-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.112&CDS=1-1446	YHR004C
OG0003557	augustus_masked-NABA0S34-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.113&CDS=1-1311	YKL027W
OG0003558	genemark-NABA0S34-processed-gene-5.85-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-5.85&CDS=1-1038	YHR002W
OG0003559	snap_masked-NABA0S34-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-5.41&CDS=1-234	YHR001W-A
OG0003560	augustus_masked-NABA0S34-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.114&CDS=1-978	YJR070C
OG0003561	augustus_masked-NABA0S34-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.115&CDS=1-585	YJR069C
OG0003562	snap_masked-NABA0S34-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-5.42&CDS=1-2529	YLR001C
OG0003563	augustus_masked-NABA0S34-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.116&CDS=1-1764	YJR002W
OG0003564	augustus_masked-NABA0S34-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.134&CDS=1-1980	YLR002C
OG0003565	snap_masked-NABA0S34-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-5.44&CDS=1-1554	YJR003C
OG0003566	maker-NABA0S34-snap-gene-5.139-mRNA-1_1&gene=maker-NABA0S34-snap-gene-5.139&CDS=1-2772	YLR006C
OG0003567	augustus_masked-NABA0S34-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.117&CDS=1-966	YLR007W
OG0003568	augustus_masked-NABA0S34-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.137&CDS=1-489	YLR008C
OG0003569	augustus_masked-NABA0S34-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.118&CDS=1-582	YLR009W
OG0003570	augustus_masked-NABA0S34-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.119&CDS=1-1272	YJL036W
OG0003571	augustus_masked-NABA0S34-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-5.138&CDS=1-786	YJL035C
OG0003572	augustus_masked-NABA0S34-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.3&CDS=1-2313	YJL033W
OG0003573	augustus_masked-NABA0S34-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.7&CDS=1-987	YJL031C
OG0003574	augustus_masked-NABA0S34-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.4&CDS=1-597	YJL030W
OG0003575	augustus_masked-NABA0S34-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.8&CDS=1-2463	YJL029C
OG0003576	snap_masked-NABA0S34-processed-gene-6.51-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.51&CDS=1-408	YNR004W
OG0003577	augustus_masked-NABA0S34-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.6&CDS=1-1080	YGR180C
OG0003578	snap_masked-NABA0S34-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.58&CDS=1-1254	YGR179C
OG0003579	genemark-NABA0S34-processed-gene-6.112-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-6.112&CDS=1-2511	YGR178C
OG0003580	genemark-NABA0S34-processed-gene-6.113-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-6.113&CDS=1-1581	YGR177C
OG0003581	augustus_masked-NABA0S34-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.13&CDS=1-1485	YGR175C
OG0003582	augustus_masked-NABA0S34-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.14&CDS=1-429	YGR174C
OG0003583	maker-NABA0S34-augustus-gene-6.154-mRNA-1_1&gene=maker-NABA0S34-augustus-gene-6.154&CDS=1-2376	YGR171C
OG0003584	augustus_masked-NABA0S34-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.31&CDS=1-3672	YGR170W
OG0003585	augustus_masked-NABA0S34-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.16&CDS=1-1440	YGR169C
OG0003586	snap_masked-NABA0S34-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.67&CDS=1-1104	YGR168C
OG0003587	augustus_masked-NABA0S34-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.32&CDS=1-645	YGR167W
OG0003588	augustus_masked-NABA0S34-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.33&CDS=1-1515	YGR166W
OG0003589	augustus_masked-NABA0S34-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.34&CDS=1-3588	YGR165W
OG0003590	augustus_masked-NABA0S34-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.35&CDS=1-504	YJL011C
OG0003591	snap_masked-NABA0S34-processed-gene-6.68-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.68&CDS=1-933	YGR153W
OG0003592	augustus_masked-NABA0S34-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.38&CDS=1-1239	YGR193C
OG0003593	augustus_masked-NABA0S34-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.39&CDS=1-1758	YGR194C
OG0003594	augustus_masked-NABA0S34-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.19&CDS=1-750	YGR195W
OG0003595	augustus_masked-NABA0S34-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.40&CDS=1-2208	YGR196C
OG0003596	snap_masked-NABA0S34-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.71&CDS=1-2391	YGR198W
OG0003597	augustus_masked-NABA0S34-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.42&CDS=1-2382	YGR200C
OG0003598	augustus_masked-NABA0S34-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.22&CDS=1-462	YGR203W
OG0003599	augustus_masked-NABA0S34-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.43&CDS=1-780	YGR207C
OG0003600	augustus_masked-NABA0S34-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.24&CDS=1-957	YGR208W
OG0003601	augustus_masked-NABA0S34-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.45&CDS=1-1236	YGR210C
OG0003602	augustus_masked-NABA0S34-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.25&CDS=1-1476	YGR211W
OG0003603	snap_masked-NABA0S34-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.79&CDS=1-1401	YGR212W
OG0003604	augustus_masked-NABA0S34-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.46&CDS=1-969	YGR213C
OG0003605	augustus_masked-NABA0S34-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.27&CDS=1-321	YGR215W
OG0003606	augustus_masked-NABA0S34-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.47&CDS=1-1818	YGR216C
OG0003607	augustus_masked-NABA0S34-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.28&CDS=1-6303	YGR217W
OG0003608	augustus_masked-NABA0S34-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-6.48&CDS=1-798	YGR220C
OG0003609	snap_masked-NABA0S34-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.101&CDS=1-2223	YHR149C
OG0003610	snap_masked-NABA0S34-processed-gene-6.84-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-6.84&CDS=1-816	YGR222W
OG0003611	augustus_masked-NABA0S34-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.100&CDS=1-1395	YGR223C
OG0003612	augustus_masked-NABA0S34-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.97&CDS=1-1884	YGR224W
OG0003613	maker-NABA0S34-augustus-gene-7.2-mRNA-1_1&gene=maker-NABA0S34-augustus-gene-7.2&CDS=1-1782	YGR225W
OG0003614	augustus_masked-NABA0S34-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.99&CDS=1-1566	YGR227W
OG0003615	augustus_masked-NABA0S34-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.101&CDS=1-1827	YGR229C
OG0003616	augustus_masked-NABA0S34-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.116&CDS=1-960	YGR231C
OG0003617	augustus_masked-NABA0S34-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.102&CDS=1-714	YGR232W
OG0003618	augustus_masked-NABA0S34-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.117&CDS=1-3414	YGR233C
OG0003619	genemark-NABA0S34-processed-gene-7.55-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-7.55&CDS=1-1194	YGR234W
OG0003620	snap_masked-NABA0S34-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NABA0S34-processed-gene-7.24&CDS=1-636	YGR235C
OG0003621	genemark-NABA0S34-processed-gene-7.71-mRNA-1_1&gene=genemark-NABA0S34-processed-gene-7.71&CDS=1-2382	YGR237C
OG0003622	augustus_masked-NABA0S34-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.122&CDS=1-1266	YGR244C
OG0003623	augustus_masked-NABA0S34-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.123&CDS=1-2202	YGR245C
OG0003624	augustus_masked-NABA0S34-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.124&CDS=1-1824	YGR246C
OG0003625	augustus_masked-NABA0S34-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.105&CDS=1-1974	YGR249W
OG0003626	augustus_masked-NABA0S34-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.106&CDS=1-1497	YGR252W
OG0003627	augustus_masked-NABA0S34-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.125&CDS=1-1416	YGR255C
OG0003628	augustus_masked-NABA0S34-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.126&CDS=1-1092	YGR257C
OG0003629	maker-NABA0S34-snap-gene-7.144-mRNA-1_1&gene=maker-NABA0S34-snap-gene-7.144&CDS=1-2463	YGR258C
OG0003630	augustus_masked-NABA0S34-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.108&CDS=1-1620	YGR260W
OG0003631	augustus_masked-NABA0S34-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.128&CDS=1-4461	YGR261C
OG0003632	augustus_masked-NABA0S34-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.129&CDS=1-2256	YGR264C
OG0003633	augustus_masked-NABA0S34-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.109&CDS=1-2133	YGR266W
OG0003634	augustus_masked-NABA0S34-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.130&CDS=1-735	YGR267C
OG0003635	augustus_masked-NABA0S34-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.131&CDS=1-768	YGR268C
OG0003636	augustus_masked-NABA0S34-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NABA0S34-processed-gene-7.132&CDS=1-666	YGR271C-A
