	Saccharomyces_arboricola	Saccharomyces_cerevisiae
OG0004014	augustus_masked-NC_026185.1-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-9.16&CDS=1-3057	YOR380W
OG0004015	augustus_masked-NC_026185.1-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-9.18&CDS=1-465	YOR382W
OG0004016	genemark-NC_026185.1-processed-gene-9.68-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-9.68&CDS=1-2085	YOR384W
OG0004017	snap_masked-NC_026185.1-processed-gene-9.137-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-9.137&CDS=1-864	YOR385W
OG0004018	genemark-NC_026185.1-processed-gene-9.70-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-9.70&CDS=1-1695	YOR386W
OG0004019	genemark-NC_026185.1-processed-gene-9.73-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-9.73&CDS=1-1632	YPR198W
OG0004020	snap_masked-NC_026185.1-processed-gene-9.166-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-9.166&CDS=1-216	YPR197C
OG0004021	genemark-NC_026186.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.46&CDS=1-1128	YOR388C
OG0004022	genemark-NC_026186.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.66&CDS=1-1548	YPL272C
OG0004023	maker-NC_026186.1-augustus-gene-0.41-mRNA-1_1&gene=maker-NC_026186.1-augustus-gene-0.41&CDS=1-4212	YPL270W
OG0004024	snap_masked-NC_026186.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-0.6&CDS=1-3159	YPL268W
OG0004025	genemark-NC_026186.1-processed-gene-0.51-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.51&CDS=1-954	YPL266W
OG0004026	genemark-NC_026186.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.52&CDS=1-1815	YPL265W
OG0004027	genemark-NC_026186.1-processed-gene-0.67-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.67&CDS=1-1059	YPL264C
OG0004028	genemark-NC_026186.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.68&CDS=1-1956	YPL263C
OG0004029	snap_masked-NC_026186.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-0.9&CDS=1-1464	YPL262W
OG0004030	genemark-NC_026186.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.54&CDS=1-1644	YPL260W
OG0004031	genemark-NC_026186.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.69&CDS=1-1428	YPL259C
OG0004032	genemark-NC_026186.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.71&CDS=1-1641	YPL256C
OG0004033	genemark-NC_026186.1-processed-gene-0.55-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.55&CDS=1-1260	YPL255W
OG0004034	genemark-NC_026186.1-processed-gene-0.56-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.56&CDS=1-1464	YPL254W
OG0004035	genemark-NC_026186.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.72&CDS=1-1920	YPL253C
OG0004036	genemark-NC_026186.1-processed-gene-0.73-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.73&CDS=1-531	YPL252C
OG0004037	genemark-NC_026186.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.74&CDS=1-408	YPL250C
OG0004038	snap_masked-NC_026186.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-0.34&CDS=1-2856	YPL249C
OG0004039	genemark-NC_026186.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.76&CDS=1-2631	YPL248C
OG0004040	genemark-NC_026186.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.77&CDS=1-1572	YPL247C
OG0004041	genemark-NC_026186.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.78&CDS=1-786	YPL246C
OG0004042	genemark-NC_026186.1-processed-gene-0.57-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.57&CDS=1-1362	YPL245W
OG0004043	genemark-NC_026186.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.79&CDS=1-1017	YPL244C
OG0004044	genemark-NC_026186.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.58&CDS=1-1797	YPL243W
OG0004045	maker-NC_026186.1-augustus-gene-0.42-mRNA-1_1&gene=maker-NC_026186.1-augustus-gene-0.42&CDS=1-5127	YPL242C
OG0004046	genemark-NC_026186.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.59&CDS=1-597	YPL239W
OG0004047	genemark-NC_026186.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.60&CDS=1-855	YPL237W
OG0004048	snap_masked-NC_026186.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-0.39&CDS=1-1092	YPL236C
OG0004049	genemark-NC_026186.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.61&CDS=1-1413	YPL235W
OG0004050	genemark-NC_026186.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.83&CDS=1-492	YPL234C
OG0004051	snap_masked-NC_026186.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-0.21&CDS=1-639	YPL233W
OG0004052	genemark-NC_026186.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-0.63&CDS=1-870	YPL232W
OG0004053	genemark-NC_026186.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.78&CDS=1-5673	YPL231W
OG0004054	genemark-NC_026186.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.79&CDS=1-1245	YPL230W
OG0004055	snap_masked-NC_026186.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-1.2&CDS=1-597	YPL229W
OG0004056	genemark-NC_026186.1-processed-gene-1.81-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.81&CDS=1-1629	YPL228W
OG0004057	genemark-NC_026186.1-processed-gene-1.103-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.103&CDS=1-1011	YPL227C
OG0004058	genemark-NC_026186.1-processed-gene-1.82-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.82&CDS=1-3555	YPL226W
OG0004059	genemark-NC_026186.1-processed-gene-1.83-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.83&CDS=1-438	YPL225W
OG0004060	genemark-NC_026186.1-processed-gene-1.104-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.104&CDS=1-1416	YPL224C
OG0004061	genemark-NC_026186.1-processed-gene-1.105-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.105&CDS=1-501	YPL223C
OG0004062	genemark-NC_026186.1-processed-gene-1.84-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.84&CDS=1-2064	YPL222W
OG0004063	snap_masked-NC_026186.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-1.8&CDS=1-1488	YPL219W
OG0004064	augustus_masked-NC_026186.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-1.49&CDS=1-570	YPL218W
OG0004065	genemark-NC_026186.1-processed-gene-1.106-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.106&CDS=1-3552	YPL217C
OG0004066	maker-NC_026186.1-snap-gene-1.123-mRNA-1_1&gene=maker-NC_026186.1-snap-gene-1.123&CDS=1-4341	YPL216W
OG0004067	genemark-NC_026186.1-processed-gene-1.107-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.107&CDS=1-1620	YPL214C
OG0004068	genemark-NC_026186.1-processed-gene-1.88-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.88&CDS=1-714	YPL213W
OG0004069	genemark-NC_026186.1-processed-gene-1.108-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.108&CDS=1-1614	YPL212C
OG0004070	genemark-NC_026186.1-processed-gene-1.89-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.89&CDS=1-543	YPL211W
OG0004071	genemark-NC_026186.1-processed-gene-1.109-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.109&CDS=1-1920	YPL210C
OG0004072	genemark-NC_026186.1-processed-gene-1.110-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.110&CDS=1-1101	YPL209C
OG0004073	maker-NC_026186.1-snap-gene-1.124-mRNA-1_1&gene=maker-NC_026186.1-snap-gene-1.124&CDS=1-4230	YPL207W
OG0004074	genemark-NC_026186.1-processed-gene-1.111-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.111&CDS=1-963	YPL206C
OG0004075	genemark-NC_026186.1-processed-gene-1.92-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.92&CDS=1-1482	YPL204W
OG0004076	augustus_masked-NC_026186.1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-1.70&CDS=1-2520	YPL202C
OG0004077	genemark-NC_026186.1-processed-gene-1.94-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.94&CDS=1-468	YPL200W
OG0004078	genemark-NC_026186.1-processed-gene-1.114-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.114&CDS=1-705	YPL199C
OG0004079	maker-NC_026186.1-snap-gene-1.125-mRNA-1_1&gene=maker-NC_026186.1-snap-gene-1.125&CDS=1-2967	YPL194W
OG0004080	genemark-NC_026186.1-processed-gene-1.115-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.115&CDS=1-396	YPL192C
OG0004081	genemark-NC_026186.1-processed-gene-1.116-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.116&CDS=1-1080	YPL191C
OG0004082	genemark-NC_026186.1-processed-gene-1.117-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.117&CDS=1-2379	YPL190C
OG0004083	snap_masked-NC_026186.1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-1.37&CDS=1-204	YPL189C-A
OG0004084	genemark-NC_026186.1-processed-gene-1.101-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.101&CDS=1-1242	YPL188W
OG0004085	genemark-NC_026186.1-processed-gene-1.102-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.102&CDS=1-474	YPL187W
OG0004086	genemark-NC_026186.1-processed-gene-1.118-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.118&CDS=1-915	YPL186C
OG0004087	genemark-NC_026186.1-processed-gene-1.119-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.119&CDS=1-1785	YPL184C
OG0004088	genemark-NC_026186.1-processed-gene-1.120-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-1.120&CDS=1-3036	YPL183C
OG0004089	genemark-NC_026186.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.9&CDS=1-1485	YPL181W
OG0004090	genemark-NC_026186.1-processed-gene-2.10-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.10&CDS=1-2415	YPL180W
OG0004091	genemark-NC_026186.1-processed-gene-2.11-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.11&CDS=1-1650	YPL179W
OG0004092	genemark-NC_026186.1-processed-gene-2.12-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.12&CDS=1-627	YPL178W
OG0004093	genemark-NC_026186.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.14&CDS=1-858	YPL177C
OG0004094	genemark-NC_026186.1-processed-gene-2.15-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.15&CDS=1-2349	YPL176C
OG0004095	genemark-NC_026186.1-processed-gene-2.13-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.13&CDS=1-1353	YPL175W
OG0004096	genemark-NC_026186.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.32&CDS=1-2610	YPL174C
OG0004097	genemark-NC_026186.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.16&CDS=1-891	YPL173W
OG0004098	genemark-NC_026186.1-processed-gene-2.33-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.33&CDS=1-1386	YPL172C
OG0004099	genemark-NC_026186.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.17&CDS=1-456	YPL170W
OG0004100	genemark-NC_026186.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.35&CDS=1-1797	YPL169C
OG0004101	genemark-NC_026186.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.18&CDS=1-1251	YPL168W
OG0004102	genemark-NC_026186.1-processed-gene-2.36-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.36&CDS=1-4506	YPL167C
OG0004103	genemark-NC_026186.1-processed-gene-2.19-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.19&CDS=1-630	YPL166W
OG0004104	augustus_masked-NC_026186.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-2.83&CDS=1-2925	YPL164C
OG0004105	maker-NC_026186.1-snap-gene-2.3-mRNA-1_1&gene=maker-NC_026186.1-snap-gene-2.3&CDS=1-945	YPL163C
OG0004106	genemark-NC_026186.1-processed-gene-2.40-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.40&CDS=1-831	YPL162C
OG0004107	genemark-NC_026186.1-processed-gene-2.41-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.41&CDS=1-1914	YPL161C
OG0004108	genemark-NC_026186.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.20&CDS=1-3273	YPL160W
OG0004109	augustus_masked-NC_026186.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-2.87&CDS=1-2934	YPL158C
OG0004110	genemark-NC_026186.1-processed-gene-2.21-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.21&CDS=1-927	YPL157W
OG0004111	genemark-NC_026186.1-processed-gene-2.44-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.44&CDS=1-858	YPL156C
OG0004112	genemark-NC_026186.1-processed-gene-2.45-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.45&CDS=1-2127	YPL155C
OG0004113	genemark-NC_026186.1-processed-gene-2.46-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.46&CDS=1-1215	YPL154C
OG0004114	genemark-NC_026186.1-processed-gene-2.47-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.47&CDS=1-2499	YPL153C
OG0004115	genemark-NC_026186.1-processed-gene-2.22-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.22&CDS=1-1074	YPL152W
OG0004116	genemark-NC_026186.1-processed-gene-2.48-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.48&CDS=1-1359	YPL151C
OG0004117	maker-NC_026186.1-snap-gene-2.1-mRNA-1_1&gene=maker-NC_026186.1-snap-gene-2.1&CDS=1-2733	YPL150W
OG0004118	genemark-NC_026186.1-processed-gene-2.24-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.24&CDS=1-876	YPL149W
OG0004119	snap_masked-NC_026186.1-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-2.141&CDS=1-519	YPL148C
OG0004120	genemark-NC_026186.1-processed-gene-2.25-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.25&CDS=1-2610	YPL147W
OG0004121	genemark-NC_026186.1-processed-gene-2.50-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.50&CDS=1-1350	YPL146C
OG0004122	genemark-NC_026186.1-processed-gene-2.26-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.26&CDS=1-444	YPL144W
OG0004123	snap_masked-NC_026186.1-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-2.146&CDS=1-2220	YPL139C
OG0004124	genemark-NC_026186.1-processed-gene-2.56-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.56&CDS=1-3840	YPL137C
OG0004125	snap_masked-NC_026186.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-2.120&CDS=1-495	YPL135W
OG0004126	genemark-NC_026186.1-processed-gene-2.57-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.57&CDS=1-927	YPL134C
OG0004127	maker-NC_026186.1-snap-gene-2.6-mRNA-1_1&gene=maker-NC_026186.1-snap-gene-2.6&CDS=1-411	R0020C
OG0004128	genemark-NC_026186.1-processed-gene-2.58-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.58&CDS=1-1350	YPL133C
OG0004129	genemark-NC_026186.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.29&CDS=1-900	YPL132W
OG0004130	genemark-NC_026186.1-processed-gene-2.30-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-2.30&CDS=1-891	YPL131W
OG0004131	augustus_masked-NC_026186.1-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-2.77&CDS=1-1350	YPL129W
OG0004132	genemark-NC_026186.1-processed-gene-3.54-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.54&CDS=1-1689	YPL128C
OG0004133	genemark-NC_026186.1-processed-gene-3.55-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.55&CDS=1-804	YPL127C
OG0004134	genemark-NC_026186.1-processed-gene-3.51-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.51&CDS=1-2688	YPL126W
OG0004135	genemark-NC_026186.1-processed-gene-3.52-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.52&CDS=1-3096	YPL125W
OG0004136	genemark-NC_026186.1-processed-gene-3.53-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.53&CDS=1-759	YPL124W
OG0004137	genemark-NC_026186.1-processed-gene-3.56-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.56&CDS=1-1302	YPL123C
OG0004138	snap_masked-NC_026186.1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-3.123&CDS=1-2235	YPL122C
OG0004139	augustus_masked-NC_026186.1-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.5&CDS=1-1677	YPL120W
OG0004140	genemark-NC_026186.1-processed-gene-3.58-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.58&CDS=1-1032	YPL118W
OG0004141	genemark-NC_026186.1-processed-gene-3.80-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.80&CDS=1-864	YPL117C
OG0004142	genemark-NC_026186.1-processed-gene-3.59-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.59&CDS=1-2091	YPL116W
OG0004143	genemark-NC_026186.1-processed-gene-3.81-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.81&CDS=1-3378	YPL115C
OG0004144	genemark-NC_026186.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.82&CDS=1-1188	YPL113C
OG0004145	genemark-NC_026186.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.83&CDS=1-1185	YPL112C
OG0004146	genemark-NC_026186.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.60&CDS=1-999	YPL111W
OG0004147	genemark-NC_026186.1-processed-gene-3.84-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.84&CDS=1-3651	YPL110C
OG0004148	snap_masked-NC_026186.1-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-3.129&CDS=1-1770	YPL109C
OG0004149	augustus_masked-NC_026186.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.9&CDS=1-1158	YPL107W
OG0004150	genemark-NC_026186.1-processed-gene-3.87-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.87&CDS=1-2484	YPL105C
OG0004151	genemark-NC_026186.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.63&CDS=1-1974	YPL104W
OG0004152	augustus_masked-NC_026186.1-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.32&CDS=1-1404	YPL103C
OG0004153	genemark-NC_026186.1-processed-gene-3.64-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.64&CDS=1-1383	YPL101W
OG0004154	genemark-NC_026186.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.65&CDS=1-1491	YPL100W
OG0004155	augustus_masked-NC_026186.1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.33&CDS=1-876	YPL098C
OG0004156	augustus_masked-NC_026186.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.13&CDS=1-2577	YPL097W
OG0004157	snap_masked-NC_026186.1-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-3.137&CDS=1-273	YPL096C-A
OG0004158	genemark-NC_026186.1-processed-gene-3.91-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.91&CDS=1-1368	YPL095C
OG0004159	genemark-NC_026186.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.92&CDS=1-816	YPL094C
OG0004160	genemark-NC_026186.1-processed-gene-3.68-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.68&CDS=1-1941	YPL093W
OG0004161	genemark-NC_026186.1-processed-gene-3.69-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.69&CDS=1-1374	YPL092W
OG0004162	genemark-NC_026186.1-processed-gene-3.70-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.70&CDS=1-1401	YPL091W
OG0004163	genemark-NC_026186.1-processed-gene-3.93-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.93&CDS=1-2046	YPL089C
OG0004164	genemark-NC_026186.1-processed-gene-3.71-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.71&CDS=1-1026	YPL088W
OG0004165	genemark-NC_026186.1-processed-gene-3.72-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.72&CDS=1-951	YPL087W
OG0004166	genemark-NC_026186.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.94&CDS=1-1671	YPL086C
OG0004167	snap_masked-NC_026186.1-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-3.119&CDS=1-6450	YPL085W
OG0004168	genemark-NC_026186.1-processed-gene-3.74-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-3.74&CDS=1-2532	YPL084W
OG0004169	augustus_masked-NC_026186.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.38&CDS=1-1377	YPL083C
OG0004170	augustus_masked-NC_026186.1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-3.39&CDS=1-5589	YPL082C
OG0004171	genemark-NC_026186.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.53&CDS=1-732	YPL078C
OG0004172	genemark-NC_026186.1-processed-gene-4.54-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.54&CDS=1-720	YPL077C
OG0004173	genemark-NC_026186.1-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.50&CDS=1-843	YPL076W
OG0004174	augustus_masked-NC_026186.1-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-4.104&CDS=1-4737	YPL075W
OG0004175	snap_masked-NC_026186.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NC_026186.1-processed-gene-4.6&CDS=1-1494	YPL072W
OG0004176	genemark-NC_026186.1-processed-gene-4.79-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.79&CDS=1-468	YPL071C
OG0004177	genemark-NC_026186.1-processed-gene-4.56-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.56&CDS=1-1869	YPL070W
OG0004178	augustus_masked-NC_026186.1-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-4.128&CDS=1-2202	YPL069C
OG0004179	genemark-NC_026186.1-processed-gene-4.57-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.57&CDS=1-1431	YPL066W
OG0004180	genemark-NC_026186.1-processed-gene-4.58-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.58&CDS=1-726	YPL065W
OG0004181	genemark-NC_026186.1-processed-gene-4.82-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.82&CDS=1-909	YPL064C
OG0004182	augustus_masked-NC_026186.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NC_026186.1-processed-gene-4.111&CDS=1-1428	YPL063W
OG0004183	genemark-NC_026186.1-processed-gene-4.60-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.60&CDS=1-1500	YPL061W
OG0004184	genemark-NC_026186.1-processed-gene-4.61-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.61&CDS=1-1245	YPL060W
OG0004185	genemark-NC_026186.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.62&CDS=1-453	YPL059W
OG0004186	genemark-NC_026186.1-processed-gene-4.84-mRNA-1_1&gene=genemark-NC_026186.1-processed-gene-4.84&CDS=1-1152	YPL057C
