	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
OG0002512	YLR362W	snap_masked-flattened_line_28-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.154&CDS=1-1998
OG0002513	YLR363C	snap_masked-flattened_line_14-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.66&CDS=1-852
OG0002514	YLR363W-A	snap_masked-flattened_line_107-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.67&CDS=1-273
OG0002515	YLR364W	snap_masked-flattened_line_68-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.178&CDS=1-330
OG0002516	YLR370C	genemark-flattened_line_66-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.64&CDS=1-531
OG0002517	YLR371W	snap_masked-flattened_line_66-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.146&CDS=1-4146
OG0002518	YLR377C	augustus_masked-flattened_line_4-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.7&CDS=1-3099
OG0002519	YLR378C	snap_masked-flattened_line_87-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.45&CDS=1-1431
OG0002520	YLR380W	snap_masked-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.18&CDS=1-1398
OG0002521	YLR381W	snap_masked-flattened_line_175-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.69&CDS=1-2268
OG0002522	YLR382C	snap_masked-flattened_line_2-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.47&CDS=1-2451
OG0002523	YLR383W	snap_masked-flattened_line_2-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.49&CDS=1-3282
OG0002524	YLR384C	snap_masked-flattened_line_64-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.85&CDS=1-3978
OG0002525	YLR386W	snap_masked-flattened_line_175-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.70&CDS=1-2595
OG0002526	YLR389C	snap_masked-flattened_line_111-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.30&CDS=1-3147
OG0002527	YLR390W	genemark-flattened_line_109-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.112&CDS=1-300
OG0002528	YLR390W-A	snap_masked-flattened_line_111-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.39&CDS=1-642
OG0002529	YLR393W	snap_masked-flattened_line_2-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.12&CDS=1-879
OG0002530	YLR394W	maker-flattened_line_64-snap-gene-0.56-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.56&CDS=1-1260
OG0002531	YLR395C	snap_masked-flattened_line_64-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.108&CDS=1-234
OG0002532	YLR396C	snap_masked-flattened_line_64-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.84&CDS=1-2040
OG0002533	YLR397C	snap_masked-flattened_line_10-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.172&CDS=1-2352
OG0002534	YLR398C	maker-flattened_line_141-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_141-augustus-gene-0.56&CDS=1-6297
OG0002535	YLR399C	snap_masked-flattened_line_408-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_408-processed-gene-0.2&CDS=1-2049
OG0002536	YLR401C	snap_masked-flattened_line_8-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.191&CDS=1-1842
OG0002537	YLR403W	snap_masked-flattened_line_8-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.18&CDS=1-1527
OG0002538	YLR405W	genemark-flattened_line_8-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.53&CDS=1-1095
OG0002539	YLR407W	snap_masked-flattened_line_8-processed-gene-1.237-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.237&CDS=1-858
OG0002540	YLR409C	snap_masked-flattened_line_0-processed-gene-2.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.103&CDS=1-2841
OG0002541	YLR410W	snap_masked-flattened_line_0-processed-gene-2.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.151&CDS=1-3336
OG0002542	YLR414C	snap_masked-flattened_line_16-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.41&CDS=1-930
OG0002543	YLR417W	augustus_masked-flattened_line_4-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.21&CDS=1-3705
OG0002544	YLR418C	snap_masked-flattened_line_62-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.176&CDS=1-1068
OG0002545	YLR419W	augustus_masked-flattened_line_10-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.136&CDS=1-5040
OG0002546	YLR420W	maker-flattened_line_54-augustus-gene-0.61-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.61&CDS=1-2082
OG0002547	YLR421C	snap_masked-flattened_line_54-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.83&CDS=1-393
OG0002548	YLR422W	snap_masked-flattened_line_22-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.142&CDS=1-5718
OG0002549	YLR423C	snap_masked-flattened_line_62-processed-gene-0.216-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.216&CDS=1-1224
OG0002550	YLR424W	snap_masked-flattened_line_62-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.177&CDS=1-2232
OG0002551	YLR425W	augustus_masked-flattened_line_32-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.52&CDS=1-3462
OG0002552	YLR427W	genemark-flattened_line_16-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.117&CDS=1-2076
OG0002553	YLR429W	snap_masked-flattened_line_16-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.5&CDS=1-1920
OG0002554	YLR430W	snap_masked-flattened_line_16-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.27&CDS=1-6852
OG0002555	YLR433C	snap_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.17&CDS=1-1734
OG0002556	YLR435W	genemark-flattened_line_16-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.127&CDS=1-621
OG0002557	YLR438C-A	snap_masked-flattened_line_0-processed-gene-2.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.154&CDS=1-273
OG0002558	YLR438W	snap_masked-flattened_line_16-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.36&CDS=1-1299
OG0002559	YLR439W	augustus_masked-flattened_line_8-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.125&CDS=1-873
OG0002560	YLR443W	snap_masked-flattened_line_0-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.108&CDS=1-1329
OG0002561	YLR447C	snap_masked-flattened_line_2-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.61&CDS=1-1032
OG0002562	YLR449W	snap_masked-flattened_line_2-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.18&CDS=1-1269
OG0002563	YLR451W	genemark-flattened_line_95-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.103&CDS=1-3060
OG0002564	YLR452C	snap_masked-flattened_line_95-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.7&CDS=1-2019
OG0002565	YLR454W	snap_masked-flattened_line_163-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.75&CDS=1-8043
OG0002566	YLR459W	snap_masked-flattened_line_46-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.193&CDS=1-1197
OG0002567	YML001W	snap_masked-flattened_line_161-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.25&CDS=1-615
OG0002568	YML002W	genemark-flattened_line_58-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.108&CDS=1-3426
OG0002569	YML004C	snap_masked-flattened_line_26-processed-gene-0.286-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.286&CDS=1-972
OG0002570	YML005W	genemark-flattened_line_62-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.44&CDS=1-1314
OG0002571	YML007W	snap_masked-flattened_line_214-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.3&CDS=1-1632
OG0002572	YML008C	maker-flattened_line_286-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_286-snap-gene-0.10&CDS=1-1821
OG0002573	YML010W	snap_masked-flattened_line_6-processed-gene-2.191-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.191&CDS=1-2919
OG0002574	YML011C	augustus_masked-flattened_line_38-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.77&CDS=1-507
OG0002575	YML012W	maker-flattened_line_38-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.90&CDS=1-2034
OG0002576	YML013W	snap_masked-flattened_line_6-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.161&CDS=1-1671
OG0002577	YML014W	maker-flattened_line_38-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.5&CDS=1-1890
OG0002578	YML015C	genemark-flattened_line_38-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.135&CDS=1-747
OG0002579	YML016C	snap_masked-flattened_line_38-processed-gene-0.217-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.217&CDS=1-1650
OG0002580	YML018C	snap_masked-flattened_line_38-processed-gene-0.249-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.249&CDS=1-984
OG0002581	YML019W	augustus_masked-flattened_line_38-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.82&CDS=1-963
OG0002582	YML020W	genemark-flattened_line_6-processed-gene-2.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.59&CDS=1-1953
OG0002583	YML021C	snap_masked-flattened_line_6-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.162&CDS=1-1002
OG0002584	YML022W	snap_masked-flattened_line_137-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.68&CDS=1-561
OG0002585	YML025C	snap_masked-flattened_line_24-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.78&CDS=1-843
OG0002586	YML030W	maker-flattened_line_2-snap-gene-2.170-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.170&CDS=1-426
OG0002587	YML031W	augustus_masked-flattened_line_2-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.124&CDS=1-1887
OG0002588	YML032C	genemark-flattened_line_2-processed-gene-2.217-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.217&CDS=1-1317
OG0002589	YML035C	snap_masked-flattened_line_131-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.64&CDS=1-2346
OG0002590	YML036W	snap_masked-flattened_line_26-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.209&CDS=1-543
OG0002591	YML038C	snap_masked-flattened_line_72-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.79&CDS=1-1143
OG0002592	YML042W	snap_masked-flattened_line_85-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.153&CDS=1-1860
OG0002593	YML043C	augustus_masked-flattened_line_42-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.152&CDS=1-1677
OG0002594	YML046W	snap_masked-flattened_line_52-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.143&CDS=1-1956
OG0002595	YML048W	genemark-flattened_line_91-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.0&CDS=1-1209
OG0002596	YML049C	snap_masked-flattened_line_91-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.102&CDS=1-3690
OG0002597	YML052W	snap_masked-flattened_line_163-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.71&CDS=1-885
OG0002598	YML055W	snap_masked-flattened_line_16-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.6&CDS=1-522
OG0002599	YML059C	snap_masked-flattened_line_0-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.104&CDS=1-4506
OG0002600	YML060W	snap_masked-flattened_line_115-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.13&CDS=1-1059
OG0002601	YML061C	snap_masked-flattened_line_8-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.40&CDS=1-2721
OG0002602	YML064C	snap_masked-flattened_line_0-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.107&CDS=1-720
OG0002603	YML065W	snap_masked-flattened_line_0-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.161&CDS=1-2274
OG0002604	YML066C	snap_masked-flattened_line_0-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.109&CDS=1-1632
OG0002605	YML067C	snap_masked-flattened_line_0-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.7&CDS=1-1053
OG0002606	YML068W	augustus_masked-flattened_line_0-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.73&CDS=1-1425
OG0002607	YML069W	snap_masked-flattened_line_0-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.157&CDS=1-1572
OG0002608	YML071C	snap_masked-flattened_line_2-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.15&CDS=1-1188
OG0002609	YML072C	maker-flattened_line_2-snap-gene-2.164-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.164&CDS=1-4260
OG0002610	YML076C	snap_masked-flattened_line_2-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.20&CDS=1-2853
OG0002611	YML078W	snap_masked-flattened_line_36-processed-gene-0.248-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.248&CDS=1-534
OG0002612	YML079W	augustus_masked-flattened_line_66-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.27&CDS=1-2022
OG0002613	YML080W	snap_masked-flattened_line_36-processed-gene-0.250-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.250&CDS=1-1305
OG0002614	YML081C-A	snap_masked-flattened_line_40-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.102&CDS=1-183
OG0002615	YML085C	snap_masked-flattened_line_246-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_246-processed-gene-0.8&CDS=1-1350
OG0002616	YML086C	snap_masked-flattened_line_129-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.54&CDS=1-1590
OG0002617	YML088W	snap_masked-flattened_line_185-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.37&CDS=1-1818
OG0002618	YML092C	maker-flattened_line_109-snap-gene-0.120-mRNA-1_1&gene=maker-flattened_line_109-snap-gene-0.120&CDS=1-750
OG0002619	YML093W	snap_masked-flattened_line_109-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.37&CDS=1-2616
OG0002620	YML094W	snap_masked-flattened_line_129-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.35&CDS=1-468
OG0002621	YML095C	snap_masked-flattened_line_129-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.55&CDS=1-1062
OG0002622	YML096W	maker-flattened_line_78-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.52&CDS=1-3960
OG0002623	YML097C	snap_masked-flattened_line_101-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.1&CDS=1-1854
OG0002624	YML098W	snap_masked-flattened_line_232-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.26&CDS=1-498
OG0002625	YML099C	augustus_masked-flattened_line_284-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_284-processed-gene-0.11&CDS=1-5076
OG0002626	YML101C	snap_masked-flattened_line_242-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.26&CDS=1-498
OG0002627	YML103C	snap_masked-flattened_line_30-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.31&CDS=1-5799
OG0002628	YML104C	augustus_masked-flattened_line_30-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.224&CDS=1-5973
OG0002629	YML105C	snap_masked-flattened_line_30-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.70&CDS=1-858
OG0002630	YML110C	maker-flattened_line_8-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.135&CDS=1-3417
OG0002631	YML112W	augustus_masked-flattened_line_46-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.84&CDS=1-807
OG0002632	YML114C	augustus_masked-flattened_line_16-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.83&CDS=1-1830
OG0002633	YML120C	snap_masked-flattened_line_335-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_335-processed-gene-0.6&CDS=1-1596
OG0002634	YML121W	maker-flattened_line_232-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_232-snap-gene-0.0&CDS=1-963
OG0002635	YML125C	snap_masked-flattened_line_129-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.53&CDS=1-933
OG0002636	YML126C	maker-flattened_line_109-snap-gene-0.119-mRNA-1_1&gene=maker-flattened_line_109-snap-gene-0.119&CDS=1-1284
OG0002637	YML127W	snap_masked-flattened_line_129-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.56&CDS=1-1821
OG0002638	YML129C	maker-flattened_line_175-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_175-augustus-gene-0.83&CDS=1-231
OG0002639	YML131W	snap_masked-flattened_line_8-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.34&CDS=1-1080
OG0002640	YMR001C	snap_masked-flattened_line_78-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.110&CDS=1-1830
OG0002641	YMR002W	snap_masked-flattened_line_18-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.125&CDS=1-438
OG0002642	YMR003W	snap_masked-flattened_line_18-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.124&CDS=1-906
OG0002643	YMR004W	snap_masked-flattened_line_8-processed-gene-1.225-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.225&CDS=1-1743
OG0002644	YMR005W	snap_masked-flattened_line_8-processed-gene-1.222-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.222&CDS=1-1227
OG0002645	YMR010W	maker-flattened_line_36-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.91&CDS=1-1950
OG0002646	YMR015C	snap_masked-flattened_line_105-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.95&CDS=1-1593
OG0002647	YMR019W	augustus_masked-flattened_line_48-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.49&CDS=1-2022
OG0002648	YMR023C	snap_masked-flattened_line_147-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.64&CDS=1-1488
OG0002649	YMR024W	snap_masked-flattened_line_125-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.69&CDS=1-1050
OG0002650	YMR027W	genemark-flattened_line_4-processed-gene-2.59-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.59&CDS=1-1359
OG0002651	YMR029C	augustus_masked-flattened_line_161-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.5&CDS=1-1770
OG0002652	YMR032W	snap_masked-flattened_line_64-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.112&CDS=1-1863
