	Candida_sojae	Saccharomyces_cerevisiae
OG0002522	augustus_masked-LMTL01000215.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000215.1-processed-gene-0.26&CDS=1-3321	YLR410W
OG0002523	augustus_masked-LMTL01000215.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000215.1-processed-gene-0.19&CDS=1-1629	YNL189W
OG0002524	augustus_masked-LMTL01000215.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000215.1-processed-gene-0.20&CDS=1-702	YHR140W
OG0002525	genemark-LMTL01000215.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LMTL01000215.1-processed-gene-0.45&CDS=1-305	YDL177C
OG0002526	augustus_masked-LMTL01000215.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000215.1-processed-gene-0.21&CDS=1-396	YKL170W
OG0002527	maker-LMTL01000215.1-snap-gene-0.30-mRNA-1_1&gene=maker-LMTL01000215.1-snap-gene-0.30&CDS=1-2238	YIL078W
OG0002528	augustus_masked-LMTL01000216.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000216.1-processed-gene-0.7&CDS=1-909	YJR007W
OG0002529	augustus_masked-LMTL01000216.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000216.1-processed-gene-0.1&CDS=1-1176	YGR169C
OG0002530	augustus_masked-LMTL01000216.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000216.1-processed-gene-0.2&CDS=1-3252	YPR026W
OG0002531	augustus_masked-LMTL01000216.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000216.1-processed-gene-0.8&CDS=1-3858	YDL195W
OG0002532	snap_masked-LMTL01000216.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LMTL01000216.1-processed-gene-0.18&CDS=1-2829	YIL073C
OG0002533	augustus_masked-LMTL01000217.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000217.1-processed-gene-0.4&CDS=1-1308	YER019W
OG0002534	augustus_masked-LMTL01000220.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000220.1-processed-gene-0.3&CDS=1-1350	YJR117W
OG0002535	augustus_masked-LMTL01000221.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000221.1-processed-gene-0.6&CDS=1-1263	YOR067C
OG0002536	augustus_masked-LMTL01000221.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000221.1-processed-gene-0.5&CDS=1-1485	YOR046C
OG0002537	augustus_masked-LMTL01000221.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000221.1-processed-gene-0.7&CDS=1-963	YDR347W
OG0002538	augustus_masked-LMTL01000222.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.1&CDS=1-2568	YPR135W
OG0002539	augustus_masked-LMTL01000222.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.2&CDS=1-564	YPR131C
OG0002540	augustus_masked-LMTL01000222.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.5&CDS=1-3090	YLR240W
OG0002541	augustus_masked-LMTL01000222.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.6&CDS=1-3186	YDL117W
OG0002542	augustus_masked-LMTL01000222.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.7&CDS=1-1056	YDL108W
OG0002543	augustus_masked-LMTL01000222.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.18&CDS=1-666	YDL213C
OG0002544	augustus_masked-LMTL01000222.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.19&CDS=1-1494	YNL182C
OG0002545	augustus_masked-LMTL01000222.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.10&CDS=1-1383	YNL181W
OG0002546	augustus_masked-LMTL01000222.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.11&CDS=1-2520	YNL183C
OG0002547	augustus_masked-LMTL01000222.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.20&CDS=1-432	YNL185C
OG0002548	augustus_masked-LMTL01000222.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.12&CDS=1-1203	YGL246C
OG0002549	augustus_masked-LMTL01000222.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000222.1-processed-gene-0.13&CDS=1-1455	YDR256C
OG0002550	genemark-LMTL01000223.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LMTL01000223.1-processed-gene-0.8&CDS=1-4461	YGL131C
OG0002551	augustus_masked-LMTL01000223.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.31&CDS=1-699	YPL213W
OG0002552	augustus_masked-LMTL01000223.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.22&CDS=1-1404	YGL130W
OG0002553	augustus_masked-LMTL01000223.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.34&CDS=1-264	YER048W-A
OG0002554	augustus_masked-LMTL01000223.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.35&CDS=1-1335	YER048C
OG0002555	augustus_masked-LMTL01000223.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.36&CDS=1-3582	YMR218C
OG0002556	augustus_masked-LMTL01000223.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.37&CDS=1-1200	YGR111W
OG0002557	augustus_masked-LMTL01000223.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.38&CDS=1-1956	YPR024W
OG0002558	augustus_masked-LMTL01000223.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.23&CDS=1-1953	YFR034C
OG0002559	augustus_masked-LMTL01000223.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.24&CDS=1-2283	YPR181C
OG0002560	augustus_masked-LMTL01000223.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.39&CDS=1-390	YNL153C
OG0002561	augustus_masked-LMTL01000223.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.26&CDS=1-2382	YBL097W
OG0002562	augustus_masked-LMTL01000223.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.40&CDS=1-996	YIL019W
OG0002563	augustus_masked-LMTL01000223.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.27&CDS=1-834	YIL020C
OG0002564	augustus_masked-LMTL01000223.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000223.1-processed-gene-0.41&CDS=1-960	YIL021W
OG0002565	augustus_masked-LMTL01000224.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.30&CDS=1-1119	YJL131C
OG0002566	augustus_masked-LMTL01000224.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.43&CDS=1-1602	YKR051W
OG0002567	augustus_masked-LMTL01000224.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.44&CDS=1-1476	YDL025C
OG0002568	augustus_masked-LMTL01000224.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.45&CDS=1-2232	YOL060C
OG0002569	augustus_masked-LMTL01000224.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.31&CDS=1-1851	YGR216C
OG0002570	augustus_masked-LMTL01000224.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.46&CDS=1-1812	YJL163C
OG0002571	augustus_masked-LMTL01000224.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.32&CDS=1-372	YJL003W
OG0002572	snap_masked-LMTL01000224.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LMTL01000224.1-processed-gene-0.72&CDS=1-1437	YGR229C
OG0002573	snap_masked-LMTL01000224.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LMTL01000224.1-processed-gene-0.73&CDS=1-1275	YGR227W
OG0002574	maker-LMTL01000224.1-augustus-gene-0.80-mRNA-1_1&gene=maker-LMTL01000224.1-augustus-gene-0.80&CDS=1-1476	YGR225W
OG0002575	snap_masked-LMTL01000224.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LMTL01000224.1-processed-gene-0.60&CDS=1-609	YDL135C
OG0002576	augustus_masked-LMTL01000224.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.48&CDS=1-2772	YJL092W
OG0002577	genemark-LMTL01000224.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LMTL01000224.1-processed-gene-0.11&CDS=1-1809	YHR151C
OG0002578	augustus_masked-LMTL01000224.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.37&CDS=1-909	YGR231C
OG0002579	augustus_masked-LMTL01000224.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.49&CDS=1-639	YDL189W
OG0002580	augustus_masked-LMTL01000224.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.38&CDS=1-3204	YDL190C
OG0002581	augustus_masked-LMTL01000224.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000224.1-processed-gene-0.52&CDS=1-1041	YDL193W
OG0002582	augustus_masked-LMTL01000226.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.60&CDS=1-1722	YKL125W
OG0002583	augustus_masked-LMTL01000226.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.40&CDS=1-1467	YGL202W
OG0002584	augustus_masked-LMTL01000226.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.41&CDS=1-2571	YBL008W
OG0002585	augustus_masked-LMTL01000226.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.62&CDS=1-588	YGL020C
OG0002586	augustus_masked-LMTL01000226.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.42&CDS=1-864	YGL019W
OG0002587	augustus_masked-LMTL01000226.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.63&CDS=1-630	YGL018C
OG0002588	augustus_masked-LMTL01000226.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.43&CDS=1-3024	YGR007W
OG0002589	augustus_masked-LMTL01000226.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.64&CDS=1-1374	YGL017W
OG0002590	augustus_masked-LMTL01000226.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.44&CDS=1-1191	YGR005C
OG0002591	augustus_masked-LMTL01000226.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.65&CDS=1-723	YLR325C
OG0002592	augustus_masked-LMTL01000226.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.45&CDS=1-1440	YLR324W
OG0002593	augustus_masked-LMTL01000226.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.47&CDS=1-1296	YKL027W
OG0002594	augustus_masked-LMTL01000226.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.48&CDS=1-657	YGR147C
OG0002595	augustus_masked-LMTL01000226.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.66&CDS=1-1239	YHR002W
OG0002596	augustus_masked-LMTL01000226.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.67&CDS=1-1902	YHR124W
OG0002597	augustus_masked-LMTL01000226.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.50&CDS=1-1158	YJL171C
OG0002598	augustus_masked-LMTL01000226.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.52&CDS=1-1635	YJR002W
OG0002599	augustus_masked-LMTL01000226.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.53&CDS=1-3399	YLR032W
OG0002600	augustus_masked-LMTL01000226.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.70&CDS=1-2097	YLL029W
OG0002601	augustus_masked-LMTL01000226.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.54&CDS=1-2961	YGL016W
OG0002602	augustus_masked-LMTL01000226.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.71&CDS=1-1848	YAR007C
OG0002603	augustus_masked-LMTL01000226.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.72&CDS=1-1122	YGL184C
OG0002604	augustus_masked-LMTL01000226.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.56&CDS=1-1782	YGL003C
OG0002605	augustus_masked-LMTL01000226.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.76&CDS=1-1059	YMR127C
OG0002606	augustus_masked-LMTL01000226.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LMTL01000226.1-processed-gene-0.57&CDS=1-822	YDR121W
OG0002607	augustus_masked-LMTL01000228.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.0&CDS=1-753	YOR278W
OG0002608	augustus_masked-LMTL01000228.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.3&CDS=1-2025	YAL054C
OG0002609	augustus_masked-LMTL01000228.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.4&CDS=1-1020	YDL205C
OG0002610	augustus_masked-LMTL01000228.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.6&CDS=1-2910	YPL022W
OG0002611	augustus_masked-LMTL01000228.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.1&CDS=1-495	YPL024W
OG0002612	augustus_masked-LMTL01000228.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.7&CDS=1-1911	YPL023C
OG0002613	augustus_masked-LMTL01000228.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.8&CDS=1-759	YJL178C
OG0002614	augustus_masked-LMTL01000228.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000228.1-processed-gene-0.2&CDS=1-1026	YKL085W
OG0002615	maker-LMTL01000229.1-augustus-gene-0.34-mRNA-1_1&gene=maker-LMTL01000229.1-augustus-gene-0.34&CDS=1-321	YBL001C
OG0002616	augustus_masked-LMTL01000229.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.37&CDS=1-768	YJL218W
OG0002617	augustus_masked-LMTL01000229.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.38&CDS=1-3063	YKL210W
OG0002618	augustus_masked-LMTL01000229.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.52&CDS=1-3684	YKL209C
OG0002619	augustus_masked-LMTL01000229.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.53&CDS=1-897	YGL247W
OG0002620	augustus_masked-LMTL01000229.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.40&CDS=1-1479	YMR211W
OG0002621	augustus_masked-LMTL01000229.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.54&CDS=1-1332	YNR050C
OG0002622	augustus_masked-LMTL01000229.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.55&CDS=1-1644	YKL217W
OG0002623	augustus_masked-LMTL01000229.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.41&CDS=1-651	YJR073C
OG0002624	augustus_masked-LMTL01000229.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.42&CDS=1-1002	YOR352W
OG0002625	augustus_masked-LMTL01000229.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.44&CDS=1-2322	YJR040W
OG0002626	augustus_masked-LMTL01000229.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.58&CDS=1-3390	YJR041C
OG0002627	augustus_masked-LMTL01000229.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.59&CDS=1-378	YEL026W
OG0002628	augustus_masked-LMTL01000229.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.45&CDS=1-480	YEL027W
OG0002629	augustus_masked-LMTL01000229.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.60&CDS=1-2328	YJR042W
OG0002630	augustus_masked-LMTL01000229.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.46&CDS=1-2988	YJR036C
OG0002631	augustus_masked-LMTL01000229.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.48&CDS=1-639	YEL024W
OG0002632	maker-LMTL01000229.1-augustus-gene-0.35-mRNA-1_1&gene=maker-LMTL01000229.1-augustus-gene-0.35&CDS=1-1602	YEL023C
OG0002633	augustus_masked-LMTL01000229.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.63&CDS=1-840	YMR244W
OG0002634	augustus_masked-LMTL01000229.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.49&CDS=1-3003	YBL104C
OG0002635	maker-LMTL01000229.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LMTL01000229.1-augustus-gene-0.33&CDS=1-2187	YBL105C
OG0002636	augustus_masked-LMTL01000229.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-LMTL01000229.1-processed-gene-0.65&CDS=1-2490	YDR060W
OG0002637	augustus_masked-LMTL01000231.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000231.1-processed-gene-0.4&CDS=1-1248	YLR027C
OG0002638	augustus_masked-LMTL01000233.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000233.1-processed-gene-0.6&CDS=1-1581	YMR015C
OG0002639	augustus_masked-LMTL01000233.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000233.1-processed-gene-0.8&CDS=1-1692	YJL069C
OG0002640	augustus_masked-LMTL01000233.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000233.1-processed-gene-0.9&CDS=1-2985	YKL205W
OG0002641	augustus_masked-LMTL01000234.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.28&CDS=1-1704	YKR017C
OG0002642	augustus_masked-LMTL01000234.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.29&CDS=1-1785	YBR030W
OG0002643	augustus_masked-LMTL01000234.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.23&CDS=1-363	YJL104W
OG0002644	augustus_masked-LMTL01000234.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000234.1-processed-gene-0.32&CDS=1-615	YKR014C
OG0002645	maker-LMTL01000234.1-snap-gene-0.10-mRNA-1_1&gene=maker-LMTL01000234.1-snap-gene-0.10&CDS=1-5751	YJL109C
OG0002646	augustus_masked-LMTL01000236.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000236.1-processed-gene-0.0&CDS=1-1863	YFL021W
OG0002647	augustus_masked-LMTL01000237.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000237.1-processed-gene-0.4&CDS=1-2115	YGR145W
OG0002648	augustus_masked-LMTL01000239.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000239.1-processed-gene-0.20&CDS=1-3477	YOR207C
OG0002649	augustus_masked-LMTL01000239.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000239.1-processed-gene-0.17&CDS=1-1482	YPL122C
OG0002650	snap_masked-LMTL01000239.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LMTL01000239.1-processed-gene-0.15&CDS=1-594	YPL121C
OG0002651	augustus_masked-LMTL01000240.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000240.1-processed-gene-0.2&CDS=1-1590	YDL178W
OG0002652	augustus_masked-LMTL01000240.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000240.1-processed-gene-0.1&CDS=1-1404	YHR132C
OG0002653	snap_masked-LMTL01000241.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LMTL01000241.1-processed-gene-0.2&CDS=1-1146	YOR107W
OG0002654	augustus_masked-LMTL01000241.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000241.1-processed-gene-0.5&CDS=1-1266	YFL026W
OG0002655	snap_masked-LMTL01000241.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LMTL01000241.1-processed-gene-0.3&CDS=1-1425	YIL090W
OG0002656	augustus_masked-LMTL01000242.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.21&CDS=1-2379	YJL212C
OG0002657	augustus_masked-LMTL01000242.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.22&CDS=1-1482	YNL022C
OG0002658	augustus_masked-LMTL01000242.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.13&CDS=1-2130	YNL020C
OG0002659	augustus_masked-LMTL01000242.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.23&CDS=1-2517	YNL021W
OG0002660	augustus_masked-LMTL01000242.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.14&CDS=1-1698	YDR232W
OG0002661	augustus_masked-LMTL01000242.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.15&CDS=1-2415	YNL126W
OG0002662	augustus_masked-LMTL01000242.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.16&CDS=1-852	YOR100C
OG0002663	maker-LMTL01000242.1-augustus-gene-0.42-mRNA-1_1&gene=maker-LMTL01000242.1-augustus-gene-0.42&CDS=1-678	YOR332W
OG0002664	augustus_masked-LMTL01000242.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.18&CDS=1-1272	YOR334W
OG0002665	augustus_masked-LMTL01000242.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000242.1-processed-gene-0.25&CDS=1-921	YOR340C
OG0002666	genemark-LMTL01000243.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LMTL01000243.1-processed-gene-0.10&CDS=1-2184	YLR176C
OG0002667	augustus_masked-LMTL01000243.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000243.1-processed-gene-0.7&CDS=1-1065	YNL006W
OG0002668	augustus_masked-LMTL01000243.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000243.1-processed-gene-0.8&CDS=1-1056	YNL007C
OG0002669	augustus_masked-LMTL01000243.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000243.1-processed-gene-0.9&CDS=1-1041	YBR159W
OG0002670	augustus_masked-LMTL01000244.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.23&CDS=1-1212	YNR032W
OG0002671	snap_masked-LMTL01000244.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LMTL01000244.1-processed-gene-0.54&CDS=1-219	YNR032C-A
OG0002672	augustus_masked-LMTL01000244.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.32&CDS=1-369	YCR071C
OG0002673	augustus_masked-LMTL01000244.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.33&CDS=1-1539	YCR072C
OG0002674	augustus_masked-LMTL01000244.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000244.1-processed-gene-0.35&CDS=1-1602	YBR220C
