	Metschnikowia_lockheadii	Saccharomyces_cerevisiae
OG0002412	snap_masked-loc-_s49-processed-gene-2.255-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.255&CDS=1-1365	YML007W
OG0002413	snap_masked-loc-_s49-processed-gene-2.256-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.256&CDS=1-2322	YEL053C
OG0002414	snap_masked-loc-_s49-processed-gene-2.209-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.209&CDS=1-3504	YDR325W
OG0002415	snap_masked-loc-_s49-processed-gene-2.210-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.210&CDS=1-1128	YML008C
OG0002416	maker-loc-_s49-augustus-gene-2.6-mRNA-1_1&gene=maker-loc-_s49-augustus-gene-2.6&CDS=1-3327	YDR324C
OG0002417	snap_masked-loc-_s49-processed-gene-2.260-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.260&CDS=1-1365	YCL032W
OG0002418	snap_masked-loc-_s49-processed-gene-2.213-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.213&CDS=1-2103	YLR361C
OG0002419	genemark-loc-_s49-processed-gene-2.38-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.38&CDS=1-2235	YLR362W
OG0002420	genemark-loc-_s49-processed-gene-2.39-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.39&CDS=1-2238	YKL171W
OG0002421	snap_masked-loc-_s49-processed-gene-2.216-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.216&CDS=1-447	YFL017C
OG0002422	genemark-loc-_s49-processed-gene-2.84-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.84&CDS=1-222	YFL017W-A
OG0002423	snap_masked-loc-_s49-processed-gene-2.262-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.262&CDS=1-2496	YFL013C
OG0002424	snap_masked-loc-_s49-processed-gene-2.218-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.218&CDS=1-1773	YJL163C
OG0002425	genemark-loc-_s49-processed-gene-2.44-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.44&CDS=1-1932	YGR216C
OG0002426	genemark-loc-_s49-processed-gene-2.87-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.87&CDS=1-1155	YLR328W
OG0002427	snap_masked-loc-_s49-processed-gene-2.225-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.225&CDS=1-909	YMR099C
OG0002428	snap_masked-loc-_s49-processed-gene-2.226-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.226&CDS=1-1422	YKL004W
OG0002429	snap_masked-loc-_s49-processed-gene-2.264-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.264&CDS=1-360	YKL003C
OG0002430	snap_masked-loc-_s49-processed-gene-2.227-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.227&CDS=1-2970	YOL090W
OG0002431	maker-loc-_s49-augustus-gene-2.8-mRNA-1_1&gene=maker-loc-_s49-augustus-gene-2.8&CDS=1-2496	YPR167C
OG0002432	snap_masked-loc-_s49-processed-gene-2.229-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.229&CDS=1-675	YIL007C
OG0002433	snap_masked-loc-_s49-processed-gene-2.268-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.268&CDS=1-300	YIL008W
OG0002434	snap_masked-loc-_s49-processed-gene-2.230-mRNA-1_1&gene=snap_masked-loc-_s49-processed-gene-2.230&CDS=1-1305	YEL002C
OG0002435	genemark-loc-_s49-processed-gene-2.53-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.53&CDS=1-366	YEL003W
OG0002436	genemark-loc-_s49-processed-gene-2.93-mRNA-1_1&gene=genemark-loc-_s49-processed-gene-2.93&CDS=1-537	YMR009W
OG0002437	snap_masked-loc-_s490-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s490-processed-gene-0.4&CDS=1-2547	YHR154W
OG0002438	snap_masked-loc-_s491-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s491-processed-gene-0.4&CDS=1-1209	YML018C
OG0002439	snap_masked-loc-_s491-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s491-processed-gene-0.6&CDS=1-1164	YML021C
OG0002440	snap_masked-loc-_s493-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.49&CDS=1-2955	YBR074W
OG0002441	genemark-loc-_s493-processed-gene-0.161-mRNA-1_1&gene=genemark-loc-_s493-processed-gene-0.161&CDS=1-1110	YDR047W
OG0002442	snap_masked-loc-_s493-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.1&CDS=1-1815	YDR049W
OG0002443	augustus_masked-loc-_s493-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-loc-_s493-processed-gene-0.86&CDS=1-4080	YMR259C
OG0002444	snap_masked-loc-_s493-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.4&CDS=1-1014	YBR065C
OG0002445	augustus_masked-loc-_s493-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-loc-_s493-processed-gene-0.88&CDS=1-2691	YBR070C
OG0002446	snap_masked-loc-_s493-processed-gene-0.52-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.52&CDS=1-333	YDR045C
OG0002447	snap_masked-loc-_s493-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.7&CDS=1-2226	YBR060C
OG0002448	snap_masked-loc-_s493-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.9&CDS=1-2784	YNL313C
OG0002449	snap_masked-loc-_s493-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.12&CDS=1-1245	YIL160C
OG0002450	snap_masked-loc-_s493-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.15&CDS=1-705	YBR256C
OG0002451	snap_masked-loc-_s493-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.16&CDS=1-585	YER012W
OG0002452	snap_masked-loc-_s493-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.18&CDS=1-2742	YIR007W
OG0002453	snap_masked-loc-_s493-processed-gene-0.54-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.54&CDS=1-1413	YIR008C
OG0002454	snap_masked-loc-_s493-processed-gene-0.55-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.55&CDS=1-1248	YIR012W
OG0002455	snap_masked-loc-_s493-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.19&CDS=1-1122	YCL059C
OG0002456	snap_masked-loc-_s493-processed-gene-0.57-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.57&CDS=1-3156	YCL061C
OG0002457	snap_masked-loc-_s493-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.21&CDS=1-1146	YDR502C
OG0002458	snap_masked-loc-_s493-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.24&CDS=1-1071	YOR042W
OG0002459	snap_masked-loc-_s493-processed-gene-0.60-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.60&CDS=1-4245	YNL088W
OG0002460	augustus_masked-loc-_s493-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-loc-_s493-processed-gene-0.138&CDS=1-1983	YFL030W
OG0002461	snap_masked-loc-_s493-processed-gene-0.63-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.63&CDS=1-1368	YBR130C
OG0002462	snap_masked-loc-_s493-processed-gene-0.29-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.29&CDS=1-696	YGL085W
OG0002463	snap_masked-loc-_s493-processed-gene-0.69-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.69&CDS=1-1596	YEL058W
OG0002464	snap_masked-loc-_s493-processed-gene-0.32-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.32&CDS=1-966	YPL266W
OG0002465	snap_masked-loc-_s493-processed-gene-0.73-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.73&CDS=1-1893	YPL263C
OG0002466	snap_masked-loc-_s493-processed-gene-0.74-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.74&CDS=1-1491	YMR131C
OG0002467	genemark-loc-_s493-processed-gene-0.230-mRNA-1_1&gene=genemark-loc-_s493-processed-gene-0.230&CDS=1-2013	YGL086W
OG0002468	snap_masked-loc-_s493-processed-gene-0.34-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.34&CDS=1-411	YGL087C
OG0002469	snap_masked-loc-_s493-processed-gene-0.77-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.77&CDS=1-1731	YGL084C
OG0002470	snap_masked-loc-_s493-processed-gene-0.36-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.36&CDS=1-1947	YDL206W
OG0002471	snap_masked-loc-_s493-processed-gene-0.37-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.37&CDS=1-507	YAL044C
OG0002472	maker-loc-_s493-augustus-gene-0.247-mRNA-1_1&gene=maker-loc-_s493-augustus-gene-0.247&CDS=1-369	YOR327C
OG0002473	snap_masked-loc-_s493-processed-gene-0.39-mRNA-1_1&gene=snap_masked-loc-_s493-processed-gene-0.39&CDS=1-1128	YFL039C
OG0002474	snap_masked-loc-_s496-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s496-processed-gene-0.12&CDS=1-741	YGL011C
OG0002475	snap_masked-loc-_s496-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s496-processed-gene-0.15&CDS=1-1440	YGL012W
OG0002476	snap_masked-loc-_s50-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s50-processed-gene-0.8&CDS=1-1425	YIL097W
OG0002477	snap_masked-loc-_s500-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s500-processed-gene-0.3&CDS=1-1734	YHL027W
OG0002478	snap_masked-loc-_s505-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s505-processed-gene-0.3&CDS=1-1452	YGL055W
OG0002479	snap_masked-loc-_s510-processed-gene-0.33-mRNA-1_1&gene=snap_masked-loc-_s510-processed-gene-0.33&CDS=1-639	YHR100C
OG0002480	snap_masked-loc-_s510-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s510-processed-gene-0.27&CDS=1-1797	YDR266C
OG0002481	snap_masked-loc-_s510-processed-gene-0.38-mRNA-1_1&gene=snap_masked-loc-_s510-processed-gene-0.38&CDS=1-2229	YDR057W
OG0002482	snap_masked-loc-_s511-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s511-processed-gene-0.1&CDS=1-1461	YGL190C
OG0002483	snap_masked-loc-_s512-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s512-processed-gene-0.1&CDS=1-177	YNL070W
OG0002484	snap_masked-loc-_s516-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s516-processed-gene-0.9&CDS=1-741	YMR188C
OG0002485	snap_masked-loc-_s516-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s516-processed-gene-0.10&CDS=1-2082	YJL093C
OG0002486	snap_masked-loc-_s516-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s516-processed-gene-0.11&CDS=1-1506	YAL022C
OG0002487	snap_masked-loc-_s516-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s516-processed-gene-0.14&CDS=1-1773	YKL191W
OG0002488	augustus_masked-loc-_s516-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-loc-_s516-processed-gene-0.26&CDS=1-498	YML055W
OG0002489	augustus_masked-loc-_s516-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-loc-_s516-processed-gene-0.27&CDS=1-1647	YLR427W
OG0002490	snap_masked-loc-_s517-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s517-processed-gene-0.9&CDS=1-855	YOR065W
OG0002491	snap_masked-loc-_s517-processed-gene-0.17-mRNA-1_1&gene=snap_masked-loc-_s517-processed-gene-0.17&CDS=1-375	YKL086W
OG0002492	snap_masked-loc-_s517-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s517-processed-gene-0.14&CDS=1-2265	YLR117C
OG0002493	snap_masked-loc-_s52-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s52-processed-gene-0.23&CDS=1-3513	YFR031C
OG0002494	snap_masked-loc-_s520-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.0&CDS=1-2097	YBR019C
OG0002495	snap_masked-loc-_s520-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.1&CDS=1-1137	YBR018C
OG0002496	genemark-loc-_s520-processed-gene-0.54-mRNA-1_1&gene=genemark-loc-_s520-processed-gene-0.54&CDS=1-4698	YKL215C
OG0002497	snap_masked-loc-_s520-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.2&CDS=1-1335	YCR054C
OG0002498	snap_masked-loc-_s520-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.15&CDS=1-1536	YCR053W
OG0002499	snap_masked-loc-_s520-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s520-processed-gene-0.3&CDS=1-1188	YGR046W
OG0002500	genemark-loc-_s520-processed-gene-0.47-mRNA-1_1&gene=genemark-loc-_s520-processed-gene-0.47&CDS=1-459	YMR263W
OG0002501	genemark-loc-_s520-processed-gene-0.48-mRNA-1_1&gene=genemark-loc-_s520-processed-gene-0.48&CDS=1-1962	YML102W
OG0002502	genemark-loc-_s520-processed-gene-0.58-mRNA-1_1&gene=genemark-loc-_s520-processed-gene-0.58&CDS=1-585	YMR264W
OG0002503	snap_masked-loc-_s521-processed-gene-0.90-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.90&CDS=1-1767	YGL119W
OG0002504	genemark-loc-_s521-processed-gene-0.5-mRNA-1_1&gene=genemark-loc-_s521-processed-gene-0.5&CDS=1-3045	YGL140C
OG0002505	snap_masked-loc-_s521-processed-gene-0.92-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.92&CDS=1-1656	YNL083W
OG0002506	snap_masked-loc-_s521-processed-gene-0.93-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.93&CDS=1-2685	YNL082W
OG0002507	augustus_masked-loc-_s521-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-loc-_s521-processed-gene-0.74&CDS=1-1239	YNL207W
OG0002508	snap_masked-loc-_s521-processed-gene-0.119-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.119&CDS=1-2232	YNL118C
OG0002509	snap_masked-loc-_s521-processed-gene-0.102-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.102&CDS=1-843	YLR393W
OG0002510	snap_masked-loc-_s521-processed-gene-0.103-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.103&CDS=1-354	YHL015W
OG0002511	snap_masked-loc-_s521-processed-gene-0.104-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.104&CDS=1-1689	YOR090C
OG0002512	snap_masked-loc-_s521-processed-gene-0.105-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.105&CDS=1-3636	YLR398C
OG0002513	snap_masked-loc-_s521-processed-gene-0.106-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.106&CDS=1-2295	YLR397C
OG0002514	snap_masked-loc-_s521-processed-gene-0.121-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.121&CDS=1-870	YDL065C
OG0002515	snap_masked-loc-_s521-processed-gene-0.107-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.107&CDS=1-474	YDL064W
OG0002516	snap_masked-loc-_s521-processed-gene-0.108-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.108&CDS=1-2331	YJL156C
OG0002517	snap_masked-loc-_s521-processed-gene-0.123-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.123&CDS=1-1917	YDL063C
OG0002518	maker-loc-_s521-snap-gene-0.46-mRNA-1_1&gene=maker-loc-_s521-snap-gene-0.46&CDS=1-273	YLR390W
OG0002519	maker-loc-_s521-augustus-gene-0.1-mRNA-1_1&gene=maker-loc-_s521-augustus-gene-0.1&CDS=1-3633	YDL060W
OG0002520	snap_masked-loc-_s521-processed-gene-0.112-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.112&CDS=1-2832	YLR386W
OG0002521	snap_masked-loc-_s521-processed-gene-0.113-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.113&CDS=1-1470	YDR376W
OG0002522	snap_masked-loc-_s521-processed-gene-0.127-mRNA-1_1&gene=snap_masked-loc-_s521-processed-gene-0.127&CDS=1-255	YKL053C-A
OG0002523	snap_masked-loc-_s522-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.1&CDS=1-699	YOL110W
OG0002524	maker-loc-_s522-snap-gene-0.67-mRNA-1_1&gene=maker-loc-_s522-snap-gene-0.67&CDS=1-1215	YNL292W
OG0002525	snap_masked-loc-_s522-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.4&CDS=1-546	YBR022W
OG0002526	snap_masked-loc-_s522-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.5&CDS=1-1287	YOL052C
OG0002527	snap_masked-loc-_s522-processed-gene-0.24-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.24&CDS=1-897	YBR085W
OG0002528	snap_masked-loc-_s522-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.26&CDS=1-453	YDR092W
OG0002529	snap_masked-loc-_s522-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.27&CDS=1-2793	YMR080C
OG0002530	snap_masked-loc-_s522-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.8&CDS=1-3534	YKL092C
OG0002531	snap_masked-loc-_s522-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.9&CDS=1-897	YMR079W
OG0002532	snap_masked-loc-_s522-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.10&CDS=1-2472	YMR078C
OG0002533	snap_masked-loc-_s522-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.12&CDS=1-2502	YMR100W
OG0002534	snap_masked-loc-_s522-processed-gene-0.29-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.29&CDS=1-4776	YGR098C
OG0002535	snap_masked-loc-_s522-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.14&CDS=1-1143	YJL171C
OG0002536	snap_masked-loc-_s522-processed-gene-0.31-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.31&CDS=1-747	YGL136C
OG0002537	augustus_masked-loc-_s522-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-loc-_s522-processed-gene-0.52&CDS=1-3846	YOL021C
OG0002538	snap_masked-loc-_s522-processed-gene-0.33-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-0.33&CDS=1-657	YDR487C
OG0002539	snap_masked-loc-_s522-processed-gene-1.118-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.118&CDS=1-1281	YOL097C
OG0002540	snap_masked-loc-_s522-processed-gene-1.117-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.117&CDS=1-2568	YOL078W
OG0002541	snap_masked-loc-_s522-processed-gene-1.122-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.122&CDS=1-198	YOL077W-A
OG0002542	snap_masked-loc-_s522-processed-gene-1.123-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.123&CDS=1-864	YOL077C
OG0002543	snap_masked-loc-_s522-processed-gene-1.149-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.149&CDS=1-627	YKL119C
OG0002544	snap_masked-loc-_s522-processed-gene-1.127-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.127&CDS=1-1332	YNL040W
OG0002545	snap_masked-loc-_s522-processed-gene-1.150-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.150&CDS=1-948	YBR146W
OG0002546	snap_masked-loc-_s522-processed-gene-1.151-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.151&CDS=1-3384	YCR033W
OG0002547	snap_masked-loc-_s522-processed-gene-1.152-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.152&CDS=1-1461	YJL194W
OG0002548	genemark-loc-_s522-processed-gene-1.10-mRNA-1_1&gene=genemark-loc-_s522-processed-gene-1.10&CDS=1-3327	YOL086W-A
OG0002549	snap_masked-loc-_s522-processed-gene-1.130-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.130&CDS=1-639	YBR154C
OG0002550	genemark-loc-_s522-processed-gene-1.36-mRNA-1_1&gene=genemark-loc-_s522-processed-gene-1.36&CDS=1-3765	YBR079C
OG0002551	snap_masked-loc-_s522-processed-gene-1.156-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.156&CDS=1-900	YDR361C
OG0002552	snap_masked-loc-_s522-processed-gene-1.132-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.132&CDS=1-1314	YDR364C
OG0002553	snap_masked-loc-_s522-processed-gene-1.133-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.133&CDS=1-2169	YPR031W
OG0002554	snap_masked-loc-_s522-processed-gene-1.134-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.134&CDS=1-1779	YBR083W
OG0002555	snap_masked-loc-_s522-processed-gene-1.160-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.160&CDS=1-1683	YOR128C
OG0002556	genemark-loc-_s522-processed-gene-1.42-mRNA-1_1&gene=genemark-loc-_s522-processed-gene-1.42&CDS=1-1359	YOR301W
OG0002557	maker-loc-_s522-snap-gene-1.55-mRNA-1_1&gene=maker-loc-_s522-snap-gene-1.55&CDS=1-648	YDR381W
OG0002558	snap_masked-loc-_s522-processed-gene-1.137-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.137&CDS=1-1881	YOR129C
OG0002559	snap_masked-loc-_s522-processed-gene-1.138-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.138&CDS=1-855	YDL052C
OG0002560	snap_masked-loc-_s522-processed-gene-1.139-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.139&CDS=1-3870	YLL021W
OG0002561	snap_masked-loc-_s522-processed-gene-1.164-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.164&CDS=1-1143	YDR161W
OG0002562	snap_masked-loc-_s522-processed-gene-1.141-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.141&CDS=1-672	YLR145W
OG0002563	snap_masked-loc-_s522-processed-gene-1.167-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.167&CDS=1-1734	YJL201W
OG0002564	snap_masked-loc-_s522-processed-gene-1.144-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.144&CDS=1-2835	YHR027C
OG0002565	snap_masked-loc-_s522-processed-gene-1.168-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.168&CDS=1-588	YHR026W
OG0002566	snap_masked-loc-_s522-processed-gene-1.170-mRNA-1_1&gene=snap_masked-loc-_s522-processed-gene-1.170&CDS=1-1158	YDR459C
OG0002567	maker-loc-_s523-snap-gene-0.15-mRNA-1_1&gene=maker-loc-_s523-snap-gene-0.15&CDS=1-1491	YPL188W
OG0002568	maker-loc-_s523-snap-gene-0.18-mRNA-1_1&gene=maker-loc-_s523-snap-gene-0.18&CDS=1-1065	YNL326C
OG0002569	maker-loc-_s523-snap-gene-0.19-mRNA-1_1&gene=maker-loc-_s523-snap-gene-0.19&CDS=1-2703	YPL244C
OG0002570	snap_masked-loc-_s524-processed-gene-0.17-mRNA-1_1&gene=snap_masked-loc-_s524-processed-gene-0.17&CDS=1-789	YOR095C
OG0002571	snap_masked-loc-_s524-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s524-processed-gene-0.18&CDS=1-1809	YHR114W
OG0002572	augustus_masked-loc-_s524-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-loc-_s524-processed-gene-0.3&CDS=1-2199	YNL094W
OG0002573	snap_masked-loc-_s524-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s524-processed-gene-0.19&CDS=1-1110	YOR091W
OG0002574	snap_masked-loc-_s524-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s524-processed-gene-0.20&CDS=1-8250	YIL129C
OG0002575	genemark-loc-_s524-processed-gene-0.30-mRNA-1_1&gene=genemark-loc-_s524-processed-gene-0.30&CDS=1-576	YIL127C
OG0002576	snap_masked-loc-_s528-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s528-processed-gene-0.10&CDS=1-900	YJR007W
OG0002577	maker-loc-_s528-augustus-gene-0.5-mRNA-1_1&gene=maker-loc-_s528-augustus-gene-0.5&CDS=1-1269	YPR054W
OG0002578	snap_masked-loc-_s53-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s53-processed-gene-0.13&CDS=1-1746	YHL029C
OG0002579	snap_masked-loc-_s53-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s53-processed-gene-0.14&CDS=1-5418	YHL030W
OG0002580	snap_masked-loc-_s53-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s53-processed-gene-0.15&CDS=1-1491	YGR083C
OG0002581	snap_masked-loc-_s53-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s53-processed-gene-0.16&CDS=1-3894	YAL026C
OG0002582	maker-loc-_s534-augustus-gene-0.39-mRNA-1_1&gene=maker-loc-_s534-augustus-gene-0.39&CDS=1-7065	YKL209C
OG0002583	snap_masked-loc-_s534-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s534-processed-gene-0.23&CDS=1-3054	YKL210W
OG0002584	genemark-loc-_s534-processed-gene-0.3-mRNA-1_1&gene=genemark-loc-_s534-processed-gene-0.3&CDS=1-2091	YIL005W
OG0002585	snap_masked-loc-_s534-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s534-processed-gene-0.19&CDS=1-1320	YER003C
OG0002586	snap_masked-loc-_s534-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s534-processed-gene-0.21&CDS=1-630	YER002W
OG0002587	snap_masked-loc-_s534-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s534-processed-gene-0.25&CDS=1-897	YIL003W
OG0002588	genemark-loc-_s534-processed-gene-0.7-mRNA-1_1&gene=genemark-loc-_s534-processed-gene-0.7&CDS=1-360	YIL004C
OG0002589	snap_masked-loc-_s535-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s535-processed-gene-0.12&CDS=1-2454	YNL267W
OG0002590	augustus_masked-loc-_s535-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-loc-_s535-processed-gene-0.7&CDS=1-1587	YKR002W
