	Lachancea_cidri	Saccharomyces_cerevisiae
OG0003057	snap_masked-LACI0G-processed-gene-21.95-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.95&CDS=1-846	YNR040W
OG0003058	snap_masked-LACI0G-processed-gene-21.96-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.96&CDS=1-366	YCR083W
OG0003059	snap_masked-LACI0G-processed-gene-21.74-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.74&CDS=1-1191	YNR043W
OG0003060	augustus_masked-LACI0G-processed-gene-21.146-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-21.146&CDS=1-1923	YCR084C
OG0003061	snap_masked-LACI0G-processed-gene-21.76-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.76&CDS=1-543	YCR086W
OG0003062	snap_masked-LACI0G-processed-gene-21.98-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.98&CDS=1-417	YCR087C-A
OG0003063	snap_masked-LACI0G-processed-gene-21.77-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.77&CDS=1-1770	YCR088W
OG0003064	snap_masked-LACI0G-processed-gene-21.99-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.99&CDS=1-552	YCR090C
OG0003065	snap_masked-LACI0G-processed-gene-21.79-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.79&CDS=1-1080	YNR045W
OG0003066	snap_masked-LACI0G-processed-gene-21.80-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.80&CDS=1-399	YNR046W
OG0003067	snap_masked-LACI0G-processed-gene-21.81-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.81&CDS=1-2565	YNR047W
OG0003068	snap_masked-LACI0G-processed-gene-21.101-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.101&CDS=1-3120	YCR092C
OG0003069	augustus_masked-LACI0G-processed-gene-21.135-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-21.135&CDS=1-7578	YCR093W
OG0003070	snap_masked-LACI0G-processed-gene-21.84-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.84&CDS=1-645	YDR177W
OG0003071	snap_masked-LACI0G-processed-gene-21.102-mRNA-1_1&gene=snap_masked-LACI0G-processed-gene-21.102&CDS=1-1647	YLL055W
OG0003072	augustus_masked-LACI0G-processed-gene-21.151-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-21.151&CDS=1-537	YNR049C
OG0003073	augustus_masked-LACI0G-processed-gene-21.152-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-21.152&CDS=1-1338	YNR050C
OG0003074	augustus_masked-LACI0G-processed-gene-21.153-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-21.153&CDS=1-2220	YCR095C
OG0003075	augustus_masked-LACI0G-processed-gene-21.154-mRNA-1_1&gene=augustus_masked-LACI0G-processed-gene-21.154&CDS=1-1242	YNR052C
OG0003076	genemark-LACI0H-processed-gene-0.50-mRNA-1_1&gene=genemark-LACI0H-processed-gene-0.50&CDS=1-933	YER185W
OG0003077	augustus_masked-LACI0H-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-0.11&CDS=1-1593	YFL049W
OG0003078	snap_masked-LACI0H-processed-gene-0.111-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.111&CDS=1-1302	YFL048C
OG0003079	snap_masked-LACI0H-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.91&CDS=1-2103	YFL047W
OG0003080	snap_masked-LACI0H-processed-gene-0.113-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.113&CDS=1-885	YLR079W
OG0003081	augustus_masked-LACI0H-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-0.13&CDS=1-717	YLR078C
OG0003082	snap_masked-LACI0H-processed-gene-0.114-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.114&CDS=1-1761	YLR077W
OG0003083	snap_masked-LACI0H-processed-gene-0.93-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.93&CDS=1-612	YFL046W
OG0003084	snap_masked-LACI0H-processed-gene-0.115-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.115&CDS=1-765	YFL045C
OG0003085	snap_masked-LACI0H-processed-gene-0.94-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.94&CDS=1-747	YGL254W
OG0003086	snap_masked-LACI0H-processed-gene-0.116-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.116&CDS=1-876	YNR064C
OG0003087	snap_masked-LACI0H-processed-gene-0.117-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.117&CDS=1-660	YLR075W
OG0003088	snap_masked-LACI0H-processed-gene-0.95-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.95&CDS=1-510	YLR074C
OG0003089	snap_masked-LACI0H-processed-gene-0.118-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.118&CDS=1-927	YFL044C
OG0003090	snap_masked-LACI0H-processed-gene-0.96-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.96&CDS=1-564	YLR073C
OG0003091	snap_masked-LACI0H-processed-gene-0.119-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.119&CDS=1-2643	YFL042C
OG0003092	maker-LACI0H-augustus-gene-0.40-mRNA-1_1&gene=maker-LACI0H-augustus-gene-0.40&CDS=1-4083	YLR071C
OG0003093	snap_masked-LACI0H-processed-gene-0.120-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.120&CDS=1-438	YLR068W
OG0003094	augustus_masked-LACI0H-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-0.20&CDS=1-2652	YLR067C
OG0003095	maker-LACI0H-snap-gene-0.3-mRNA-1_1&gene=maker-LACI0H-snap-gene-0.3&CDS=1-594	YLR066W
OG0003096	genemark-LACI0H-processed-gene-0.62-mRNA-1_1&gene=genemark-LACI0H-processed-gene-0.62&CDS=1-1536	YFL040W
OG0003097	snap_masked-LACI0H-processed-gene-0.103-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.103&CDS=1-531	YLR065C
OG0003098	snap_masked-LACI0H-processed-gene-0.123-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-0.123&CDS=1-612	YFL038C
OG0003099	genemark-LACI0H-processed-gene-0.81-mRNA-1_1&gene=genemark-LACI0H-processed-gene-0.81&CDS=1-786	YLR064W
OG0003100	augustus_masked-LACI0H-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-0.23&CDS=1-5181	YFL036W
OG0003101	genemark-LACI0H-processed-gene-0.82-mRNA-1_1&gene=genemark-LACI0H-processed-gene-0.82&CDS=1-1884	YFL034C-B
OG0003102	snap_masked-LACI0H-processed-gene-1.93-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.93&CDS=1-3018	YFL034W
OG0003103	augustus_masked-LACI0H-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-1.49&CDS=1-6366	YLR060W
OG0003104	augustus_masked-LACI0H-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-1.48&CDS=1-732	YLR059C
OG0003105	augustus_masked-LACI0H-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-1.50&CDS=1-1041	YER106W
OG0003106	snap_masked-LACI0H-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.97&CDS=1-4365	YBL079W
OG0003107	snap_masked-LACI0H-processed-gene-1.114-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.114&CDS=1-360	YBL078C
OG0003108	snap_masked-LACI0H-processed-gene-1.116-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.116&CDS=1-3216	YBL076C
OG0003109	snap_masked-LACI0H-processed-gene-1.118-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.118&CDS=1-1101	YBL074C
OG0003110	snap_masked-LACI0H-processed-gene-1.98-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.98&CDS=1-246	YBL071W-A
OG0003111	snap_masked-LACI0H-processed-gene-1.122-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.122&CDS=1-753	YER100W
OG0003112	snap_masked-LACI0H-processed-gene-1.100-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.100&CDS=1-954	YER099C
OG0003113	snap_masked-LACI0H-processed-gene-1.123-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.123&CDS=1-2223	YER098W
OG0003114	maker-LACI0H-augustus-gene-1.2-mRNA-1_1&gene=maker-LACI0H-augustus-gene-1.2&CDS=1-3813	YBL066C
OG0003115	genemark-LACI0H-processed-gene-1.32-mRNA-1_1&gene=genemark-LACI0H-processed-gene-1.32&CDS=1-1998	YBL061C
OG0003116	snap_masked-LACI0H-processed-gene-1.126-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.126&CDS=1-1155	YER095W
OG0003117	snap_masked-LACI0H-processed-gene-1.102-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.102&CDS=1-1959	YBL060W
OG0003118	snap_masked-LACI0H-processed-gene-1.103-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.103&CDS=1-615	YER094C
OG0003119	augustus_masked-LACI0H-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-1.78&CDS=1-321	YBL059C-A
OG0003120	maker-LACI0H-augustus-gene-1.0-mRNA-1_1&gene=maker-LACI0H-augustus-gene-1.0&CDS=1-4455	YER093C
OG0003121	augustus_masked-LACI0H-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-1.79&CDS=1-342	YER092W
OG0003122	snap_masked-LACI0H-processed-gene-1.106-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.106&CDS=1-2304	YER091C
OG0003123	snap_masked-LACI0H-processed-gene-1.107-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.107&CDS=1-1155	YBL058W
OG0003124	snap_masked-LACI0H-processed-gene-1.129-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.129&CDS=1-627	YBL057C
OG0003125	snap_masked-LACI0H-processed-gene-1.130-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.130&CDS=1-1515	YER090W
OG0003126	snap_masked-LACI0H-processed-gene-1.108-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.108&CDS=1-1317	YBL056W
OG0003127	snap_masked-LACI0H-processed-gene-1.131-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.131&CDS=1-1212	YBL055C
OG0003128	snap_masked-LACI0H-processed-gene-1.109-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.109&CDS=1-1545	YER088C
OG0003129	snap_masked-LACI0H-processed-gene-1.133-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.133&CDS=1-1548	YBL051C
OG0003130	snap_masked-LACI0H-processed-gene-1.110-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.110&CDS=1-267	YER087C-B
OG0003131	snap_masked-LACI0H-processed-gene-1.134-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.134&CDS=1-1704	YER087W
OG0003132	snap_masked-LACI0H-processed-gene-1.135-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.135&CDS=1-1686	YER086W
OG0003133	snap_masked-LACI0H-processed-gene-1.111-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.111&CDS=1-1278	YLR190W
OG0003134	snap_masked-LACI0H-processed-gene-1.112-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.112&CDS=1-1161	YLR191W
OG0003135	snap_masked-LACI0H-processed-gene-1.137-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.137&CDS=1-1689	YDL174C
OG0003136	snap_masked-LACI0H-processed-gene-1.138-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.138&CDS=1-822	YLR192C
OG0003137	snap_masked-LACI0H-processed-gene-1.113-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-1.113&CDS=1-468	YDL173W
OG0003138	snap_masked-LACI0H-processed-gene-2.2-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.2&CDS=1-6423	YDL171C
OG0003139	genemark-LACI0H-processed-gene-2.52-mRNA-1_1&gene=genemark-LACI0H-processed-gene-2.52&CDS=1-2004	YDL170W
OG0003140	snap_masked-LACI0H-processed-gene-2.26-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.26&CDS=1-1347	YLR195C
OG0003141	snap_masked-LACI0H-processed-gene-2.4-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.4&CDS=1-1677	YLR196W
OG0003142	snap_masked-LACI0H-processed-gene-2.27-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.27&CDS=1-477	YDL169C
OG0003143	snap_masked-LACI0H-processed-gene-2.5-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.5&CDS=1-1512	YLR197W
OG0003144	augustus_masked-LACI0H-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.130&CDS=1-810	YLR199C
OG0003145	snap_masked-LACI0H-processed-gene-2.6-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.6&CDS=1-345	YLR200W
OG0003146	snap_masked-LACI0H-processed-gene-2.29-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.29&CDS=1-756	YLR201C
OG0003147	snap_masked-LACI0H-processed-gene-2.7-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.7&CDS=1-1146	YDL168W
OG0003148	snap_masked-LACI0H-processed-gene-2.30-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.30&CDS=1-1614	YDL167C
OG0003149	snap_masked-LACI0H-processed-gene-2.31-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.31&CDS=1-642	YDL166C
OG0003150	snap_masked-LACI0H-processed-gene-2.8-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.8&CDS=1-576	YDL165W
OG0003151	snap_masked-LACI0H-processed-gene-2.32-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.32&CDS=1-1197	YLR203C
OG0003152	snap_masked-LACI0H-processed-gene-2.33-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.33&CDS=1-927	YLR205C
OG0003153	snap_masked-LACI0H-processed-gene-2.34-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.34&CDS=1-2016	YDL164C
OG0003154	snap_masked-LACI0H-processed-gene-2.10-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.10&CDS=1-1428	YDL161W
OG0003155	snap_masked-LACI0H-processed-gene-2.35-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.35&CDS=1-264	YDL160C-A
OG0003156	snap_masked-LACI0H-processed-gene-2.11-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.11&CDS=1-2415	YLR207W
OG0003157	snap_masked-LACI0H-processed-gene-2.12-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.12&CDS=1-882	YLR208W
OG0003158	snap_masked-LACI0H-processed-gene-2.37-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.37&CDS=1-915	YLR209C
OG0003159	snap_masked-LACI0H-processed-gene-2.38-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.38&CDS=1-1482	YDL160C
OG0003160	snap_masked-LACI0H-processed-gene-2.13-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.13&CDS=1-1332	YDL159W
OG0003161	snap_masked-LACI0H-processed-gene-2.39-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.39&CDS=1-321	YDL157C
OG0003162	snap_masked-LACI0H-processed-gene-2.14-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.14&CDS=1-1536	YDL156W
OG0003163	snap_masked-LACI0H-processed-gene-2.40-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.40&CDS=1-738	YDR391C
OG0003164	snap_masked-LACI0H-processed-gene-2.15-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.15&CDS=1-1356	YDL155W
OG0003165	snap_masked-LACI0H-processed-gene-2.43-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.43&CDS=1-1788	YDL153C
OG0003166	augustus_masked-LACI0H-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.119&CDS=1-4029	YDL149W
OG0003167	snap_masked-LACI0H-processed-gene-2.44-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.44&CDS=1-2442	YDL148C
OG0003168	snap_masked-LACI0H-processed-gene-2.18-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.18&CDS=1-1323	YDL147W
OG0003169	augustus_masked-LACI0H-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.145&CDS=1-645	YLR211C
OG0003170	snap_masked-LACI0H-processed-gene-2.19-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.19&CDS=1-1443	YDL146W
OG0003171	snap_masked-LACI0H-processed-gene-2.46-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.46&CDS=1-1404	YLR212C
OG0003172	augustus_masked-LACI0H-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.147&CDS=1-3630	YDL145C
OG0003173	augustus_masked-LACI0H-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.148&CDS=1-2547	YDL144C
OG0003174	snap_masked-LACI0H-processed-gene-2.20-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.20&CDS=1-2061	YLR214W
OG0003175	snap_masked-LACI0H-processed-gene-2.50-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.50&CDS=1-1080	YLR215C
OG0003176	snap_masked-LACI0H-processed-gene-2.21-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.21&CDS=1-1584	YDL143W
OG0003177	augustus_masked-LACI0H-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.150&CDS=1-780	YDL142C
OG0003178	augustus_masked-LACI0H-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.126&CDS=1-2046	YDL141W
OG0003179	snap_masked-LACI0H-processed-gene-3.63-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.63&CDS=1-5202	YDL140C
OG0003180	maker-LACI0H-snap-gene-3.121-mRNA-1_1&gene=maker-LACI0H-snap-gene-3.121&CDS=1-1848	YLR216C
OG0003181	snap_masked-LACI0H-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.61&CDS=1-3732	YDL195W
OG0003182	snap_masked-LACI0H-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.67&CDS=1-1050	YDL193W
OG0003183	snap_masked-LACI0H-processed-gene-3.96-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.96&CDS=1-2862	YDL190C
OG0003184	snap_masked-LACI0H-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.71&CDS=1-1032	YDL189W
OG0003185	snap_masked-LACI0H-processed-gene-3.97-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.97&CDS=1-600	YDL135C
OG0003186	augustus_masked-LACI0H-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.153&CDS=1-1074	YDL134C
OG0003187	snap_masked-LACI0H-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.73&CDS=1-555	YDL186W
OG0003188	genemark-LACI0H-processed-gene-3.43-mRNA-1_1&gene=genemark-LACI0H-processed-gene-3.43&CDS=1-912	YDL183C
OG0003189	snap_masked-LACI0H-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.75&CDS=1-1368	YDL133W
OG0003190	snap_masked-LACI0H-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.76&CDS=1-2403	YDL132W
OG0003191	snap_masked-LACI0H-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.78&CDS=1-255	YDL181W
OG0003192	maker-LACI0H-snap-gene-3.119-mRNA-1_1&gene=maker-LACI0H-snap-gene-3.119&CDS=1-315	YDL130W
OG0003193	augustus_masked-LACI0H-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.137&CDS=1-555	YDL129W
OG0003194	augustus_masked-LACI0H-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.138&CDS=1-1275	YDL180W
OG0003195	snap_masked-LACI0H-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.82&CDS=1-1221	YDL128W
OG0003196	maker-LACI0H-augustus-gene-3.3-mRNA-1_1&gene=maker-LACI0H-augustus-gene-3.3&CDS=1-2934	YDL126C
OG0003197	augustus_masked-LACI0H-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.141&CDS=1-2718	YDL178W
OG0003198	snap_masked-LACI0H-processed-gene-3.103-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.103&CDS=1-486	YDL177C
OG0003199	snap_masked-LACI0H-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.86&CDS=1-2064	YDL176W
OG0003200	snap_masked-LACI0H-processed-gene-3.104-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.104&CDS=1-411	YDL123W
OG0003201	snap_masked-LACI0H-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.87&CDS=1-2181	YIL078W
OG0003202	snap_masked-LACI0H-processed-gene-3.105-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.105&CDS=1-981	YIL077C
OG0003203	snap_masked-LACI0H-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.88&CDS=1-870	YIL076W
OG0003204	snap_masked-LACI0H-processed-gene-3.89-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.89&CDS=1-876	YER083C
OG0003205	snap_masked-LACI0H-processed-gene-3.90-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.90&CDS=1-1656	YER082C
OG0003206	snap_masked-LACI0H-processed-gene-3.107-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.107&CDS=1-2814	YIL075C
OG0003207	snap_masked-LACI0H-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.109&CDS=1-1863	YER080W
OG0003208	augustus_masked-LACI0H-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.163&CDS=1-651	YER079W
OG0003209	augustus_masked-LACI0H-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.147&CDS=1-3141	YER078C
OG0003210	augustus_masked-LACI0H-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.164&CDS=1-1257	YIL071C
OG0003211	augustus_masked-LACI0H-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.148&CDS=1-1890	YER077C
OG0003212	snap_masked-LACI0H-processed-gene-3.112-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.112&CDS=1-786	YIL070C
OG0003213	augustus_masked-LACI0H-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.149&CDS=1-2511	YER075C
OG0003214	maker-LACI0H-augustus-gene-3.5-mRNA-1_1&gene=maker-LACI0H-augustus-gene-3.5&CDS=1-198	YER074W-A
OG0003215	augustus_masked-LACI0H-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.167&CDS=1-369	YER072W
OG0003216	snap_masked-LACI0H-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.95&CDS=1-342	YER071C
OG0003217	augustus_masked-LACI0H-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.168&CDS=1-2397	YIL068C
OG0003218	augustus_masked-LACI0H-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.169&CDS=1-795	YHR167W
OG0003219	maker-LACI0H-snap-gene-4.36-mRNA-1_1&gene=maker-LACI0H-snap-gene-4.36&CDS=1-9174	YHR165C
OG0003220	snap_masked-LACI0H-processed-gene-4.42-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.42&CDS=1-4488	YHR164C
OG0003221	snap_masked-LACI0H-processed-gene-4.43-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.43&CDS=1-2334	YGR250C
OG0003222	snap_masked-LACI0H-processed-gene-4.44-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.44&CDS=1-1695	YGR246C
OG0003223	snap_masked-LACI0H-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.45&CDS=1-2169	YGR245C
OG0003224	snap_masked-LACI0H-processed-gene-4.46-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.46&CDS=1-1269	YGR244C
OG0003225	augustus_masked-LACI0H-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-4.10&CDS=1-1941	YHR161C
OG0003226	snap_masked-LACI0H-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.70&CDS=1-1428	YMR065W
OG0003227	snap_masked-LACI0H-processed-gene-4.71-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.71&CDS=1-1788	YMR064W
OG0003228	snap_masked-LACI0H-processed-gene-4.49-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.49&CDS=1-2121	YKL078W
OG0003229	snap_masked-LACI0H-processed-gene-4.50-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.50&CDS=1-1722	YDR536W
OG0003230	snap_masked-LACI0H-processed-gene-4.51-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.51&CDS=1-1323	YMR062C
OG0003231	snap_masked-LACI0H-processed-gene-4.72-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.72&CDS=1-1956	YMR061W
OG0003232	snap_masked-LACI0H-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.52&CDS=1-870	YMR060C
OG0003233	snap_masked-LACI0H-processed-gene-4.53-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.53&CDS=1-1170	YKL077W
OG0003234	snap_masked-LACI0H-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.73&CDS=1-1137	YKL075C
OG0003235	augustus_masked-LACI0H-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-4.16&CDS=1-912	YMR055C
OG0003236	snap_masked-LACI0H-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.76&CDS=1-1464	YKL074C
OG0003237	genemark-LACI0H-processed-gene-4.97-mRNA-1_1&gene=genemark-LACI0H-processed-gene-4.97&CDS=1-2658	YKL073W
OG0003238	snap_masked-LACI0H-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.78&CDS=1-603	YMR052W
