	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
OG0003802	YPL049C	augustus_masked-scf7180000020193-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.49&CDS=1-1428
OG0003803	YPL050C	genemark-scf7180000020193-processed-gene-0.133-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.133&CDS=1-1179
OG0003804	YPL051W	genemark-scf7180000020193-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.95&CDS=1-594
OG0003805	YPL052W	augustus_masked-scf7180000020193-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.11&CDS=1-612
OG0003806	YPL054W	genemark-scf7180000020193-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.93&CDS=1-1059
OG0003807	YPL058C	maker-scf7180000020193-augustus-gene-0.182-mRNA-1_1&gene=maker-scf7180000020193-augustus-gene-0.182&CDS=1-4509
OG0003808	YPL059W	augustus_masked-scf7180000020193-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.9&CDS=1-459
OG0003809	YPL060W	genemark-scf7180000020193-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.91&CDS=1-1038
OG0003810	YPL061W	genemark-scf7180000020193-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.89&CDS=1-1869
OG0003811	YPL063W	genemark-scf7180000020193-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.88&CDS=1-1443
OG0003812	YPL065W	genemark-scf7180000020193-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.87&CDS=1-738
OG0003813	YPL066W	augustus_masked-scf7180000020193-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.4&CDS=1-1497
OG0003814	YPL067C	augustus_masked-scf7180000020193-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.43&CDS=1-708
OG0003815	YPL068C	augustus_masked-scf7180000020193-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.42&CDS=1-849
OG0003816	YPL069C	genemark-scf7180000020193-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.126&CDS=1-1014
OG0003817	YPL070W	augustus_masked-scf7180000020193-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.3&CDS=1-1860
OG0003818	YPL071C	augustus_masked-scf7180000020193-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.40&CDS=1-552
OG0003819	YPL072W	augustus_masked-scf7180000020193-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000020193-processed-gene-0.2&CDS=1-1449
OG0003820	YPL075W	genemark-scf7180000020193-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020193-processed-gene-0.82&CDS=1-3789
OG0003821	YPL076W	genemark-scf7180000020135-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000020135-processed-gene-0.17&CDS=1-627
OG0003822	YPL078C	genemark-scf7180000020135-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020135-processed-gene-0.21&CDS=1-744
OG0003823	YPL082C	genemark-scf7180000020135-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000020135-processed-gene-0.20&CDS=1-5595
OG0003824	YPL083C	genemark-scf7180000020227-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-0.66&CDS=1-1569
OG0003825	YPL084W	augustus_masked-scf7180000020227-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000020227-processed-gene-0.0&CDS=1-2595
OG0003826	YPL085W	snap_masked-scf7180000020135-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000020135-processed-gene-0.27&CDS=1-7071
OG0003827	YPL086C	genemark-scf7180000020135-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020135-processed-gene-0.19&CDS=1-1674
OG0003828	YPL093W	maker-scf7180000020222-augustus-gene-0.94-mRNA-1_1&gene=maker-scf7180000020222-augustus-gene-0.94&CDS=1-3474
OG0003829	YPL094C	genemark-scf7180000020214-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.127&CDS=1-894
OG0003830	YPL097W	maker-scf7180000020214-snap-gene-0.64-mRNA-1_1&gene=maker-scf7180000020214-snap-gene-0.64&CDS=1-2433
OG0003831	YPL098C	genemark-scf7180000020222-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.26&CDS=1-342
OG0003832	YPL099C	genemark-scf7180000020214-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.126&CDS=1-381
OG0003833	YPL100W	genemark-scf7180000020214-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.99&CDS=1-1464
OG0003834	YPL101W	genemark-scf7180000020214-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.98&CDS=1-1458
OG0003835	YPL103C	augustus_masked-scf7180000020214-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000020214-processed-gene-0.52&CDS=1-1359
OG0003836	YPL104W	maker-scf7180000020214-augustus-gene-0.129-mRNA-1_1&gene=maker-scf7180000020214-augustus-gene-0.129&CDS=1-2022
OG0003837	YPL105C	genemark-scf7180000020222-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.28&CDS=1-2655
OG0003838	YPL106C	genemark-scf7180000020222-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.30&CDS=1-2067
OG0003839	YPL107W	genemark-scf7180000020214-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.96&CDS=1-696
OG0003840	YPL108W	augustus_masked-scf7180000020214-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000020214-processed-gene-0.25&CDS=1-429
OG0003841	YPL109C	genemark-scf7180000020214-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.123&CDS=1-1773
OG0003842	YPL111W	genemark-scf7180000020214-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.94&CDS=1-996
OG0003843	YPL113C	genemark-scf7180000020185-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.83&CDS=1-1200
OG0003844	YPL115C	genemark-scf7180000020185-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.80&CDS=1-3348
OG0003845	YPL116W	genemark-scf7180000020185-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.55&CDS=1-2001
OG0003846	YPL117C	genemark-scf7180000020123-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020123-processed-gene-0.5&CDS=1-846
OG0003847	YPL118W	genemark-scf7180000020123-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000020123-processed-gene-0.1&CDS=1-1176
OG0003848	YPL120W	augustus_masked-scf7180000020123-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000020123-processed-gene-0.12&CDS=1-1608
OG0003849	YPL121C	augustus_masked-scf7180000020123-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000020123-processed-gene-0.15&CDS=1-711
OG0003850	YPL122C	genemark-scf7180000020123-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020123-processed-gene-0.2&CDS=1-1551
OG0003851	YPL123C	genemark-scf7180000020185-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.57&CDS=1-927
OG0003852	YPL125W	genemark-scf7180000020185-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.86&CDS=1-3033
OG0003853	YPL126W	genemark-scf7180000020185-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.88&CDS=1-2805
OG0003854	YPL127C	genemark-scf7180000020185-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.59&CDS=1-795
OG0003855	YPL128C	genemark-scf7180000020185-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.60&CDS=1-1872
OG0003856	YPL129W	genemark-scf7180000020185-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.89&CDS=1-750
OG0003857	YPL131W	genemark-scf7180000020185-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.92&CDS=1-888
OG0003858	YPL132W	snap_masked-scf7180000020185-processed-gene-0.143-mRNA-1_1&gene=snap_masked-scf7180000020185-processed-gene-0.143&CDS=1-819
OG0003859	YPL133C	genemark-scf7180000020185-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.61&CDS=1-1218
OG0003860	YPL138C	augustus_masked-scf7180000020185-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020185-processed-gene-0.11&CDS=1-1185
OG0003861	YPL144W	augustus_masked-scf7180000020213-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-0.33&CDS=1-471
OG0003862	YPL146C	genemark-scf7180000020185-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.68&CDS=1-1380
OG0003863	YPL147W	genemark-scf7180000020213-processed-gene-0.124-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.124&CDS=1-2703
OG0003864	YPL148C	snap_masked-scf7180000020185-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scf7180000020185-processed-gene-0.120&CDS=1-450
OG0003865	YPL149W	snap_masked-scf7180000020185-processed-gene-0.144-mRNA-1_1&gene=snap_masked-scf7180000020185-processed-gene-0.144&CDS=1-393
OG0003866	YPL150W	augustus_masked-scf7180000020185-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000020185-processed-gene-0.39&CDS=1-2799
OG0003867	YPL151C	genemark-scf7180000020185-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.71&CDS=1-1290
OG0003868	YPL152W	genemark-scf7180000020185-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.97&CDS=1-1062
OG0003869	YPL153C	genemark-scf7180000020185-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.72&CDS=1-2646
OG0003870	YPL154C	augustus_masked-scf7180000020185-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000020185-processed-gene-0.20&CDS=1-1245
OG0003871	YPL155C	augustus_masked-scf7180000020154-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000020154-processed-gene-0.1&CDS=1-2040
OG0003872	YPL156C	augustus_masked-scf7180000020213-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-0.17&CDS=1-603
OG0003873	YPL157W	genemark-scf7180000020154-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020154-processed-gene-0.29&CDS=1-915
OG0003874	YPL158C	snap_masked-scf7180000020154-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000020154-processed-gene-0.37&CDS=1-2613
OG0003875	YPL159C	snap_masked-scf7180000020154-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000020154-processed-gene-0.38&CDS=1-402
OG0003876	YPL160W	genemark-scf7180000020213-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.128&CDS=1-3285
OG0003877	YPL161C	snap_masked-scf7180000020213-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000020213-processed-gene-0.61&CDS=1-1905
OG0003878	YPL162C	genemark-scf7180000020154-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020154-processed-gene-0.21&CDS=1-888
OG0003879	YPL164C	augustus_masked-scf7180000020154-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000020154-processed-gene-0.7&CDS=1-2166
OG0003880	YPL166W	augustus_masked-scf7180000020154-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000020154-processed-gene-0.13&CDS=1-735
OG0003881	YPL167C	genemark-scf7180000020154-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020154-processed-gene-0.24&CDS=1-4569
OG0003882	YPL168W	augustus_masked-scf7180000020154-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000020154-processed-gene-0.14&CDS=1-1365
OG0003883	YPL169C	genemark-scf7180000020213-processed-gene-0.110-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.110&CDS=1-1788
OG0003884	YPL170W	genemark-scf7180000020154-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020154-processed-gene-0.33&CDS=1-609
OG0003885	YPL172C	augustus_masked-scf7180000020131-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000020131-processed-gene-0.41&CDS=1-1257
OG0003886	YPL173W	genemark-scf7180000020131-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000020131-processed-gene-0.17&CDS=1-900
OG0003887	YPL174C	augustus_masked-scf7180000020131-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000020131-processed-gene-0.40&CDS=1-2583
OG0003888	YPL175W	genemark-scf7180000020131-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020131-processed-gene-0.16&CDS=1-1074
OG0003889	YPL177C	genemark-scf7180000020169-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.125&CDS=1-504
OG0003890	YPL178W	genemark-scf7180000020228-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-0.53&CDS=1-654
OG0003891	YPL180W	augustus_masked-scf7180000020169-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-scf7180000020169-processed-gene-0.194&CDS=1-2652
OG0003892	YPL181W	genemark-scf7180000020169-processed-gene-0.124-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.124&CDS=1-2019
OG0003893	YPL183C	genemark-scf7180000020169-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.122&CDS=1-3012
OG0003894	YPL183W-A	genemark-scf7180000020169-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.87&CDS=1-381
OG0003895	YPL184C	genemark-scf7180000020169-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.121&CDS=1-1509
OG0003896	YPL186C	augustus_masked-scf7180000020169-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-scf7180000020169-processed-gene-0.191&CDS=1-1200
OG0003897	YPL190C	genemark-scf7180000020112-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.15&CDS=1-2346
OG0003898	YPL193W	augustus_masked-scf7180000020112-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-scf7180000020112-processed-gene-0.154&CDS=1-1239
OG0003899	YPL194W	snap_masked-scf7180000020112-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000020112-processed-gene-0.104&CDS=1-1914
OG0003900	YPL195W	genemark-scf7180000020112-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.42&CDS=1-2844
OG0003901	YPL196W	genemark-scf7180000020112-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.43&CDS=1-861
OG0003902	YPL202C	augustus_masked-scf7180000020228-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-0.9&CDS=1-2253
OG0003903	YPL204W	genemark-scf7180000020150-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.84&CDS=1-1497
OG0003904	YPL206C	genemark-scf7180000020150-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.62&CDS=1-981
OG0003905	YPL207W	genemark-scf7180000020150-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.85&CDS=1-2520
OG0003906	YPL208W	genemark-scf7180000020150-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.86&CDS=1-1770
OG0003907	YPL210C	genemark-scf7180000020206-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.39&CDS=1-1917
OG0003908	YPL211W	genemark-scf7180000020206-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.31&CDS=1-543
OG0003909	YPL212C	genemark-scf7180000020206-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.38&CDS=1-1602
OG0003910	YPL213W	genemark-scf7180000020206-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.30&CDS=1-726
OG0003911	YPL214C	genemark-scf7180000020206-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.37&CDS=1-1659
OG0003912	YPL215W	genemark-scf7180000020206-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.29&CDS=1-963
OG0003913	YPL217C	genemark-scf7180000020206-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.36&CDS=1-3507
OG0003914	YPL218W	augustus_masked-scf7180000020206-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000020206-processed-gene-0.47&CDS=1-564
OG0003915	YPL222W	snap_masked-scf7180000020206-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000020206-processed-gene-0.2&CDS=1-2118
OG0003916	YPL225W	genemark-scf7180000020228-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-1.10&CDS=1-438
OG0003917	YPL226W	genemark-scf7180000020228-processed-gene-1.11-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-1.11&CDS=1-3555
OG0003918	YPL227C	genemark-scf7180000020206-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.32&CDS=1-996
OG0003919	YPL228W	maker-scf7180000020206-snap-gene-0.41-mRNA-1_1&gene=maker-scf7180000020206-snap-gene-0.41&CDS=1-1698
OG0003920	YPL231W	augustus_masked-scf7180000020158-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000020158-processed-gene-0.8&CDS=1-5673
OG0003921	YPL233W	snap_masked-scf7180000020158-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000020158-processed-gene-0.46&CDS=1-579
OG0003922	YPL234C	genemark-scf7180000020158-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.18&CDS=1-498
OG0003923	YPL235W	genemark-scf7180000020158-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.29&CDS=1-1464
OG0003924	YPL236C	genemark-scf7180000020158-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.19&CDS=1-1116
OG0003925	YPL237W	genemark-scf7180000020158-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.30&CDS=1-846
OG0003926	YPL239W	genemark-scf7180000020158-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.31&CDS=1-585
OG0003927	YPL241C	snap_masked-scf7180000020158-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000020158-processed-gene-0.38&CDS=1-858
OG0003928	YPL242C	genemark-scf7180000020158-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.21&CDS=1-4524
OG0003929	YPL243W	genemark-scf7180000020158-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.32&CDS=1-1809
OG0003930	YPL244C	genemark-scf7180000020158-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.22&CDS=1-1074
OG0003931	YPL245W	genemark-scf7180000020158-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.33&CDS=1-1335
OG0003932	YPL246C	augustus_masked-scf7180000020158-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000020158-processed-gene-0.4&CDS=1-834
OG0003933	YPL247C	genemark-scf7180000020158-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.24&CDS=1-1497
OG0003934	YPL248C	genemark-scf7180000020158-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020158-processed-gene-0.25&CDS=1-3204
OG0003935	YPL252C	genemark-scf7180000020159-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020159-processed-gene-0.14&CDS=1-606
OG0003936	YPL253C	snap_masked-scf7180000020159-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000020159-processed-gene-0.111&CDS=1-2139
OG0003937	YPL254W	genemark-scf7180000020159-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020159-processed-gene-0.16&CDS=1-1479
OG0003938	YPL259C	genemark-scf7180000020216-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.77&CDS=1-1401
OG0003939	YPL260W	genemark-scf7180000020216-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.114&CDS=1-1530
OG0003940	YPL262W	augustus_masked-scf7180000020130-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-scf7180000020130-processed-gene-0.154&CDS=1-1503
OG0003941	YPL263C	genemark-scf7180000020130-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.80&CDS=1-1950
OG0003942	YPL265W	maker-scf7180000019996-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000019996-snap-gene-0.6&CDS=1-3576
OG0003943	YPL266W	genemark-scf7180000019969-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000019969-processed-gene-0.9&CDS=1-963
OG0003944	YPL269W	snap_masked-scf7180000020130-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000020130-processed-gene-0.42&CDS=1-2598
OG0003945	YPL270W	genemark-scf7180000020130-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000020130-processed-gene-0.120&CDS=1-2577
OG0003946	YPR002W	genemark-scf7180000020108-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000020108-processed-gene-0.23&CDS=1-1527
OG0003947	YPR003C	genemark-scf7180000020108-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020108-processed-gene-0.18&CDS=1-2139
