	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
OG0003136	genemark-BBIL01000023.1-processed-gene-2.53-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.53&CDS=1-1056	YMR204C
OG0003137	genemark-BBIL01000023.1-processed-gene-2.67-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.67&CDS=1-1161	YMR203W
OG0003138	genemark-BBIL01000023.1-processed-gene-2.68-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.68&CDS=1-552	YNR010W
OG0003139	genemark-BBIL01000023.1-processed-gene-2.69-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.69&CDS=1-669	YMR202W
OG0003140	genemark-BBIL01000023.1-processed-gene-2.71-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.71&CDS=1-1920	YNR008W
OG0003141	genemark-BBIL01000023.1-processed-gene-2.54-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.54&CDS=1-924	YNR007C
OG0003142	genemark-BBIL01000023.1-processed-gene-2.55-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.55&CDS=1-1053	YLR377C
OG0003143	genemark-BBIL01000023.1-processed-gene-2.73-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.73&CDS=1-960	YDL052C
OG0003144	genemark-BBIL01000023.1-processed-gene-2.57-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.57&CDS=1-861	YDL051W
OG0003145	genemark-BBIL01000023.1-processed-gene-2.58-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.58&CDS=1-1692	YML127W
OG0003146	genemark-BBIL01000023.1-processed-gene-2.75-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.75&CDS=1-3639	YML091C
OG0003147	genemark-BBIL01000023.1-processed-gene-2.76-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.76&CDS=1-1392	YML126C
OG0003148	genemark-BBIL01000023.1-processed-gene-2.59-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.59&CDS=1-2007	YPR161C
OG0003149	genemark-BBIL01000023.1-processed-gene-2.60-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.60&CDS=1-2103	YLR452C
OG0003150	genemark-BBIL01000023.1-processed-gene-2.77-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.77&CDS=1-1572	YER025W
OG0003151	genemark-BBIL01000023.1-processed-gene-2.78-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.78&CDS=1-2802	YLR451W
OG0003152	genemark-BBIL01000023.1-processed-gene-2.61-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.61&CDS=1-1350	YJR124C
OG0003153	genemark-BBIL01000023.1-processed-gene-2.79-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.79&CDS=1-2580	YER024W
OG0003154	genemark-BBIL01000023.1-processed-gene-2.80-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.80&CDS=1-681	YJR123W
OG0003155	genemark-BBIL01000023.1-processed-gene-2.81-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.81&CDS=1-1362	YJR122W
OG0003156	genemark-BBIL01000023.1-processed-gene-2.82-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.82&CDS=1-1515	YJR121W
OG0003157	genemark-BBIL01000023.1-processed-gene-2.83-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.83&CDS=1-858	YER023W
OG0003158	genemark-BBIL01000023.1-processed-gene-2.62-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.62&CDS=1-2478	YJR119C
OG0003159	genemark-BBIL01000023.1-processed-gene-2.63-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.63&CDS=1-516	YJR118C
OG0003160	genemark-BBIL01000023.1-processed-gene-2.84-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.84&CDS=1-2007	YER022W
OG0003161	genemark-BBIL01000023.1-processed-gene-2.85-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.85&CDS=1-1521	YER021W
OG0003162	genemark-BBIL01000023.1-processed-gene-2.86-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.86&CDS=1-1365	YJR117W
OG0003163	genemark-BBIL01000023.1-processed-gene-2.87-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-2.87&CDS=1-849	YJR116W
OG0003164	genemark-BBIL01000023.1-processed-gene-3.92-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.92&CDS=1-1197	YJR105W
OG0003165	genemark-BBIL01000023.1-processed-gene-3.94-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.94&CDS=1-1104	YJR107W
OG0003166	genemark-BBIL01000023.1-processed-gene-3.96-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.96&CDS=1-1509	YER020W
OG0003167	genemark-BBIL01000023.1-processed-gene-3.95-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.95&CDS=1-813	YNL155W
OG0003168	genemark-BBIL01000023.1-processed-gene-3.118-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.118&CDS=1-1632	YHR135C
OG0003169	augustus_masked-BBIL01000023.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.28&CDS=1-771	YHR136C
OG0003170	genemark-BBIL01000023.1-processed-gene-3.99-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.99&CDS=1-1590	YHR137W
OG0003171	genemark-BBIL01000023.1-processed-gene-3.100-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.100&CDS=1-387	YNL153C
OG0003172	genemark-BBIL01000023.1-processed-gene-3.101-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.101&CDS=1-1479	YFL018C
OG0003173	genemark-BBIL01000023.1-processed-gene-3.121-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.121&CDS=1-1581	YMR013C
OG0003174	genemark-BBIL01000023.1-processed-gene-3.102-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.102&CDS=1-1428	YMR014W
OG0003175	genemark-BBIL01000023.1-processed-gene-3.122-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.122&CDS=1-1605	YMR015C
OG0003176	maker-BBIL01000023.1-snap-gene-3.138-mRNA-1_1&gene=maker-BBIL01000023.1-snap-gene-3.138&CDS=1-2106	YMR172W
OG0003177	genemark-BBIL01000023.1-processed-gene-3.126-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.126&CDS=1-795	YFR052W
OG0003178	genemark-BBIL01000023.1-processed-gene-3.127-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.127&CDS=1-1626	YFR051C
OG0003179	augustus_masked-BBIL01000023.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.38&CDS=1-927	YGL250W
OG0003180	genemark-BBIL01000023.1-processed-gene-3.106-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.106&CDS=1-3495	YGL251C
OG0003181	genemark-BBIL01000023.1-processed-gene-3.107-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.107&CDS=1-1779	YGL252C
OG0003182	genemark-BBIL01000023.1-processed-gene-3.108-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.108&CDS=1-795	YFR050C
OG0003183	augustus_masked-BBIL01000023.1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.17&CDS=1-1116	YGL248W
OG0003184	snap_masked-BBIL01000023.1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-3.84&CDS=1-570	YFR049W
OG0003185	snap_masked-BBIL01000023.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-3.85&CDS=1-1128	YPL049C
OG0003186	maker-BBIL01000023.1-augustus-gene-3.0-mRNA-1_1&gene=maker-BBIL01000023.1-augustus-gene-3.0&CDS=1-3519	YDR256C
OG0003187	augustus_masked-BBIL01000023.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.22&CDS=1-1188	YDR255C
OG0003188	snap_masked-BBIL01000023.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-3.86&CDS=1-288	YPL046C
OG0003189	augustus_masked-BBIL01000023.1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.23&CDS=1-2379	YPL045W
OG0003190	augustus_masked-BBIL01000023.1-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.41&CDS=1-1197	YDR254W
OG0003191	genemark-BBIL01000023.1-processed-gene-3.115-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.115&CDS=1-2046	YPL043W
OG0003192	genemark-BBIL01000023.1-processed-gene-3.133-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.133&CDS=1-1740	YPL042C
OG0003193	genemark-BBIL01000023.1-processed-gene-3.134-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.134&CDS=1-2976	YPL040C
OG0003194	augustus_masked-BBIL01000023.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.25&CDS=1-918	YPL039W
OG0003195	augustus_masked-BBIL01000023.1-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.26&CDS=1-795	YDR253C
OG0003196	genemark-BBIL01000023.1-processed-gene-3.135-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-3.135&CDS=1-471	YPL037C
OG0003197	augustus_masked-BBIL01000023.1-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-3.45&CDS=1-2676	YPL032C
OG0003198	snap_masked-BBIL01000023.1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.44&CDS=1-1119	YDR249C
OG0003199	augustus_masked-BBIL01000023.1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-4.97&CDS=1-933	YPL031C
OG0003200	genemark-BBIL01000023.1-processed-gene-4.1-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.1&CDS=1-1608	YPL030W
OG0003201	genemark-BBIL01000023.1-processed-gene-4.2-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.2&CDS=1-2244	YPL029W
OG0003202	genemark-BBIL01000023.1-processed-gene-4.3-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.3&CDS=1-1194	YPL028W
OG0003203	genemark-BBIL01000023.1-processed-gene-4.4-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.4&CDS=1-546	YDR248C
OG0003204	genemark-BBIL01000023.1-processed-gene-4.6-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.6&CDS=1-1434	YPL026C
OG0003205	genemark-BBIL01000023.1-processed-gene-4.24-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.24&CDS=1-570	YDR246W
OG0003206	snap_masked-BBIL01000023.1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.51&CDS=1-681	YPL024W
OG0003207	genemark-BBIL01000023.1-processed-gene-4.25-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.25&CDS=1-1926	YPL023C
OG0003208	genemark-BBIL01000023.1-processed-gene-4.8-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.8&CDS=1-3171	YPL022W
OG0003209	snap_masked-BBIL01000023.1-processed-gene-4.71-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.71&CDS=1-3651	YPL016W
OG0003210	genemark-BBIL01000023.1-processed-gene-4.10-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.10&CDS=1-798	YPL196W
OG0003211	genemark-BBIL01000023.1-processed-gene-4.27-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.27&CDS=1-531	YGL079W
OG0003212	genemark-BBIL01000023.1-processed-gene-4.11-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.11&CDS=1-2706	YPL195W
OG0003213	snap_masked-BBIL01000023.1-processed-gene-4.56-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.56&CDS=1-1689	YPL194W
OG0003214	genemark-BBIL01000023.1-processed-gene-4.28-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.28&CDS=1-366	YGL080W
OG0003215	snap_masked-BBIL01000023.1-processed-gene-4.57-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.57&CDS=1-1068	YPL193W
OG0003216	genemark-BBIL01000023.1-processed-gene-4.30-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.30&CDS=1-1032	YGL082W
OG0003217	genemark-BBIL01000023.1-processed-gene-4.32-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.32&CDS=1-2277	YPL190C
OG0003218	snap_masked-BBIL01000023.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.78&CDS=1-195	YPL189C-A
OG0003219	augustus_masked-BBIL01000023.1-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-4.125&CDS=1-2379	YGL083W
OG0003220	genemark-BBIL01000023.1-processed-gene-4.14-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.14&CDS=1-1767	YGL084C
OG0003221	genemark-BBIL01000023.1-processed-gene-4.34-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.34&CDS=1-810	YGL085W
OG0003222	genemark-BBIL01000023.1-processed-gene-4.35-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.35&CDS=1-1962	YGL086W
OG0003223	augustus_masked-BBIL01000023.1-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-4.107&CDS=1-444	YGL087C
OG0003224	genemark-BBIL01000023.1-processed-gene-4.16-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.16&CDS=1-1233	YPL188W
OG0003225	snap_masked-BBIL01000023.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.81&CDS=1-747	YPL186C
OG0003226	genemark-BBIL01000023.1-processed-gene-4.37-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.37&CDS=1-2040	YPL184C
OG0003227	genemark-BBIL01000023.1-processed-gene-4.18-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.18&CDS=1-990	YGL091C
OG0003228	snap_masked-BBIL01000023.1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.83&CDS=1-3990	YGL092W
OG0003229	snap_masked-BBIL01000023.1-processed-gene-4.84-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.84&CDS=1-2538	YGL093W
OG0003230	genemark-BBIL01000023.1-processed-gene-4.40-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.40&CDS=1-2973	YPL183C
OG0003231	genemark-BBIL01000023.1-processed-gene-4.19-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.19&CDS=1-3438	YGL094C
OG0003232	snap_masked-BBIL01000023.1-processed-gene-4.86-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.86&CDS=1-2295	YPL180W
OG0003233	genemark-BBIL01000023.1-processed-gene-4.20-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.20&CDS=1-1731	YGL095C
OG0003234	snap_masked-BBIL01000023.1-processed-gene-4.87-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.87&CDS=1-1332	YPL181W
OG0003235	snap_masked-BBIL01000023.1-processed-gene-4.88-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-4.88&CDS=1-1566	YBR288C
OG0003236	maker-BBIL01000023.1-augustus-gene-4.90-mRNA-1_1&gene=maker-BBIL01000023.1-augustus-gene-4.90&CDS=1-3591	YBR290W
OG0003237	genemark-BBIL01000023.1-processed-gene-4.43-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.43&CDS=1-894	YBR291C
OG0003238	genemark-BBIL01000023.1-processed-gene-4.23-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-4.23&CDS=1-1122	YHR002W
OG0003239	genemark-BBIL01000023.1-processed-gene-5.43-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.43&CDS=1-1497	YKL027W
OG0003240	genemark-BBIL01000023.1-processed-gene-5.44-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.44&CDS=1-1521	YKL028W
OG0003241	genemark-BBIL01000023.1-processed-gene-5.45-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.45&CDS=1-1926	YKL029C
OG0003242	genemark-BBIL01000023.1-processed-gene-5.46-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.46&CDS=1-1122	YHR004C
OG0003243	genemark-BBIL01000023.1-processed-gene-5.47-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.47&CDS=1-1383	YMR070W
OG0003244	genemark-BBIL01000023.1-processed-gene-5.63-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.63&CDS=1-513	YMR071C
OG0003245	genemark-BBIL01000023.1-processed-gene-5.49-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.49&CDS=1-1383	YKL032C
OG0003246	genemark-BBIL01000023.1-processed-gene-5.64-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.64&CDS=1-432	YMR073C
OG0003247	genemark-BBIL01000023.1-processed-gene-5.66-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.66&CDS=1-399	YMR074C
OG0003248	snap_masked-BBIL01000023.1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-5.8&CDS=1-1950	YMR075W
OG0003249	genemark-BBIL01000023.1-processed-gene-5.67-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.67&CDS=1-3738	YMR076C
OG0003250	genemark-BBIL01000023.1-processed-gene-5.68-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.68&CDS=1-2043	YHL008C
OG0003251	snap_masked-BBIL01000023.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-5.28&CDS=1-3084	YKL033W
OG0003252	genemark-BBIL01000023.1-processed-gene-5.51-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.51&CDS=1-1596	YHL010C
OG0003253	genemark-BBIL01000023.1-processed-gene-5.52-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.52&CDS=1-960	YHL011C
OG0003254	genemark-BBIL01000023.1-processed-gene-5.70-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.70&CDS=1-669	YKL033W-A
OG0003255	genemark-BBIL01000023.1-processed-gene-5.71-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.71&CDS=1-2271	YKL034W
OG0003256	genemark-BBIL01000023.1-processed-gene-5.72-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.72&CDS=1-1506	YKL035W
OG0003257	genemark-BBIL01000023.1-processed-gene-5.73-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.73&CDS=1-3270	YKL038W
OG0003258	genemark-BBIL01000023.1-processed-gene-5.53-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.53&CDS=1-996	YHL013C
OG0003259	genemark-BBIL01000023.1-processed-gene-5.54-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.54&CDS=1-1227	YHL014C
OG0003260	genemark-BBIL01000023.1-processed-gene-5.74-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.74&CDS=1-351	YHL015W
OG0003261	genemark-BBIL01000023.1-processed-gene-5.75-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.75&CDS=1-1503	YKL039W
OG0003262	genemark-BBIL01000023.1-processed-gene-5.56-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.56&CDS=1-765	YKL040C
OG0003263	genemark-BBIL01000023.1-processed-gene-5.76-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.76&CDS=1-315	YHL018W
OG0003264	snap_masked-BBIL01000023.1-processed-gene-5.15-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-5.15&CDS=1-1515	YHL019C
OG0003265	snap_masked-BBIL01000023.1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-5.16&CDS=1-1263	YHL020C
OG0003266	genemark-BBIL01000023.1-processed-gene-5.78-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.78&CDS=1-690	YKL041W
OG0003267	genemark-BBIL01000023.1-processed-gene-5.59-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.59&CDS=1-3831	YMR012W
OG0003268	genemark-BBIL01000023.1-processed-gene-5.80-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.80&CDS=1-687	YLR051C
OG0003269	genemark-BBIL01000023.1-processed-gene-5.60-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.60&CDS=1-576	YLR052W
OG0003270	genemark-BBIL01000023.1-processed-gene-5.61-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.61&CDS=1-1497	YFL022C
OG0003271	snap_masked-BBIL01000023.1-processed-gene-5.40-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-5.40&CDS=1-1986	YLR054C
OG0003272	snap_masked-BBIL01000023.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-5.42&CDS=1-2229	YFL023W
OG0003273	genemark-BBIL01000023.1-processed-gene-5.62-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.62&CDS=1-5394	YFL025C
OG0003274	genemark-BBIL01000023.1-processed-gene-5.84-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.84&CDS=1-1299	YFL026W
OG0003275	genemark-BBIL01000023.1-processed-gene-5.85-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-5.85&CDS=1-543	YOR297C
OG0003276	genemark-BBIL01000023.1-processed-gene-6.97-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.97&CDS=1-1167	YMR235C
OG0003277	genemark-BBIL01000023.1-processed-gene-6.98-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.98&CDS=1-450	YOR298C-A
OG0003278	genemark-BBIL01000023.1-processed-gene-6.95-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.95&CDS=1-1362	YMR238W
OG0003279	genemark-BBIL01000023.1-processed-gene-6.96-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.96&CDS=1-1284	YOR301W
OG0003280	genemark-BBIL01000023.1-processed-gene-6.99-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.99&CDS=1-1227	YOR303W
OG0003281	genemark-BBIL01000023.1-processed-gene-6.118-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.118&CDS=1-1392	YMR239C
OG0003282	augustus_masked-BBIL01000023.1-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-6.29&CDS=1-1782	YOL066C
OG0003283	genemark-BBIL01000023.1-processed-gene-6.120-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.120&CDS=1-1155	YOL065C
OG0003284	genemark-BBIL01000023.1-processed-gene-6.121-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.121&CDS=1-2565	YDL035C
OG0003285	genemark-BBIL01000023.1-processed-gene-6.122-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.122&CDS=1-1089	YOL064C
OG0003286	genemark-BBIL01000023.1-processed-gene-6.123-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.123&CDS=1-1245	YDL033C
OG0003287	genemark-BBIL01000023.1-processed-gene-6.101-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.101&CDS=1-2943	YDL031W
OG0003288	snap_masked-BBIL01000023.1-processed-gene-6.57-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-6.57&CDS=1-1575	YDL030W
OG0003289	genemark-BBIL01000023.1-processed-gene-6.103-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.103&CDS=1-1341	YBR029C
OG0003290	genemark-BBIL01000023.1-processed-gene-6.104-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.104&CDS=1-1671	YBR028C
OG0003291	genemark-BBIL01000023.1-processed-gene-6.108-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.108&CDS=1-3171	YNL132W
OG0003292	genemark-BBIL01000023.1-processed-gene-6.109-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.109&CDS=1-456	YNL131W
OG0003293	genemark-BBIL01000023.1-processed-gene-6.110-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.110&CDS=1-714	YNL129W
OG0003294	genemark-BBIL01000023.1-processed-gene-6.111-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.111&CDS=1-1302	YNL128W
OG0003295	genemark-BBIL01000023.1-processed-gene-6.130-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.130&CDS=1-555	YHR121W
OG0003296	genemark-BBIL01000023.1-processed-gene-6.112-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.112&CDS=1-2817	YNL127W
OG0003297	snap_masked-BBIL01000023.1-processed-gene-6.67-mRNA-1_1&gene=snap_masked-BBIL01000023.1-processed-gene-6.67&CDS=1-2523	YNL126W
OG0003298	augustus_masked-BBIL01000023.1-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-BBIL01000023.1-processed-gene-6.40&CDS=1-1917	YNL125C
OG0003299	genemark-BBIL01000023.1-processed-gene-6.114-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.114&CDS=1-1491	YNL124W
OG0003300	genemark-BBIL01000023.1-processed-gene-6.132-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.132&CDS=1-5760	YHR120W
OG0003301	genemark-BBIL01000023.1-processed-gene-6.115-mRNA-1_1&gene=genemark-BBIL01000023.1-processed-gene-6.115&CDS=1-1284	YHR118C
