	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
OG0002455	YMR110C	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.149&CDS=1-1686
OG0002456	YMR112C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.142&CDS=1-693
OG0002457	YMR116C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.141&CDS=1-951
OG0002458	YMR117C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.93&CDS=1-630
OG0002459	YMR120C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.237&CDS=1-1767
OG0002460	YMR123W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.37&CDS=1-396
OG0002461	YMR125W	maker-NODE_1_length_754808_cov_12.3332_ID_9967-augustus-gene-2.60-mRNA-1_1&gene=maker-NODE_1_length_754808_cov_12.3332_ID_9967-augustus-gene-2.60&CDS=1-3612
OG0002462	YMR128W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.160&CDS=1-3813
OG0002463	YMR129W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.161&CDS=1-3867
OG0002464	YMR130W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.164&CDS=1-990
OG0002465	YMR131C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.32&CDS=1-1536
OG0002466	YMR132C	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.198&CDS=1-663
OG0002467	YMR134W	snap_masked-NODE_46_length_62667_cov_13.8039_ID_13199-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_46_length_62667_cov_13.8039_ID_13199-processed-gene-0.28&CDS=1-675
OG0002468	YMR137C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.13-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.13&CDS=1-2208
OG0002469	YMR138W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.46&CDS=1-540
OG0002470	YMR140W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.88&CDS=1-1467
OG0002471	YMR145C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.39&CDS=1-1668
OG0002472	YMR146C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.45&CDS=1-1044
OG0002473	YMR149W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.104&CDS=1-810
OG0002474	YMR156C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.132&CDS=1-729
OG0002475	YMR158W	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.133&CDS=1-468
OG0002476	YMR159C	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.192&CDS=1-555
OG0002477	YMR161W	genemark-NODE_117_length_1689_cov_16.2271_ID_14382-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_117_length_1689_cov_16.2271_ID_14382-processed-gene-0.1&CDS=1-987
OG0002478	YMR162C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.122&CDS=1-4971
OG0002479	YMR165C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.77-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.77&CDS=1-2466
OG0002480	YMR166C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.90&CDS=1-1038
OG0002481	YMR167W	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-0.73&CDS=1-2682
OG0002482	YMR171C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.17&CDS=1-1653
OG0002483	YMR178W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.37&CDS=1-891
OG0002484	YMR185W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.117&CDS=1-2982
OG0002485	YMR186W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.141&CDS=1-2103
OG0002486	YMR189W	genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_36_length_90081_cov_12.4905_ID_12360-processed-gene-0.30&CDS=1-3078
OG0002487	YMR190C	genemark-NODE_58_length_35640_cov_11.7486_ID_9362-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_58_length_35640_cov_11.7486_ID_9362-processed-gene-0.15&CDS=1-4134
OG0002488	YMR194C-B	snap_masked-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.7&CDS=1-240
OG0002489	YMR196W	augustus_masked-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.87&CDS=1-4272
OG0002490	YMR200W	augustus_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.59&CDS=1-3006
OG0002491	YMR201C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.142&CDS=1-1137
OG0002492	YMR202W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.128&CDS=1-654
OG0002493	YMR203W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.114&CDS=1-1161
OG0002494	YMR208W	augustus_masked-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.26&CDS=1-1887
OG0002495	YMR209C	genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.23&CDS=1-1323
OG0002496	YMR210W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.225-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.225&CDS=1-1356
OG0002497	YMR211W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.36&CDS=1-1422
OG0002498	YMR212C	genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.19&CDS=1-1755
OG0002499	YMR213W	genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.12&CDS=1-1872
OG0002500	YMR214W	augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.104&CDS=1-2154
OG0002501	YMR216C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.74-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.74&CDS=1-2169
OG0002502	YMR217W	genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_66_length_21923_cov_12.4952_ID_10574-processed-gene-0.22&CDS=1-1587
OG0002503	YMR223W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.55&CDS=1-1449
OG0002504	YMR224C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.55&CDS=1-2052
OG0002505	YMR225C	snap_masked-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_51_length_50188_cov_13.2165_ID_8443-processed-gene-0.29&CDS=1-288
OG0002506	YMR226C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.265-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.265&CDS=1-804
OG0002507	YMR227C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.4&CDS=1-1557
OG0002508	YMR228W	genemark-NODE_62_length_24893_cov_12.8675_ID_11218-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_62_length_24893_cov_12.8675_ID_11218-processed-gene-0.11&CDS=1-1071
OG0002509	YMR229C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.11-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.11&CDS=1-5091
OG0002510	YMR231W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.47&CDS=1-3066
OG0002511	YMR234W	maker-NODE_1_length_754808_cov_12.3332_ID_9967-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_1_length_754808_cov_12.3332_ID_9967-snap-gene-1.111&CDS=1-807
OG0002512	YMR235C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.8&CDS=1-1182
OG0002513	YMR240C	snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.37&CDS=1-1617
OG0002514	YMR241W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.245-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.245&CDS=1-921
OG0002515	YMR243C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.103&CDS=1-1233
OG0002516	YMR244C-A	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.199-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.199&CDS=1-315
OG0002517	YMR244W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.300-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.300&CDS=1-867
OG0002518	YMR247C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.11&CDS=1-4542
OG0002519	YMR250W	genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_49_length_59667_cov_11.8515_ID_8696-processed-gene-0.75&CDS=1-1677
OG0002520	YMR256C	snap_masked-NODE_48_length_61659_cov_13.6691_ID_8738-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_48_length_61659_cov_13.6691_ID_8738-processed-gene-0.22&CDS=1-183
OG0002521	YMR258C	snap_masked-NODE_58_length_35640_cov_11.7486_ID_9362-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_58_length_35640_cov_11.7486_ID_9362-processed-gene-0.11&CDS=1-1629
OG0002522	YMR259C	augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.99&CDS=1-4119
OG0002523	YMR260C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.129&CDS=1-459
OG0002524	YMR262W	augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.93&CDS=1-984
OG0002525	YMR263W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.30&CDS=1-447
OG0002526	YMR264W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.31&CDS=1-597
OG0002527	YMR268C	augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.15&CDS=1-2670
OG0002528	YMR269W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.135&CDS=1-768
OG0002529	YMR272C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.114&CDS=1-1128
OG0002530	YMR276W	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.12&CDS=1-1089
OG0002531	YMR277W	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.14&CDS=1-2304
OG0002532	YMR278W	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.16&CDS=1-1845
OG0002533	YMR283C	augustus_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.136&CDS=1-2070
OG0002534	YMR284W	maker-NODE_49_length_59667_cov_11.8515_ID_8696-augustus-gene-0.63-mRNA-1_1&gene=maker-NODE_49_length_59667_cov_11.8515_ID_8696-augustus-gene-0.63&CDS=1-3726
OG0002535	YMR285C	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.61&CDS=1-1482
OG0002536	YMR286W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.312-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.312&CDS=1-441
OG0002537	YMR287C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.114&CDS=1-3228
OG0002538	YMR288W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.139&CDS=1-3081
OG0002539	YMR289W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.90-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.90&CDS=1-837
OG0002540	YMR290C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.127&CDS=1-1722
OG0002541	YMR292W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.153&CDS=1-417
OG0002542	YMR293C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.98&CDS=1-1428
OG0002543	YMR295C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.115&CDS=1-570
OG0002544	YMR300C	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-1.75&CDS=1-1590
OG0002545	YMR301C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.127&CDS=1-2103
OG0002546	YMR302C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.42&CDS=1-2673
OG0002547	YMR304W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.51&CDS=1-3906
OG0002548	YMR305C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.72&CDS=1-1116
OG0002549	YMR308C	augustus_masked-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.88&CDS=1-4371
OG0002550	YMR309C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.263-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.263&CDS=1-2535
OG0002551	YMR310C	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.21&CDS=1-1050
OG0002552	YMR311C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.64&CDS=1-597
OG0002553	YMR312W	genemark-NODE_82_length_8882_cov_12.8094_ID_12704-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_82_length_8882_cov_12.8094_ID_12704-processed-gene-0.0&CDS=1-819
OG0002554	YMR313C	augustus_masked-NODE_82_length_8882_cov_12.8094_ID_12704-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_82_length_8882_cov_12.8094_ID_12704-processed-gene-0.7&CDS=1-4380
OG0002555	YMR314W	snap_masked-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.52&CDS=1-831
OG0002556	YMR315W	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.53&CDS=1-1044
OG0002557	YNL001W	maker-NODE_6_length_334944_cov_12.2087_ID_4781-augustus-gene-1.42-mRNA-1_1&gene=maker-NODE_6_length_334944_cov_12.2087_ID_4781-augustus-gene-1.42&CDS=1-2268
OG0002558	YNL002C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.36&CDS=1-786
OG0002559	YNL003C	maker-NODE_15_length_229255_cov_12.734_ID_17634-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_15_length_229255_cov_12.734_ID_17634-snap-gene-0.4&CDS=1-1815
OG0002560	YNL006W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.37&CDS=1-948
OG0002561	YNL007C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.38&CDS=1-1014
OG0002562	YNL011C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.162-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.162&CDS=1-1443
OG0002563	YNL014W	augustus_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.145&CDS=1-4527
OG0002564	YNL016W	genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.27&CDS=1-1479
OG0002565	YNL021W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.105&CDS=1-2646
OG0002566	YNL022C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.83&CDS=1-1491
OG0002567	YNL023C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-0.59&CDS=1-3033
OG0002568	YNL025C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.195-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.195&CDS=1-1026
OG0002569	YNL026W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.237-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.237&CDS=1-1437
OG0002570	YNL032W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.175-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-2.175&CDS=1-765
