	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
OG0002702	augustus_masked-scaffold_5-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.63&CDS=1-1713	YEL002C
OG0002703	genemark-scaffold_5-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.21&CDS=1-300	YIL008W
OG0002704	augustus_masked-scaffold_5-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.64&CDS=1-687	YIL007C
OG0002705	genemark-scaffold_5-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.36&CDS=1-2970	YOL090W
OG0002706	genemark-scaffold_5-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.23&CDS=1-360	YKL003C
OG0002707	genemark-scaffold_5-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.37&CDS=1-1458	YKL004W
OG0002708	genemark-scaffold_5-processed-gene-6.38-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.38&CDS=1-912	YMR099C
OG0002709	genemark-scaffold_5-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.77&CDS=1-1146	YLR328W
OG0002710	snap_masked-scaffold_5-processed-gene-7.35-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.35&CDS=1-567	YGR216C
OG0002711	snap_masked-scaffold_5-processed-gene-7.34-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.34&CDS=1-2793	YFL013C
OG0002712	genemark-scaffold_5-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.97&CDS=1-447	YFL017C
OG0002713	snap_masked-scaffold_5-processed-gene-7.57-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.57&CDS=1-1782	YKL171W
OG0002714	snap_masked-scaffold_5-processed-gene-7.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.59&CDS=1-1992	YLR361C
OG0002715	snap_masked-scaffold_5-processed-gene-7.37-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.37&CDS=1-1347	YCL032W
OG0002716	snap_masked-scaffold_5-processed-gene-7.40-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.40&CDS=1-2190	YDR324C
OG0002717	maker-scaffold_5-snap-gene-7.1-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.1&CDS=1-1122	YML008C
OG0002718	snap_masked-scaffold_5-processed-gene-7.63-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.63&CDS=1-3438	YDR325W
OG0002719	snap_masked-scaffold_5-processed-gene-7.41-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.41&CDS=1-3333	YEL053C
OG0002720	genemark-scaffold_5-processed-gene-7.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.85&CDS=1-1134	YHR068W
OG0002721	snap_masked-scaffold_5-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.44&CDS=1-1542	YKL103C
OG0002722	augustus_masked-scaffold_5-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.10&CDS=1-1908	YML017W
OG0002723	snap_masked-scaffold_5-processed-gene-7.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.64&CDS=1-1293	YER020W
OG0002724	snap_masked-scaffold_5-processed-gene-7.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.65&CDS=1-1365	YKL139W
OG0002725	snap_masked-scaffold_5-processed-gene-7.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.66&CDS=1-2109	YKL104C
OG0002726	genemark-scaffold_5-processed-gene-7.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.87&CDS=1-1128	YDR282C
OG0002727	snap_masked-scaffold_5-processed-gene-7.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.47&CDS=1-2025	YMR108W
OG0002728	genemark-scaffold_5-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.91&CDS=1-2091	YOR317W
OG0002729	genemark-scaffold_5-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.105&CDS=1-1137	YDR321W
OG0002730	genemark-scaffold_5-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.92&CDS=1-315	YMR244C-A
OG0002731	augustus_masked-scaffold_5-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.29&CDS=1-4074	YDR407C
OG0002732	genemark-scaffold_5-processed-gene-7.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.93&CDS=1-807	YOR157C
OG0002733	snap_masked-scaffold_5-processed-gene-7.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.51&CDS=1-1005	YDR214W
OG0002734	snap_masked-scaffold_5-processed-gene-7.52-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.52&CDS=1-1119	YDL168W
OG0002735	genemark-scaffold_5-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.95&CDS=1-1095	YOR136W
OG0002736	genemark-scaffold_5-processed-gene-7.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.106&CDS=1-705	YDR408C
OG0002737	genemark-scaffold_5-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.89&CDS=1-618	YOR021C
OG0002738	augustus_masked-scaffold_5-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.11&CDS=1-2835	YOR022C
OG0002739	genemark-scaffold_5-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.91&CDS=1-2166	YIL078W
OG0002740	genemark-scaffold_5-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.103&CDS=1-396	YKL170W
OG0002741	genemark-scaffold_5-processed-gene-8.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.92&CDS=1-1581	YDL178W
OG0002742	snap_masked-scaffold_5-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.73&CDS=1-741	YKL206C
OG0002743	genemark-scaffold_5-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.105&CDS=1-504	YGL068W
OG0002744	snap_masked-scaffold_5-processed-gene-8.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.50&CDS=1-336	YGL070C
OG0002745	genemark-scaffold_5-processed-gene-8.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.93&CDS=1-1419	YGR044C
OG0002746	genemark-scaffold_5-processed-gene-8.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.107&CDS=1-723	YNL010W
OG0002747	genemark-scaffold_5-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.94&CDS=1-1599	YLR248W
OG0002748	augustus_masked-scaffold_5-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.17&CDS=1-5127	YLR247C
OG0002749	maker-scaffold_5-augustus-gene-8.5-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.5&CDS=1-2580	YLL028W
OG0002750	genemark-scaffold_5-processed-gene-8.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.110&CDS=1-1428	YNR023W
OG0002751	genemark-scaffold_5-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.111&CDS=1-999	YBR046C
OG0002752	augustus_masked-scaffold_5-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.36&CDS=1-1644	YOR319W
OG0002753	genemark-scaffold_5-processed-gene-8.113-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.113&CDS=1-1044	YNR021W
OG0002754	genemark-scaffold_5-processed-gene-8.114-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.114&CDS=1-630	YCR051W
OG0002755	snap_masked-scaffold_5-processed-gene-8.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.59&CDS=1-684	YNR020C
OG0002756	snap_masked-scaffold_5-processed-gene-8.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.60&CDS=1-1107	YCR047C
OG0002757	snap_masked-scaffold_5-processed-gene-8.61-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.61&CDS=1-516	YCR046C
OG0002758	augustus_masked-scaffold_5-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.23&CDS=1-5541	YNL014W
OG0002759	maker-scaffold_5-augustus-gene-8.7-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.7&CDS=1-1704	YIL033C
OG0002760	augustus_masked-scaffold_5-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.25&CDS=1-1329	YMR026C
OG0002761	augustus_masked-scaffold_5-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.26&CDS=1-1872	YPR118W
OG0002762	snap_masked-scaffold_5-processed-gene-9.0-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.0&CDS=1-3342	YDR027C
OG0002763	snap_masked-scaffold_5-processed-gene-8.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.69&CDS=1-186	YLL009C
OG0002764	snap_masked-scaffold_5-processed-gene-9.1-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.1&CDS=1-2175	YDR028C
OG0002765	maker-scaffold_5-snap-gene-9.72-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.72&CDS=1-2688	YHR082C
OG0002766	genemark-scaffold_5-processed-gene-9.140-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.140&CDS=1-1431	YDR330W
OG0002767	genemark-scaffold_5-processed-gene-9.167-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.167&CDS=1-501	YDR328C
OG0002768	genemark-scaffold_5-processed-gene-9.168-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.168&CDS=1-1215	YDR329C
OG0002769	snap_masked-scaffold_5-processed-gene-9.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.39&CDS=1-534	YHR081W
OG0002770	augustus_masked-scaffold_5-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.78&CDS=1-771	YDR412W
OG0002771	snap_masked-scaffold_5-processed-gene-9.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.9&CDS=1-1281	YDR414C
OG0002772	genemark-scaffold_5-processed-gene-9.169-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.169&CDS=1-1107	YDR354W
OG0002773	genemark-scaffold_5-processed-gene-9.143-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.143&CDS=1-1101	YMR024W
OG0002774	genemark-scaffold_5-processed-gene-9.144-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.144&CDS=1-2379	YGL234W
OG0002775	genemark-scaffold_5-processed-gene-9.145-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.145&CDS=1-2274	YJL101C
OG0002776	augustus_masked-scaffold_5-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.84&CDS=1-1041	YGL240W
OG0002777	genemark-scaffold_5-processed-gene-9.170-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.170&CDS=1-894	YFR047C
OG0002778	augustus_masked-scaffold_5-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.113&CDS=1-1797	YGL236C
OG0002779	genemark-scaffold_5-processed-gene-9.148-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.148&CDS=1-843	YLR003C
OG0002780	augustus_masked-scaffold_5-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.87&CDS=1-630	YGL237C
OG0002781	genemark-scaffold_5-processed-gene-9.172-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.172&CDS=1-2958	YGL238W
OG0002782	genemark-scaffold_5-processed-gene-9.173-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.173&CDS=1-1008	YGL225W
OG0002783	snap_masked-scaffold_5-processed-gene-9.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.48&CDS=1-969	YER156C
OG0002784	snap_masked-scaffold_5-processed-gene-9.49-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.49&CDS=1-1800	YIL150C
OG0002785	snap_masked-scaffold_5-processed-gene-9.19-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.19&CDS=1-2529	YER157W
OG0002786	snap_masked-scaffold_5-processed-gene-9.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.50&CDS=1-216	YDR079C-A
OG0002787	snap_masked-scaffold_5-processed-gene-9.20-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.20&CDS=1-3039	YDR080W
OG0002788	snap_masked-scaffold_5-processed-gene-9.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.51&CDS=1-687	YDR084C
OG0002789	augustus_masked-scaffold_5-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.91&CDS=1-291	YDR079W
OG0002790	snap_masked-scaffold_5-processed-gene-9.52-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.52&CDS=1-2100	YDR081C
OG0002791	genemark-scaffold_5-processed-gene-9.176-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.176&CDS=1-906	YKL094W
OG0002792	genemark-scaffold_5-processed-gene-9.152-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.152&CDS=1-882	YDL006W
OG0002793	genemark-scaffold_5-processed-gene-9.178-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.178&CDS=1-726	YHR181W
OG0002794	snap_masked-scaffold_5-processed-gene-9.58-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.58&CDS=1-5277	YKR031C
OG0002795	genemark-scaffold_5-processed-gene-9.154-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.154&CDS=1-1131	YDR336W
OG0002796	genemark-scaffold_5-processed-gene-9.182-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.182&CDS=1-639	YHR089C
OG0002797	augustus_masked-scaffold_5-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.95&CDS=1-4131	YBL047C
OG0002798	genemark-scaffold_5-processed-gene-9.183-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.183&CDS=1-1134	YLL057C
OG0002799	genemark-scaffold_5-processed-gene-9.184-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.184&CDS=1-426	YPR100W
OG0002800	genemark-scaffold_5-processed-gene-9.185-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.185&CDS=1-1620	YGR055W
OG0002801	genemark-scaffold_5-processed-gene-9.186-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.186&CDS=1-3612	YJL080C
OG0002802	genemark-scaffold_5-processed-gene-9.187-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.187&CDS=1-2541	YFR016C
OG0002803	genemark-scaffold_5-processed-gene-9.156-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.156&CDS=1-714	YDR054C
OG0002804	genemark-scaffold_5-processed-gene-9.157-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.157&CDS=1-1620	YDR052C
OG0002805	augustus_masked-scaffold_5-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.98&CDS=1-2325	YOL023W
OG0002806	genemark-scaffold_5-processed-gene-9.159-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.159&CDS=1-1296	YOL022C
OG0002807	genemark-scaffold_5-processed-gene-9.160-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.160&CDS=1-2790	YJL108C
OG0002808	snap_masked-scaffold_5-processed-gene-9.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.31&CDS=1-1368	YHL021C
OG0002809	genemark-scaffold_5-processed-gene-9.189-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.189&CDS=1-5109	YGR116W
OG0002810	genemark-scaffold_5-processed-gene-9.162-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.162&CDS=1-1080	YPL069C
OG0002811	genemark-scaffold_5-processed-gene-9.163-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.163&CDS=1-900	YLR172C
OG0002812	genemark-scaffold_5-processed-gene-9.193-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.193&CDS=1-1089	YMR152W
OG0002813	genemark-scaffold_5-processed-gene-9.164-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.164&CDS=1-708	YPL002C
OG0002814	snap_masked-scaffold_6-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.18&CDS=1-270	YBL026W
OG0002815	snap_masked-scaffold_6-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.19&CDS=1-1851	YHR124W
OG0002816	genemark-scaffold_6-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.66&CDS=1-3117	YNL132W
OG0002817	genemark-scaffold_6-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.82&CDS=1-720	YNL129W
OG0002818	genemark-scaffold_6-processed-gene-0.83-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.83&CDS=1-645	YDR486C
OG0002819	genemark-scaffold_6-processed-gene-0.67-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.67&CDS=1-804	YBL021C
OG0002820	genemark-scaffold_6-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.68&CDS=1-2070	YBL024W
OG0002821	genemark-scaffold_6-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.70&CDS=1-3258	YBL022C
OG0002822	genemark-scaffold_6-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.71&CDS=1-2520	YBL023C
OG0002823	maker-scaffold_6-augustus-gene-0.97-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-0.97&CDS=1-933	YLR285W
OG0002824	genemark-scaffold_6-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.87&CDS=1-1134	YJR072C
OG0002825	maker-scaffold_6-snap-gene-0.64-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.64&CDS=1-771	YKL207W
OG0002826	genemark-scaffold_6-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.89&CDS=1-369	YDR469W
OG0002827	genemark-scaffold_6-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.79&CDS=1-687	YDR468C
OG0002828	genemark-scaffold_6-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.80&CDS=1-966	YDR392W
OG0002829	snap_masked-scaffold_6-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.40&CDS=1-2838	YOR144C
OG0002830	genemark-scaffold_6-processed-gene-1.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.87&CDS=1-639	YOR148C
OG0002831	genemark-scaffold_6-processed-gene-1.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.88&CDS=1-774	YOR145C
OG0002832	genemark-scaffold_6-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.91&CDS=1-654	YHR013C
OG0002833	genemark-scaffold_6-processed-gene-1.92-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.92&CDS=1-741	YDR472W
OG0002834	augustus_masked-scaffold_6-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.5&CDS=1-2805	YOR023C
OG0002835	genemark-scaffold_6-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.112&CDS=1-1449	YHR109W
OG0002836	genemark-scaffold_6-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.95&CDS=1-828	YLR192C
OG0002837	genemark-scaffold_6-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.113&CDS=1-1227	YPL060W
OG0002838	maker-scaffold_6-augustus-gene-1.81-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.81&CDS=1-1548	YOL129W
OG0002839	genemark-scaffold_6-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.114&CDS=1-1134	YNL307C
OG0002840	snap_masked-scaffold_6-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.52&CDS=1-1017	YOL127W
OG0002841	genemark-scaffold_6-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.102&CDS=1-2547	YKR090W
OG0002842	genemark-scaffold_6-processed-gene-1.115-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.115&CDS=1-1014	YKR088C
OG0002843	genemark-scaffold_6-processed-gene-1.116-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.116&CDS=1-1191	YLR287C
OG0002844	maker-scaffold_6-snap-gene-1.1-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.1&CDS=1-1575	YOR181W
OG0002845	snap_masked-scaffold_6-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.72&CDS=1-744	YJL063C
OG0002846	snap_masked-scaffold_6-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.73&CDS=1-192	YLR262C-A
OG0002847	genemark-scaffold_6-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.105&CDS=1-1029	YBR265W
OG0002848	genemark-scaffold_6-processed-gene-1.119-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.119&CDS=1-942	YLR439W
OG0002849	snap_masked-scaffold_6-processed-gene-1.61-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.61&CDS=1-261	YLR438C-A
OG0002850	augustus_masked-scaffold_6-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.36&CDS=1-4533	YML059C
OG0002851	snap_masked-scaffold_6-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.64&CDS=1-1938	YLR352W
OG0002852	augustus_masked-scaffold_6-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.61&CDS=1-399	YPR017C
OG0002853	genemark-scaffold_6-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.3&CDS=1-1326	YGL181W
OG0002854	genemark-scaffold_6-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.4&CDS=1-2673	YLL026W
OG0002855	genemark-scaffold_6-processed-gene-2.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.5&CDS=1-735	YPR016C
OG0002856	snap_masked-scaffold_6-processed-gene-2.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.38&CDS=1-5868	YLR305C
OG0002857	snap_masked-scaffold_6-processed-gene-2.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.39&CDS=1-2283	YAL053W
OG0002858	genemark-scaffold_6-processed-gene-2.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.8&CDS=1-1287	YDR148C
OG0002859	genemark-scaffold_6-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.10&CDS=1-1131	YGL148W
OG0002860	genemark-scaffold_6-processed-gene-2.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.11&CDS=1-843	YKL154W
OG0002861	genemark-scaffold_6-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.18&CDS=1-624	YER128W
OG0002862	augustus_masked-scaffold_6-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.83&CDS=1-2433	YDR320C
OG0002863	snap_masked-scaffold_6-processed-gene-2.47-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.47&CDS=1-180	YHR072W-A
OG0002864	snap_masked-scaffold_6-processed-gene-2.60-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.60&CDS=1-237	YDR320C-A
OG0002865	genemark-scaffold_6-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.4&CDS=1-2673	YLR451W
OG0002866	genemark-scaffold_6-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.0&CDS=1-1374	YJR124C
OG0002867	genemark-scaffold_6-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.8&CDS=1-1581	YER025W
OG0002868	genemark-scaffold_6-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.20&CDS=1-1836	YLR452C
OG0002869	genemark-scaffold_6-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.21&CDS=1-2307	YPR162C
OG0002870	genemark-scaffold_6-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.22&CDS=1-1035	YPL123C
OG0002871	genemark-scaffold_6-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.10&CDS=1-675	YJR123W
OG0002872	genemark-scaffold_6-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.24&CDS=1-1743	YNL125C
OG0002873	genemark-scaffold_6-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.11&CDS=1-1293	YPR173C
OG0002874	genemark-scaffold_6-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.26&CDS=1-294	YPR182W
