	Dekkera_bruxellensis	Saccharomyces_cerevisiae
OG0002717	genemark-scaffold_5-processed-gene-3.74-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.74&CDS=1-1485	YFL022C
OG0002718	genemark-scaffold_5-processed-gene-3.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.76&CDS=1-2043	YDR479C
OG0002719	genemark-scaffold_5-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.79&CDS=1-1716	YOR027W
OG0002720	genemark-scaffold_5-processed-gene-3.63-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.63&CDS=1-1665	YDR257C
OG0002721	genemark-scaffold_5-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.83&CDS=1-3558	YGR233C
OG0002722	genemark-scaffold_5-processed-gene-3.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.85&CDS=1-1173	YOR025W
OG0002723	genemark-scaffold_5-processed-gene-3.65-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.65&CDS=1-1818	YDR091C
OG0002724	genemark-scaffold_5-processed-gene-3.66-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.66&CDS=1-1725	YLL018C
OG0002725	genemark-scaffold_5-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.67&CDS=1-2409	YML035C
OG0002726	genemark-scaffold_5-processed-gene-3.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.87&CDS=1-582	YML036W
OG0002727	genemark-scaffold_5-processed-gene-3.88-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.88&CDS=1-447	YDR462W
OG0002728	genemark-scaffold_5-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.89&CDS=1-1044	YCR019W
OG0002729	genemark-scaffold_5-processed-gene-3.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.90&CDS=1-1599	YOR216C
OG0002730	genemark-scaffold_5-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.71&CDS=1-1233	YLR459W
OG0002731	genemark-scaffold_5-processed-gene-3.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.91&CDS=1-2040	YPR179C
OG0002732	genemark-scaffold_5-processed-gene-3.73-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.73&CDS=1-984	YPR180W
OG0002733	genemark-scaffold_5-processed-gene-3.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.92&CDS=1-1314	YPR178W
OG0002734	genemark-scaffold_5-processed-gene-4.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.32&CDS=1-984	YER065C
OG0002735	genemark-scaffold_5-processed-gene-4.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.33&CDS=1-2703	YMR066W
OG0002736	genemark-scaffold_5-processed-gene-4.34-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.34&CDS=1-3417	YPL226W
OG0002737	augustus_masked-scaffold_5-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.7&CDS=1-2586	YJL062W
OG0002738	genemark-scaffold_5-processed-gene-4.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.35&CDS=1-342	YBR269C
OG0002739	genemark-scaffold_5-processed-gene-4.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.37&CDS=1-2256	YJL061W
OG0002740	genemark-scaffold_5-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.56&CDS=1-5268	YML099C
OG0002741	genemark-scaffold_5-processed-gene-4.57-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.57&CDS=1-411	YML098W
OG0002742	snap_masked-scaffold_5-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.101&CDS=1-2535	YGL083W
OG0002743	genemark-scaffold_5-processed-gene-4.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.39&CDS=1-858	YER053C
OG0002744	genemark-scaffold_5-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.40&CDS=1-597	YOR215C
OG0002745	augustus_masked-scaffold_5-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.24&CDS=1-699	YPR143W
OG0002746	genemark-scaffold_5-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.41&CDS=1-828	YEL009C
OG0002747	augustus_masked-scaffold_5-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.13&CDS=1-2553	YOR278W
OG0002748	genemark-scaffold_5-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.61&CDS=1-3435	YMR218C
OG0002749	genemark-scaffold_5-processed-gene-4.62-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.62&CDS=1-330	YKL160W
OG0002750	genemark-scaffold_5-processed-gene-4.46-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.46&CDS=1-1134	YHR052W
OG0002751	genemark-scaffold_5-processed-gene-4.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.49&CDS=1-678	YIL016W
OG0002752	genemark-scaffold_5-processed-gene-4.50-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.50&CDS=1-1344	YMR014W
OG0002753	genemark-scaffold_5-processed-gene-4.52-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.52&CDS=1-1647	YER168C
OG0002754	genemark-scaffold_5-processed-gene-4.65-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.65&CDS=1-507	YKL056C
OG0002755	genemark-scaffold_5-processed-gene-4.66-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.66&CDS=1-753	YKL055C
OG0002756	genemark-scaffold_5-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.67&CDS=1-1410	YOL125W
OG0002757	augustus_masked-scaffold_5-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.30&CDS=1-1212	YLR340W
OG0002758	genemark-scaffold_5-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.70&CDS=1-2700	YLR336C
OG0002759	genemark-scaffold_5-processed-gene-4.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.54&CDS=1-1077	YGR028W
OG0002760	genemark-scaffold_5-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.84&CDS=1-1308	YGR210C
OG0002761	genemark-scaffold_5-processed-gene-5.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.105&CDS=1-2112	YKL022C
OG0002762	genemark-scaffold_5-processed-gene-5.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.85&CDS=1-1119	YIR034C
OG0002763	genemark-scaffold_5-processed-gene-5.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.106&CDS=1-1272	YKL021C
OG0002764	snap_masked-scaffold_5-processed-gene-5.18-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.18&CDS=1-288	YBR268W
OG0002765	genemark-scaffold_5-processed-gene-5.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.93&CDS=1-2223	YGL073W
OG0002766	snap_masked-scaffold_5-processed-gene-5.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.31&CDS=1-2532	YPR201W
OG0002767	genemark-scaffold_5-processed-gene-5.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.94&CDS=1-2973	YPL195W
OG0002768	genemark-scaffold_5-processed-gene-5.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.95&CDS=1-2082	YGR145W
OG0002769	genemark-scaffold_5-processed-gene-5.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.96&CDS=1-912	YAR015W
OG0002770	genemark-scaffold_5-processed-gene-5.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.97&CDS=1-1254	YAR018C
OG0002771	augustus_masked-scaffold_5-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.60&CDS=1-948	YDR476C
OG0002772	genemark-scaffold_5-processed-gene-5.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.99&CDS=1-1101	YFR041C
OG0002773	maker-scaffold_5-augustus-gene-5.121-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-5.121&CDS=1-1074	YOR362C
OG0002774	genemark-scaffold_5-processed-gene-5.101-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.101&CDS=1-2700	YHR178W
OG0002775	genemark-scaffold_5-processed-gene-5.115-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.115&CDS=1-894	YHR062C
OG0002776	genemark-scaffold_5-processed-gene-5.103-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.103&CDS=1-915	YNL155W
OG0002777	genemark-scaffold_5-processed-gene-5.117-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.117&CDS=1-2922	YKL165C
OG0002778	genemark-scaffold_5-processed-gene-5.104-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.104&CDS=1-258	YGR037C
OG0002779	genemark-scaffold_5-processed-gene-5.118-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.118&CDS=1-504	YLR050C
OG0002780	genemark-scaffold_5-processed-gene-6.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.84&CDS=1-2265	YNL216W
OG0002781	maker-scaffold_5-augustus-gene-6.3-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.3&CDS=1-2631	YDL234C
OG0002782	genemark-scaffold_5-processed-gene-6.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.83&CDS=1-2493	YJL092W
OG0002783	maker-scaffold_5-augustus-gene-6.0-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.0&CDS=1-2778	YCR072C
OG0002784	genemark-scaffold_5-processed-gene-6.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.102&CDS=1-2706	YOR233W
OG0002785	genemark-scaffold_5-processed-gene-6.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.89&CDS=1-2553	YEL032W
OG0002786	snap_masked-scaffold_5-processed-gene-6.20-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.20&CDS=1-597	YGR029W
OG0002787	genemark-scaffold_5-processed-gene-6.103-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.103&CDS=1-2391	YLR337C
OG0002788	genemark-scaffold_5-processed-gene-6.104-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.104&CDS=1-786	YOR232W
OG0002789	genemark-scaffold_5-processed-gene-6.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.92&CDS=1-1773	YDR228C
OG0002790	maker-scaffold_5-snap-gene-6.7-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.7&CDS=1-3678	YNL023C
OG0002791	genemark-scaffold_5-processed-gene-6.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.107&CDS=1-3021	YBR007C
OG0002792	genemark-scaffold_5-processed-gene-6.109-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.109&CDS=1-2187	YKL179C
OG0002793	genemark-scaffold_5-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.95&CDS=1-543	YDR248C
OG0002794	genemark-scaffold_5-processed-gene-6.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.110&CDS=1-1266	YPL042C
OG0002795	genemark-scaffold_5-processed-gene-6.111-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.111&CDS=1-843	YPL041C
OG0002796	genemark-scaffold_5-processed-gene-6.112-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.112&CDS=1-534	YMR009W
OG0002797	genemark-scaffold_5-processed-gene-6.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.96&CDS=1-1716	YOL029C
OG0002798	genemark-scaffold_5-processed-gene-6.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.98&CDS=1-2169	YIL005W
OG0002799	genemark-scaffold_5-processed-gene-6.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.99&CDS=1-2217	YPL029W
OG0002800	genemark-scaffold_5-processed-gene-6.115-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.115&CDS=1-2943	YLR148W
OG0002801	genemark-scaffold_5-processed-gene-6.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.100&CDS=1-267	YLR147C
OG0002802	genemark-scaffold_5-processed-gene-6.116-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.116&CDS=1-1809	YOL070C
OG0002803	genemark-scaffold_5-processed-gene-6.117-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.117&CDS=1-2697	YCR077C
OG0002804	genemark-scaffold_5-processed-gene-6.118-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.118&CDS=1-1002	YNR035C
OG0002805	augustus_masked-scaffold_5-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.67&CDS=1-1548	YLR089C
OG0002806	genemark-scaffold_5-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.77&CDS=1-1983	YLR088W
OG0002807	genemark-scaffold_5-processed-gene-7.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.75&CDS=1-1443	YKL090W
OG0002808	augustus_masked-scaffold_5-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.39&CDS=1-621	YBR122C
OG0002809	genemark-scaffold_5-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.76&CDS=1-2622	YPR091C
OG0002810	genemark-scaffold_5-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.80&CDS=1-4545	YCR042C
OG0002811	genemark-scaffold_5-processed-gene-7.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.81&CDS=1-3018	YNL267W
OG0002812	genemark-scaffold_5-processed-gene-7.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.100&CDS=1-2655	YBR133C
OG0002813	genemark-scaffold_5-processed-gene-7.82-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.82&CDS=1-327	YBR135W
OG0002814	genemark-scaffold_5-processed-gene-7.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.83&CDS=1-7242	YBR136W
OG0002815	genemark-scaffold_5-processed-gene-7.101-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.101&CDS=1-3030	YGL207W
OG0002816	genemark-scaffold_5-processed-gene-7.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.102&CDS=1-477	YER030W
OG0002817	genemark-scaffold_5-processed-gene-7.103-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.103&CDS=1-378	YKL003C
OG0002818	snap_masked-scaffold_5-processed-gene-7.10-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.10&CDS=1-678	YKL002W
OG0002819	genemark-scaffold_5-processed-gene-7.88-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.88&CDS=1-1020	YPL178W
OG0002820	genemark-scaffold_5-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.89&CDS=1-2217	YAL043C
OG0002821	genemark-scaffold_5-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.105&CDS=1-1617	YDL030W
OG0002822	genemark-scaffold_5-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.90&CDS=1-624	YHR041C
OG0002823	genemark-scaffold_5-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.91&CDS=1-1422	YBR126C
OG0002824	genemark-scaffold_5-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.92&CDS=1-1236	YBR125C
OG0002825	genemark-scaffold_5-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.107&CDS=1-4653	YOR093C
OG0002826	maker-scaffold_5-augustus-gene-7.125-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-7.125&CDS=1-333	YBL001C
OG0002827	genemark-scaffold_5-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.108&CDS=1-1500	YBR006W
OG0002828	genemark-scaffold_5-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.94&CDS=1-1245	YOL058W
OG0002829	genemark-scaffold_5-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.97&CDS=1-2343	YBR198C
OG0002830	genemark-scaffold_5-processed-gene-7.115-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.115&CDS=1-1251	YPL076W
OG0002831	genemark-scaffold_5-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.99&CDS=1-1638	YBR196C
OG0002832	genemark-scaffold_5-processed-gene-8.69-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.69&CDS=1-1305	YPL014W
OG0002833	genemark-scaffold_5-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.64&CDS=1-669	YER120W
OG0002834	genemark-scaffold_5-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.70&CDS=1-429	YPR168W
OG0002835	genemark-scaffold_5-processed-gene-8.66-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.66&CDS=1-834	YPR167C
OG0002836	genemark-scaffold_5-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.67&CDS=1-1221	YOR197W
OG0002837	genemark-scaffold_5-processed-gene-8.68-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.68&CDS=1-1539	YPL214C
OG0002838	genemark-scaffold_5-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.94&CDS=1-948	YDR318W
OG0002839	genemark-scaffold_5-processed-gene-8.72-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.72&CDS=1-720	YJL035C
OG0002840	genemark-scaffold_5-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.95&CDS=1-1998	YJL036W
OG0002841	genemark-scaffold_5-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.75&CDS=1-471	YER029C
OG0002842	genemark-scaffold_5-processed-gene-8.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.98&CDS=1-4071	YLR398C
OG0002843	genemark-scaffold_5-processed-gene-8.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.76&CDS=1-1371	YJL155C
OG0002844	genemark-scaffold_5-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.99&CDS=1-906	YLR393W
OG0002845	genemark-scaffold_5-processed-gene-8.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.77&CDS=1-2727	YJL156C
OG0002846	augustus_masked-scaffold_5-processed-gene-8.150-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.150&CDS=1-231	YHR001W-A
OG0002847	genemark-scaffold_5-processed-gene-8.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.78&CDS=1-1446	YDL238C
OG0002848	genemark-scaffold_5-processed-gene-8.101-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.101&CDS=1-699	YNL222W
OG0002849	genemark-scaffold_5-processed-gene-8.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.79&CDS=1-1938	YOR154W
OG0002850	genemark-scaffold_5-processed-gene-8.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.83&CDS=1-3687	YLR187W
OG0002851	genemark-scaffold_5-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.104&CDS=1-2457	YLR182W
OG0002852	genemark-scaffold_5-processed-gene-8.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.84&CDS=1-1209	YLR181C
OG0002853	genemark-scaffold_5-processed-gene-8.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.85&CDS=1-1548	YEL064C
OG0002854	genemark-scaffold_5-processed-gene-8.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.106&CDS=1-4038	YNL273W
OG0002855	genemark-scaffold_5-processed-gene-8.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.107&CDS=1-1611	YNL223W
OG0002856	genemark-scaffold_5-processed-gene-8.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.86&CDS=1-2517	YNL224C
OG0002857	genemark-scaffold_5-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.89&CDS=1-591	YLR193C
OG0002858	maker-scaffold_54-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_54-snap-gene-0.0&CDS=1-345	Q0250
OG0002859	maker-scaffold_58-snap-gene-0.1-mRNA-1_1&gene=maker-scaffold_58-snap-gene-0.1&CDS=1-408	Q0275
OG0002860	genemark-scaffold_6-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.21&CDS=1-1686	YDR232W
OG0002861	genemark-scaffold_6-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.7&CDS=1-1761	YIL150C
OG0002862	genemark-scaffold_6-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.23&CDS=1-4443	YIL147C
OG0002863	genemark-scaffold_6-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.8&CDS=1-1377	YDL066W
OG0002864	genemark-scaffold_6-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.24&CDS=1-2550	YGL216W
OG0002865	genemark-scaffold_6-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.9&CDS=1-939	YLR209C
OG0002866	maker-scaffold_6-snap-gene-0.108-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.108&CDS=1-2376	YDR466W
OG0002867	genemark-scaffold_6-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.27&CDS=1-1635	YPR033C
OG0002868	genemark-scaffold_6-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.28&CDS=1-1284	YPR034W
OG0002869	maker-scaffold_6-snap-gene-0.103-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.103&CDS=1-3690	YNL163C
OG0002870	genemark-scaffold_6-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.12&CDS=1-315	YMR244C-A
OG0002871	genemark-scaffold_6-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.30&CDS=1-1575	YFL055W
OG0002872	genemark-scaffold_6-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.13&CDS=1-1191	YLL057C
OG0002873	genemark-scaffold_6-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.31&CDS=1-1752	YNR055C
OG0002874	genemark-scaffold_6-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.32&CDS=1-3330	YPR097W
OG0002875	snap_masked-scaffold_6-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.96&CDS=1-387	YPR094W
OG0002876	augustus_masked-scaffold_6-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.48&CDS=1-3714	YNL313C
OG0002877	augustus_masked-scaffold_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.64&CDS=1-1146	YNL310C
OG0002878	genemark-scaffold_6-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.35&CDS=1-786	YOL135C
OG0002879	snap_masked-scaffold_6-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.79&CDS=1-348	YOL133W
OG0002880	genemark-scaffold_6-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.18&CDS=1-2070	YKR001C
OG0002881	genemark-scaffold_6-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.38&CDS=1-525	YGR082W
OG0002882	genemark-scaffold_6-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.20&CDS=1-579	YGR081C
OG0002883	genemark-scaffold_6-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.40&CDS=1-1377	YOR375C
OG0002884	genemark-scaffold_6-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.38&CDS=1-510	YPL127C
OG0002885	maker-scaffold_6-snap-gene-1.85-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.85&CDS=1-621	YPL051W
OG0002886	snap_masked-scaffold_6-processed-gene-1.116-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.116&CDS=1-1515	YCR079W
OG0002887	genemark-scaffold_6-processed-gene-1.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.45&CDS=1-741	YBR176W
OG0002888	maker-scaffold_6-augustus-gene-1.138-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.138&CDS=1-1338	YPL103C
OG0002889	genemark-scaffold_6-processed-gene-1.63-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.63&CDS=1-2247	YKL088W
OG0002890	genemark-scaffold_6-processed-gene-1.64-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.64&CDS=1-777	YER148W
OG0002891	maker-scaffold_6-augustus-gene-1.139-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.139&CDS=1-3180	YPL249C
OG0002892	maker-scaffold_6-augustus-gene-1.136-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.136&CDS=1-1491	YPL247C
OG0002893	genemark-scaffold_6-processed-gene-1.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.50&CDS=1-3111	YMR189W
