	Lachancea_meyersii	Saccharomyces_cerevisiae
OG0003681	augustus_masked-LAME0H-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-8.122&CDS=1-1116	YDR249C
OG0003682	augustus_masked-LAME0H-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.4&CDS=1-975	YPL031C
OG0003683	augustus_masked-LAME0H-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-8.123&CDS=1-1590	YPL030W
OG0003684	augustus_masked-LAME0H-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-8.124&CDS=1-2205	YPL029W
OG0003685	augustus_masked-LAME0H-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-8.125&CDS=1-1188	YPL028W
OG0003686	augustus_masked-LAME0H-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-8.126&CDS=1-561	YDR248C
OG0003687	augustus_masked-LAME0H-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.5&CDS=1-1344	YPL026C
OG0003688	augustus_masked-LAME0H-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.7&CDS=1-588	YDR246W
OG0003689	augustus_masked-LAME0H-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.3&CDS=1-690	YPL024W
OG0003690	augustus_masked-LAME0H-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.8&CDS=1-1923	YPL023C
OG0003691	augustus_masked-LAME0H-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.9&CDS=1-3126	YPL022W
OG0003692	snap_masked-LAME0H-processed-gene-9.117-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-9.117&CDS=1-3345	YPL016W
OG0003693	augustus_masked-LAME0H-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.27&CDS=1-1011	YDR245W
OG0003694	augustus_masked-LAME0H-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.28&CDS=1-1710	YDR244W
OG0003695	augustus_masked-LAME0H-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.10&CDS=1-1719	YDR243C
OG0003696	augustus_masked-LAME0H-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.30&CDS=1-1020	YDL209C
OG0003697	augustus_masked-LAME0H-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.31&CDS=1-711	YHR049W
OG0003698	augustus_masked-LAME0H-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.32&CDS=1-1479	YHR048W
OG0003699	augustus_masked-LAME0H-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.11&CDS=1-2586	YKL157W
OG0003700	augustus_masked-LAME0H-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.12&CDS=1-888	YHR046C
OG0003701	augustus_masked-LAME0H-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.33&CDS=1-1674	YHR045W
OG0003702	snap_masked-LAME0H-processed-gene-9.102-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-9.102&CDS=1-1056	YDR279W
OG0003703	augustus_masked-LAME0H-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.14&CDS=1-915	YDR280W
OG0003704	augustus_masked-LAME0H-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.34&CDS=1-2826	YHR042W
OG0003705	snap_masked-LAME0H-processed-gene-9.127-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-9.127&CDS=1-924	YDR288W
OG0003706	genemark-LAME0H-processed-gene-9.81-mRNA-1_1&gene=genemark-LAME0H-processed-gene-9.81&CDS=1-888	YDR287W
OG0003707	genemark-LAME0H-processed-gene-9.59-mRNA-1_1&gene=genemark-LAME0H-processed-gene-9.59&CDS=1-321	YDR286C
OG0003708	augustus_masked-LAME0H-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.36&CDS=1-2400	YDR285W
OG0003709	augustus_masked-LAME0H-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.16&CDS=1-873	YDR284C
OG0003710	augustus_masked-LAME0H-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.17&CDS=1-5634	YDR283C
OG0003711	snap_masked-LAME0H-processed-gene-9.130-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-9.130&CDS=1-1059	YDR289C
OG0003712	augustus_masked-LAME0H-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.18&CDS=1-3303	YDR291W
OG0003713	augustus_masked-LAME0H-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.38&CDS=1-1755	YDR292C
OG0003714	augustus_masked-LAME0H-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.39&CDS=1-1242	YHR040W
OG0003715	maker-LAME0H-augustus-gene-9.1-mRNA-1_1&gene=maker-LAME0H-augustus-gene-9.1&CDS=1-2319	YHR039C
OG0003716	augustus_masked-LAME0H-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.40&CDS=1-4272	YDR293C
OG0003717	augustus_masked-LAME0H-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.41&CDS=1-1719	YHR037W
OG0003718	maker-LAME0H-augustus-gene-9.2-mRNA-1_1&gene=maker-LAME0H-augustus-gene-9.2&CDS=1-2733	YDR294C
OG0003719	augustus_masked-LAME0H-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.23&CDS=1-696	YLR126C
OG0003720	snap_masked-LAME0H-processed-gene-9.136-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-9.136&CDS=1-1827	YDR295C
OG0003721	augustus_masked-LAME0H-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.24&CDS=1-630	YDR296W
OG0003722	augustus_masked-LAME0H-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.25&CDS=1-999	YDR297W
OG0003723	augustus_masked-LAME0H-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.44&CDS=1-621	YDR298C
OG0003724	augustus_masked-LAME0H-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.0&CDS=1-1611	YDR299W
OG0003725	augustus_masked-LAME0H-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.1&CDS=1-1014	YHR034C
OG0003726	augustus_masked-LAME0H-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.4&CDS=1-1251	YDR300C
OG0003727	augustus_masked-LAME0H-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.2&CDS=1-3936	YDR301W
OG0003728	augustus_masked-LAME0H-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.5&CDS=1-654	YDR302W
OG0003729	augustus_masked-LAME0H-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.27&CDS=1-732	YJR094C
OG0003730	augustus_masked-LAME0H-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.7&CDS=1-1044	YJR095W
OG0003731	augustus_masked-LAME0H-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.8&CDS=1-852	YJR096W
OG0003732	augustus_masked-LAME0H-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.28&CDS=1-1476	YOR025W
OG0003733	augustus_masked-LAME0H-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.29&CDS=1-1794	YDR477W
OG0003734	augustus_masked-LAME0H-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.10&CDS=1-636	YDR476C
OG0003735	augustus_masked-LAME0H-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.12&CDS=1-2199	YDR475C
OG0003736	augustus_masked-LAME0H-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.13&CDS=1-1326	YDR473C
OG0003737	augustus_masked-LAME0H-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.14&CDS=1-234	YOR020W-A
OG0003738	augustus_masked-LAME0H-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.30&CDS=1-636	YOR021C
OG0003739	genemark-LAME0H-processed-gene-10.81-mRNA-1_1&gene=genemark-LAME0H-processed-gene-10.81&CDS=1-1992	YOR022C
OG0003740	snap_masked-LAME0H-processed-gene-10.131-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-10.131&CDS=1-1716	YOR023C
OG0003741	augustus_masked-LAME0H-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.33&CDS=1-870	YDR472W
OG0003742	augustus_masked-LAME0H-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.15&CDS=1-681	YHR013C
OG0003743	augustus_masked-LAME0H-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.34&CDS=1-2019	YHR011W
OG0003744	augustus_masked-LAME0H-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.17&CDS=1-1434	YDR470C
OG0003745	augustus_masked-LAME0H-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.36&CDS=1-264	YDR469W
OG0003746	augustus_masked-LAME0H-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.18&CDS=1-636	YDR468C
OG0003747	augustus_masked-LAME0H-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.19&CDS=1-1527	YHR009C
OG0003748	maker-LAME0H-augustus-gene-10.44-mRNA-1_1&gene=maker-LAME0H-augustus-gene-10.44&CDS=1-1848	YDR465C
OG0003749	augustus_masked-LAME0H-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.21&CDS=1-1608	YHR007C
OG0003750	snap_masked-LAME0H-processed-gene-10.138-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-10.138&CDS=1-4914	YDR464W
OG0003751	augustus_masked-LAME0H-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.39&CDS=1-1041	YML038C
OG0003752	augustus_masked-LAME0H-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.40&CDS=1-438	YDR462W
OG0003753	augustus_masked-LAME0H-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.22&CDS=1-528	YML036W
OG0003754	augustus_masked-LAME0H-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.42&CDS=1-978	YDR460W
OG0003755	augustus_masked-LAME0H-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.23&CDS=1-1083	YDR459C
OG0003756	augustus_masked-LAME0H-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-10.43&CDS=1-2286	YML035C
OG0003757	maker-LAME0H-snap-gene-10.146-mRNA-1_1&gene=maker-LAME0H-snap-gene-10.146&CDS=1-2385	YML034W
OG0003758	augustus_masked-LAME0H-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.100&CDS=1-9720	YDR457W
OG0003759	augustus_masked-LAME0H-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.101&CDS=1-1437	YML032C
OG0003760	augustus_masked-LAME0H-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.97&CDS=1-1623	YML031W
OG0003761	augustus_masked-LAME0H-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.102&CDS=1-1851	YDR456W
OG0003762	augustus_masked-LAME0H-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.98&CDS=1-555	YDR454C
OG0003763	augustus_masked-LAME0H-processed-gene-11.99-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.99&CDS=1-492	YML030W
OG0003764	augustus_masked-LAME0H-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.103&CDS=1-2355	YML029W
OG0003765	augustus_masked-LAME0H-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.104&CDS=1-588	YML028W
OG0003766	augustus_masked-LAME0H-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.120&CDS=1-2001	YDR452W
OG0003767	genemark-LAME0H-processed-gene-11.57-mRNA-1_1&gene=genemark-LAME0H-processed-gene-11.57&CDS=1-960	YML027W
OG0003768	augustus_masked-LAME0H-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.122&CDS=1-804	YML025C
OG0003769	augustus_masked-LAME0H-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.106&CDS=1-1350	YDR449C
OG0003770	augustus_masked-LAME0H-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.123&CDS=1-1305	YDR448W
OG0003771	augustus_masked-LAME0H-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.124&CDS=1-906	YDR446W
OG0003772	augustus_masked-LAME0H-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.125&CDS=1-1881	YDR444W
OG0003773	augustus_masked-LAME0H-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.109&CDS=1-4065	YDR443C
OG0003774	augustus_masked-LAME0H-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.126&CDS=1-1596	YML023C
OG0003775	augustus_masked-LAME0H-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.110&CDS=1-552	YML022W
OG0003776	augustus_masked-LAME0H-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.127&CDS=1-1782	YDR440W
OG0003777	augustus_masked-LAME0H-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.128&CDS=1-1020	YML021C
OG0003778	augustus_masked-LAME0H-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.111&CDS=1-1956	YML020W
OG0003779	augustus_masked-LAME0H-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.129&CDS=1-747	YDR439W
OG0003780	augustus_masked-LAME0H-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.112&CDS=1-969	YML019W
OG0003781	augustus_masked-LAME0H-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.130&CDS=1-1206	YML018C
OG0003782	snap_masked-LAME0H-processed-gene-11.16-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-11.16&CDS=1-1437	YML017W
OG0003783	augustus_masked-LAME0H-processed-gene-11.114-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.114&CDS=1-1083	YKL060C
OG0003784	augustus_masked-LAME0H-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.115&CDS=1-1380	YMR027W
OG0003785	augustus_masked-LAME0H-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.133&CDS=1-1188	YKL059C
OG0003786	augustus_masked-LAME0H-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.116&CDS=1-1374	YMR028W
OG0003787	augustus_masked-LAME0H-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.134&CDS=1-3087	YKL057C
OG0003788	augustus_masked-LAME0H-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.135&CDS=1-1737	YMR029C
OG0003789	augustus_masked-LAME0H-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.136&CDS=1-501	YKL056C
OG0003790	augustus_masked-LAME0H-processed-gene-11.137-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.137&CDS=1-810	YKL055C
OG0003791	augustus_masked-LAME0H-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.138&CDS=1-2226	YKL054C
OG0003792	snap_masked-LAME0H-processed-gene-11.45-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-11.45&CDS=1-243	YKL053C-A
OG0003793	snap_masked-LAME0H-processed-gene-11.46-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-11.46&CDS=1-762	YKL052C
OG0003794	augustus_masked-LAME0H-processed-gene-11.117-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.117&CDS=1-957	YKL051W
OG0003795	augustus_masked-LAME0H-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.140&CDS=1-2685	YMR031C
OG0003796	augustus_masked-LAME0H-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.118&CDS=1-1905	YMR032W
OG0003797	augustus_masked-LAME0H-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.141&CDS=1-531	YKL049C
OG0003798	augustus_masked-LAME0H-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.119&CDS=1-1359	YMR033W
OG0003799	snap_masked-LAME0H-processed-gene-11.25-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-11.25&CDS=1-531	YMR035W
OG0003800	augustus_masked-LAME0H-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-11.142&CDS=1-1767	YMR036C
OG0003801	augustus_masked-LAME0H-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.105&CDS=1-1821	YKL048C
OG0003802	augustus_masked-LAME0H-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.104&CDS=1-633	YKL063C
OG0003803	augustus_masked-LAME0H-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.107&CDS=1-732	YMR038C
OG0003804	augustus_masked-LAME0H-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.108&CDS=1-2808	YKL064W
OG0003805	augustus_masked-LAME0H-processed-gene-12.109-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.109&CDS=1-852	YMR039C
OG0003806	augustus_masked-LAME0H-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.110&CDS=1-1005	YMR041C
OG0003807	augustus_masked-LAME0H-processed-gene-12.132-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.132&CDS=1-627	YKL065C
OG0003808	augustus_masked-LAME0H-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.111&CDS=1-1050	YNL097C
OG0003809	snap_masked-LAME0H-processed-gene-12.8-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-12.8&CDS=1-825	YOR101W
OG0003810	snap_masked-LAME0H-processed-gene-12.30-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-12.30&CDS=1-378	YOR103C
OG0003811	augustus_masked-LAME0H-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.114&CDS=1-627	YNL099C
OG0003812	augustus_masked-LAME0H-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.133&CDS=1-675	YNL100W
OG0003813	augustus_masked-LAME0H-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.115&CDS=1-453	YPR062W
OG0003814	augustus_masked-LAME0H-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.135&CDS=1-4404	YNL102W
OG0003815	augustus_masked-LAME0H-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.116&CDS=1-810	YOR106W
OG0003816	augustus_masked-LAME0H-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.136&CDS=1-1710	YNL103W
OG0003817	augustus_masked-LAME0H-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.117&CDS=1-1173	YOR107W
OG0003818	augustus_masked-LAME0H-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.118&CDS=1-1824	YNL104C
OG0003819	augustus_masked-LAME0H-processed-gene-12.137-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.137&CDS=1-642	YNL107W
OG0003820	augustus_masked-LAME0H-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.120&CDS=1-1914	YNL108C
OG0003821	augustus_masked-LAME0H-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.121&CDS=1-666	YNL110C
OG0003822	augustus_masked-LAME0H-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.122&CDS=1-369	YNL111C
OG0003823	augustus_masked-LAME0H-processed-gene-12.123-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.123&CDS=1-2157	YOR112W
OG0003824	maker-LAME0H-augustus-gene-12.103-mRNA-1_1&gene=maker-LAME0H-augustus-gene-12.103&CDS=1-1656	YNL112W
OG0003825	augustus_masked-LAME0H-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.139&CDS=1-450	YNL113W
OG0003826	augustus_masked-LAME0H-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.140&CDS=1-960	YPL111W
OG0003827	augustus_masked-LAME0H-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.124&CDS=1-1239	YPL112C
OG0003828	augustus_masked-LAME0H-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.125&CDS=1-1149	YPL113C
OG0003829	maker-LAME0H-snap-gene-12.51-mRNA-1_1&gene=maker-LAME0H-snap-gene-12.51&CDS=1-528	YOR194C
OG0003830	augustus_masked-LAME0H-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.126&CDS=1-2187	YOR195W
OG0003831	augustus_masked-LAME0H-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.127&CDS=1-3027	YPL115C
OG0003832	augustus_masked-LAME0H-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.142&CDS=1-1110	YOR196C
OG0003833	augustus_masked-LAME0H-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.144&CDS=1-2250	YPL116W
OG0003834	augustus_masked-LAME0H-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.128&CDS=1-1284	YOR197W
OG0003835	augustus_masked-LAME0H-processed-gene-12.145-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.145&CDS=1-1398	YOR198C
OG0003836	augustus_masked-LAME0H-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.129&CDS=1-828	YPL117C
OG0003837	augustus_masked-LAME0H-processed-gene-12.146-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.146&CDS=1-1182	YOR201C
OG0003838	augustus_masked-LAME0H-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.130&CDS=1-684	YOR202W
OG0003839	augustus_masked-LAME0H-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.147&CDS=1-1056	YPL118W
OG0003840	augustus_masked-LAME0H-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.148&CDS=1-1290	YDR030C
OG0003841	genemark-LAME0H-processed-gene-12.83-mRNA-1_1&gene=genemark-LAME0H-processed-gene-12.83&CDS=1-333	YDR031W
OG0003842	augustus_masked-LAME0H-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.149&CDS=1-600	YDR032C
OG0003843	genemark-LAME0H-processed-gene-13.93-mRNA-1_1&gene=genemark-LAME0H-processed-gene-13.93&CDS=1-5172	YDR034C
OG0003844	augustus_masked-LAME0H-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.2&CDS=1-1023	YBR053C
OG0003845	augustus_masked-LAME0H-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.3&CDS=1-1485	YBR056W
OG0003846	augustus_masked-LAME0H-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.4&CDS=1-1308	YDR035W
OG0003847	augustus_masked-LAME0H-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.26&CDS=1-711	YBR057C
OG0003848	augustus_masked-LAME0H-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.27&CDS=1-3696	YBR058C
OG0003849	snap_masked-LAME0H-processed-gene-13.72-mRNA-1_1&gene=snap_masked-LAME0H-processed-gene-13.72&CDS=1-252	YBR058C-A
OG0003850	augustus_masked-LAME0H-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.29&CDS=1-1860	YBR060C
OG0003851	augustus_masked-LAME0H-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.7&CDS=1-300	YDR045C
OG0003852	augustus_masked-LAME0H-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.30&CDS=1-1032	YDR044W
