	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
OG0002760	YMR068W	genemark-flattened_line_12-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.6&CDS=1-1419
OG0002761	YMR071C	genemark-flattened_line_20-processed-gene-3.250-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.250&CDS=1-501
OG0002762	YMR073C	genemark-flattened_line_8-processed-gene-5.42-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.42&CDS=1-516
OG0002763	YMR074C	maker-flattened_line_8-snap-gene-5.6-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-5.6&CDS=1-381
OG0002764	YMR075W	genemark-flattened_line_28-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.108&CDS=1-2082
OG0002765	YMR076C	genemark-flattened_line_28-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.161&CDS=1-3753
OG0002766	YMR077C	genemark-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.90&CDS=1-639
OG0002767	YMR078C	genemark-flattened_line_2-processed-gene-8.195-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.195&CDS=1-2079
OG0002768	YMR079W	maker-flattened_line_2-snap-gene-8.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-8.1&CDS=1-906
OG0002769	YMR080C	maker-flattened_line_2-augustus-gene-8.116-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.116&CDS=1-4233
OG0002770	YMR086W	snap_masked-flattened_line_18-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.81&CDS=1-2199
OG0002771	YMR087W	genemark-flattened_line_8-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.102&CDS=1-699
OG0002772	YMR088C	genemark-flattened_line_8-processed-gene-5.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.91&CDS=1-1692
OG0002773	YMR090W	genemark-flattened_line_12-processed-gene-4.164-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.164&CDS=1-693
OG0002774	YMR091C	genemark-flattened_line_10-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.151&CDS=1-1329
OG0002775	YMR092C	genemark-flattened_line_8-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.103&CDS=1-1749
OG0002776	YMR093W	genemark-flattened_line_8-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.75&CDS=1-1485
OG0002777	YMR097C	genemark-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.77&CDS=1-1050
OG0002778	YMR098C	genemark-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.76&CDS=1-1749
OG0002779	YMR099C	genemark-flattened_line_2-processed-gene-8.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.136&CDS=1-885
OG0002780	YMR100W	genemark-flattened_line_18-processed-gene-3.245-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.245&CDS=1-2046
OG0002781	YMR105C	genemark-flattened_line_10-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.153&CDS=1-1683
OG0002782	YMR106C	genemark-flattened_line_8-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.73&CDS=1-1968
OG0002783	YMR108W	genemark-flattened_line_18-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.75&CDS=1-2025
OG0002784	YMR109W	genemark-flattened_line_40-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.169&CDS=1-3717
OG0002785	YMR110C	genemark-flattened_line_2-processed-gene-7.142-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.142&CDS=1-1539
OG0002786	YMR112C	maker-flattened_line_2-snap-gene-7.55-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-7.55&CDS=1-417
OG0002787	YMR113W	genemark-flattened_line_2-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.60&CDS=1-1314
OG0002788	YMR114C	genemark-flattened_line_2-processed-gene-7.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.123&CDS=1-1080
OG0002789	YMR116C	genemark-flattened_line_2-processed-gene-7.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.141&CDS=1-939
OG0002790	YMR117C	snap_masked-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.96&CDS=1-585
OG0002791	YMR119W	snap_masked-flattened_line_6-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.161&CDS=1-1707
OG0002792	YMR120C	genemark-flattened_line_36-processed-gene-0.295-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.295&CDS=1-1770
OG0002793	YMR121C	augustus_masked-flattened_line_36-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.93&CDS=1-627
OG0002794	YMR123W	genemark-flattened_line_36-processed-gene-0.298-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.298&CDS=1-339
OG0002795	YMR125W	genemark-flattened_line_36-processed-gene-0.256-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.256&CDS=1-2604
OG0002796	YMR126C	augustus_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.81&CDS=1-969
OG0002797	YMR127C	augustus_masked-flattened_line_10-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.82&CDS=1-987
OG0002798	YMR128W	genemark-flattened_line_10-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.18&CDS=1-3768
OG0002799	YMR129W	genemark-flattened_line_10-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.20&CDS=1-3879
OG0002800	YMR130W	genemark-flattened_line_10-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.14&CDS=1-822
OG0002801	YMR131C	genemark-flattened_line_6-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.79&CDS=1-1512
OG0002802	YMR132C	genemark-flattened_line_0-processed-gene-3.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.60&CDS=1-660
OG0002803	YMR134W	snap_masked-flattened_line_36-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.178&CDS=1-537
OG0002804	YMR135C	genemark-flattened_line_36-processed-gene-0.225-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.225&CDS=1-762
OG0002805	YMR137C	genemark-flattened_line_16-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.139&CDS=1-1413
OG0002806	YMR139W	genemark-flattened_line_16-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.149&CDS=1-969
OG0002807	YMR140W	genemark-flattened_line_6-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.79&CDS=1-1281
OG0002808	YMR146C	genemark-flattened_line_0-processed-gene-9.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.140&CDS=1-1032
OG0002809	YMR149W	genemark-flattened_line_20-processed-gene-2.38-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.38&CDS=1-810
OG0002810	YMR152W	genemark-flattened_line_36-processed-gene-0.258-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.258&CDS=1-1050
OG0002811	YMR154C	genemark-flattened_line_12-processed-gene-4.167-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.167&CDS=1-2133
OG0002812	YMR155W	genemark-flattened_line_12-processed-gene-4.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.127&CDS=1-1542
OG0002813	YMR156C	genemark-flattened_line_0-processed-gene-9.143-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.143&CDS=1-696
OG0002814	YMR158W	genemark-flattened_line_0-processed-gene-9.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.167&CDS=1-471
OG0002815	YMR161W	genemark-flattened_line_14-processed-gene-4.39-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.39&CDS=1-1008
OG0002816	YMR162C	genemark-flattened_line_44-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.54&CDS=1-4650
OG0002817	YMR165C	genemark-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.95&CDS=1-2085
OG0002818	YMR166C	genemark-flattened_line_14-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.81&CDS=1-984
OG0002819	YMR167W	genemark-flattened_line_14-processed-gene-4.37-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.37&CDS=1-2088
OG0002820	YMR178W	genemark-flattened_line_10-processed-gene-4.133-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.133&CDS=1-792
OG0002821	YMR179W	maker-flattened_line_4-snap-gene-1.66-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.66&CDS=1-2076
OG0002822	YMR184W	genemark-flattened_line_2-processed-gene-8.177-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.177&CDS=1-507
OG0002823	YMR185W	genemark-flattened_line_26-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.105&CDS=1-2712
OG0002824	YMR186W	genemark-flattened_line_18-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.61&CDS=1-2112
OG0002825	YMR188C	genemark-flattened_line_8-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.87&CDS=1-1917
OG0002826	YMR189W	genemark-flattened_line_0-processed-gene-3.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.99&CDS=1-3093
OG0002827	YMR190C	genemark-flattened_line_0-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.101&CDS=1-4158
OG0002828	YMR191W	snap_masked-flattened_line_0-processed-gene-3.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.39&CDS=1-1149
OG0002829	YMR193W	genemark-flattened_line_0-processed-gene-3.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.95&CDS=1-777
OG0002830	YMR196W	genemark-flattened_line_20-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.74&CDS=1-3135
OG0002831	YMR197C	augustus_masked-flattened_line_20-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.172&CDS=1-666
OG0002832	YMR200W	maker-flattened_line_0-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.63&CDS=1-846
OG0002833	YMR201C	genemark-flattened_line_20-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.100&CDS=1-1044
OG0002834	YMR202W	augustus_masked-flattened_line_4-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.100&CDS=1-1266
OG0002835	YMR203W	genemark-flattened_line_4-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.150&CDS=1-1158
OG0002836	YMR208W	genemark-flattened_line_20-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.16&CDS=1-1263
OG0002837	YMR209C	genemark-flattened_line_20-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.15&CDS=1-1008
OG0002838	YMR211W	genemark-flattened_line_2-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.81&CDS=1-1398
OG0002839	YMR212C	genemark-flattened_line_2-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.102&CDS=1-2307
OG0002840	YMR213W	genemark-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.78&CDS=1-1998
OG0002841	YMR214W	snap_masked-flattened_line_2-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.161&CDS=1-1116
OG0002842	YMR215W	genemark-flattened_line_2-processed-gene-5.93-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.93&CDS=1-1509
OG0002843	YMR217W	genemark-flattened_line_20-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.44&CDS=1-1578
OG0002844	YMR218C	genemark-flattened_line_14-processed-gene-3.133-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.133&CDS=1-3525
OG0002845	YMR221C	genemark-flattened_line_0-processed-gene-11.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.92&CDS=1-1515
OG0002846	YMR223W	genemark-flattened_line_18-processed-gene-3.252-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.252&CDS=1-1536
OG0002847	YMR224C	genemark-flattened_line_48-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.2&CDS=1-2040
OG0002848	YMR225C	genemark-flattened_line_0-processed-gene-11.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.97&CDS=1-285
OG0002849	YMR227C	genemark-flattened_line_4-processed-gene-5.34-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.34&CDS=1-1386
OG0002850	YMR228W	genemark-flattened_line_4-processed-gene-5.8-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.8&CDS=1-999
OG0002851	YMR229C	genemark-flattened_line_28-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.144&CDS=1-5100
OG0002852	YMR231W	genemark-flattened_line_2-processed-gene-8.182-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.182&CDS=1-2886
OG0002853	YMR232W	genemark-flattened_line_2-processed-gene-8.229-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.229&CDS=1-1908
OG0002854	YMR233W	genemark-flattened_line_2-processed-gene-8.228-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.228&CDS=1-678
OG0002855	YMR234W	maker-flattened_line_12-snap-gene-4.214-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-4.214&CDS=1-1164
OG0002856	YMR235C	genemark-flattened_line_2-processed-gene-8.156-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.156&CDS=1-1242
OG0002857	YMR239C	maker-flattened_line_34-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.3&CDS=1-2781
OG0002858	YMR241W	genemark-flattened_line_16-processed-gene-3.214-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.214&CDS=1-915
OG0002859	YMR243C	genemark-flattened_line_38-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.201&CDS=1-1317
OG0002860	YMR244C-A	genemark-flattened_line_10-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.21&CDS=1-312
OG0002861	YMR244W	genemark-flattened_line_12-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.129&CDS=1-1029
OG0002862	YMR247C	genemark-flattened_line_10-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.129&CDS=1-4527
OG0002863	YMR250W	genemark-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.99&CDS=1-1629
OG0002864	YMR252C	genemark-flattened_line_0-processed-gene-9.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.161&CDS=1-339
OG0002865	YMR256C	augustus_masked-flattened_line_14-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.22&CDS=1-201
OG0002866	YMR258C	maker-flattened_line_14-snap-gene-2.58-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.58&CDS=1-2454
OG0002867	YMR259C	maker-flattened_line_32-augustus-gene-0.214-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.214&CDS=1-5730
OG0002868	YMR260C	genemark-flattened_line_66-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.38&CDS=1-453
OG0002869	YMR262W	genemark-flattened_line_66-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.53&CDS=1-948
OG0002870	YMR264W	genemark-flattened_line_28-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.158&CDS=1-570
OG0002871	YMR265C	genemark-flattened_line_28-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.105&CDS=1-1293
OG0002872	YMR268C	genemark-flattened_line_0-processed-gene-12.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.123&CDS=1-2787
OG0002873	YMR272C	genemark-flattened_line_0-processed-gene-12.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.120&CDS=1-1122
OG0002874	YMR276W	genemark-flattened_line_8-processed-gene-4.50-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.50&CDS=1-1188
OG0002875	YMR277W	genemark-flattened_line_8-processed-gene-4.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.52&CDS=1-2145
OG0002876	YMR278W	genemark-flattened_line_8-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.53&CDS=1-1767
OG0002877	YMR280C	genemark-flattened_line_8-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.74&CDS=1-2940
OG0002878	YMR281W	genemark-flattened_line_73-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.13&CDS=1-837
OG0002879	YMR283C	genemark-flattened_line_0-processed-gene-12.148-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.148&CDS=1-1281
OG0002880	YMR284W	genemark-flattened_line_6-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.89&CDS=1-1704
OG0002881	YMR285C	maker-flattened_line_4-augustus-gene-3.4-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.4&CDS=1-2916
OG0002882	YMR286W	snap_masked-flattened_line_6-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.160&CDS=1-252
OG0002883	YMR287C	genemark-flattened_line_6-processed-gene-4.126-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.126&CDS=1-2931
OG0002884	YMR288W	genemark-flattened_line_26-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.90&CDS=1-3123
OG0002885	YMR289W	genemark-flattened_line_46-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.133&CDS=1-858
OG0002886	YMR290C	genemark-flattened_line_24-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.133&CDS=1-1725
OG0002887	YMR292W	genemark-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.132&CDS=1-417
OG0002888	YMR293C	genemark-flattened_line_18-processed-gene-3.181-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.181&CDS=1-1386
OG0002889	YMR295C	genemark-flattened_line_44-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.66&CDS=1-573
OG0002890	YMR296C	genemark-flattened_line_44-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.67&CDS=1-1668
OG0002891	YMR298W	genemark-flattened_line_42-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.178&CDS=1-360
OG0002892	YMR300C	snap_masked-flattened_line_42-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.70&CDS=1-1563
OG0002893	YMR301C	genemark-flattened_line_8-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.67&CDS=1-2139
OG0002894	YMR302C	genemark-flattened_line_16-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.132&CDS=1-2472
OG0002895	YMR304W	genemark-flattened_line_0-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.99&CDS=1-3549
OG0002896	YMR308C	maker-flattened_line_0-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.2&CDS=1-4164
OG0002897	YMR309C	genemark-flattened_line_4-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.74&CDS=1-2595
OG0002898	YMR311C	genemark-flattened_line_8-processed-gene-3.86-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.86&CDS=1-702
OG0002899	YMR312W	genemark-flattened_line_0-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.114&CDS=1-792
OG0002900	YMR313C	maker-flattened_line_0-snap-gene-2.11-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.11&CDS=1-1629
OG0002901	YMR314W	genemark-flattened_line_44-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.57&CDS=1-831
OG0002902	YMR315W	genemark-flattened_line_36-processed-gene-0.287-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.287&CDS=1-1050
OG0002903	YNL001W	maker-flattened_line_20-snap-gene-1.129-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.129&CDS=1-2244
OG0002904	YNL002C	genemark-flattened_line_30-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.198&CDS=1-867
OG0002905	YNL003C	genemark-flattened_line_30-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.197&CDS=1-831
