	Brettanomyces_anomalus	Saccharomyces_cerevisiae
OG0002837	snap_masked-LCTY01000009.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.95&CDS=1-3654	YGR233C
OG0002838	augustus_masked-LCTY01000009.1-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.152&CDS=1-1170	YOR025W
OG0002839	augustus_masked-LCTY01000009.1-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.122&CDS=1-1818	YDR091C
OG0002840	augustus_masked-LCTY01000009.1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.123&CDS=1-1722	YLL018C
OG0002841	augustus_masked-LCTY01000009.1-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.124&CDS=1-2409	YML035C
OG0002842	snap_masked-LCTY01000009.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.99&CDS=1-1074	YDR459C
OG0002843	augustus_masked-LCTY01000009.1-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.154&CDS=1-582	YML036W
OG0002844	augustus_masked-LCTY01000009.1-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.155&CDS=1-444	YDR462W
OG0002845	augustus_masked-LCTY01000009.1-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.156&CDS=1-1044	YCR019W
OG0002846	maker-LCTY01000009.1-snap-gene-4.58-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-4.58&CDS=1-1596	YOR216C
OG0002847	genemark-LCTY01000009.1-processed-gene-4.13-mRNA-1_1&gene=genemark-LCTY01000009.1-processed-gene-4.13&CDS=1-1236	YLR459W
OG0002848	augustus_masked-LCTY01000009.1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.158&CDS=1-2043	YPR179C
OG0002849	augustus_masked-LCTY01000009.1-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.131&CDS=1-1059	YPR180W
OG0002850	augustus_masked-LCTY01000009.1-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.159&CDS=1-1314	YPR178W
OG0002851	augustus_masked-LCTY01000009.1-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.132&CDS=1-1632	YER065C
OG0002852	augustus_masked-LCTY01000009.1-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.133&CDS=1-2640	YMR066W
OG0002853	augustus_masked-LCTY01000009.1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.134&CDS=1-3417	YPL226W
OG0002854	augustus_masked-LCTY01000009.1-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.160&CDS=1-2589	YJL062W
OG0002855	snap_masked-LCTY01000009.1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.80&CDS=1-342	YBR269C
OG0002856	augustus_masked-LCTY01000009.1-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.161&CDS=1-2265	YJL061W
OG0002857	augustus_masked-LCTY01000009.1-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.163&CDS=1-1674	YML130C
OG0002858	maker-LCTY01000009.1-snap-gene-4.59-mRNA-1_1&gene=maker-LCTY01000009.1-snap-gene-4.59&CDS=1-3378	YML099C
OG0002859	augustus_masked-LCTY01000009.1-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.165&CDS=1-408	YML098W
OG0002860	snap_masked-LCTY01000009.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-LCTY01000009.1-processed-gene-4.112&CDS=1-2460	YGL083W
OG0002861	augustus_masked-LCTY01000009.1-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.138&CDS=1-858	YER053C
OG0002862	augustus_masked-LCTY01000009.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.139&CDS=1-597	YOR215C
OG0002863	augustus_masked-LCTY01000009.1-processed-gene-4.168-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.168&CDS=1-696	YPR143W
OG0002864	augustus_masked-LCTY01000009.1-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-LCTY01000009.1-processed-gene-4.140&CDS=1-828	YEL009C
OG0002865	augustus_masked-LCTY01000010.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.76&CDS=1-783	YOR278W
OG0002866	augustus_masked-LCTY01000010.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.93&CDS=1-3438	YMR218C
OG0002867	augustus_masked-LCTY01000010.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.94&CDS=1-330	YKL160W
OG0002868	augustus_masked-LCTY01000010.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.78&CDS=1-1137	YHR052W
OG0002869	augustus_masked-LCTY01000010.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.83&CDS=1-1335	YMR014W
OG0002870	augustus_masked-LCTY01000010.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.85&CDS=1-1647	YER168C
OG0002871	augustus_masked-LCTY01000010.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.97&CDS=1-2421	YKL056C
OG0002872	augustus_masked-LCTY01000010.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.99&CDS=1-1221	YLR340W
OG0002873	augustus_masked-LCTY01000010.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.100&CDS=1-2706	YLR336C
OG0002874	augustus_masked-LCTY01000010.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.87&CDS=1-1077	YGR028W
OG0002875	augustus_masked-LCTY01000010.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.102&CDS=1-1308	YGR210C
OG0002876	augustus_masked-LCTY01000010.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.103&CDS=1-2151	YKL022C
OG0002877	augustus_masked-LCTY01000010.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.90&CDS=1-1119	YIR034C
OG0002878	augustus_masked-LCTY01000010.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-0.104&CDS=1-1272	YKL021C
OG0002879	snap_masked-LCTY01000010.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-1.57&CDS=1-285	YBR268W
OG0002880	augustus_masked-LCTY01000010.1-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.101&CDS=1-2199	YGL073W
OG0002881	augustus_masked-LCTY01000010.1-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.103&CDS=1-2976	YPL195W
OG0002882	augustus_masked-LCTY01000010.1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.104&CDS=1-2088	YGR145W
OG0002883	augustus_masked-LCTY01000010.1-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.105&CDS=1-912	YAR015W
OG0002884	augustus_masked-LCTY01000010.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.106&CDS=1-1254	YAR018C
OG0002885	augustus_masked-LCTY01000010.1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.107&CDS=1-714	YDR476C
OG0002886	augustus_masked-LCTY01000010.1-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.109&CDS=1-1095	YFR041C
OG0002887	augustus_masked-LCTY01000010.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.110&CDS=1-849	YOR362C
OG0002888	genemark-LCTY01000010.1-processed-gene-1.12-mRNA-1_1&gene=genemark-LCTY01000010.1-processed-gene-1.12&CDS=1-2316	YHR178W
OG0002889	augustus_masked-LCTY01000010.1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.126&CDS=1-900	YHR062C
OG0002890	augustus_masked-LCTY01000010.1-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.113&CDS=1-915	YNL155W
OG0002891	augustus_masked-LCTY01000010.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.128&CDS=1-2805	YKL165C
OG0002892	augustus_masked-LCTY01000010.1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.114&CDS=1-285	YGR037C
OG0002893	augustus_masked-LCTY01000010.1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.129&CDS=1-504	YLR050C
OG0002894	augustus_masked-LCTY01000010.1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.131&CDS=1-2280	YNL216W
OG0002895	augustus_masked-LCTY01000010.1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.132&CDS=1-2448	YDL234C
OG0002896	augustus_masked-LCTY01000010.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.115&CDS=1-2469	YJL092W
OG0002897	maker-LCTY01000010.1-snap-gene-1.44-mRNA-1_1&gene=maker-LCTY01000010.1-snap-gene-1.44&CDS=1-2778	YCR072C
OG0002898	augustus_masked-LCTY01000010.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.134&CDS=1-2724	YOR233W
OG0002899	genemark-LCTY01000010.1-processed-gene-1.19-mRNA-1_1&gene=genemark-LCTY01000010.1-processed-gene-1.19&CDS=1-2862	YEL032W
OG0002900	augustus_masked-LCTY01000010.1-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.135&CDS=1-2367	YLR337C
OG0002901	augustus_masked-LCTY01000010.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.136&CDS=1-771	YOR232W
OG0002902	augustus_masked-LCTY01000010.1-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.0&CDS=1-1779	YDR228C
OG0002903	maker-LCTY01000010.1-snap-gene-2.73-mRNA-1_1&gene=maker-LCTY01000010.1-snap-gene-2.73&CDS=1-3123	YNL023C
OG0002904	augustus_masked-LCTY01000010.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.4&CDS=1-2949	YBR007C
OG0002905	snap_masked-LCTY01000010.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-2.53&CDS=1-2226	YKL179C
OG0002906	augustus_masked-LCTY01000010.1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.5&CDS=1-543	YDR248C
OG0002907	augustus_masked-LCTY01000010.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.19&CDS=1-1266	YPL042C
OG0002908	augustus_masked-LCTY01000010.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.20&CDS=1-696	YPL041C
OG0002909	augustus_masked-LCTY01000010.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.21&CDS=1-534	YMR009W
OG0002910	augustus_masked-LCTY01000010.1-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.8&CDS=1-2166	YIL005W
OG0002911	augustus_masked-LCTY01000010.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.9&CDS=1-2307	YPL029W
OG0002912	augustus_masked-LCTY01000010.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.23&CDS=1-2943	YLR148W
OG0002913	augustus_masked-LCTY01000010.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.24&CDS=1-1833	YOL070C
OG0002914	augustus_masked-LCTY01000010.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.25&CDS=1-2712	YCR077C
OG0002915	augustus_masked-LCTY01000010.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.26&CDS=1-1002	YNR035C
OG0002916	augustus_masked-LCTY01000010.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.27&CDS=1-3966	YJL042W
OG0002917	augustus_masked-LCTY01000010.1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.11&CDS=1-1545	YDR111C
OG0002918	augustus_masked-LCTY01000010.1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.29&CDS=1-1983	YLR088W
OG0002919	augustus_masked-LCTY01000010.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.12&CDS=1-1428	YKL090W
OG0002920	augustus_masked-LCTY01000010.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.31&CDS=1-609	YBR122C
OG0002921	augustus_masked-LCTY01000010.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.13&CDS=1-2646	YPR091C
OG0002922	augustus_masked-LCTY01000010.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.32&CDS=1-4524	YCR042C
OG0002923	augustus_masked-LCTY01000010.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.14&CDS=1-3015	YNL267W
OG0002924	augustus_masked-LCTY01000010.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.33&CDS=1-2649	YBR133C
OG0002925	augustus_masked-LCTY01000010.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.15&CDS=1-327	YBR135W
OG0002926	augustus_masked-LCTY01000010.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.16&CDS=1-7245	YBR136W
OG0002927	augustus_masked-LCTY01000010.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.34&CDS=1-3033	YGL207W
OG0002928	augustus_masked-LCTY01000010.1-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.35&CDS=1-495	YER030W
OG0002929	augustus_masked-LCTY01000010.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.47&CDS=1-378	YKL003C
OG0002930	snap_masked-LCTY01000010.1-processed-gene-3.1-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-3.1&CDS=1-678	YKL002W
OG0002931	augustus_masked-LCTY01000010.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.49&CDS=1-1050	YPL178W
OG0002932	maker-LCTY01000010.1-augustus-gene-3.126-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-3.126&CDS=1-2160	YAL043C
OG0002933	augustus_masked-LCTY01000010.1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.69&CDS=1-1608	YDL030W
OG0002934	augustus_masked-LCTY01000010.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.51&CDS=1-954	YHR041C
OG0002935	augustus_masked-LCTY01000010.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.52&CDS=1-1422	YBR126C
OG0002936	augustus_masked-LCTY01000010.1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.53&CDS=1-1236	YBR125C
OG0002937	augustus_masked-LCTY01000010.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.71&CDS=1-4626	YOR093C
OG0002938	maker-LCTY01000010.1-augustus-gene-3.127-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-3.127&CDS=1-333	YBL001C
OG0002939	augustus_masked-LCTY01000010.1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.72&CDS=1-1500	YBR006W
OG0002940	augustus_masked-LCTY01000010.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.55&CDS=1-1245	YOL058W
OG0002941	augustus_masked-LCTY01000010.1-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.73&CDS=1-2277	YGR264C
OG0002942	augustus_masked-LCTY01000010.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.74&CDS=1-624	YDL212W
OG0002943	augustus_masked-LCTY01000010.1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.57&CDS=1-2325	YBR198C
OG0002944	augustus_masked-LCTY01000010.1-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.75&CDS=1-1251	YPL076W
OG0002945	augustus_masked-LCTY01000010.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.59&CDS=1-1638	YBR196C
OG0002946	maker-LCTY01000010.1-augustus-gene-3.128-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-3.128&CDS=1-1245	YPL014W
OG0002947	snap_masked-LCTY01000010.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-3.17&CDS=1-669	YER120W
OG0002948	augustus_masked-LCTY01000010.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.77&CDS=1-429	YPR168W
OG0002949	augustus_masked-LCTY01000010.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.61&CDS=1-816	YPR167C
OG0002950	augustus_masked-LCTY01000010.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.62&CDS=1-1260	YOR197W
OG0002951	augustus_masked-LCTY01000010.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.63&CDS=1-1527	YPL214C
OG0002952	augustus_masked-LCTY01000010.1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.64&CDS=1-4155	YIL126W
OG0002953	augustus_masked-LCTY01000010.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.79&CDS=1-921	YDR318W
OG0002954	augustus_masked-LCTY01000010.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.65&CDS=1-726	YJL035C
OG0002955	augustus_masked-LCTY01000010.1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.80&CDS=1-1956	YJL036W
OG0002956	augustus_masked-LCTY01000010.1-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.4&CDS=1-3855	YLR398C
OG0002957	augustus_masked-LCTY01000010.1-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.2&CDS=1-1371	YJL155C
OG0002958	augustus_masked-LCTY01000010.1-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.5&CDS=1-900	YLR393W
OG0002959	augustus_masked-LCTY01000010.1-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.3&CDS=1-2751	YJL156C
OG0002960	augustus_masked-LCTY01000010.1-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.31&CDS=1-234	YHR001W-A
OG0002961	augustus_masked-LCTY01000010.1-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.6&CDS=1-1446	YDL238C
OG0002962	augustus_masked-LCTY01000010.1-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.32&CDS=1-699	YNL222W
OG0002963	augustus_masked-LCTY01000010.1-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.7&CDS=1-2661	YOR154W
OG0002964	maker-LCTY01000010.1-augustus-gene-4.112-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-4.112&CDS=1-561	YBL021C
OG0002965	augustus_masked-LCTY01000010.1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.11&CDS=1-3702	YLR187W
OG0002966	augustus_masked-LCTY01000010.1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.35&CDS=1-2463	YLR182W
OG0002967	augustus_masked-LCTY01000010.1-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.12&CDS=1-1221	YLR181C
OG0002968	maker-LCTY01000010.1-snap-gene-4.120-mRNA-1_1&gene=maker-LCTY01000010.1-snap-gene-4.120&CDS=1-5430	YNL271C
OG0002969	augustus_masked-LCTY01000010.1-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.13&CDS=1-1515	YEL064C
OG0002970	augustus_masked-LCTY01000010.1-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.38&CDS=1-3477	YNL273W
OG0002971	augustus_masked-LCTY01000010.1-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.39&CDS=1-1611	YNL223W
OG0002972	augustus_masked-LCTY01000010.1-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.14&CDS=1-2307	YNL224C
OG0002973	augustus_masked-LCTY01000010.1-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.17&CDS=1-591	YLR193C
OG0002974	snap_masked-LCTY01000010.1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-4.97&CDS=1-1137	YDL165W
OG0002975	augustus_masked-LCTY01000010.1-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.18&CDS=1-558	YDL166C
OG0002976	augustus_masked-LCTY01000010.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.44&CDS=1-612	YDL169C
OG0002977	augustus_masked-LCTY01000010.1-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.45&CDS=1-1551	YLR197W
OG0002978	snap_masked-LCTY01000010.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-4.74&CDS=1-363	YLR200W
OG0002979	augustus_masked-LCTY01000010.1-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.47&CDS=1-780	YLR201C
OG0002980	augustus_masked-LCTY01000010.1-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.20&CDS=1-1146	YJR141W
OG0002981	augustus_masked-LCTY01000010.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.48&CDS=1-1122	YHR201C
OG0002982	maker-LCTY01000010.1-augustus-gene-4.113-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-4.113&CDS=1-2217	YJR139C
OG0002983	augustus_masked-LCTY01000010.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.49&CDS=1-4740	YJR138W
OG0002984	augustus_masked-LCTY01000010.1-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.50&CDS=1-3834	YIL115C
OG0002985	augustus_masked-LCTY01000010.1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.51&CDS=1-1086	YDL055C
OG0002986	augustus_masked-LCTY01000010.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.24&CDS=1-1917	YER049W
OG0002987	augustus_masked-LCTY01000010.1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.25&CDS=1-1926	YDR341C
OG0002988	maker-LCTY01000010.1-augustus-gene-4.114-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-4.114&CDS=1-1344	YDR487C
OG0002989	augustus_masked-LCTY01000010.1-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.54&CDS=1-936	YOL096C
