	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
OG0003251	YOR215C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.100&CDS=1-477
OG0003252	YOR216C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.99&CDS=1-1380
OG0003253	YOR217W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.117&CDS=1-2565
OG0003254	YOR221C	augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.119&CDS=1-1008
OG0003255	YOR222W	augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.95&CDS=1-900
OG0003256	YOR223W	augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.96&CDS=1-759
OG0003257	YOR224C	maker-NODE_56_length_30191_cov_165.813_ID_7253-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_56_length_30191_cov_165.813_ID_7253-augustus-gene-0.4&CDS=1-435
OG0003258	YOR226C	augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_34_length_77108_cov_101.239_ID_6280-processed-gene-0.116&CDS=1-438
OG0003259	YOR232W	snap_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.114&CDS=1-651
OG0003260	YOR236W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.127&CDS=1-567
OG0003261	YOR239W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.45&CDS=1-984
OG0003262	YOR241W	maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.6&CDS=1-1413
OG0003263	YOR242C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.38&CDS=1-1209
OG0003264	YOR243C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-0.43&CDS=1-2007
OG0003265	YOR245C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-0.117&CDS=1-1086
OG0003266	YOR246C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.17&CDS=1-966
OG0003267	YOR249C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-2.59&CDS=1-2352
OG0003268	YOR250C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.33&CDS=1-1338
OG0003269	YOR251C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.34&CDS=1-885
OG0003270	YOR252W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.240&CDS=1-471
OG0003271	YOR253W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.26&CDS=1-465
OG0003272	YOR254C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.52&CDS=1-1926
OG0003273	YOR257W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.16&CDS=1-1209
OG0003274	YOR258W	maker-NODE_15_length_223829_cov_100.186_ID_4289-snap-gene-0.13-mRNA-1_1&gene=maker-NODE_15_length_223829_cov_100.186_ID_4289-snap-gene-0.13&CDS=1-636
OG0003275	YOR259C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.18&CDS=1-1266
OG0003276	YOR260W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.41&CDS=1-1326
OG0003277	YOR261C	maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_223829_cov_100.186_ID_4289-augustus-gene-0.1&CDS=1-2895
OG0003278	YOR262W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.47&CDS=1-1026
OG0003279	YOR265W	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.22&CDS=1-309
OG0003280	YOR269W	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.83&CDS=1-1383
OG0003281	YOR271C	augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.37&CDS=1-981
OG0003282	YOR272W	augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.38&CDS=1-1326
OG0003283	YOR273C	augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_15_length_223829_cov_100.186_ID_4289-processed-gene-0.53&CDS=1-2253
OG0003284	YOR274W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.238&CDS=1-1323
OG0003285	YOR275C	maker-NODE_12_length_290256_cov_93.4947_ID_2939-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_12_length_290256_cov_93.4947_ID_2939-augustus-gene-1.107&CDS=1-2346
OG0003286	YOR276W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.281-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.281&CDS=1-474
OG0003287	YOR278W	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.54&CDS=1-765
OG0003288	YOR281C	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.64&CDS=1-762
OG0003289	YOR283W	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.115&CDS=1-1566
OG0003290	YOR286W	augustus_masked-NODE_61_length_22428_cov_103.839_ID_7482-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_61_length_22428_cov_103.839_ID_7482-processed-gene-0.20&CDS=1-585
OG0003291	YOR287C	augustus_masked-NODE_61_length_22428_cov_103.839_ID_7482-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_61_length_22428_cov_103.839_ID_7482-processed-gene-0.26&CDS=1-954
OG0003292	YOR288C	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.89&CDS=1-873
OG0003293	YOR289W	augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_16_length_201853_cov_92.9379_ID_3181-processed-gene-0.66&CDS=1-585
OG0003294	YOR291W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-1.139&CDS=1-4191
OG0003295	YOR292C	maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-1.171-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-1.171&CDS=1-957
OG0003296	YOR294W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.51&CDS=1-3102
OG0003297	YOR296W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-0.52&CDS=1-3819
OG0003298	YOR298C-A	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.82&CDS=1-453
OG0003299	YOR298W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-3.58&CDS=1-648
OG0003300	YOR301W	augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.30&CDS=1-1566
OG0003301	YOR303W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-0.83&CDS=1-1287
OG0003302	YOR305W	augustus_masked-NODE_62_length_21694_cov_104.873_ID_7532-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_62_length_21694_cov_104.873_ID_7532-processed-gene-0.18&CDS=1-705
OG0003303	YOR310C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.99&CDS=1-1524
OG0003304	YOR311C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.72&CDS=1-948
OG0003305	YOR313C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-3.101&CDS=1-996
OG0003306	YOR317W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.95&CDS=1-2094
OG0003307	YOR322C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.57&CDS=1-2211
OG0003308	YOR323C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-4.117&CDS=1-1608
OG0003309	YOR327C	maker-NODE_11_length_294616_cov_95.1537_ID_5041-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_11_length_294616_cov_95.1537_ID_5041-augustus-gene-1.2&CDS=1-339
OG0003310	YOR330C	augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.58&CDS=1-3420
OG0003311	YOR331C	maker-NODE_47_length_56431_cov_98.6348_ID_6933-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_47_length_56431_cov_98.6348_ID_6933-snap-gene-0.78&CDS=1-459
OG0003312	YOR332W	augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.73&CDS=1-684
OG0003313	YOR334W	augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.72&CDS=1-1236
OG0003314	YOR335C	maker-NODE_7_length_434895_cov_99.951_ID_2823-snap-gene-1.46-mRNA-1_1&gene=maker-NODE_7_length_434895_cov_99.951_ID_2823-snap-gene-1.46&CDS=1-2913
OG0003315	YOR336W	maker-NODE_7_length_434895_cov_99.951_ID_2823-augustus-gene-1.132-mRNA-1_1&gene=maker-NODE_7_length_434895_cov_99.951_ID_2823-augustus-gene-1.132&CDS=1-4335
OG0003316	YOR339C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-6.24&CDS=1-456
OG0003317	YOR340C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.41&CDS=1-894
OG0003318	YOR341W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.102&CDS=1-4788
OG0003319	YOR344C	augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_542709_cov_97.2032_ID_3829-processed-gene-1.116&CDS=1-789
OG0003320	YOR346W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.113&CDS=1-3633
OG0003321	YOR349W	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.44&CDS=1-3075
OG0003322	YOR351C	maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-10.138-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-10.138&CDS=1-1347
OG0003323	YOR353C	snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.36&CDS=1-2367
OG0003324	YOR355W	maker-NODE_1_length_1126442_cov_101.118_ID_7379-snap-gene-5.137-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-snap-gene-5.137&CDS=1-2994
OG0003325	YOR356W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-5.18&CDS=1-1968
OG0003326	YOR357C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.155&CDS=1-600
OG0003327	YOR358W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.42&CDS=1-744
OG0003328	YOR359W	augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.59&CDS=1-1692
OG0003329	YOR360C	augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_40_length_70818_cov_124.625_ID_5579-processed-gene-0.61&CDS=1-1692
OG0003330	YOR361C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.128&CDS=1-2172
OG0003331	YOR362C	maker-NODE_2_length_988990_cov_98.9605_ID_6788-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_2_length_988990_cov_98.9605_ID_6788-snap-gene-1.0&CDS=1-894
OG0003332	YOR368W	maker-NODE_29_length_91889_cov_116.398_ID_4951-augustus-gene-0.168-mRNA-1_1&gene=maker-NODE_29_length_91889_cov_116.398_ID_4951-augustus-gene-0.168&CDS=1-1143
OG0003333	YOR369C	augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.45&CDS=1-420
OG0003334	YOR370C	augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.46&CDS=1-1833
OG0003335	YOR373W	snap_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.25&CDS=1-1881
OG0003336	YOR386W	augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_53_length_33435_cov_99.4918_ID_3219-processed-gene-0.3&CDS=1-1644
OG0003337	YPL001W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.154&CDS=1-1167
OG0003338	YPL002C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.133&CDS=1-735
OG0003339	YPL003W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.132&CDS=1-1464
OG0003340	YPL005W	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.33&CDS=1-1860
OG0003341	YPL006W	snap_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.206-mRNA-1_1&gene=snap_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.206&CDS=1-3591
OG0003342	YPL007C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.44&CDS=1-1767
OG0003343	YPL008W	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-1.45&CDS=1-2454
OG0003344	YPL009C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.117&CDS=1-2946
OG0003345	YPL010W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.147&CDS=1-588
OG0003346	YPL011C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.118&CDS=1-810
OG0003347	YPL012W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.150&CDS=1-3627
OG0003348	YPL013C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.123&CDS=1-282
OG0003349	YPL014W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-8.31&CDS=1-906
OG0003350	YPL015C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.116&CDS=1-1029
OG0003351	YPL016W	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.91&CDS=1-3831
OG0003352	YPL020C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.115&CDS=1-1614
OG0003353	YPL022W	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.109&CDS=1-2982
OG0003354	YPL023C	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.92&CDS=1-1905
OG0003355	YPL024W	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.88&CDS=1-639
OG0003356	YPL028W	augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.43&CDS=1-1209
OG0003357	YPL029W	augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_52_length_34123_cov_109.435_ID_7183-processed-gene-0.50&CDS=1-2289
OG0003358	YPL030W	augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_47_length_56431_cov_98.6348_ID_6933-processed-gene-0.63&CDS=1-1683
OG0003359	YPL034W	genemark-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-7.79-mRNA-1_1&gene=genemark-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-7.79&CDS=1-738
