	Debaryomyces_hansenii	Saccharomyces_cerevisiae
OG0003051	augustus_masked-Deha2G-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-4.24&CDS=1-1581	YBR096W
OG0003052	augustus_masked-Deha2G-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-4.42&CDS=1-10047	YDR457W
OG0003053	genemark-Deha2G-processed-gene-4.126-mRNA-1_1&gene=genemark-Deha2G-processed-gene-4.126&CDS=1-1644	YDR473C
OG0003054	augustus_masked-Deha2G-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-4.26&CDS=1-2601	YER070W
OG0003055	maker-Deha2G-augustus-gene-4.45-mRNA-1_1&gene=maker-Deha2G-augustus-gene-4.45&CDS=1-4467	YIL067C
OG0003056	augustus_masked-Deha2G-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.50&CDS=1-621	YOR021C
OG0003057	augustus_masked-Deha2G-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.49&CDS=1-666	YDR408C
OG0003058	augustus_masked-Deha2G-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.54&CDS=1-1095	YOR136W
OG0003059	augustus_masked-Deha2G-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.55&CDS=1-1140	YDL168W
OG0003060	augustus_masked-Deha2G-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.78&CDS=1-1038	YDR214W
OG0003061	augustus_masked-Deha2G-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.79&CDS=1-813	YOR157C
OG0003062	augustus_masked-Deha2G-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.56&CDS=1-4380	YDR407C
OG0003063	augustus_masked-Deha2G-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.80&CDS=1-315	YMR244C-A
OG0003064	augustus_masked-Deha2G-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.57&CDS=1-1188	YDR321W
OG0003065	augustus_masked-Deha2G-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.81&CDS=1-2094	YOR317W
OG0003066	augustus_masked-Deha2G-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.82&CDS=1-1560	YJL153C
OG0003067	augustus_masked-Deha2G-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.83&CDS=1-1422	YMR240C
OG0003068	augustus_masked-Deha2G-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.61&CDS=1-1767	YDR057W
OG0003069	augustus_masked-Deha2G-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.62&CDS=1-1272	YLR203C
OG0003070	augustus_masked-Deha2G-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.85&CDS=1-7977	YBR081C
OG0003071	augustus_masked-Deha2G-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.86&CDS=1-441	YBR082C
OG0003072	augustus_masked-Deha2G-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.66&CDS=1-2382	YDL170W
OG0003073	augustus_masked-Deha2G-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.67&CDS=1-1515	YLR197W
OG0003074	snap_masked-Deha2G-processed-gene-5.137-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-5.137&CDS=1-1176	YDR124W
OG0003075	augustus_masked-Deha2G-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.91&CDS=1-363	YDR511W
OG0003076	augustus_masked-Deha2G-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-5.75&CDS=1-2358	YKL034W
OG0003077	augustus_masked-Deha2G-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.0&CDS=1-2430	YLR207W
OG0003078	genemark-Deha2G-processed-gene-6.131-mRNA-1_1&gene=genemark-Deha2G-processed-gene-6.131&CDS=1-4536	YHR164C
OG0003079	augustus_masked-Deha2G-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.1&CDS=1-1551	YOR310C
OG0003080	augustus_masked-Deha2G-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.2&CDS=1-795	YJR024C
OG0003081	augustus_masked-Deha2G-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.36&CDS=1-897	YGR205W
OG0003082	augustus_masked-Deha2G-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.37&CDS=1-765	YGR207C
OG0003083	augustus_masked-Deha2G-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.38&CDS=1-2619	YLR045C
OG0003084	augustus_masked-Deha2G-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.7&CDS=1-963	YOR292C
OG0003085	augustus_masked-Deha2G-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.40&CDS=1-828	YLR199C
OG0003086	augustus_masked-Deha2G-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.8&CDS=1-756	YLR201C
OG0003087	maker-Deha2G-augustus-gene-6.121-mRNA-1_1&gene=maker-Deha2G-augustus-gene-6.121&CDS=1-1707	YLR193C
OG0003088	augustus_masked-Deha2G-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.11&CDS=1-876	YLR205C
OG0003089	augustus_masked-Deha2G-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.42&CDS=1-642	YDL166C
OG0003090	augustus_masked-Deha2G-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.12&CDS=1-573	YDL165W
OG0003091	augustus_masked-Deha2G-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.43&CDS=1-960	YHR012W
OG0003092	augustus_masked-Deha2G-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.44&CDS=1-1539	YOR161C
OG0003093	augustus_masked-Deha2G-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.15&CDS=1-1455	YOR155C
OG0003094	augustus_masked-Deha2G-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.45&CDS=1-870	YDR405W
OG0003095	augustus_masked-Deha2G-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.18&CDS=1-3696	YOR151C
OG0003096	augustus_masked-Deha2G-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.46&CDS=1-522	YOR150W
OG0003097	augustus_masked-Deha2G-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.19&CDS=1-519	YDR404C
OG0003098	augustus_masked-Deha2G-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.48&CDS=1-1821	YDR341C
OG0003099	snap_masked-Deha2G-processed-gene-6.77-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-6.77&CDS=1-1857	YOR138C
OG0003100	snap_masked-Deha2G-processed-gene-6.78-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-6.78&CDS=1-1440	YOR137C
OG0003101	augustus_masked-Deha2G-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.22&CDS=1-567	YDR339C
OG0003102	augustus_masked-Deha2G-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.25&CDS=1-624	YDL173W
OG0003103	augustus_masked-Deha2G-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.49&CDS=1-588	YJR069C
OG0003104	augustus_masked-Deha2G-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.50&CDS=1-1206	YOR143C
OG0003105	maker-Deha2G-augustus-gene-6.119-mRNA-1_1&gene=maker-Deha2G-augustus-gene-6.119&CDS=1-546	YMR236W
OG0003106	augustus_masked-Deha2G-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.51&CDS=1-525	YML030W
OG0003107	augustus_masked-Deha2G-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.52&CDS=1-558	YDR454C
OG0003108	augustus_masked-Deha2G-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.29&CDS=1-2862	YOR160W
OG0003109	augustus_masked-Deha2G-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.54&CDS=1-3555	YDR270W
OG0003110	augustus_masked-Deha2G-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.55&CDS=1-2007	YOR308C
OG0003111	augustus_masked-Deha2G-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.33&CDS=1-963	YDR353W
OG0003112	augustus_masked-Deha2G-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.57&CDS=1-1182	YDR267C
OG0003113	augustus_masked-Deha2G-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-6.35&CDS=1-1617	YOR037W
OG0003114	augustus_masked-Deha2G-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.57&CDS=1-2982	YOR038C
OG0003115	augustus_masked-Deha2G-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.53&CDS=1-1803	YDR268W
OG0003116	augustus_masked-Deha2G-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.56&CDS=1-924	YLR209C
OG0003117	augustus_masked-Deha2G-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.74&CDS=1-891	YLR208W
OG0003118	augustus_masked-Deha2G-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.62&CDS=1-1554	YLR034C
OG0003119	augustus_masked-Deha2G-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.77&CDS=1-1668	YLR033W
OG0003120	augustus_masked-Deha2G-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.78&CDS=1-1848	YDR338C
OG0003121	augustus_masked-Deha2G-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.80&CDS=1-2727	YMR130W
OG0003122	augustus_masked-Deha2G-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.81&CDS=1-3936	YMR129W
OG0003123	augustus_masked-Deha2G-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.82&CDS=1-3954	YMR128W
OG0003124	augustus_masked-Deha2G-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.83&CDS=1-741	YDR121W
OG0003125	augustus_masked-Deha2G-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.65&CDS=1-4635	YLR032W
OG0003126	maker-Deha2G-augustus-gene-7.150-mRNA-1_1&gene=maker-Deha2G-augustus-gene-7.150&CDS=1-1119	YDR035W
OG0003127	augustus_masked-Deha2G-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.85&CDS=1-2379	YBR058C
OG0003128	augustus_masked-Deha2G-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.66&CDS=1-1179	YDR371W
OG0003129	augustus_masked-Deha2G-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.86&CDS=1-1023	YDR372C
OG0003130	augustus_masked-Deha2G-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.67&CDS=1-8889	YFR019W
OG0003131	augustus_masked-Deha2G-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.87&CDS=1-1128	YOL018C
OG0003132	augustus_masked-Deha2G-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.88&CDS=1-2472	YOR018W
OG0003133	genemark-Deha2G-processed-gene-7.23-mRNA-1_1&gene=genemark-Deha2G-processed-gene-7.23&CDS=1-1608	YBR158W
OG0003134	maker-Deha2G-augustus-gene-7.147-mRNA-1_1&gene=maker-Deha2G-augustus-gene-7.147&CDS=1-1422	YBR138C
OG0003135	augustus_masked-Deha2G-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.89&CDS=1-2397	YOL076W
OG0003136	augustus_masked-Deha2G-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.90&CDS=1-678	YOR283W
OG0003137	augustus_masked-Deha2G-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.91&CDS=1-960	YBR176W
OG0003138	augustus_masked-Deha2G-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.70&CDS=1-969	YML004C
OG0003139	augustus_masked-Deha2G-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.72&CDS=1-3507	YFR009W
OG0003140	augustus_masked-Deha2G-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.92&CDS=1-318	YPL098C
OG0003141	maker-Deha2G-augustus-gene-7.149-mRNA-1_1&gene=maker-Deha2G-augustus-gene-7.149&CDS=1-444	YFR011C
OG0003142	augustus_masked-Deha2G-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.93&CDS=1-1455	YFR010W
OG0003143	augustus_masked-Deha2G-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.94&CDS=1-1734	YMR110C
OG0003144	augustus_masked-Deha2G-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.58&CDS=1-1686	YFR021W
OG0003145	augustus_masked-Deha2G-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.59&CDS=1-2973	YOL021C
OG0003146	augustus_masked-Deha2G-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.61&CDS=1-612	YDR487C
OG0003147	augustus_masked-Deha2G-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.77&CDS=1-1263	YOL097C
OG0003148	augustus_masked-Deha2G-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.62&CDS=1-3807	YOL080C
OG0003149	augustus_masked-Deha2G-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.63&CDS=1-201	YOL077W-A
OG0003150	augustus_masked-Deha2G-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.64&CDS=1-861	YOL077C
OG0003151	augustus_masked-Deha2G-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.66&CDS=1-687	YKR006C
OG0003152	augustus_masked-Deha2G-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.82&CDS=1-624	YKL119C
OG0003153	augustus_masked-Deha2G-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.68&CDS=1-1344	YNL040W
OG0003154	augustus_masked-Deha2G-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.83&CDS=1-969	YBR146W
OG0003155	augustus_masked-Deha2G-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.84&CDS=1-3534	YCR033W
OG0003156	augustus_masked-Deha2G-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.85&CDS=1-1599	YJL194W
OG0003157	augustus_masked-Deha2G-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.86&CDS=1-312	YOL086W-A
OG0003158	augustus_masked-Deha2G-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.69&CDS=1-3306	YOL087C
OG0003159	maker-Deha2G-augustus-gene-8.53-mRNA-1_1&gene=maker-Deha2G-augustus-gene-8.53&CDS=1-642	YBR154C
OG0003160	augustus_masked-Deha2G-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.87&CDS=1-741	YBR153W
OG0003161	augustus_masked-Deha2G-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.71&CDS=1-1005	YCR034W
OG0003162	augustus_masked-Deha2G-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.89&CDS=1-1005	YCR036W
OG0003163	augustus_masked-Deha2G-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.90&CDS=1-2700	YBR079C
OG0003164	augustus_masked-Deha2G-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.91&CDS=1-921	YDR361C
OG0003165	augustus_masked-Deha2G-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.72&CDS=1-1512	YDR364C
OG0003166	augustus_masked-Deha2G-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.94&CDS=1-1122	YBL029W
OG0003167	augustus_masked-Deha2G-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.95&CDS=1-2340	YBR080C
OG0003168	augustus_masked-Deha2G-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.74&CDS=1-771	YHR058C
OG0003169	augustus_masked-Deha2G-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.96&CDS=1-624	YDR304C
OG0003170	augustus_masked-Deha2G-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.97&CDS=1-1398	YOR142W
OG0003171	augustus_masked-Deha2G-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.98&CDS=1-2547	YOR141C
OG0003172	augustus_masked-Deha2G-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.75&CDS=1-1128	YDR346C
OG0003173	augustus_masked-Deha2G-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.100&CDS=1-3117	YCR011C
OG0003174	augustus_masked-Deha2G-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.101&CDS=1-3774	YOR124C
OG0003175	augustus_masked-Deha2G-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.76&CDS=1-1332	YDR375C
OG0003176	augustus_masked-Deha2G-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.57&CDS=1-1857	YDR006C
OG0003177	snap_masked-Deha2G-processed-gene-9.97-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-9.97&CDS=1-1983	YCR008W
OG0003178	maker-Deha2G-augustus-gene-9.90-mRNA-1_1&gene=maker-Deha2G-augustus-gene-9.90&CDS=1-927	YBR160W
OG0003179	augustus_masked-Deha2G-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.65&CDS=1-1038	YBR159W
OG0003180	augustus_masked-Deha2G-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.66&CDS=1-1011	YNL007C
OG0003181	augustus_masked-Deha2G-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.67&CDS=1-966	YNL006W
OG0003182	augustus_masked-Deha2G-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.76&CDS=1-2427	YLR176C
OG0003183	augustus_masked-Deha2G-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.68&CDS=1-825	YNL002C
OG0003184	augustus_masked-Deha2G-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.69&CDS=1-4377	YCL017C
OG0003185	augustus_masked-Deha2G-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.77&CDS=1-5679	YCL014W
OG0003186	augustus_masked-Deha2G-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.78&CDS=1-801	YCL010C
OG0003187	augustus_masked-Deha2G-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.79&CDS=1-1623	YCL004W
OG0003188	augustus_masked-Deha2G-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.80&CDS=1-1248	YHL014C
OG0003189	augustus_masked-Deha2G-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.70&CDS=1-4812	YNL243W
OG0003190	augustus_masked-Deha2G-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.81&CDS=1-1533	YFL055W
OG0003191	augustus_masked-Deha2G-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.83&CDS=1-210	YCL005W-A
OG0003192	maker-Deha2G-augustus-gene-9.94-mRNA-1_1&gene=maker-Deha2G-augustus-gene-9.94&CDS=1-2904	YLR175W
OG0003193	augustus_masked-Deha2G-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.73&CDS=1-1695	YBL019W
OG0003194	augustus_masked-Deha2G-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.86&CDS=1-729	YER148W
OG0003195	augustus_masked-Deha2G-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.89&CDS=1-618	YNR018W
OG0003196	augustus_masked-Deha2G-processed-gene-10.55-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.55&CDS=1-795	YCR009C
OG0003197	augustus_masked-Deha2G-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.57&CDS=1-3054	YER171W
OG0003198	augustus_masked-Deha2G-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.58&CDS=1-1176	YOR123C
OG0003199	augustus_masked-Deha2G-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.81&CDS=1-1407	YDR388W
OG0003200	augustus_masked-Deha2G-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.61&CDS=1-1350	YJR078W
OG0003201	augustus_masked-Deha2G-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.62&CDS=1-1587	YPR033C
OG0003202	maker-Deha2G-augustus-gene-10.97-mRNA-1_1&gene=maker-Deha2G-augustus-gene-10.97&CDS=1-1233	YBR057C
OG0003203	augustus_masked-Deha2G-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.64&CDS=1-1350	YPR034W
OG0003204	augustus_masked-Deha2G-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.84&CDS=1-1515	YDR036C
OG0003205	maker-Deha2G-augustus-gene-10.102-mRNA-1_1&gene=maker-Deha2G-augustus-gene-10.102&CDS=1-3960	YDR074W
OG0003206	augustus_masked-Deha2G-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.87&CDS=1-1881	YER165W
OG0003207	augustus_masked-Deha2G-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.88&CDS=1-4215	YER164W
OG0003208	augustus_masked-Deha2G-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.65&CDS=1-1821	YDR091C
OG0003209	augustus_masked-Deha2G-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.66&CDS=1-1692	YDR101C
OG0003210	augustus_masked-Deha2G-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.69&CDS=1-2832	YDR421W
OG0003211	augustus_masked-Deha2G-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.89&CDS=1-876	YMR244W
OG0003212	augustus_masked-Deha2G-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.70&CDS=1-354	YMR059W
OG0003213	augustus_masked-Deha2G-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.90&CDS=1-1404	YMR126C
OG0003214	augustus_masked-Deha2G-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.91&CDS=1-3576	YDR359C
OG0003215	augustus_masked-Deha2G-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.71&CDS=1-420	YDR100W
OG0003216	augustus_masked-Deha2G-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.72&CDS=1-3117	YDR104C
OG0003217	augustus_masked-Deha2G-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.92&CDS=1-2055	YDR103W
OG0003218	augustus_masked-Deha2G-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.73&CDS=1-1194	YER178W
OG0003219	augustus_masked-Deha2G-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.74&CDS=1-6435	YER172C
OG0003220	augustus_masked-Deha2G-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.75&CDS=1-1107	YDR354W
OG0003221	augustus_masked-Deha2G-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.94&CDS=1-4371	YOR116C
OG0003222	augustus_masked-Deha2G-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.77&CDS=1-249	YDR363W-A
