	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
OG0003375	snap_masked-CANI0S20-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.27&CDS=1-408	YGL054C
OG0003376	snap_masked-CANI0S20-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.28&CDS=1-747	YLR301W
OG0003377	snap_masked-CANI0S20-processed-gene-3.30-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.30&CDS=1-1848	YLR299W
OG0003378	snap_masked-CANI0S20-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.9&CDS=1-567	YLR298C
OG0003379	snap_masked-CANI0S20-processed-gene-3.10-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.10&CDS=1-321	YLR295C
OG0003380	snap_masked-CANI0S20-processed-gene-3.12-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.12&CDS=1-573	YLR292C
OG0003381	snap_masked-CANI0S20-processed-gene-3.13-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.13&CDS=1-789	YLR290C
OG0003382	augustus_masked-CANI0S20-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.80&CDS=1-1935	YLR289W
OG0003383	snap_masked-CANI0S20-processed-gene-3.14-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.14&CDS=1-570	YMR150C
OG0003384	augustus_masked-CANI0S20-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.81&CDS=1-852	YMR149W
OG0003385	snap_masked-CANI0S20-processed-gene-3.15-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.15&CDS=1-1626	YMR145C
OG0003386	augustus_masked-CANI0S20-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.82&CDS=1-927	YMR144W
OG0003387	snap_masked-CANI0S20-processed-gene-3.37-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.37&CDS=1-318	YDL081C
OG0003388	snap_masked-CANI0S20-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.38&CDS=1-1365	YMR140W
OG0003389	snap_masked-CANI0S20-processed-gene-3.39-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.39&CDS=1-600	YMR138W
OG0003390	augustus_masked-CANI0S20-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.65&CDS=1-2181	YMR137C
OG0003391	snap_masked-CANI0S20-processed-gene-3.42-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.42&CDS=1-777	YOR039W
OG0003392	snap_masked-CANI0S20-processed-gene-3.17-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.17&CDS=1-2979	YOR038C
OG0003393	augustus_masked-CANI0S20-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.90&CDS=1-1794	YOR036W
OG0003394	snap_masked-CANI0S20-processed-gene-3.18-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.18&CDS=1-2355	YOR035C
OG0003395	snap_masked-CANI0S20-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.20&CDS=1-1089	YOR032C
OG0003396	augustus_masked-CANI0S20-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.91&CDS=1-1692	YOR030W
OG0003397	augustus_masked-CANI0S20-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-3.70&CDS=1-768	YOR028C
OG0003398	snap_masked-CANI0S20-processed-gene-3.46-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.46&CDS=1-1737	YOR027W
OG0003399	snap_masked-CANI0S20-processed-gene-3.47-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.47&CDS=1-960	YOR026W
OG0003400	snap_masked-CANI0S20-processed-gene-3.48-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.48&CDS=1-1281	YOR025W
OG0003401	snap_masked-CANI0S20-processed-gene-4.91-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.91&CDS=1-318	YOR020C
OG0003402	augustus_masked-CANI0S20-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.47&CDS=1-201	YOR020W-A
OG0003403	snap_masked-CANI0S20-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.92&CDS=1-639	YOR021C
OG0003404	snap_masked-CANI0S20-processed-gene-4.93-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.93&CDS=1-2190	YOR022C
OG0003405	augustus_masked-CANI0S20-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.51&CDS=1-1665	YOR023C
OG0003406	snap_masked-CANI0S20-processed-gene-4.96-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.96&CDS=1-690	YHR013C
OG0003407	maker-CANI0S20-augustus-gene-4.135-mRNA-1_1&gene=maker-CANI0S20-augustus-gene-4.135&CDS=1-2088	YHR011W
OG0003408	snap_masked-CANI0S20-processed-gene-4.97-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.97&CDS=1-1767	YHR009C
OG0003409	snap_masked-CANI0S20-processed-gene-4.98-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.98&CDS=1-705	YHR008C
OG0003410	snap_masked-CANI0S20-processed-gene-4.99-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.99&CDS=1-1599	YHR007C
OG0003411	augustus_masked-CANI0S20-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.73&CDS=1-1401	YML038C
OG0003412	augustus_masked-CANI0S20-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.74&CDS=1-1188	YML037C
OG0003413	snap_masked-CANI0S20-processed-gene-4.103-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.103&CDS=1-528	YML036W
OG0003414	snap_masked-CANI0S20-processed-gene-4.121-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.121&CDS=1-660	YBR072W
OG0003415	snap_masked-CANI0S20-processed-gene-4.104-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.104&CDS=1-720	YBR070C
OG0003416	snap_masked-CANI0S20-processed-gene-4.107-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.107&CDS=1-732	YBR067C
OG0003417	snap_masked-CANI0S20-processed-gene-4.109-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.109&CDS=1-1104	YBR065C
OG0003418	maker-CANI0S20-snap-gene-4.1-mRNA-1_1&gene=maker-CANI0S20-snap-gene-4.1&CDS=1-1599	YDL106C
OG0003419	snap_masked-CANI0S20-processed-gene-4.110-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.110&CDS=1-1062	YDL105W
OG0003420	snap_masked-CANI0S20-processed-gene-4.125-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.125&CDS=1-2256	YDL104C
OG0003421	snap_masked-CANI0S20-processed-gene-4.111-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.111&CDS=1-3519	YAL001C
OG0003422	snap_masked-CANI0S20-processed-gene-4.126-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.126&CDS=1-3660	YAL002W
OG0003423	augustus_masked-CANI0S20-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.65&CDS=1-1917	YGL003C
OG0003424	snap_masked-CANI0S20-processed-gene-4.113-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.113&CDS=1-1197	YGL004C
OG0003425	snap_masked-CANI0S20-processed-gene-4.114-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.114&CDS=1-795	YGL005C
OG0003426	snap_masked-CANI0S20-processed-gene-4.130-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.130&CDS=1-3351	YGL006W
OG0003427	augustus_masked-CANI0S20-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.86&CDS=1-3213	YGL013C
OG0003428	snap_masked-CANI0S20-processed-gene-4.133-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.133&CDS=1-762	YGL011C
OG0003429	snap_masked-CANI0S20-processed-gene-4.134-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.134&CDS=1-849	YOR311C
OG0003430	snap_masked-CANI0S20-processed-gene-5.97-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.97&CDS=1-3636	YDR097C
OG0003431	snap_masked-CANI0S20-processed-gene-5.115-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.115&CDS=1-675	YLR168C
OG0003432	snap_masked-CANI0S20-processed-gene-5.116-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.116&CDS=1-1023	YLR246W
OG0003433	snap_masked-CANI0S20-processed-gene-5.98-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.98&CDS=1-3282	YJR035W
OG0003434	augustus_masked-CANI0S20-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.73&CDS=1-2568	YJR036C
OG0003435	augustus_masked-CANI0S20-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.53&CDS=1-3402	YJR039W
OG0003436	snap_masked-CANI0S20-processed-gene-5.100-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.100&CDS=1-2322	YJR040W
OG0003437	augustus_masked-CANI0S20-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.74&CDS=1-3480	YJR041C
OG0003438	augustus_masked-CANI0S20-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.55&CDS=1-2166	YJR042W
OG0003439	augustus_masked-CANI0S20-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.75&CDS=1-480	YEL027W
OG0003440	snap_masked-CANI0S20-processed-gene-5.118-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.118&CDS=1-417	YJR044C
OG0003441	augustus_masked-CANI0S20-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.56&CDS=1-1779	YJR046W
OG0003442	snap_masked-CANI0S20-processed-gene-5.104-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.104&CDS=1-609	YJR050W
OG0003443	snap_masked-CANI0S20-processed-gene-5.105-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.105&CDS=1-1161	YEL046C
OG0003444	snap_masked-CANI0S20-processed-gene-5.121-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.121&CDS=1-1629	YHR113W
OG0003445	augustus_masked-CANI0S20-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.62&CDS=1-783	YML105C
OG0003446	augustus_masked-CANI0S20-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.81&CDS=1-672	YML106W
OG0003447	augustus_masked-CANI0S20-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.63&CDS=1-957	YML107C
OG0003448	snap_masked-CANI0S20-processed-gene-5.122-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.122&CDS=1-354	YML108W
OG0003449	augustus_masked-CANI0S20-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.64&CDS=1-846	YML110C
OG0003450	augustus_masked-CANI0S20-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.85&CDS=1-1011	YML112W
OG0003451	augustus_masked-CANI0S20-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.86&CDS=1-720	YML113W
OG0003452	augustus_masked-CANI0S20-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.65&CDS=1-1992	YML114C
OG0003453	snap_masked-CANI0S20-processed-gene-5.111-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.111&CDS=1-1557	YML115C
OG0003454	snap_masked-CANI0S20-processed-gene-5.129-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.129&CDS=1-3261	YML117W
OG0003455	augustus_masked-CANI0S20-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.90&CDS=1-1068	YML119W
OG0003456	snap_masked-CANI0S20-processed-gene-5.112-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.112&CDS=1-1569	YML120C
OG0003457	snap_masked-CANI0S20-processed-gene-5.132-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.132&CDS=1-918	YFR041C
OG0003458	snap_masked-CANI0S20-processed-gene-5.113-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.113&CDS=1-594	YFR042W
OG0003459	augustus_masked-CANI0S20-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.92&CDS=1-786	YFR043C
OG0003460	snap_masked-CANI0S20-processed-gene-5.134-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.134&CDS=1-1455	YFR044C
OG0003461	snap_masked-CANI0S20-processed-gene-6.100-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.100&CDS=1-1413	YGR019W
OG0003462	genemark-CANI0S20-processed-gene-6.53-mRNA-1_1&gene=genemark-CANI0S20-processed-gene-6.53&CDS=1-861	YGR017W
OG0003463	augustus_masked-CANI0S20-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-6.6&CDS=1-1749	YHR037W
OG0003464	snap_masked-CANI0S20-processed-gene-6.103-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.103&CDS=1-1416	YHR036W
OG0003465	snap_masked-CANI0S20-processed-gene-6.104-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.104&CDS=1-1884	YHR035W
OG0003466	snap_masked-CANI0S20-processed-gene-6.99-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.99&CDS=1-1017	YHR034C
OG0003467	snap_masked-CANI0S20-processed-gene-6.125-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.125&CDS=1-987	YHR058C
OG0003468	snap_masked-CANI0S20-processed-gene-6.105-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.105&CDS=1-375	YHR059W
OG0003469	snap_masked-CANI0S20-processed-gene-6.106-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.106&CDS=1-492	YHR060W
OG0003470	snap_masked-CANI0S20-processed-gene-6.127-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.127&CDS=1-894	YHR062C
OG0003471	snap_masked-CANI0S20-processed-gene-6.107-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.107&CDS=1-1218	YPR041W
OG0003472	snap_masked-CANI0S20-processed-gene-6.109-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.109&CDS=1-1776	YPR046W
OG0003473	snap_masked-CANI0S20-processed-gene-6.129-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.129&CDS=1-1287	YPR045C
OG0003474	snap_masked-CANI0S20-processed-gene-6.110-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.110&CDS=1-1434	YPR047W
OG0003475	snap_masked-CANI0S20-processed-gene-6.111-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.111&CDS=1-1866	YPR048W
OG0003476	snap_masked-CANI0S20-processed-gene-6.130-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.130&CDS=1-3456	YPR049C
OG0003477	snap_masked-CANI0S20-processed-gene-6.112-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.112&CDS=1-516	YPR051W
OG0003478	snap_masked-CANI0S20-processed-gene-6.132-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.132&CDS=1-324	YBR091C
OG0003479	maker-CANI0S20-snap-gene-6.1-mRNA-1_1&gene=maker-CANI0S20-snap-gene-6.1&CDS=1-3114	YBR094W
OG0003480	augustus_masked-CANI0S20-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-6.38&CDS=1-1263	YBR095C
OG0003481	snap_masked-CANI0S20-processed-gene-6.114-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.114&CDS=1-678	YBR096W
OG0003482	genemark-CANI0S20-processed-gene-6.69-mRNA-1_1&gene=genemark-CANI0S20-processed-gene-6.69&CDS=1-4227	YBR097W
OG0003483	augustus_masked-CANI0S20-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-6.39&CDS=1-330	YDR045C
OG0003484	snap_masked-CANI0S20-processed-gene-6.116-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.116&CDS=1-1083	YDR047W
OG0003485	snap_masked-CANI0S20-processed-gene-6.117-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.117&CDS=1-1935	YDR049W
OG0003486	snap_masked-CANI0S20-processed-gene-6.136-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.136&CDS=1-744	YDR050C
OG0003487	snap_masked-CANI0S20-processed-gene-6.138-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.138&CDS=1-2040	YDR052C
OG0003488	snap_masked-CANI0S20-processed-gene-6.139-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.139&CDS=1-888	YDR054C
OG0003489	snap_masked-CANI0S20-processed-gene-6.141-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.141&CDS=1-609	YDR056C
OG0003490	snap_masked-CANI0S20-processed-gene-6.120-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.120&CDS=1-2325	YDR057W
OG0003491	snap_masked-CANI0S20-processed-gene-6.142-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.142&CDS=1-1029	YDR058C
OG0003492	snap_masked-CANI0S20-processed-gene-6.144-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.144&CDS=1-498	YJR056C
OG0003493	snap_masked-CANI0S20-processed-gene-6.121-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.121&CDS=1-642	YJR057W
OG0003494	snap_masked-CANI0S20-processed-gene-6.145-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.145&CDS=1-480	YJR058C
OG0003495	snap_masked-CANI0S20-processed-gene-7.193-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.193&CDS=1-1092	YJR060W
OG0003496	snap_masked-CANI0S20-processed-gene-7.197-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.197&CDS=1-1233	YJR062C
OG0003497	snap_masked-CANI0S20-processed-gene-7.198-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.198&CDS=1-414	YDR519W
OG0003498	snap_masked-CANI0S20-processed-gene-7.245-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.245&CDS=1-2136	YDR520C
OG0003499	augustus_masked-CANI0S20-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.55&CDS=1-2760	YDR523C
OG0003500	snap_masked-CANI0S20-processed-gene-7.248-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.248&CDS=1-1023	YDR524C
OG0003501	snap_masked-CANI0S20-processed-gene-7.199-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.199&CDS=1-222	YDR525W-A
OG0003502	snap_masked-CANI0S20-processed-gene-7.200-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.200&CDS=1-1359	YDR527W
OG0003503	snap_masked-CANI0S20-processed-gene-7.201-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.201&CDS=1-1080	YDR532C
OG0003504	snap_masked-CANI0S20-processed-gene-7.249-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.249&CDS=1-1101	YDR531W
OG0003505	snap_masked-CANI0S20-processed-gene-7.202-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.202&CDS=1-612	YDR304C
OG0003506	snap_masked-CANI0S20-processed-gene-7.203-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.203&CDS=1-2448	YDR303C
OG0003507	augustus_masked-CANI0S20-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.58&CDS=1-651	YDR302W
OG0003508	snap_masked-CANI0S20-processed-gene-7.205-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.205&CDS=1-1059	YGR180C
OG0003509	snap_masked-CANI0S20-processed-gene-7.206-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.206&CDS=1-999	YGR179C
OG0003510	snap_masked-CANI0S20-processed-gene-7.207-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.207&CDS=1-2451	YGR178C
OG0003511	snap_masked-CANI0S20-processed-gene-7.208-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.208&CDS=1-1683	YGR177C
OG0003512	snap_masked-CANI0S20-processed-gene-7.209-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.209&CDS=1-1467	YGR175C
OG0003513	snap_masked-CANI0S20-processed-gene-7.210-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.210&CDS=1-1194	YOL052C
OG0003514	snap_masked-CANI0S20-processed-gene-7.211-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.211&CDS=1-1779	YMR250W
OG0003515	snap_masked-CANI0S20-processed-gene-7.250-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.250&CDS=1-318	YMR252C
OG0003516	genemark-CANI0S20-processed-gene-7.114-mRNA-1_1&gene=genemark-CANI0S20-processed-gene-7.114&CDS=1-591	YBL107C
OG0003517	augustus_masked-CANI0S20-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.60&CDS=1-1128	YJR080C
OG0003518	snap_masked-CANI0S20-processed-gene-7.251-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.251&CDS=1-267	YJR082C
OG0003519	augustus_masked-CANI0S20-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.62&CDS=1-975	YJR083C
OG0003520	augustus_masked-CANI0S20-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.22&CDS=1-1371	YJR084W
OG0003521	snap_masked-CANI0S20-processed-gene-7.252-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.252&CDS=1-315	YJR085C
OG0003522	snap_masked-CANI0S20-processed-gene-7.215-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.215&CDS=1-267	YJR086W
OG0003523	snap_masked-CANI0S20-processed-gene-7.253-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.253&CDS=1-885	YJR088C
OG0003524	augustus_masked-CANI0S20-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.24&CDS=1-2358	YJR089W
OG0003525	snap_masked-CANI0S20-processed-gene-7.254-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.254&CDS=1-3339	YJR090C
OG0003526	snap_masked-CANI0S20-processed-gene-7.256-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.256&CDS=1-1593	YBR060C
OG0003527	snap_masked-CANI0S20-processed-gene-7.257-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.257&CDS=1-930	YBR061C
OG0003528	maker-CANI0S20-augustus-gene-7.190-mRNA-1_1&gene=maker-CANI0S20-augustus-gene-7.190&CDS=1-519	YBR062C
OG0003529	snap_masked-CANI0S20-processed-gene-7.259-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.259&CDS=1-1116	YDL107W
OG0003530	snap_masked-CANI0S20-processed-gene-7.260-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.260&CDS=1-921	YDL108W
OG0003531	snap_masked-CANI0S20-processed-gene-7.219-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.219&CDS=1-438	YDL110C
OG0003532	snap_masked-CANI0S20-processed-gene-7.220-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.220&CDS=1-795	YDL111C
OG0003533	snap_masked-CANI0S20-processed-gene-7.261-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.261&CDS=1-4281	YDL112W
OG0003534	snap_masked-CANI0S20-processed-gene-7.221-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.221&CDS=1-2520	YDL113C
OG0003535	augustus_masked-CANI0S20-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.73&CDS=1-906	YDL114W
OG0003536	snap_masked-CANI0S20-processed-gene-7.222-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.222&CDS=1-1059	YDL115C
OG0003537	snap_masked-CANI0S20-processed-gene-7.264-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.264&CDS=1-2172	YDL116W
OG0003538	augustus_masked-CANI0S20-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.75&CDS=1-2610	YDL117W
OG0003539	augustus_masked-CANI0S20-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.30&CDS=1-894	YDL119C
OG0003540	snap_masked-CANI0S20-processed-gene-7.224-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.224&CDS=1-405	YDL121C
OG0003541	snap_masked-CANI0S20-processed-gene-7.266-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.266&CDS=1-2298	YDL122W
OG0003542	snap_masked-CANI0S20-processed-gene-7.267-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.267&CDS=1-1206	YNL016W
OG0003543	snap_masked-CANI0S20-processed-gene-7.225-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.225&CDS=1-516	YDL120W
OG0003544	snap_masked-CANI0S20-processed-gene-7.226-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.226&CDS=1-225	YNL015W
OG0003545	snap_masked-CANI0S20-processed-gene-7.227-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.227&CDS=1-1113	YGL067W
OG0003546	augustus_masked-CANI0S20-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.35&CDS=1-1680	YGL066W
OG0003547	genemark-CANI0S20-processed-gene-7.170-mRNA-1_1&gene=genemark-CANI0S20-processed-gene-7.170&CDS=1-1329	YGL065C
OG0003548	snap_masked-CANI0S20-processed-gene-7.269-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.269&CDS=1-1644	YGL064C
OG0003549	snap_masked-CANI0S20-processed-gene-7.270-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.270&CDS=1-543	YPL211W
OG0003550	snap_masked-CANI0S20-processed-gene-7.230-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.230&CDS=1-927	YKR062W
