	Candida_intermedia	Saccharomyces_cerevisiae
OG0002990	-processed-gene-3.82-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.82&CDS=1-2157	YLR362W
OG0002991	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.6&CDS=1-2259	YKL171W
OG0002992	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.7&CDS=1-447	YFL017C
OG0002993	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.31&CDS=1-219	YFL017W-A
OG0002994	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.32&CDS=1-2319	YFL013C
OG0002995	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.12&CDS=1-1833	YGR216C
OG0002996	-processed-gene-3.34-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.34&CDS=1-1179	YLR328W
OG0002997	-processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.14&CDS=1-909	YMR099C
OG0002998	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.15&CDS=1-1407	YKL004W
OG0002999	-processed-gene-3.17-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.17&CDS=1-1983	YOR087W
OG0003000	-processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.19&CDS=1-561	YNL090W
OG0003001	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.21&CDS=1-2007	YOR069W
OG0003002	-augustus-gene-3.39-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-3.39&CDS=1-1554	YBR173C
OG0003003	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.23&CDS=1-972	YDL014W
OG0003004	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.63&CDS=1-1035	YDL013W
OG0003005	-processed-gene-4.2-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.2&CDS=1-1416	YIL154C
OG0003006	-processed-gene-4.45-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.45&CDS=1-3078	YIL155C
OG0003007	-processed-gene-4.69-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.69&CDS=1-576	YPR131C
OG0003008	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.25&CDS=1-2613	YPR135W
OG0003009	-augustus-gene-4.136-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-4.136&CDS=1-3426	YER095W
OG0003010	-augustus-gene-4.137-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-4.137&CDS=1-3612	YBL066C
OG0003011	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.9&CDS=1-2787	YGL201C
OG0003012	-processed-gene-4.56-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.56&CDS=1-693	YGR152C
OG0003013	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.12&CDS=1-888	YLR208W
OG0003014	-processed-gene-4.28-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.28&CDS=1-930	YLR209C
OG0003015	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.29&CDS=1-2247	YMR179W
OG0003016	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.30&CDS=1-1110	YDR268W
OG0003017	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.31&CDS=1-753	YOR039W
OG0003018	-augustus-gene-4.138-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-4.138&CDS=1-4131	YOR038C
OG0003019	-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.33&CDS=1-960	YDR353W
OG0003020	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.35&CDS=1-2067	YDR496C
OG0003021	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.16&CDS=1-1731	YDL007W
OG0003022	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.36&CDS=1-759	YNL305C
OG0003023	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.37&CDS=1-480	YER116C
OG0003024	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.40&CDS=1-1881	YPL184C
OG0003025	-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.129&CDS=1-9750	YBL088C
OG0003026	-processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.19&CDS=1-1167	YDR019C
OG0003027	-processed-gene-4.66-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.66&CDS=1-1974	YPL210C
OG0003028	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.43&CDS=1-975	YPL215W
OG0003029	-processed-gene-5.87-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.87&CDS=1-2007	YPL206C
OG0003030	-processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.45&CDS=1-1284	YGL067W
OG0003031	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.46&CDS=1-1725	YGL064C
OG0003032	-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.41&CDS=1-1464	YGL129C
OG0003033	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.47&CDS=1-543	YPL211W
OG0003034	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.42&CDS=1-1533	YPL212C
OG0003035	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.66&CDS=1-1296	YPL204W
OG0003036	-processed-gene-5.48-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.48&CDS=1-2814	YIL137C
OG0003037	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.68&CDS=1-2088	YMR301C
OG0003038	-processed-gene-5.49-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.49&CDS=1-756	YJR060W
OG0003039	-processed-gene-5.71-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.71&CDS=1-1530	YKL045W
OG0003040	-processed-gene-5.52-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.52&CDS=1-3087	YGL207W
OG0003041	-processed-gene-5.72-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.72&CDS=1-408	YER029C
OG0003042	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.54&CDS=1-453	YER030W
OG0003043	-processed-gene-5.73-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.73&CDS=1-1002	YGL215W
OG0003044	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.75&CDS=1-2523	YMR019W
OG0003045	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.56&CDS=1-528	YJR055W
OG0003046	-augustus-gene-5.132-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-5.132&CDS=1-1989	YLR215C
OG0003047	-processed-gene-5.57-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.57&CDS=1-1593	YDL143W
OG0003048	-processed-gene-5.77-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.77&CDS=1-1680	YDL153C
OG0003049	-augustus-gene-5.133-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-5.133&CDS=1-2859	YJL033W
OG0003050	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.59&CDS=1-1134	YAL061W
OG0003051	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.60&CDS=1-783	YLR128W
OG0003052	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.62&CDS=1-798	YOL142W
OG0003053	-processed-gene-5.63-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.63&CDS=1-1968	YOL141W
OG0003054	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.84&CDS=1-1950	YIL046W
OG0003055	-processed-gene-5.65-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.65&CDS=1-1260	YGL196W
OG0003056	-processed-gene-6.5-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.5&CDS=1-1500	YGR211W
OG0003057	-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.54&CDS=1-6198	YGR217W
OG0003058	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.95&CDS=1-303	YGR215W
OG0003059	-processed-gene-6.99-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.99&CDS=1-3213	YPR026W
OG0003060	-processed-gene-6.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.115&CDS=1-4281	YDL195W
OG0003061	-processed-gene-6.12-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.12&CDS=1-2976	YGR134W
OG0003062	-processed-gene-6.16-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.16&CDS=1-255	YER058W
OG0003063	-processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.120&CDS=1-933	YER016W
OG0003064	-processed-gene-6.123-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.123&CDS=1-555	YER050C
OG0003065	-processed-gene-6.124-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.124&CDS=1-2151	YPL043W
OG0003066	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.105&CDS=1-1326	YDR254W
OG0003067	-processed-gene-6.125-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.125&CDS=1-2766	YPL045W
OG0003068	-processed-gene-6.20-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.20&CDS=1-285	YPL046C
OG0003069	-processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.107&CDS=1-1527	YDR255C
OG0003070	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.108&CDS=1-1641	YPL030W
OG0003071	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.23&CDS=1-960	YPL031C
OG0003072	-processed-gene-6.127-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.127&CDS=1-1641	YER065C
OG0003073	-processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.110&CDS=1-939	YMR010W
OG0003074	-processed-gene-6.128-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.128&CDS=1-1353	YDL020C
OG0003075	-processed-gene-6.111-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.111&CDS=1-702	YPL067C
OG0003076	-processed-gene-6.134-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.134&CDS=1-804	YLL023C
OG0003077	-processed-gene-6.135-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.135&CDS=1-1260	YLR314C
OG0003078	-processed-gene-6.113-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.113&CDS=1-792	YLR421C
OG0003079	-processed-gene-6.114-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.114&CDS=1-3342	YGL179C
OG0003080	-processed-gene-6.137-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.137&CDS=1-2442	YGL180W
OG0003081	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.41&CDS=1-9333	YLL040C
OG0003082	-processed-gene-7.42-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.42&CDS=1-1011	YBL013W
OG0003083	-processed-gene-7.45-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.45&CDS=1-2235	YGL026C
OG0003084	-processed-gene-7.46-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.46&CDS=1-2817	YDL095W
OG0003085	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.47&CDS=1-3774	YIL030C
OG0003086	-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.26&CDS=1-924	YGL047W
OG0003087	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.49&CDS=1-1278	YML080W
OG0003088	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.50&CDS=1-690	YLR118C
OG0003089	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.51&CDS=1-5028	YDR141C
OG0003090	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.65&CDS=1-978	YNR054C
OG0003091	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.66&CDS=1-381	YFL014W
OG0003092	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.53&CDS=1-2439	YLL034C
OG0003093	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.54&CDS=1-933	YGR031W
OG0003094	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.67&CDS=1-903	YLR351C
OG0003095	-processed-gene-7.68-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.68&CDS=1-1722	YOR378W
OG0003096	-processed-gene-7.56-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.56&CDS=1-1857	YPL222W
OG0003097	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.71&CDS=1-870	YER118C
OG0003098	-processed-gene-7.58-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.58&CDS=1-468	YBR022W
OG0003099	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.74&CDS=1-2061	YKR001C
OG0003100	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.59&CDS=1-1332	YOL052C
OG0003101	-processed-gene-7.76-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.76&CDS=1-903	YBR085W
OG0003102	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.77&CDS=1-4665	YER166W
OG0003103	-processed-gene-7.78-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.78&CDS=1-495	YDR092W
OG0003104	-processed-gene-8.1-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.1&CDS=1-2874	YMR080C
OG0003105	-processed-gene-8.2-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.2&CDS=1-3597	YKL092C
OG0003106	-processed-gene-8.3-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.3&CDS=1-897	YMR079W
OG0003107	-processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.4&CDS=1-2460	YMR078C
OG0003108	-processed-gene-8.6-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.6&CDS=1-2415	YMR100W
OG0003109	-augustus-gene-8.114-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-8.114&CDS=1-4596	YGR098C
OG0003110	-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.48&CDS=1-1233	YJL171C
OG0003111	-processed-gene-8.26-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.26&CDS=1-825	YGL136C
OG0003112	-processed-gene-8.9-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.9&CDS=1-1896	YJR002W
OG0003113	-processed-gene-8.12-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.12&CDS=1-981	YKL051W
OG0003114	-processed-gene-8.13-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.13&CDS=1-2931	YOL021C
OG0003115	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.28&CDS=1-618	YDR487C
OG0003116	-processed-gene-8.29-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.29&CDS=1-1278	YOL097C
OG0003117	-processed-gene-8.15-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.15&CDS=1-2751	YOL078W
OG0003118	-processed-gene-8.93-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.93&CDS=1-624	YOL080C
OG0003119	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.33&CDS=1-840	YHR071W
OG0003120	-processed-gene-8.34-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.34&CDS=1-2079	YKL025C
OG0003121	-processed-gene-8.17-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.17&CDS=1-759	YIR035C
OG0003122	-augustus-gene-8.113-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-8.113&CDS=1-1416	YKL024C
OG0003123	-processed-gene-8.21-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.21&CDS=1-2697	YKL157W
OG0003124	-processed-gene-8.111-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.111&CDS=1-1626	YBL099W
OG0003125	-processed-gene-9.1-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.1&CDS=1-3447	YIL048W
OG0003126	-processed-gene-9.83-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.83&CDS=1-2727	YIL047C
OG0003127	-processed-gene-9.84-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.84&CDS=1-1773	YJR016C
OG0003128	-processed-gene-9.110-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.110&CDS=1-4011	YPR049C
OG0003129	-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.72&CDS=1-1860	YML042W
OG0003130	-processed-gene-9.114-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.114&CDS=1-684	YDL193W
OG0003131	-processed-gene-9.104-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.104&CDS=1-687	YGR232W
OG0003132	-processed-gene-9.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.115&CDS=1-2406	YDL148C
OG0003133	-processed-gene-9.116-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.116&CDS=1-2697	YDL149W
OG0003134	-processed-gene-10.83-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.83&CDS=1-1296	YER061C
OG0003135	-processed-gene-10.84-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.84&CDS=1-912	YKL096W
OG0003136	-processed-gene-10.82-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.82&CDS=1-1662	YDR212W
OG0003137	-processed-gene-10.86-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.86&CDS=1-1230	YDL128W
OG0003138	-snap-gene-10.80-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-snap-gene-10.80&CDS=1-3681	YDR211W
OG0003139	-processed-gene-10.87-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.87&CDS=1-441	YHR175W
OG0003140	-processed-gene-10.89-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.89&CDS=1-1275	YDR449C
OG0003141	-processed-gene-10.109-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.109&CDS=1-1323	YDR448W
OG0003142	-processed-gene-10.110-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.110&CDS=1-1413	YHR009C
OG0003143	-processed-gene-10.111-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.111&CDS=1-927	YHR101C
OG0003144	-processed-gene-10.93-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.93&CDS=1-1797	YHR151C
OG0003145	-processed-gene-10.94-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.94&CDS=1-906	YGR231C
OG0003146	-processed-gene-10.116-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.116&CDS=1-3390	YMR287C
OG0003147	-processed-gene-10.118-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.118&CDS=1-2904	YNL123W
OG0003148	-processed-gene-10.97-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.97&CDS=1-1125	YHR112C
OG0003149	-processed-gene-10.119-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.119&CDS=1-2529	YBR289W
OG0003150	-processed-gene-10.120-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.120&CDS=1-4314	YNL102W
OG0003151	-processed-gene-10.99-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.99&CDS=1-825	YOR036W
OG0003152	-processed-gene-10.102-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.102&CDS=1-2217	YJR040W
OG0003153	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.78&CDS=1-3378	YJR041C
OG0003154	-processed-gene-10.122-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.122&CDS=1-375	YEL026W
OG0003155	-processed-gene-10.103-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.103&CDS=1-480	YEL027W
OG0003156	-processed-gene-11.95-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-11.95&CDS=1-2202	YJR042W
OG0003157	-processed-gene-11.92-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-11.92&CDS=1-2631	YJR036C
OG0003158	-processed-gene-11.93-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-11.93&CDS=1-627	YEL024W
OG0003159	-processed-gene-11.97-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-11.97&CDS=1-408	YOR104W
OG0003160	-processed-gene-11.94-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-11.94&CDS=1-1533	YNL193W
OG0003161	-processed-gene-11.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-11.115&CDS=1-900	YDL198C
