	Hanseniaspora_vinae	Saccharomyces_cerevisiae
OG0003271	augustus_masked-JFAV02000287.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.12&CDS=1-246	YDR016C
OG0003272	augustus_masked-JFAV02000287.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.13&CDS=1-696	YBR035C
OG0003273	augustus_masked-JFAV02000287.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.14&CDS=1-657	YBL040C
OG0003274	augustus_masked-JFAV02000287.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.44&CDS=1-726	YBL041W
OG0003275	augustus_masked-JFAV02000287.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.16&CDS=1-468	YJR104C
OG0003276	augustus_masked-JFAV02000287.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.47&CDS=1-1734	YBL039C
OG0003277	snap_masked-JFAV02000287.1-processed-gene-0.122-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.122&CDS=1-612	YJR102C
OG0003278	augustus_masked-JFAV02000287.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.50&CDS=1-837	YJR101W
OG0003279	augustus_masked-JFAV02000287.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.17&CDS=1-840	YEL051W
OG0003280	augustus_masked-JFAV02000287.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.18&CDS=1-1230	YDR415C
OG0003281	augustus_masked-JFAV02000287.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.51&CDS=1-1203	YEL050C
OG0003282	augustus_masked-JFAV02000287.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.52&CDS=1-2724	YGL008C
OG0003283	augustus_masked-JFAV02000287.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.19&CDS=1-903	YDR432W
OG0003284	snap_masked-JFAV02000287.1-processed-gene-0.126-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.126&CDS=1-1986	YML013W
OG0003285	augustus_masked-JFAV02000287.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.54&CDS=1-852	YML014W
OG0003286	augustus_masked-JFAV02000287.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.20&CDS=1-1632	YDR434W
OG0003287	maker-JFAV02000287.1-snap-gene-0.74-mRNA-1_1&gene=maker-JFAV02000287.1-snap-gene-0.74&CDS=1-1185	YML015C
OG0003288	augustus_masked-JFAV02000287.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.55&CDS=1-1170	YDR435C
OG0003289	augustus_masked-JFAV02000287.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.23&CDS=1-1581	YML018C
OG0003290	snap_masked-JFAV02000287.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.129&CDS=1-1026	YML019W
OG0003291	augustus_masked-JFAV02000287.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.58&CDS=1-2439	YML020W
OG0003292	augustus_masked-JFAV02000287.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.24&CDS=1-1029	YML021C
OG0003293	augustus_masked-JFAV02000287.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.25&CDS=1-2079	YDR440W
OG0003294	augustus_masked-JFAV02000287.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.59&CDS=1-570	YML022W
OG0003295	snap_masked-JFAV02000287.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.104&CDS=1-1821	YML023C
OG0003296	augustus_masked-JFAV02000287.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.60&CDS=1-5289	YDR443C
OG0003297	augustus_masked-JFAV02000287.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.27&CDS=1-1902	YDR444W
OG0003298	snap_masked-JFAV02000287.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.105&CDS=1-1524	YDR446W
OG0003299	augustus_masked-JFAV02000287.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.29&CDS=1-1374	YDR448W
OG0003300	augustus_masked-JFAV02000287.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.63&CDS=1-1320	YDR449C
OG0003301	augustus_masked-JFAV02000287.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.31&CDS=1-2037	YDR452W
OG0003302	snap_masked-JFAV02000287.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.138&CDS=1-3291	YML029W
OG0003303	augustus_masked-JFAV02000287.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.67&CDS=1-504	YML030W
OG0003304	augustus_masked-JFAV02000287.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.68&CDS=1-555	YDR454C
OG0003305	augustus_masked-JFAV02000287.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.32&CDS=1-1821	YDR456W
OG0003306	snap_masked-JFAV02000287.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-JFAV02000287.1-processed-gene-0.142&CDS=1-2046	YML031W
OG0003307	augustus_masked-JFAV02000287.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.33&CDS=1-1383	YML032C
OG0003308	augustus_masked-JFAV02000287.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000287.1-processed-gene-0.34&CDS=1-10311	YDR457W
OG0003309	augustus_masked-JFAV02000288.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000288.1-processed-gene-0.1&CDS=1-1455	YDR316W
OG0003310	augustus_masked-JFAV02000288.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000288.1-processed-gene-0.3&CDS=1-1107	YHR069C
OG0003311	augustus_masked-JFAV02000288.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000288.1-processed-gene-0.2&CDS=1-1545	YHR070W
OG0003312	augustus_masked-JFAV02000290.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.5&CDS=1-1152	YML008C
OG0003313	augustus_masked-JFAV02000290.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.2&CDS=1-1965	YML007W
OG0003314	augustus_masked-JFAV02000290.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.6&CDS=1-2427	YML006C
OG0003315	augustus_masked-JFAV02000290.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.7&CDS=1-2739	YDR421W
OG0003316	augustus_masked-JFAV02000290.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.9&CDS=1-1980	YDR419W
OG0003317	augustus_masked-JFAV02000290.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.11&CDS=1-2388	YEL053C
OG0003318	augustus_masked-JFAV02000290.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.3&CDS=1-1467	YEL052W
OG0003319	augustus_masked-JFAV02000290.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.12&CDS=1-2514	YDR416W
OG0003320	augustus_masked-JFAV02000290.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.13&CDS=1-2019	YOL141W
OG0003321	genemark-JFAV02000290.1-processed-gene-0.21-mRNA-1_1&gene=genemark-JFAV02000290.1-processed-gene-0.21&CDS=1-2418	YNL325C
OG0003322	augustus_masked-JFAV02000290.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000290.1-processed-gene-0.14&CDS=1-597	YOL142W
OG0003323	augustus_masked-JFAV02000291.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.0&CDS=1-951	YGR205W
OG0003324	genemark-JFAV02000291.1-processed-gene-0.42-mRNA-1_1&gene=genemark-JFAV02000291.1-processed-gene-0.42&CDS=1-384	YJR022W
OG0003325	augustus_masked-JFAV02000291.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.21&CDS=1-801	YGR207C
OG0003326	augustus_masked-JFAV02000291.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.2&CDS=1-915	YGR208W
OG0003327	augustus_masked-JFAV02000291.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.3&CDS=1-2703	YLR045C
OG0003328	genemark-JFAV02000291.1-processed-gene-0.46-mRNA-1_1&gene=genemark-JFAV02000291.1-processed-gene-0.46&CDS=1-600	YJL004C
OG0003329	augustus_masked-JFAV02000291.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.22&CDS=1-7467	YJL005W
OG0003330	augustus_masked-JFAV02000291.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.23&CDS=1-600	YJR014W
OG0003331	augustus_masked-JFAV02000291.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.4&CDS=1-2055	YGR196C
OG0003332	augustus_masked-JFAV02000291.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.24&CDS=1-1617	YGR195W
OG0003333	augustus_masked-JFAV02000291.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.5&CDS=1-255	YJR012C
OG0003334	augustus_masked-JFAV02000291.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.6&CDS=1-360	YJR010C-A
OG0003335	augustus_masked-JFAV02000291.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.7&CDS=1-1893	YGR194C
OG0003336	augustus_masked-JFAV02000291.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.8&CDS=1-1242	YGR193C
OG0003337	augustus_masked-JFAV02000291.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.25&CDS=1-1566	YJR010W
OG0003338	augustus_masked-JFAV02000291.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.10&CDS=1-579	YKL160W
OG0003339	augustus_masked-JFAV02000291.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.26&CDS=1-468	YHR051W
OG0003340	augustus_masked-JFAV02000291.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.27&CDS=1-882	YKL159C
OG0003341	augustus_masked-JFAV02000291.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.29&CDS=1-705	YHR049W
OG0003342	augustus_masked-JFAV02000291.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.30&CDS=1-447	YGR203W
OG0003343	augustus_masked-JFAV02000291.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.31&CDS=1-1233	YGR202C
OG0003344	augustus_masked-JFAV02000291.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.11&CDS=1-2814	YLL005C
OG0003345	augustus_masked-JFAV02000291.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.32&CDS=1-1134	YLL006W
OG0003346	augustus_masked-JFAV02000291.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.33&CDS=1-2340	YLL008W
OG0003347	augustus_masked-JFAV02000291.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.13&CDS=1-906	YJR007W
OG0003348	augustus_masked-JFAV02000291.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.14&CDS=1-969	YJR008W
OG0003349	augustus_masked-JFAV02000291.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.15&CDS=1-2004	YJL010C
OG0003350	augustus_masked-JFAV02000291.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.35&CDS=1-2244	YKL143W
OG0003351	augustus_masked-JFAV02000291.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.16&CDS=1-699	YKL144C
OG0003352	augustus_masked-JFAV02000291.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.36&CDS=1-1413	YKL145W
OG0003353	augustus_masked-JFAV02000291.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.38&CDS=1-1926	YKL148C
OG0003354	augustus_masked-JFAV02000291.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.17&CDS=1-1251	YKL149C
OG0003355	augustus_masked-JFAV02000291.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.39&CDS=1-942	YKL150W
OG0003356	augustus_masked-JFAV02000291.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.18&CDS=1-1044	YKL151C
OG0003357	augustus_masked-JFAV02000291.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.19&CDS=1-744	YKL152C
OG0003358	augustus_masked-JFAV02000291.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-0.40&CDS=1-1197	YJL044C
OG0003359	augustus_masked-JFAV02000291.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.0&CDS=1-5109	YJL042W
OG0003360	augustus_masked-JFAV02000291.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.1&CDS=1-1503	YJL041W
OG0003361	snap_masked-JFAV02000291.1-processed-gene-1.85-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-1.85&CDS=1-5280	YJL039C
OG0003362	snap_masked-JFAV02000291.1-processed-gene-1.104-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-1.104&CDS=1-894	YKL154W
OG0003363	augustus_masked-JFAV02000291.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.3&CDS=1-2073	YKL155C
OG0003364	snap_masked-JFAV02000291.1-processed-gene-1.106-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-1.106&CDS=1-2091	YHR022C
OG0003365	augustus_masked-JFAV02000291.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.24&CDS=1-1482	YHR024C
OG0003366	augustus_masked-JFAV02000291.1-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.5&CDS=1-1071	YHR025W
OG0003367	augustus_masked-JFAV02000291.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.6&CDS=1-636	YHR026W
OG0003368	maker-JFAV02000291.1-snap-gene-1.45-mRNA-1_1&gene=maker-JFAV02000291.1-snap-gene-1.45&CDS=1-5514	YHR027C
OG0003369	augustus_masked-JFAV02000291.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.26&CDS=1-1635	YHR030C
OG0003370	augustus_masked-JFAV02000291.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.7&CDS=1-1722	YHR048W
OG0003371	augustus_masked-JFAV02000291.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.8&CDS=1-1962	YHR032W
OG0003372	maker-JFAV02000291.1-augustus-gene-1.43-mRNA-1_1&gene=maker-JFAV02000291.1-augustus-gene-1.43&CDS=1-2145	YJL031C
OG0003373	augustus_masked-JFAV02000291.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.9&CDS=1-660	YJL030W
OG0003374	snap_masked-JFAV02000291.1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-1.115&CDS=1-2610	YJL029C
OG0003375	augustus_masked-JFAV02000291.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.10&CDS=1-1758	YJL008C
OG0003376	augustus_masked-JFAV02000291.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.33&CDS=1-2304	YJL033W
OG0003377	augustus_masked-JFAV02000291.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.14&CDS=1-231	YLL009C
OG0003378	augustus_masked-JFAV02000291.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.35&CDS=1-1416	YLL011W
OG0003379	snap_masked-JFAV02000291.1-processed-gene-1.100-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-1.100&CDS=1-444	YLR021W
OG0003380	augustus_masked-JFAV02000291.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.37&CDS=1-753	YLR022C
OG0003381	augustus_masked-JFAV02000291.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.38&CDS=1-2124	YLR023C
OG0003382	augustus_masked-JFAV02000291.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.18&CDS=1-1326	YLR006C
OG0003383	augustus_masked-JFAV02000291.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.19&CDS=1-2247	YJR005W
OG0003384	augustus_masked-JFAV02000291.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-1.39&CDS=1-849	YLR003C
OG0003385	snap_masked-JFAV02000291.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-2.87&CDS=1-4467	YDR301W
OG0003386	augustus_masked-JFAV02000291.1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.121&CDS=1-1233	YDR300C
OG0003387	augustus_masked-JFAV02000291.1-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.149&CDS=1-1014	YHR034C
OG0003388	augustus_masked-JFAV02000291.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.122&CDS=1-1569	YLL036C
OG0003389	augustus_masked-JFAV02000291.1-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.150&CDS=1-1689	YDR299W
OG0003390	augustus_masked-JFAV02000291.1-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.124&CDS=1-618	YDR298C
OG0003391	augustus_masked-JFAV02000291.1-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.151&CDS=1-1017	YDR297W
OG0003392	augustus_masked-JFAV02000291.1-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.152&CDS=1-696	YDR296W
OG0003393	maker-JFAV02000291.1-snap-gene-2.113-mRNA-1_1&gene=maker-JFAV02000291.1-snap-gene-2.113&CDS=1-1950	YDR294C
OG0003394	augustus_masked-JFAV02000291.1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.128&CDS=1-708	YHR041C
OG0003395	augustus_masked-JFAV02000291.1-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.154&CDS=1-1002	YDR282C
OG0003396	augustus_masked-JFAV02000291.1-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.155&CDS=1-2109	YHR042W
OG0003397	augustus_masked-JFAV02000291.1-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.156&CDS=1-774	YDR288W
OG0003398	augustus_masked-JFAV02000291.1-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.157&CDS=1-1077	YDR289C
OG0003399	augustus_masked-JFAV02000291.1-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.129&CDS=1-3237	YDR291W
OG0003400	augustus_masked-JFAV02000291.1-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.158&CDS=1-1791	YDR292C
OG0003401	augustus_masked-JFAV02000291.1-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.159&CDS=1-1335	YHR040W
OG0003402	augustus_masked-JFAV02000291.1-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.131&CDS=1-342	YHR039C-A
OG0003403	genemark-JFAV02000291.1-processed-gene-2.15-mRNA-1_1&gene=genemark-JFAV02000291.1-processed-gene-2.15&CDS=1-1890	YHR039C
OG0003404	maker-JFAV02000291.1-augustus-gene-2.117-mRNA-1_1&gene=maker-JFAV02000291.1-augustus-gene-2.117&CDS=1-4743	YDR293C
OG0003405	augustus_masked-JFAV02000291.1-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.133&CDS=1-522	YDR286C
OG0003406	augustus_masked-JFAV02000291.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.134&CDS=1-921	YDR284C
OG0003407	augustus_masked-JFAV02000291.1-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.135&CDS=1-5358	YDR283C
OG0003408	augustus_masked-JFAV02000291.1-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.136&CDS=1-1620	YHR036W
OG0003409	augustus_masked-JFAV02000291.1-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.137&CDS=1-1695	YHR037W
OG0003410	augustus_masked-JFAV02000291.1-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.162&CDS=1-918	YDR280W
OG0003411	genemark-JFAV02000291.1-processed-gene-2.20-mRNA-1_1&gene=genemark-JFAV02000291.1-processed-gene-2.20&CDS=1-1488	YIL162W
OG0003412	genemark-JFAV02000291.1-processed-gene-2.21-mRNA-1_1&gene=genemark-JFAV02000291.1-processed-gene-2.21&CDS=1-891	YHR046C
OG0003413	augustus_masked-JFAV02000291.1-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.163&CDS=1-1704	YHR045W
OG0003414	augustus_masked-JFAV02000291.1-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.139&CDS=1-1131	YDR279W
OG0003415	augustus_masked-JFAV02000291.1-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.164&CDS=1-510	YJR017C
OG0003416	augustus_masked-JFAV02000291.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.141&CDS=1-1107	YDR317W
OG0003417	augustus_masked-JFAV02000291.1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.142&CDS=1-963	YDR318W
OG0003418	augustus_masked-JFAV02000291.1-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.143&CDS=1-2199	YHR072W
OG0003419	augustus_masked-JFAV02000291.1-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.165&CDS=1-2061	YDR320C
OG0003420	snap_masked-JFAV02000291.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-2.82&CDS=1-177	YHR072W-A
OG0003421	snap_masked-JFAV02000291.1-processed-gene-2.105-mRNA-1_1&gene=snap_masked-JFAV02000291.1-processed-gene-2.105&CDS=1-216	YDR320C-A
OG0003422	augustus_masked-JFAV02000291.1-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-JFAV02000291.1-processed-gene-2.145&CDS=1-3528	YHR073W
