	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
OG0002643	YMR063W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.122&CDS=1-960
OG0002644	YMR066W	snap_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.124&CDS=1-2682
OG0002645	YMR067C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.13&CDS=1-1605
OG0002646	YMR068W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.116&CDS=1-1629
OG0002647	YMR071C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.115&CDS=1-495
OG0002648	YMR074C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.82&CDS=1-399
OG0002649	YMR075W	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.3&CDS=1-2220
OG0002650	YMR076C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.0&CDS=1-4056
OG0002651	YMR077C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.13&CDS=1-651
OG0002652	YMR078C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.55&CDS=1-2364
OG0002653	YMR079W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.16&CDS=1-915
OG0002654	YMR080C	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.185&CDS=1-3174
OG0002655	YMR087W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.165&CDS=1-1074
OG0002656	YMR091C	maker-NODE_9_length_520025_cov_100.229_ID_17-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_9_length_520025_cov_100.229_ID_17-snap-gene-0.40&CDS=1-1434
OG0002657	YMR093W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.41&CDS=1-1602
OG0002658	YMR097C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.120&CDS=1-1068
OG0002659	YMR098C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.119&CDS=1-1683
OG0002660	YMR099C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.12&CDS=1-894
OG0002661	YMR100W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.10&CDS=1-2919
OG0002662	YMR105C	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.143&CDS=1-1710
OG0002663	YMR108W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.78&CDS=1-2037
OG0002664	YMR109W	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.30&CDS=1-3780
OG0002665	YMR110C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.114&CDS=1-1530
OG0002666	YMR112C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.139&CDS=1-558
OG0002667	YMR114C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.42&CDS=1-1038
OG0002668	YMR116C	maker-NODE_3_length_696421_cov_108.181_ID_5-augustus-gene-0.145-mRNA-1_1&gene=maker-NODE_3_length_696421_cov_108.181_ID_5-augustus-gene-0.145&CDS=1-963
OG0002669	YMR120C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.69&CDS=1-1782
OG0002670	YMR123W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.86&CDS=1-306
OG0002671	YMR125W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.84&CDS=1-3087
OG0002672	YMR126C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.5&CDS=1-879
OG0002673	YMR127C	genemark-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.83-mRNA-1_1&gene=genemark-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.83&CDS=1-1029
OG0002674	YMR128W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.8&CDS=1-3810
OG0002675	YMR129W	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.28&CDS=1-3876
OG0002676	YMR130W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.22&CDS=1-858
OG0002677	YMR131C	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.176&CDS=1-1530
OG0002678	YMR135C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.30&CDS=1-1377
OG0002679	YMR137C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.65&CDS=1-1938
OG0002680	YMR140W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.178&CDS=1-1695
OG0002681	YMR149W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.51&CDS=1-801
OG0002682	YMR150C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.73&CDS=1-555
OG0002683	YMR152W	snap_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.65&CDS=1-1167
OG0002684	YMR154C	snap_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.163&CDS=1-2268
OG0002685	YMR156C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.24&CDS=1-876
OG0002686	YMR158W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.25&CDS=1-468
OG0002687	YMR161W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.30&CDS=1-1059
OG0002688	YMR162C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.113&CDS=1-5337
OG0002689	YMR165C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.36&CDS=1-2427
OG0002690	YMR166C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.110&CDS=1-1125
OG0002691	YMR167W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.85&CDS=1-2331
OG0002692	YMR171C	genemark-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.38&CDS=1-1332
OG0002693	YMR172W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.4&CDS=1-867
OG0002694	YMR176W	snap_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.168-mRNA-1_1&gene=snap_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.168&CDS=1-5841
OG0002695	YMR178W	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.41&CDS=1-885
OG0002696	YMR179W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-1.106&CDS=1-3192
OG0002697	YMR185W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-1.93&CDS=1-2814
OG0002698	YMR186W	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.78&CDS=1-2100
OG0002699	YMR188C	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.72&CDS=1-846
OG0002700	YMR189W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.185&CDS=1-3093
OG0002701	YMR190C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.201&CDS=1-4365
OG0002702	YMR193W	maker-NODE_13_length_439646_cov_107.886_ID_25-snap-gene-3.209-mRNA-1_1&gene=maker-NODE_13_length_439646_cov_107.886_ID_25-snap-gene-3.209&CDS=1-1077
OG0002703	YMR194C-B	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.188&CDS=1-240
OG0002704	YMR196W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.50&CDS=1-3159
OG0002705	YMR197C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.63&CDS=1-663
OG0002706	YMR200W	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.49&CDS=1-729
OG0002707	YMR201C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.27&CDS=1-1038
OG0002708	YMR202W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.32&CDS=1-663
OG0002709	YMR203W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.34&CDS=1-1155
OG0002710	YMR208W	maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-0.129-mRNA-1_1&gene=maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-0.129&CDS=1-1287
OG0002711	YMR209C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.110&CDS=1-1326
OG0002712	YMR211W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.31&CDS=1-1470
OG0002713	YMR212C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.45&CDS=1-2454
OG0002714	YMR213W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.57&CDS=1-1926
OG0002715	YMR214W	maker-NODE_1_length_936193_cov_107.414_ID_1-augustus-gene-7.74-mRNA-1_1&gene=maker-NODE_1_length_936193_cov_107.414_ID_1-augustus-gene-7.74&CDS=1-1086
OG0002716	YMR215W	maker-NODE_9_length_520025_cov_100.229_ID_17-snap-gene-3.5-mRNA-1_1&gene=maker-NODE_9_length_520025_cov_100.229_ID_17-snap-gene-3.5&CDS=1-1722
OG0002717	YMR217W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.111&CDS=1-1581
OG0002718	YMR218C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.18&CDS=1-3543
OG0002719	YMR220W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.37&CDS=1-1437
OG0002720	YMR223W	maker-NODE_12_length_456140_cov_104.9_ID_23-augustus-gene-2.98-mRNA-1_1&gene=maker-NODE_12_length_456140_cov_104.9_ID_23-augustus-gene-2.98&CDS=1-1599
OG0002721	YMR224C	maker-NODE_28_length_138687_cov_153.319_ID_55-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_28_length_138687_cov_153.319_ID_55-snap-gene-0.59&CDS=1-2013
OG0002722	YMR225C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-2.47&CDS=1-300
OG0002723	YMR227C	augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.115&CDS=1-1794
OG0002724	YMR228W	augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.143&CDS=1-1101
OG0002725	YMR229C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.65&CDS=1-5262
OG0002726	YMR231W	genemark-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.50&CDS=1-5163
OG0002727	YMR234W	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.3&CDS=1-744
OG0002728	YMR235C	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.60&CDS=1-1209
OG0002729	YMR239C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.57&CDS=1-1722
OG0002730	YMR240C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.58&CDS=1-1461
OG0002731	YMR241W	maker-NODE_30_length_122092_cov_95.1863_ID_59-snap-gene-0.160-mRNA-1_1&gene=maker-NODE_30_length_122092_cov_95.1863_ID_59-snap-gene-0.160&CDS=1-819
OG0002732	YMR243C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-1.64&CDS=1-1431
OG0002733	YMR244C-A	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.51&CDS=1-321
OG0002734	YMR244W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.63&CDS=1-906
OG0002735	YMR247C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-3.96&CDS=1-4854
OG0002736	YMR250W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.126&CDS=1-1830
OG0002737	YMR256C	snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.47&CDS=1-189
OG0002738	YMR258C	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.153&CDS=1-1743
OG0002739	YMR259C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.176&CDS=1-4632
OG0002740	YMR260C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.175&CDS=1-450
OG0002741	YMR262W	genemark-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.134-mRNA-1_1&gene=genemark-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.134&CDS=1-1029
OG0002742	YMR263W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.7&CDS=1-579
OG0002743	YMR264W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.25&CDS=1-456
OG0002744	YMR268C	snap_masked-NODE_31_length_108823_cov_110.344_ID_61-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_31_length_108823_cov_110.344_ID_61-processed-gene-0.65&CDS=1-2841
OG0002745	YMR269W	augustus_masked-NODE_31_length_108823_cov_110.344_ID_61-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_31_length_108823_cov_110.344_ID_61-processed-gene-0.120&CDS=1-744
OG0002746	YMR272C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.44&CDS=1-1134
OG0002747	YMR277W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.109&CDS=1-2496
OG0002748	YMR278W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.74&CDS=1-1836
OG0002749	YMR280C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.41&CDS=1-3621
OG0002750	YMR281W	snap_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.145&CDS=1-1074
OG0002751	YMR283C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.55&CDS=1-1398
OG0002752	YMR284W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.63&CDS=1-2046
OG0002753	YMR285C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.208-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.208&CDS=1-1506
