	Candida_parapsilosis	Saccharomyces_cerevisiae
OG0003139	snap_masked-Contig006372-processed-gene-10.4-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.4&CDS=1-2349	YMR100W
OG0003140	snap_masked-Contig006372-processed-gene-10.5-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.5&CDS=1-1026	YKL120W
OG0003141	snap_masked-Contig006372-processed-gene-10.0-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.0&CDS=1-3090	YDR430C
OG0003142	snap_masked-Contig006372-processed-gene-10.6-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.6&CDS=1-210	YML009C
OG0003143	snap_masked-Contig006372-processed-gene-10.1-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.1&CDS=1-651	YML012W
OG0003144	snap_masked-Contig006372-processed-gene-10.22-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.22&CDS=1-462	YPR153W
OG0003145	snap_masked-Contig006372-processed-gene-10.9-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.9&CDS=1-756	YGR135W
OG0003146	snap_masked-Contig006372-processed-gene-10.10-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.10&CDS=1-909	YOR130C
OG0003147	augustus_masked-Contig006372-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-10.95&CDS=1-1080	YDL237W
OG0003148	augustus_masked-Contig006372-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-10.84&CDS=1-1047	YDL205C
OG0003149	snap_masked-Contig006372-processed-gene-10.13-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.13&CDS=1-4161	YDR440W
OG0003150	snap_masked-Contig006372-processed-gene-10.25-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.25&CDS=1-1020	YML021C
OG0003151	snap_masked-Contig006372-processed-gene-10.27-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.27&CDS=1-1254	YML018C
OG0003152	maker-Contig006372-snap-gene-10.69-mRNA-1_1&gene=maker-Contig006372-snap-gene-10.69&CDS=1-1098	YKL114C
OG0003153	snap_masked-Contig006372-processed-gene-10.16-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.16&CDS=1-1923	YDR169C
OG0003154	snap_masked-Contig006372-processed-gene-10.17-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.17&CDS=1-2505	YBR202W
OG0003155	snap_masked-Contig006372-processed-gene-10.19-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.19&CDS=1-621	YER063W
OG0003156	augustus_masked-Contig006372-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-10.100&CDS=1-5964	YML020W
OG0003157	snap_masked-Contig006372-processed-gene-10.20-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-10.20&CDS=1-840	YEL019C
OG0003158	augustus_masked-Contig006372-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-11.49&CDS=1-651	YDR304C
OG0003159	maker-Contig006372-augustus-gene-11.139-mRNA-1_1&gene=maker-Contig006372-augustus-gene-11.139&CDS=1-1266	YDR305C
OG0003160	augustus_masked-Contig006372-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-11.54&CDS=1-990	YER127W
OG0003161	snap_masked-Contig006372-processed-gene-11.5-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.5&CDS=1-783	YER126C
OG0003162	snap_masked-Contig006372-processed-gene-11.26-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.26&CDS=1-1410	YCL032W
OG0003163	snap_masked-Contig006372-processed-gene-11.28-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.28&CDS=1-1086	YGL038C
OG0003164	snap_masked-Contig006372-processed-gene-11.29-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.29&CDS=1-1941	YOR204W
OG0003165	snap_masked-Contig006372-processed-gene-11.31-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.31&CDS=1-1713	YEL042W
OG0003166	maker-Contig006372-augustus-gene-11.137-mRNA-1_1&gene=maker-Contig006372-augustus-gene-11.137&CDS=1-4686	YDR324C
OG0003167	snap_masked-Contig006372-processed-gene-11.33-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.33&CDS=1-1128	YML008C
OG0003168	snap_masked-Contig006372-processed-gene-11.14-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.14&CDS=1-3942	YDR325W
OG0003169	snap_masked-Contig006372-processed-gene-11.34-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.34&CDS=1-1500	YML007W
OG0003170	snap_masked-Contig006372-processed-gene-11.16-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.16&CDS=1-2343	YEL053C
OG0003171	maker-Contig006372-augustus-gene-11.138-mRNA-1_1&gene=maker-Contig006372-augustus-gene-11.138&CDS=1-1650	YHR068W
OG0003172	maker-Contig006372-snap-gene-11.141-mRNA-1_1&gene=maker-Contig006372-snap-gene-11.141&CDS=1-2016	YML017W
OG0003173	snap_masked-Contig006372-processed-gene-11.36-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.36&CDS=1-1485	YER020W
OG0003174	snap_masked-Contig006372-processed-gene-11.38-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.38&CDS=1-1614	YKL139W
OG0003175	snap_masked-Contig006372-processed-gene-11.19-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.19&CDS=1-213	YIL156W-B
OG0003176	augustus_masked-Contig006372-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-11.81&CDS=1-2145	YKL104C
OG0003177	snap_masked-Contig006372-processed-gene-11.40-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.40&CDS=1-1056	YOR251C
OG0003178	augustus_masked-Contig006372-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-11.84&CDS=1-990	YDR280W
OG0003179	snap_masked-Contig006372-processed-gene-11.43-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.43&CDS=1-951	YLR220W
OG0003180	snap_masked-Contig006372-processed-gene-11.24-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-11.24&CDS=1-684	YIR009W
OG0003181	snap_masked-Contig006372-processed-gene-12.42-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.42&CDS=1-12384	YKR054C
OG0003182	snap_masked-Contig006372-processed-gene-12.45-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.45&CDS=1-996	YOL073C
OG0003183	augustus_masked-Contig006372-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-12.99&CDS=1-2877	YOL124C
OG0003184	snap_masked-Contig006372-processed-gene-12.46-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.46&CDS=1-1539	YOL123W
OG0003185	snap_masked-Contig006372-processed-gene-12.66-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.66&CDS=1-2742	YDL031W
OG0003186	snap_masked-Contig006372-processed-gene-12.49-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.49&CDS=1-552	YCR027C
OG0003187	snap_masked-Contig006372-processed-gene-12.68-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.68&CDS=1-1254	YOR197W
OG0003188	snap_masked-Contig006372-processed-gene-12.70-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.70&CDS=1-1311	YER061C
OG0003189	snap_masked-Contig006372-processed-gene-12.51-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.51&CDS=1-2880	YDL149W
OG0003190	snap_masked-Contig006372-processed-gene-12.52-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.52&CDS=1-2424	YDL148C
OG0003191	snap_masked-Contig006372-processed-gene-12.75-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.75&CDS=1-708	YGR232W
OG0003192	snap_masked-Contig006372-processed-gene-12.76-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.76&CDS=1-2283	YDL138W
OG0003193	snap_masked-Contig006372-processed-gene-12.54-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.54&CDS=1-1074	YDL193W
OG0003194	snap_masked-Contig006372-processed-gene-12.78-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.78&CDS=1-3282	YDL190C
OG0003195	augustus_masked-Contig006372-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-12.95&CDS=1-1455	YDL189W
OG0003196	augustus_masked-Contig006372-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-12.96&CDS=1-603	YDL135C
OG0003197	snap_masked-Contig006372-processed-gene-12.80-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-12.80&CDS=1-2610	YJL092W
OG0003198	snap_masked-Contig006372-processed-gene-13.0-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.0&CDS=1-1680	YHR151C
OG0003199	snap_masked-Contig006372-processed-gene-13.1-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.1&CDS=1-918	YGR231C
OG0003200	maker-Contig006372-augustus-gene-13.94-mRNA-1_1&gene=maker-Contig006372-augustus-gene-13.94&CDS=1-2397	YGR225W
OG0003201	snap_masked-Contig006372-processed-gene-13.2-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.2&CDS=1-1368	YGR227W
OG0003202	snap_masked-Contig006372-processed-gene-13.5-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.5&CDS=1-1536	YGR229C
OG0003203	snap_masked-Contig006372-processed-gene-13.22-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.22&CDS=1-1836	YGR216C
OG0003204	snap_masked-Contig006372-processed-gene-13.7-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.7&CDS=1-2304	YOL060C
OG0003205	snap_masked-Contig006372-processed-gene-13.8-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.8&CDS=1-1671	YDL025C
OG0003206	snap_masked-Contig006372-processed-gene-13.9-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.9&CDS=1-1695	YKR051W
OG0003207	augustus_masked-Contig006372-processed-gene-13.121-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-13.121&CDS=1-6807	YPL167C
OG0003208	snap_masked-Contig006372-processed-gene-13.12-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.12&CDS=1-2031	YAL054C
OG0003209	augustus_masked-Contig006372-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-13.122&CDS=1-855	YOR278W
OG0003210	snap_masked-Contig006372-processed-gene-13.14-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.14&CDS=1-2091	YOR243C
OG0003211	snap_masked-Contig006372-processed-gene-13.15-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.15&CDS=1-1323	YNL280C
OG0003212	augustus_masked-Contig006372-processed-gene-13.112-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-13.112&CDS=1-1305	YGR105W
OG0003213	snap_masked-Contig006372-processed-gene-13.35-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.35&CDS=1-1929	YGR103W
OG0003214	snap_masked-Contig006372-processed-gene-13.17-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.17&CDS=1-1239	YDR173C
OG0003215	snap_masked-Contig006372-processed-gene-13.37-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.37&CDS=1-2253	YDR172W
OG0003216	snap_masked-Contig006372-processed-gene-13.18-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.18&CDS=1-1434	YCL034W
OG0003217	genemark-Contig006372-processed-gene-13.89-mRNA-1_1&gene=genemark-Contig006372-processed-gene-13.89&CDS=1-480	YIL004C
OG0003218	snap_masked-Contig006372-processed-gene-13.20-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.20&CDS=1-852	YIL003W
OG0003219	augustus_masked-Contig006372-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-13.131&CDS=1-642	YER002W
OG0003220	snap_masked-Contig006372-processed-gene-13.40-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-13.40&CDS=1-519	YIR001C
OG0003221	snap_masked-Contig006372-processed-gene-14.43-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.43&CDS=1-1305	YER003C
OG0003222	snap_masked-Contig006372-processed-gene-14.38-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.38&CDS=1-483	YCR090C
OG0003223	snap_masked-Contig006372-processed-gene-14.40-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.40&CDS=1-1023	YER053C
OG0003224	snap_masked-Contig006372-processed-gene-14.46-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.46&CDS=1-1104	YIL044C
OG0003225	augustus_masked-Contig006372-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-14.8&CDS=1-2736	YOR063W
OG0003226	maker-Contig006372-augustus-gene-14.91-mRNA-1_1&gene=maker-Contig006372-augustus-gene-14.91&CDS=1-3798	YHR039C
OG0003227	augustus_masked-Contig006372-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-14.23&CDS=1-342	YHR087W
OG0003228	snap_masked-Contig006372-processed-gene-14.69-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.69&CDS=1-2049	YMR108W
OG0003229	snap_masked-Contig006372-processed-gene-14.71-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.71&CDS=1-4896	YDR334W
OG0003230	augustus_masked-Contig006372-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-14.27&CDS=1-2877	YOR176W
OG0003231	snap_masked-Contig006372-processed-gene-14.76-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.76&CDS=1-3492	YLR272C
OG0003232	snap_masked-Contig006372-processed-gene-14.77-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.77&CDS=1-1110	YMR005W
OG0003233	snap_masked-Contig006372-processed-gene-14.55-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.55&CDS=1-1092	YOL010W
OG0003234	maker-Contig006372-snap-gene-14.87-mRNA-1_1&gene=maker-Contig006372-snap-gene-14.87&CDS=1-8721	YKL203C
OG0003235	snap_masked-Contig006372-processed-gene-14.79-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.79&CDS=1-1644	YJR064W
OG0003236	augustus_masked-Contig006372-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-14.15&CDS=1-369	YJR063W
OG0003237	snap_masked-Contig006372-processed-gene-14.80-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.80&CDS=1-951	YJR070C
OG0003238	augustus_masked-Contig006372-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-14.35&CDS=1-804	YKL206C
OG0003239	snap_masked-Contig006372-processed-gene-14.84-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.84&CDS=1-276	YGL070C
OG0003240	snap_masked-Contig006372-processed-gene-14.62-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.62&CDS=1-546	YGL068W
OG0003241	snap_masked-Contig006372-processed-gene-14.85-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.85&CDS=1-1776	YOL122C
OG0003242	snap_masked-Contig006372-processed-gene-14.86-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.86&CDS=1-759	YNL010W
OG0003243	snap_masked-Contig006372-processed-gene-14.65-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-14.65&CDS=1-1017	YBR046C
OG0003244	snap_masked-Contig006372-processed-gene-15.50-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.50&CDS=1-1419	YNR023W
OG0003245	snap_masked-Contig006372-processed-gene-15.51-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.51&CDS=1-768	YNL312W
OG0003246	maker-Contig006372-augustus-gene-15.177-mRNA-1_1&gene=maker-Contig006372-augustus-gene-15.177&CDS=1-6417	YLR247C
OG0003247	snap_masked-Contig006372-processed-gene-15.56-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.56&CDS=1-723	YNR022C
OG0003248	maker-Contig006372-snap-gene-15.111-mRNA-1_1&gene=maker-Contig006372-snap-gene-15.111&CDS=1-1101	YNR021W
OG0003249	snap_masked-Contig006372-processed-gene-15.83-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.83&CDS=1-675	YCR051W
OG0003250	snap_masked-Contig006372-processed-gene-15.90-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.90&CDS=1-720	YNR020C
OG0003251	snap_masked-Contig006372-processed-gene-15.58-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.58&CDS=1-891	YPR069C
OG0003252	maker-Contig006372-augustus-gene-15.174-mRNA-1_1&gene=maker-Contig006372-augustus-gene-15.174&CDS=1-2079	YNL141W
OG0003253	augustus_masked-Contig006372-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-15.9&CDS=1-2388	YHR190W
OG0003254	snap_masked-Contig006372-processed-gene-15.67-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.67&CDS=1-630	YML001W
OG0003255	snap_masked-Contig006372-processed-gene-15.98-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.98&CDS=1-735	YPL199C
OG0003256	snap_masked-Contig006372-processed-gene-15.69-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.69&CDS=1-1863	YML096W
OG0003257	snap_masked-Contig006372-processed-gene-15.100-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.100&CDS=1-2361	YER125W
OG0003258	snap_masked-Contig006372-processed-gene-15.102-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.102&CDS=1-1320	YDR083W
OG0003259	snap_masked-Contig006372-processed-gene-15.104-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.104&CDS=1-1083	YER142C
OG0003260	snap_masked-Contig006372-processed-gene-15.72-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.72&CDS=1-552	YDL217C
OG0003261	augustus_masked-Contig006372-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-15.21&CDS=1-3630	YPR140W
OG0003262	snap_masked-Contig006372-processed-gene-15.108-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.108&CDS=1-1905	YPR141C
OG0003263	snap_masked-Contig006372-processed-gene-15.76-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.76&CDS=1-762	YPR143W
OG0003264	augustus_masked-Contig006372-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-15.23&CDS=1-2700	YOR057W
OG0003265	snap_masked-Contig006372-processed-gene-15.109-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.109&CDS=1-720	YNL056W
OG0003266	snap_masked-Contig006372-processed-gene-15.80-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.80&CDS=1-678	YNR017W
OG0003267	snap_masked-Contig006372-processed-gene-15.110-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-15.110&CDS=1-1326	YNR015W
OG0003268	snap_masked-Contig006372-processed-gene-16.99-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.99&CDS=1-1152	YDL022W
OG0003269	snap_masked-Contig006372-processed-gene-16.101-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.101&CDS=1-2430	YJL168C
OG0003270	snap_masked-Contig006372-processed-gene-16.136-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.136&CDS=1-1338	YOL016C
OG0003271	snap_masked-Contig006372-processed-gene-16.140-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.140&CDS=1-1581	YCR023C
OG0003272	snap_masked-Contig006372-processed-gene-16.110-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.110&CDS=1-1005	YAL034W-A
OG0003273	snap_masked-Contig006372-processed-gene-16.111-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.111&CDS=1-1176	YNL097C
OG0003274	snap_masked-Contig006372-processed-gene-16.145-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.145&CDS=1-627	YOR103C
OG0003275	snap_masked-Contig006372-processed-gene-16.113-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.113&CDS=1-852	YNL099C
OG0003276	snap_masked-Contig006372-processed-gene-16.115-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.115&CDS=1-3213	YNL216W
OG0003277	snap_masked-Contig006372-processed-gene-16.146-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.146&CDS=1-1116	YMR305C
OG0003278	snap_masked-Contig006372-processed-gene-16.147-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.147&CDS=1-1896	YGR278W
OG0003279	snap_masked-Contig006372-processed-gene-16.116-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.116&CDS=1-2595	YER077C
OG0003280	snap_masked-Contig006372-processed-gene-16.117-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.117&CDS=1-891	YGR277C
OG0003281	augustus_masked-Contig006372-processed-gene-16.225-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-16.225&CDS=1-4137	YMR304W
OG0003282	snap_masked-Contig006372-processed-gene-16.150-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.150&CDS=1-1629	YMR223W
OG0003283	snap_masked-Contig006372-processed-gene-16.152-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.152&CDS=1-765	YOR281C
OG0003284	snap_masked-Contig006372-processed-gene-16.156-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.156&CDS=1-1827	YER036C
OG0003285	snap_masked-Contig006372-processed-gene-16.118-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.118&CDS=1-6522	YFL007W
OG0003286	snap_masked-Contig006372-processed-gene-16.119-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.119&CDS=1-1266	YGR058W
OG0003287	snap_masked-Contig006372-processed-gene-16.161-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.161&CDS=1-1143	YNL274C
OG0003288	augustus_masked-Contig006372-processed-gene-16.200-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-16.200&CDS=1-990	YPL064C
OG0003289	maker-Contig006372-augustus-gene-16.3-mRNA-1_1&gene=maker-Contig006372-augustus-gene-16.3&CDS=1-3666	YCR098C
OG0003290	snap_masked-Contig006372-processed-gene-16.124-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-16.124&CDS=1-2109	YJL090C
