	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
OG0003066	YMR049C	augustus_masked-scf7180000049776-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049776-processed-gene-0.11&CDS=1-2385
OG0003067	YMR052W	snap_masked-scf7180000050346-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000050346-processed-gene-0.45&CDS=1-609
OG0003068	YMR054W	augustus_masked-scf7180000050220-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050220-processed-gene-0.41&CDS=1-2640
OG0003069	YMR055C	augustus_masked-scf7180000050273-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.56&CDS=1-921
OG0003070	YMR060C	snap_masked-scf7180000050273-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.8&CDS=1-972
OG0003071	YMR061W	augustus_masked-scf7180000050273-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.77&CDS=1-2028
OG0003072	YMR062C	augustus_masked-scf7180000050273-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.53&CDS=1-1323
OG0003073	YMR063W	snap_masked-scf7180000050273-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.31&CDS=1-765
OG0003074	YMR064W	snap_masked-scf7180000050273-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.30&CDS=1-1506
OG0003075	YMR065W	snap_masked-scf7180000050273-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.29&CDS=1-1191
OG0003076	YMR066W	snap_masked-scf7180000050273-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.28&CDS=1-2682
OG0003077	YMR067C	snap_masked-scf7180000050273-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.6&CDS=1-1278
OG0003078	YMR068W	augustus_masked-scf7180000050273-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.72&CDS=1-1338
OG0003079	YMR069W	augustus_masked-scf7180000050324-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.35&CDS=1-801
OG0003080	YMR070W	augustus_masked-scf7180000050324-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.36&CDS=1-933
OG0003081	YMR071C	augustus_masked-scf7180000050324-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.44&CDS=1-501
OG0003082	YMR072W	augustus_masked-scf7180000050324-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.37&CDS=1-585
OG0003083	YMR073C	augustus_masked-scf7180000050324-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.45&CDS=1-585
OG0003084	YMR074C	augustus_masked-scf7180000050324-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.46&CDS=1-429
OG0003085	YMR075W	augustus_masked-scf7180000050324-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.38&CDS=1-2196
OG0003086	YMR076C	augustus_masked-scf7180000050324-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000050324-processed-gene-0.47&CDS=1-4017
OG0003087	YMR077C	augustus_masked-scf7180000050206-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-1.22&CDS=1-621
OG0003088	YMR078C	augustus_masked-scf7180000050391-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.43&CDS=1-2304
OG0003089	YMR079W	genemark-scf7180000050391-processed-gene-0.161-mRNA-1_1&gene=genemark-scf7180000050391-processed-gene-0.161&CDS=1-906
OG0003090	YMR080C	augustus_masked-scf7180000050347-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050347-processed-gene-0.42&CDS=1-2979
OG0003091	YMR081C	snap_masked-scf7180000050347-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000050347-processed-gene-0.69&CDS=1-774
OG0003092	YMR083W	augustus_masked-scf7180000050357-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.81&CDS=1-1128
OG0003093	YMR086W	augustus_masked-scf7180000050357-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.80&CDS=1-3351
OG0003094	YMR087W	augustus_masked-scf7180000050357-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.79&CDS=1-771
OG0003095	YMR088C	augustus_masked-scf7180000050357-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.57&CDS=1-1710
OG0003096	YMR089C	augustus_masked-scf7180000050357-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.56&CDS=1-2454
OG0003097	YMR090W	augustus_masked-scf7180000050357-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.78&CDS=1-687
OG0003098	YMR092C	augustus_masked-scf7180000050357-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.55&CDS=1-3141
OG0003099	YMR093W	augustus_masked-scf7180000050357-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.77&CDS=1-1524
OG0003100	YMR094W	augustus_masked-scf7180000050357-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.76&CDS=1-1440
OG0003101	YMR097C	augustus_masked-scf7180000050357-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.54&CDS=1-1065
OG0003102	YMR098C	augustus_masked-scf7180000050357-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.53&CDS=1-1857
OG0003103	YMR099C	augustus_masked-scf7180000050357-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.74&CDS=1-891
OG0003104	YMR100W	augustus_masked-scf7180000050357-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.73&CDS=1-1953
OG0003105	YMR101C	augustus_masked-scf7180000050357-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-0.51&CDS=1-1026
OG0003106	YMR105C	augustus_masked-scf7180000050206-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-1.7&CDS=1-1707
OG0003107	YMR106C	genemark-scf7180000050357-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000050357-processed-gene-0.94&CDS=1-1965
OG0003108	YMR107W	augustus_masked-scf7180000050163-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.74&CDS=1-369
OG0003109	YMR108W	augustus_masked-scf7180000050163-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.73&CDS=1-2052
OG0003110	YMR109W	augustus_masked-scf7180000050206-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-1.31&CDS=1-3765
OG0003111	YMR110C	augustus_masked-scf7180000050163-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.62&CDS=1-1608
OG0003112	YMR111C	augustus_masked-scf7180000050163-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.61&CDS=1-1509
OG0003113	YMR112C	genemark-scf7180000050163-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000050163-processed-gene-0.9&CDS=1-333
OG0003114	YMR113W	augustus_masked-scf7180000050206-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-1.5&CDS=1-1299
OG0003115	YMR114C	augustus_masked-scf7180000050163-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.59&CDS=1-966
OG0003116	YMR115W	augustus_masked-scf7180000050163-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.72&CDS=1-1407
OG0003117	YMR116C	augustus_masked-scf7180000050163-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.58&CDS=1-957
OG0003118	YMR117C	augustus_masked-scf7180000050163-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.57&CDS=1-660
OG0003119	YMR123W	augustus_masked-scf7180000050163-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.69&CDS=1-357
OG0003120	YMR124W	augustus_masked-scf7180000050163-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.68&CDS=1-2853
OG0003121	YMR125W	augustus_masked-scf7180000050163-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.67&CDS=1-2586
OG0003122	YMR126C	augustus_masked-scf7180000050163-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.55&CDS=1-1050
OG0003123	YMR127C	augustus_masked-scf7180000050163-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.54&CDS=1-1050
OG0003124	YMR128W	maker-scf7180000050206-augustus-gene-0.135-mRNA-1_1&gene=maker-scf7180000050206-augustus-gene-0.135&CDS=1-7212
OG0003125	YMR129W	augustus_masked-scf7180000050163-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.66&CDS=1-3972
OG0003126	YMR130W	augustus_masked-scf7180000050163-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.65&CDS=1-906
OG0003127	YMR131C	augustus_masked-scf7180000050163-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.53&CDS=1-1524
OG0003128	YMR132C	augustus_masked-scf7180000050163-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.52&CDS=1-651
OG0003129	YMR133W	augustus_masked-scf7180000050163-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050163-processed-gene-0.64&CDS=1-1098
OG0003130	YMR137C	augustus_masked-scf7180000050151-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.28&CDS=1-1623
OG0003131	YMR138W	augustus_masked-scf7180000050151-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.40&CDS=1-231
OG0003132	YMR139W	augustus_masked-scf7180000050206-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000050206-processed-gene-0.124&CDS=1-1080
OG0003133	YMR140W	augustus_masked-scf7180000050151-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.38&CDS=1-1374
OG0003134	YMR144W	snap_masked-scf7180000050206-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000050206-processed-gene-0.78&CDS=1-1050
OG0003135	YMR145C	augustus_masked-scf7180000050151-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.26&CDS=1-1650
OG0003136	YMR146C	augustus_masked-scf7180000050151-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.25&CDS=1-1044
OG0003137	YMR147W	augustus_masked-scf7180000050151-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.34&CDS=1-666
OG0003138	YMR149W	augustus_masked-scf7180000050151-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.33&CDS=1-870
OG0003139	YMR150C	genemark-scf7180000050151-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000050151-processed-gene-0.3&CDS=1-525
OG0003140	YMR152W	augustus_masked-scf7180000050374-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-scf7180000050374-processed-gene-0.199&CDS=1-1086
OG0003141	YMR154C	augustus_masked-scf7180000050151-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.23&CDS=1-2127
OG0003142	YMR155W	augustus_masked-scf7180000050151-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.31&CDS=1-1635
OG0003143	YMR156C	augustus_masked-scf7180000050151-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.22&CDS=1-1332
OG0003144	YMR158W	augustus_masked-scf7180000050151-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050151-processed-gene-0.30&CDS=1-465
OG0003145	YMR159C	augustus_masked-scf7180000050150-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000050150-processed-gene-0.8&CDS=1-408
OG0003146	YMR160W	augustus_masked-scf7180000050150-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050150-processed-gene-0.10&CDS=1-2244
OG0003147	YMR161W	augustus_masked-scf7180000050150-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000050150-processed-gene-0.9&CDS=1-669
OG0003148	YMR162C	augustus_masked-scf7180000050150-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050150-processed-gene-0.7&CDS=1-4893
OG0003149	YMR164C	snap_masked-scf7180000050339-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scf7180000050339-processed-gene-0.115&CDS=1-1203
OG0003150	YMR165C	genemark-scf7180000050339-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000050339-processed-gene-0.19&CDS=1-2358
OG0003151	YMR166C	genemark-scf7180000050339-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000050339-processed-gene-0.18&CDS=1-1155
OG0003152	YMR167W	augustus_masked-scf7180000050339-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.92&CDS=1-2379
OG0003153	YMR168C	augustus_masked-scf7180000050339-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.71&CDS=1-1863
OG0003154	YMR171C	augustus_masked-scf7180000050339-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.69&CDS=1-1812
OG0003155	YMR172W	augustus_masked-scf7180000050302-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.1&CDS=1-2472
OG0003156	YMR173W	augustus_masked-scf7180000050302-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.2&CDS=1-1578
OG0003157	YMR176W	augustus_masked-scf7180000050302-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.4&CDS=1-4209
OG0003158	YMR177W	augustus_masked-scf7180000050273-processed-gene-1.261-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.261&CDS=1-1254
OG0003159	YMR178W	augustus_masked-scf7180000050302-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.8&CDS=1-816
OG0003160	YMR179W	snap_masked-scf7180000050302-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-1.82&CDS=1-2103
OG0003161	YMR182C	genemark-scf7180000050273-processed-gene-1.21-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-1.21&CDS=1-735
OG0003162	YMR184W	augustus_masked-scf7180000050302-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.10&CDS=1-549
OG0003163	YMR185W	augustus_masked-scf7180000050302-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.11&CDS=1-2886
OG0003164	YMR187C	snap_masked-scf7180000050302-processed-gene-1.121-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-1.121&CDS=1-1365
OG0003165	YMR188C	genemark-scf7180000050302-processed-gene-1.222-mRNA-1_1&gene=genemark-scf7180000050302-processed-gene-1.222&CDS=1-708
OG0003166	YMR189W	augustus_masked-scf7180000050302-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.13&CDS=1-3120
OG0003167	YMR190C	augustus_masked-scf7180000050302-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.49&CDS=1-4008
OG0003168	YMR191W	augustus_masked-scf7180000050302-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.14&CDS=1-846
OG0003169	YMR192W	augustus_masked-scf7180000050302-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.15&CDS=1-2160
OG0003170	YMR196W	augustus_masked-scf7180000050302-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.17&CDS=1-3330
OG0003171	YMR197C	augustus_masked-scf7180000050381-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.61&CDS=1-663
OG0003172	YMR200W	augustus_masked-scf7180000050381-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.55&CDS=1-2193
OG0003173	YMR201C	augustus_masked-scf7180000050381-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.22&CDS=1-1062
OG0003174	YMR203W	maker-scf7180000050381-augustus-gene-1.145-mRNA-1_1&gene=maker-scf7180000050381-augustus-gene-1.145&CDS=1-1854
OG0003175	YMR204C	augustus_masked-scf7180000050381-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.21&CDS=1-849
OG0003176	YMR205C	augustus_masked-scf7180000050381-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.20&CDS=1-2895
OG0003177	YMR208W	augustus_masked-scf7180000050348-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.20&CDS=1-894
OG0003178	YMR209C	augustus_masked-scf7180000050348-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.61&CDS=1-1140
OG0003179	YMR210W	augustus_masked-scf7180000050348-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.21&CDS=1-1326
OG0003180	YMR211W	augustus_masked-scf7180000050348-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.22&CDS=1-1422
OG0003181	YMR212C	augustus_masked-scf7180000050348-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.62&CDS=1-2349
OG0003182	YMR213W	augustus_masked-scf7180000050348-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.23&CDS=1-1779
OG0003183	YMR214W	maker-scf7180000050387-augustus-gene-0.107-mRNA-1_1&gene=maker-scf7180000050387-augustus-gene-0.107&CDS=1-1212
OG0003184	YMR215W	augustus_masked-scf7180000050348-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.24&CDS=1-1557
OG0003185	YMR216C	augustus_masked-scf7180000050348-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.63&CDS=1-2109
OG0003186	YMR217W	augustus_masked-scf7180000050387-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000050387-processed-gene-0.25&CDS=1-1575
OG0003187	YMR218C	augustus_masked-scf7180000050348-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.64&CDS=1-3330
OG0003188	YMR220W	augustus_masked-scf7180000050348-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.26&CDS=1-1359
OG0003189	YMR221C	augustus_masked-scf7180000050348-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.66&CDS=1-1551
OG0003190	YMR222C	augustus_masked-scf7180000050348-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.67&CDS=1-666
OG0003191	YMR223W	augustus_masked-scf7180000050387-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050387-processed-gene-0.23&CDS=1-1428
OG0003192	YMR224C	augustus_masked-scf7180000050348-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.68&CDS=1-2043
OG0003193	YMR227C	augustus_masked-scf7180000050348-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.71&CDS=1-1698
OG0003194	YMR228W	augustus_masked-scf7180000050348-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.28&CDS=1-1017
OG0003195	YMR229C	augustus_masked-scf7180000050348-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.72&CDS=1-5151
OG0003196	YMR231W	maker-scf7180000050348-augustus-gene-0.167-mRNA-1_1&gene=maker-scf7180000050348-augustus-gene-0.167&CDS=1-5145
OG0003197	YMR234W	augustus_masked-scf7180000049365-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049365-processed-gene-0.9&CDS=1-1164
OG0003198	YMR235C	augustus_masked-scf7180000050107-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000050107-processed-gene-0.1&CDS=1-1218
OG0003199	YMR236W	augustus_masked-scf7180000050107-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000050107-processed-gene-0.3&CDS=1-579
