	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
OG0002792	YNL246W	maker-flattened_line_0-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.0&CDS=1-4623
OG0002793	YNL247W	augustus_masked-flattened_line_8-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.83&CDS=1-2373
OG0002794	YNL248C	genemark-flattened_line_18-processed-gene-2.28-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.28&CDS=1-1233
OG0002795	YNL250W	maker-flattened_line_8-snap-gene-4.2-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-4.2&CDS=1-2700
OG0002796	YNL252C	maker-flattened_line_94-snap-gene-0.60-mRNA-1_1&gene=maker-flattened_line_94-snap-gene-0.60&CDS=1-3939
OG0002797	YNL256W	genemark-flattened_line_4-processed-gene-4.1-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.1&CDS=1-2415
OG0002798	YNL259C	augustus_masked-flattened_line_38-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.121&CDS=1-222
OG0002799	YNL260C	augustus_masked-flattened_line_0-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.36&CDS=1-531
OG0002800	YNL261W	genemark-flattened_line_0-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.99&CDS=1-1422
OG0002801	YNL262W	augustus_masked-flattened_line_4-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.65&CDS=1-6699
OG0002802	YNL265C	genemark-flattened_line_94-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.17&CDS=1-696
OG0002803	YNL267W	genemark-flattened_line_6-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.101&CDS=1-3087
OG0002804	YNL271C	genemark-flattened_line_94-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.16&CDS=1-5526
OG0002805	YNL272C	genemark-flattened_line_84-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.25&CDS=1-1632
OG0002806	YNL273W	genemark-flattened_line_94-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.15&CDS=1-3645
OG0002807	YNL274C	genemark-flattened_line_126-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.21&CDS=1-1035
OG0002808	YNL275W	genemark-flattened_line_64-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.71&CDS=1-1671
OG0002809	YNL277W	genemark-flattened_line_110-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.9&CDS=1-1575
OG0002810	YNL279W	augustus_masked-flattened_line_40-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.60&CDS=1-3480
OG0002811	YNL280C	genemark-flattened_line_2-processed-gene-4.44-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.44&CDS=1-1317
OG0002812	YNL281W	genemark-flattened_line_50-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.11&CDS=1-465
OG0002813	YNL282W	genemark-flattened_line_34-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.36&CDS=1-690
OG0002814	YNL284C	genemark-flattened_line_8-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.70&CDS=1-858
OG0002815	YNL286W	genemark-flattened_line_8-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.69&CDS=1-1113
OG0002816	YNL287W	genemark-flattened_line_0-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.65&CDS=1-2742
OG0002817	YNL288W	maker-flattened_line_0-snap-gene-2.83-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.83&CDS=1-3489
OG0002818	YNL289W	genemark-flattened_line_8-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.108&CDS=1-1044
OG0002819	YNL290W	augustus_masked-flattened_line_26-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.225&CDS=1-984
OG0002820	YNL291C	augustus_masked-flattened_line_24-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.52&CDS=1-1578
OG0002821	YNL292W	genemark-flattened_line_24-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.112&CDS=1-1067
OG0002822	YNL294C	genemark-flattened_line_18-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.44&CDS=1-1614
OG0002823	YNL297C	genemark-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.93&CDS=1-5058
OG0002824	YNL298W	genemark-flattened_line_66-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.37&CDS=1-2481
OG0002825	YNL307C	genemark-flattened_line_54-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.37&CDS=1-1098
OG0002826	YNL308C	genemark-flattened_line_2-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.38&CDS=1-1773
OG0002827	YNL310C	maker-flattened_line_46-augustus-gene-0.189-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.189&CDS=1-1503
OG0002828	YNL312W	genemark-flattened_line_0-processed-gene-6.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.106&CDS=1-831
OG0002829	YNL315C	genemark-flattened_line_8-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.50&CDS=1-960
OG0002830	YNL316C	genemark-flattened_line_8-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.51&CDS=1-1008
OG0002831	YNL317W	genemark-flattened_line_0-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.91&CDS=1-1461
OG0002832	YNL320W	genemark-flattened_line_26-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.112&CDS=1-972
OG0002833	YNL321W	genemark-flattened_line_8-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.95&CDS=1-3234
OG0002834	YNL323W	genemark-flattened_line_10-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.153&CDS=1-1284
OG0002835	YNL325C	augustus_masked-flattened_line_16-processed-gene-2.236-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.236&CDS=1-3540
OG0002836	YNL326C	maker-flattened_line_16-snap-gene-2.96-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.96&CDS=1-5880
OG0002837	YNL328C	maker-flattened_line_8-augustus-gene-2.106-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.106&CDS=1-1035
OG0002838	YNL329C	genemark-flattened_line_0-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.153&CDS=1-3501
OG0002839	YNR001C	genemark-flattened_line_10-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.140&CDS=1-1401
OG0002840	YNR003C	genemark-flattened_line_2-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.34&CDS=1-987
OG0002841	YNR006W	snap_masked-flattened_line_20-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.134&CDS=1-1737
OG0002842	YNR007C	genemark-flattened_line_8-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.64&CDS=1-1071
OG0002843	YNR008W	genemark-flattened_line_8-processed-gene-2.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.59&CDS=1-1983
OG0002844	YNR012W	genemark-flattened_line_14-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.138&CDS=1-1476
OG0002845	YNR015W	genemark-flattened_line_4-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.53&CDS=1-1128
OG0002846	YNR016C	genemark-flattened_line_60-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.69&CDS=1-6666
OG0002847	YNR017W	genemark-flattened_line_60-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.67&CDS=1-678
OG0002848	YNR018W	genemark-flattened_line_4-processed-gene-4.19-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.19&CDS=1-723
OG0002849	YNR020C	genemark-flattened_line_24-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.146&CDS=1-714
OG0002850	YNR021W	genemark-flattened_line_24-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.192&CDS=1-1179
OG0002851	YNR026C	genemark-flattened_line_88-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.53&CDS=1-2028
OG0002852	YNR027W	augustus_masked-flattened_line_34-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.69&CDS=1-906
OG0002853	YNR029C	genemark-flattened_line_2-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.16&CDS=1-1182
OG0002854	YNR030W	genemark-flattened_line_2-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.34&CDS=1-1683
OG0002855	YNR032C-A	genemark-flattened_line_0-processed-gene-5.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.91&CDS=1-219
OG0002856	YNR032W	genemark-flattened_line_0-processed-gene-6.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.89&CDS=1-1023
OG0002857	YNR033W	genemark-flattened_line_6-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.18&CDS=1-2187
OG0002858	YNR035C	genemark-flattened_line_90-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.64&CDS=1-990
OG0002859	YNR036C	genemark-flattened_line_12-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.65&CDS=1-558
OG0002860	YNR037C	genemark-flattened_line_0-processed-gene-5.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.92&CDS=1-273
OG0002861	YNR039C	genemark-flattened_line_0-processed-gene-5.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.113&CDS=1-1824
OG0002862	YNR041C	genemark-flattened_line_30-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.0&CDS=1-1194
OG0002863	YNR043W	maker-flattened_line_0-augustus-gene-4.127-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.127&CDS=1-3105
OG0002864	YNR046W	snap_masked-flattened_line_2-processed-gene-3.34-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.34&CDS=1-387
OG0002865	YNR050C	genemark-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.23&CDS=1-1341
OG0002866	YNR052C	augustus_masked-flattened_line_42-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.40&CDS=1-2760
OG0002867	YNR053C	genemark-flattened_line_42-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.88&CDS=1-1611
OG0002868	YNR054C	genemark-flattened_line_50-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.60&CDS=1-993
OG0002869	YNR055C	genemark-flattened_line_46-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.164&CDS=1-1737
OG0002870	YOL001W	genemark-flattened_line_36-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.16&CDS=1-1236
OG0002871	YOL002C	genemark-flattened_line_74-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.129&CDS=1-1011
OG0002872	YOL003C	augustus_masked-flattened_line_16-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.230&CDS=1-1617
OG0002873	YOL004W	genemark-flattened_line_16-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.134&CDS=1-4464
OG0002874	YOL005C	genemark-flattened_line_16-processed-gene-2.165-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.165&CDS=1-372
OG0002875	YOL006C	genemark-flattened_line_32-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.87&CDS=1-2352
OG0002876	YOL008W	snap_masked-flattened_line_14-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.53&CDS=1-495
OG0002877	YOL009C	maker-flattened_line_14-snap-gene-2.12-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.12&CDS=1-1074
OG0002878	YOL010W	genemark-flattened_line_14-processed-gene-2.156-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.156&CDS=1-1083
OG0002879	YOL012C	maker-flattened_line_30-snap-gene-1.194-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.194&CDS=1-1548
OG0002880	YOL013C	genemark-flattened_line_30-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.15&CDS=1-1353
OG0002881	YOL019W	snap_masked-flattened_line_2-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.144&CDS=1-1788
OG0002882	YOL021C	genemark-flattened_line_46-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.118&CDS=1-2943
OG0002883	YOL022C	genemark-flattened_line_34-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.97&CDS=1-1242
OG0002884	YOL023W	maker-flattened_line_34-augustus-gene-1.185-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.185&CDS=1-4197
OG0002885	YOL030W	augustus_masked-flattened_line_32-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.54&CDS=1-3345
OG0002886	YOL031C	genemark-flattened_line_20-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.42&CDS=1-1158
OG0002887	YOL032W	genemark-flattened_line_0-processed-gene-4.49-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.49&CDS=1-681
OG0002888	YOL033W	snap_masked-flattened_line_0-processed-gene-4.2-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.2&CDS=1-1383
OG0002889	YOL034W	genemark-flattened_line_0-processed-gene-4.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.44&CDS=1-3285
OG0002890	YOL038W	maker-flattened_line_44-snap-gene-1.58-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-1.58&CDS=1-1878
OG0002891	YOL040C	genemark-flattened_line_56-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.10&CDS=1-423
OG0002892	YOL041C	genemark-flattened_line_56-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.11&CDS=1-1317
OG0002893	YOL049W	augustus_masked-flattened_line_56-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.121&CDS=1-1464
OG0002894	YOL051W	maker-flattened_line_16-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.88&CDS=1-2886
OG0002895	YOL052C	genemark-flattened_line_34-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.5&CDS=1-1365
OG0002896	YOL054W	genemark-flattened_line_60-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.102&CDS=1-1254
OG0002897	YOL057W	genemark-flattened_line_16-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.105&CDS=1-2076
OG0002898	YOL058W	genemark-flattened_line_62-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.89&CDS=1-1245
OG0002899	YOL060C	augustus_masked-flattened_line_32-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.174&CDS=1-2058
OG0002900	YOL061W	genemark-flattened_line_32-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.135&CDS=1-1383
OG0002901	YOL062C	genemark-flattened_line_32-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.102&CDS=1-1410
OG0002902	YOL065C	genemark-flattened_line_8-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.58&CDS=1-1206
OG0002903	YOL066C	genemark-flattened_line_6-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.60&CDS=1-1836
OG0002904	YOL067C	genemark-flattened_line_8-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.128&CDS=1-876
OG0002905	YOL069W	genemark-flattened_line_34-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.50&CDS=1-1362
OG0002906	YOL070C	genemark-flattened_line_90-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.61&CDS=1-1593
OG0002907	YOL071W	genemark-flattened_line_8-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.129&CDS=1-453
OG0002908	YOL072W	genemark-flattened_line_80-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.5&CDS=1-1353
OG0002909	YOL073C	genemark-flattened_line_2-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.17&CDS=1-903
OG0002910	YOL075C	snap_masked-flattened_line_20-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.112&CDS=1-3963
OG0002911	YOL077C	genemark-flattened_line_122-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.0&CDS=1-879
OG0002912	YOL077W-A	genemark-flattened_line_122-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.4&CDS=1-198
OG0002913	YOL078W	maker-flattened_line_122-augustus-gene-0.19-mRNA-1_1&gene=maker-flattened_line_122-augustus-gene-0.19&CDS=1-2166
OG0002914	YOL080C	genemark-flattened_line_66-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.39&CDS=1-765
OG0002915	YOL086W-A	snap_masked-flattened_line_66-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.126&CDS=1-489
OG0002916	YOL090W	genemark-flattened_line_80-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.2&CDS=1-2859
OG0002917	YOL093W	augustus_masked-flattened_line_80-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.60&CDS=1-987
OG0002918	YOL095C	genemark-flattened_line_34-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.85&CDS=1-2067
OG0002919	YOL096C	augustus_masked-flattened_line_50-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.97&CDS=1-933
OG0002920	YOL097C	augustus_masked-flattened_line_0-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.31&CDS=1-2748
OG0002921	YOL098C	genemark-flattened_line_0-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.129&CDS=1-3153
OG0002922	YOL102C	genemark-flattened_line_66-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.14&CDS=1-723
OG0002923	YOL107W	genemark-flattened_line_34-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.59&CDS=1-1089
OG0002924	YOL108C	genemark-flattened_line_34-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.26&CDS=1-324
OG0002925	YOL110W	genemark-flattened_line_18-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.43&CDS=1-648
OG0002926	YOL112W	genemark-flattened_line_18-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.63&CDS=1-1881
OG0002927	YOL114C	genemark-flattened_line_10-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.7&CDS=1-612
OG0002928	YOL115W	genemark-flattened_line_16-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.81&CDS=1-1923
OG0002929	YOL119C	genemark-flattened_line_26-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.188&CDS=1-1284
OG0002930	YOL122C	genemark-flattened_line_14-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.20&CDS=1-1332
OG0002931	YOL124C	genemark-flattened_line_2-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.41&CDS=1-1332
OG0002932	YOL125W	genemark-flattened_line_20-processed-gene-2.183-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.183&CDS=1-1482
OG0002933	YOL127W	maker-flattened_line_54-snap-gene-0.234-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.234&CDS=1-1098
OG0002934	YOL129W	maker-flattened_line_54-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.147&CDS=1-1737
OG0002935	YOL132W	maker-flattened_line_50-snap-gene-0.178-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.178&CDS=1-1455
OG0002936	YOL133W	genemark-flattened_line_46-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.105&CDS=1-363
OG0002937	YOL135C	genemark-flattened_line_46-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.154&CDS=1-765
