	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
OG0003235	YOR375C	genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.59&CDS=1-1377
OG0003236	YOR388C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.65&CDS=1-1092
OG0003237	YPL002C	genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.7&CDS=1-738
OG0003238	YPL006W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.202-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.202&CDS=1-4053
OG0003239	YPL007C	snap_masked-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.15&CDS=1-2055
OG0003240	YPL008W	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.0&CDS=1-2448
OG0003241	YPL009C	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.156&CDS=1-2982
OG0003242	YPL010W	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.195-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.195&CDS=1-567
OG0003243	YPL011C	genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.19&CDS=1-1170
OG0003244	YPL012W	genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.8&CDS=1-3732
OG0003245	YPL013C	genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.18&CDS=1-366
OG0003246	YPL014W	augustus_masked-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.95&CDS=1-1341
OG0003247	YPL015C	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.194-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.194&CDS=1-1038
OG0003248	YPL016W	maker-NODE_18_length_248355_cov_19.3599_ID_35-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_18_length_248355_cov_19.3599_ID_35-snap-gene-0.42&CDS=1-3231
OG0003249	YPL020C	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.155&CDS=1-2268
OG0003250	YPL022W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-0.55&CDS=1-3153
OG0003251	YPL023C	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.82&CDS=1-1923
OG0003252	YPL028W	genemark-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.23&CDS=1-1191
OG0003253	YPL029W	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.28&CDS=1-2355
OG0003254	YPL030W	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.140-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.140&CDS=1-1983
OG0003255	YPL031C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.108-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.108&CDS=1-987
OG0003256	YPL037C	genemark-NODE_103_length_13020_cov_12.5345_ID_205-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_103_length_13020_cov_12.5345_ID_205-processed-gene-0.4&CDS=1-474
OG0003257	YPL040C	augustus_masked-NODE_67_length_64695_cov_15.4663_ID_133-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_67_length_64695_cov_15.4663_ID_133-processed-gene-0.51&CDS=1-3159
OG0003258	YPL042C	augustus_masked-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.72&CDS=1-2643
OG0003259	YPL043W	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.107&CDS=1-2451
OG0003260	YPL045W	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.106&CDS=1-2487
OG0003261	YPL046C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.138-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.138&CDS=1-309
OG0003262	YPL048W	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.93&CDS=1-1239
OG0003263	YPL050C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.37&CDS=1-1098
OG0003264	YPL051W	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.62&CDS=1-645
OG0003265	YPL054W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.38&CDS=1-1662
OG0003266	YPL059W	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.38&CDS=1-459
OG0003267	YPL060W	snap_masked-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-0.26&CDS=1-1200
OG0003268	YPL063W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.205-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.205&CDS=1-1383
OG0003269	YPL065W	genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.89&CDS=1-795
OG0003270	YPL069C	genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.27&CDS=1-987
OG0003271	YPL072W	maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-1.37-mRNA-1_1&gene=maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-1.37&CDS=1-2298
OG0003272	YPL076W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.19&CDS=1-1494
OG0003273	YPL078C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.121&CDS=1-699
OG0003274	YPL082C	genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.70&CDS=1-5754
OG0003275	YPL083C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.58&CDS=1-1401
OG0003276	YPL084W	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-3.105&CDS=1-2562
OG0003277	YPL085W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.153&CDS=1-7488
OG0003278	YPL086C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.114&CDS=1-1662
OG0003279	YPL091W	snap_masked-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.28&CDS=1-1401
OG0003280	YPL093W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.53&CDS=1-1932
OG0003281	YPL094C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.51&CDS=1-909
OG0003282	YPL096W	snap_masked-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.14&CDS=1-1116
OG0003283	YPL097W	augustus_masked-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.44&CDS=1-1476
OG0003284	YPL098C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.54&CDS=1-357
OG0003285	YPL099C	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.117&CDS=1-633
OG0003286	YPL101W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.104&CDS=1-1554
OG0003287	YPL103C	genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.4&CDS=1-1374
OG0003288	YPL104W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.137&CDS=1-2055
OG0003289	YPL107W	genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.39&CDS=1-786
OG0003290	YPL108W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.9&CDS=1-552
OG0003291	YPL109C	maker-NODE_70_length_60666_cov_13.5245_ID_139-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_70_length_60666_cov_13.5245_ID_139-augustus-gene-0.36&CDS=1-2070
OG0003292	YPL110C	snap_masked-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.51&CDS=1-3861
OG0003293	YPL111W	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.138&CDS=1-981
OG0003294	YPL112C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.60&CDS=1-1602
OG0003295	YPL117C	genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.1&CDS=1-831
OG0003296	YPL118W	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.17&CDS=1-1197
OG0003297	YPL120W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.172&CDS=1-1431
OG0003298	YPL122C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.85&CDS=1-1887
OG0003299	YPL123C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.155&CDS=1-1254
OG0003300	YPL125W	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.55&CDS=1-3090
OG0003301	YPL126W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-0.56&CDS=1-2469
OG0003302	YPL127C	genemark-NODE_82_length_48335_cov_16.6577_ID_163-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_82_length_48335_cov_16.6577_ID_163-processed-gene-0.33&CDS=1-489
OG0003303	YPL128C	maker-NODE_47_length_94609_cov_23.3353_ID_93-snap-gene-0.112-mRNA-1_1&gene=maker-NODE_47_length_94609_cov_23.3353_ID_93-snap-gene-0.112&CDS=1-4371
OG0003304	YPL129W	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.47&CDS=1-864
OG0003305	YPL131W	genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.5&CDS=1-888
OG0003306	YPL132W	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.60&CDS=1-861
OG0003307	YPL133C	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.79&CDS=1-1926
OG0003308	YPL134C	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.16&CDS=1-897
OG0003309	YPL138C	snap_masked-NODE_97_length_22961_cov_18.77_ID_193-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_97_length_22961_cov_18.77_ID_193-processed-gene-0.1&CDS=1-1164
OG0003310	YPL146C	augustus_masked-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.103&CDS=1-1293
OG0003311	YPL147W	augustus_masked-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.102&CDS=1-2625
OG0003312	YPL149W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.52&CDS=1-876
OG0003313	YPL151C	snap_masked-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.195&CDS=1-1374
OG0003314	YPL152W	snap_masked-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.39&CDS=1-1125
OG0003315	YPL153C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.132&CDS=1-2721
OG0003316	YPL154C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.100&CDS=1-1263
OG0003317	YPL157W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.98&CDS=1-915
OG0003318	YPL160W	genemark-NODE_94_length_26135_cov_15.0019_ID_187-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_94_length_26135_cov_15.0019_ID_187-processed-gene-0.19&CDS=1-3321
OG0003319	YPL162C	genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.15&CDS=1-1029
OG0003320	YPL164C	snap_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.49&CDS=1-2157
OG0003321	YPL167C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.58&CDS=1-5073
OG0003322	YPL169C	genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.144&CDS=1-1923
OG0003323	YPL170W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.160-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.160&CDS=1-465
OG0003324	YPL172C	augustus_masked-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.156&CDS=1-1500
OG0003325	YPL173W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.53&CDS=1-1071
OG0003326	YPL175W	snap_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.45&CDS=1-1305
OG0003327	YPL180W	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.36&CDS=1-1788
OG0003328	YPL181W	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.37&CDS=1-1419
OG0003329	YPL183C	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.4&CDS=1-3066
OG0003330	YPL183W-A	snap_masked-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.183&CDS=1-213
OG0003331	YPL184C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.7&CDS=1-2226
OG0003332	YPL188W	genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.61&CDS=1-1368
OG0003333	YPL190C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.99&CDS=1-2322
OG0003334	YPL193W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.7&CDS=1-1305
OG0003335	YPL195W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.47&CDS=1-2985
OG0003336	YPL196W	genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.62&CDS=1-777
OG0003337	YPL199C	snap_masked-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.181&CDS=1-825
OG0003338	YPL203W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.84&CDS=1-1527
OG0003339	YPL204W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.172&CDS=1-1398
OG0003340	YPL206C	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.209&CDS=1-1035
OG0003341	YPL210C	genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.47&CDS=1-1941
OG0003342	YPL211W	genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.66&CDS=1-543
OG0003343	YPL212C	genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_41_length_110995_cov_15.2803_ID_81-processed-gene-0.48&CDS=1-1638
OG0003344	YPL213W	augustus_masked-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.100&CDS=1-723
OG0003345	YPL215W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.169&CDS=1-966
OG0003346	YPL217C	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.75&CDS=1-3660
OG0003347	YPL218W	augustus_masked-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.113&CDS=1-570
OG0003348	YPL222W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.91&CDS=1-1848
OG0003349	YPL225W	genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.117&CDS=1-447
OG0003350	YPL226W	genemark-NODE_98_length_22020_cov_17.0627_ID_195-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_98_length_22020_cov_17.0627_ID_195-processed-gene-0.5&CDS=1-3531
OG0003351	YPL227C	maker-NODE_16_length_259366_cov_13.0174_ID_31-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_16_length_259366_cov_13.0174_ID_31-augustus-gene-0.44&CDS=1-2109
OG0003352	YPL228W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.90&CDS=1-1623
OG0003353	YPL231W	genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_63_length_67103_cov_12.8034_ID_125-processed-gene-0.36&CDS=1-5637
OG0003354	YPL234C	genemark-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.88&CDS=1-480
