	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
OG0003564	snap_masked-CABR0S37-processed-gene-11.64-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.64&CDS=1-1086	YLR372W
OG0003565	snap_masked-CABR0S37-processed-gene-11.65-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.65&CDS=1-732	YOR106W
OG0003566	snap_masked-CABR0S37-processed-gene-11.66-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.66&CDS=1-1200	YOR107W
OG0003567	augustus_masked-CABR0S37-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-11.109&CDS=1-2829	YDR495C
OG0003568	snap_masked-CABR0S37-processed-gene-11.80-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.80&CDS=1-933	YDR494W
OG0003569	snap_masked-CABR0S37-processed-gene-11.81-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.81&CDS=1-348	YDR493W
OG0003570	snap_masked-CABR0S37-processed-gene-11.82-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.82&CDS=1-945	YDR489W
OG0003571	snap_masked-CABR0S37-processed-gene-11.72-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.72&CDS=1-1644	YDR488C
OG0003572	snap_masked-CABR0S37-processed-gene-11.73-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.73&CDS=1-681	YDR486C
OG0003573	snap_masked-CABR0S37-processed-gene-11.83-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.83&CDS=1-432	YJL104W
OG0003574	snap_masked-CABR0S37-processed-gene-11.85-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.85&CDS=1-2241	YJL106W
OG0003575	snap_masked-CABR0S37-processed-gene-12.38-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.38&CDS=1-2400	YJL108C
OG0003576	snap_masked-CABR0S37-processed-gene-12.39-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.39&CDS=1-5316	YJL109C
OG0003577	genemark-CABR0S37-processed-gene-12.79-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.79&CDS=1-558	YHR100C
OG0003578	snap_masked-CABR0S37-processed-gene-12.40-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.40&CDS=1-2931	YML076C
OG0003579	snap_masked-CABR0S37-processed-gene-12.57-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.57&CDS=1-477	YML077W
OG0003580	snap_masked-CABR0S37-processed-gene-12.61-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.61&CDS=1-1224	YML080W
OG0003581	snap_masked-CABR0S37-processed-gene-12.41-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.41&CDS=1-1590	YML086C
OG0003582	snap_masked-CABR0S37-processed-gene-12.65-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.65&CDS=1-2016	YML088W
OG0003583	snap_masked-CABR0S37-processed-gene-12.42-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.42&CDS=1-1380	YML126C
OG0003584	augustus_masked-CABR0S37-processed-gene-12.6-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-12.6&CDS=1-3597	YML091C
OG0003585	snap_masked-CABR0S37-processed-gene-12.44-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.44&CDS=1-750	YML092C
OG0003586	snap_masked-CABR0S37-processed-gene-12.66-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.66&CDS=1-2628	YML093W
OG0003587	snap_masked-CABR0S37-processed-gene-12.67-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.67&CDS=1-1545	YML096W
OG0003588	snap_masked-CABR0S37-processed-gene-12.45-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.45&CDS=1-1335	YML097C
OG0003589	snap_masked-CABR0S37-processed-gene-12.46-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.46&CDS=1-1857	YML130C
OG0003590	snap_masked-CABR0S37-processed-gene-12.68-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.68&CDS=1-471	YML098W
OG0003591	snap_masked-CABR0S37-processed-gene-12.47-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.47&CDS=1-2100	YML099C
OG0003592	snap_masked-CABR0S37-processed-gene-12.49-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.49&CDS=1-447	YKR020W
OG0003593	snap_masked-CABR0S37-processed-gene-12.69-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.69&CDS=1-1227	YIL160C
OG0003594	snap_masked-CABR0S37-processed-gene-12.70-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.70&CDS=1-519	YIL157C
OG0003595	snap_masked-CABR0S37-processed-gene-12.71-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.71&CDS=1-1953	YIL155C
OG0003596	snap_masked-CABR0S37-processed-gene-12.72-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.72&CDS=1-999	YIL154C
OG0003597	genemark-CABR0S37-processed-gene-12.92-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.92&CDS=1-1296	YIL153W
OG0003598	genemark-CABR0S37-processed-gene-12.112-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.112&CDS=1-1632	YKR097W
OG0003599	snap_masked-CABR0S37-processed-gene-12.75-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.75&CDS=1-1152	YMR114C
OG0003600	genemark-CABR0S37-processed-gene-12.115-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.115&CDS=1-621	YMR117C
OG0003601	snap_masked-CABR0S37-processed-gene-12.56-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.56&CDS=1-1770	YMR119W
OG0003602	genemark-CABR0S37-processed-gene-12.95-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.95&CDS=1-621	YMR123W
OG0003603	augustus_masked-CABR0S37-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.40&CDS=1-2757	YMR124W
OG0003604	snap_masked-CABR0S37-processed-gene-13.77-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.77&CDS=1-2586	YMR125W
OG0003605	snap_masked-CABR0S37-processed-gene-13.80-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.80&CDS=1-1170	YMR126C
OG0003606	genemark-CABR0S37-processed-gene-13.5-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.5&CDS=1-954	YMR127C
OG0003607	snap_masked-CABR0S37-processed-gene-13.79-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.79&CDS=1-3750	YMR128W
OG0003608	genemark-CABR0S37-processed-gene-13.6-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.6&CDS=1-3924	YMR129W
OG0003609	genemark-CABR0S37-processed-gene-13.7-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.7&CDS=1-909	YMR130W
OG0003610	snap_masked-CABR0S37-processed-gene-13.98-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.98&CDS=1-1533	YMR131C
OG0003611	snap_masked-CABR0S37-processed-gene-13.99-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.99&CDS=1-600	YMR132C
OG0003612	augustus_masked-CABR0S37-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.47&CDS=1-1137	YMR133W
OG0003613	snap_masked-CABR0S37-processed-gene-13.84-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.84&CDS=1-705	YMR134W
OG0003614	augustus_masked-CABR0S37-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.64&CDS=1-1461	YMR135C
OG0003615	snap_masked-CABR0S37-processed-gene-13.85-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.85&CDS=1-1077	YGR028W
OG0003616	augustus_masked-CABR0S37-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.65&CDS=1-444	YGR030C
OG0003617	snap_masked-CABR0S37-processed-gene-13.86-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.86&CDS=1-852	YGR031W
OG0003618	genemark-CABR0S37-processed-gene-13.28-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.28&CDS=1-702	YGR033C
OG0003619	genemark-CABR0S37-processed-gene-13.29-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.29&CDS=1-804	YGR037C
OG0003620	snap_masked-CABR0S37-processed-gene-13.88-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.88&CDS=1-654	YGR038W
OG0003621	maker-CABR0S37-augustus-gene-13.119-mRNA-1_1&gene=maker-CABR0S37-augustus-gene-13.119&CDS=1-3522	YJL089W
OG0003622	augustus_masked-CABR0S37-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.55&CDS=1-2193	YJL090C
OG0003623	snap_masked-CABR0S37-processed-gene-13.93-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.93&CDS=1-1467	YJL091C
OG0003624	snap_masked-CABR0S37-processed-gene-13.109-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.109&CDS=1-3225	YJL092W
OG0003625	snap_masked-CABR0S37-processed-gene-13.94-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.94&CDS=1-2436	YJL093C
OG0003626	genemark-CABR0S37-processed-gene-13.20-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.20&CDS=1-2598	YJL094C
OG0003627	snap_masked-CABR0S37-processed-gene-13.112-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.112&CDS=1-4335	YJL095W
OG0003628	snap_masked-CABR0S37-processed-gene-13.113-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.113&CDS=1-456	YJL096W
OG0003629	snap_masked-CABR0S37-processed-gene-13.114-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.114&CDS=1-642	YJL097W
OG0003630	snap_masked-CABR0S37-processed-gene-13.115-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.115&CDS=1-3297	YKR028W
OG0003631	snap_masked-CABR0S37-processed-gene-13.95-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.95&CDS=1-2031	YJL101C
OG0003632	snap_masked-CABR0S37-processed-gene-13.117-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.117&CDS=1-2424	YJL102W
OG0003633	augustus_masked-CABR0S37-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.60&CDS=1-1926	YJL103C
OG0003634	snap_masked-CABR0S37-processed-gene-14.0-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.0&CDS=1-5070	YOR093C
OG0003635	snap_masked-CABR0S37-processed-gene-14.1-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.1&CDS=1-810	YOR095C
OG0003636	augustus_masked-CABR0S37-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-14.85&CDS=1-3072	YOR097C
OG0003637	snap_masked-CABR0S37-processed-gene-14.4-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.4&CDS=1-651	YNL110C
OG0003638	snap_masked-CABR0S37-processed-gene-14.5-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.5&CDS=1-363	YNL111C
OG0003639	maker-CABR0S37-snap-gene-14.121-mRNA-1_1&gene=maker-CABR0S37-snap-gene-14.121&CDS=1-1650	YNL112W
OG0003640	snap_masked-CABR0S37-processed-gene-14.19-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.19&CDS=1-441	YNL113W
OG0003641	genemark-CABR0S37-processed-gene-14.48-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.48&CDS=1-1938	YNL115C
OG0003642	snap_masked-CABR0S37-processed-gene-14.21-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.21&CDS=1-1662	YNL117W
OG0003643	snap_masked-CABR0S37-processed-gene-14.8-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.8&CDS=1-2907	YNL118C
OG0003644	snap_masked-CABR0S37-processed-gene-14.22-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.22&CDS=1-1407	YNL119W
OG0003645	snap_masked-CABR0S37-processed-gene-14.10-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.10&CDS=1-426	YNL122C
OG0003646	maker-CABR0S37-snap-gene-14.122-mRNA-1_1&gene=maker-CABR0S37-snap-gene-14.122&CDS=1-3003	YNL123W
OG0003647	snap_masked-CABR0S37-processed-gene-14.24-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.24&CDS=1-1899	YNL124W
OG0003648	genemark-CABR0S37-processed-gene-14.69-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.69&CDS=1-2487	YNL126W
OG0003649	genemark-CABR0S37-processed-gene-14.70-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.70&CDS=1-2409	YNL127W
OG0003650	augustus_masked-CABR0S37-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-14.108&CDS=1-1230	YNL128W
OG0003651	snap_masked-CABR0S37-processed-gene-14.28-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.28&CDS=1-711	YNL129W
OG0003652	snap_masked-CABR0S37-processed-gene-14.29-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.29&CDS=1-438	YNL131W
OG0003653	snap_masked-CABR0S37-processed-gene-14.30-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.30&CDS=1-3162	YNL132W
OG0003654	snap_masked-CABR0S37-processed-gene-14.14-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.14&CDS=1-342	YNL135C
OG0003655	augustus_masked-CABR0S37-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-14.112&CDS=1-2970	YNL136W
OG0003656	genemark-CABR0S37-processed-gene-14.55-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.55&CDS=1-1452	YNL137C
OG0003657	snap_masked-CABR0S37-processed-gene-14.33-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.33&CDS=1-1590	YNL138W
OG0003658	maker-CABR0S37-snap-gene-14.120-mRNA-1_1&gene=maker-CABR0S37-snap-gene-14.120&CDS=1-5937	YNL139C
OG0003659	snap_masked-CABR0S37-processed-gene-14.35-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.35&CDS=1-699	YNL151C
OG0003660	snap_masked-CABR0S37-processed-gene-14.36-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.36&CDS=1-408	YNL149C
OG0003661	snap_masked-CABR0S37-processed-gene-14.37-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.37&CDS=1-726	YNL148C
OG0003662	genemark-CABR0S37-processed-gene-14.58-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.58&CDS=1-396	YNL147W
OG0003663	snap_masked-CABR0S37-processed-gene-15.48-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.48&CDS=1-849	YNL159C
OG0003664	augustus_masked-CABR0S37-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-15.89&CDS=1-561	YNL158W
OG0003665	snap_masked-CABR0S37-processed-gene-15.49-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.49&CDS=1-975	YNL156C
OG0003666	genemark-CABR0S37-processed-gene-15.7-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.7&CDS=1-867	YNL155W
OG0003667	snap_masked-CABR0S37-processed-gene-15.50-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.50&CDS=1-1038	YNL141W
OG0003668	snap_masked-CABR0S37-processed-gene-15.47-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.47&CDS=1-387	YNL153C
OG0003669	snap_masked-CABR0S37-processed-gene-15.51-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.51&CDS=1-1509	YNL142W
OG0003670	snap_masked-CABR0S37-processed-gene-15.74-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.74&CDS=1-1113	YNL160W
OG0003671	snap_masked-CABR0S37-processed-gene-15.75-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.75&CDS=1-2292	YNL161W
OG0003672	snap_masked-CABR0S37-processed-gene-15.76-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.76&CDS=1-228	YNL162W-A
OG0003673	snap_masked-CABR0S37-processed-gene-15.52-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.52&CDS=1-3312	YNL163C
OG0003674	genemark-CABR0S37-processed-gene-15.11-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.11&CDS=1-987	YNL164C
OG0003675	snap_masked-CABR0S37-processed-gene-15.77-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.77&CDS=1-1248	YNL165W
OG0003676	snap_masked-CABR0S37-processed-gene-15.54-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.54&CDS=1-1422	YNL166C
OG0003677	snap_masked-CABR0S37-processed-gene-15.55-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.55&CDS=1-1560	YNL167C
OG0003678	snap_masked-CABR0S37-processed-gene-15.56-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.56&CDS=1-774	YNL168C
OG0003679	genemark-CABR0S37-processed-gene-15.15-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.15&CDS=1-1515	YNL169C
OG0003680	genemark-CABR0S37-processed-gene-15.33-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.33&CDS=1-5529	YNL172W
OG0003681	snap_masked-CABR0S37-processed-gene-15.57-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.57&CDS=1-762	YNL173C
OG0003682	snap_masked-CABR0S37-processed-gene-15.58-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.58&CDS=1-1158	YNL175C
OG0003683	augustus_masked-CABR0S37-processed-gene-15.106-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-15.106&CDS=1-930	YNL177C
OG0003684	snap_masked-CABR0S37-processed-gene-15.80-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.80&CDS=1-729	YNL178W
OG0003685	snap_masked-CABR0S37-processed-gene-15.60-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.60&CDS=1-1113	YNL180C
OG0003686	snap_masked-CABR0S37-processed-gene-15.81-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.81&CDS=1-1233	YNL181W
OG0003687	snap_masked-CABR0S37-processed-gene-15.61-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.61&CDS=1-1572	YNL182C
OG0003688	snap_masked-CABR0S37-processed-gene-15.62-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.62&CDS=1-2142	YNL183C
OG0003689	snap_masked-CABR0S37-processed-gene-15.63-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.63&CDS=1-447	YNL185C
OG0003690	snap_masked-CABR0S37-processed-gene-15.82-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.82&CDS=1-2328	YNL186W
OG0003691	genemark-CABR0S37-processed-gene-15.37-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.37&CDS=1-2106	YNL187W
OG0003692	snap_masked-CABR0S37-processed-gene-15.84-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.84&CDS=1-1629	YNL189W
OG0003693	snap_masked-CABR0S37-processed-gene-15.85-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.85&CDS=1-312	YNL190W
OG0003694	genemark-CABR0S37-processed-gene-15.40-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.40&CDS=1-1080	YNL191W
OG0003695	snap_masked-CABR0S37-processed-gene-15.86-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.86&CDS=1-3573	YNL192W
OG0003696	snap_masked-CABR0S37-processed-gene-15.87-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.87&CDS=1-1719	YNL193W
OG0003697	snap_masked-CABR0S37-processed-gene-15.66-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.66&CDS=1-1533	YNL195C
OG0003698	snap_masked-CABR0S37-processed-gene-15.68-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.68&CDS=1-1644	YNL199C
OG0003699	snap_masked-CABR0S37-processed-gene-15.69-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.69&CDS=1-735	YNL200C
OG0003700	snap_masked-CABR0S37-processed-gene-15.70-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.70&CDS=1-2532	YNL201C
OG0003701	genemark-CABR0S37-processed-gene-15.43-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.43&CDS=1-873	YNL202W
OG0003702	snap_masked-CABR0S37-processed-gene-15.72-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.72&CDS=1-180	YNL203C
OG0003703	genemark-CABR0S37-processed-gene-15.28-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.28&CDS=1-1341	YNL206C
OG0003704	genemark-CABR0S37-processed-gene-15.44-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.44&CDS=1-1293	YNL207W
OG0003705	snap_masked-CABR0S37-processed-gene-15.73-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.73&CDS=1-789	YDL049C
OG0003706	snap_masked-CABR0S37-processed-gene-16.101-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.101&CDS=1-831	YDL051W
OG0003707	snap_masked-CABR0S37-processed-gene-16.100-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.100&CDS=1-549	YGL231C
OG0003708	snap_masked-CABR0S37-processed-gene-16.102-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.102&CDS=1-798	YGL232W
OG0003709	snap_masked-CABR0S37-processed-gene-16.103-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.103&CDS=1-2643	YGL233W
OG0003710	snap_masked-CABR0S37-processed-gene-16.104-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.104&CDS=1-2373	YGL234W
OG0003711	snap_masked-CABR0S37-processed-gene-16.105-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.105&CDS=1-1977	YGL236C
OG0003712	genemark-CABR0S37-processed-gene-16.54-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.54&CDS=1-1185	YGL237C
OG0003713	snap_masked-CABR0S37-processed-gene-16.124-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.124&CDS=1-2880	YGL238W
OG0003714	genemark-CABR0S37-processed-gene-16.74-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.74&CDS=1-741	YGL240W
OG0003715	snap_masked-CABR0S37-processed-gene-16.126-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.126&CDS=1-3069	YGL241W
OG0003716	snap_masked-CABR0S37-processed-gene-16.106-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.106&CDS=1-534	YGL242C
OG0003717	snap_masked-CABR0S37-processed-gene-16.127-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.127&CDS=1-2796	YGL244W
OG0003718	snap_masked-CABR0S37-processed-gene-16.107-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.107&CDS=1-549	YLR193C
OG0003719	snap_masked-CABR0S37-processed-gene-16.108-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.108&CDS=1-789	YLR192C
OG0003720	snap_masked-CABR0S37-processed-gene-16.128-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.128&CDS=1-1887	YOR175C
OG0003721	augustus_masked-CABR0S37-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.10&CDS=1-1131	YOR176W
OG0003722	snap_masked-CABR0S37-processed-gene-16.109-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.109&CDS=1-1329	YGR110W
OG0003723	snap_masked-CABR0S37-processed-gene-16.110-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.110&CDS=1-1257	YGR111W
OG0003724	genemark-CABR0S37-processed-gene-16.61-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.61&CDS=1-1143	YGR112W
OG0003725	snap_masked-CABR0S37-processed-gene-16.112-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.112&CDS=1-921	YGR113W
OG0003726	snap_masked-CABR0S37-processed-gene-16.113-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.113&CDS=1-4332	YGR116W
OG0003727	snap_masked-CABR0S37-processed-gene-16.114-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.114&CDS=1-1011	YPR129W
OG0003728	augustus_masked-CABR0S37-processed-gene-16.31-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.31&CDS=1-1311	YGR117C
OG0003729	snap_masked-CABR0S37-processed-gene-16.131-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.131&CDS=1-2529	YGR119C
OG0003730	snap_masked-CABR0S37-processed-gene-16.133-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.133&CDS=1-2397	YMR049C
OG0003731	augustus_masked-CABR0S37-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.18&CDS=1-636	YMR052W
OG0003732	augustus_masked-CABR0S37-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.19&CDS=1-1545	YKL074C
OG0003733	augustus_masked-CABR0S37-processed-gene-16.20-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.20&CDS=1-1362	YKL075C
OG0003734	snap_masked-CABR0S37-processed-gene-16.135-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.135&CDS=1-1167	YKL077W
OG0003735	augustus_masked-CABR0S37-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.37&CDS=1-2064	YKL079W
OG0003736	snap_masked-CABR0S37-processed-gene-16.137-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.137&CDS=1-1170	YKL080W
OG0003737	snap_masked-CABR0S37-processed-gene-16.119-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.119&CDS=1-1791	YGR103W
OG0003738	snap_masked-CABR0S37-processed-gene-16.139-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.139&CDS=1-789	YGR104C
OG0003739	snap_masked-CABR0S37-processed-gene-16.120-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.120&CDS=1-243	YGR105W
OG0003740	augustus_masked-CABR0S37-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.41&CDS=1-726	YGR106C
