	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
OG0002762	augustus_masked-NC_027866.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-1.92&CDS=1-1497	YDR257C
OG0002763	augustus_masked-NC_027866.1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-1.116&CDS=1-3381	YGR233C
OG0002764	augustus_masked-NC_027866.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-1.118&CDS=1-1575	YOR025W
OG0002765	augustus_masked-NC_027866.1-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.116&CDS=1-1866	YPR156C
OG0002766	maker-NC_027866.1-augustus-gene-2.177-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-2.177&CDS=1-5991	YPL226W
OG0002767	augustus_masked-NC_027866.1-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.117&CDS=1-2352	YJL062W
OG0002768	augustus_masked-NC_027866.1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.115&CDS=1-393	YBR269C
OG0002769	maker-NC_027866.1-snap-gene-2.175-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-2.175&CDS=1-3423	YJL090C
OG0002770	maker-NC_027866.1-augustus-gene-2.178-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-2.178&CDS=1-4038	YML099C
OG0002771	augustus_masked-NC_027866.1-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.146&CDS=1-336	YML098W
OG0002772	augustus_masked-NC_027866.1-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.147&CDS=1-3441	YGL083W
OG0002773	augustus_masked-NC_027866.1-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.148&CDS=1-1944	YGL073W
OG0002774	augustus_masked-NC_027866.1-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.149&CDS=1-1248	YGR210C
OG0002775	augustus_masked-NC_027866.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.123&CDS=1-2340	YIL017C
OG0002776	augustus_masked-NC_027866.1-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.152&CDS=1-1956	YKL022C
OG0002777	augustus_masked-NC_027866.1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.125&CDS=1-1110	YIR034C
OG0002778	augustus_masked-NC_027866.1-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.153&CDS=1-1158	YKL021C
OG0002779	genemark-NC_027866.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-2.16&CDS=1-1524	YBR268W
OG0002780	maker-NC_027866.1-snap-gene-2.172-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-2.172&CDS=1-3333	YFL034W
OG0002781	augustus_masked-NC_027866.1-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.154&CDS=1-1767	YLR060W
OG0002782	augustus_masked-NC_027866.1-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.156&CDS=1-4170	YCR081W
OG0002783	augustus_masked-NC_027866.1-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.133&CDS=1-1080	YGR223C
OG0002784	augustus_masked-NC_027866.1-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.135&CDS=1-2901	YLR051C
OG0002785	augustus_masked-NC_027866.1-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.140&CDS=1-540	YJR014W
OG0002786	augustus_masked-NC_027866.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.141&CDS=1-3648	YPR140W
OG0002787	maker-NC_027866.1-augustus-gene-2.185-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-2.185&CDS=1-3621	YER065C
OG0002788	augustus_masked-NC_027866.1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.142&CDS=1-1284	YPR178W
OG0002789	augustus_masked-NC_027866.1-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.143&CDS=1-1962	YPR179C
OG0002790	augustus_masked-NC_027866.1-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.166&CDS=1-1200	YLR459W
OG0002791	augustus_masked-NC_027866.1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-2.144&CDS=1-1437	YOR216C
OG0002792	augustus_masked-NC_027866.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.38&CDS=1-861	YER053C
OG0002793	augustus_masked-NC_027866.1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.39&CDS=1-570	YOR215C
OG0002794	augustus_masked-NC_027866.1-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.41&CDS=1-783	YPR143W
OG0002795	augustus_masked-NC_027866.1-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.40&CDS=1-669	YEL009C
OG0002796	snap_masked-NC_027866.1-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-3.22&CDS=1-462	YMR019W
OG0002797	genemark-NC_027866.1-processed-gene-3.75-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-3.75&CDS=1-3162	YDR027C
OG0002798	snap_masked-NC_027866.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-3.6&CDS=1-1254	YLL007C
OG0002799	augustus_masked-NC_027866.1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.58&CDS=1-2241	YLL008W
OG0002800	augustus_masked-NC_027866.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.59&CDS=1-2346	YFL018C
OG0002801	augustus_masked-NC_027866.1-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.45&CDS=1-747	YGL098W
OG0002802	snap_masked-NC_027866.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-3.10&CDS=1-1077	YJR065C
OG0002803	augustus_masked-NC_027866.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.47&CDS=1-1032	YOR043W
OG0002804	augustus_masked-NC_027866.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.61&CDS=1-2400	YJR036C
OG0002805	augustus_masked-NC_027866.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.49&CDS=1-1179	YFR024C-A
OG0002806	augustus_masked-NC_027866.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.51&CDS=1-1074	YPL118W
OG0002807	augustus_masked-NC_027866.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.65&CDS=1-1134	YOR201C
OG0002808	augustus_masked-NC_027866.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.52&CDS=1-1560	YNL275W
OG0002809	augustus_masked-NC_027866.1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.53&CDS=1-1068	YCR044C
OG0002810	augustus_masked-NC_027866.1-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.54&CDS=1-453	YPR017C
OG0002811	augustus_masked-NC_027866.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.55&CDS=1-2685	YLL026W
OG0002812	augustus_masked-NC_027866.1-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.56&CDS=1-735	YPR016C
OG0002813	augustus_masked-NC_027866.1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.57&CDS=1-5580	YLR305C
OG0002814	augustus_masked-NC_027866.1-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-3.68&CDS=1-1332	YDR148C
OG0002815	augustus_masked-NC_027866.1-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.157&CDS=1-2358	YDR017C
OG0002816	augustus_masked-NC_027866.1-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.160&CDS=1-1821	YDR031W
OG0002817	augustus_masked-NC_027866.1-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.161&CDS=1-570	YDR013W
OG0002818	augustus_masked-NC_027866.1-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.162&CDS=1-1947	YKR024C
OG0002819	augustus_masked-NC_027866.1-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.163&CDS=1-546	YKR025W
OG0002820	snap_masked-NC_027866.1-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-4.131&CDS=1-1275	YGR244C
OG0002821	augustus_masked-NC_027866.1-processed-gene-4.191-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.191&CDS=1-969	YOR166C
OG0002822	augustus_masked-NC_027866.1-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.192&CDS=1-1860	YDL226C
OG0002823	augustus_masked-NC_027866.1-processed-gene-4.193-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.193&CDS=1-1227	YJL171C
OG0002824	augustus_masked-NC_027866.1-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.165&CDS=1-3108	YOR349W
OG0002825	augustus_masked-NC_027866.1-processed-gene-4.195-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.195&CDS=1-1314	YHR190W
OG0002826	snap_masked-NC_027866.1-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-4.138&CDS=1-429	YJR055W
OG0002827	genemark-NC_027866.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-4.70&CDS=1-270	YJL062W-A
OG0002828	augustus_masked-NC_027866.1-processed-gene-4.170-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.170&CDS=1-1653	YJL069C
OG0002829	augustus_masked-NC_027866.1-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.171&CDS=1-309	YMR286W
OG0002830	augustus_masked-NC_027866.1-processed-gene-4.172-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.172&CDS=1-1428	YNL137C
OG0002831	genemark-NC_027866.1-processed-gene-4.41-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-4.41&CDS=1-807	YNL063W
OG0002832	augustus_masked-NC_027866.1-processed-gene-4.200-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.200&CDS=1-1296	YNL062C
OG0002833	augustus_masked-NC_027866.1-processed-gene-4.174-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.174&CDS=1-1824	YNL061W
OG0002834	augustus_masked-NC_027866.1-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.201&CDS=1-2217	YNL059C
OG0002835	maker-NC_027866.1-snap-gene-4.9-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-4.9&CDS=1-1548	YNL138W
OG0002836	augustus_masked-NC_027866.1-processed-gene-4.202-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.202&CDS=1-420	YIL098C
OG0002837	augustus_masked-NC_027866.1-processed-gene-4.176-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.176&CDS=1-1503	YDR235W
OG0002838	augustus_masked-NC_027866.1-processed-gene-4.204-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.204&CDS=1-897	YDR237W
OG0002839	augustus_masked-NC_027866.1-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.177&CDS=1-2031	YDL207W
OG0002840	maker-NC_027866.1-snap-gene-4.14-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-4.14&CDS=1-5304	YDR238C
OG0002841	augustus_masked-NC_027866.1-processed-gene-4.178-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.178&CDS=1-441	YDL208W
OG0002842	augustus_masked-NC_027866.1-processed-gene-4.206-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.206&CDS=1-2037	YDR234W
OG0002843	maker-NC_027866.1-snap-gene-4.10-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-4.10&CDS=1-591	YOR294W
OG0002844	snap_masked-NC_027866.1-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-4.118&CDS=1-615	YMR233W
OG0002845	augustus_masked-NC_027866.1-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.181&CDS=1-975	YNL290W
OG0002846	genemark-NC_027866.1-processed-gene-4.84-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-4.84&CDS=1-1428	YHR183W
OG0002847	augustus_masked-NC_027866.1-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.185&CDS=1-864	YOL096C
OG0002848	augustus_masked-NC_027866.1-processed-gene-4.211-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-4.211&CDS=1-255	YER048W-A
OG0002849	maker-NC_027866.1-augustus-gene-5.5-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-5.5&CDS=1-1911	YIL110W
OG0002850	augustus_masked-NC_027866.1-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.96&CDS=1-1161	YNL051W
OG0002851	augustus_masked-NC_027866.1-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.100&CDS=1-495	YNL050C
OG0002852	augustus_masked-NC_027866.1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.97&CDS=1-384	YCR028C-A
OG0002853	augustus_masked-NC_027866.1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.102&CDS=1-1248	YKL178C
OG0002854	augustus_masked-NC_027866.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.103&CDS=1-1611	YJR075W
OG0002855	maker-NC_027866.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-5.0&CDS=1-1530	YJR017C
OG0002856	augustus_masked-NC_027866.1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.108&CDS=1-1302	YDR448W
OG0002857	augustus_masked-NC_027866.1-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.109&CDS=1-1224	YDR449C
OG0002858	augustus_masked-NC_027866.1-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.137&CDS=1-786	YML025C
OG0002859	augustus_masked-NC_027866.1-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.113&CDS=1-879	YOL001W
OG0002860	genemark-NC_027866.1-processed-gene-5.43-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-5.43&CDS=1-1551	YHR194W
OG0002861	augustus_masked-NC_027866.1-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.138&CDS=1-1053	YCR002C
OG0002862	augustus_masked-NC_027866.1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.117&CDS=1-504	YCR003W
OG0002863	augustus_masked-NC_027866.1-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.139&CDS=1-789	YNL003C
OG0002864	augustus_masked-NC_027866.1-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.119&CDS=1-1371	YCL017C
OG0002865	maker-NC_027866.1-augustus-gene-5.10-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-5.10&CDS=1-1890	YCL018W
OG0002866	augustus_masked-NC_027866.1-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.143&CDS=1-1806	YNL048W
OG0002867	augustus_masked-NC_027866.1-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.144&CDS=1-1866	YIL105C
OG0002868	augustus_masked-NC_027866.1-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.120&CDS=1-4497	YDR452W
OG0002869	augustus_masked-NC_027866.1-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.145&CDS=1-1872	YLR006C
OG0002870	augustus_masked-NC_027866.1-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.123&CDS=1-1374	YBR162C
OG0002871	snap_masked-NC_027866.1-processed-gene-5.218-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-5.218&CDS=1-2988	YDR286C
OG0002872	augustus_masked-NC_027866.1-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.125&CDS=1-4182	YHR164C
OG0002873	augustus_masked-NC_027866.1-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.152&CDS=1-912	YDR284C
OG0002874	augustus_masked-NC_027866.1-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.153&CDS=1-552	YBR047W
OG0002875	maker-NC_027866.1-augustus-gene-5.3-mRNA-1_1&gene=maker-NC_027866.1-augustus-gene-5.3&CDS=1-1485	YBR026C
OG0002876	augustus_masked-NC_027866.1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.127&CDS=1-1041	YKR071C
OG0002877	augustus_masked-NC_027866.1-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.128&CDS=1-2985	YIL125W
OG0002878	augustus_masked-NC_027866.1-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.156&CDS=1-630	YDR468C
OG0002879	augustus_masked-NC_027866.1-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-5.157&CDS=1-3858	YOR142W
OG0002880	augustus_masked-NC_027866.1-processed-gene-6.164-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.164&CDS=1-531	YDR305C
OG0002881	augustus_masked-NC_027866.1-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.190&CDS=1-2316	YLR207W
OG0002882	augustus_masked-NC_027866.1-processed-gene-6.193-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.193&CDS=1-798	YLR192C
OG0002883	maker-NC_027866.1-snap-gene-6.13-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-6.13&CDS=1-2256	YBR173C
OG0002884	augustus_masked-NC_027866.1-processed-gene-6.194-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.194&CDS=1-552	YBR171W
OG0002885	augustus_masked-NC_027866.1-processed-gene-6.195-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.195&CDS=1-4227	YLR222C
OG0002886	augustus_masked-NC_027866.1-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.196&CDS=1-2091	YDR223W
OG0002887	augustus_masked-NC_027866.1-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.172&CDS=1-1629	YDR117C
OG0002888	augustus_masked-NC_027866.1-processed-gene-6.197-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.197&CDS=1-780	YLL023C
OG0002889	augustus_masked-NC_027866.1-processed-gene-6.173-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.173&CDS=1-789	YOR004W
OG0002890	augustus_masked-NC_027866.1-processed-gene-6.199-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.199&CDS=1-543	YGL058W
OG0002891	augustus_masked-NC_027866.1-processed-gene-6.201-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.201&CDS=1-738	YGR195W
OG0002892	augustus_masked-NC_027866.1-processed-gene-6.179-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.179&CDS=1-945	YOR042W
OG0002893	augustus_masked-NC_027866.1-processed-gene-6.180-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.180&CDS=1-1941	YDR172W
OG0002894	maker-NC_027866.1-snap-gene-6.14-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-6.14&CDS=1-3075	YNL207W
OG0002895	augustus_masked-NC_027866.1-processed-gene-6.203-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.203&CDS=1-2520	YNL209W
OG0002896	snap_masked-NC_027866.1-processed-gene-6.144-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-6.144&CDS=1-1032	YOR091W
OG0002897	snap_masked-NC_027866.1-processed-gene-6.121-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-6.121&CDS=1-1692	YOR090C
OG0002898	augustus_masked-NC_027866.1-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.184&CDS=1-3288	YPR122W
OG0002899	genemark-NC_027866.1-processed-gene-6.81-mRNA-1_1&gene=genemark-NC_027866.1-processed-gene-6.81&CDS=1-1200	YNL092W
OG0002900	augustus_masked-NC_027866.1-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.207&CDS=1-1905	YOR087W
OG0002901	augustus_masked-NC_027866.1-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.185&CDS=1-1146	YNL206C
OG0002902	augustus_masked-NC_027866.1-processed-gene-6.208-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.208&CDS=1-4377	YMR023C
OG0002903	augustus_masked-NC_027866.1-processed-gene-6.187-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.187&CDS=1-3273	YPL040C
OG0002904	augustus_masked-NC_027866.1-processed-gene-6.211-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.211&CDS=1-1245	YEL002C
OG0002905	augustus_masked-NC_027866.1-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-6.189&CDS=1-894	YMR099C
OG0002906	snap_masked-NC_027866.1-processed-gene-7.6-mRNA-1_1&gene=snap_masked-NC_027866.1-processed-gene-7.6&CDS=1-1530	YIL001W
OG0002907	augustus_masked-NC_027866.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.74&CDS=1-729	YEL001C
OG0002908	augustus_masked-NC_027866.1-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.69&CDS=1-609	YIL007C
OG0002909	augustus_masked-NC_027866.1-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.75&CDS=1-291	YIL008W
OG0002910	augustus_masked-NC_027866.1-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.72&CDS=1-4215	YNL221C
OG0002911	augustus_masked-NC_027866.1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.73&CDS=1-2754	YGL167C
OG0002912	augustus_masked-NC_027866.1-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.99&CDS=1-2226	YJL033W
OG0002913	augustus_masked-NC_027866.1-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.100&CDS=1-3792	YJL095W
OG0002914	augustus_masked-NC_027866.1-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.101&CDS=1-438	YJL096W
OG0002915	augustus_masked-NC_027866.1-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.76&CDS=1-918	YBR251W
OG0002916	augustus_masked-NC_027866.1-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.104&CDS=1-696	YER010C
OG0002917	augustus_masked-NC_027866.1-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.78&CDS=1-504	YNR036C
OG0002918	augustus_masked-NC_027866.1-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NC_027866.1-processed-gene-7.106&CDS=1-4239	YOR209C
OG0002919	maker-NC_027866.1-snap-gene-7.127-mRNA-1_1&gene=maker-NC_027866.1-snap-gene-7.127&CDS=1-723	YOR210W
