	Saccharomyces_cerevisiae	Spathaspora_arborariae
OG0002719	YNL040W	genemark-KI547135.1-processed-gene-3.83-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-3.83&CDS=1-1335
OG0002720	YNL041C	augustus_masked-KI547136.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-7.9&CDS=1-2364
OG0002721	YNL042W	genemark-KI547137.1-processed-gene-6.99-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.99&CDS=1-1086
OG0002722	YNL044W	genemark-KI547135.1-processed-gene-12.192-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.192&CDS=1-525
OG0002723	YNL051W	genemark-KI547135.1-processed-gene-7.118-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.118&CDS=1-1164
OG0002724	YNL054W	genemark-KI547144.1-processed-gene-4.21-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.21&CDS=1-3282
OG0002725	YNL055C	genemark-KI547134.1-processed-gene-6.111-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.111&CDS=1-846
OG0002726	YNL056W	genemark-KI547150.1-processed-gene-2.13-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.13&CDS=1-597
OG0002727	YNL059C	genemark-KI547137.1-processed-gene-6.96-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.96&CDS=1-2286
OG0002728	YNL061W	genemark-KI547137.1-processed-gene-6.72-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.72&CDS=1-1785
OG0002729	YNL062C	genemark-KI547137.1-processed-gene-6.95-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.95&CDS=1-1338
OG0002730	YNL063W	genemark-KI547137.1-processed-gene-6.71-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.71&CDS=1-906
OG0002731	YNL071W	genemark-KI547149.1-processed-gene-0.107-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.107&CDS=1-1443
OG0002732	YNL072W	genemark-KI547149.1-processed-gene-0.106-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.106&CDS=1-1035
OG0002733	YNL073W	genemark-KI547141.1-processed-gene-0.16-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.16&CDS=1-1605
OG0002734	YNL075W	genemark-KI547148.1-processed-gene-1.69-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.69&CDS=1-855
OG0002735	YNL080C	genemark-KI547142.1-processed-gene-4.123-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.123&CDS=1-1023
OG0002736	YNL081C	augustus_masked-KI547142.1-processed-gene-4.241-mRNA-1_1&gene=augustus_masked-KI547142.1-processed-gene-4.241&CDS=1-366
OG0002737	YNL082W	genemark-KI547153.1-processed-gene-0.245-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.245&CDS=1-2547
OG0002738	YNL083W	genemark-KI547153.1-processed-gene-0.246-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.246&CDS=1-1662
OG0002739	YNL084C	genemark-KI547147.1-processed-gene-0.98-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-0.98&CDS=1-1137
OG0002740	YNL085W	snap_masked-KI547139.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-KI547139.1-processed-gene-3.33&CDS=1-2322
OG0002741	YNL088W	genemark-KI547144.1-processed-gene-1.70-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.70&CDS=1-4293
OG0002742	YNL090W	genemark-KI547155.1-processed-gene-0.248-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.248&CDS=1-564
OG0002743	YNL091W	snap_masked-KI547155.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-KI547155.1-processed-gene-0.64&CDS=1-3276
OG0002744	YNL092W	genemark-KI547142.1-processed-gene-4.141-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.141&CDS=1-1152
OG0002745	YNL094W	genemark-KI547147.1-processed-gene-2.46-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.46&CDS=1-1875
OG0002746	YNL097C	genemark-KI547150.1-processed-gene-1.123-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.123&CDS=1-1188
OG0002747	YNL099C	genemark-KI547150.1-processed-gene-1.121-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.121&CDS=1-582
OG0002748	YNL102W	genemark-KI547141.1-processed-gene-5.101-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.101&CDS=1-4272
OG0002749	YNL103W	genemark-KI547144.1-processed-gene-4.11-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.11&CDS=1-933
OG0002750	YNL107W	genemark-KI547149.1-processed-gene-0.121-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.121&CDS=1-663
OG0002751	YNL110C	genemark-KI547149.1-processed-gene-0.102-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.102&CDS=1-789
OG0002752	YNL111C	genemark-KI547149.1-processed-gene-0.103-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.103&CDS=1-390
OG0002753	YNL112W	genemark-KI547137.1-processed-gene-4.11-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.11&CDS=1-1662
OG0002754	YNL113W	genemark-KI547137.1-processed-gene-4.10-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.10&CDS=1-363
OG0002755	YNL115C	genemark-KI547138.1-processed-gene-0.21-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.21&CDS=1-1689
OG0002756	YNL118C	genemark-KI547142.1-processed-gene-4.129-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.129&CDS=1-1995
OG0002757	YNL119W	genemark-KI547137.1-processed-gene-4.30-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.30&CDS=1-1374
OG0002758	YNL122C	augustus_masked-KI547134.1-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-11.130&CDS=1-264
OG0002759	YNL123W	genemark-KI547134.1-processed-gene-11.69-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.69&CDS=1-2961
OG0002760	YNL124W	augustus_masked-KI547137.1-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-6.12&CDS=1-1569
OG0002761	YNL126W	genemark-KI547137.1-processed-gene-2.14-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.14&CDS=1-2358
OG0002762	YNL127W	augustus_masked-KI547151.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-KI547151.1-processed-gene-1.7&CDS=1-2853
OG0002763	YNL128W	genemark-KI547151.1-processed-gene-0.77-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.77&CDS=1-1032
OG0002764	YNL129W	genemark-KI547137.1-processed-gene-6.75-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.75&CDS=1-720
OG0002765	YNL131W	genemark-KI547151.1-processed-gene-1.137-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.137&CDS=1-432
OG0002766	YNL132W	genemark-KI547137.1-processed-gene-6.100-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.100&CDS=1-3159
OG0002767	YNL137C	augustus_masked-KI547137.1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-6.13&CDS=1-1386
OG0002768	YNL138W	genemark-KI547137.1-processed-gene-6.73-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.73&CDS=1-1554
OG0002769	YNL139C	genemark-KI547136.1-processed-gene-6.57-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.57&CDS=1-4947
OG0002770	YNL142W	genemark-KI547145.1-processed-gene-3.101-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.101&CDS=1-1494
OG0002771	YNL147W	genemark-KI547143.1-processed-gene-4.40-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.40&CDS=1-432
OG0002772	YNL148C	genemark-KI547137.1-processed-gene-3.80-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.80&CDS=1-765
OG0002773	YNL149C	genemark-KI547137.1-processed-gene-3.79-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.79&CDS=1-375
OG0002774	YNL151C	genemark-KI547137.1-processed-gene-3.61-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.61&CDS=1-702
OG0002775	YNL152W	genemark-KI547137.1-processed-gene-3.77-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.77&CDS=1-1542
OG0002776	YNL153C	genemark-KI547144.1-processed-gene-2.54-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.54&CDS=1-390
OG0002777	YNL155W	genemark-KI547134.1-processed-gene-6.136-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.136&CDS=1-834
OG0002778	YNL161W	genemark-KI547135.1-processed-gene-11.65-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.65&CDS=1-2142
OG0002779	YNL163C	augustus_masked-KI547134.1-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-2.52&CDS=1-3075
OG0002780	YNL164C	genemark-KI547134.1-processed-gene-2.110-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.110&CDS=1-1344
OG0002781	YNL166C	genemark-KI547140.1-processed-gene-2.81-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.81&CDS=1-756
OG0002782	YNL167C	genemark-KI547134.1-processed-gene-10.44-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-10.44&CDS=1-1689
OG0002783	YNL168C	genemark-KI547135.1-processed-gene-1.81-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.81&CDS=1-693
OG0002784	YNL169C	genemark-KI547134.1-processed-gene-10.38-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-10.38&CDS=1-1809
OG0002785	YNL175C	genemark-KI547140.1-processed-gene-1.77-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.77&CDS=1-1119
OG0002786	YNL177C	maker-KI547139.1-snap-gene-3.2-mRNA-1_1&gene=maker-KI547139.1-snap-gene-3.2&CDS=1-957
OG0002787	YNL178W	genemark-KI547137.1-processed-gene-7.195-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.195&CDS=1-735
OG0002788	YNL181W	genemark-KI547145.1-processed-gene-0.15-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.15&CDS=1-1335
OG0002789	YNL182C	genemark-KI547145.1-processed-gene-0.33-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.33&CDS=1-1356
OG0002790	YNL183C	genemark-KI547145.1-processed-gene-0.16-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.16&CDS=1-2574
OG0002791	YNL185C	genemark-KI547145.1-processed-gene-0.34-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.34&CDS=1-429
OG0002792	YNL186W	genemark-KI547139.1-processed-gene-3.99-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.99&CDS=1-2133
OG0002793	YNL189W	genemark-KI547143.1-processed-gene-0.106-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-0.106&CDS=1-1635
OG0002794	YNL191W	augustus_masked-KI547149.1-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-KI547149.1-processed-gene-2.250&CDS=1-1068
OG0002795	YNL193W	genemark-KI547138.1-processed-gene-3.140-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-3.140&CDS=1-1590
OG0002796	YNL200C	genemark-KI547134.1-processed-gene-9.111-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.111&CDS=1-735
OG0002797	YNL201C	genemark-KI547134.1-processed-gene-9.108-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.108&CDS=1-2535
OG0002798	YNL206C	genemark-KI547138.1-processed-gene-0.24-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.24&CDS=1-1344
OG0002799	YNL207W	genemark-KI547142.1-processed-gene-4.130-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.130&CDS=1-1251
OG0002800	YNL211C	genemark-KI547138.1-processed-gene-0.27-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.27&CDS=1-243
OG0002801	YNL212W	genemark-KI547138.1-processed-gene-0.5-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.5&CDS=1-2361
OG0002802	YNL213C	augustus_masked-KI547153.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-KI547153.1-processed-gene-0.13&CDS=1-1377
OG0002803	YNL216W	genemark-KI547150.1-processed-gene-1.119-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.119&CDS=1-1692
OG0002804	YNL217W	genemark-KI547149.1-processed-gene-2.160-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.160&CDS=1-1083
OG0002805	YNL218W	maker-KI547134.1-augustus-gene-7.140-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-7.140&CDS=1-3720
OG0002806	YNL219C	genemark-KI547135.1-processed-gene-10.86-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.86&CDS=1-1668
OG0002807	YNL220W	genemark-KI547135.1-processed-gene-8.7-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-8.7&CDS=1-1284
OG0002808	YNL222W	augustus_masked-KI547137.1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.158&CDS=1-2841
OG0002809	YNL223W	genemark-KI547137.1-processed-gene-4.46-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.46&CDS=1-1224
OG0002810	YNL224C	genemark-KI547137.1-processed-gene-4.24-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.24&CDS=1-1908
OG0002811	YNL227C	augustus_masked-KI547137.1-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.160&CDS=1-1620
OG0002812	YNL229C	genemark-KI547136.1-processed-gene-0.75-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-0.75&CDS=1-936
OG0002813	YNL230C	genemark-KI547134.1-processed-gene-6.137-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.137&CDS=1-918
OG0002814	YNL231C	genemark-KI547134.1-processed-gene-6.118-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.118&CDS=1-1134
OG0002815	YNL232W	genemark-KI547134.1-processed-gene-6.138-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.138&CDS=1-876
OG0002816	YNL233W	maker-KI547134.1-augustus-gene-6.171-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-6.171&CDS=1-3381
OG0002817	YNL237W	genemark-KI547135.1-processed-gene-7.127-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.127&CDS=1-1299
OG0002818	YNL238W	genemark-KI547135.1-processed-gene-7.114-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.114&CDS=1-2541
OG0002819	YNL239W	snap_masked-KI547156.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-KI547156.1-processed-gene-0.86&CDS=1-1419
OG0002820	YNL240C	genemark-KI547135.1-processed-gene-7.126-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.126&CDS=1-1467
OG0002821	YNL241C	genemark-KI547135.1-processed-gene-7.115-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.115&CDS=1-1497
OG0002822	YNL242W	genemark-KI547136.1-processed-gene-6.93-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.93&CDS=1-5286
OG0002823	YNL243W	maker-KI547149.1-snap-gene-0.40-mRNA-1_1&gene=maker-KI547149.1-snap-gene-0.40&CDS=1-4764
OG0002824	YNL244C	genemark-KI547143.1-processed-gene-4.60-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.60&CDS=1-327
OG0002825	YNL245C	augustus_masked-KI547143.1-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-4.115&CDS=1-855
OG0002826	YNL246W	genemark-KI547148.1-processed-gene-3.64-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.64&CDS=1-801
OG0002827	YNL247W	genemark-KI547135.1-processed-gene-5.41-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-5.41&CDS=1-2286
OG0002828	YNL248C	genemark-AYLH01000370.1-processed-gene-0.20-mRNA-1_1&gene=genemark-AYLH01000370.1-processed-gene-0.20&CDS=1-1227
OG0002829	YNL250W	genemark-KI547141.1-processed-gene-1.49-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-1.49&CDS=1-3921
OG0002830	YNL251C	genemark-KI547143.1-processed-gene-1.56-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.56&CDS=1-2049
OG0002831	YNL252C	genemark-KI547143.1-processed-gene-1.76-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.76&CDS=1-834
OG0002832	YNL256W	augustus_masked-KI547143.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-1.17&CDS=1-3417
OG0002833	YNL259C	augustus_masked-KI547148.1-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-KI547148.1-processed-gene-3.133&CDS=1-222
OG0002834	YNL260C	genemark-KI547148.1-processed-gene-3.76-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.76&CDS=1-456
OG0002835	YNL261W	genemark-KI547148.1-processed-gene-3.75-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.75&CDS=1-1473
OG0002836	YNL262W	genemark-KI547148.1-processed-gene-3.74-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.74&CDS=1-7638
OG0002837	YNL265C	snap_masked-KI547147.1-processed-gene-3.80-mRNA-1_1&gene=snap_masked-KI547147.1-processed-gene-3.80&CDS=1-708
OG0002838	YNL272C	augustus_masked-KI547135.1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-5.24&CDS=1-1938
OG0002839	YNL273W	genemark-KI547143.1-processed-gene-3.96-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-3.96&CDS=1-3315
OG0002840	YNL274C	genemark-KI547153.1-processed-gene-0.211-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.211&CDS=1-1020
OG0002841	YNL275W	genemark-KI547139.1-processed-gene-2.54-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.54&CDS=1-1671
OG0002842	YNL277W	augustus_masked-KI547137.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-2.83&CDS=1-1455
OG0002843	YNL279W	genemark-KI547134.1-processed-gene-3.78-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-3.78&CDS=1-1902
OG0002844	YNL280C	augustus_masked-KI547150.1-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-KI547150.1-processed-gene-2.133&CDS=1-1323
OG0002845	YNL282W	genemark-KI547142.1-processed-gene-0.69-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.69&CDS=1-753
OG0002846	YNL284C	augustus_masked-KI547136.1-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-6.31&CDS=1-837
OG0002847	YNL286W	genemark-KI547138.1-processed-gene-6.53-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.53&CDS=1-846
OG0002848	YNL287W	genemark-KI547134.1-processed-gene-4.47-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.47&CDS=1-2811
OG0002849	YNL288W	genemark-KI547149.1-processed-gene-0.91-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.91&CDS=1-936
OG0002850	YNL289W	genemark-KI547143.1-processed-gene-3.107-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-3.107&CDS=1-873
OG0002851	YNL290W	augustus_masked-KI547143.1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-4.87&CDS=1-4545
OG0002852	YNL292W	augustus_masked-KI547143.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-1.26&CDS=1-1761
OG0002853	YNL293W	augustus_masked-KI547143.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-1.33&CDS=1-1791
OG0002854	YNL294C	genemark-KI547143.1-processed-gene-1.59-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.59&CDS=1-1605
OG0002855	YNL305C	genemark-KI547148.1-processed-gene-1.57-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.57&CDS=1-774
OG0002856	YNL307C	genemark-KI547138.1-processed-gene-3.125-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-3.125&CDS=1-1143
OG0002857	YNL308C	genemark-KI547147.1-processed-gene-0.102-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-0.102&CDS=1-1665
OG0002858	YNL310C	genemark-KI547151.1-processed-gene-1.159-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.159&CDS=1-453
OG0002859	YNL311C	genemark-KI547145.1-processed-gene-3.121-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.121&CDS=1-1329
OG0002860	YNL312W	genemark-KI547153.1-processed-gene-0.231-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.231&CDS=1-744
OG0002861	YNL313C	augustus_masked-KI547150.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-KI547150.1-processed-gene-0.28&CDS=1-2754
OG0002862	YNL315C	genemark-KI547151.1-processed-gene-1.160-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.160&CDS=1-807
OG0002863	YNL316C	maker-KI547147.1-augustus-gene-0.42-mRNA-1_1&gene=maker-KI547147.1-augustus-gene-0.42&CDS=1-870
OG0002864	YNL317W	genemark-KI547134.1-processed-gene-0.117-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.117&CDS=1-1596
OG0002865	YNL320W	genemark-KI547142.1-processed-gene-0.62-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.62&CDS=1-969
OG0002866	YNL321W	maker-KI547142.1-augustus-gene-0.4-mRNA-1_1&gene=maker-KI547142.1-augustus-gene-0.4&CDS=1-4167
OG0002867	YNL325C	genemark-KI547160.1-processed-gene-0.54-mRNA-1_1&gene=genemark-KI547160.1-processed-gene-0.54&CDS=1-2556
OG0002868	YNL328C	genemark-KI547136.1-processed-gene-3.56-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.56&CDS=1-429
OG0002869	YNL329C	genemark-KI547136.1-processed-gene-3.50-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.50&CDS=1-3246
OG0002870	YNL330C	genemark-KI547140.1-processed-gene-1.87-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.87&CDS=1-1434
OG0002871	YNR001C	genemark-KI547137.1-processed-gene-5.7-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-5.7&CDS=1-1392
OG0002872	YNR003C	augustus_masked-KI547138.1-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-KI547138.1-processed-gene-5.96&CDS=1-1530
OG0002873	YNR006W	genemark-KI547134.1-processed-gene-11.78-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.78&CDS=1-2295
OG0002874	YNR007C	genemark-KI547134.1-processed-gene-11.61-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.61&CDS=1-969
OG0002875	YNR008W	augustus_masked-KI547134.1-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-11.103&CDS=1-3165
OG0002876	YNR012W	genemark-KI547141.1-processed-gene-5.104-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.104&CDS=1-1485
OG0002877	YNR015W	genemark-KI547150.1-processed-gene-2.12-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.12&CDS=1-1185
OG0002878	YNR016C	genemark-KI547152.1-processed-gene-0.54-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-0.54&CDS=1-6666
OG0002879	YNR017W	genemark-KI547150.1-processed-gene-2.16-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.16&CDS=1-657
OG0002880	YNR020C	genemark-KI547153.1-processed-gene-0.266-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.266&CDS=1-714
OG0002881	YNR021W	maker-KI547153.1-augustus-gene-0.285-mRNA-1_1&gene=maker-KI547153.1-augustus-gene-0.285&CDS=1-1113
OG0002882	YNR022C	genemark-KI547153.1-processed-gene-0.268-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.268&CDS=1-693
OG0002883	YNR023W	genemark-KI547153.1-processed-gene-0.230-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.230&CDS=1-1401
OG0002884	YNR029C	maker-KI547149.1-augustus-gene-2.262-mRNA-1_1&gene=maker-KI547149.1-augustus-gene-2.262&CDS=1-2493
OG0002885	YNR030W	genemark-KI547149.1-processed-gene-2.141-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.141&CDS=1-1575
OG0002886	YNR032C-A	augustus_masked-KI547144.1-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-KI547144.1-processed-gene-3.20&CDS=1-219
OG0002887	YNR033W	genemark-KI547144.1-processed-gene-3.53-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-3.53&CDS=1-2265
OG0002888	YNR035C	genemark-KI547134.1-processed-gene-0.81-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.81&CDS=1-987
OG0002889	YNR036C	genemark-KI547134.1-processed-gene-0.103-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.103&CDS=1-531
OG0002890	YNR037C	augustus_masked-KI547142.1-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-KI547142.1-processed-gene-4.192&CDS=1-270
OG0002891	YNR038W	genemark-KI547142.1-processed-gene-4.107-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.107&CDS=1-1866
