	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
OG0003417	YPL084W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.43&CDS=1-2697
OG0003418	YPL085W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.151&CDS=1-6399
OG0003419	YPL086C	maker-NODE_25_length_131612_cov_63.9975_ID_31610-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_25_length_131612_cov_63.9975_ID_31610-augustus-gene-0.77&CDS=1-3099
OG0003420	YPL088W	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.68&CDS=1-1026
OG0003421	YPL092W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.233-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.233&CDS=1-1089
OG0003422	YPL093W	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.81&CDS=1-1911
OG0003423	YPL094C	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.63&CDS=1-837
OG0003424	YPL096W	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.61&CDS=1-969
OG0003425	YPL097W	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.62&CDS=1-1398
OG0003426	YPL098C	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.54&CDS=1-315
OG0003427	YPL101W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.234&CDS=1-1230
OG0003428	YPL103C	maker-NODE_11_length_189733_cov_60.009_ID_29483-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_11_length_189733_cov_60.009_ID_29483-augustus-gene-0.120&CDS=1-1554
OG0003429	YPL104W	snap_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.104&CDS=1-1866
OG0003430	YPL107W	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.112&CDS=1-771
OG0003431	YPL109C	genemark-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.260-mRNA-1_1&gene=genemark-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.260&CDS=1-1818
OG0003432	YPL110C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.208&CDS=1-2841
OG0003433	YPL111W	maker-NODE_15_length_174577_cov_59.4548_ID_42465-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_15_length_174577_cov_59.4548_ID_42465-augustus-gene-0.7&CDS=1-957
OG0003434	YPL112C	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.184&CDS=1-1146
OG0003435	YPL115C	augustus_masked-NODE_55_length_65494_cov_62.8636_ID_12480-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_55_length_65494_cov_62.8636_ID_12480-processed-gene-0.48&CDS=1-2730
OG0003436	YPL116W	maker-NODE_55_length_65494_cov_62.8636_ID_12480-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_55_length_65494_cov_62.8636_ID_12480-snap-gene-0.43&CDS=1-2427
OG0003437	YPL118W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.84&CDS=1-951
OG0003438	YPL120W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.186&CDS=1-1287
OG0003439	YPL121C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.198&CDS=1-855
OG0003440	YPL122C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.197&CDS=1-1443
OG0003441	YPL125W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.218-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.218&CDS=1-2988
OG0003442	YPL126W	augustus_masked-NODE_134_length_8650_cov_78.7566_ID_16755-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_134_length_8650_cov_78.7566_ID_16755-processed-gene-0.11&CDS=1-2322
OG0003443	YPL127C	maker-NODE_31_length_112490_cov_60.3703_ID_27943-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_31_length_112490_cov_60.3703_ID_27943-augustus-gene-0.2&CDS=1-615
OG0003444	YPL128C	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.222&CDS=1-1800
OG0003445	YPL129W	augustus_masked-NODE_79_length_42246_cov_71.9769_ID_12056-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_79_length_42246_cov_71.9769_ID_12056-processed-gene-0.55&CDS=1-738
OG0003446	YPL131W	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.59&CDS=1-891
OG0003447	YPL132W	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.58&CDS=1-822
OG0003448	YPL133C	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.57&CDS=1-2049
OG0003449	YPL134C	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.85&CDS=1-894
OG0003450	YPL138C	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.169&CDS=1-948
OG0003451	YPL141C	augustus_masked-NODE_81_length_40705_cov_83.2249_ID_39022-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_81_length_40705_cov_83.2249_ID_39022-processed-gene-0.10&CDS=1-2352
OG0003452	YPL146C	augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.62&CDS=1-1224
OG0003453	YPL147W	augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.52&CDS=1-4680
OG0003454	YPL149W	maker-NODE_96_length_28391_cov_69.85_ID_13561-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_96_length_28391_cov_69.85_ID_13561-augustus-gene-0.70&CDS=1-681
OG0003455	YPL150W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.52&CDS=1-1923
OG0003456	YPL151C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.66&CDS=1-1278
OG0003457	YPL152W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.11&CDS=1-1080
OG0003458	YPL153C	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.147&CDS=1-2214
OG0003459	YPL154C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.62&CDS=1-1206
OG0003460	YPL155C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.63&CDS=1-1941
OG0003461	YPL157W	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.83&CDS=1-1083
OG0003462	YPL159C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.65&CDS=1-627
OG0003463	YPL161C	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.96&CDS=1-1671
OG0003464	YPL162C	augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.5&CDS=1-675
OG0003465	YPL164C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.31&CDS=1-2031
OG0003466	YPL165C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.33&CDS=1-1056
OG0003467	YPL167C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.34&CDS=1-4146
OG0003468	YPL169C	augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_107_length_22025_cov_66.7039_ID_21149-processed-gene-0.2&CDS=1-1695
OG0003469	YPL170W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.3&CDS=1-411
OG0003470	YPL172C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.17&CDS=1-1191
OG0003471	YPL173W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.27&CDS=1-879
OG0003472	YPL175W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.51&CDS=1-1329
OG0003473	YPL178W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.208&CDS=1-636
OG0003474	YPL180W	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.47&CDS=1-1353
OG0003475	YPL181W	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.21&CDS=1-1032
OG0003476	YPL183C	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.31&CDS=1-2934
OG0003477	YPL183W-A	augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_46_length_83228_cov_61.7361_ID_9326-processed-gene-0.8&CDS=1-240
OG0003478	YPL184C	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.181&CDS=1-1542
OG0003479	YPL188W	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.178&CDS=1-1221
OG0003480	YPL189C-A	genemark-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.13&CDS=1-195
OG0003481	YPL190C	augustus_masked-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.24&CDS=1-2067
OG0003482	YPL195W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.159&CDS=1-2643
OG0003483	YPL196W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.160&CDS=1-654
OG0003484	YPL199C	maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.304-mRNA-1_1&gene=maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.304&CDS=1-774
OG0003485	YPL204W	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.14&CDS=1-1530
OG0003486	YPL206C	snap_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.188&CDS=1-954
OG0003487	YPL209C	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.63&CDS=1-1047
OG0003488	YPL210C	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.62&CDS=1-1785
OG0003489	YPL211W	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.61&CDS=1-543
OG0003490	YPL212C	maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.172-mRNA-1_1&gene=maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.172&CDS=1-1605
OG0003491	YPL213W	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.60&CDS=1-672
OG0003492	YPL215W	maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.171-mRNA-1_1&gene=maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.171&CDS=1-3855
OG0003493	YPL217C	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.26&CDS=1-3477
OG0003494	YPL218W	maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.178-mRNA-1_1&gene=maker-NODE_14_length_174934_cov_63.5332_ID_33623-augustus-gene-0.178&CDS=1-564
OG0003495	YPL222W	snap_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.242-mRNA-1_1&gene=snap_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.242&CDS=1-1809
OG0003496	YPL225W	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.53&CDS=1-438
OG0003497	YPL226W	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.140&CDS=1-3381
OG0003498	YPL227C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.43&CDS=1-954
OG0003499	YPL228W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.20&CDS=1-1365
OG0003500	YPL231W	augustus_masked-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_106_length_22568_cov_65.9212_ID_14572-processed-gene-0.29&CDS=1-5613
OG0003501	YPL232W	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.94&CDS=1-864
OG0003502	YPL233W	augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.83&CDS=1-645
OG0003503	YPL234C	maker-NODE_33_length_103591_cov_66.4129_ID_8840-augustus-gene-0.129-mRNA-1_1&gene=maker-NODE_33_length_103591_cov_66.4129_ID_8840-augustus-gene-0.129&CDS=1-480
OG0003504	YPL235W	augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.82&CDS=1-1407
OG0003505	YPL236C	augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.113&CDS=1-1014
OG0003506	YPL237W	maker-NODE_33_length_103591_cov_66.4129_ID_8840-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_33_length_103591_cov_66.4129_ID_8840-augustus-gene-0.120&CDS=1-1428
OG0003507	YPL242C	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.205&CDS=1-4485
OG0003508	YPL243W	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.243&CDS=1-1551
OG0003509	YPL244C	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.199&CDS=1-933
OG0003510	YPL246C	maker-NODE_33_length_103591_cov_66.4129_ID_8840-augustus-gene-0.122-mRNA-1_1&gene=maker-NODE_33_length_103591_cov_66.4129_ID_8840-augustus-gene-0.122&CDS=1-816
OG0003511	YPL247C	maker-NODE_45_length_83476_cov_65.9512_ID_30017-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_45_length_83476_cov_65.9512_ID_30017-augustus-gene-0.4&CDS=1-1182
OG0003512	YPL248C	augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.29&CDS=1-2340
OG0003513	YPL249C	augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.27&CDS=1-2622
OG0003514	YPL252C	augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.53&CDS=1-504
OG0003515	YPL254W	augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.64&CDS=1-1104
OG0003516	YPL260W	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.4&CDS=1-1398
OG0003517	YPL262W	augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.89&CDS=1-1395
OG0003518	YPL263C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.60&CDS=1-1902
OG0003519	YPL265W	augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.142&CDS=1-1704
OG0003520	YPL266W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.43&CDS=1-975
OG0003521	YPL268W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.53&CDS=1-2466
OG0003522	YPL269W	maker-NODE_2_length_314945_cov_63.3908_ID_37428-snap-gene-0.125-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-snap-gene-0.125&CDS=1-2439
OG0003523	YPL271W	maker-NODE_2_length_314945_cov_63.3908_ID_37428-snap-gene-0.122-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-snap-gene-0.122&CDS=1-186
OG0003524	YPR001W	augustus_masked-NODE_99_length_27553_cov_124.585_ID_13715-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_99_length_27553_cov_124.585_ID_13715-processed-gene-0.0&CDS=1-1350
