	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
OG0002617	YMR234W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.126-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.126&CDS=1-846
OG0002618	YMR235C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.78&CDS=1-1242
OG0002619	YMR236W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.44&CDS=1-480
OG0002620	YMR239C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.4-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.4&CDS=1-1521
OG0002621	YMR240C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.118&CDS=1-1437
OG0002622	YMR241W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.94-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.94&CDS=1-903
OG0002623	YMR243C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.15&CDS=1-1128
OG0002624	YMR244C-A	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.108&CDS=1-315
OG0002625	YMR244W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.132-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.132&CDS=1-852
OG0002626	YMR247C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.28&CDS=1-4767
OG0002627	YMR250W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.7&CDS=1-1701
OG0002628	YMR256C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.13&CDS=1-180
OG0002629	YMR258C	augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.67&CDS=1-1863
OG0002630	YMR259C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.104&CDS=1-4179
OG0002631	YMR260C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.162-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.162&CDS=1-456
OG0002632	YMR262W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.138&CDS=1-858
OG0002633	YMR263W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.109&CDS=1-459
OG0002634	YMR264W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.130&CDS=1-570
OG0002635	YMR268C	maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-1.148-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-augustus-gene-1.148&CDS=1-2490
OG0002636	YMR269W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.74&CDS=1-816
OG0002637	YMR272C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.71&CDS=1-1134
OG0002638	YMR274C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.69&CDS=1-783
OG0002639	YMR276W	genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.5&CDS=1-981
OG0002640	YMR277W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.54&CDS=1-2229
OG0002641	YMR278W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.101&CDS=1-3228
OG0002642	YMR280C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.102-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.102&CDS=1-3072
OG0002643	YMR281W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.104-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.104&CDS=1-915
OG0002644	YMR284W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.81&CDS=1-2112
OG0002645	YMR285C	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.61&CDS=1-1479
OG0002646	YMR287C	maker-NODE_13_length_262532_cov_91.7354_ID_25-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_13_length_262532_cov_91.7354_ID_25-augustus-gene-0.40&CDS=1-3285
OG0002647	YMR288W	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.113&CDS=1-3108
OG0002648	YMR289W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.80&CDS=1-852
OG0002649	YMR290C	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.126&CDS=1-1704
OG0002650	YMR292W	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-0.106&CDS=1-432
OG0002651	YMR293C	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.115&CDS=1-1350
OG0002652	YMR295C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.169-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.169&CDS=1-582
OG0002653	YMR296C	maker-NODE_4_length_977342_cov_52.321_ID_7-augustus-gene-5.158-mRNA-1_1&gene=maker-NODE_4_length_977342_cov_52.321_ID_7-augustus-gene-5.158&CDS=1-3765
OG0002654	YMR300C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.44-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-8.44&CDS=1-1605
OG0002655	YMR302C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.139&CDS=1-2607
OG0002656	YMR304W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.131&CDS=1-3912
OG0002657	YMR305C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-5.20&CDS=1-1047
OG0002658	YMR308C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.38-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.38&CDS=1-3267
OG0002659	YMR309C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.54&CDS=1-2490
OG0002660	YMR310C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-2.65&CDS=1-1113
OG0002661	YMR311C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.55&CDS=1-585
OG0002662	YMR312W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.66&CDS=1-810
OG0002663	YMR313C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.29&CDS=1-1839
OG0002664	YMR314W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.122&CDS=1-831
OG0002665	YMR315W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.8&CDS=1-1035
OG0002666	YNL001W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.143-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.143&CDS=1-1134
OG0002667	YNL002C	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.12&CDS=1-792
OG0002668	YNL003C	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.11&CDS=1-1824
OG0002669	YNL005C	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-2.48&CDS=1-1098
OG0002670	YNL006W	maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-3.165-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-3.165&CDS=1-2022
OG0002671	YNL010W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.68&CDS=1-720
OG0002672	YNL011C	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.27&CDS=1-1377
OG0002673	YNL014W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.57&CDS=1-3153
OG0002674	YNL021W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.79&CDS=1-2271
OG0002675	YNL022C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.80&CDS=1-1359
OG0002676	YNL023C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.34&CDS=1-1464
OG0002677	YNL024C-A	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.80&CDS=1-222
OG0002678	YNL025C	maker-NODE_11_length_428817_cov_65.7073_ID_21-augustus-gene-1.150-mRNA-1_1&gene=maker-NODE_11_length_428817_cov_65.7073_ID_21-augustus-gene-1.150&CDS=1-2526
OG0002679	YNL026W	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.88&CDS=1-2982
OG0002680	YNL027W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.129&CDS=1-903
OG0002681	YNL032W	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.102&CDS=1-822
OG0002682	YNL035C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.78&CDS=1-1200
OG0002683	YNL036W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.59&CDS=1-867
OG0002684	YNL037C	genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.130-mRNA-1_1&gene=genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.130&CDS=1-1083
OG0002685	YNL038W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.98&CDS=1-633
OG0002686	YNL039W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.99&CDS=1-1788
OG0002687	YNL040W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.26&CDS=1-1344
OG0002688	YNL041C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.56&CDS=1-2214
OG0002689	YNL045W	genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-7.39-mRNA-1_1&gene=genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-7.39&CDS=1-2355
OG0002690	YNL048W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.202-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.202&CDS=1-1794
OG0002691	YNL049C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.13-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.13&CDS=1-2766
OG0002692	YNL050C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.29-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.29&CDS=1-669
OG0002693	YNL051W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.28-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.28&CDS=1-1149
OG0002694	YNL054W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.68&CDS=1-2649
OG0002695	YNL055C	snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.85&CDS=1-846
OG0002696	YNL056W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.111-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.111&CDS=1-714
OG0002697	YNL059C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.65&CDS=1-2316
OG0002698	YNL061W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.81-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.81&CDS=1-1791
OG0002699	YNL062C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.153-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.153&CDS=1-1395
OG0002700	YNL071W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.15-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.15&CDS=1-1377
OG0002701	YNL072W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.14&CDS=1-1017
OG0002702	YNL080C	genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.20-mRNA-1_1&gene=genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.20&CDS=1-1002
OG0002703	YNL081C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.73&CDS=1-363
OG0002704	YNL082W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.43&CDS=1-2634
OG0002705	YNL083W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.44&CDS=1-1584
OG0002706	YNL084C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.59&CDS=1-1095
OG0002707	YNL085W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.62&CDS=1-2400
OG0002708	YNL088W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-1.120&CDS=1-4281
OG0002709	YNL090W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.93&CDS=1-555
OG0002710	YNL091W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-4.145&CDS=1-3420
OG0002711	YNL092W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.40&CDS=1-1179
OG0002712	YNL094W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.20&CDS=1-1992
OG0002713	YNL097C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.67&CDS=1-906
OG0002714	YNL099C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.69&CDS=1-579
OG0002715	YNL102W	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-0.71&CDS=1-4194
OG0002716	YNL103W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.150&CDS=1-1047
OG0002717	YNL107W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.37&CDS=1-657
OG0002718	YNL110C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.18-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.18&CDS=1-648
OG0002719	YNL111C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.19-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.19&CDS=1-375
OG0002720	YNL113W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.162-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.162&CDS=1-375
OG0002721	YNL115C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.25&CDS=1-1647
OG0002722	YNL118C	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-1.14&CDS=1-2280
OG0002723	YNL119W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.90&CDS=1-1260
OG0002724	YNL123W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.161-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.161&CDS=1-2937
OG0002725	YNL124W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.159-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.159&CDS=1-1902
OG0002726	YNL125C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.176-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.176&CDS=1-1713
OG0002727	YNL126W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.143-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.143&CDS=1-2517
OG0002728	YNL127W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.98&CDS=1-2547
OG0002729	YNL128W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.64&CDS=1-768
OG0002730	YNL129W	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.8&CDS=1-696
OG0002731	YNL131W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.36&CDS=1-432
OG0002732	YNL132W	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.52&CDS=1-3096
OG0002733	YNL135C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.5&CDS=1-336
OG0002734	YNL136W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.80&CDS=1-882
OG0002735	YNL137C	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-15.81&CDS=1-2100
