	Metschnikowia_borealis	Saccharomyces_cerevisiae
OG0002936	augustus_masked-bor_s834-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.42&CDS=1-984	YNL006W
OG0002937	augustus_masked-bor_s834-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.58&CDS=1-2466	YLR176C
OG0002938	augustus_masked-bor_s834-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.43&CDS=1-861	YNL002C
OG0002939	augustus_masked-bor_s834-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.44&CDS=1-1074	YCL016C
OG0002940	maker-bor_s834-augustus-gene-0.65-mRNA-1_1&gene=maker-bor_s834-augustus-gene-0.65&CDS=1-816	YNL003C
OG0002941	augustus_masked-bor_s834-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.46&CDS=1-1356	YCL017C
OG0002942	augustus_masked-bor_s834-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.47&CDS=1-1110	YCL018W
OG0002943	augustus_masked-bor_s834-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.59&CDS=1-4431	YCL014W
OG0002944	augustus_masked-bor_s834-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.61&CDS=1-864	YCL010C
OG0002945	augustus_masked-bor_s834-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.49&CDS=1-1677	YCL004W
OG0002946	augustus_masked-bor_s834-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.50&CDS=1-1128	YNL005C
OG0002947	augustus_masked-bor_s834-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.62&CDS=1-216	YOR210W
OG0002948	augustus_masked-bor_s834-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.53&CDS=1-2415	YPL126W
OG0002949	augustus_masked-bor_s834-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bor_s834-processed-gene-0.63&CDS=1-2691	YOR211C
OG0002950	augustus_masked-bor_s836-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s836-processed-gene-0.7&CDS=1-2496	YHR073W
OG0002951	augustus_masked-bor_s836-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s836-processed-gene-0.12&CDS=1-1275	YDR473C
OG0002952	augustus_masked-bor_s837-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s837-processed-gene-0.0&CDS=1-4848	YDR443C
OG0002953	genemark-bor_s839-processed-gene-0.144-mRNA-1_1&gene=genemark-bor_s839-processed-gene-0.144&CDS=1-5691	YCR011C
OG0002954	augustus_masked-bor_s839-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.5&CDS=1-1338	YDR375C
OG0002955	augustus_masked-bor_s839-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.6&CDS=1-2241	YDR006C
OG0002956	augustus_masked-bor_s839-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.7&CDS=1-486	YML030W
OG0002957	augustus_masked-bor_s839-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.8&CDS=1-912	YOR143C
OG0002958	augustus_masked-bor_s839-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.10&CDS=1-576	YJR069C
OG0002959	augustus_masked-bor_s839-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.36&CDS=1-558	YDR339C
OG0002960	augustus_masked-bor_s839-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.11&CDS=1-1812	YDR341C
OG0002961	augustus_masked-bor_s839-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.39&CDS=1-519	YDR404C
OG0002962	augustus_masked-bor_s839-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.13&CDS=1-519	YOR150W
OG0002963	augustus_masked-bor_s839-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.40&CDS=1-3705	YOR151C
OG0002964	augustus_masked-bor_s839-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.14&CDS=1-858	YDR405W
OG0002965	augustus_masked-bor_s839-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.15&CDS=1-219	YNL259C
OG0002966	augustus_masked-bor_s839-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.16&CDS=1-2550	YNL127W
OG0002967	augustus_masked-bor_s839-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.17&CDS=1-435	YNL131W
OG0002968	augustus_masked-bor_s839-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.46&CDS=1-1185	YHR123W
OG0002969	augustus_masked-bor_s839-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.18&CDS=1-618	YHR121W
OG0002970	augustus_masked-bor_s839-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.48&CDS=1-1692	YLR392C
OG0002971	augustus_masked-bor_s839-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.19&CDS=1-336	YNL135C
OG0002972	augustus_masked-bor_s839-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.20&CDS=1-636	YHR122W
OG0002973	genemark-bor_s839-processed-gene-0.168-mRNA-1_1&gene=genemark-bor_s839-processed-gene-0.168&CDS=1-2478	YFR015C
OG0002974	augustus_masked-bor_s839-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.54&CDS=1-2772	YCR057C
OG0002975	maker-bor_s839-augustus-gene-0.3-mRNA-1_1&gene=maker-bor_s839-augustus-gene-0.3&CDS=1-840	YCR059C
OG0002976	snap_masked-bor_s839-processed-gene-0.115-mRNA-1_1&gene=snap_masked-bor_s839-processed-gene-0.115&CDS=1-6633	YNR016C
OG0002977	augustus_masked-bor_s839-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.25&CDS=1-621	YNR017W
OG0002978	augustus_masked-bor_s839-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.58&CDS=1-1071	YNR015W
OG0002979	augustus_masked-bor_s839-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s839-processed-gene-0.59&CDS=1-1023	YAL034W-A
OG0002980	augustus_masked-bor_s84-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s84-processed-gene-0.5&CDS=1-1599	YKL149C
OG0002981	augustus_masked-bor_s84-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s84-processed-gene-0.6&CDS=1-879	YKL150W
OG0002982	augustus_masked-bor_s84-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s84-processed-gene-0.0&CDS=1-1035	YKL151C
OG0002983	augustus_masked-bor_s84-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s84-processed-gene-0.3&CDS=1-1896	YLR151C
OG0002984	augustus_masked-bor_s845-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.0&CDS=1-1362	YBR130C
OG0002985	augustus_masked-bor_s845-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.1&CDS=1-1986	YFL030W
OG0002986	augustus_masked-bor_s845-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.2&CDS=1-4245	YNL088W
OG0002987	augustus_masked-bor_s845-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.14&CDS=1-1068	YOR042W
OG0002988	augustus_masked-bor_s845-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.17&CDS=1-1146	YDR502C
OG0002989	augustus_masked-bor_s845-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.6&CDS=1-3138	YCL061C
OG0002990	augustus_masked-bor_s845-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.19&CDS=1-1122	YCL059C
OG0002991	augustus_masked-bor_s845-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.8&CDS=1-1248	YIR012W
OG0002992	augustus_masked-bor_s845-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s845-processed-gene-0.9&CDS=1-1413	YIR008C
OG0002993	snap_masked-bor_s85-processed-gene-0.4-mRNA-1_1&gene=snap_masked-bor_s85-processed-gene-0.4&CDS=1-1044	YMR041C
OG0002994	augustus_masked-bor_s851-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s851-processed-gene-0.1&CDS=1-1437	YGR149W
OG0002995	augustus_masked-bor_s851-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s851-processed-gene-0.0&CDS=1-1323	YNL175C
OG0002996	maker-bor_s854-augustus-gene-0.10-mRNA-1_1&gene=maker-bor_s854-augustus-gene-0.10&CDS=1-3534	YBL023C
OG0002997	augustus_masked-bor_s857-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s857-processed-gene-0.0&CDS=1-1416	YGR093W
OG0002998	snap_masked-bor_s857-processed-gene-0.12-mRNA-1_1&gene=snap_masked-bor_s857-processed-gene-0.12&CDS=1-1131	YPL165C
OG0002999	augustus_masked-bor_s860-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s860-processed-gene-0.19&CDS=1-1113	YPL181W
OG0003000	genemark-bor_s860-processed-gene-0.2-mRNA-1_1&gene=genemark-bor_s860-processed-gene-0.2&CDS=1-1665	YML086C
OG0003001	augustus_masked-bor_s860-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s860-processed-gene-0.21&CDS=1-4305	YPL226W
OG0003002	augustus_masked-bor_s860-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s860-processed-gene-0.22&CDS=1-888	YMR029C
OG0003003	snap_masked-bor_s861-processed-gene-0.4-mRNA-1_1&gene=snap_masked-bor_s861-processed-gene-0.4&CDS=1-423	YOL127W
OG0003004	augustus_masked-bor_s861-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s861-processed-gene-0.1&CDS=1-2388	YKR090W
OG0003005	augustus_masked-bor_s864-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.42&CDS=1-3195	YOL075C
OG0003006	augustus_masked-bor_s864-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.43&CDS=1-1674	YFR028C
OG0003007	genemark-bor_s864-processed-gene-0.1-mRNA-1_1&gene=genemark-bor_s864-processed-gene-0.1&CDS=1-822	YDR064W
OG0003008	augustus_masked-bor_s864-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.44&CDS=1-456	YMR260C
OG0003009	augustus_masked-bor_s864-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.32&CDS=1-930	YML112W
OG0003010	augustus_masked-bor_s864-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.33&CDS=1-861	YMR262W
OG0003011	augustus_masked-bor_s864-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.46&CDS=1-744	YDR050C
OG0003012	augustus_masked-bor_s864-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.49&CDS=1-906	YBR061C
OG0003013	maker-bor_s864-augustus-gene-0.28-mRNA-1_1&gene=maker-bor_s864-augustus-gene-0.28&CDS=1-1587	YBR062C
OG0003014	augustus_masked-bor_s864-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.52&CDS=1-1107	YGR286C
OG0003015	augustus_masked-bor_s864-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.37&CDS=1-1698	YDR232W
OG0003016	augustus_masked-bor_s864-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.38&CDS=1-2499	YNL126W
OG0003017	augustus_masked-bor_s864-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.39&CDS=1-846	YOR100C
OG0003018	maker-bor_s864-augustus-gene-0.26-mRNA-1_1&gene=maker-bor_s864-augustus-gene-0.26&CDS=1-678	YOR332W
OG0003019	augustus_masked-bor_s864-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s864-processed-gene-0.54&CDS=1-876	YOR340C
OG0003020	augustus_masked-bor_s867-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s867-processed-gene-0.1&CDS=1-1779	YHR188C
OG0003021	augustus_masked-bor_s87-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s87-processed-gene-0.13&CDS=1-813	YPL065W
OG0003022	snap_masked-bor_s87-processed-gene-0.7-mRNA-1_1&gene=snap_masked-bor_s87-processed-gene-0.7&CDS=1-828	YFR052W
OG0003023	genemark-bor_s870-processed-gene-0.98-mRNA-1_1&gene=genemark-bor_s870-processed-gene-0.98&CDS=1-2784	YJL154C
OG0003024	augustus_masked-bor_s870-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.61&CDS=1-5535	YNL242W
OG0003025	augustus_masked-bor_s870-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.45&CDS=1-2496	YAL010C
OG0003026	augustus_masked-bor_s870-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.64&CDS=1-2499	YAL011W
OG0003027	maker-bor_s870-augustus-gene-0.42-mRNA-1_1&gene=maker-bor_s870-augustus-gene-0.42&CDS=1-1917	YOR202W
OG0003028	augustus_masked-bor_s870-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.66&CDS=1-1251	YHR016C
OG0003029	augustus_masked-bor_s870-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.48&CDS=1-1671	YEL013W
OG0003030	snap_masked-bor_s870-processed-gene-0.29-mRNA-1_1&gene=snap_masked-bor_s870-processed-gene-0.29&CDS=1-1347	YJL049W
OG0003031	genemark-bor_s870-processed-gene-0.106-mRNA-1_1&gene=genemark-bor_s870-processed-gene-0.106&CDS=1-975	YGL091C
OG0003032	genemark-bor_s870-processed-gene-0.107-mRNA-1_1&gene=genemark-bor_s870-processed-gene-0.107&CDS=1-4263	YGL092W
OG0003033	augustus_masked-bor_s870-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.69&CDS=1-1464	YEL015W
OG0003034	augustus_masked-bor_s870-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.50&CDS=1-3357	YGR155W
OG0003035	augustus_masked-bor_s870-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.71&CDS=1-867	YGL043W
OG0003036	augustus_masked-bor_s870-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.51&CDS=1-1878	YGL044C
OG0003037	augustus_masked-bor_s870-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.72&CDS=1-783	YER126C
OG0003038	snap_masked-bor_s870-processed-gene-0.16-mRNA-1_1&gene=snap_masked-bor_s870-processed-gene-0.16&CDS=1-1038	YER127W
OG0003039	augustus_masked-bor_s870-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.74&CDS=1-1371	YGL175C
OG0003040	augustus_masked-bor_s870-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.56&CDS=1-1350	YGL172W
OG0003041	augustus_masked-bor_s870-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.57&CDS=1-846	YGL174W
OG0003042	augustus_masked-bor_s870-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.75&CDS=1-2151	YPR021C
OG0003043	augustus_masked-bor_s870-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s870-processed-gene-0.58&CDS=1-288	YLL018C-A
OG0003044	genemark-bor_s870-processed-gene-0.116-mRNA-1_1&gene=genemark-bor_s870-processed-gene-0.116&CDS=1-3231	YGL173C
OG0003045	augustus_masked-bor_s872-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s872-processed-gene-0.7&CDS=1-1194	YER178W
OG0003046	augustus_masked-bor_s873-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s873-processed-gene-0.2&CDS=1-633	YNL306W
OG0003047	snap_masked-bor_s875-processed-gene-0.5-mRNA-1_1&gene=snap_masked-bor_s875-processed-gene-0.5&CDS=1-555	YLR193C
OG0003048	augustus_masked-bor_s881-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s881-processed-gene-0.23&CDS=1-1035	YJR105W
OG0003049	genemark-bor_s881-processed-gene-0.53-mRNA-1_1&gene=genemark-bor_s881-processed-gene-0.53&CDS=1-1506	YMR171C
OG0003050	augustus_masked-bor_s881-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s881-processed-gene-0.34&CDS=1-3198	YGR282C
OG0003051	augustus_masked-bor_s881-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s881-processed-gene-0.28&CDS=1-840	YPL117C
OG0003052	maker-bor_s881-augustus-gene-0.37-mRNA-1_1&gene=maker-bor_s881-augustus-gene-0.37&CDS=1-3066	YPL116W
OG0003053	augustus_masked-bor_s881-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s881-processed-gene-0.35&CDS=1-1956	YOR194C
OG0003054	snap_masked-bor_s883-processed-gene-0.11-mRNA-1_1&gene=snap_masked-bor_s883-processed-gene-0.11&CDS=1-3147	YIL115C
OG0003055	augustus_masked-bor_s890-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.51&CDS=1-2148	YPR055W
OG0003056	augustus_masked-bor_s890-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.60&CDS=1-672	YPR124W
OG0003057	augustus_masked-bor_s890-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.52&CDS=1-672	YER004W
OG0003058	augustus_masked-bor_s890-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.63&CDS=1-513	YOR253W
OG0003059	snap_masked-bor_s890-processed-gene-0.29-mRNA-1_1&gene=snap_masked-bor_s890-processed-gene-0.29&CDS=1-435	YPL170W
OG0003060	snap_masked-bor_s890-processed-gene-0.30-mRNA-1_1&gene=snap_masked-bor_s890-processed-gene-0.30&CDS=1-1794	YPL169C
OG0003061	augustus_masked-bor_s890-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.55&CDS=1-987	YPL175W
OG0003062	augustus_masked-bor_s890-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.56&CDS=1-1362	YOR257W
OG0003063	augustus_masked-bor_s890-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.65&CDS=1-1275	YOR259C
OG0003064	augustus_masked-bor_s890-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.57&CDS=1-1404	YOR260W
OG0003065	augustus_masked-bor_s890-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.66&CDS=1-693	YJR056C
OG0003066	augustus_masked-bor_s890-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.58&CDS=1-2469	YLR268W
OG0003067	augustus_masked-bor_s890-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bor_s890-processed-gene-0.68&CDS=1-1083	YHR085W
OG0003068	augustus_masked-bor_s903-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s903-processed-gene-0.0&CDS=1-606	YNL310C
OG0003069	augustus_masked-bor_s904-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s904-processed-gene-0.11&CDS=1-1557	YER090W
OG0003070	augustus_masked-bor_s904-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s904-processed-gene-0.12&CDS=1-1590	YBL054W
OG0003071	augustus_masked-bor_s904-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s904-processed-gene-0.14&CDS=1-606	YBL057C
OG0003072	augustus_masked-bor_s905-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s905-processed-gene-0.15&CDS=1-1686	YPL092W
OG0003073	augustus_masked-bor_s909-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s909-processed-gene-0.2&CDS=1-453	YBR109C
OG0003074	augustus_masked-bor_s91-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s91-processed-gene-0.4&CDS=1-1263	YOR209C
OG0003075	augustus_masked-bor_s91-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s91-processed-gene-0.5&CDS=1-1296	YPL125W
OG0003076	augustus_masked-bor_s910-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s910-processed-gene-0.20&CDS=1-534	YGR082W
OG0003077	augustus_masked-bor_s910-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s910-processed-gene-0.21&CDS=1-1071	YJR139C
OG0003078	augustus_masked-bor_s910-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s910-processed-gene-0.25&CDS=1-4671	YJR138W
OG0003079	augustus_masked-bor_s910-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s910-processed-gene-0.22&CDS=1-876	YMR096W
OG0003080	augustus_masked-bor_s910-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s910-processed-gene-0.23&CDS=1-2916	YPR104C
OG0003081	augustus_masked-bor_s911-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s911-processed-gene-0.0&CDS=1-2142	YIL091C
OG0003082	augustus_masked-bor_s911-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s911-processed-gene-0.3&CDS=1-213	YNL024C-A
OG0003083	augustus_masked-bor_s911-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s911-processed-gene-0.1&CDS=1-1107	YML095C
OG0003084	snap_masked-bor_s917-processed-gene-0.11-mRNA-1_1&gene=snap_masked-bor_s917-processed-gene-0.11&CDS=1-879	YOR288C
OG0003085	augustus_masked-bor_s917-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s917-processed-gene-0.2&CDS=1-1443	YFR044C
OG0003086	augustus_masked-bor_s918-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s918-processed-gene-0.3&CDS=1-447	YML094W
OG0003087	augustus_masked-bor_s92-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s92-processed-gene-0.0&CDS=1-1977	YJR053W
OG0003088	augustus_masked-bor_s925-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s925-processed-gene-0.6&CDS=1-843	YPR103W
OG0003089	augustus_masked-bor_s926-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s926-processed-gene-0.2&CDS=1-2787	YNL049C
OG0003090	augustus_masked-bor_s928-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s928-processed-gene-0.9&CDS=1-1581	YER025W
OG0003091	augustus_masked-bor_s929-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s929-processed-gene-0.0&CDS=1-1707	YLR433C
OG0003092	maker-bor_s93-augustus-gene-0.67-mRNA-1_1&gene=maker-bor_s93-augustus-gene-0.67&CDS=1-2805	YBR281C
OG0003093	augustus_masked-bor_s93-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bor_s93-processed-gene-0.73&CDS=1-1836	YJL100W
OG0003094	snap_masked-bor_s93-processed-gene-0.6-mRNA-1_1&gene=snap_masked-bor_s93-processed-gene-0.6&CDS=1-708	YFL031W
OG0003095	augustus_masked-bor_s93-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-bor_s93-processed-gene-0.106&CDS=1-4635	YPL167C
OG0003096	augustus_masked-bor_s93-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bor_s93-processed-gene-0.75&CDS=1-1761	YJL128C
OG0003097	augustus_masked-bor_s93-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bor_s93-processed-gene-0.76&CDS=1-1023	YNR035C
OG0003098	augustus_masked-bor_s93-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-bor_s93-processed-gene-0.107&CDS=1-516	YNR036C
OG0003099	augustus_masked-bor_s93-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bor_s93-processed-gene-0.78&CDS=1-228	YHR001W-A
OG0003100	genemark-bor_s93-processed-gene-0.136-mRNA-1_1&gene=genemark-bor_s93-processed-gene-0.136&CDS=1-1968	YOR087W
