	Lachancea_mirantina	Saccharomyces_cerevisiae
OG0003851	augustus_masked-LAMI0H-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-12.107&CDS=1-555	YLR306W
OG0003852	genemark-LAMI0H-processed-gene-12.8-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.8&CDS=1-960	YJL088W
OG0003853	genemark-LAMI0H-processed-gene-12.24-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.24&CDS=1-2454	YJL087C
OG0003854	genemark-LAMI0H-processed-gene-12.9-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.9&CDS=1-1860	YJL085W
OG0003855	genemark-LAMI0H-processed-gene-12.25-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.25&CDS=1-2859	YJL084C
OG0003856	snap_masked-LAMI0H-processed-gene-12.69-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.69&CDS=1-456	YKR020W
OG0003857	genemark-LAMI0H-processed-gene-12.10-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.10&CDS=1-1848	YJL083W
OG0003858	genemark-LAMI0H-processed-gene-12.11-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.11&CDS=1-2163	YKR018C
OG0003859	genemark-LAMI0H-processed-gene-12.12-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.12&CDS=1-1611	YKR017C
OG0003860	genemark-LAMI0H-processed-gene-12.27-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.27&CDS=1-1440	YJL081C
OG0003861	genemark-LAMI0H-processed-gene-12.28-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.28&CDS=1-1554	YKR016W
OG0003862	genemark-LAMI0H-processed-gene-12.15-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.15&CDS=1-621	YKR014C
OG0003863	genemark-LAMI0H-processed-gene-12.30-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.30&CDS=1-3591	YJL080C
OG0003864	snap_masked-LAMI0H-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.58&CDS=1-930	YKR011C
OG0003865	genemark-LAMI0H-processed-gene-12.33-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.33&CDS=1-1731	YOR386W
OG0003866	genemark-LAMI0H-processed-gene-12.17-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.17&CDS=1-3501	YJL076W
OG0003867	genemark-LAMI0H-processed-gene-12.34-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.34&CDS=1-3666	YJL074C
OG0003868	genemark-LAMI0H-processed-gene-12.35-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.35&CDS=1-1245	YBR287W
OG0003869	genemark-LAMI0H-processed-gene-12.18-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.18&CDS=1-1749	YJL073W
OG0003870	genemark-LAMI0H-processed-gene-12.36-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.36&CDS=1-1548	YBR286W
OG0003871	snap_masked-LAMI0H-processed-gene-12.61-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.61&CDS=1-2511	YDR089W
OG0003872	genemark-LAMI0H-processed-gene-12.38-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.38&CDS=1-948	YER161C
OG0003873	genemark-LAMI0H-processed-gene-12.39-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.39&CDS=1-2508	YER162C
OG0003874	genemark-LAMI0H-processed-gene-12.40-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.40&CDS=1-768	YDR090C
OG0003875	genemark-LAMI0H-processed-gene-12.41-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.41&CDS=1-1821	YDR091C
OG0003876	genemark-LAMI0H-processed-gene-12.20-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.20&CDS=1-4236	YER164W
OG0003877	snap_masked-LAMI0H-processed-gene-12.63-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.63&CDS=1-1761	YER165W
OG0003878	snap_masked-LAMI0H-processed-gene-12.64-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.64&CDS=1-453	YDR092W
OG0003879	genemark-LAMI0H-processed-gene-13.76-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.76&CDS=1-4701	YER166W
OG0003880	snap_masked-LAMI0H-processed-gene-13.6-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.6&CDS=1-2037	YER167W
OG0003881	genemark-LAMI0H-processed-gene-13.79-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.79&CDS=1-1518	YER168C
OG0003882	genemark-LAMI0H-processed-gene-13.78-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.78&CDS=1-2442	YER169W
OG0003883	genemark-LAMI0H-processed-gene-13.80-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.80&CDS=1-3627	YDR097C
OG0003884	maker-LAMI0H-augustus-gene-13.2-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-13.2&CDS=1-3045	YER171W
OG0003885	snap_masked-LAMI0H-processed-gene-13.12-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.12&CDS=1-2115	YER173W
OG0003886	genemark-LAMI0H-processed-gene-13.85-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.85&CDS=1-759	YER177W
OG0003887	genemark-LAMI0H-processed-gene-13.86-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.86&CDS=1-417	YDR100W
OG0003888	genemark-LAMI0H-processed-gene-13.87-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.87&CDS=1-3705	YDR104C
OG0003889	snap_masked-LAMI0H-processed-gene-13.26-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.26&CDS=1-2700	YDR103W
OG0003890	genemark-LAMI0H-processed-gene-13.99-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.99&CDS=1-1245	YER178W
OG0003891	genemark-LAMI0H-processed-gene-13.88-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.88&CDS=1-1788	YDR101C
OG0003892	genemark-LAMI0H-processed-gene-13.100-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.100&CDS=1-1035	YCR021C
OG0003893	genemark-LAMI0H-processed-gene-13.89-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.89&CDS=1-999	YER179W
OG0003894	augustus_masked-LAMI0H-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-13.64&CDS=1-1416	YDR105C
OG0003895	augustus_masked-LAMI0H-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-13.65&CDS=1-912	YER180C-A
OG0003896	genemark-LAMI0H-processed-gene-13.90-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.90&CDS=1-2100	YDR108W
OG0003897	snap_masked-LAMI0H-processed-gene-13.33-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.33&CDS=1-3606	YLR084C
OG0003898	genemark-LAMI0H-processed-gene-13.106-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.106&CDS=1-2202	YDR109C
OG0003899	genemark-LAMI0H-processed-gene-13.107-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.107&CDS=1-1251	YLR085C
OG0003900	genemark-LAMI0H-processed-gene-13.91-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.91&CDS=1-4209	YLR086W
OG0003901	snap_masked-LAMI0H-processed-gene-13.37-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.37&CDS=1-8841	YLR087C
OG0003902	genemark-LAMI0H-processed-gene-13.92-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.92&CDS=1-1737	YLR088W
OG0003903	snap_masked-LAMI0H-processed-gene-13.22-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.22&CDS=1-1485	YDR110W
OG0003904	genemark-LAMI0H-processed-gene-13.109-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.109&CDS=1-1593	YLR089C
OG0003905	genemark-LAMI0H-processed-gene-13.94-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.94&CDS=1-1218	YLR090W
OG0003906	augustus_masked-LAMI0H-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-13.73&CDS=1-945	YDR113C
OG0003907	maker-LAMI0H-augustus-gene-13.4-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-13.4&CDS=1-1149	YDR115W
OG0003908	genemark-LAMI0H-processed-gene-14.88-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.88&CDS=1-960	YDR116C
OG0003909	genemark-LAMI0H-processed-gene-14.89-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.89&CDS=1-1707	YDR117C
OG0003910	augustus_masked-LAMI0H-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.46&CDS=1-1959	YDR118W
OG0003911	genemark-LAMI0H-processed-gene-14.105-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.105&CDS=1-1611	YDR120C
OG0003912	genemark-LAMI0H-processed-gene-14.91-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.91&CDS=1-723	YDR121W
OG0003913	maker-LAMI0H-augustus-gene-14.2-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-14.2&CDS=1-2199	YLR093C
OG0003914	snap_masked-LAMI0H-processed-gene-14.27-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.27&CDS=1-1431	YLR094C
OG0003915	augustus_masked-LAMI0H-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.70&CDS=1-2085	YLR095C
OG0003916	genemark-LAMI0H-processed-gene-14.92-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.92&CDS=1-3090	YDR122W
OG0003917	augustus_masked-LAMI0H-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.71&CDS=1-978	YDR123C
OG0003918	genemark-LAMI0H-processed-gene-14.110-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.110&CDS=1-1083	YLR097C
OG0003919	augustus_masked-LAMI0H-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.53&CDS=1-945	YDR124W
OG0003920	genemark-LAMI0H-processed-gene-14.111-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.111&CDS=1-1242	YDR125C
OG0003921	genemark-LAMI0H-processed-gene-14.94-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.94&CDS=1-351	YLR099W-A
OG0003922	genemark-LAMI0H-processed-gene-14.95-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.95&CDS=1-957	YDR126W
OG0003923	snap_masked-LAMI0H-processed-gene-14.14-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.14&CDS=1-4746	YDR127W
OG0003924	snap_masked-LAMI0H-processed-gene-14.15-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.15&CDS=1-3390	YDR128W
OG0003925	snap_masked-LAMI0H-processed-gene-14.16-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.16&CDS=1-1041	YLR100W
OG0003926	snap_masked-LAMI0H-processed-gene-14.34-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.34&CDS=1-1929	YDR129C
OG0003927	augustus_masked-LAMI0H-processed-gene-14.75-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.75&CDS=1-765	YLR102C
OG0003928	genemark-LAMI0H-processed-gene-14.114-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.114&CDS=1-1902	YLR103C
OG0003929	genemark-LAMI0H-processed-gene-14.97-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.97&CDS=1-396	YLR104W
OG0003930	genemark-LAMI0H-processed-gene-14.115-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.115&CDS=1-1056	YLR105C
OG0003931	snap_masked-LAMI0H-processed-gene-14.38-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.38&CDS=1-14724	YLR106C
OG0003932	genemark-LAMI0H-processed-gene-14.98-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.98&CDS=1-1191	YLR107W
OG0003933	snap_masked-LAMI0H-processed-gene-14.39-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.39&CDS=1-795	YDR130C
OG0003934	genemark-LAMI0H-processed-gene-14.99-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.99&CDS=1-1224	YLR113W
OG0003935	augustus_masked-LAMI0H-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.62&CDS=1-1806	YDR137W
OG0003936	genemark-LAMI0H-processed-gene-14.121-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.121&CDS=1-1803	YLR114C
OG0003937	augustus_masked-LAMI0H-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.63&CDS=1-2343	YDR138W
OG0003938	genemark-LAMI0H-processed-gene-14.102-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.102&CDS=1-2469	YLR115W
OG0003939	maker-LAMI0H-augustus-gene-14.1-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-14.1&CDS=1-1629	YLR116W
OG0003940	snap_masked-LAMI0H-processed-gene-14.45-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.45&CDS=1-2013	YLR117C
OG0003941	genemark-LAMI0H-processed-gene-14.104-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.104&CDS=1-657	YDR140W
OG0003942	snap_masked-LAMI0H-processed-gene-15.51-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.51&CDS=1-5028	YDR141C
OG0003943	genemark-LAMI0H-processed-gene-15.8-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.8&CDS=1-1101	YDR142C
OG0003944	augustus_masked-LAMI0H-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.105&CDS=1-1659	YDR143C
OG0003945	snap_masked-LAMI0H-processed-gene-15.56-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.56&CDS=1-771	YLR126C
OG0003946	augustus_masked-LAMI0H-processed-gene-15.108-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.108&CDS=1-2343	YLR127C
OG0003947	augustus_masked-LAMI0H-processed-gene-15.109-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.109&CDS=1-774	YLR128W
OG0003948	maker-LAMI0H-augustus-gene-15.145-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-15.145&CDS=1-4326	YLR129W
OG0003949	genemark-LAMI0H-processed-gene-15.34-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.34&CDS=1-2253	YDR146C
OG0003950	augustus_masked-LAMI0H-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.131&CDS=1-858	YLR132C
OG0003951	genemark-LAMI0H-processed-gene-15.14-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.14&CDS=1-1518	YLR133W
OG0003952	genemark-LAMI0H-processed-gene-15.36-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.36&CDS=1-1383	YDR148C
OG0003953	augustus_masked-LAMI0H-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.112&CDS=1-1818	YLR135W
OG0003954	genemark-LAMI0H-processed-gene-15.37-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.37&CDS=1-804	YLR136C
OG0003955	genemark-LAMI0H-processed-gene-15.17-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.17&CDS=1-756	YDR152W
OG0003956	genemark-LAMI0H-processed-gene-15.38-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.38&CDS=1-1218	YDR153C
OG0003957	genemark-LAMI0H-processed-gene-15.39-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.39&CDS=1-486	YDR155C
OG0003958	augustus_masked-LAMI0H-processed-gene-15.115-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.115&CDS=1-1347	YDR158W
OG0003959	genemark-LAMI0H-processed-gene-15.20-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.20&CDS=1-7410	YLR138W
OG0003960	genemark-LAMI0H-processed-gene-15.22-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.22&CDS=1-1128	YDR161W
OG0003961	genemark-LAMI0H-processed-gene-15.40-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.40&CDS=1-561	YDR162C
OG0003962	augustus_masked-LAMI0H-processed-gene-15.119-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.119&CDS=1-567	YDR163W
OG0003963	augustus_masked-LAMI0H-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.137&CDS=1-2058	YLR139C
OG0003964	augustus_masked-LAMI0H-processed-gene-15.120-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.120&CDS=1-1443	YLR141W
OG0003965	snap_masked-LAMI0H-processed-gene-15.75-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.75&CDS=1-3504	YLR142W
OG0003966	genemark-LAMI0H-processed-gene-15.28-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.28&CDS=1-600	YLR145W
OG0003967	genemark-LAMI0H-processed-gene-15.29-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.29&CDS=1-1323	YDR165W
OG0003968	genemark-LAMI0H-processed-gene-15.44-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.44&CDS=1-2697	YDR166C
OG0003969	genemark-LAMI0H-processed-gene-15.45-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.45&CDS=1-306	YLR147C
OG0003970	augustus_masked-LAMI0H-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.126&CDS=1-2688	YLR148W
OG0003971	genemark-LAMI0H-processed-gene-15.31-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.31&CDS=1-636	YDR167W
OG0003972	genemark-LAMI0H-processed-gene-15.32-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.32&CDS=1-1497	YDR168W
OG0003973	augustus_masked-LAMI0H-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.142&CDS=1-3075	YLR149C
OG0003974	snap_masked-LAMI0H-processed-gene-15.83-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.83&CDS=1-783	YLR150W
OG0003975	genemark-LAMI0H-processed-gene-15.49-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.49&CDS=1-2052	YLR153C
OG0003976	genemark-LAMI0H-processed-gene-16.175-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.175&CDS=1-5400	YDR170C
OG0003977	genemark-LAMI0H-processed-gene-16.173-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.173&CDS=1-1068	YDR171W
OG0003978	genemark-LAMI0H-processed-gene-16.174-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.174&CDS=1-2055	YDR172W
OG0003979	genemark-LAMI0H-processed-gene-16.176-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.176&CDS=1-1023	YDR173C
OG0003980	snap_masked-LAMI0H-processed-gene-16.9-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.9&CDS=1-753	YDR174W
OG0003981	genemark-LAMI0H-processed-gene-16.226-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.226&CDS=1-903	YDR175C
OG0003982	genemark-LAMI0H-processed-gene-16.184-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.184&CDS=1-1911	YDR176W
OG0003983	genemark-LAMI0H-processed-gene-16.227-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.227&CDS=1-1371	YLR163C
OG0003984	snap_masked-LAMI0H-processed-gene-16.56-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.56&CDS=1-489	YDR179C
OG0003985	genemark-LAMI0H-processed-gene-16.229-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.229&CDS=1-600	YLR165C
OG0003986	snap_masked-LAMI0H-processed-gene-16.12-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.12&CDS=1-4290	YDR180W
OG0003987	genemark-LAMI0H-processed-gene-16.187-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.187&CDS=1-1134	YDR182W
OG0003988	snap_masked-LAMI0H-processed-gene-16.58-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.58&CDS=1-2442	YLR166C
OG0003989	genemark-LAMI0H-processed-gene-16.188-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.188&CDS=1-582	YDR183W
OG0003990	snap_masked-LAMI0H-processed-gene-16.59-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.59&CDS=1-870	YDR184C
OG0003991	genemark-LAMI0H-processed-gene-16.232-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.232&CDS=1-693	YLR168C
OG0003992	augustus_masked-LAMI0H-processed-gene-16.144-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-16.144&CDS=1-2061	YDR186C
OG0003993	genemark-LAMI0H-processed-gene-16.190-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.190&CDS=1-429	YLR245C
OG0003994	genemark-LAMI0H-processed-gene-16.191-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.191&CDS=1-1116	YLR244C
OG0003995	genemark-LAMI0H-processed-gene-16.192-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.192&CDS=1-1632	YDR188W
OG0003996	maker-LAMI0H-augustus-gene-16.167-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-16.167&CDS=1-1935	YDR189W
OG0003997	genemark-LAMI0H-processed-gene-16.234-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.234&CDS=1-1377	YDR190C
OG0003998	genemark-LAMI0H-processed-gene-16.194-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.194&CDS=1-1155	YDR191W
OG0003999	genemark-LAMI0H-processed-gene-16.235-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.235&CDS=1-813	YLR243W
OG0004000	snap_masked-LAMI0H-processed-gene-16.20-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.20&CDS=1-882	YLR242C
OG0004001	genemark-LAMI0H-processed-gene-16.237-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.237&CDS=1-2292	YLR241W
OG0004002	maker-LAMI0H-augustus-gene-16.169-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-16.169&CDS=1-4551	YLR240W
OG0004003	genemark-LAMI0H-processed-gene-16.195-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.195&CDS=1-1389	YDR195W
OG0004004	genemark-LAMI0H-processed-gene-16.240-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.240&CDS=1-735	YDR196C
OG0004005	snap_masked-LAMI0H-processed-gene-16.22-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.22&CDS=1-1209	YDR197W
OG0004006	snap_masked-LAMI0H-processed-gene-16.69-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.69&CDS=1-1362	YDR198C
OG0004007	genemark-LAMI0H-processed-gene-16.197-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.197&CDS=1-984	YLR239C
OG0004008	augustus_masked-LAMI0H-processed-gene-16.150-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-16.150&CDS=1-2109	YLR238W
OG0004009	genemark-LAMI0H-processed-gene-16.198-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.198&CDS=1-477	YDR201W
OG0004010	snap_masked-LAMI0H-processed-gene-16.71-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.71&CDS=1-1029	YDR202C
OG0004011	genemark-LAMI0H-processed-gene-16.199-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.199&CDS=1-990	YDR204W
OG0004012	genemark-LAMI0H-processed-gene-16.200-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.200&CDS=1-2112	YDR205W
OG0004013	genemark-LAMI0H-processed-gene-16.246-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.246&CDS=1-1881	YLR234W
OG0004014	snap_masked-LAMI0H-processed-gene-16.27-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.27&CDS=1-2295	YDR206W
OG0004015	genemark-LAMI0H-processed-gene-16.247-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.247&CDS=1-1554	YDR207C
OG0004016	genemark-LAMI0H-processed-gene-16.202-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.202&CDS=1-1389	YLR231C
OG0004017	genemark-LAMI0H-processed-gene-16.203-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.203&CDS=1-2043	YDR208W
OG0004018	maker-LAMI0H-snap-gene-16.171-mRNA-1_1&gene=maker-LAMI0H-snap-gene-16.171&CDS=1-2841	YDR211W
OG0004019	genemark-LAMI0H-processed-gene-16.206-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.206&CDS=1-1680	YDR212W
OG0004020	genemark-LAMI0H-processed-gene-16.207-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.207&CDS=1-2376	YDR213W
OG0004021	snap_masked-LAMI0H-processed-gene-16.78-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.78&CDS=1-1536	YDL030W
OG0004022	genemark-LAMI0H-processed-gene-16.252-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.252&CDS=1-2904	YDL031W
OG0004023	genemark-LAMI0H-processed-gene-16.208-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.208&CDS=1-1275	YDL033C
OG0004024	genemark-LAMI0H-processed-gene-16.209-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.209&CDS=1-1065	YOL064C
OG0004025	genemark-LAMI0H-processed-gene-16.210-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.210&CDS=1-2811	YDL035C
OG0004026	genemark-LAMI0H-processed-gene-16.211-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.211&CDS=1-1113	YOL065C
OG0004027	genemark-LAMI0H-processed-gene-16.212-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.212&CDS=1-1794	YOL066C
OG0004028	genemark-LAMI0H-processed-gene-16.213-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.213&CDS=1-2523	YDL040C
OG0004029	genemark-LAMI0H-processed-gene-16.214-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.214&CDS=1-537	YOL067C
OG0004030	genemark-LAMI0H-processed-gene-16.215-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.215&CDS=1-1713	YOL068C
OG0004031	snap_masked-LAMI0H-processed-gene-16.43-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.43&CDS=1-744	YDL043C
OG0004032	genemark-LAMI0H-processed-gene-16.253-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.253&CDS=1-1347	YOL069W
OG0004033	snap_masked-LAMI0H-processed-gene-16.45-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.45&CDS=1-1620	YOL070C
