	Lachancea_fermentati	Saccharomyces_cerevisiae
OG0003838	snap_masked-LAFE0H-processed-gene-9.124-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.124&CDS=1-1149	YDR083W
OG0003839	snap_masked-LAFE0H-processed-gene-9.125-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.125&CDS=1-1425	YDR082W
OG0003840	snap_masked-LAFE0H-processed-gene-9.105-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.105&CDS=1-2361	YDR081C
OG0003841	snap_masked-LAFE0H-processed-gene-9.126-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.126&CDS=1-2655	YDR080W
OG0003842	snap_masked-LAFE0H-processed-gene-9.106-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.106&CDS=1-216	YDR079C-A
OG0003843	snap_masked-LAFE0H-processed-gene-9.127-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.127&CDS=1-2148	YER157W
OG0003844	genemark-LAFE0H-processed-gene-9.37-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-9.37&CDS=1-327	YDR079W
OG0003845	snap_masked-LAFE0H-processed-gene-9.107-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.107&CDS=1-1002	YER156C
OG0003846	snap_masked-LAFE0H-processed-gene-9.108-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.108&CDS=1-5724	YER155C
OG0003847	genemark-LAFE0H-processed-gene-9.38-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-9.38&CDS=1-1167	YER154W
OG0003848	snap_masked-LAFE0H-processed-gene-9.109-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.109&CDS=1-951	YER153C
OG0003849	snap_masked-LAFE0H-processed-gene-9.110-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.110&CDS=1-1335	YER152C
OG0003850	snap_masked-LAFE0H-processed-gene-9.111-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.111&CDS=1-750	YDR078C
OG0003851	snap_masked-LAFE0H-processed-gene-9.112-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.112&CDS=1-2340	YER151C
OG0003852	snap_masked-LAFE0H-processed-gene-9.131-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.131&CDS=1-1176	YDR076W
OG0003853	genemark-LAFE0H-processed-gene-9.41-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-9.41&CDS=1-921	YDR075W
OG0003854	augustus_masked-LAFE0H-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-9.69&CDS=1-1143	YER149C
OG0003855	snap_masked-LAFE0H-processed-gene-9.133-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.133&CDS=1-690	YER148W
OG0003856	snap_masked-LAFE0H-processed-gene-9.114-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-9.114&CDS=1-1842	YER147C
OG0003857	augustus_masked-LAFE0H-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-10.125&CDS=1-3078	YDR074W
OG0003858	snap_masked-LAFE0H-processed-gene-10.72-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.72&CDS=1-687	YDR072C
OG0003859	snap_masked-LAFE0H-processed-gene-10.77-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.77&CDS=1-243	YER146W
OG0003860	snap_masked-LAFE0H-processed-gene-10.73-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.73&CDS=1-585	YDR071C
OG0003861	snap_masked-LAFE0H-processed-gene-10.74-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.74&CDS=1-330	YDR070C
OG0003862	snap_masked-LAFE0H-processed-gene-10.75-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.75&CDS=1-2631	YDR069C
OG0003863	snap_masked-LAFE0H-processed-gene-10.97-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.97&CDS=1-900	YDR068W
OG0003864	snap_masked-LAFE0H-processed-gene-10.78-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.78&CDS=1-744	YDR067C
OG0003865	snap_masked-LAFE0H-processed-gene-10.98-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.98&CDS=1-1185	YER143W
OG0003866	snap_masked-LAFE0H-processed-gene-10.79-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.79&CDS=1-804	YER142C
OG0003867	augustus_masked-LAFE0H-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-10.147&CDS=1-1443	YER141W
OG0003868	snap_masked-LAFE0H-processed-gene-10.100-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.100&CDS=1-1503	YER140W
OG0003869	snap_masked-LAFE0H-processed-gene-10.82-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.82&CDS=1-666	YER139C
OG0003870	snap_masked-LAFE0H-processed-gene-10.101-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.101&CDS=1-966	YDR065W
OG0003871	maker-LAFE0H-snap-gene-10.61-mRNA-1_1&gene=maker-LAFE0H-snap-gene-10.61&CDS=1-798	YDR064W
OG0003872	snap_masked-LAFE0H-processed-gene-10.104-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.104&CDS=1-1686	YDR062W
OG0003873	snap_masked-LAFE0H-processed-gene-10.105-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.105&CDS=1-1557	YDR061W
OG0003874	augustus_masked-LAFE0H-processed-gene-10.154-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-10.154&CDS=1-2214	YER001W
OG0003875	snap_masked-LAFE0H-processed-gene-10.83-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.83&CDS=1-1341	YER136W
OG0003876	maker-LAFE0H-snap-gene-10.58-mRNA-1_1&gene=maker-LAFE0H-snap-gene-10.58&CDS=1-285	YBL026W
OG0003877	snap_masked-LAFE0H-processed-gene-10.107-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.107&CDS=1-438	YER137C
OG0003878	maker-LAFE0H-augustus-gene-10.49-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-10.49&CDS=1-2394	YBL024W
OG0003879	snap_masked-LAFE0H-processed-gene-10.108-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.108&CDS=1-2586	YBL023C
OG0003880	maker-LAFE0H-augustus-gene-10.53-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-10.53&CDS=1-3909	YBL022C
OG0003881	maker-LAFE0H-augustus-gene-10.50-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-10.50&CDS=1-3258	YBL020W
OG0003882	snap_masked-LAFE0H-processed-gene-10.90-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.90&CDS=1-1569	YBL015W
OG0003883	snap_masked-LAFE0H-processed-gene-10.91-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.91&CDS=1-534	YER134C
OG0003884	augustus_masked-LAFE0H-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-10.139&CDS=1-1467	YLR314C
OG0003885	snap_masked-LAFE0H-processed-gene-10.93-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.93&CDS=1-675	YER004W
OG0003886	snap_masked-LAFE0H-processed-gene-10.94-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.94&CDS=1-3528	YLL021W
OG0003887	genemark-LAFE0H-processed-gene-10.43-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-10.43&CDS=1-678	YLR312W-A
OG0003888	augustus_masked-LAFE0H-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-10.143&CDS=1-1680	YGL171W
OG0003889	snap_masked-LAFE0H-processed-gene-10.118-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.118&CDS=1-357	YPR020W
OG0003890	genemark-LAFE0H-processed-gene-10.45-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-10.45&CDS=1-2694	YPR019W
OG0003891	snap_masked-LAFE0H-processed-gene-10.120-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.120&CDS=1-1836	YPR018W
OG0003892	snap_masked-LAFE0H-processed-gene-10.121-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-10.121&CDS=1-1500	YGL170C
OG0003893	snap_masked-LAFE0H-processed-gene-11.59-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.59&CDS=1-426	YPR017C
OG0003894	snap_masked-LAFE0H-processed-gene-11.60-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.60&CDS=1-735	YPR016C
OG0003895	augustus_masked-LAFE0H-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.112&CDS=1-1116	YPR011C
OG0003896	augustus_masked-LAFE0H-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.132&CDS=1-858	YGR021W
OG0003897	snap_masked-LAFE0H-processed-gene-11.64-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.64&CDS=1-354	YGR020C
OG0003898	augustus_masked-LAFE0H-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.133&CDS=1-1962	YLR330W
OG0003899	snap_masked-LAFE0H-processed-gene-11.87-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.87&CDS=1-1413	YGR019W
OG0003900	maker-LAFE0H-snap-gene-11.54-mRNA-1_1&gene=maker-LAFE0H-snap-gene-11.54&CDS=1-720	YGR017W
OG0003901	snap_masked-LAFE0H-processed-gene-11.65-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.65&CDS=1-750	YGR152C
OG0003902	snap_masked-LAFE0H-processed-gene-11.90-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.90&CDS=1-1383	YGL038C
OG0003903	snap_masked-LAFE0H-processed-gene-11.91-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.91&CDS=1-639	YGL037C
OG0003904	augustus_masked-LAFE0H-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.116&CDS=1-2472	YGL036W
OG0003905	snap_masked-LAFE0H-processed-gene-11.67-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.67&CDS=1-4092	YGR145W
OG0003906	snap_masked-LAFE0H-processed-gene-11.93-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.93&CDS=1-1392	YGL035C
OG0003907	snap_masked-LAFE0H-processed-gene-11.68-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.68&CDS=1-642	YGL033W
OG0003908	genemark-LAFE0H-processed-gene-11.31-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-11.31&CDS=1-639	YGR147C
OG0003909	augustus_masked-LAFE0H-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.119&CDS=1-312	YGL030W
OG0003910	augustus_masked-LAFE0H-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.141&CDS=1-1875	YLL018C
OG0003911	augustus_masked-LAFE0H-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.120&CDS=1-7248	YLR310C
OG0003912	snap_masked-LAFE0H-processed-gene-11.98-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.98&CDS=1-933	YLR308W
OG0003913	snap_masked-LAFE0H-processed-gene-11.99-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.99&CDS=1-537	YLR306W
OG0003914	snap_masked-LAFE0H-processed-gene-11.75-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.75&CDS=1-960	YJL088W
OG0003915	snap_masked-LAFE0H-processed-gene-11.100-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.100&CDS=1-2460	YJL087C
OG0003916	snap_masked-LAFE0H-processed-gene-11.76-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.76&CDS=1-1863	YJL085W
OG0003917	snap_masked-LAFE0H-processed-gene-11.101-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.101&CDS=1-2880	YJL084C
OG0003918	augustus_masked-LAFE0H-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.146&CDS=1-459	YKR020W
OG0003919	snap_masked-LAFE0H-processed-gene-11.77-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.77&CDS=1-1956	YJL083W
OG0003920	snap_masked-LAFE0H-processed-gene-11.78-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.78&CDS=1-2163	YKR018C
OG0003921	snap_masked-LAFE0H-processed-gene-11.79-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.79&CDS=1-1614	YKR017C
OG0003922	snap_masked-LAFE0H-processed-gene-11.104-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.104&CDS=1-1446	YJL081C
OG0003923	snap_masked-LAFE0H-processed-gene-11.105-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.105&CDS=1-1578	YKR016W
OG0003924	snap_masked-LAFE0H-processed-gene-11.106-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.106&CDS=1-3597	YJL080C
OG0003925	snap_masked-LAFE0H-processed-gene-11.107-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.107&CDS=1-939	YJL079C
OG0003926	augustus_masked-LAFE0H-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.130&CDS=1-891	YKR011C
OG0003927	snap_masked-LAFE0H-processed-gene-11.108-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.108&CDS=1-1719	YOR386W
OG0003928	augustus_masked-LAFE0H-processed-gene-11.131-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.131&CDS=1-3606	YJL076W
OG0003929	augustus_masked-LAFE0H-processed-gene-11.152-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-11.152&CDS=1-3675	YJL074C
OG0003930	snap_masked-LAFE0H-processed-gene-11.110-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-11.110&CDS=1-1227	YBR287W
OG0003931	snap_masked-LAFE0H-processed-gene-12.52-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.52&CDS=1-1830	YJL073W
OG0003932	snap_masked-LAFE0H-processed-gene-12.54-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.54&CDS=1-1542	YBR286W
OG0003933	augustus_masked-LAFE0H-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-12.110&CDS=1-624	YJL072C
OG0003934	augustus_masked-LAFE0H-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-12.107&CDS=1-1635	YJL071W
OG0003935	snap_masked-LAFE0H-processed-gene-12.81-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.81&CDS=1-2427	YJL070C
OG0003936	snap_masked-LAFE0H-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.58&CDS=1-915	YHL009C
OG0003937	snap_masked-LAFE0H-processed-gene-12.59-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.59&CDS=1-1317	YKL090W
OG0003938	augustus_masked-LAFE0H-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-12.114&CDS=1-1713	YKL089W
OG0003939	snap_masked-LAFE0H-processed-gene-12.82-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.82&CDS=1-2886	YHL007C
OG0003940	snap_masked-LAFE0H-processed-gene-12.84-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.84&CDS=1-4296	YKL010C
OG0003941	snap_masked-LAFE0H-processed-gene-12.61-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.61&CDS=1-714	YKL009W
OG0003942	snap_masked-LAFE0H-processed-gene-12.85-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.85&CDS=1-471	YHL006C
OG0003943	snap_masked-LAFE0H-processed-gene-12.62-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.62&CDS=1-1209	YHL004W
OG0003944	snap_masked-LAFE0H-processed-gene-12.86-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.86&CDS=1-1233	YHL003C
OG0003945	snap_masked-LAFE0H-processed-gene-12.63-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.63&CDS=1-1353	YHL002W
OG0003946	snap_masked-LAFE0H-processed-gene-12.64-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.64&CDS=1-792	YKL007W
OG0003947	snap_masked-LAFE0H-processed-gene-12.87-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.87&CDS=1-1620	YKL005C
OG0003948	snap_masked-LAFE0H-processed-gene-12.66-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.66&CDS=1-1245	YKL004W
OG0003949	snap_masked-LAFE0H-processed-gene-12.88-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.88&CDS=1-387	YKL003C
OG0003950	snap_masked-LAFE0H-processed-gene-12.67-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.67&CDS=1-687	YKL002W
OG0003951	snap_masked-LAFE0H-processed-gene-12.89-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.89&CDS=1-594	YKL001C
OG0003952	snap_masked-LAFE0H-processed-gene-12.90-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.90&CDS=1-2067	YKR001C
OG0003953	snap_masked-LAFE0H-processed-gene-12.68-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.68&CDS=1-1734	YKR002W
OG0003954	snap_masked-LAFE0H-processed-gene-12.69-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.69&CDS=1-1320	YHR001W
OG0003955	augustus_masked-LAFE0H-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-12.144&CDS=1-1569	YKR006C
OG0003956	snap_masked-LAFE0H-processed-gene-12.70-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.70&CDS=1-459	YKR007W
OG0003957	snap_masked-LAFE0H-processed-gene-12.71-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.71&CDS=1-1650	YKR008W
OG0003958	snap_masked-LAFE0H-processed-gene-12.72-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.72&CDS=1-234	YHR001W-A
OG0003959	snap_masked-LAFE0H-processed-gene-12.93-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.93&CDS=1-2691	YKR009C
OG0003960	snap_masked-LAFE0H-processed-gene-12.94-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.94&CDS=1-1368	YBR288C
OG0003961	maker-LAFE0H-snap-gene-12.160-mRNA-1_1&gene=maker-LAFE0H-snap-gene-12.160&CDS=1-1932	YBR289W
OG0003962	snap_masked-LAFE0H-processed-gene-12.74-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.74&CDS=1-843	YBR290W
OG0003963	snap_masked-LAFE0H-processed-gene-12.95-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.95&CDS=1-891	YBR291C
OG0003964	snap_masked-LAFE0H-processed-gene-12.75-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.75&CDS=1-1044	YHR002W
OG0003965	snap_masked-LAFE0H-processed-gene-12.96-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.96&CDS=1-1341	YKL027W
OG0003966	snap_masked-LAFE0H-processed-gene-12.97-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.97&CDS=1-1317	YKL028W
OG0003967	snap_masked-LAFE0H-processed-gene-12.76-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.76&CDS=1-1953	YKL029C
OG0003968	snap_masked-LAFE0H-processed-gene-12.99-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.99&CDS=1-2418	YJL212C
OG0003969	snap_masked-LAFE0H-processed-gene-12.100-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.100&CDS=1-1143	YHR004C
OG0003970	genemark-LAFE0H-processed-gene-12.24-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-12.24&CDS=1-1773	YMR070W
OG0003971	snap_masked-LAFE0H-processed-gene-12.102-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.102&CDS=1-501	YMR071C
OG0003972	genemark-LAFE0H-processed-gene-12.26-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-12.26&CDS=1-1155	YKL032C
OG0003973	augustus_masked-LAFE0H-processed-gene-12.155-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-12.155&CDS=1-603	YMR073C
OG0003974	genemark-LAFE0H-processed-gene-12.51-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-12.51&CDS=1-441	YMR074C
OG0003975	snap_masked-LAFE0H-processed-gene-12.80-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-12.80&CDS=1-1890	YMR075W
OG0003976	snap_masked-LAFE0H-processed-gene-13.118-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.118&CDS=1-3804	YMR076C
OG0003977	snap_masked-LAFE0H-processed-gene-13.119-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.119&CDS=1-2106	YHL008C
OG0003978	snap_masked-LAFE0H-processed-gene-13.120-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.120&CDS=1-3168	YKL033W
OG0003979	snap_masked-LAFE0H-processed-gene-13.116-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.116&CDS=1-1539	YHL010C
OG0003980	snap_masked-LAFE0H-processed-gene-13.117-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.117&CDS=1-960	YHL011C
OG0003981	augustus_masked-LAFE0H-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.71&CDS=1-2880	YKL034W
OG0003982	snap_masked-LAFE0H-processed-gene-13.149-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.149&CDS=1-1497	YKL035W
OG0003983	snap_masked-LAFE0H-processed-gene-13.150-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.150&CDS=1-2847	YKL038W
OG0003984	snap_masked-LAFE0H-processed-gene-13.123-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.123&CDS=1-942	YHL013C
OG0003985	snap_masked-LAFE0H-processed-gene-13.151-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.151&CDS=1-354	YHL015W
OG0003986	snap_masked-LAFE0H-processed-gene-13.126-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.126&CDS=1-2169	YHL016C
OG0003987	augustus_masked-LAFE0H-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.96&CDS=1-1470	YKL039W
OG0003988	augustus_masked-LAFE0H-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.76&CDS=1-741	YKL040C
OG0003989	snap_masked-LAFE0H-processed-gene-13.153-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.153&CDS=1-342	YHL018W
OG0003990	snap_masked-LAFE0H-processed-gene-13.128-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.128&CDS=1-1512	YHL019C
OG0003991	snap_masked-LAFE0H-processed-gene-13.129-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.129&CDS=1-1128	YHL020C
OG0003992	snap_masked-LAFE0H-processed-gene-13.155-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.155&CDS=1-666	YKL041W
OG0003993	snap_masked-LAFE0H-processed-gene-13.130-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.130&CDS=1-3714	YMR012W
OG0003994	snap_masked-LAFE0H-processed-gene-13.156-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.156&CDS=1-1509	YMR013C
OG0003995	snap_masked-LAFE0H-processed-gene-13.132-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.132&CDS=1-1509	YMR014W
OG0003996	snap_masked-LAFE0H-processed-gene-13.157-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.157&CDS=1-1590	YMR015C
OG0003997	genemark-LAFE0H-processed-gene-13.15-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-13.15&CDS=1-306	YMR019W
OG0003998	snap_masked-LAFE0H-processed-gene-13.158-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.158&CDS=1-1518	YKL045W
OG0003999	snap_masked-LAFE0H-processed-gene-13.134-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.134&CDS=1-1626	YMR020W
OG0004000	snap_masked-LAFE0H-processed-gene-13.159-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.159&CDS=1-990	YMR021C
OG0004001	augustus_masked-LAFE0H-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.104&CDS=1-1554	YKL047W
OG0004002	snap_masked-LAFE0H-processed-gene-13.136-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.136&CDS=1-330	YKL061W
OG0004003	snap_masked-LAFE0H-processed-gene-13.161-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.161&CDS=1-1482	YMR023C
OG0004004	snap_masked-LAFE0H-processed-gene-13.138-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.138&CDS=1-1122	YMR024W
OG0004005	snap_masked-LAFE0H-processed-gene-13.139-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.139&CDS=1-759	YMR025W
OG0004006	snap_masked-LAFE0H-processed-gene-13.162-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.162&CDS=1-1161	YMR026C
OG0004007	maker-LAFE0H-augustus-gene-13.61-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-13.61&CDS=1-3177	YMR092C
OG0004008	snap_masked-LAFE0H-processed-gene-13.140-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.140&CDS=1-1521	YMR093W
OG0004009	augustus_masked-LAFE0H-processed-gene-13.109-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.109&CDS=1-978	YKL108W
OG0004010	augustus_masked-LAFE0H-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.86&CDS=1-1263	YMR094W
OG0004011	snap_masked-LAFE0H-processed-gene-13.168-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.168&CDS=1-1152	YMR097C
OG0004012	snap_masked-LAFE0H-processed-gene-13.143-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.143&CDS=1-930	YKL110C
OG0004013	snap_masked-LAFE0H-processed-gene-13.169-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.169&CDS=1-1740	YMR098C
OG0004014	augustus_masked-LAFE0H-processed-gene-13.113-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-13.113&CDS=1-1344	YKL112W
OG0004015	snap_masked-LAFE0H-processed-gene-13.144-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-13.144&CDS=1-1134	YKL113C
