	Candida_tenuis	Saccharomyces_cerevisiae
OG0002670	maker-scaffold_00022-augustus-gene-6.101-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-6.101&CDS=1-2259	YML034W
OG0002671	snap_masked-scaffold_00022-processed-gene-6.78-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.78&CDS=1-690	YDR152W
OG0002672	snap_masked-scaffold_00022-processed-gene-6.54-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.54&CDS=1-570	YDR162C
OG0002673	snap_masked-scaffold_00022-processed-gene-6.55-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.55&CDS=1-1467	YLR141W
OG0002674	augustus_masked-scaffold_00022-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-6.11&CDS=1-3102	YDR165W
OG0002675	augustus_masked-scaffold_00022-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-6.30&CDS=1-6984	YDR135C
OG0002676	augustus_masked-scaffold_00022-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-6.12&CDS=1-948	YML038C
OG0002677	snap_masked-scaffold_00022-processed-gene-6.82-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.82&CDS=1-1866	YDR349C
OG0002678	snap_masked-scaffold_00022-processed-gene-6.61-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.61&CDS=1-3768	YIL147C
OG0002679	snap_masked-scaffold_00022-processed-gene-6.62-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.62&CDS=1-2517	YHR028C
OG0002680	snap_masked-scaffold_00022-processed-gene-6.63-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.63&CDS=1-501	YKL056C
OG0002681	snap_masked-scaffold_00022-processed-gene-6.83-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.83&CDS=1-1290	YOL125W
OG0002682	snap_masked-scaffold_00022-processed-gene-6.64-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.64&CDS=1-1455	YMR014W
OG0002683	snap_masked-scaffold_00022-processed-gene-6.84-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.84&CDS=1-1479	YDR221W
OG0002684	snap_masked-scaffold_00022-processed-gene-6.85-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.85&CDS=1-678	YKL055C
OG0002685	snap_masked-scaffold_00022-processed-gene-6.86-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.86&CDS=1-495	YIR022W
OG0002686	snap_masked-scaffold_00022-processed-gene-6.66-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.66&CDS=1-1527	YKL088W
OG0002687	augustus_masked-scaffold_00022-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-6.37&CDS=1-2370	YDR120C
OG0002688	snap_masked-scaffold_00022-processed-gene-6.67-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.67&CDS=1-195	YLR099W-A
OG0002689	snap_masked-scaffold_00022-processed-gene-6.92-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.92&CDS=1-1119	YKL080W
OG0002690	maker-scaffold_00022-snap-gene-6.109-mRNA-1_1&gene=maker-scaffold_00022-snap-gene-6.109&CDS=1-1332	YKL082C
OG0002691	snap_masked-scaffold_00022-processed-gene-6.70-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.70&CDS=1-876	YIR011C
OG0002692	snap_masked-scaffold_00022-processed-gene-6.93-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.93&CDS=1-1578	YER082C
OG0002693	maker-scaffold_00022-augustus-gene-6.103-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-6.103&CDS=1-1836	YKL216W
OG0002694	snap_masked-scaffold_00022-processed-gene-6.73-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.73&CDS=1-897	YER083C
OG0002695	snap_masked-scaffold_00022-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.95&CDS=1-1005	YGR112W
OG0002696	snap_masked-scaffold_00022-processed-gene-6.97-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.97&CDS=1-435	YPR168W
OG0002697	augustus_masked-scaffold_00022-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-6.44&CDS=1-1005	YJR111C
OG0002698	snap_masked-scaffold_00022-processed-gene-6.75-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.75&CDS=1-792	YOR107W
OG0002699	snap_masked-scaffold_00022-processed-gene-6.76-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-6.76&CDS=1-858	YBL029W
OG0002700	snap_masked-scaffold_00022-processed-gene-7.43-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.43&CDS=1-2424	YNL212W
OG0002701	augustus_masked-scaffold_00022-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-7.0&CDS=1-1332	YNL213C
OG0002702	snap_masked-scaffold_00022-processed-gene-7.39-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.39&CDS=1-1830	YDL233W
OG0002703	augustus_masked-scaffold_00022-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-7.5&CDS=1-4680	YGL048C
OG0002704	snap_masked-scaffold_00022-processed-gene-7.72-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.72&CDS=1-207	YJL127C-B
OG0002705	snap_masked-scaffold_00022-processed-gene-7.50-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.50&CDS=1-753	YNL305C
OG0002706	snap_masked-scaffold_00022-processed-gene-7.73-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.73&CDS=1-1008	YDR400W
OG0002707	snap_masked-scaffold_00022-processed-gene-7.74-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.74&CDS=1-714	YKR043C
OG0002708	augustus_masked-scaffold_00022-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-7.10&CDS=1-1578	YBR120C
OG0002709	snap_masked-scaffold_00022-processed-gene-7.75-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.75&CDS=1-942	YJL117W
OG0002710	snap_masked-scaffold_00022-processed-gene-7.76-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.76&CDS=1-1692	YKL139W
OG0002711	snap_masked-scaffold_00022-processed-gene-7.54-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.54&CDS=1-216	YIL156W-B
OG0002712	snap_masked-scaffold_00022-processed-gene-7.77-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.77&CDS=1-2088	YKL104C
OG0002713	augustus_masked-scaffold_00022-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-7.12&CDS=1-2694	YDR282C
OG0002714	maker-scaffold_00022-augustus-gene-7.95-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-7.95&CDS=1-3552	YMR108W
OG0002715	snap_masked-scaffold_00022-processed-gene-7.80-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.80&CDS=1-3159	YOR349W
OG0002716	snap_masked-scaffold_00022-processed-gene-7.62-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.62&CDS=1-297	YMR286W
OG0002717	augustus_masked-scaffold_00022-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-7.22&CDS=1-4497	YPL217C
OG0002718	snap_masked-scaffold_00022-processed-gene-7.70-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-7.70&CDS=1-5682	YPL231W
OG0002719	augustus_masked-scaffold_00022-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-8.46&CDS=1-1866	YLR299W
OG0002720	snap_masked-scaffold_00022-processed-gene-8.3-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.3&CDS=1-366	YMR059W
OG0002721	snap_masked-scaffold_00022-processed-gene-8.0-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.0&CDS=1-858	YMR244W
OG0002722	snap_masked-scaffold_00022-processed-gene-8.4-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.4&CDS=1-2616	YDR421W
OG0002723	snap_masked-scaffold_00022-processed-gene-8.28-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.28&CDS=1-1167	YHR107C
OG0002724	snap_masked-scaffold_00022-processed-gene-8.30-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.30&CDS=1-1545	YDR101C
OG0002725	snap_masked-scaffold_00022-processed-gene-8.31-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.31&CDS=1-1821	YDR091C
OG0002726	snap_masked-scaffold_00022-processed-gene-8.5-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.5&CDS=1-4254	YER164W
OG0002727	snap_masked-scaffold_00022-processed-gene-8.6-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.6&CDS=1-1941	YER165W
OG0002728	augustus_masked-scaffold_00022-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-8.51&CDS=1-3834	YDR074W
OG0002729	maker-scaffold_00022-augustus-gene-8.84-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-8.84&CDS=1-5151	YDR036C
OG0002730	snap_masked-scaffold_00022-processed-gene-8.33-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.33&CDS=1-651	YBR057C
OG0002731	snap_masked-scaffold_00022-processed-gene-8.34-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.34&CDS=1-1629	YPR033C
OG0002732	snap_masked-scaffold_00022-processed-gene-8.35-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.35&CDS=1-1347	YJR078W
OG0002733	snap_masked-scaffold_00022-processed-gene-8.14-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.14&CDS=1-1371	YDR388W
OG0002734	snap_masked-scaffold_00022-processed-gene-8.16-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.16&CDS=1-1233	YOR123C
OG0002735	maker-scaffold_00022-snap-gene-8.81-mRNA-1_1&gene=maker-scaffold_00022-snap-gene-8.81&CDS=1-3087	YER171W
OG0002736	snap_masked-scaffold_00022-processed-gene-8.20-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.20&CDS=1-798	YCR009C
OG0002737	snap_masked-scaffold_00022-processed-gene-8.24-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.24&CDS=1-711	YER148W
OG0002738	snap_masked-scaffold_00022-processed-gene-8.38-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.38&CDS=1-1665	YBL019W
OG0002739	snap_masked-scaffold_00022-processed-gene-8.39-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.39&CDS=1-1398	YLR175W
OG0002740	snap_masked-scaffold_00022-processed-gene-8.40-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.40&CDS=1-1572	YCL008C
OG0002741	snap_masked-scaffold_00022-processed-gene-8.27-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.27&CDS=1-438	YDR482C
OG0002742	maker-scaffold_00022-snap-gene-9.116-mRNA-1_1&gene=maker-scaffold_00022-snap-gene-9.116&CDS=1-372	YER009W
OG0002743	snap_masked-scaffold_00022-processed-gene-9.3-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.3&CDS=1-855	YKR062W
OG0002744	snap_masked-scaffold_00022-processed-gene-9.4-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.4&CDS=1-1794	YBR203W
OG0002745	snap_masked-scaffold_00022-processed-gene-9.0-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.0&CDS=1-1242	YHR177W
OG0002746	snap_masked-scaffold_00022-processed-gene-9.34-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.34&CDS=1-687	YER010C
OG0002747	maker-scaffold_00022-snap-gene-9.117-mRNA-1_1&gene=maker-scaffold_00022-snap-gene-9.117&CDS=1-813	YJL148W
OG0002748	snap_masked-scaffold_00022-processed-gene-9.37-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.37&CDS=1-918	YJR077C
OG0002749	augustus_masked-scaffold_00022-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-9.94&CDS=1-3534	YKL212W
OG0002750	snap_masked-scaffold_00022-processed-gene-9.6-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.6&CDS=1-2604	YBR281C
OG0002751	augustus_masked-scaffold_00022-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-9.96&CDS=1-2985	YMR140W
OG0002752	snap_masked-scaffold_00022-processed-gene-9.7-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.7&CDS=1-1146	YAL061W
OG0002753	snap_masked-scaffold_00022-processed-gene-9.49-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.49&CDS=1-981	YDR297W
OG0002754	snap_masked-scaffold_00022-processed-gene-9.8-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.8&CDS=1-570	YKR068C
OG0002755	snap_masked-scaffold_00022-processed-gene-9.50-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.50&CDS=1-1206	YOR051C
OG0002756	snap_masked-scaffold_00022-processed-gene-9.11-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.11&CDS=1-1518	YKR069W
OG0002757	snap_masked-scaffold_00022-processed-gene-9.12-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.12&CDS=1-978	YKR070W
OG0002758	snap_masked-scaffold_00022-processed-gene-9.52-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.52&CDS=1-1371	YKL077W
OG0002759	snap_masked-scaffold_00022-processed-gene-9.53-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.53&CDS=1-792	YMR060C
OG0002760	snap_masked-scaffold_00022-processed-gene-9.13-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.13&CDS=1-2154	YMR061W
OG0002761	augustus_masked-scaffold_00022-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-9.76&CDS=1-2028	YKL175W
OG0002762	snap_masked-scaffold_00022-processed-gene-9.16-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.16&CDS=1-1242	YMR243C
OG0002763	snap_masked-scaffold_00022-processed-gene-9.56-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.56&CDS=1-1740	YHR078W
OG0002764	augustus_masked-scaffold_00022-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-9.78&CDS=1-2493	YDR296W
OG0002765	snap_masked-scaffold_00022-processed-gene-9.19-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.19&CDS=1-1338	YKL145W
OG0002766	snap_masked-scaffold_00022-processed-gene-9.57-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.57&CDS=1-603	YKL144C
OG0002767	snap_masked-scaffold_00022-processed-gene-9.22-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.22&CDS=1-717	YPL002C
OG0002768	snap_masked-scaffold_00022-processed-gene-9.59-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.59&CDS=1-1245	YFL001W
OG0002769	snap_masked-scaffold_00022-processed-gene-9.23-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.23&CDS=1-1824	YFL002C
OG0002770	snap_masked-scaffold_00022-processed-gene-9.60-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.60&CDS=1-1560	YPL003W
OG0002771	snap_masked-scaffold_00022-processed-gene-9.24-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.24&CDS=1-1041	YDL100C
OG0002772	snap_masked-scaffold_00022-processed-gene-9.27-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.27&CDS=1-1962	YDL057W
OG0002773	snap_masked-scaffold_00022-processed-gene-9.62-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-9.62&CDS=1-402	YHR191C
OG0002774	augustus_masked-scaffold_00022-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-10.51&CDS=1-1875	YDL206W
OG0002775	snap_masked-scaffold_00022-processed-gene-10.2-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.2&CDS=1-1641	YMR105C
OG0002776	snap_masked-scaffold_00022-processed-gene-10.27-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.27&CDS=1-1305	YDL054C
OG0002777	snap_masked-scaffold_00022-processed-gene-10.8-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.8&CDS=1-1086	YDL055C
OG0002778	snap_masked-scaffold_00022-processed-gene-10.33-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.33&CDS=1-1902	YLL004W
OG0002779	augustus_masked-scaffold_00022-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-10.58&CDS=1-1641	YOR245C
OG0002780	augustus_masked-scaffold_00022-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-10.59&CDS=1-999	YLR017W
OG0002781	maker-scaffold_00022-augustus-gene-10.94-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-10.94&CDS=1-3891	YKR093W
OG0002782	augustus_masked-scaffold_00022-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-10.63&CDS=1-2313	YDR329C
OG0002783	snap_masked-scaffold_00022-processed-gene-10.38-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.38&CDS=1-1434	YDR330W
OG0002784	snap_masked-scaffold_00022-processed-gene-10.22-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.22&CDS=1-1590	YHR084W
OG0002785	snap_masked-scaffold_00022-processed-gene-10.39-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.39&CDS=1-4446	YBL034C
OG0002786	augustus_masked-scaffold_00022-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-10.84&CDS=1-5037	YDR331W
OG0002787	snap_masked-scaffold_00022-processed-gene-10.42-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.42&CDS=1-861	YDL051W
OG0002788	augustus_masked-scaffold_00022-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-10.66&CDS=1-747	YBL036C
OG0002789	snap_masked-scaffold_00022-processed-gene-10.43-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.43&CDS=1-2364	YBR086C
OG0002790	snap_masked-scaffold_00022-processed-gene-10.45-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.45&CDS=1-3291	YGR274C
OG0002791	snap_masked-scaffold_00022-processed-gene-10.26-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.26&CDS=1-1800	YGR276C
OG0002792	snap_masked-scaffold_00022-processed-gene-10.48-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.48&CDS=1-3147	YNL163C
OG0002793	snap_masked-scaffold_00022-processed-gene-11.56-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.56&CDS=1-1695	YDL160C
OG0002794	snap_masked-scaffold_00022-processed-gene-11.57-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.57&CDS=1-1590	YMR300C
OG0002795	snap_masked-scaffold_00022-processed-gene-11.58-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.58&CDS=1-984	YGL225W
OG0002796	snap_masked-scaffold_00022-processed-gene-11.59-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.59&CDS=1-2946	YGL238W
OG0002797	snap_masked-scaffold_00022-processed-gene-11.60-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.60&CDS=1-762	YGL237C
OG0002798	snap_masked-scaffold_00022-processed-gene-11.78-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.78&CDS=1-855	YLR003C
OG0002799	snap_masked-scaffold_00022-processed-gene-11.63-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.63&CDS=1-2073	YGL236C
OG0002800	snap_masked-scaffold_00022-processed-gene-11.80-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.80&CDS=1-783	YFR027W
OG0002801	snap_masked-scaffold_00022-processed-gene-11.64-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.64&CDS=1-897	YFR047C
OG0002802	snap_masked-scaffold_00022-processed-gene-11.81-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.81&CDS=1-1218	YGL240W
OG0002803	maker-scaffold_00022-augustus-gene-11.0-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-11.0&CDS=1-3858	YJL101C
OG0002804	maker-scaffold_00022-snap-gene-11.7-mRNA-1_1&gene=maker-scaffold_00022-snap-gene-11.7&CDS=1-2373	YGL234W
OG0002805	snap_masked-scaffold_00022-processed-gene-11.85-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.85&CDS=1-1092	YMR024W
OG0002806	snap_masked-scaffold_00022-processed-gene-11.86-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.86&CDS=1-990	YDR414C
OG0002807	snap_masked-scaffold_00022-processed-gene-11.87-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.87&CDS=1-810	YDR412W
OG0002808	snap_masked-scaffold_00022-processed-gene-11.66-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.66&CDS=1-453	YHR081W
OG0002809	snap_masked-scaffold_00022-processed-gene-11.67-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.67&CDS=1-450	YPL059W
OG0002810	snap_masked-scaffold_00022-processed-gene-11.68-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.68&CDS=1-4110	YKL014C
OG0002811	augustus_masked-scaffold_00022-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-11.44&CDS=1-1902	YDR071C
OG0002812	augustus_masked-scaffold_00022-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-11.45&CDS=1-2514	YPR003C
OG0002813	snap_masked-scaffold_00022-processed-gene-11.69-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.69&CDS=1-984	YPR004C
OG0002814	snap_masked-scaffold_00022-processed-gene-11.97-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.97&CDS=1-2745	YKL015W
OG0002815	snap_masked-scaffold_00022-processed-gene-11.99-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.99&CDS=1-2073	YKL017C
OG0002816	snap_masked-scaffold_00022-processed-gene-11.71-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.71&CDS=1-1425	YFR006W
OG0002817	snap_masked-scaffold_00022-processed-gene-11.72-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.72&CDS=1-1344	YER136W
OG0002818	snap_masked-scaffold_00022-processed-gene-11.73-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.73&CDS=1-897	YDL124W
OG0002819	snap_masked-scaffold_00022-processed-gene-11.102-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.102&CDS=1-1320	YER143W
OG0002820	snap_masked-scaffold_00022-processed-gene-11.103-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.103&CDS=1-291	YER146W
OG0002821	snap_masked-scaffold_00022-processed-gene-11.104-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.104&CDS=1-2316	YLR006C
OG0002822	snap_masked-scaffold_00022-processed-gene-11.74-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.74&CDS=1-1611	YDR061W
