	Lachancea_waltii	Saccharomyces_cerevisiae
OG0003088	snap_masked-AADM01000261.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.60&CDS=1-333	YOL133W
OG0003089	snap_masked-AADM01000261.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.25&CDS=1-657	YOL135C
OG0003090	augustus_masked-AADM01000261.1-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.164&CDS=1-1128	YOL136C
OG0003091	augustus_masked-AADM01000261.1-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.194&CDS=1-1344	YNL317W
OG0003092	snap_masked-AADM01000261.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.62&CDS=1-1371	YOL137W
OG0003093	snap_masked-AADM01000261.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.26&CDS=1-3858	YOL138C
OG0003094	snap_masked-AADM01000261.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.63&CDS=1-879	YNL320W
OG0003095	snap_masked-AADM01000261.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.27&CDS=1-627	YOL139C
OG0003096	snap_masked-AADM01000261.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.64&CDS=1-2406	YNL321W
OG0003097	snap_masked-AADM01000261.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.28&CDS=1-873	YNL322C
OG0003098	snap_masked-AADM01000261.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.65&CDS=1-1272	YOL140W
OG0003099	snap_masked-AADM01000261.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.66&CDS=1-1233	YNL323W
OG0003100	snap_masked-AADM01000261.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.29&CDS=1-1485	YGR197C
OG0003101	snap_masked-AADM01000261.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.67&CDS=1-2082	YOL141W
OG0003102	snap_masked-AADM01000261.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.30&CDS=1-2568	YNL325C
OG0003103	snap_masked-AADM01000261.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.68&CDS=1-708	YOL142W
OG0003104	genemark-AADM01000261.1-processed-gene-0.105-mRNA-1_1&gene=genemark-AADM01000261.1-processed-gene-0.105&CDS=1-999	YNL326C
OG0003105	augustus_masked-AADM01000261.1-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.202&CDS=1-2823	YNL327W
OG0003106	snap_masked-AADM01000261.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.32&CDS=1-435	YNL328C
OG0003107	snap_masked-AADM01000261.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.33&CDS=1-3114	YNL329C
OG0003108	maker-AADM01000261.1-augustus-gene-0.75-mRNA-1_1&gene=maker-AADM01000261.1-augustus-gene-0.75&CDS=1-1815	YNL330C
OG0003109	snap_masked-AADM01000261.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.70&CDS=1-1404	YOL144W
OG0003110	snap_masked-AADM01000261.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.36&CDS=1-3303	YOL145C
OG0003111	snap_masked-AADM01000261.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.71&CDS=1-561	YOL146W
OG0003112	snap_masked-AADM01000261.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.37&CDS=1-675	YOL147C
OG0003113	snap_masked-AADM01000261.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.38&CDS=1-1731	YOL148C
OG0003114	snap_masked-AADM01000261.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.72&CDS=1-612	YOL149W
OG0003115	snap_masked-AADM01000262.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000262.1-processed-gene-0.6&CDS=1-1140	YHR112C
OG0003116	snap_masked-AADM01000266.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.6&CDS=1-966	YPL266W
OG0003117	snap_masked-AADM01000266.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.8&CDS=1-2565	YPL268W
OG0003118	snap_masked-AADM01000266.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.9&CDS=1-1680	YPL269W
OG0003119	snap_masked-AADM01000266.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.11&CDS=1-186	YPL271W
OG0003120	snap_masked-AADM01000266.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.1&CDS=1-3024	YEL055C
OG0003121	snap_masked-AADM01000266.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.2&CDS=1-1557	YPL272C
OG0003122	snap_masked-AADM01000266.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.12&CDS=1-1188	YEL056W
OG0003123	maker-AADM01000266.1-augustus-gene-0.29-mRNA-1_1&gene=maker-AADM01000266.1-augustus-gene-0.29&CDS=1-3510	YEL058W
OG0003124	snap_masked-AADM01000266.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.3&CDS=1-273	YEL059C-A
OG0003125	snap_masked-AADM01000266.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.4&CDS=1-1479	YPL262W
OG0003126	snap_masked-AADM01000268.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000268.1-processed-gene-0.1&CDS=1-702	YIR038C
OG0003127	snap_masked-AADM01000269.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.93&CDS=1-1629	YEL060C
OG0003128	maker-AADM01000269.1-augustus-gene-0.0-mRNA-1_1&gene=maker-AADM01000269.1-augustus-gene-0.0&CDS=1-3609	YEL061C
OG0003129	augustus_masked-AADM01000269.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.77&CDS=1-5562	YOR005C
OG0003130	augustus_masked-AADM01000269.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.56&CDS=1-3267	YML002W
OG0003131	snap_masked-AADM01000269.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.124&CDS=1-966	YOR007C
OG0003132	snap_masked-AADM01000269.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.125&CDS=1-1608	YOR002W
OG0003133	maker-AADM01000269.1-augustus-gene-0.1-mRNA-1_1&gene=maker-AADM01000269.1-augustus-gene-0.1&CDS=1-1437	YML001W
OG0003134	snap_masked-AADM01000269.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.100&CDS=1-2205	YOR001W
OG0003135	snap_masked-AADM01000269.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.101&CDS=1-945	YOL002C
OG0003136	snap_masked-AADM01000269.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.102&CDS=1-1149	YOL003C
OG0003137	snap_masked-AADM01000269.1-processed-gene-0.127-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.127&CDS=1-4323	YOL004W
OG0003138	snap_masked-AADM01000269.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.103&CDS=1-366	YOL005C
OG0003139	snap_masked-AADM01000269.1-processed-gene-0.128-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.128&CDS=1-2091	YMR001C
OG0003140	snap_masked-AADM01000269.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.104&CDS=1-2280	YOL006C
OG0003141	snap_masked-AADM01000269.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.105&CDS=1-924	YOL007C
OG0003142	snap_masked-AADM01000269.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.106&CDS=1-456	YMR002W
OG0003143	snap_masked-AADM01000269.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.107&CDS=1-681	YMR003W
OG0003144	snap_masked-AADM01000269.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.129&CDS=1-582	YOL008W
OG0003145	snap_masked-AADM01000269.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.108&CDS=1-840	YOL009C
OG0003146	snap_masked-AADM01000269.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.109&CDS=1-1581	YMR004W
OG0003147	snap_masked-AADM01000269.1-processed-gene-0.130-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.130&CDS=1-1092	YOL010W
OG0003148	snap_masked-AADM01000269.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.110&CDS=1-1209	YMR005W
OG0003149	snap_masked-AADM01000269.1-processed-gene-0.131-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.131&CDS=1-1923	YMR008C
OG0003150	snap_masked-AADM01000269.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.112&CDS=1-402	YOL012C
OG0003151	augustus_masked-AADM01000269.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.70&CDS=1-1539	YOL013C
OG0003152	augustus_masked-AADM01000269.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.87&CDS=1-1443	YML043C
OG0003153	augustus_masked-AADM01000269.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.88&CDS=1-1707	YLR259C
OG0003154	snap_masked-AADM01000269.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.115&CDS=1-1638	YLR260W
OG0003155	maker-AADM01000269.1-augustus-gene-0.4-mRNA-1_1&gene=maker-AADM01000269.1-augustus-gene-0.4&CDS=1-3021	YOR168W
OG0003156	augustus_masked-AADM01000269.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.73&CDS=1-2079	YLR263W
OG0003157	genemark-AADM01000269.1-processed-gene-0.29-mRNA-1_1&gene=genemark-AADM01000269.1-processed-gene-0.29&CDS=1-1293	YOR166C
OG0003158	snap_masked-AADM01000269.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.138&CDS=1-2358	YOR165W
OG0003159	snap_masked-AADM01000270.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.42&CDS=1-597, snap_masked-AADM01000407.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000407.1-processed-gene-0.4&CDS=1-597	
OG0003160	snap_masked-AADM01000270.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.43&CDS=1-906	YBR151W
OG0003161	snap_masked-AADM01000270.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.44&CDS=1-963	YBR149W
OG0003162	snap_masked-AADM01000270.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.45&CDS=1-2868	YOL090W
OG0003163	snap_masked-AADM01000270.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.47&CDS=1-924	YOL092W
OG0003164	snap_masked-AADM01000270.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.48&CDS=1-879	YOL093W
OG0003165	snap_masked-AADM01000270.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.2&CDS=1-966	YOL094C
OG0003166	snap_masked-AADM01000270.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.3&CDS=1-1785	YDR484W
OG0003167	snap_masked-AADM01000270.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.4&CDS=1-2058	YOL095C
OG0003168	augustus_masked-AADM01000270.1-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.147&CDS=1-2040	YDR485C
OG0003169	augustus_masked-AADM01000270.1-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.148&CDS=1-681	YDR486C
OG0003170	snap_masked-AADM01000270.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.6&CDS=1-1266	YOL097C
OG0003171	augustus_masked-AADM01000270.1-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.149&CDS=1-636	YDR487C
OG0003172	augustus_masked-AADM01000270.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.150&CDS=1-1770	YDR488C
OG0003173	snap_masked-AADM01000270.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.7&CDS=1-861	YDR489W
OG0003174	snap_masked-AADM01000270.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.8&CDS=1-3120	YOL098C
OG0003175	snap_masked-AADM01000270.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.54&CDS=1-2952	YDR490C
OG0003176	augustus_masked-AADM01000270.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.152&CDS=1-2784	YDR495C
OG0003177	snap_masked-AADM01000270.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.56&CDS=1-1965	YDR496C
OG0003178	snap_masked-AADM01000270.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.57&CDS=1-1713	YDR497C
OG0003179	augustus_masked-AADM01000270.1-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.155&CDS=1-1032	YDR498C
OG0003180	snap_masked-AADM01000270.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.14&CDS=1-1320	YNL280C
OG0003181	snap_masked-AADM01000270.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.59&CDS=1-435	YNL281W
OG0003182	snap_masked-AADM01000270.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.60&CDS=1-588	YNL282W
OG0003183	snap_masked-AADM01000270.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.16&CDS=1-864	YNL284C
OG0003184	snap_masked-AADM01000270.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.62&CDS=1-1005	YOL107W
OG0003185	maker-AADM01000270.1-snap-gene-0.98-mRNA-1_1&gene=maker-AADM01000270.1-snap-gene-0.98&CDS=1-342	YOL108C
OG0003186	snap_masked-AADM01000270.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.63&CDS=1-1134	YBR026C
OG0003187	snap_masked-AADM01000270.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.65&CDS=1-1545	YBR028C
OG0003188	snap_masked-AADM01000270.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.66&CDS=1-1308	YBR029C
OG0003189	snap_masked-AADM01000270.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.67&CDS=1-1563	YDL030W
OG0003190	snap_masked-AADM01000270.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.68&CDS=1-2919	YDL031W
OG0003191	snap_masked-AADM01000270.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.18&CDS=1-1260	YDL033C
OG0003192	maker-AADM01000270.1-augustus-gene-0.202-mRNA-1_1&gene=maker-AADM01000270.1-augustus-gene-0.202&CDS=1-3948	YOL064C
OG0003193	snap_masked-AADM01000270.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.20&CDS=1-1113	YOL065C
OG0003194	snap_masked-AADM01000270.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.21&CDS=1-1782	YOL066C
OG0003195	snap_masked-AADM01000270.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.22&CDS=1-2544	YDL040C
OG0003196	snap_masked-AADM01000270.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.23&CDS=1-567	YOL067C
OG0003197	snap_masked-AADM01000270.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.24&CDS=1-1704	YOL068C
OG0003198	snap_masked-AADM01000270.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.25&CDS=1-750	YDL043C
OG0003199	snap_masked-AADM01000270.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.69&CDS=1-1341	YOL069W
OG0003200	augustus_masked-AADM01000270.1-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.129&CDS=1-2733	YDL044C
OG0003201	snap_masked-AADM01000270.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.28&CDS=1-924	YDL045C
OG0003202	snap_masked-AADM01000270.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.70&CDS=1-285	YDL045W-A
OG0003203	snap_masked-AADM01000270.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.71&CDS=1-483	YOL071W
OG0003204	snap_masked-AADM01000270.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.72&CDS=1-522	YDL046W
OG0003205	snap_masked-AADM01000270.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.73&CDS=1-927	YDL047W
OG0003206	snap_masked-AADM01000270.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.74&CDS=1-1404	YOL072W
OG0003207	augustus_masked-AADM01000270.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.130&CDS=1-1167	YGR072W
OG0003208	snap_masked-AADM01000270.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.30&CDS=1-417	YGR074W
OG0003209	maker-AADM01000270.1-augustus-gene-0.204-mRNA-1_1&gene=maker-AADM01000270.1-augustus-gene-0.204&CDS=1-1233	YGR076C
OG0003210	snap_masked-AADM01000270.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.78&CDS=1-621	YDR013W
OG0003211	augustus_masked-AADM01000270.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.132&CDS=1-1710	YDR014W
OG0003212	genemark-AADM01000270.1-processed-gene-0.288-mRNA-1_1&gene=genemark-AADM01000270.1-processed-gene-0.288&CDS=1-1323	YBR035C
OG0003213	augustus_masked-AADM01000270.1-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.133&CDS=1-981	YDR014W-A
OG0003214	snap_masked-AADM01000270.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.80&CDS=1-294	YDR016C
OG0003215	snap_masked-AADM01000270.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.81&CDS=1-2643	YDR017C
OG0003216	snap_masked-AADM01000270.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.33&CDS=1-882	YBR039W
OG0003217	augustus_masked-AADM01000270.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.135&CDS=1-2868	YBR041W
OG0003218	augustus_masked-AADM01000270.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.178&CDS=1-1227	YBR042C
OG0003219	snap_masked-AADM01000270.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.83&CDS=1-1923	YBR043C
OG0003220	augustus_masked-AADM01000270.1-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.181&CDS=1-1668	YBR044C
OG0003221	snap_masked-AADM01000270.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.87&CDS=1-627	YDR020C
OG0003222	augustus_masked-AADM01000270.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.136&CDS=1-993	YDR021W
OG0003223	augustus_masked-AADM01000270.1-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.183&CDS=1-438	YDR022C
OG0003224	snap_masked-AADM01000270.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.38&CDS=1-1383	YDR023W
OG0003225	augustus_masked-AADM01000270.1-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.184&CDS=1-1794	YBR045C
OG0003226	augustus_masked-AADM01000270.1-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.185&CDS=1-1038	YBR046C
OG0003227	snap_masked-AADM01000270.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.91&CDS=1-2094	YDR026C
OG0003228	snap_masked-AADM01000270.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.92&CDS=1-2679	YDR027C
OG0003229	snap_masked-AADM01000270.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.93&CDS=1-2580	YDR028C
OG0003230	augustus_masked-AADM01000270.1-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-AADM01000270.1-processed-gene-0.189&CDS=1-1272	YDR030C
OG0003231	genemark-AADM01000270.1-processed-gene-0.251-mRNA-1_1&gene=genemark-AADM01000270.1-processed-gene-0.251&CDS=1-336	YDR031W
OG0003232	snap_masked-AADM01000270.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.95&CDS=1-600	YDR032C
OG0003233	snap_masked-AADM01000270.1-processed-gene-0.96-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.96&CDS=1-861	YBR053C
OG0003234	augustus_masked-AADM01000271.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-AADM01000271.1-processed-gene-0.66&CDS=1-4959	YDR034C
OG0003235	snap_masked-AADM01000271.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.1&CDS=1-1482	YBR056W
OG0003236	snap_masked-AADM01000271.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.2&CDS=1-1116	YDR035W
OG0003237	snap_masked-AADM01000271.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.21&CDS=1-918	YBR057C
OG0003238	snap_masked-AADM01000271.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.22&CDS=1-2286	YBR058C
OG0003239	snap_masked-AADM01000271.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.23&CDS=1-1386	YDR036C
OG0003240	augustus_masked-AADM01000271.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-AADM01000271.1-processed-gene-0.52&CDS=1-1911	YBR007C
OG0003241	maker-AADM01000271.1-augustus-gene-0.92-mRNA-1_1&gene=maker-AADM01000271.1-augustus-gene-0.92&CDS=1-1152	YDR005C
OG0003242	maker-AADM01000271.1-augustus-gene-0.93-mRNA-1_1&gene=maker-AADM01000271.1-augustus-gene-0.93&CDS=1-2814	YBR006W
OG0003243	snap_masked-AADM01000271.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.27&CDS=1-405	YDL008W
OG0003244	snap_masked-AADM01000271.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000271.1-processed-gene-0.28&CDS=1-630	YDL010W
