	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
OG0003010	snap_masked-NC_016454.1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.76&CDS=1-990	YJL088W
OG0003011	snap_masked-NC_016454.1-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.78&CDS=1-2634	YJL089W
OG0003012	augustus_masked-NC_016454.1-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-6.100&CDS=1-2301	YJL090C
OG0003013	snap_masked-NC_016454.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.61&CDS=1-1449	YJL091C
OG0003014	snap_masked-NC_016454.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.80&CDS=1-3369	YJL092W
OG0003015	snap_masked-NC_016454.1-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.81&CDS=1-4191	YJL095W
OG0003016	snap_masked-NC_016454.1-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.82&CDS=1-477	YJL096W
OG0003017	snap_masked-NC_016454.1-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.83&CDS=1-522	YJL097W
OG0003018	snap_masked-NC_016454.1-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.85&CDS=1-3858	YJL100W
OG0003019	snap_masked-NC_016454.1-processed-gene-6.62-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.62&CDS=1-1980	YJL101C
OG0003020	snap_masked-NC_016454.1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.87&CDS=1-2388	YJL102W
OG0003021	snap_masked-NC_016454.1-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.63&CDS=1-912	YKR026C
OG0003022	snap_masked-NC_016454.1-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-6.88&CDS=1-777	YKR025W
OG0003023	snap_masked-NC_016454.1-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.87&CDS=1-2214	YKR024C
OG0003024	maker-NC_016454.1-snap-gene-7.146-mRNA-1_1&gene=maker-NC_016454.1-snap-gene-7.146&CDS=1-1506	YJL103C
OG0003025	snap_masked-NC_016454.1-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.90&CDS=1-1521	YKR023W
OG0003026	snap_masked-NC_016454.1-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.91&CDS=1-387	YJL104W
OG0003027	snap_masked-NC_016454.1-processed-gene-7.92-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.92&CDS=1-2544	YKR029C
OG0003028	augustus_masked-NC_016454.1-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-7.48&CDS=1-2451	YJL106W
OG0003029	augustus_masked-NC_016454.1-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-7.49&CDS=1-7755	YJL109C
OG0003030	snap_masked-NC_016454.1-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.96&CDS=1-735	YKR030W
OG0003031	snap_masked-NC_016454.1-processed-gene-7.117-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.117&CDS=1-4842	YKR031C
OG0003032	snap_masked-NC_016454.1-processed-gene-7.98-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.98&CDS=1-612	YKR035W-A
OG0003033	snap_masked-NC_016454.1-processed-gene-7.118-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.118&CDS=1-1647	YJL111W
OG0003034	snap_masked-NC_016454.1-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.100&CDS=1-342	YNL135C
OG0003035	snap_masked-NC_016454.1-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.120&CDS=1-981	YNL136W
OG0003036	snap_masked-NC_016454.1-processed-gene-7.101-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.101&CDS=1-1422	YNL137C
OG0003037	snap_masked-NC_016454.1-processed-gene-7.121-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.121&CDS=1-1581	YNL138W
OG0003038	augustus_masked-NC_016454.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-7.74&CDS=1-246	YNL138W-A
OG0003039	snap_masked-NC_016454.1-processed-gene-7.104-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.104&CDS=1-5031	YNL139C
OG0003040	snap_masked-NC_016454.1-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.105&CDS=1-1143	YNL152W
OG0003041	snap_masked-NC_016454.1-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.122&CDS=1-693	YNL151C
OG0003042	snap_masked-NC_016454.1-processed-gene-7.123-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.123&CDS=1-381	YNL149C
OG0003043	snap_masked-NC_016454.1-processed-gene-7.124-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.124&CDS=1-786	YNL148C
OG0003044	snap_masked-NC_016454.1-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.106&CDS=1-357	YNL147W
OG0003045	snap_masked-NC_016454.1-processed-gene-7.107-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.107&CDS=1-651	YHR128W
OG0003046	snap_masked-NC_016454.1-processed-gene-7.130-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.130&CDS=1-753	YNL159C
OG0003047	snap_masked-NC_016454.1-processed-gene-7.109-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.109&CDS=1-591	YNL158W
OG0003048	snap_masked-NC_016454.1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.110&CDS=1-378	YHR132W-A
OG0003049	snap_masked-NC_016454.1-processed-gene-7.132-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.132&CDS=1-819	YNL156C
OG0003050	snap_masked-NC_016454.1-processed-gene-7.111-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.111&CDS=1-891	YHR134W
OG0003051	snap_masked-NC_016454.1-processed-gene-7.112-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.112&CDS=1-777	YNL155W
OG0003052	augustus_masked-NC_016454.1-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-7.83&CDS=1-630	YHR136C
OG0003053	snap_masked-NC_016454.1-processed-gene-7.113-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.113&CDS=1-387	YNL153C
OG0003054	snap_masked-NC_016454.1-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.114&CDS=1-726	YHR140W
OG0003055	snap_masked-NC_016454.1-processed-gene-7.138-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.138&CDS=1-2265	YNL161W
OG0003056	snap_masked-NC_016454.1-processed-gene-7.115-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.115&CDS=1-1005	YHR142W
OG0003057	snap_masked-NC_016454.1-processed-gene-7.140-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-7.140&CDS=1-240	YNL162W-A
OG0003058	maker-NC_016454.1-snap-gene-8.1-mRNA-1_1&gene=maker-NC_016454.1-snap-gene-8.1&CDS=1-3153	YNL163C
OG0003059	snap_masked-NC_016454.1-processed-gene-8.12-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.12&CDS=1-195	YNL164C
OG0003060	snap_masked-NC_016454.1-processed-gene-8.14-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.14&CDS=1-1290	YNL166C
OG0003061	snap_masked-NC_016454.1-processed-gene-8.15-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.15&CDS=1-210	YHR143W-A
OG0003062	snap_masked-NC_016454.1-processed-gene-8.16-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.16&CDS=1-1506	YNL167C
OG0003063	snap_masked-NC_016454.1-processed-gene-8.17-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.17&CDS=1-753	YNL168C
OG0003064	snap_masked-NC_016454.1-processed-gene-8.20-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.20&CDS=1-912	YHR144C
OG0003065	genemark-NC_016454.1-processed-gene-8.165-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.165&CDS=1-1467	YNL169C
OG0003066	snap_masked-NC_016454.1-processed-gene-8.57-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.57&CDS=1-5118	YNL172W
OG0003067	genemark-NC_016454.1-processed-gene-8.169-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.169&CDS=1-1170	YNL175C
OG0003068	snap_masked-NC_016454.1-processed-gene-8.23-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.23&CDS=1-1755	YDL211C
OG0003069	snap_masked-NC_016454.1-processed-gene-8.24-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.24&CDS=1-921	YNL177C
OG0003070	augustus_masked-NC_016454.1-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.130&CDS=1-627	YDL212W
OG0003071	snap_masked-NC_016454.1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.59&CDS=1-732	YNL178W
OG0003072	snap_masked-NC_016454.1-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.60&CDS=1-1203	YNL181W
OG0003073	augustus_masked-NC_016454.1-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.103&CDS=1-2172	YNL182C
OG0003074	snap_masked-NC_016454.1-processed-gene-8.29-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.29&CDS=1-447	YNL185C
OG0003075	maker-NC_016454.1-augustus-gene-8.7-mRNA-1_1&gene=maker-NC_016454.1-augustus-gene-8.7&CDS=1-2295	YNL186W
OG0003076	snap_masked-NC_016454.1-processed-gene-8.30-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.30&CDS=1-1254	YDL216C
OG0003077	augustus_masked-NC_016454.1-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.134&CDS=1-1224	YNL187W
OG0003078	augustus_masked-NC_016454.1-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.107&CDS=1-603	YDL217C
OG0003079	snap_masked-NC_016454.1-processed-gene-8.63-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.63&CDS=1-1626	YNL189W
OG0003080	snap_masked-NC_016454.1-processed-gene-8.32-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.32&CDS=1-2721	YDL220C
OG0003081	genemark-NC_016454.1-processed-gene-8.181-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.181&CDS=1-2067	YNL197C
OG0003082	snap_masked-NC_016454.1-processed-gene-8.69-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.69&CDS=1-1752	YDL225W
OG0003083	snap_masked-NC_016454.1-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.36&CDS=1-1311	YNL199C
OG0003084	snap_masked-NC_016454.1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.37&CDS=1-2676	YNL201C
OG0003085	snap_masked-NC_016454.1-processed-gene-8.70-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.70&CDS=1-876	YNL202W
OG0003086	snap_masked-NC_016454.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.38&CDS=1-1173	YDL226C
OG0003087	snap_masked-NC_016454.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.39&CDS=1-1266	YNL206C
OG0003088	snap_masked-NC_016454.1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.71&CDS=1-1251	YNL207W
OG0003089	snap_masked-NC_016454.1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.40&CDS=1-2493	YNL212W
OG0003090	snap_masked-NC_016454.1-processed-gene-8.73-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.73&CDS=1-3198	YDL231C
OG0003091	snap_masked-NC_016454.1-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.41&CDS=1-993	YDL230W
OG0003092	snap_masked-NC_016454.1-processed-gene-8.42-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.42&CDS=1-930	YNL210W
OG0003093	genemark-NC_016454.1-processed-gene-8.190-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.190&CDS=1-648	YNL213C
OG0003094	snap_masked-NC_016454.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.74&CDS=1-624	YNL214W
OG0003095	snap_masked-NC_016454.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.75&CDS=1-1518	YDL233W
OG0003096	snap_masked-NC_016454.1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.76&CDS=1-945	YNL215W
OG0003097	snap_masked-NC_016454.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.45&CDS=1-2247	YDL234C
OG0003098	snap_masked-NC_016454.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.77&CDS=1-2106	YNL216W
OG0003099	snap_masked-NC_016454.1-processed-gene-8.78-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.78&CDS=1-930	YNL217W
OG0003100	snap_masked-NC_016454.1-processed-gene-8.46-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.46&CDS=1-411	YDL235C
OG0003101	snap_masked-NC_016454.1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.79&CDS=1-1752	YNL218W
OG0003102	snap_masked-NC_016454.1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.80&CDS=1-927	YDL236W
OG0003103	snap_masked-NC_016454.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.47&CDS=1-1656	YNL219C
OG0003104	snap_masked-NC_016454.1-processed-gene-8.81-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.81&CDS=1-1302	YNL220W
OG0003105	snap_masked-NC_016454.1-processed-gene-8.48-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.48&CDS=1-2508	YNL221C
OG0003106	snap_masked-NC_016454.1-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.84&CDS=1-627	YNL222W
OG0003107	snap_masked-NC_016454.1-processed-gene-8.85-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.85&CDS=1-1407	YNL223W
OG0003108	snap_masked-NC_016454.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.49&CDS=1-2046	YNL224C
OG0003109	snap_masked-NC_016454.1-processed-gene-8.50-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.50&CDS=1-2550	YNL225C
OG0003110	maker-NC_016454.1-snap-gene-8.2-mRNA-1_1&gene=maker-NC_016454.1-snap-gene-8.2&CDS=1-1770	YNL227C
OG0003111	snap_masked-NC_016454.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.52&CDS=1-1101	YNL229C
OG0003112	snap_masked-NC_016454.1-processed-gene-8.53-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.53&CDS=1-1083	YNL230C
OG0003113	snap_masked-NC_016454.1-processed-gene-8.54-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.54&CDS=1-1071	YNL231C
OG0003114	snap_masked-NC_016454.1-processed-gene-8.86-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.86&CDS=1-876	YNL232W
OG0003115	snap_masked-NC_016454.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.87&CDS=1-2559	YNL233W
OG0003116	snap_masked-NC_016454.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.88&CDS=1-1341	YNL234W
OG0003117	snap_masked-NC_016454.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.89&CDS=1-2511	YNL236W
OG0003118	maker-NC_016454.1-augustus-gene-8.9-mRNA-1_1&gene=maker-NC_016454.1-augustus-gene-8.9&CDS=1-3840	YNL238W
OG0003119	snap_masked-NC_016454.1-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.55&CDS=1-1395	YNL240C
OG0003120	snap_masked-NC_016454.1-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.56&CDS=1-1524	YNL241C
OG0003121	genemark-NC_016454.1-processed-gene-8.237-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.237&CDS=1-2931	YDL240W
OG0003122	snap_masked-NC_016454.1-processed-gene-8.93-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.93&CDS=1-4593	YNL242W
OG0003123	maker-NC_016455.1-snap-gene-0.127-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-0.127&CDS=1-1539	YNR053C
OG0003124	genemark-NC_016455.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.3&CDS=1-1269	YNR052C
OG0003125	snap_masked-NC_016455.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.46&CDS=1-1440	YNR051C
OG0003126	maker-NC_016455.1-augustus-gene-0.123-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-0.123&CDS=1-996	YCR095C
OG0003127	snap_masked-NC_016455.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.48&CDS=1-1338	YNR050C
OG0003128	snap_masked-NC_016455.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.70&CDS=1-4227	YLR419W
OG0003129	snap_masked-NC_016455.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.49&CDS=1-1074	YLR418C
OG0003130	augustus_masked-NC_016455.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-0.92&CDS=1-1578	YJR152W
OG0003131	maker-NC_016455.1-augustus-gene-0.126-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-0.126&CDS=1-525	YKL190W
OG0003132	snap_masked-NC_016455.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.72&CDS=1-1713	YKL191W
OG0003133	snap_masked-NC_016455.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.51&CDS=1-1092	YLR420W
OG0003134	augustus_masked-NC_016455.1-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-0.111&CDS=1-645	YLR421C
OG0003135	snap_masked-NC_016455.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.52&CDS=1-5733	YLR422W
OG0003136	snap_masked-NC_016455.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.53&CDS=1-354	YKL192C
OG0003137	snap_masked-NC_016455.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.54&CDS=1-1059	YKL193C
OG0003138	snap_masked-NC_016455.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.74&CDS=1-1236	YLR423C
OG0003139	snap_masked-NC_016455.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.56&CDS=1-1890	YLR424W
OG0003140	snap_masked-NC_016455.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.75&CDS=1-795	YKL195W
OG0003141	snap_masked-NC_016455.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.57&CDS=1-600	YKL196C
OG0003142	genemark-NC_016455.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.15&CDS=1-4923	YLR425W
OG0003143	snap_masked-NC_016455.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.76&CDS=1-507	YML055W
OG0003144	snap_masked-NC_016455.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.60&CDS=1-1884	YLR427W
OG0003145	genemark-NC_016455.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.17&CDS=1-1875	YLR429W
OG0003146	snap_masked-NC_016455.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.62&CDS=1-6057	YLR430W
OG0003147	snap_masked-NC_016455.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.77&CDS=1-1236	YLR431C
OG0003148	snap_masked-NC_016455.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.78&CDS=1-1677	YLR433C
OG0003149	snap_masked-NC_016455.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.64&CDS=1-633	YLR435W
OG0003150	genemark-NC_016455.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.37&CDS=1-3969	YLR436C
OG0003151	snap_masked-NC_016455.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.81&CDS=1-1374	YBR199W
OG0003152	snap_masked-NC_016455.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.83&CDS=1-2199	YPL075W
OG0003153	snap_masked-NC_016455.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.65&CDS=1-2400	YBR198C
OG0003154	snap_masked-NC_016455.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.84&CDS=1-876	YPL076W
OG0003155	snap_masked-NC_016455.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.66&CDS=1-1665	YBR196C
OG0003156	snap_masked-NC_016455.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.67&CDS=1-1242	YBR195C
OG0003157	maker-NC_016455.1-snap-gene-0.129-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-0.129&CDS=1-708	YPL078C
OG0003158	snap_masked-NC_016455.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.59&CDS=1-666	YBR193C
OG0003159	snap_masked-NC_016455.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.61&CDS=1-1104	YBR192W
OG0003160	snap_masked-NC_016455.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.60&CDS=1-5835	YPL082C
OG0003161	snap_masked-NC_016455.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.64&CDS=1-483	YBR188C
OG0003162	augustus_masked-NC_016455.1-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.145&CDS=1-2337	YBR187W
OG0003163	snap_masked-NC_016455.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.65&CDS=1-1350	YPL083C
OG0003164	snap_masked-NC_016455.1-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.88&CDS=1-2493	YPL084W
OG0003165	snap_masked-NC_016455.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.66&CDS=1-813	YBR185C
OG0003166	snap_masked-NC_016455.1-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.89&CDS=1-6387	YPL085W
OG0003167	snap_masked-NC_016455.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.67&CDS=1-1671	YPL086C
OG0003168	augustus_masked-NC_016455.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.128&CDS=1-1824	YBR182C
OG0003169	snap_masked-NC_016455.1-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.92&CDS=1-1401	YPL091W
OG0003170	maker-NC_016455.1-snap-gene-1.57-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-1.57&CDS=1-3399	YPL093W
OG0003171	augustus_masked-NC_016455.1-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.130&CDS=1-732	YPL094C
OG0003172	snap_masked-NC_016455.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.71&CDS=1-2418	YBR179C
OG0003173	augustus_masked-NC_016455.1-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.152&CDS=1-2433	YPL097W
OG0003174	augustus_masked-NC_016455.1-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.133&CDS=1-771	YPL098C
OG0003175	augustus_masked-NC_016455.1-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.153&CDS=1-2526	YPL101W
OG0003176	snap_masked-NC_016455.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.74&CDS=1-1371	YPL103C
OG0003177	genemark-NC_016455.1-processed-gene-1.40-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-1.40&CDS=1-918	YBR176W
OG0003178	maker-NC_016455.1-augustus-gene-1.117-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-1.117&CDS=1-2865	YPL104W
OG0003179	snap_masked-NC_016455.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.76&CDS=1-444	YBR173C
