	Metschnikowia_proteae	Saccharomyces_cerevisiae
OG0002487	maker-proT_s3-snap-gene-8.61-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.61&CDS=1-2001	YML127W
OG0002488	snap_masked-proT_s3-processed-gene-8.116-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.116&CDS=1-1698	YDL210W
OG0002489	maker-proT_s3-snap-gene-8.62-mRNA-1_1&gene=maker-proT_s3-snap-gene-8.62&CDS=1-6078	YMR176W
OG0002490	snap_masked-proT_s3-processed-gene-8.95-mRNA-1_1&gene=snap_masked-proT_s3-processed-gene-8.95&CDS=1-2004	YJL090C
OG0002491	snap_masked-proT_s32-processed-gene-0.68-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.68&CDS=1-1584	YHL029C
OG0002492	snap_masked-proT_s32-processed-gene-0.71-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.71&CDS=1-1098	YEL046C
OG0002493	snap_masked-proT_s32-processed-gene-0.103-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.103&CDS=1-1629	YDR481C
OG0002494	augustus_masked-proT_s32-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-proT_s32-processed-gene-0.36&CDS=1-2133	YGL159W
OG0002495	snap_masked-proT_s32-processed-gene-0.106-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.106&CDS=1-2289	YGL009C
OG0002496	snap_masked-proT_s32-processed-gene-0.107-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.107&CDS=1-2532	YDR416W
OG0002497	genemark-proT_s32-processed-gene-0.136-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.136&CDS=1-2391	YCR091W
OG0002498	snap_masked-proT_s32-processed-gene-0.77-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.77&CDS=1-2298	YMR068W
OG0002499	genemark-proT_s32-processed-gene-0.139-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.139&CDS=1-3168	YCR092C
OG0002500	snap_masked-proT_s32-processed-gene-0.79-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.79&CDS=1-1569	YMR067C
OG0002501	snap_masked-proT_s32-processed-gene-0.80-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.80&CDS=1-753	YEL009C
OG0002502	snap_masked-proT_s32-processed-gene-0.111-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.111&CDS=1-636	YIR009W
OG0002503	snap_masked-proT_s32-processed-gene-0.113-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.113&CDS=1-999	YJL088W
OG0002504	genemark-proT_s32-processed-gene-0.142-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.142&CDS=1-960	YNR003C
OG0002505	genemark-proT_s32-processed-gene-0.178-mRNA-1_1&gene=genemark-proT_s32-processed-gene-0.178&CDS=1-927	YBR257W
OG0002506	snap_masked-proT_s32-processed-gene-0.82-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.82&CDS=1-1233	YJL046W
OG0002507	augustus_masked-proT_s32-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-proT_s32-processed-gene-0.20&CDS=1-2295	YER109C
OG0002508	augustus_masked-proT_s32-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-proT_s32-processed-gene-0.50&CDS=1-1800	YBL082C
OG0002509	snap_masked-proT_s32-processed-gene-0.123-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.123&CDS=1-684	YOL147C
OG0002510	snap_masked-proT_s32-processed-gene-0.94-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.94&CDS=1-3366	YDR270W
OG0002511	snap_masked-proT_s32-processed-gene-0.126-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.126&CDS=1-2817	YOR160W
OG0002512	snap_masked-proT_s32-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.95&CDS=1-561	YDR454C
OG0002513	maker-proT_s32-snap-gene-0.60-mRNA-1_1&gene=maker-proT_s32-snap-gene-0.60&CDS=1-2859	YBR160W
OG0002514	snap_masked-proT_s32-processed-gene-0.98-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.98&CDS=1-1020	YBR159W
OG0002515	snap_masked-proT_s32-processed-gene-0.99-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.99&CDS=1-1026	YNL007C
OG0002516	snap_masked-proT_s32-processed-gene-0.100-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.100&CDS=1-984	YNL006W
OG0002517	snap_masked-proT_s32-processed-gene-0.129-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.129&CDS=1-2646	YLR176C
OG0002518	snap_masked-proT_s32-processed-gene-0.101-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.101&CDS=1-855	YNL002C
OG0002519	snap_masked-proT_s32-processed-gene-0.102-mRNA-1_1&gene=snap_masked-proT_s32-processed-gene-0.102&CDS=1-1068	YCL016C
OG0002520	genemark-proT_s44-processed-gene-0.64-mRNA-1_1&gene=genemark-proT_s44-processed-gene-0.64&CDS=1-6723	YCR011C
OG0002521	snap_masked-proT_s44-processed-gene-0.90-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.90&CDS=1-1338	YDR375C
OG0002522	snap_masked-proT_s44-processed-gene-0.91-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.91&CDS=1-2217	YDR006C
OG0002523	snap_masked-proT_s44-processed-gene-0.92-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.92&CDS=1-486	YML030W
OG0002524	snap_masked-proT_s44-processed-gene-0.93-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.93&CDS=1-912	YOR143C
OG0002525	snap_masked-proT_s44-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.95&CDS=1-576	YJR069C
OG0002526	snap_masked-proT_s44-processed-gene-0.120-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.120&CDS=1-558	YDR339C
OG0002527	snap_masked-proT_s44-processed-gene-0.96-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.96&CDS=1-1812	YDR341C
OG0002528	snap_masked-proT_s44-processed-gene-0.123-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.123&CDS=1-519	YDR404C
OG0002529	snap_masked-proT_s44-processed-gene-0.99-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.99&CDS=1-519	YOR150W
OG0002530	snap_masked-proT_s44-processed-gene-0.124-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.124&CDS=1-3705	YOR151C
OG0002531	snap_masked-proT_s44-processed-gene-0.100-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.100&CDS=1-858	YDR405W
OG0002532	augustus_masked-proT_s44-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-0.11&CDS=1-219	YNL259C
OG0002533	augustus_masked-proT_s44-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-0.32&CDS=1-2274	YNL258C
OG0002534	snap_masked-proT_s44-processed-gene-0.102-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.102&CDS=1-2562	YNL127W
OG0002535	snap_masked-proT_s44-processed-gene-0.103-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.103&CDS=1-435	YNL131W
OG0002536	snap_masked-proT_s44-processed-gene-0.104-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.104&CDS=1-618	YHR121W
OG0002537	snap_masked-proT_s44-processed-gene-0.131-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.131&CDS=1-1080	YNL128W
OG0002538	snap_masked-proT_s44-processed-gene-0.105-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.105&CDS=1-336	YNL135C
OG0002539	snap_masked-proT_s44-processed-gene-0.106-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.106&CDS=1-627	YHR122W
OG0002540	snap_masked-proT_s44-processed-gene-0.107-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.107&CDS=1-1161	YBL086C
OG0002541	genemark-proT_s44-processed-gene-0.87-mRNA-1_1&gene=genemark-proT_s44-processed-gene-0.87&CDS=1-2511	YFR015C
OG0002542	snap_masked-proT_s44-processed-gene-0.138-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.138&CDS=1-2769	YCR057C
OG0002543	snap_masked-proT_s44-processed-gene-0.139-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-0.139&CDS=1-843	YCR059C
OG0002544	maker-proT_s44-augustus-gene-1.50-mRNA-1_1&gene=maker-proT_s44-augustus-gene-1.50&CDS=1-12738	YNR016C
OG0002545	snap_masked-proT_s44-processed-gene-1.59-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.59&CDS=1-621	YNR017W
OG0002546	snap_masked-proT_s44-processed-gene-1.84-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.84&CDS=1-1035	YNR015W
OG0002547	maker-proT_s44-augustus-gene-1.51-mRNA-1_1&gene=maker-proT_s44-augustus-gene-1.51&CDS=1-1113	YAL034W-A
OG0002548	genemark-proT_s44-processed-gene-1.7-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.7&CDS=1-3246	YOR340C
OG0002549	maker-proT_s44-augustus-gene-1.52-mRNA-1_1&gene=maker-proT_s44-augustus-gene-1.52&CDS=1-1890	YOR334W
OG0002550	snap_masked-proT_s44-processed-gene-1.89-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.89&CDS=1-846	YOR100C
OG0002551	genemark-proT_s44-processed-gene-1.32-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.32&CDS=1-2502	YNL126W
OG0002552	snap_masked-proT_s44-processed-gene-1.91-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.91&CDS=1-1695	YDR232W
OG0002553	snap_masked-proT_s44-processed-gene-1.65-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.65&CDS=1-1089	YGR286C
OG0002554	genemark-proT_s44-processed-gene-1.11-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.11&CDS=1-1545	YBR062C
OG0002555	snap_masked-proT_s44-processed-gene-1.93-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.93&CDS=1-777	YDR041W
OG0002556	snap_masked-proT_s44-processed-gene-1.69-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.69&CDS=1-903	YBR061C
OG0002557	snap_masked-proT_s44-processed-gene-1.71-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.71&CDS=1-846	YDR051C
OG0002558	snap_masked-proT_s44-processed-gene-1.72-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.72&CDS=1-744	YDR050C
OG0002559	genemark-proT_s44-processed-gene-1.37-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.37&CDS=1-867	YMR262W
OG0002560	snap_masked-proT_s44-processed-gene-1.95-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.95&CDS=1-930	YML112W
OG0002561	snap_masked-proT_s44-processed-gene-1.74-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.74&CDS=1-459	YMR260C
OG0002562	maker-proT_s44-snap-gene-1.154-mRNA-1_1&gene=maker-proT_s44-snap-gene-1.154&CDS=1-789	YDR064W
OG0002563	snap_masked-proT_s44-processed-gene-1.75-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.75&CDS=1-1635	YFR028C
OG0002564	augustus_masked-proT_s44-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-1.122&CDS=1-5328	YOL075C
OG0002565	genemark-proT_s44-processed-gene-1.21-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.21&CDS=1-1992	YER140W
OG0002566	snap_masked-proT_s44-processed-gene-1.99-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.99&CDS=1-1398	YER141W
OG0002567	genemark-proT_s44-processed-gene-1.23-mRNA-1_1&gene=genemark-proT_s44-processed-gene-1.23&CDS=1-1953	YBR041W
OG0002568	snap_masked-proT_s44-processed-gene-1.100-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.100&CDS=1-1251	YCR012W
OG0002569	snap_masked-proT_s44-processed-gene-1.80-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.80&CDS=1-861	YBR101C
OG0002570	snap_masked-proT_s44-processed-gene-1.81-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.81&CDS=1-3291	YPR055W
OG0002571	snap_masked-proT_s44-processed-gene-1.102-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.102&CDS=1-639	YPR124W
OG0002572	snap_masked-proT_s44-processed-gene-1.82-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-1.82&CDS=1-672	YER004W
OG0002573	snap_masked-proT_s44-processed-gene-2.109-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.109&CDS=1-1767	YMR120C
OG0002574	snap_masked-proT_s44-processed-gene-2.110-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.110&CDS=1-1983	YOR254C
OG0002575	snap_masked-proT_s44-processed-gene-2.116-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.116&CDS=1-585	YOR253W
OG0002576	snap_masked-proT_s44-processed-gene-2.111-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.111&CDS=1-435	YPL170W
OG0002577	snap_masked-proT_s44-processed-gene-2.112-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.112&CDS=1-1776	YPL169C
OG0002578	snap_masked-proT_s44-processed-gene-2.113-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.113&CDS=1-1317	YPL175W
OG0002579	augustus_masked-proT_s44-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-2.10&CDS=1-1407	YOR257W
OG0002580	snap_masked-proT_s44-processed-gene-2.118-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.118&CDS=1-1269	YOR259C
OG0002581	snap_masked-proT_s44-processed-gene-2.119-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.119&CDS=1-1293	YOR260W
OG0002582	snap_masked-proT_s44-processed-gene-2.143-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.143&CDS=1-693	YJR056C
OG0002583	maker-proT_s44-snap-gene-2.1-mRNA-1_1&gene=maker-proT_s44-snap-gene-2.1&CDS=1-645	YLR268W
OG0002584	snap_masked-proT_s44-processed-gene-2.121-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.121&CDS=1-1965	YGL124C
OG0002585	snap_masked-proT_s44-processed-gene-2.144-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.144&CDS=1-732	YHR038W
OG0002586	snap_masked-proT_s44-processed-gene-2.145-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.145&CDS=1-1077	YHR085W
OG0002587	snap_masked-proT_s44-processed-gene-2.122-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.122&CDS=1-1230	YGL247W
OG0002588	snap_masked-proT_s44-processed-gene-2.146-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.146&CDS=1-2925	YBR281C
OG0002589	snap_masked-proT_s44-processed-gene-2.125-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.125&CDS=1-1818	YJL100W
OG0002590	snap_masked-proT_s44-processed-gene-2.126-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.126&CDS=1-708	YFL031W
OG0002591	snap_masked-proT_s44-processed-gene-2.150-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.150&CDS=1-4590	YPL167C
OG0002592	snap_masked-proT_s44-processed-gene-2.127-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.127&CDS=1-1764	YJL128C
OG0002593	snap_masked-proT_s44-processed-gene-2.128-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.128&CDS=1-1023	YNR035C
OG0002594	snap_masked-proT_s44-processed-gene-2.151-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.151&CDS=1-516	YNR036C
OG0002595	snap_masked-proT_s44-processed-gene-2.130-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.130&CDS=1-228	YHR001W-A
OG0002596	maker-proT_s44-augustus-gene-2.169-mRNA-1_1&gene=maker-proT_s44-augustus-gene-2.169&CDS=1-2781	YHR142W
OG0002597	snap_masked-proT_s44-processed-gene-2.134-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.134&CDS=1-1962	YOR087W
OG0002598	snap_masked-proT_s44-processed-gene-2.136-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.136&CDS=1-561	YNL090W
OG0002599	snap_masked-proT_s44-processed-gene-2.138-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.138&CDS=1-1992	YOR069W
OG0002600	maker-proT_s44-snap-gene-2.4-mRNA-1_1&gene=maker-proT_s44-snap-gene-2.4&CDS=1-1527	YBR173C
OG0002601	snap_masked-proT_s44-processed-gene-2.140-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.140&CDS=1-975	YDL014W
OG0002602	genemark-proT_s44-processed-gene-2.86-mRNA-1_1&gene=genemark-proT_s44-processed-gene-2.86&CDS=1-987	YDL013W
OG0002603	snap_masked-proT_s44-processed-gene-2.141-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.141&CDS=1-1944	YIL155C
OG0002604	snap_masked-proT_s44-processed-gene-2.162-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.162&CDS=1-576	YPR131C
OG0002605	snap_masked-proT_s44-processed-gene-2.163-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.163&CDS=1-2595	YPR135W
OG0002606	snap_masked-proT_s44-processed-gene-2.142-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-2.142&CDS=1-1011	YER095W
OG0002607	snap_masked-proT_s44-processed-gene-3.107-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.107&CDS=1-2715	YBL066C
OG0002608	genemark-proT_s44-processed-gene-3.1-mRNA-1_1&gene=genemark-proT_s44-processed-gene-3.1&CDS=1-762	YBL064C
OG0002609	snap_masked-proT_s44-processed-gene-3.109-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.109&CDS=1-2799	YGL201C
OG0002610	snap_masked-proT_s44-processed-gene-3.111-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.111&CDS=1-702	YGR152C
OG0002611	snap_masked-proT_s44-processed-gene-3.113-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.113&CDS=1-903	YLR208W
OG0002612	snap_masked-proT_s44-processed-gene-3.130-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.130&CDS=1-927	YLR209C
OG0002613	snap_masked-proT_s44-processed-gene-3.132-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.132&CDS=1-1053	YDR268W
OG0002614	snap_masked-proT_s44-processed-gene-3.133-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.133&CDS=1-747	YOR039W
OG0002615	genemark-proT_s44-processed-gene-3.7-mRNA-1_1&gene=genemark-proT_s44-processed-gene-3.7&CDS=1-2955	YOR038C
OG0002616	snap_masked-proT_s44-processed-gene-3.115-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.115&CDS=1-1173	YDR267C
OG0002617	snap_masked-proT_s44-processed-gene-3.134-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.134&CDS=1-828	YOR036W
OG0002618	snap_masked-proT_s44-processed-gene-3.135-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.135&CDS=1-960	YDR353W
OG0002619	snap_masked-proT_s44-processed-gene-3.136-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.136&CDS=1-456	YHR105W
OG0002620	augustus_masked-proT_s44-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-3.65&CDS=1-462	YJR104C
OG0002621	snap_masked-proT_s44-processed-gene-3.117-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.117&CDS=1-1938	YDR311W
OG0002622	snap_masked-proT_s44-processed-gene-3.118-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.118&CDS=1-909	YHR088W
OG0002623	snap_masked-proT_s44-processed-gene-3.119-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.119&CDS=1-3690	YDR335W
OG0002624	snap_masked-proT_s44-processed-gene-3.137-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.137&CDS=1-1038	YIL110W
OG0002625	snap_masked-proT_s44-processed-gene-3.120-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.120&CDS=1-2901	YIL107C
OG0002626	snap_masked-proT_s44-processed-gene-3.121-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.121&CDS=1-2454	YNL054W
OG0002627	genemark-proT_s44-processed-gene-3.15-mRNA-1_1&gene=genemark-proT_s44-processed-gene-3.15&CDS=1-1923	YDR034C
OG0002628	snap_masked-proT_s44-processed-gene-3.139-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.139&CDS=1-1767	YML070W
OG0002629	snap_masked-proT_s44-processed-gene-3.122-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.122&CDS=1-2502	YML099C
OG0002630	snap_masked-proT_s44-processed-gene-3.140-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.140&CDS=1-1611	YML130C
OG0002631	maker-proT_s44-augustus-gene-3.105-mRNA-1_1&gene=maker-proT_s44-augustus-gene-3.105&CDS=1-3159	YGL078C
OG0002632	augustus_masked-proT_s44-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-3.74&CDS=1-2919	YLR175W
OG0002633	snap_masked-proT_s44-processed-gene-3.126-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.126&CDS=1-1662	YBL019W
OG0002634	snap_masked-proT_s44-processed-gene-3.145-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.145&CDS=1-705	YER148W
OG0002635	snap_masked-proT_s44-processed-gene-3.150-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.150&CDS=1-792	YCR009C
OG0002636	maker-proT_s44-augustus-gene-3.106-mRNA-1_1&gene=maker-proT_s44-augustus-gene-3.106&CDS=1-3057	YER171W
OG0002637	snap_masked-proT_s44-processed-gene-3.154-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.154&CDS=1-1128	YOR123C
OG0002638	snap_masked-proT_s44-processed-gene-3.155-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.155&CDS=1-1719	YDR389W
OG0002639	snap_masked-proT_s44-processed-gene-3.129-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.129&CDS=1-951	YPL209C
OG0002640	snap_masked-proT_s44-processed-gene-3.156-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.156&CDS=1-1464	YGL066W
OG0002641	snap_masked-proT_s44-processed-gene-4.193-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.193&CDS=1-2193	YPL207W
OG0002642	genemark-proT_s44-processed-gene-4.1-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.1&CDS=1-1383	YGL065C
OG0002643	snap_masked-proT_s44-processed-gene-4.194-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.194&CDS=1-900	YBR187W
OG0002644	snap_masked-proT_s44-processed-gene-4.198-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.198&CDS=1-618	YBR193C
OG0002645	snap_masked-proT_s44-processed-gene-4.199-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.199&CDS=1-1083	YBR192W
OG0002646	snap_masked-proT_s44-processed-gene-4.200-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.200&CDS=1-5712	YPL082C
OG0002647	snap_masked-proT_s44-processed-gene-4.201-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.201&CDS=1-1533	YOR241W
OG0002648	snap_masked-proT_s44-processed-gene-4.245-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.245&CDS=1-2565	YPL150W
OG0002649	augustus_masked-proT_s44-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.112&CDS=1-1725	YPL029W
OG0002650	snap_masked-proT_s44-processed-gene-4.203-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.203&CDS=1-561	YDR248C
OG0002651	snap_masked-proT_s44-processed-gene-4.246-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.246&CDS=1-1203	YPL028W
OG0002652	snap_masked-proT_s44-processed-gene-4.205-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.205&CDS=1-669	YPL041C
OG0002653	snap_masked-proT_s44-processed-gene-4.247-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.247&CDS=1-1224	YMR139W
OG0002654	snap_masked-proT_s44-processed-gene-4.249-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.249&CDS=1-960	YFL029C
OG0002655	snap_masked-proT_s44-processed-gene-4.250-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.250&CDS=1-1350	YPL042C
OG0002656	snap_masked-proT_s44-processed-gene-4.251-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.251&CDS=1-1104	YLR056W
OG0002657	augustus_masked-proT_s44-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.158&CDS=1-1059	YDL205C
OG0002658	snap_masked-proT_s44-processed-gene-4.254-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.254&CDS=1-3210	YPL022W
OG0002659	snap_masked-proT_s44-processed-gene-4.255-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.255&CDS=1-1899	YPL023C
OG0002660	snap_masked-proT_s44-processed-gene-4.257-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.257&CDS=1-2559	YCL030C
OG0002661	snap_masked-proT_s44-processed-gene-4.258-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.258&CDS=1-1770	YDR244W
OG0002662	genemark-proT_s44-processed-gene-4.67-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.67&CDS=1-4653	YPL016W
OG0002663	augustus_masked-proT_s44-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.166&CDS=1-4119	YDR245W
OG0002664	snap_masked-proT_s44-processed-gene-4.208-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.208&CDS=1-1041	YNL231C
OG0002665	snap_masked-proT_s44-processed-gene-4.264-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.264&CDS=1-861	YNL232W
OG0002666	snap_masked-proT_s44-processed-gene-4.265-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.265&CDS=1-3459	YNL233W
OG0002667	snap_masked-proT_s44-processed-gene-4.266-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.266&CDS=1-1050	YNL234W
