	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
OG0002631	YMR191W	augustus_masked-flattened_line_26-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.63&CDS=1-1716
OG0002632	YMR193W	augustus_masked-flattened_line_26-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.61&CDS=1-810
OG0002633	YMR194C-B	augustus_masked-flattened_line_40-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.104&CDS=1-204
OG0002634	YMR196W	augustus_masked-flattened_line_24-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.50&CDS=1-3024
OG0002635	YMR197C	augustus_masked-flattened_line_24-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.73&CDS=1-681
OG0002636	YMR200W	augustus_masked-flattened_line_2-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.117&CDS=1-717
OG0002637	YMR201C	augustus_masked-flattened_line_26-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.110&CDS=1-942
OG0002638	YMR203W	maker-flattened_line_4-augustus-gene-6.167-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.167&CDS=1-1728
OG0002639	YMR205C	augustus_masked-flattened_line_24-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.100&CDS=1-2922
OG0002640	YMR208W	augustus_masked-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.85&CDS=1-1164
OG0002641	YMR210W	augustus_masked-flattened_line_4-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.69&CDS=1-1353
OG0002642	YMR211W	augustus_masked-flattened_line_4-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.134&CDS=1-1551
OG0002643	YMR212C	augustus_masked-flattened_line_2-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.57&CDS=1-2550
OG0002644	YMR213W	augustus_masked-flattened_line_2-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.60&CDS=1-2205
OG0002645	YMR214W	augustus_masked-flattened_line_4-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.164&CDS=1-1137
OG0002646	YMR215W	maker-flattened_line_0-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.0&CDS=1-2205
OG0002647	YMR216C	augustus_masked-flattened_line_0-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.63&CDS=1-1839
OG0002648	YMR217W	augustus_masked-flattened_line_28-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.86&CDS=1-1578
OG0002649	YMR220W	augustus_masked-flattened_line_16-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.115&CDS=1-1248
OG0002650	YMR221C	augustus_masked-flattened_line_4-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.137&CDS=1-1659
OG0002651	YMR223W	augustus_masked-flattened_line_0-processed-gene-27.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.146&CDS=1-1377
OG0002652	YMR224C	augustus_masked-flattened_line_4-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.78&CDS=1-1962
OG0002653	YMR225C	maker-flattened_line_0-augustus-gene-12.113-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-12.113&CDS=1-294
OG0002654	YMR226C	augustus_masked-flattened_line_36-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.164&CDS=1-804
OG0002655	YMR227C	maker-flattened_line_12-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.79&CDS=1-1089
OG0002656	YMR228W	augustus_masked-flattened_line_12-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.8&CDS=1-987
OG0002657	YMR229C	augustus_masked-flattened_line_12-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.68&CDS=1-5136
OG0002658	YMR231W	augustus_masked-flattened_line_21-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.88&CDS=1-2895
OG0002659	YMR233W	augustus_masked-flattened_line_0-processed-gene-17.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.88&CDS=1-603
OG0002660	YMR234W	augustus_masked-flattened_line_12-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.83&CDS=1-834
OG0002661	YMR235C	augustus_masked-flattened_line_0-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.62&CDS=1-1203
OG0002662	YMR236W	augustus_masked-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.86&CDS=1-504
OG0002663	YMR239C	augustus_masked-flattened_line_26-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.72&CDS=1-1452
OG0002664	YMR240C	augustus_masked-flattened_line_26-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.73&CDS=1-1668
OG0002665	YMR241W	augustus_masked-flattened_line_6-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.12&CDS=1-921
OG0002666	YMR243C	augustus_masked-flattened_line_8-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.117&CDS=1-1365
OG0002667	YMR244C-A	augustus_masked-flattened_line_16-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.59&CDS=1-309
OG0002668	YMR244W	augustus_masked-flattened_line_6-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.38&CDS=1-1233
OG0002669	YMR247C	augustus_masked-flattened_line_24-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.4&CDS=1-4833
OG0002670	YMR250W	augustus_masked-flattened_line_4-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.13&CDS=1-1608
OG0002671	YMR256C	genemark-flattened_line_0-processed-gene-27.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-27.65&CDS=1-201
OG0002672	YMR259C	augustus_masked-flattened_line_0-processed-gene-27.135-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.135&CDS=1-4209
OG0002673	YMR260C	augustus_masked-flattened_line_0-processed-gene-27.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.138&CDS=1-462
OG0002674	YMR262W	augustus_masked-flattened_line_0-processed-gene-27.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.122&CDS=1-924
OG0002675	YMR263W	maker-flattened_line_50-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.91&CDS=1-423
OG0002676	YMR265C	augustus_masked-flattened_line_50-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.22&CDS=1-1374
OG0002677	YMR266W	snap_masked-flattened_line_0-processed-gene-8.34-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.34&CDS=1-2604
OG0002678	YMR268C	augustus_masked-flattened_line_38-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.179&CDS=1-2802
OG0002679	YMR269W	augustus_masked-flattened_line_38-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.218&CDS=1-528
OG0002680	YMR272C	augustus_masked-flattened_line_46-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.53&CDS=1-1152
OG0002681	YMR274C	augustus_masked-flattened_line_4-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.100&CDS=1-750
OG0002682	YMR276W	augustus_masked-flattened_line_4-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.72&CDS=1-1176
OG0002683	YMR277W	augustus_masked-flattened_line_4-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.51&CDS=1-2247
OG0002684	YMR278W	maker-flattened_line_4-augustus-gene-4.102-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.102&CDS=1-1740
OG0002685	YMR280C	augustus_masked-flattened_line_4-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.154&CDS=1-2262
OG0002686	YMR281W	augustus_masked-flattened_line_26-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.138&CDS=1-774
OG0002687	YMR283C	augustus_masked-flattened_line_26-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.102&CDS=1-1122
OG0002688	YMR287C	snap_masked-flattened_line_4-processed-gene-7.212-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.212&CDS=1-2505
OG0002689	YMR288W	augustus_masked-flattened_line_6-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.39&CDS=1-3438
OG0002690	YMR289W	augustus_masked-flattened_line_0-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.87&CDS=1-855
OG0002691	YMR290C	augustus_masked-flattened_line_10-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.134&CDS=1-1848
OG0002692	YMR292W	augustus_masked-flattened_line_0-processed-gene-24.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.1&CDS=1-414
OG0002693	YMR293C	augustus_masked-flattened_line_0-processed-gene-24.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.9&CDS=1-1401
OG0002694	YMR296C	augustus_masked-flattened_line_4-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.17&CDS=1-1545
OG0002695	YMR297W	augustus_masked-flattened_line_14-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.105&CDS=1-1578
OG0002696	YMR300C	maker-flattened_line_0-augustus-gene-7.85-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.85&CDS=1-1617
OG0002697	YMR301C	augustus_masked-flattened_line_10-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.17&CDS=1-2046
OG0002698	YMR302C	augustus_masked-flattened_line_42-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.56&CDS=1-2613
OG0002699	YMR304W	augustus_masked-flattened_line_2-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.134&CDS=1-3543
OG0002700	YMR305C	augustus_masked-flattened_line_2-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.141&CDS=1-1110
OG0002701	YMR307W	augustus_masked-flattened_line_2-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.126&CDS=1-1602
OG0002702	YMR308C	augustus_masked-flattened_line_0-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.94&CDS=1-3315
OG0002703	YMR309C	augustus_masked-flattened_line_12-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.13&CDS=1-2589
OG0002704	YMR311C	augustus_masked-flattened_line_0-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.101&CDS=1-672
OG0002705	YMR312W	augustus_masked-flattened_line_10-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.6&CDS=1-723
OG0002706	YMR313C	augustus_masked-flattened_line_10-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.45&CDS=1-1737
OG0002707	YMR314W	augustus_masked-flattened_line_6-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.40&CDS=1-855
OG0002708	YMR315W	augustus_masked-flattened_line_0-processed-gene-13.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.44&CDS=1-1032
OG0002709	YNL001W	augustus_masked-flattened_line_16-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.101&CDS=1-1146
OG0002710	YNL003C	augustus_masked-flattened_line_30-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.118&CDS=1-840
OG0002711	YNL005C	augustus_masked-flattened_line_2-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.94&CDS=1-1170
OG0002712	YNL006W	augustus_masked-flattened_line_0-processed-gene-19.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.113&CDS=1-927
OG0002713	YNL007C	augustus_masked-flattened_line_0-processed-gene-19.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.88&CDS=1-1110
OG0002714	YNL010W	augustus_masked-flattened_line_12-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.114&CDS=1-738
OG0002715	YNL011C	augustus_masked-flattened_line_12-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.113&CDS=1-1296
OG0002716	YNL014W	augustus_masked-flattened_line_2-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.74&CDS=1-3153
OG0002717	YNL015W	augustus_masked-flattened_line_36-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.95&CDS=1-222
OG0002718	YNL016W	snap_masked-flattened_line_16-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.36&CDS=1-1008
OG0002719	YNL020C	augustus_masked-flattened_line_12-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.60&CDS=1-3090
OG0002720	YNL021W	augustus_masked-flattened_line_21-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.214&CDS=1-2178
OG0002721	YNL022C	maker-flattened_line_21-augustus-gene-2.289-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.289&CDS=1-2880
OG0002722	YNL023C	genemark-flattened_line_21-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.134&CDS=1-834
OG0002723	YNL024C	maker-flattened_line_4-snap-gene-4.93-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.93&CDS=1-744
OG0002724	YNL024C-A	augustus_masked-flattened_line_4-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.60&CDS=1-213
OG0002725	YNL025C	augustus_masked-flattened_line_21-processed-gene-2.262-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.262&CDS=1-849
OG0002726	YNL026W	maker-flattened_line_16-augustus-gene-1.57-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.57&CDS=1-1434
OG0002727	YNL027W	augustus_masked-flattened_line_32-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.124&CDS=1-1737
OG0002728	YNL032W	maker-flattened_line_4-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.4&CDS=1-606
OG0002729	YNL035C	augustus_masked-flattened_line_12-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.112&CDS=1-1140
OG0002730	YNL036W	augustus_masked-flattened_line_6-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.135&CDS=1-639
OG0002731	YNL037C	augustus_masked-flattened_line_12-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.115&CDS=1-1131
OG0002732	YNL039W	snap_masked-flattened_line_12-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.26&CDS=1-2007
OG0002733	YNL040W	augustus_masked-flattened_line_0-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.85&CDS=1-1227
OG0002734	YNL041C	augustus_masked-flattened_line_14-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.4&CDS=1-1953
OG0002735	YNL042W	snap_masked-flattened_line_14-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.31&CDS=1-1872
OG0002736	YNL044W	augustus_masked-flattened_line_16-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.69&CDS=1-534
OG0002737	YNL045W	genemark-flattened_line_44-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.86&CDS=1-1962
OG0002738	YNL048W	augustus_masked-flattened_line_0-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.129&CDS=1-1701
OG0002739	YNL049C	augustus_masked-flattened_line_0-processed-gene-19.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.103&CDS=1-2871
OG0002740	YNL051W	augustus_masked-flattened_line_0-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.80&CDS=1-1119
OG0002741	YNL056W	genemark-flattened_line_2-processed-gene-4.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.41&CDS=1-564
OG0002742	YNL059C	augustus_masked-flattened_line_0-processed-gene-19.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.83&CDS=1-2187
OG0002743	YNL061W	augustus_masked-flattened_line_0-processed-gene-19.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.106&CDS=1-1752
OG0002744	YNL062C	snap_masked-flattened_line_0-processed-gene-19.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.16&CDS=1-1377
OG0002745	YNL063W	augustus_masked-flattened_line_0-processed-gene-19.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.107&CDS=1-654
OG0002746	YNL064C	augustus_masked-flattened_line_12-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.85&CDS=1-1233
OG0002747	YNL066W	augustus_masked-flattened_line_6-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.162&CDS=1-1224
OG0002748	YNL070W	genemark-flattened_line_10-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.78&CDS=1-168
OG0002749	YNL071W	augustus_masked-flattened_line_26-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.153&CDS=1-1410
OG0002750	YNL072W	augustus_masked-flattened_line_26-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.154&CDS=1-1155
OG0002751	YNL075W	augustus_masked-flattened_line_26-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.114&CDS=1-849
OG0002752	YNL080C	augustus_masked-flattened_line_6-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.20&CDS=1-606
OG0002753	YNL082W	maker-flattened_line_4-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.3&CDS=1-2556
OG0002754	YNL083W	augustus_masked-flattened_line_4-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.76&CDS=1-1539
OG0002755	YNL084C	augustus_masked-flattened_line_0-processed-gene-15.93-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.93&CDS=1-1212
OG0002756	YNL085W	augustus_masked-flattened_line_10-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.126&CDS=1-2208
OG0002757	YNL088W	augustus_masked-flattened_line_26-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.126&CDS=1-4614
OG0002758	YNL090W	snap_masked-flattened_line_16-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.107&CDS=1-615
OG0002759	YNL091W	augustus_masked-flattened_line_16-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.51&CDS=1-3099
OG0002760	YNL092W	augustus_masked-flattened_line_16-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.87&CDS=1-1179
OG0002761	YNL094W	augustus_masked-flattened_line_0-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.64&CDS=1-2055
OG0002762	YNL097C	augustus_masked-flattened_line_21-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.92&CDS=1-1026
