	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
OG0003483	YNL272C	snap_masked-scf7180000049499-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000049499-processed-gene-0.56&CDS=1-2052
OG0003484	YNL273W	augustus_masked-scf7180000049499-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-scf7180000049499-processed-gene-0.175&CDS=1-3783
OG0003485	YNL274C	augustus_masked-scf7180000049499-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-scf7180000049499-processed-gene-0.213&CDS=1-1035
OG0003486	YNL275W	augustus_masked-scf7180000049499-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-scf7180000049499-processed-gene-0.174&CDS=1-1737
OG0003487	YNL277W	augustus_masked-scf7180000049499-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-scf7180000049499-processed-gene-0.173&CDS=1-1551
OG0003488	YNL279W	genemark-scf7180000049499-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000049499-processed-gene-0.94&CDS=1-1737
OG0003489	YNL280C	augustus_masked-scf7180000049485-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049485-processed-gene-0.6&CDS=1-1284
OG0003490	YNL281W	augustus_masked-scf7180000049485-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049485-processed-gene-0.1&CDS=1-453
OG0003491	YNL282W	augustus_masked-scf7180000049485-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049485-processed-gene-0.0&CDS=1-615
OG0003492	YNL284C	augustus_masked-scf7180000049485-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049485-processed-gene-0.4&CDS=1-861
OG0003493	YNL287W	augustus_masked-scf7180000049586-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.7&CDS=1-2817
OG0003494	YNL288W	augustus_masked-scf7180000049586-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.6&CDS=1-1191
OG0003495	YNL290W	genemark-scf7180000049586-processed-gene-1.37-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-1.37&CDS=1-1008
OG0003496	YNL291C	augustus_masked-scf7180000049586-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.21&CDS=1-1671
OG0003497	YNL292W	augustus_masked-scf7180000049586-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.4&CDS=1-1212
OG0003498	YNL294C	augustus_masked-scf7180000049586-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.3&CDS=1-1635
OG0003499	YNL295W	augustus_masked-scf7180000049586-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-1.0&CDS=1-1551
OG0003500	YNL297C	maker-scf7180000049586-snap-gene-1.70-mRNA-1_1&gene=maker-scf7180000049586-snap-gene-1.70&CDS=1-5037
OG0003501	YNL298W	snap_masked-scf7180000049586-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-0.18&CDS=1-2397
OG0003502	YNL304W	genemark-scf7180000049586-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-0.53&CDS=1-1482
OG0003503	YNL305C	augustus_masked-scf7180000049586-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.106&CDS=1-819
OG0003504	YNL306W	augustus_masked-scf7180000049586-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.86&CDS=1-603
OG0003505	YNL307C	augustus_masked-scf7180000049467-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049467-processed-gene-0.6&CDS=1-1122
OG0003506	YNL308C	augustus_masked-scf7180000049586-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.105&CDS=1-1794
OG0003507	YNL309W	augustus_masked-scf7180000049586-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.85&CDS=1-1386
OG0003508	YNL310C	genemark-scf7180000049586-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-0.71&CDS=1-585
OG0003509	YNL311C	genemark-scf7180000049586-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-0.70&CDS=1-2355
OG0003510	YNL312W	maker-scf7180000049467-augustus-gene-0.38-mRNA-1_1&gene=maker-scf7180000049467-augustus-gene-0.38&CDS=1-864
OG0003511	YNL313C	augustus_masked-scf7180000049467-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049467-processed-gene-0.7&CDS=1-2724
OG0003512	YNL316C	genemark-scf7180000049586-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-0.69&CDS=1-1947
OG0003513	YNL321W	augustus_masked-scf7180000049586-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.83&CDS=1-3708
OG0003514	YNL322C	augustus_masked-scf7180000049586-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.101&CDS=1-906
OG0003515	YNL323W	augustus_masked-scf7180000049467-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000049467-processed-gene-0.29&CDS=1-3252
OG0003516	YNL325C	genemark-scf7180000049586-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-0.66&CDS=1-2709
OG0003517	YNL326C	genemark-scf7180000049586-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000049586-processed-gene-0.65&CDS=1-990
OG0003518	YNL327W	snap_masked-scf7180000049586-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-0.8&CDS=1-2421
OG0003519	YNL328C	augustus_masked-scf7180000049586-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.99&CDS=1-450
OG0003520	YNL329C	augustus_masked-scf7180000049586-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.98&CDS=1-3111
OG0003521	YNL330C	augustus_masked-scf7180000049586-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-0.97&CDS=1-1299
OG0003522	YNR001C	augustus_masked-scf7180000049584-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049584-processed-gene-0.1&CDS=1-1248
OG0003523	YNR006W	augustus_masked-scf7180000049590-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.156&CDS=1-1869
OG0003524	YNR007C	augustus_masked-scf7180000049590-processed-gene-3.189-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.189&CDS=1-912
OG0003525	YNR008W	snap_masked-scf7180000049590-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scf7180000049590-processed-gene-3.19&CDS=1-2034
OG0003526	YNR009W	augustus_masked-scf7180000049590-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.158&CDS=1-777
OG0003527	YNR010W	augustus_masked-scf7180000049590-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.159&CDS=1-861
OG0003528	YNR011C	augustus_masked-scf7180000049590-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.190&CDS=1-2739
OG0003529	YNR012W	augustus_masked-scf7180000049590-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.160&CDS=1-1449
OG0003530	YNR013C	maker-scf7180000049590-snap-gene-3.71-mRNA-1_1&gene=maker-scf7180000049590-snap-gene-3.71&CDS=1-2667
OG0003531	YNR014W	augustus_masked-scf7180000049585-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.8&CDS=1-807
OG0003532	YNR015W	augustus_masked-scf7180000049520-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.15&CDS=1-1086
OG0003533	YNR016C	augustus_masked-scf7180000049585-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.21&CDS=1-6744
OG0003534	YNR017W	augustus_masked-scf7180000049520-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.16&CDS=1-627
OG0003535	YNR018W	augustus_masked-scf7180000049520-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.17&CDS=1-666
OG0003536	YNR019W	augustus_masked-scf7180000049520-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.18&CDS=1-1893
OG0003537	YNR020C	augustus_masked-scf7180000049520-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.49&CDS=1-735
OG0003538	YNR021W	snap_masked-scf7180000049585-processed-gene-4.96-mRNA-1_1&gene=snap_masked-scf7180000049585-processed-gene-4.96&CDS=1-1230
OG0003539	YNR022C	augustus_masked-scf7180000049520-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.50&CDS=1-402
OG0003540	YNR023W	augustus_masked-scf7180000049585-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.11&CDS=1-1686
OG0003541	YNR024W	snap_masked-scf7180000049520-processed-gene-0.170-mRNA-1_1&gene=snap_masked-scf7180000049520-processed-gene-0.170&CDS=1-555
OG0003542	YNR026C	augustus_masked-scf7180000049520-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.51&CDS=1-1317
OG0003543	YNR027W	snap_masked-scf7180000049520-processed-gene-0.172-mRNA-1_1&gene=snap_masked-scf7180000049520-processed-gene-0.172&CDS=1-978
OG0003544	YNR029C	augustus_masked-scf7180000049520-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.53&CDS=1-1305
OG0003545	YNR030W	augustus_masked-scf7180000049520-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.22&CDS=1-1668
OG0003546	YNR032C-A	snap_masked-scf7180000049520-processed-gene-0.213-mRNA-1_1&gene=snap_masked-scf7180000049520-processed-gene-0.213&CDS=1-249
OG0003547	YNR032W	augustus_masked-scf7180000049520-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.23&CDS=1-1113
OG0003548	YNR033W	augustus_masked-scf7180000049520-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.24&CDS=1-2247
OG0003549	YNR034W	augustus_masked-scf7180000049520-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.25&CDS=1-975
OG0003550	YNR034W-A	augustus_masked-scf7180000049520-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.26&CDS=1-312
OG0003551	YNR035C	augustus_masked-scf7180000049520-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.57&CDS=1-1035
OG0003552	YNR036C	maker-scf7180000049520-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000049520-augustus-gene-0.6&CDS=1-756
OG0003553	YNR038W	augustus_masked-scf7180000049520-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.27&CDS=1-1989
OG0003554	YNR039C	maker-scf7180000049520-snap-gene-0.156-mRNA-1_1&gene=maker-scf7180000049520-snap-gene-0.156&CDS=1-1860
OG0003555	YNR040W	augustus_masked-scf7180000049520-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.28&CDS=1-819
OG0003556	YNR041C	augustus_masked-scf7180000049520-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.60&CDS=1-1146
OG0003557	YNR043W	augustus_masked-scf7180000049520-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.29&CDS=1-1191
OG0003558	YNR045W	augustus_masked-scf7180000049520-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.31&CDS=1-1482
OG0003559	YNR046W	augustus_masked-scf7180000049520-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.32&CDS=1-402
OG0003560	YNR049C	snap_masked-scf7180000049520-processed-gene-0.220-mRNA-1_1&gene=snap_masked-scf7180000049520-processed-gene-0.220&CDS=1-678
OG0003561	YNR050C	snap_masked-scf7180000049520-processed-gene-0.221-mRNA-1_1&gene=snap_masked-scf7180000049520-processed-gene-0.221&CDS=1-1338
OG0003562	YNR052C	augustus_masked-scf7180000049520-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.64&CDS=1-1425
OG0003563	YNR053C	augustus_masked-scf7180000049520-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.65&CDS=1-1521
OG0003564	YNR054C	augustus_masked-scf7180000049520-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000049520-processed-gene-0.66&CDS=1-939
OG0003565	YNR056C	snap_masked-scf7180000049574-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scf7180000049574-processed-gene-1.10&CDS=1-1083
OG0003566	YNR057C	maker-scf7180000049574-snap-gene-1.56-mRNA-1_1&gene=maker-scf7180000049574-snap-gene-1.56&CDS=1-639
OG0003567	YNR058W	augustus_masked-scf7180000049574-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-scf7180000049574-processed-gene-1.126&CDS=1-1476
OG0003568	YOL001W	augustus_masked-scf7180000049522-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.56&CDS=1-981
OG0003569	YOL002C	augustus_masked-scf7180000049466-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049466-processed-gene-0.5&CDS=1-963
OG0003570	YOL003C	augustus_masked-scf7180000049513-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.13&CDS=1-1143
OG0003571	YOL004W	augustus_masked-scf7180000049513-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.5&CDS=1-4353
OG0003572	YOL005C	augustus_masked-scf7180000049513-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.12&CDS=1-366
OG0003573	YOL006C	augustus_masked-scf7180000049466-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049466-processed-gene-0.6&CDS=1-2313
OG0003574	YOL008W	genemark-scf7180000049513-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000049513-processed-gene-0.34&CDS=1-600
OG0003575	YOL009C	augustus_masked-scf7180000049513-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.8&CDS=1-816
OG0003576	YOL010W	augustus_masked-scf7180000049513-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.17&CDS=1-1110
OG0003577	YOL012C	augustus_masked-scf7180000049513-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049513-processed-gene-0.10&CDS=1-393
OG0003578	YOL013C	snap_masked-scf7180000049455-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000049455-processed-gene-0.0&CDS=1-1371
OG0003579	YOL018C	augustus_masked-scf7180000049564-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.25&CDS=1-1164
OG0003580	YOL019W	snap_masked-scf7180000049564-processed-gene-0.190-mRNA-1_1&gene=snap_masked-scf7180000049564-processed-gene-0.190&CDS=1-1731
OG0003581	YOL021C	augustus_masked-scf7180000049493-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.145&CDS=1-3024
OG0003582	YOL022C	augustus_masked-scf7180000049564-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.26&CDS=1-1230
OG0003583	YOL023W	genemark-scf7180000049564-processed-gene-0.124-mRNA-1_1&gene=genemark-scf7180000049564-processed-gene-0.124&CDS=1-1896
OG0003584	YOL025W	augustus_masked-scf7180000049564-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000049564-processed-gene-0.54&CDS=1-2133
OG0003585	YOL027C	augustus_masked-scf7180000049566-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.131&CDS=1-1797
OG0003586	YOL028C	augustus_masked-scf7180000049566-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.130&CDS=1-1116
OG0003587	YOL030W	augustus_masked-scf7180000049590-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-1.44&CDS=1-1452
OG0003588	YOL031C	snap_masked-scf7180000049566-processed-gene-2.33-mRNA-1_1&gene=snap_masked-scf7180000049566-processed-gene-2.33&CDS=1-1251
OG0003589	YOL032W	augustus_masked-scf7180000049566-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.128&CDS=1-744
OG0003590	YOL034W	maker-scf7180000049566-augustus-gene-2.83-mRNA-1_1&gene=maker-scf7180000049566-augustus-gene-2.83&CDS=1-4827
OG0003591	YOL036W	augustus_masked-scf7180000049356-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049356-processed-gene-0.3&CDS=1-2481
OG0003592	YOL038W	augustus_masked-scf7180000049566-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.108&CDS=1-753
OG0003593	YOL040C	augustus_masked-scf7180000049566-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.127&CDS=1-429
OG0003594	YOL041C	augustus_masked-scf7180000049566-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.126&CDS=1-1329
OG0003595	YOL042W	snap_masked-scf7180000049566-processed-gene-2.31-mRNA-1_1&gene=snap_masked-scf7180000049566-processed-gene-2.31&CDS=1-1170
OG0003596	YOL043C	genemark-scf7180000049566-processed-gene-2.190-mRNA-1_1&gene=genemark-scf7180000049566-processed-gene-2.190&CDS=1-1035
OG0003597	YOL044W	snap_masked-scf7180000049566-processed-gene-2.29-mRNA-1_1&gene=snap_masked-scf7180000049566-processed-gene-2.29&CDS=1-1068
OG0003598	YOL048C	augustus_masked-scf7180000049566-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.124&CDS=1-456
OG0003599	YOL049W	augustus_masked-scf7180000049566-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scf7180000049566-processed-gene-2.102&CDS=1-1479
OG0003600	YOL051W	augustus_masked-scf7180000049590-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-1.50&CDS=1-3399
OG0003601	YOL052C	augustus_masked-scf7180000049558-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.93&CDS=1-1230
OG0003602	YOL054W	augustus_masked-scf7180000049420-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049420-processed-gene-0.3&CDS=1-1953
OG0003603	YOL056W	augustus_masked-scf7180000049514-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.109&CDS=1-918
OG0003604	YOL057W	maker-scf7180000049514-augustus-gene-0.90-mRNA-1_1&gene=maker-scf7180000049514-augustus-gene-0.90&CDS=1-3321
OG0003605	YOL059W	genemark-scf7180000049514-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000049514-processed-gene-0.71&CDS=1-1194
OG0003606	YOL061W	augustus_masked-scf7180000049514-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.113&CDS=1-1392
OG0003607	YOL062C	snap_masked-scf7180000049514-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000049514-processed-gene-0.6&CDS=1-1521
OG0003608	YOL063C	snap_masked-scf7180000049514-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000049514-processed-gene-0.7&CDS=1-2895
OG0003609	YOL067C	augustus_masked-scf7180000049582-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-scf7180000049582-processed-gene-2.33&CDS=1-558
OG0003610	YOL069W	augustus_masked-scf7180000049514-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.116&CDS=1-1416
OG0003611	YOL070C	augustus_masked-scf7180000049582-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-scf7180000049582-processed-gene-2.35&CDS=1-1698
OG0003612	YOL071W	augustus_masked-scf7180000049514-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.118&CDS=1-492
OG0003613	YOL072W	augustus_masked-scf7180000049514-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.119&CDS=1-1416
OG0003614	YOL073C	genemark-scf7180000049514-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000049514-processed-gene-0.58&CDS=1-561
OG0003615	YOL075C	augustus_masked-scf7180000049514-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.102&CDS=1-4026
OG0003616	YOL076W	snap_masked-scf7180000049582-processed-gene-2.235-mRNA-1_1&gene=snap_masked-scf7180000049582-processed-gene-2.235&CDS=1-2382
OG0003617	YOL077C	augustus_masked-scf7180000049582-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-scf7180000049582-processed-gene-2.40&CDS=1-876
OG0003618	YOL078W	augustus_masked-scf7180000049514-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.121&CDS=1-3882
OG0003619	YOL080C	augustus_masked-scf7180000049477-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.55&CDS=1-843
OG0003620	YOL084W	augustus_masked-scf7180000049522-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000049522-processed-gene-0.80&CDS=1-2919
