	Candida_carpophila	Saccharomyces_cerevisiae
OG0002351	-processed-gene-6.5-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.5&CDS=1-3273	YBL022C
OG0002352	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.10&CDS=1-3426	YBL023C
OG0002353	-processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.38&CDS=1-762	YLR285W
OG0002354	-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.97&CDS=1-1896	YJR072C
OG0002355	-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.74&CDS=1-4479	YKL197C
OG0002356	-processed-gene-6.41-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.41&CDS=1-405	YMR112C
OG0002357	-processed-gene-6.16-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.16&CDS=1-1239	YMR113W
OG0002358	-processed-gene-6.17-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.17&CDS=1-1725	YDL156W
OG0002359	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.42&CDS=1-951	YMR116C
OG0002360	-processed-gene-6.18-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.18&CDS=1-1374	YNL011C
OG0002361	-processed-gene-6.43-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.43&CDS=1-954	YKR026C
OG0002362	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.19&CDS=1-822	YKR025W
OG0002363	-processed-gene-6.20-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.20&CDS=1-2241	YKR024C
OG0002364	-processed-gene-6.45-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.45&CDS=1-1086	YOL009C
OG0002365	-processed-gene-6.24-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.24&CDS=1-1758	YIL001W
OG0002366	-processed-gene-6.25-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.25&CDS=1-3546	YPL012W
OG0002367	-processed-gene-6.26-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.26&CDS=1-396	YPL013C
OG0002368	-augustus-gene-6.180-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-6.180&CDS=1-2721	YLR340W
OG0002369	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.55&CDS=1-2670	YPR160W
OG0002370	-processed-gene-6.30-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.30&CDS=1-1209	YMR044W
OG0002371	-processed-gene-6.31-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.31&CDS=1-702	YMR043W
OG0002372	-processed-gene-6.57-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.57&CDS=1-774	YLR059C
OG0002373	-processed-gene-6.35-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.35&CDS=1-513	YLR050C
OG0002374	-processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.58&CDS=1-258	YGR037C
OG0002375	-processed-gene-6.59-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-6.59&CDS=1-1617	YGL244W
OG0002376	-augustus-gene-7.0-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-7.0&CDS=1-3651	YOR168W
OG0002377	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.71&CDS=1-795	YGR024C
OG0002378	-processed-gene-7.68-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.68&CDS=1-3498	YPR010C
OG0002379	-processed-gene-7.91-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.91&CDS=1-2967	YFR048W
OG0002380	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.73&CDS=1-2166	YGL245W
OG0002381	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.74&CDS=1-342	YHR087W
OG0002382	-processed-gene-7.75-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.75&CDS=1-3822	YHR039C
OG0002383	-processed-gene-7.94-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.94&CDS=1-339	YHR039C-A
OG0002384	-processed-gene-7.95-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.95&CDS=1-4728	YDR334W
OG0002385	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.77&CDS=1-864	YOR174W
OG0002386	-snap-gene-7.166-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-snap-gene-7.166&CDS=1-2976	YOR176W
OG0002387	-processed-gene-7.100-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.100&CDS=1-3441	YLR272C
OG0002388	-processed-gene-7.101-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.101&CDS=1-1362	YMR005W
OG0002389	-processed-gene-7.79-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.79&CDS=1-1119	YOL010W
OG0002390	-processed-gene-7.151-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.151&CDS=1-10386	YKL203C
OG0002391	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.80&CDS=1-948	YJR070C
OG0002392	-augustus-gene-7.6-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-7.6&CDS=1-2682	YJL094C
OG0002393	-processed-gene-7.107-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.107&CDS=1-726	YKL206C
OG0002394	-processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.109&CDS=1-528	YGL068W
OG0002395	-processed-gene-7.83-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.83&CDS=1-336	YGL070C
OG0002396	-processed-gene-7.112-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.112&CDS=1-732	YNL010W
OG0002397	-processed-gene-7.113-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.113&CDS=1-756	YNL312W
OG0002398	-processed-gene-7.114-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.114&CDS=1-1419	YNR023W
OG0002399	-processed-gene-7.115-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.115&CDS=1-687	YOR319W
OG0002400	-processed-gene-7.116-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.116&CDS=1-1005	YHR040W
OG0002401	-processed-gene-7.164-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-7.164&CDS=1-1656	YCR051W
OG0002402	-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.0&CDS=1-3183	YCR047C
OG0002403	-processed-gene-8.51-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.51&CDS=1-522	YCR046C
OG0002404	-processed-gene-8.53-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.53&CDS=1-3150	YNL014W
OG0002405	-processed-gene-8.88-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.88&CDS=1-903	YPR061C
OG0002406	-augustus-gene-8.182-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-8.182&CDS=1-4845	YOR165W
OG0002407	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.93&CDS=1-903	YJR007W
OG0002408	-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.7&CDS=1-1458	YPR054W
OG0002409	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.63&CDS=1-975	YJR008W
OG0002410	-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.9&CDS=1-1848	YJR005W
OG0002411	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.94&CDS=1-3462	YDR291W
OG0002412	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.65&CDS=1-1497	YBR056W
OG0002413	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.95&CDS=1-1668	YDR062W
OG0002414	-processed-gene-8.96-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.96&CDS=1-1623	YDR061W
OG0002415	-processed-gene-8.67-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.67&CDS=1-900	YDR068W
OG0002416	-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.37&CDS=1-1416	YHR045W
OG0002417	-processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.70&CDS=1-1287	YHR005C
OG0002418	-processed-gene-8.98-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.98&CDS=1-1335	YBL045C
OG0002419	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.100&CDS=1-783	YJR113C
OG0002420	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.72&CDS=1-720	YBR256C
OG0002421	-processed-gene-8.73-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.73&CDS=1-582	YER012W
OG0002422	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.74&CDS=1-3261	YER013W
OG0002423	-processed-gene-8.140-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.140&CDS=1-2805	YIR007W
OG0002424	-processed-gene-8.167-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.167&CDS=1-1392	YIR008C
OG0002425	-processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.104&CDS=1-1248	YIR012W
OG0002426	-processed-gene-8.76-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.76&CDS=1-1806	YER055C
OG0002427	-processed-gene-8.77-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.77&CDS=1-1362	YDL147W
OG0002428	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.106&CDS=1-1353	YOL030W
OG0002429	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.107&CDS=1-1755	YJR016C
OG0002430	-processed-gene-8.81-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.81&CDS=1-645	YER016W
OG0002431	-processed-gene-8.173-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.173&CDS=1-267	YER058W
OG0002432	-processed-gene-8.83-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-8.83&CDS=1-1209	YIL050W
OG0002433	-processed-gene-9.55-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.55&CDS=1-3801	YDL195W
OG0002434	-processed-gene-9.57-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.57&CDS=1-3168	YPR026W
OG0002435	-processed-gene-9.59-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.59&CDS=1-306	YGR215W
OG0002436	-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.103&CDS=1-6684	YGR217W
OG0002437	-processed-gene-9.82-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.82&CDS=1-1464	YGR211W
OG0002438	-processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.61&CDS=1-2013	YIL046W
OG0002439	-processed-gene-9.84-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.84&CDS=1-1965	YOL141W
OG0002440	-processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.85&CDS=1-747	YOL142W
OG0002441	-augustus-gene-9.3-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-9.3&CDS=1-2673	YER080W
OG0002442	-processed-gene-9.87-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.87&CDS=1-474	YBR254C
OG0002443	-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.126&CDS=1-1929	YBR255W
OG0002444	-processed-gene-9.67-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.67&CDS=1-1470	YOL027C
OG0002445	-processed-gene-9.50-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.50&CDS=1-1596	YKR056W
OG0002446	-processed-gene-9.68-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.68&CDS=1-1332	YBR162C
OG0002447	-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.113&CDS=1-1848	YDL185W
OG0002448	-processed-gene-9.97-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.97&CDS=1-1035	YDL183C
OG0002449	-augustus-gene-9.6-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-9.6&CDS=1-3552	YDL132W
OG0002450	-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.116&CDS=1-3924	YEL040W
OG0002451	-augustus-gene-9.7-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-9.7&CDS=1-5202	YDL145C
OG0002452	-processed-gene-9.37-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-9.37&CDS=1-213	YLR218C
OG0002453	-snap-gene-10.170-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-snap-gene-10.170&CDS=1-2514	YOR099W
OG0002454	-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.60&CDS=1-1701	YBR170C
OG0002455	-processed-gene-10.1-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.1&CDS=1-2103	YPL106C
OG0002456	-processed-gene-10.2-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.2&CDS=1-1995	YMR216C
OG0002457	-processed-gene-10.9-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.9&CDS=1-1686	YPL086C
OG0002458	-processed-gene-10.3-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.3&CDS=1-873	YBR185C
OG0002459	-processed-gene-10.10-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.10&CDS=1-1092	YPL054W
OG0002460	-processed-gene-10.31-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.31&CDS=1-1917	YPL093W
OG0002461	-processed-gene-10.32-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.32&CDS=1-1104	YPL050C
OG0002462	-processed-gene-10.12-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.12&CDS=1-1494	YKR072C
OG0002463	-processed-gene-10.139-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.139&CDS=1-2724	YOR058C
OG0002464	-augustus-gene-10.166-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-10.166&CDS=1-2586	YDR294C
OG0002465	-processed-gene-10.143-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.143&CDS=1-2034	YDR295C
OG0002466	-processed-gene-10.41-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.41&CDS=1-1440	YOR056C
OG0002467	-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.70&CDS=1-2028	YIR038C
OG0002468	-processed-gene-10.42-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.42&CDS=1-1386	YBR199W
OG0002469	-processed-gene-10.15-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.15&CDS=1-1749	YPL104W
OG0002470	-processed-gene-10.43-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.43&CDS=1-2016	YJL010C
OG0002471	-processed-gene-10.44-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.44&CDS=1-1131	YJL031C
OG0002472	-processed-gene-10.16-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.16&CDS=1-545	YJL030W
OG0002473	-processed-gene-10.45-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.45&CDS=1-1158	YJL006C
OG0002474	-processed-gene-10.46-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.46&CDS=1-846	YNL055C
OG0002475	-processed-gene-10.47-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.47&CDS=1-2370	YMR049C
OG0002476	-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.74&CDS=1-510	YIR005W
OG0002477	-processed-gene-10.48-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.48&CDS=1-879	YPR139C
OG0002478	-processed-gene-10.50-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.50&CDS=1-2949	YFL025C
OG0002479	-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.76&CDS=1-5019	YBR171W
OG0002480	-processed-gene-10.127-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.127&CDS=1-2001	YER005W
OG0002481	-processed-gene-10.25-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.25&CDS=1-1542	YER006W
OG0002482	-processed-gene-10.130-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.130&CDS=1-1497	YER007W
OG0002483	-processed-gene-10.53-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.53&CDS=1-537	YER007C-A
OG0002484	-processed-gene-10.54-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.54&CDS=1-2856	YIR002C
OG0002485	-processed-gene-10.29-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.29&CDS=1-2067	YLR098C
OG0002486	-processed-gene-10.30-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-10.30&CDS=1-1458	YOR046C
OG0002487	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.61&CDS=1-3705	YDR347W
OG0002488	-processed-gene-11.7-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.7&CDS=1-165	YDR276C
OG0002489	-processed-gene-11.10-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.10&CDS=1-153	YOR045W
OG0002490	-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.60&CDS=1-5142	YNL250W
OG0002491	-processed-gene-11.11-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.11&CDS=1-2472	YPR112C
OG0002492	-processed-gene-11.12-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.12&CDS=1-981	YGR101W
OG0002493	-processed-gene-11.39-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.39&CDS=1-600	YFR001W
OG0002494	-processed-gene-11.14-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.14&CDS=1-1194	YCL032W
OG0002495	-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.68&CDS=1-3066	YDR324C
OG0002496	-processed-gene-11.42-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.42&CDS=1-1131	YML008C
OG0002497	-processed-gene-11.43-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.43&CDS=1-3171	YDR325W
OG0002498	-processed-gene-11.117-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.117&CDS=1-2331	YEL053C
OG0002499	-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.70&CDS=1-1716	YML007W
OG0002500	-processed-gene-11.21-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.21&CDS=1-1125	YHR068W
OG0002501	-processed-gene-11.122-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.122&CDS=1-1956	YML017W
OG0002502	-processed-gene-11.44-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.44&CDS=1-1254	YER020W
OG0002503	-processed-gene-11.45-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.45&CDS=1-1995	YKL139W
OG0002504	-processed-gene-11.74-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.74&CDS=1-213	YIL156W-B
OG0002505	-processed-gene-11.46-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.46&CDS=1-2082	YKL104C
OG0002506	-processed-gene-11.24-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.24&CDS=1-1065	YDR282C
OG0002507	-processed-gene-11.126-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.126&CDS=1-2043	YMR108W
OG0002508	-processed-gene-11.148-mRNA-1_1&gene=snap_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.148&CDS=1-2715	YOR349W
OG0002509	-processed-gene-11.32-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.32&CDS=1-3489	YPL217C
OG0002510	-processed-gene-11.52-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.52&CDS=1-1053	YDR030C
OG0002511	-processed-gene-11.35-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-11.35&CDS=1-1377	YDR023W
OG0002512	-augustus-gene-12.4-mRNA-1_1&gene=maker-gi|1002316128|dbj|BCGK01000002.1|-augustus-gene-12.4&CDS=1-10893	YPR086W
OG0002513	-processed-gene-12.100-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.100&CDS=1-801	YOR358W
OG0002514	-processed-gene-12.101-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.101&CDS=1-621	YLR178C
OG0002515	-processed-gene-12.103-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.103&CDS=1-1080	YLR420W
OG0002516	-processed-gene-12.105-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.105&CDS=1-2442	YDR160W
OG0002517	-processed-gene-12.68-mRNA-1_1&gene=augustus_masked-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.68&CDS=1-6018	YLR422W
OG0002518	-processed-gene-12.108-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.108&CDS=1-1122	YKL193C
OG0002519	-processed-gene-12.129-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.129&CDS=1-1077	YLR291C
OG0002520	-processed-gene-12.130-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.130&CDS=1-876	YML110C
OG0002521	-processed-gene-12.131-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.131&CDS=1-1512	YAL038W
OG0002522	-processed-gene-12.111-mRNA-1_1&gene=genemark-gi|1002316128|dbj|BCGK01000002.1|-processed-gene-12.111&CDS=1-432	YNL328C
