	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
OG0002448	augustus_masked-draA_s74-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.191&CDS=1-5643	YLR422W
OG0002449	augustus_masked-draA_s76-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.19&CDS=1-2004	YJL090C
OG0002450	maker-draA_s76-snap-gene-0.1-mRNA-1_1&gene=maker-draA_s76-snap-gene-0.1&CDS=1-5694	YMR176W
OG0002451	augustus_masked-draA_s76-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.5&CDS=1-1698	YDL210W
OG0002452	maker-draA_s76-snap-gene-0.2-mRNA-1_1&gene=maker-draA_s76-snap-gene-0.2&CDS=1-2001	YML127W
OG0002453	genemark-draA_s76-processed-gene-0.68-mRNA-1_1&gene=genemark-draA_s76-processed-gene-0.68&CDS=1-447	YML094W
OG0002454	augustus_masked-draA_s76-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.22&CDS=1-1068	YML095C
OG0002455	augustus_masked-draA_s76-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.23&CDS=1-2142	YIL091C
OG0002456	augustus_masked-draA_s76-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.9&CDS=1-1395	YIL090W
OG0002457	augustus_masked-draA_s76-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.25&CDS=1-1107	YPR035W
OG0002458	augustus_masked-draA_s76-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.11&CDS=1-5922	YJL005W
OG0002459	augustus_masked-draA_s76-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.14&CDS=1-3165	YMR196W
OG0002460	augustus_masked-draA_s76-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.15&CDS=1-663	YMR197C
OG0002461	augustus_masked-draA_s76-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.16&CDS=1-630	YPL252C
OG0002462	augustus_masked-draA_s76-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.29&CDS=1-1080	YPL254W
OG0002463	augustus_masked-draA_s77-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-draA_s77-processed-gene-0.22&CDS=1-1452	YGL055W
OG0002464	maker-draA_s77-snap-gene-0.35-mRNA-1_1&gene=maker-draA_s77-snap-gene-0.35&CDS=1-468	YOR357C
OG0002465	augustus_masked-draA_s77-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s77-processed-gene-0.27&CDS=1-2022	YPR074C
OG0002466	snap_masked-draA_s77-processed-gene-0.18-mRNA-1_1&gene=snap_masked-draA_s77-processed-gene-0.18&CDS=1-2313	YPR073C
OG0002467	snap_masked-draA_s77-processed-gene-0.19-mRNA-1_1&gene=snap_masked-draA_s77-processed-gene-0.19&CDS=1-3261	YOL051W
OG0002468	augustus_masked-draA_s77-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-draA_s77-processed-gene-0.31&CDS=1-2901	YLR129W
OG0002469	augustus_masked-draA_s78-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.6&CDS=1-5412	YHL030W
OG0002470	augustus_masked-draA_s78-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.7&CDS=1-1467	YGR083C
OG0002471	augustus_masked-draA_s78-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.8&CDS=1-3993	YAL026C
OG0002472	augustus_masked-draA_s78-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.0&CDS=1-1314	YOR323C
OG0002473	augustus_masked-draA_s78-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.9&CDS=1-819	YBR213W
OG0002474	augustus_masked-draA_s78-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.1&CDS=1-1866	YOR370C
OG0002475	snap_masked-draA_s78-processed-gene-0.45-mRNA-1_1&gene=snap_masked-draA_s78-processed-gene-0.45&CDS=1-429	YOR369C
OG0002476	augustus_masked-draA_s78-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.13&CDS=1-288	YBR111W-A
OG0002477	augustus_masked-draA_s78-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.4&CDS=1-606	YBR111C
OG0002478	augustus_masked-draA_s78-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.14&CDS=1-2271	YBR112C
OG0002479	augustus_masked-draA_s78-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.15&CDS=1-1428	YPL188W
OG0002480	augustus_masked-draA_s78-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.16&CDS=1-1470	YNL330C
OG0002481	augustus_masked-draA_s78-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.17&CDS=1-1113	YNL326C
OG0002482	augustus_masked-draA_s78-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.18&CDS=1-1017	YPL244C
OG0002483	augustus_masked-draA_s79-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.0&CDS=1-1662	YOR002W
OG0002484	snap_masked-draA_s79-processed-gene-0.49-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-0.49&CDS=1-1380	YPL120W
OG0002485	augustus_masked-draA_s79-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.2&CDS=1-1173	YDR459C
OG0002486	augustus_masked-draA_s79-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.4&CDS=1-588	YHR026W
OG0002487	augustus_masked-draA_s79-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.24&CDS=1-2844	YHR027C
OG0002488	augustus_masked-draA_s79-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.5&CDS=1-1719	YJL201W
OG0002489	augustus_masked-draA_s79-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.27&CDS=1-663	YLR145W
OG0002490	augustus_masked-draA_s79-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.7&CDS=1-1143	YDR161W
OG0002491	augustus_masked-draA_s79-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.8&CDS=1-594	YDR163W
OG0002492	maker-draA_s79-snap-gene-0.44-mRNA-1_1&gene=maker-draA_s79-snap-gene-0.44&CDS=1-3849	YLL021W
OG0002493	augustus_masked-draA_s79-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.30&CDS=1-855	YDL052C
OG0002494	augustus_masked-draA_s79-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.31&CDS=1-1881	YOR129C
OG0002495	maker-draA_s79-augustus-gene-0.42-mRNA-1_1&gene=maker-draA_s79-augustus-gene-0.42&CDS=1-678	YDR381W
OG0002496	augustus_masked-draA_s79-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.10&CDS=1-1359	YOR301W
OG0002497	augustus_masked-draA_s79-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.11&CDS=1-1683	YOR128C
OG0002498	augustus_masked-draA_s79-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.35&CDS=1-1779	YBR083W
OG0002499	snap_masked-draA_s79-processed-gene-0.86-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-0.86&CDS=1-2172	YPR031W
OG0002500	genemark-draA_s79-processed-gene-0.131-mRNA-1_1&gene=genemark-draA_s79-processed-gene-0.131&CDS=1-1311	YDR364C
OG0002501	augustus_masked-draA_s79-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.15&CDS=1-900	YDR361C
OG0002502	augustus_masked-draA_s79-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.16&CDS=1-2796	YBR079C
OG0002503	augustus_masked-draA_s79-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.17&CDS=1-990	YCR036W
OG0002504	genemark-draA_s79-processed-gene-0.112-mRNA-1_1&gene=genemark-draA_s79-processed-gene-0.112&CDS=1-741	YBR153W
OG0002505	snap_masked-draA_s79-processed-gene-0.88-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-0.88&CDS=1-639	YBR154C
OG0002506	augustus_masked-draA_s79-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.40&CDS=1-282	YOL086W-A
OG0002507	augustus_masked-draA_s79-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.19&CDS=1-1461	YJL194W
OG0002508	snap_masked-draA_s79-processed-gene-1.89-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.89&CDS=1-3456	YCR033W
OG0002509	snap_masked-draA_s79-processed-gene-1.90-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.90&CDS=1-948	YBR146W
OG0002510	augustus_masked-draA_s79-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.47&CDS=1-1332	YNL040W
OG0002511	augustus_masked-draA_s79-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.45&CDS=1-627	YKL119C
OG0002512	snap_masked-draA_s79-processed-gene-1.111-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.111&CDS=1-864	YOL077C
OG0002513	augustus_masked-draA_s79-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.65&CDS=1-198	YOL077W-A
OG0002514	augustus_masked-draA_s79-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.66&CDS=1-2556	YOL078W
OG0002515	augustus_masked-draA_s79-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.52&CDS=1-1281	YOL097C
OG0002516	augustus_masked-draA_s79-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.53&CDS=1-606	YDR487C
OG0002517	maker-draA_s79-augustus-gene-1.85-mRNA-1_1&gene=maker-draA_s79-augustus-gene-1.85&CDS=1-3852	YOL021C
OG0002518	augustus_masked-draA_s79-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.70&CDS=1-1827	YJR002W
OG0002519	augustus_masked-draA_s79-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.55&CDS=1-750	YGL136C
OG0002520	augustus_masked-draA_s79-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.71&CDS=1-1143	YJL171C
OG0002521	augustus_masked-draA_s79-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.57&CDS=1-4773	YGR098C
OG0002522	augustus_masked-draA_s79-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.73&CDS=1-2499	YMR100W
OG0002523	snap_masked-draA_s79-processed-gene-1.122-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.122&CDS=1-2094	YBR131W
OG0002524	augustus_masked-draA_s79-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.76&CDS=1-3540	YKL092C
OG0002525	augustus_masked-draA_s79-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.59&CDS=1-2784	YMR080C
OG0002526	augustus_masked-draA_s79-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.60&CDS=1-453	YDR092W
OG0002527	augustus_masked-draA_s79-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.62&CDS=1-897	YBR085W
OG0002528	augustus_masked-draA_s79-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.79&CDS=1-1275	YOL052C
OG0002529	snap_masked-draA_s79-processed-gene-1.129-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.129&CDS=1-465	YBR022W
OG0002530	maker-draA_s79-augustus-gene-1.87-mRNA-1_1&gene=maker-draA_s79-augustus-gene-1.87&CDS=1-2253	YNL292W
OG0002531	augustus_masked-draA_s79-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.81&CDS=1-714	YOL110W
OG0002532	augustus_masked-draA_s79-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.89&CDS=1-786	YAL039C
OG0002533	augustus_masked-draA_s79-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.104&CDS=1-894	YHL013C
OG0002534	augustus_masked-draA_s79-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.92&CDS=1-1437	YOR355W
OG0002535	maker-draA_s79-augustus-gene-2.128-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.128&CDS=1-4110	YOR356W
OG0002536	augustus_masked-draA_s79-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.93&CDS=1-1242	YAL042W
OG0002537	augustus_masked-draA_s79-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.107&CDS=1-816	YNL252C
OG0002538	maker-draA_s79-snap-gene-2.132-mRNA-1_1&gene=maker-draA_s79-snap-gene-2.132&CDS=1-1986	YNL251C
OG0002539	augustus_masked-draA_s79-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.108&CDS=1-1890	YPR024W
OG0002540	augustus_masked-draA_s79-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.109&CDS=1-2121	YBL097W
OG0002541	augustus_masked-draA_s79-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.110&CDS=1-966	YIL019W
OG0002542	augustus_masked-draA_s79-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.95&CDS=1-822	YIL020C
OG0002543	augustus_masked-draA_s79-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.111&CDS=1-924	YIL021W
OG0002544	augustus_masked-draA_s79-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.112&CDS=1-2766	YGR100W
OG0002545	augustus_masked-draA_s79-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.97&CDS=1-1212	YDR394W
OG0002546	augustus_masked-draA_s79-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.114&CDS=1-1575	YOR149C
OG0002547	augustus_masked-draA_s79-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.98&CDS=1-663	YIL118W
OG0002548	augustus_masked-draA_s79-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.116&CDS=1-2319	YIR027C
OG0002549	maker-draA_s79-augustus-gene-2.130-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.130&CDS=1-4098	YIL022W
OG0002550	augustus_masked-draA_s79-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.121&CDS=1-2886	YIL031W
OG0002551	augustus_masked-draA_s79-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.99&CDS=1-672	YBL095W
OG0002552	maker-draA_s79-augustus-gene-2.126-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.126&CDS=1-1164	YOR074C
OG0002553	augustus_masked-draA_s79-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.101&CDS=1-318	YKR083C
OG0002554	augustus_masked-draA_s79-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.123&CDS=1-3444	YKR082W
OG0002555	snap_masked-draA_s79-processed-gene-2.86-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-2.86&CDS=1-918	YKR081C
OG0002556	augustus_masked-draA_s79-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.125&CDS=1-1809	YDL017W
OG0002557	maker-draA_s79-augustus-gene-2.127-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.127&CDS=1-1602	YGR165W
OG0002558	augustus_masked-draA_s79-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.58&CDS=1-999	YPR110C
OG0002559	augustus_masked-draA_s79-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.60&CDS=1-3516	YGR090W
OG0002560	augustus_masked-draA_s79-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.55&CDS=1-2196	YHR072W
OG0002561	augustus_masked-draA_s79-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.57&CDS=1-852	YNL284C
OG0002562	snap_masked-draA_s79-processed-gene-3.6-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-3.6&CDS=1-846	YOR060C
OG0002563	augustus_masked-draA_s79-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.62&CDS=1-984	YOR061W
OG0002564	augustus_masked-draA_s79-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.63&CDS=1-2304	YKR074W
OG0002565	augustus_masked-draA_s79-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.64&CDS=1-1236	YOL031C
OG0002566	augustus_masked-draA_s79-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.65&CDS=1-1470	YOL049W
OG0002567	augustus_masked-draA_s79-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.66&CDS=1-1668	YLL018C
OG0002568	augustus_masked-draA_s79-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.91&CDS=1-1578	YIL142W
OG0002569	augustus_masked-draA_s79-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.67&CDS=1-1356	YGL122C
OG0002570	augustus_masked-draA_s79-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.92&CDS=1-753	YGL123W
OG0002571	snap_masked-draA_s79-processed-gene-3.16-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-3.16&CDS=1-1050	YNL234W
OG0002572	augustus_masked-draA_s79-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.71&CDS=1-3468	YNL233W
OG0002573	augustus_masked-draA_s79-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.72&CDS=1-861	YNL232W
OG0002574	augustus_masked-draA_s79-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.94&CDS=1-1041	YNL231C
OG0002575	genemark-draA_s79-processed-gene-3.130-mRNA-1_1&gene=genemark-draA_s79-processed-gene-3.130&CDS=1-4071	YDR245W
OG0002576	genemark-draA_s79-processed-gene-3.131-mRNA-1_1&gene=genemark-draA_s79-processed-gene-3.131&CDS=1-4671	YPL016W
OG0002577	maker-draA_s79-augustus-gene-3.104-mRNA-1_1&gene=maker-draA_s79-augustus-gene-3.104&CDS=1-4302	YCL030C
OG0002578	augustus_masked-draA_s79-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.78&CDS=1-3210	YPL022W
OG0002579	augustus_masked-draA_s79-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.80&CDS=1-1044	YDL205C
OG0002580	augustus_masked-draA_s79-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.81&CDS=1-1104	YLR056W
OG0002581	augustus_masked-draA_s79-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.97&CDS=1-669	YPL041C
OG0002582	snap_masked-draA_s79-processed-gene-3.35-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-3.35&CDS=1-1203	YPL028W
OG0002583	maker-draA_s79-augustus-gene-3.107-mRNA-1_1&gene=maker-draA_s79-augustus-gene-3.107&CDS=1-2013	YPL029W
OG0002584	augustus_masked-draA_s79-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.100&CDS=1-1533	YOR241W
OG0002585	augustus_masked-draA_s79-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.58&CDS=1-5712	YPL082C
OG0002586	augustus_masked-draA_s79-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.59&CDS=1-1083	YBR192W
OG0002587	augustus_masked-draA_s79-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.60&CDS=1-618	YBR193C
OG0002588	augustus_masked-draA_s79-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.64&CDS=1-900	YBR187W
OG0002589	augustus_masked-draA_s79-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.65&CDS=1-1383	YGL065C
OG0002590	augustus_masked-draA_s79-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.66&CDS=1-2193	YPL207W
OG0002591	augustus_masked-draA_s79-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.68&CDS=1-1464	YGL066W
OG0002592	augustus_masked-draA_s79-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.93&CDS=1-951	YPL209C
OG0002593	augustus_masked-draA_s79-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.69&CDS=1-1722	YDR389W
OG0002594	augustus_masked-draA_s79-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.70&CDS=1-1128	YOR123C
OG0002595	maker-draA_s79-snap-gene-4.56-mRNA-1_1&gene=maker-draA_s79-snap-gene-4.56&CDS=1-2976	YER171W
OG0002596	snap_masked-draA_s79-processed-gene-4.128-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-4.128&CDS=1-792	YCR009C
OG0002597	augustus_masked-draA_s79-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.77&CDS=1-705	YER148W
OG0002598	augustus_masked-draA_s79-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.95&CDS=1-1662	YBL019W
OG0002599	maker-draA_s79-augustus-gene-4.112-mRNA-1_1&gene=maker-draA_s79-augustus-gene-4.112&CDS=1-2970	YLR175W
OG0002600	snap_masked-draA_s79-processed-gene-4.136-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-4.136&CDS=1-207	YCL005W-A
OG0002601	maker-draA_s79-augustus-gene-4.110-mRNA-1_1&gene=maker-draA_s79-augustus-gene-4.110&CDS=1-3168	YGL078C
OG0002602	augustus_masked-draA_s79-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.81&CDS=1-1611	YML130C
OG0002603	augustus_masked-draA_s79-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.98&CDS=1-2499	YML099C
OG0002604	augustus_masked-draA_s79-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.82&CDS=1-1767	YML070W
OG0002605	augustus_masked-draA_s79-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.99&CDS=1-1656	YDR034C
OG0002606	augustus_masked-draA_s79-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.100&CDS=1-2649	YNL054W
OG0002607	augustus_masked-draA_s79-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.85&CDS=1-1038	YIL110W
OG0002608	augustus_masked-draA_s79-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.102&CDS=1-3690	YDR335W
OG0002609	augustus_masked-draA_s79-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.103&CDS=1-909	YHR088W
OG0002610	augustus_masked-draA_s79-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.104&CDS=1-1938	YDR311W
OG0002611	augustus_masked-draA_s79-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.105&CDS=1-462	YJR104C
OG0002612	augustus_masked-draA_s79-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.86&CDS=1-456	YHR105W
OG0002613	augustus_masked-draA_s79-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-4.87&CDS=1-960	YDR353W
