	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
OG0002844	genemark-scaffold_4-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.25&CDS=1-693	YOR232W
OG0002845	genemark-scaffold_4-processed-gene-6.4-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.4&CDS=1-1752	YPR048W
OG0002846	augustus_masked-scaffold_4-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.84&CDS=1-1944	YKR008W
OG0002847	genemark-scaffold_4-processed-gene-6.5-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.5&CDS=1-681	YKR006C
OG0002848	genemark-scaffold_4-processed-gene-6.6-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.6&CDS=1-2010	YBR102C
OG0002849	genemark-scaffold_4-processed-gene-6.7-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.7&CDS=1-1347	YHL020C
OG0002850	genemark-scaffold_4-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.32&CDS=1-669	YKL041W
OG0002851	genemark-scaffold_4-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.33&CDS=1-1383	YMR023C
OG0002852	genemark-scaffold_4-processed-gene-6.34-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.34&CDS=1-771	YGR147C
OG0002853	genemark-scaffold_4-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.12&CDS=1-315	YGL030W
OG0002854	genemark-scaffold_4-processed-gene-6.14-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.14&CDS=1-810	YAL039C
OG0002855	genemark-scaffold_4-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.37&CDS=1-666	YBL095W
OG0002856	genemark-scaffold_4-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.15&CDS=1-9318	YLL040C
OG0002857	snap_masked-scaffold_4-processed-gene-6.136-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.136&CDS=1-555	YBL013W
OG0002858	genemark-scaffold_4-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.18&CDS=1-2430	YGL027C
OG0002859	snap_masked-scaffold_4-processed-gene-6.118-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.118&CDS=1-1557	YGL028C
OG0002860	genemark-scaffold_4-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.20&CDS=1-885	YHL013C
OG0002861	genemark-scaffold_4-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.23&CDS=1-1242	YGR210C
OG0002862	genemark-scaffold_4-processed-gene-7.100-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.100&CDS=1-549	YHR148W
OG0002863	snap_masked-scaffold_4-processed-gene-7.48-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.48&CDS=1-654	YHR147C
OG0002864	genemark-scaffold_4-processed-gene-7.98-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.98&CDS=1-810	YGR220C
OG0002865	genemark-scaffold_4-processed-gene-7.101-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.101&CDS=1-3225	YGR218W
OG0002866	maker-scaffold_4-snap-gene-7.94-mRNA-1_1&gene=maker-scaffold_4-snap-gene-7.94&CDS=1-3393	YGR233C
OG0002867	genemark-scaffold_4-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.107&CDS=1-1470	YLL036C
OG0002868	genemark-scaffold_4-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.108&CDS=1-1584	YER082C
OG0002869	genemark-scaffold_4-processed-gene-7.126-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.126&CDS=1-1881	YLL007C
OG0002870	genemark-scaffold_4-processed-gene-7.127-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.127&CDS=1-2166	YLL008W
OG0002871	genemark-scaffold_4-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.110&CDS=1-582	YJL004C
OG0002872	genemark-scaffold_4-processed-gene-7.112-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.112&CDS=1-1326	YIR004W
OG0002873	genemark-scaffold_4-processed-gene-7.132-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.132&CDS=1-702	YER010C
OG0002874	genemark-scaffold_4-processed-gene-7.113-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.113&CDS=1-600	YGR129W
OG0002875	genemark-scaffold_4-processed-gene-7.114-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.114&CDS=1-4158	YGR116W
OG0002876	genemark-scaffold_4-processed-gene-7.115-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.115&CDS=1-528	YDL120W
OG0002877	snap_masked-scaffold_4-processed-gene-7.84-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.84&CDS=1-669	YIR005W
OG0002878	genemark-scaffold_4-processed-gene-7.116-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.116&CDS=1-1704	YGR128C
OG0002879	genemark-scaffold_4-processed-gene-7.135-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.135&CDS=1-3749	YIR002C
OG0002880	genemark-scaffold_4-processed-gene-7.136-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.136&CDS=1-4146	YER008C
OG0002881	genemark-scaffold_4-processed-gene-7.138-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.138&CDS=1-1617	YPR006C
OG0002882	genemark-scaffold_4-processed-gene-7.139-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.139&CDS=1-786	YLR242C
OG0002883	genemark-scaffold_4-processed-gene-7.140-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.140&CDS=1-1869	YLR234W
OG0002884	genemark-scaffold_4-processed-gene-7.120-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.120&CDS=1-1350	YLR231C
OG0002885	genemark-scaffold_4-processed-gene-7.142-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.142&CDS=1-1221	YDR072C
OG0002886	genemark-scaffold_4-processed-gene-7.122-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.122&CDS=1-1419	YGR123C
OG0002887	genemark-scaffold_4-processed-gene-7.144-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.144&CDS=1-903	YLL056C
OG0002888	genemark-scaffold_4-processed-gene-7.124-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.124&CDS=1-2532	YLR240W
OG0002889	snap_masked-scaffold_4-processed-gene-8.8-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.8&CDS=1-2685	YLR241W
OG0002890	genemark-scaffold_4-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.89&CDS=1-2115	YDR194C
OG0002891	snap_masked-scaffold_4-processed-gene-8.30-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.30&CDS=1-1233	YDR198C
OG0002892	genemark-scaffold_4-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.91&CDS=1-897	YLR239C
OG0002893	augustus_masked-scaffold_4-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.54&CDS=1-2199	YPR018W
OG0002894	genemark-scaffold_4-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.95&CDS=1-2751	YPR019W
OG0002895	snap_masked-scaffold_4-processed-gene-8.18-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.18&CDS=1-1452	YPL262W
OG0002896	genemark-scaffold_4-processed-gene-8.112-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.112&CDS=1-2001	YMR224C
OG0002897	genemark-scaffold_4-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.99&CDS=1-1812	YIL038C
OG0002898	genemark-scaffold_4-processed-gene-8.115-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.115&CDS=1-513	YER046W
OG0002899	genemark-scaffold_4-processed-gene-8.117-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.117&CDS=1-816	YDR204W
OG0002900	genemark-scaffold_4-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.102&CDS=1-975	YDR202C
OG0002901	genemark-scaffold_4-processed-gene-8.118-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.118&CDS=1-474	YDR201W
OG0002902	genemark-scaffold_4-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.103&CDS=1-723	YDR196C
OG0002903	genemark-scaffold_4-processed-gene-8.120-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.120&CDS=1-2283	YAL023C
OG0002904	genemark-scaffold_4-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.105&CDS=1-3729	YNL273W
OG0002905	genemark-scaffold_4-processed-gene-8.123-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.123&CDS=1-2217	YOR322C
OG0002906	genemark-scaffold_4-processed-gene-8.106-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.106&CDS=1-2364	YAL021C
OG0002907	genemark-scaffold_4-processed-gene-8.124-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.124&CDS=1-1083	YOL042W
OG0002908	genemark-scaffold_4-processed-gene-8.108-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.108&CDS=1-1311	YAL032C
OG0002909	maker-scaffold_4-augustus-gene-9.131-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-9.131&CDS=1-2919	YOR335C
OG0002910	genemark-scaffold_4-processed-gene-9.139-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.139&CDS=1-1548	YBR227C
OG0002911	genemark-scaffold_4-processed-gene-9.140-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.140&CDS=1-4230	YOR336W
OG0002912	genemark-scaffold_4-processed-gene-9.141-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.141&CDS=1-1272	YJL060W
OG0002913	genemark-scaffold_4-processed-gene-9.165-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.165&CDS=1-2244	YOR001W
OG0002914	genemark-scaffold_4-processed-gene-9.142-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.142&CDS=1-390	YBR269C
OG0002915	genemark-scaffold_4-processed-gene-9.166-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.166&CDS=1-2181	YJL061W
OG0002916	genemark-scaffold_4-processed-gene-9.167-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.167&CDS=1-354	YBR268W
OG0002917	snap_masked-scaffold_4-processed-gene-9.99-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.99&CDS=1-2397	YJL062W
OG0002918	augustus_masked-scaffold_4-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.23&CDS=1-3072	YBR267W
OG0002919	genemark-scaffold_4-processed-gene-9.172-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.172&CDS=1-1812	YGL125W
OG0002920	augustus_masked-scaffold_4-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.25&CDS=1-1731	YPL267W
OG0002921	genemark-scaffold_4-processed-gene-9.150-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.150&CDS=1-2238	YJL087C
OG0002922	maker-scaffold_4-snap-gene-9.11-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.11&CDS=1-1635	YJL088W
OG0002923	genemark-scaffold_4-processed-gene-9.151-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.151&CDS=1-882	YNR003C
OG0002924	genemark-scaffold_4-processed-gene-9.177-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.177&CDS=1-1026	YBR271W
OG0002925	genemark-scaffold_4-processed-gene-9.152-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.152&CDS=1-879	YBR231C
OG0002926	genemark-scaffold_4-processed-gene-9.153-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.153&CDS=1-2013	YGL114W
OG0002927	genemark-scaffold_4-processed-gene-9.178-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.178&CDS=1-1008	YGL115W
OG0002928	genemark-scaffold_4-processed-gene-9.154-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.154&CDS=1-1503	YGL116W
OG0002929	maker-scaffold_4-snap-gene-9.5-mRNA-1_1&gene=maker-scaffold_4-snap-gene-9.5&CDS=1-2379	YPL269W
OG0002930	genemark-scaffold_4-processed-gene-9.183-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.183&CDS=1-2052	YPL270W
OG0002931	genemark-scaffold_4-processed-gene-9.184-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.184&CDS=1-183	YPL271W
OG0002932	genemark-scaffold_4-processed-gene-9.159-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.159&CDS=1-2973	YEL055C
OG0002933	genemark-scaffold_4-processed-gene-9.160-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.160&CDS=1-414	YDR519W
OG0002934	genemark-scaffold_4-processed-gene-9.189-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.189&CDS=1-1500	YBR233W
OG0002935	genemark-scaffold_4-processed-gene-9.161-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.161&CDS=1-1893	YPL263C
OG0002936	genemark-scaffold_4-processed-gene-9.190-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.190&CDS=1-972	YPL266W
OG0002937	genemark-scaffold_4-processed-gene-9.191-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.191&CDS=1-2940	YPR097W
OG0002938	genemark-scaffold_4-processed-gene-9.162-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-9.162&CDS=1-1602	YEL058W
OG0002939	genemark-scaffold_5-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.13&CDS=1-810	YPR124W
OG0002940	genemark-scaffold_5-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.14&CDS=1-1104	YLR216C
OG0002941	genemark-scaffold_5-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.15&CDS=1-5265	YDL140C
OG0002942	augustus_masked-scaffold_5-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.88&CDS=1-1986	YDL141W
OG0002943	genemark-scaffold_5-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.16&CDS=1-849	YDL142C
OG0002944	genemark-scaffold_5-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.39&CDS=1-1584	YDL143W
OG0002945	genemark-scaffold_5-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.17&CDS=1-1104	YLR215C
OG0002946	genemark-scaffold_5-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.40&CDS=1-1080	YDL150W
OG0002947	genemark-scaffold_5-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.18&CDS=1-1623	YDL153C
OG0002948	genemark-scaffold_5-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.19&CDS=1-2406	YDL149W
OG0002949	genemark-scaffold_5-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.41&CDS=1-2409	YDL148C
OG0002950	genemark-scaffold_5-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.20&CDS=1-1368	YDL147W
OG0002951	snap_masked-scaffold_5-processed-gene-0.129-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.129&CDS=1-774	YLR211C
OG0002952	genemark-scaffold_5-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.21&CDS=1-1410	YDL146W
OG0002953	augustus_masked-scaffold_5-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.93&CDS=1-9189	YDL145C
OG0002954	genemark-scaffold_5-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.22&CDS=1-1644	YBL099W
OG0002955	genemark-scaffold_5-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.23&CDS=1-981	YPR025C
OG0002956	genemark-scaffold_5-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.47&CDS=1-600	YBR171W
OG0002957	genemark-scaffold_5-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.29&CDS=1-1956	YPL104W
OG0002958	genemark-scaffold_5-processed-gene-0.50-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.50&CDS=1-1305	YPL101W
OG0002959	genemark-scaffold_5-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.30&CDS=1-2475	YBR179C
OG0002960	augustus_masked-scaffold_5-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.84&CDS=1-2400	YNL240C
OG0002961	snap_masked-scaffold_5-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.120&CDS=1-2058	YDL234C
OG0002962	maker-scaffold_5-augustus-gene-1.9-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-1.9&CDS=1-1833	YNL234W
OG0002963	genemark-scaffold_5-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.35&CDS=1-1323	YMR065W
OG0002964	snap_masked-scaffold_5-processed-gene-1.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.103&CDS=1-1293	YNL237W
OG0002965	genemark-scaffold_5-processed-gene-1.36-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.36&CDS=1-2388	YNL238W
OG0002966	genemark-scaffold_5-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.20&CDS=1-2202	YDL233W
OG0002967	genemark-scaffold_5-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.21&CDS=1-390	YDL235C
OG0002968	maker-scaffold_5-augustus-gene-1.11-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-1.11&CDS=1-2439	YNL218W
OG0002969	maker-scaffold_5-snap-gene-1.0-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.0&CDS=1-1971	YNL219C
OG0002970	genemark-scaffold_5-processed-gene-1.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.39&CDS=1-1287	YNL220W
OG0002971	genemark-scaffold_5-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.24&CDS=1-2361	YNL221C
OG0002972	genemark-scaffold_5-processed-gene-1.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.25&CDS=1-1383	YDL238C
OG0002973	genemark-scaffold_5-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.40&CDS=1-609	YNL222W
OG0002974	genemark-scaffold_5-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.42&CDS=1-1584	YNL223W
OG0002975	genemark-scaffold_5-processed-gene-1.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.26&CDS=1-2244	YNL224C
OG0002976	genemark-scaffold_5-processed-gene-1.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.43&CDS=1-1803	YNL227C
OG0002977	genemark-scaffold_5-processed-gene-1.44-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.44&CDS=1-1281	YNL225C
OG0002978	genemark-scaffold_5-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.29&CDS=1-3042	YGL207W
OG0002979	genemark-scaffold_5-processed-gene-1.50-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.50&CDS=1-1410	YDL054C
OG0002980	snap_masked-scaffold_5-processed-gene-1.136-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.136&CDS=1-1017	YLR377C
OG0002981	genemark-scaffold_5-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.33&CDS=1-492	YGL231C
OG0002982	genemark-scaffold_5-processed-gene-1.53-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.53&CDS=1-999	YGL232W
OG0002983	genemark-scaffold_5-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.54&CDS=1-2283	YGL233W
OG0002984	genemark-scaffold_5-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.34&CDS=1-1857	YMR036C
OG0002985	augustus_masked-scaffold_5-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.0&CDS=1-1983	YKR093W
OG0002986	genemark-scaffold_5-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.88&CDS=1-711	YBL041W
OG0002987	genemark-scaffold_5-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.92&CDS=1-699	YKR020W
OG0002988	augustus_masked-scaffold_5-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.4&CDS=1-2466	YPL268W
OG0002989	genemark-scaffold_5-processed-gene-2.108-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.108&CDS=1-1380	YBR247C
OG0002990	genemark-scaffold_5-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.94&CDS=1-1425	YGL097W
OG0002991	genemark-scaffold_5-processed-gene-2.109-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.109&CDS=1-1656	YBR248C
OG0002992	genemark-scaffold_5-processed-gene-2.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.110&CDS=1-1848	YAL016W
OG0002993	genemark-scaffold_5-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.96&CDS=1-3732	YMR012W
OG0002994	genemark-scaffold_5-processed-gene-2.114-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.114&CDS=1-570	YBR106W
OG0002995	genemark-scaffold_5-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.115&CDS=1-2406	YPR089W
OG0002996	genemark-scaffold_5-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.97&CDS=1-1578	YMR029C
OG0002997	genemark-scaffold_5-processed-gene-2.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.98&CDS=1-504	YMR022W
OG0002998	genemark-scaffold_5-processed-gene-2.118-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.118&CDS=1-1065	YBR249C
OG0002999	genemark-scaffold_5-processed-gene-2.119-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.119&CDS=1-555	YDR231C
OG0003000	genemark-scaffold_5-processed-gene-2.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.99&CDS=1-2934	YIL026C
OG0003001	genemark-scaffold_5-processed-gene-2.122-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.122&CDS=1-2226	YOR273C
OG0003002	genemark-scaffold_5-processed-gene-2.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.102&CDS=1-2742	YPL084W
OG0003003	genemark-scaffold_5-processed-gene-2.124-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.124&CDS=1-462	YOR253W
OG0003004	genemark-scaffold_5-processed-gene-2.125-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.125&CDS=1-429	YPL170W
OG0003005	snap_masked-scaffold_5-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.55&CDS=1-1326	YDR254W
OG0003006	genemark-scaffold_5-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.9&CDS=1-1713	YDR228C
OG0003007	genemark-scaffold_5-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.10&CDS=1-747	YDR226W
OG0003008	genemark-scaffold_5-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.12&CDS=1-2400	YPL045W
OG0003009	snap_masked-scaffold_5-processed-gene-3.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.65&CDS=1-291	YPL046C
OG0003010	maker-scaffold_5-snap-gene-3.60-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.60&CDS=1-1491	YDR255C
OG0003011	genemark-scaffold_5-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.8&CDS=1-1719	YPL169C
OG0003012	genemark-scaffold_5-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.35&CDS=1-1041	YPL083C
OG0003013	genemark-scaffold_5-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.15&CDS=1-1914	YOR254C
OG0003014	genemark-scaffold_5-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.16&CDS=1-501	YOR257W
OG0003015	genemark-scaffold_5-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.19&CDS=1-846	YIR026C
OG0003016	snap_masked-scaffold_5-processed-gene-3.78-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.78&CDS=1-2454	YOR241W
OG0003017	snap_masked-scaffold_5-processed-gene-3.95-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.95&CDS=1-945	YOR246C
