	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
OG0002973	augustus_masked-CP014247.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.12&CDS=1-1488	YJL194W
OG0002974	augustus_masked-CP014247.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.34&CDS=1-6327	YCR032W
OG0002975	genemark-CP014247.1-processed-gene-1.92-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-1.92&CDS=1-672	YJL192C
OG0002976	snap_masked-CP014247.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-1.123&CDS=1-198	YJL189W
OG0002977	augustus_masked-CP014247.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.37&CDS=1-882	YBR037C
OG0002978	augustus_masked-CP014247.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.16&CDS=1-3450	YBR023C
OG0002979	augustus_masked-CP014247.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.38&CDS=1-447	YLR437C
OG0002980	augustus_masked-CP014247.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.17&CDS=1-1305	YLR438W
OG0002981	augustus_masked-CP014247.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.18&CDS=1-4563	YML059C
OG0002982	augustus_masked-CP014247.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.39&CDS=1-249	YLR438C-A
OG0002983	augustus_masked-CP014247.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.19&CDS=1-930	YLR439W
OG0002984	augustus_masked-CP014247.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.40&CDS=1-1140	YML060W
OG0002985	augustus_masked-CP014247.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.41&CDS=1-2061	YLR440C
OG0002986	augustus_masked-CP014247.1-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.42&CDS=1-765	YLR441C
OG0002987	augustus_masked-CP014247.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.22&CDS=1-744	YML064C
OG0002988	augustus_masked-CP014247.1-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.43&CDS=1-2874	YML065W
OG0002989	snap_masked-CP014247.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-1.133&CDS=1-951	YLR443W
OG0002990	genemark-CP014247.1-processed-gene-1.80-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-1.80&CDS=1-2139	YML067C
OG0002991	snap_masked-CP014247.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-1.136&CDS=1-498	YLR445W
OG0002992	maker-CP014247.1-augustus-gene-1.53-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-1.53&CDS=1-4668	YML069W
OG0002993	augustus_masked-CP014247.1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.47&CDS=1-1041	YLR447C
OG0002994	augustus_masked-CP014247.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.25&CDS=1-1284	YML071C
OG0002995	maker-CP014247.1-augustus-gene-1.52-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-1.52&CDS=1-531	YML073C
OG0002996	augustus_masked-CP014247.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.28&CDS=1-1203	YLR449W
OG0002997	augustus_masked-CP014247.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.29&CDS=1-3135	YML075C
OG0002998	augustus_masked-CP014247.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-1.49&CDS=1-2361	YJR126C
OG0002999	augustus_masked-CP014247.1-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.59&CDS=1-1299	YML080W
OG0003000	augustus_masked-CP014247.1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.61&CDS=1-978	YJR129C
OG0003001	snap_masked-CP014247.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-2.7&CDS=1-177	YML081C-A
OG0003002	augustus_masked-CP014247.1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.62&CDS=1-1998	YJR130C
OG0003003	augustus_masked-CP014247.1-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.58&CDS=1-1635	YJR131W
OG0003004	snap_masked-CP014247.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-2.14&CDS=1-396	YHR191C
OG0003005	snap_masked-CP014247.1-processed-gene-2.15-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-2.15&CDS=1-906	YHR192W
OG0003006	augustus_masked-CP014247.1-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.85&CDS=1-543	YHR193C
OG0003007	snap_masked-CP014247.1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-2.17&CDS=1-3126	YJR132W
OG0003008	augustus_masked-CP014247.1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.67&CDS=1-1314	YNL280C
OG0003009	maker-CP014247.1-augustus-gene-2.101-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-2.101&CDS=1-1035	YNL281W
OG0003010	augustus_masked-CP014247.1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.69&CDS=1-864	YNL284C
OG0003011	augustus_masked-CP014247.1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.87&CDS=1-1005	YOL107W
OG0003012	genemark-CP014247.1-processed-gene-2.117-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-2.117&CDS=1-375	YOL108C
OG0003013	genemark-CP014247.1-processed-gene-2.139-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-2.139&CDS=1-1134	YBR026C
OG0003014	augustus_masked-CP014247.1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.89&CDS=1-1617	YBR028C
OG0003015	augustus_masked-CP014247.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.90&CDS=1-1299	YBR029C
OG0003016	augustus_masked-CP014247.1-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.91&CDS=1-1584	YDL030W
OG0003017	augustus_masked-CP014247.1-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.92&CDS=1-2892	YDL031W
OG0003018	augustus_masked-CP014247.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.72&CDS=1-1218	YDL033C
OG0003019	genemark-CP014247.1-processed-gene-2.121-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-2.121&CDS=1-1065	YOL064C
OG0003020	augustus_masked-CP014247.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.74&CDS=1-2571	YDL035C
OG0003021	genemark-CP014247.1-processed-gene-2.123-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-2.123&CDS=1-1287	YOL065C
OG0003022	augustus_masked-CP014247.1-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.76&CDS=1-4209	YDL040C
OG0003023	augustus_masked-CP014247.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.93&CDS=1-4374	YDR011W
OG0003024	snap_masked-CP014247.1-processed-gene-2.29-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-2.29&CDS=1-3873	YLR436C
OG0003025	augustus_masked-CP014247.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.94&CDS=1-627	YLR435W
OG0003026	augustus_masked-CP014247.1-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.78&CDS=1-1659	YLR433C
OG0003027	augustus_masked-CP014247.1-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.96&CDS=1-1098	YOL018C
OG0003028	augustus_masked-CP014247.1-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.80&CDS=1-1662	YFR028C
OG0003029	augustus_masked-CP014247.1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.97&CDS=1-813	YFR027W
OG0003030	augustus_masked-CP014247.1-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.81&CDS=1-1059	YFR025C
OG0003031	augustus_masked-CP014247.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.98&CDS=1-2052	YHR020W
OG0003032	augustus_masked-CP014247.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.82&CDS=1-2955	YHR019C
OG0003033	snap_masked-CP014247.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-2.54&CDS=1-1179	YHR017W
OG0003034	augustus_masked-CP014247.1-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-2.100&CDS=1-2034	YFR023W
OG0003035	augustus_masked-CP014247.1-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.48&CDS=1-5496	YCR011C
OG0003036	augustus_masked-CP014247.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.49&CDS=1-969	YFR018C
OG0003037	augustus_masked-CP014247.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.46&CDS=1-6489	YFR019W
OG0003038	genemark-CP014247.1-processed-gene-3.7-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-3.7&CDS=1-1662	YFR021W
OG0003039	genemark-CP014247.1-processed-gene-3.9-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-3.9&CDS=1-1260	YGR189C
OG0003040	augustus_masked-CP014247.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.51&CDS=1-468	YJL011C
OG0003041	augustus_masked-CP014247.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.52&CDS=1-2892	YGR188C
OG0003042	augustus_masked-CP014247.1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.66&CDS=1-1605	YJL014W
OG0003043	augustus_masked-CP014247.1-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.68&CDS=1-1344	YJL016W
OG0003044	augustus_masked-CP014247.1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.69&CDS=1-1800	YJL019W
OG0003045	genemark-CP014247.1-processed-gene-3.12-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-3.12&CDS=1-1026	YGR165W
OG0003046	snap_masked-CP014247.1-processed-gene-3.103-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-3.103&CDS=1-1380	YGR166W
OG0003047	genemark-CP014247.1-processed-gene-3.14-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-3.14&CDS=1-438	YGR167W
OG0003048	augustus_masked-CP014247.1-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.54&CDS=1-3018	YJL020C
OG0003049	augustus_masked-CP014247.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.71&CDS=1-1134	YGR169C
OG0003050	augustus_masked-CP014247.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.55&CDS=1-708	YHR049W
OG0003051	augustus_masked-CP014247.1-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.56&CDS=1-735	YJL035C
OG0003052	augustus_masked-CP014247.1-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.73&CDS=1-1245	YJL036W
OG0003053	augustus_masked-CP014247.1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.58&CDS=1-2949	YHR027C
OG0003054	augustus_masked-CP014247.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.74&CDS=1-1620	YHR025W
OG0003055	augustus_masked-CP014247.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.59&CDS=1-1470	YHR024C
OG0003056	augustus_masked-CP014247.1-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.60&CDS=1-1146	YHR022C
OG0003057	augustus_masked-CP014247.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.77&CDS=1-2697	YPR160W
OG0003058	augustus_masked-CP014247.1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.78&CDS=1-2982	YGL201C
OG0003059	augustus_masked-CP014247.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.79&CDS=1-2100	YPR159W
OG0003060	augustus_masked-CP014247.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.81&CDS=1-1107	YGR142W
OG0003061	augustus_masked-CP014247.1-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.82&CDS=1-918	YDR106W
OG0003062	augustus_masked-CP014247.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.63&CDS=1-1416	YDR105C
OG0003063	augustus_masked-CP014247.1-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.83&CDS=1-1731	YDR101C
OG0003064	augustus_masked-CP014247.1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.64&CDS=1-1230	YER178W
OG0003065	augustus_masked-CP014247.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-3.65&CDS=1-2439	YDR103W
OG0003066	augustus_masked-CP014247.1-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.43&CDS=1-3636	YDR104C
OG0003067	augustus_masked-CP014247.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.44&CDS=1-423	YDR100W
OG0003068	genemark-CP014247.1-processed-gene-4.4-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-4.4&CDS=1-753	YER177W
OG0003069	augustus_masked-CP014247.1-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.46&CDS=1-1845	YER173W
OG0003070	maker-CP014247.1-snap-gene-4.80-mRNA-1_1&gene=maker-CP014247.1-snap-gene-4.80&CDS=1-2970	YER171W
OG0003071	augustus_masked-CP014247.1-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.47&CDS=1-3630	YDR097C
OG0003072	augustus_masked-CP014247.1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.62&CDS=1-2424	YER169W
OG0003073	augustus_masked-CP014247.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.48&CDS=1-1491	YER168C
OG0003074	snap_masked-CP014247.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-4.105&CDS=1-2367	YER167W
OG0003075	augustus_masked-CP014247.1-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.64&CDS=1-450	YDR092W
OG0003076	augustus_masked-CP014247.1-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.65&CDS=1-1740	YER165W
OG0003077	augustus_masked-CP014247.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.49&CDS=1-1821	YDR091C
OG0003078	augustus_masked-CP014247.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.67&CDS=1-3045	YLL031C
OG0003079	augustus_masked-CP014247.1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.68&CDS=1-1686	YDR062W
OG0003080	augustus_masked-CP014247.1-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.69&CDS=1-576	YDR071C
OG0003081	genemark-CP014247.1-processed-gene-4.9-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-4.9&CDS=1-297	YER146W
OG0003082	augustus_masked-CP014247.1-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.50&CDS=1-2646	YDR074W
OG0003083	augustus_masked-CP014247.1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.71&CDS=1-1872	YER147C
OG0003084	augustus_masked-CP014247.1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.51&CDS=1-717	YER148W
OG0003085	augustus_masked-CP014247.1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.72&CDS=1-1065	YER149C
OG0003086	augustus_masked-CP014247.1-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.52&CDS=1-921	YDR075W
OG0003087	augustus_masked-CP014247.1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.53&CDS=1-1089	YDR076W
OG0003088	augustus_masked-CP014247.1-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.54&CDS=1-1068	YER150W
OG0003089	augustus_masked-CP014247.1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.73&CDS=1-2442	YER151C
OG0003090	augustus_masked-CP014247.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.74&CDS=1-735	YDR078C
OG0003091	augustus_masked-CP014247.1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.55&CDS=1-1125	YER154W
OG0003092	augustus_masked-CP014247.1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.76&CDS=1-6126	YER155C
OG0003093	augustus_masked-CP014247.1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.77&CDS=1-996	YER156C
OG0003094	augustus_masked-CP014247.1-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.56&CDS=1-324	YDR079W
OG0003095	augustus_masked-CP014247.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.57&CDS=1-2277	YER157W
OG0003096	snap_masked-CP014247.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-4.121&CDS=1-216	YDR079C-A
OG0003097	augustus_masked-CP014247.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.58&CDS=1-2856	YDR080W
OG0003098	augustus_masked-CP014247.1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-4.78&CDS=1-2577	YDR081C
OG0003099	snap_masked-CP014247.1-processed-gene-4.100-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-4.100&CDS=1-1377	YDR082W
OG0003100	genemark-CP014247.1-processed-gene-4.20-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-4.20&CDS=1-1146	YDR083W
OG0003101	genemark-CP014247.1-processed-gene-5.112-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-5.112&CDS=1-588	YDR084C
OG0003102	snap_masked-CP014247.1-processed-gene-5.53-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-5.53&CDS=1-1983	YER158C
OG0003103	maker-CP014247.1-augustus-gene-5.43-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-5.43&CDS=1-555	YER159C
OG0003104	augustus_masked-CP014247.1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.4&CDS=1-792	YDR087C
OG0003105	augustus_masked-CP014247.1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.5&CDS=1-981	YDR088C
OG0003106	augustus_masked-CP014247.1-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.6&CDS=1-2307	YDR089W
OG0003107	snap_masked-CP014247.1-processed-gene-5.80-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-5.80&CDS=1-984	YER161C
OG0003108	augustus_masked-CP014247.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.25&CDS=1-2241	YER162C
OG0003109	augustus_masked-CP014247.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.7&CDS=1-840	YGL019W
OG0003110	snap_masked-CP014247.1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-5.82&CDS=1-603	YGL018C
OG0003111	maker-CP014247.1-augustus-gene-5.39-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-5.39&CDS=1-4665	YGL016W
OG0003112	augustus_masked-CP014247.1-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.10&CDS=1-2478	YBL008W
OG0003113	augustus_masked-CP014247.1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.11&CDS=1-2298	YGL009C
OG0003114	maker-CP014247.1-augustus-gene-5.44-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-5.44&CDS=1-3534	YBL007C
OG0003115	augustus_masked-CP014247.1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.12&CDS=1-738	YGL011C
OG0003116	snap_masked-CP014247.1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-5.85&CDS=1-693	YBL006C
OG0003117	maker-CP014247.1-snap-gene-5.108-mRNA-1_1&gene=maker-CP014247.1-snap-gene-5.108&CDS=1-3558	YGL012W
OG0003118	augustus_masked-CP014247.1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.30&CDS=1-2694	YGL008C
OG0003119	augustus_masked-CP014247.1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.13&CDS=1-2670	YKL038W
OG0003120	augustus_masked-CP014247.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.14&CDS=1-1497	YKL035W
OG0003121	augustus_masked-CP014247.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.15&CDS=1-2919	YKL034W
OG0003122	maker-CP014247.1-augustus-gene-5.40-mRNA-1_1&gene=maker-CP014247.1-augustus-gene-5.40&CDS=1-4794	YKL033W
OG0003123	augustus_masked-CP014247.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.17&CDS=1-3801	YMR076C
OG0003124	augustus_masked-CP014247.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.32&CDS=1-1830	YMR075W
OG0003125	genemark-CP014247.1-processed-gene-5.131-mRNA-1_1&gene=genemark-CP014247.1-processed-gene-5.131&CDS=1-426	YMR074C
OG0003126	augustus_masked-CP014247.1-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.19&CDS=1-540	YMR073C
OG0003127	snap_masked-CP014247.1-processed-gene-5.92-mRNA-1_1&gene=snap_masked-CP014247.1-processed-gene-5.92&CDS=1-1314	YKL032C
OG0003128	augustus_masked-CP014247.1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.20&CDS=1-504	YMR071C
OG0003129	augustus_masked-CP014247.1-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.34&CDS=1-1488	YMR070W
OG0003130	augustus_masked-CP014247.1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.21&CDS=1-1101	YHR004C
OG0003131	augustus_masked-CP014247.1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-CP014247.1-processed-gene-5.35&CDS=1-1800	YNR055C
