	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
OG0002763	snap_masked-kam_s6-processed-gene-0.25-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.25&CDS=1-462	YLR008C
OG0002764	augustus_masked-kam_s6-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-0.81&CDS=1-423	YGR203W
OG0002765	snap_masked-kam_s6-processed-gene-0.27-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.27&CDS=1-1284	YGR202C
OG0002766	snap_masked-kam_s6-processed-gene-1.87-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.87&CDS=1-1251	YLL006W
OG0002767	snap_masked-kam_s6-processed-gene-1.90-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.90&CDS=1-759	YGR262C
OG0002768	snap_masked-kam_s6-processed-gene-1.88-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.88&CDS=1-2553	YGL227W
OG0002769	snap_masked-kam_s6-processed-gene-1.92-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.92&CDS=1-870	YGR062C
OG0002770	snap_masked-kam_s6-processed-gene-1.89-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.89&CDS=1-336	YGR063C
OG0002771	maker-kam_s6-augustus-gene-1.135-mRNA-1_1&gene=maker-kam_s6-augustus-gene-1.135&CDS=1-5520	YGR270W
OG0002772	snap_masked-kam_s6-processed-gene-1.115-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.115&CDS=1-753	YGR172C
OG0002773	augustus_masked-kam_s6-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-1.7&CDS=1-4890	YGR170W
OG0002774	snap_masked-kam_s6-processed-gene-1.116-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.116&CDS=1-2244	YGR264C
OG0002775	genemark-kam_s6-processed-gene-1.50-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.50&CDS=1-1413	YMR293C
OG0002776	snap_masked-kam_s6-processed-gene-1.117-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.117&CDS=1-828	YGR267C
OG0002777	snap_masked-kam_s6-processed-gene-1.118-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.118&CDS=1-3573	YDR293C
OG0002778	snap_masked-kam_s6-processed-gene-1.119-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.119&CDS=1-1407	YJR006W
OG0002779	snap_masked-kam_s6-processed-gene-1.120-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.120&CDS=1-2859	YLR014C
OG0002780	snap_masked-kam_s6-processed-gene-1.121-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.121&CDS=1-2070	YGR266W
OG0002781	genemark-kam_s6-processed-gene-1.52-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.52&CDS=1-2142	YGR237C
OG0002782	snap_masked-kam_s6-processed-gene-1.99-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.99&CDS=1-1503	YLR015W
OG0002783	genemark-kam_s6-processed-gene-1.77-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.77&CDS=1-432	YMR292W
OG0002784	snap_masked-kam_s6-processed-gene-1.104-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.104&CDS=1-735	YGR268C
OG0002785	snap_masked-kam_s6-processed-gene-1.125-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.125&CDS=1-1770	YHR037W
OG0002786	snap_masked-kam_s6-processed-gene-1.105-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.105&CDS=1-672	YGR271C-A
OG0002787	snap_masked-kam_s6-processed-gene-1.106-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.106&CDS=1-1728	YMR290C
OG0002788	snap_masked-kam_s6-processed-gene-1.107-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.107&CDS=1-471	YJL011C
OG0002789	snap_masked-kam_s6-processed-gene-1.108-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.108&CDS=1-306	YNL086W
OG0002790	augustus_masked-kam_s6-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-1.38&CDS=1-3189	YOR085W
OG0002791	snap_masked-kam_s6-processed-gene-1.112-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.112&CDS=1-1554	YDL106C
OG0002792	genemark-kam_s6-processed-gene-1.66-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.66&CDS=1-1059	YDL107W
OG0002793	genemark-kam_s6-processed-gene-1.86-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.86&CDS=1-2487	YER157W
OG0002794	genemark-kam_s6-processed-gene-2.62-mRNA-1_1&gene=genemark-kam_s6-processed-gene-2.62&CDS=1-1758	YIL150C
OG0002795	snap_masked-kam_s6-processed-gene-2.2-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.2&CDS=1-1008	YER156C
OG0002796	snap_masked-kam_s6-processed-gene-2.3-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.3&CDS=1-1002	YGL225W
OG0002797	snap_masked-kam_s6-processed-gene-2.4-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.4&CDS=1-2955	YGL238W
OG0002798	snap_masked-kam_s6-processed-gene-2.7-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.7&CDS=1-726	YGL237C
OG0002799	snap_masked-kam_s6-processed-gene-2.30-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.30&CDS=1-846	YLR003C
OG0002800	snap_masked-kam_s6-processed-gene-2.8-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.8&CDS=1-2031	YGL236C
OG0002801	snap_masked-kam_s6-processed-gene-2.32-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.32&CDS=1-711	YFR027W
OG0002802	snap_masked-kam_s6-processed-gene-2.10-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.10&CDS=1-894	YFR047C
OG0002803	snap_masked-kam_s6-processed-gene-2.35-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.35&CDS=1-2271	YJL101C
OG0002804	snap_masked-kam_s6-processed-gene-2.36-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.36&CDS=1-2379	YGL234W
OG0002805	snap_masked-kam_s6-processed-gene-2.37-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.37&CDS=1-1101	YMR024W
OG0002806	genemark-kam_s6-processed-gene-2.73-mRNA-1_1&gene=genemark-kam_s6-processed-gene-2.73&CDS=1-1281	YDR354W
OG0002807	snap_masked-kam_s6-processed-gene-2.38-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.38&CDS=1-1272	YDR414C
OG0002808	snap_masked-kam_s6-processed-gene-2.39-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.39&CDS=1-753	YDR412W
OG0002809	snap_masked-kam_s6-processed-gene-2.13-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.13&CDS=1-558	YHR081W
OG0002810	snap_masked-kam_s6-processed-gene-2.40-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.40&CDS=1-3417	YHR079C
OG0002811	snap_masked-kam_s6-processed-gene-2.14-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.14&CDS=1-1212	YDR329C
OG0002812	snap_masked-kam_s6-processed-gene-2.15-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.15&CDS=1-495	YDR328C
OG0002813	snap_masked-kam_s6-processed-gene-2.43-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.43&CDS=1-1407	YDR330W
OG0002814	maker-kam_s6-augustus-gene-2.58-mRNA-1_1&gene=maker-kam_s6-augustus-gene-2.58&CDS=1-3576	YPL162C
OG0002815	snap_masked-kam_s6-processed-gene-2.21-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.21&CDS=1-3480	YDR027C
OG0002816	snap_masked-kam_s6-processed-gene-2.44-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.44&CDS=1-1203	YPR118W
OG0002817	snap_masked-kam_s6-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.45&CDS=1-1362	YMR026C
OG0002818	snap_masked-kam_s6-processed-gene-2.23-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.23&CDS=1-1308	YIL033C
OG0002819	snap_masked-kam_s6-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.24&CDS=1-435	YER044C
OG0002820	augustus_masked-kam_s6-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-2.159&CDS=1-6420	YNL014W
OG0002821	augustus_masked-kam_s6-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-2.162&CDS=1-1284	YCR047C
OG0002822	snap_masked-kam_s6-processed-gene-2.28-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.28&CDS=1-657	YCR051W
OG0002823	snap_masked-kam_s6-processed-gene-2.29-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.29&CDS=1-1044	YNR021W
OG0002824	snap_masked-kam_s6-processed-gene-3.101-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.101&CDS=1-999	YHR040W
OG0002825	snap_masked-kam_s6-processed-gene-3.102-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.102&CDS=1-672	YOR319W
OG0002826	snap_masked-kam_s6-processed-gene-3.103-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.103&CDS=1-1428	YNR023W
OG0002827	snap_masked-kam_s6-processed-gene-3.110-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.110&CDS=1-771	YNL312W
OG0002828	snap_masked-kam_s6-processed-gene-3.127-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.127&CDS=1-5058	YLR247C
OG0002829	snap_masked-kam_s6-processed-gene-3.111-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.111&CDS=1-723	YNL010W
OG0002830	snap_masked-kam_s6-processed-gene-3.130-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.130&CDS=1-300	YGL070C
OG0002831	snap_masked-kam_s6-processed-gene-3.112-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.112&CDS=1-513	YGL068W
OG0002832	snap_masked-kam_s6-processed-gene-3.113-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.113&CDS=1-738	YKL206C
OG0002833	snap_masked-kam_s6-processed-gene-3.132-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.132&CDS=1-1569	YDL178W
OG0002834	snap_masked-kam_s6-processed-gene-3.133-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.133&CDS=1-444	YDL177C
OG0002835	snap_masked-kam_s6-processed-gene-3.116-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.116&CDS=1-393	YKL170W
OG0002836	augustus_masked-kam_s6-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-3.68&CDS=1-5142	YIL078W
OG0002837	snap_masked-kam_s6-processed-gene-3.134-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.134&CDS=1-618	YOR021C
OG0002838	snap_masked-kam_s6-processed-gene-3.120-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.120&CDS=1-681	YDR408C
OG0002839	snap_masked-kam_s6-processed-gene-3.138-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.138&CDS=1-1095	YOR136W
OG0002840	genemark-kam_s6-processed-gene-3.38-mRNA-1_1&gene=genemark-kam_s6-processed-gene-3.38&CDS=1-1134	YDL168W
OG0002841	snap_masked-kam_s6-processed-gene-3.141-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.141&CDS=1-807	YOR157C
OG0002842	snap_masked-kam_s6-processed-gene-3.121-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.121&CDS=1-3960	YDR407C
OG0002843	snap_masked-kam_s6-processed-gene-3.142-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.142&CDS=1-315	YMR244C-A
OG0002844	snap_masked-kam_s6-processed-gene-3.122-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.122&CDS=1-1137	YDR321W
OG0002845	snap_masked-kam_s6-processed-gene-3.143-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.143&CDS=1-2094	YOR317W
OG0002846	snap_masked-kam_s6-processed-gene-3.145-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.145&CDS=1-1911	YMR108W
OG0002847	snap_masked-kam_s6-processed-gene-3.147-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.147&CDS=1-1128	YDR282C
OG0002848	augustus_masked-kam_s6-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-3.73&CDS=1-2049	YKL104C
OG0002849	genemark-kam_s6-processed-gene-3.47-mRNA-1_1&gene=genemark-kam_s6-processed-gene-3.47&CDS=1-219	YIL156W-B
OG0002850	snap_masked-kam_s6-processed-gene-3.126-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.126&CDS=1-1266	YER020W
OG0002851	genemark-kam_s6-processed-gene-3.48-mRNA-1_1&gene=genemark-kam_s6-processed-gene-3.48&CDS=1-1854	YML017W
OG0002852	snap_masked-kam_s6-processed-gene-3.150-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.150&CDS=1-1137	YHR068W
OG0002853	snap_masked-kam_s6-processed-gene-3.152-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.152&CDS=1-1365	YML007W
OG0002854	genemark-kam_s6-processed-gene-4.53-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.53&CDS=1-2322	YEL053C
OG0002855	snap_masked-kam_s6-processed-gene-4.115-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.115&CDS=1-3474	YDR325W
OG0002856	snap_masked-kam_s6-processed-gene-4.116-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.116&CDS=1-1125	YML008C
OG0002857	maker-kam_s6-augustus-gene-4.111-mRNA-1_1&gene=maker-kam_s6-augustus-gene-4.111&CDS=1-3327	YDR324C
OG0002858	snap_masked-kam_s6-processed-gene-4.145-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.145&CDS=1-1365	YCL032W
OG0002859	snap_masked-kam_s6-processed-gene-4.121-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.121&CDS=1-2079	YLR361C
OG0002860	maker-kam_s6-snap-gene-4.167-mRNA-1_1&gene=maker-kam_s6-snap-gene-4.167&CDS=1-2229	YKL171W
OG0002861	snap_masked-kam_s6-processed-gene-4.124-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.124&CDS=1-447	YFL017C
OG0002862	genemark-kam_s6-processed-gene-4.82-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.82&CDS=1-222	YFL017W-A
OG0002863	snap_masked-kam_s6-processed-gene-4.146-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.146&CDS=1-2508	YFL013C
OG0002864	snap_masked-kam_s6-processed-gene-4.126-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.126&CDS=1-1728	YJL163C
OG0002865	genemark-kam_s6-processed-gene-4.62-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.62&CDS=1-1869	YGR216C
OG0002866	snap_masked-kam_s6-processed-gene-4.148-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.148&CDS=1-1155	YLR328W
OG0002867	snap_masked-kam_s6-processed-gene-4.130-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.130&CDS=1-909	YMR099C
OG0002868	snap_masked-kam_s6-processed-gene-4.131-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.131&CDS=1-1425	YKL004W
OG0002869	snap_masked-kam_s6-processed-gene-4.149-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.149&CDS=1-360	YKL003C
OG0002870	snap_masked-kam_s6-processed-gene-4.132-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.132&CDS=1-2970	YOL090W
OG0002871	snap_masked-kam_s6-processed-gene-4.152-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.152&CDS=1-738	YPR167C
OG0002872	snap_masked-kam_s6-processed-gene-4.134-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.134&CDS=1-669	YIL007C
OG0002873	snap_masked-kam_s6-processed-gene-4.153-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.153&CDS=1-300	YIL008W
OG0002874	snap_masked-kam_s6-processed-gene-4.135-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.135&CDS=1-1305	YEL002C
OG0002875	snap_masked-kam_s6-processed-gene-4.136-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.136&CDS=1-366	YEL003W
OG0002876	snap_masked-kam_s6-processed-gene-4.154-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.154&CDS=1-537	YMR009W
OG0002877	snap_masked-kam_s6-processed-gene-4.137-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.137&CDS=1-1419	YNL317W
OG0002878	snap_masked-kam_s6-processed-gene-4.155-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.155&CDS=1-882	YOL136C
OG0002879	snap_masked-kam_s6-processed-gene-4.156-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.156&CDS=1-2211	YOR017W
OG0002880	snap_masked-kam_s6-processed-gene-4.158-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.158&CDS=1-1425	YPL063W
OG0002881	maker-kam_s6-augustus-gene-4.114-mRNA-1_1&gene=maker-kam_s6-augustus-gene-4.114&CDS=1-3201	YER026C
OG0002882	snap_masked-kam_s6-processed-gene-4.161-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.161&CDS=1-555	YDL200C
OG0002883	snap_masked-kam_s6-processed-gene-4.163-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.163&CDS=1-1119	YKL080W
OG0002884	snap_masked-kam_s6-processed-gene-4.139-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.139&CDS=1-1311	YKL082C
OG0002885	genemark-kam_s6-processed-gene-4.76-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.76&CDS=1-525	YPR028W
OG0002886	snap_masked-kam_s6-processed-gene-4.164-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.164&CDS=1-2442	YPR029C
OG0002887	genemark-kam_s6-processed-gene-4.77-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.77&CDS=1-852	YPL064C
OG0002888	snap_masked-kam_s6-processed-gene-4.166-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.166&CDS=1-345	YPR166C
OG0002889	snap_masked-kam_s6-processed-gene-5.89-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.89&CDS=1-4515	YOR093C
OG0002890	snap_masked-kam_s6-processed-gene-5.92-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.92&CDS=1-1341	YML126C
OG0002891	genemark-kam_s6-processed-gene-5.4-mRNA-1_1&gene=genemark-kam_s6-processed-gene-5.4&CDS=1-1344	YML085C
OG0002892	genemark-kam_s6-processed-gene-5.24-mRNA-1_1&gene=genemark-kam_s6-processed-gene-5.24&CDS=1-3888	YMR012W
OG0002893	genemark-kam_s6-processed-gene-5.8-mRNA-1_1&gene=genemark-kam_s6-processed-gene-5.8&CDS=1-1923	YML088W
OG0002894	augustus_masked-kam_s6-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-5.52&CDS=1-3822	YML091C
OG0002895	snap_masked-kam_s6-processed-gene-5.98-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.98&CDS=1-2808	YNL287W
OG0002896	snap_masked-kam_s6-processed-gene-5.112-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.112&CDS=1-852	YPR079W
OG0002897	snap_masked-kam_s6-processed-gene-5.99-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.99&CDS=1-2457	YPR089W
OG0002898	snap_masked-kam_s6-processed-gene-5.113-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.113&CDS=1-306	YBR268W
OG0002899	snap_masked-kam_s6-processed-gene-5.114-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.114&CDS=1-249	YMR194C-B
OG0002900	augustus_masked-kam_s6-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-5.70&CDS=1-912	YLR283W
OG0002901	snap_masked-kam_s6-processed-gene-5.102-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.102&CDS=1-2241	YOR112W
OG0002902	snap_masked-kam_s6-processed-gene-5.116-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.116&CDS=1-2487	YIL130W
OG0002903	snap_masked-kam_s6-processed-gene-5.103-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.103&CDS=1-1590	YNL240C
OG0002904	snap_masked-kam_s6-processed-gene-5.104-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.104&CDS=1-1185	YJL131C
OG0002905	snap_masked-kam_s6-processed-gene-5.119-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.119&CDS=1-1893	YOL060C
OG0002906	snap_masked-kam_s6-processed-gene-5.122-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.122&CDS=1-795	YIL093C
OG0002907	snap_masked-kam_s6-processed-gene-5.106-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.106&CDS=1-507	YDL120W
OG0002908	snap_masked-kam_s6-processed-gene-5.107-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.107&CDS=1-1932	YLR337C
OG0002909	snap_masked-kam_s6-processed-gene-5.125-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.125&CDS=1-1032	YBR246W
OG0002910	snap_masked-kam_s6-processed-gene-5.126-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.126&CDS=1-3183	YDL215C
OG0002911	snap_masked-kam_s6-processed-gene-5.127-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.127&CDS=1-1875	YGL110C
OG0002912	augustus_masked-kam_s6-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-5.82&CDS=1-3696	YMR218C
OG0002913	snap_masked-kam_s6-processed-gene-6.5-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.5&CDS=1-243	YKL053C-A
OG0002914	snap_masked-kam_s6-processed-gene-6.6-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.6&CDS=1-984	YJR107W
OG0002915	snap_masked-kam_s6-processed-gene-6.8-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.8&CDS=1-1470	YDR376W
OG0002916	snap_masked-kam_s6-processed-gene-6.9-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.9&CDS=1-2838	YLR386W
OG0002917	snap_masked-kam_s6-processed-gene-6.23-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.23&CDS=1-1263	YLR387C
OG0002918	snap_masked-kam_s6-processed-gene-6.24-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.24&CDS=1-2301	YDL060W
OG0002919	genemark-kam_s6-processed-gene-6.54-mRNA-1_1&gene=genemark-kam_s6-processed-gene-6.54&CDS=1-270	YLR390W
OG0002920	snap_masked-kam_s6-processed-gene-6.12-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.12&CDS=1-1917	YDL063C
OG0002921	snap_masked-kam_s6-processed-gene-6.25-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.25&CDS=1-2331	YJL156C
OG0002922	snap_masked-kam_s6-processed-gene-6.26-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.26&CDS=1-474	YDL064W
OG0002923	snap_masked-kam_s6-processed-gene-6.14-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.14&CDS=1-861	YDL065C
OG0002924	snap_masked-kam_s6-processed-gene-6.27-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.27&CDS=1-2295	YLR397C
OG0002925	snap_masked-kam_s6-processed-gene-6.28-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.28&CDS=1-3657	YLR398C
OG0002926	snap_masked-kam_s6-processed-gene-6.29-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.29&CDS=1-1689	YOR090C
OG0002927	snap_masked-kam_s6-processed-gene-6.30-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.30&CDS=1-354	YHL015W
OG0002928	snap_masked-kam_s6-processed-gene-6.31-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.31&CDS=1-861	YLR393W
OG0002929	snap_masked-kam_s6-processed-gene-6.16-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.16&CDS=1-2223	YNL118C
OG0002930	snap_masked-kam_s6-processed-gene-6.17-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.17&CDS=1-1239	YNL207W
OG0002931	snap_masked-kam_s6-processed-gene-6.38-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.38&CDS=1-1137	YNL092W
OG0002932	snap_masked-kam_s6-processed-gene-6.41-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.41&CDS=1-2643	YNL082W
OG0002933	snap_masked-kam_s6-processed-gene-6.42-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.42&CDS=1-1656	YNL083W
OG0002934	snap_masked-kam_s6-processed-gene-6.43-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.43&CDS=1-3045	YGL140C
OG0002935	snap_masked-kam_s6-processed-gene-6.44-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.44&CDS=1-1761	YGL119W
OG0002936	snap_masked-kam_s6-processed-gene-6.45-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.45&CDS=1-789	YOR095C
OG0002937	snap_masked-kam_s6-processed-gene-6.46-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.46&CDS=1-1809	YHR114W
OG0002938	snap_masked-kam_s6-processed-gene-6.22-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.22&CDS=1-1956	YNL094W
OG0002939	snap_masked-kam_s6-processed-gene-7.55-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.55&CDS=1-1110	YOR091W
OG0002940	snap_masked-kam_s6-processed-gene-7.56-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.56&CDS=1-8241	YIL129C
OG0002941	snap_masked-kam_s6-processed-gene-7.57-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.57&CDS=1-3177	YIL128W
OG0002942	snap_masked-kam_s6-processed-gene-7.73-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.73&CDS=1-576	YIL127C
OG0002943	snap_masked-kam_s6-processed-gene-7.60-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.60&CDS=1-738	YGL005C
OG0002944	snap_masked-kam_s6-processed-gene-7.74-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.74&CDS=1-3360	YGL006W
OG0002945	snap_masked-kam_s6-processed-gene-7.62-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.62&CDS=1-855	YOR065W
