	Candida_orthopsilosis	Saccharomyces_cerevisiae
OG0002760	genemark-NC_018300.1-processed-gene-2.62-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.62&CDS=1-1374	YLR015W
OG0002761	genemark-NC_018300.1-processed-gene-2.63-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.63&CDS=1-900	YER182W
OG0002762	genemark-NC_018300.1-processed-gene-2.45-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.45&CDS=1-3798	YDR293C
OG0002763	genemark-NC_018300.1-processed-gene-2.46-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.46&CDS=1-816	YGR267C
OG0002764	genemark-NC_018300.1-processed-gene-2.64-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.64&CDS=1-1347	YMR293C
OG0002765	genemark-NC_018300.1-processed-gene-2.47-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.47&CDS=1-2238	YGR264C
OG0002766	genemark-NC_018300.1-processed-gene-2.48-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.48&CDS=1-1458	YDL103C
OG0002767	maker-NC_018300.1-snap-gene-2.79-mRNA-1_1&gene=maker-NC_018300.1-snap-gene-2.79&CDS=1-4047	YLR222C
OG0002768	genemark-NC_018300.1-processed-gene-2.50-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.50&CDS=1-1524	YLR142W
OG0002769	snap_masked-NC_018300.1-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-2.93&CDS=1-3246	YDR217C
OG0002770	snap_masked-NC_018300.1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-2.110&CDS=1-2082	YKL005C
OG0002771	genemark-NC_018300.1-processed-gene-2.55-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.55&CDS=1-2673	YMR019W
OG0002772	genemark-NC_018300.1-processed-gene-2.57-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.57&CDS=1-951	YHR104W
OG0002773	genemark-NC_018300.1-processed-gene-2.58-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.58&CDS=1-2058	YFL027C
OG0002774	genemark-NC_018300.1-processed-gene-2.73-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.73&CDS=1-2067	YLR055C
OG0002775	genemark-NC_018300.1-processed-gene-2.74-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.74&CDS=1-453	YKL067W
OG0002776	genemark-NC_018300.1-processed-gene-2.59-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.59&CDS=1-1344	YHR005C
OG0002777	genemark-NC_018300.1-processed-gene-3.43-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.43&CDS=1-1326	YBL045C
OG0002778	genemark-NC_018300.1-processed-gene-3.44-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.44&CDS=1-1431	YJR006W
OG0002779	genemark-NC_018300.1-processed-gene-3.45-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.45&CDS=1-1719	YMR290C
OG0002780	genemark-NC_018300.1-processed-gene-3.46-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.46&CDS=1-693	YGR271C-A
OG0002781	genemark-NC_018300.1-processed-gene-3.41-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.41&CDS=1-1104	YGR173W
OG0002782	genemark-NC_018300.1-processed-gene-3.47-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.47&CDS=1-1770	YHR037W
OG0002783	genemark-NC_018300.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.63&CDS=1-750	YGR268C
OG0002784	snap_masked-NC_018300.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-3.26&CDS=1-3135	YGR237C
OG0002785	snap_masked-NC_018300.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-3.11&CDS=1-2313	YGR266W
OG0002786	genemark-NC_018300.1-processed-gene-3.49-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.49&CDS=1-3003	YLR014C
OG0002787	augustus_masked-NC_018300.1-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-3.91&CDS=1-3081	YOR085W
OG0002788	genemark-NC_018300.1-processed-gene-3.71-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.71&CDS=1-3324	YGR170W
OG0002789	genemark-NC_018300.1-processed-gene-3.54-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.54&CDS=1-2373	YKL025C
OG0002790	genemark-NC_018300.1-processed-gene-3.72-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.72&CDS=1-6177	YPL172C
OG0002791	genemark-NC_018300.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.73&CDS=1-984	YOR261C
OG0002792	genemark-NC_018300.1-processed-gene-3.55-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.55&CDS=1-1041	YOR262W
OG0002793	genemark-NC_018300.1-processed-gene-3.57-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.57&CDS=1-1539	YKL103C
OG0002794	genemark-NC_018300.1-processed-gene-3.58-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.58&CDS=1-1560	YBL015W
OG0002795	maker-NC_018300.1-augustus-gene-3.1-mRNA-1_1&gene=maker-NC_018300.1-augustus-gene-3.1&CDS=1-1428	YNR054C
OG0002796	genemark-NC_018300.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.60&CDS=1-1191	YGR234W
OG0002797	augustus_masked-NC_018300.1-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-3.98&CDS=1-867	YLR348C
OG0002798	augustus_masked-NC_018300.1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-3.112&CDS=1-1326	YDR529C
OG0002799	genemark-NC_018300.1-processed-gene-3.78-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-3.78&CDS=1-4635	YOR093C
OG0002800	snap_masked-NC_018300.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-4.81&CDS=1-2082	YGR150C
OG0002801	genemark-NC_018300.1-processed-gene-4.3-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.3&CDS=1-1587	YDR026C
OG0002802	genemark-NC_018300.1-processed-gene-4.19-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.19&CDS=1-2535	YOL063C
OG0002803	genemark-NC_018300.1-processed-gene-4.5-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.5&CDS=1-600	YKL069W
OG0002804	genemark-NC_018300.1-processed-gene-4.20-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.20&CDS=1-1152	YBL032W
OG0002805	maker-NC_018300.1-snap-gene-4.122-mRNA-1_1&gene=maker-NC_018300.1-snap-gene-4.122&CDS=1-1743	YLR224W
OG0002806	snap_masked-NC_018300.1-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-4.88&CDS=1-417	YER120W
OG0002807	snap_masked-NC_018300.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-4.105&CDS=1-3096	YGL093W
OG0002808	genemark-NC_018300.1-processed-gene-4.8-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.8&CDS=1-1335	YPR201W
OG0002809	genemark-NC_018300.1-processed-gene-4.9-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.9&CDS=1-3078	YMR164C
OG0002810	genemark-NC_018300.1-processed-gene-4.26-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.26&CDS=1-3486	YBL082C
OG0002811	genemark-NC_018300.1-processed-gene-4.27-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.27&CDS=1-702	YOL147C
OG0002812	genemark-NC_018300.1-processed-gene-4.32-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.32&CDS=1-1398	YJL046W
OG0002813	snap_masked-NC_018300.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-4.95&CDS=1-894	YBR257W
OG0002814	genemark-NC_018300.1-processed-gene-4.15-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.15&CDS=1-2877	YOR335C
OG0002815	genemark-NC_018300.1-processed-gene-4.34-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.34&CDS=1-1368	YHL004W
OG0002816	genemark-NC_018300.1-processed-gene-4.35-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.35&CDS=1-738	YKL117W
OG0002817	genemark-NC_018300.1-processed-gene-4.37-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.37&CDS=1-1332	YBL091C
OG0002818	augustus_masked-NC_018300.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-4.57&CDS=1-4602	YGL137W
OG0002819	genemark-NC_018300.1-processed-gene-4.40-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.40&CDS=1-1977	YGL099W
OG0002820	genemark-NC_018300.1-processed-gene-4.41-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.41&CDS=1-570	YPL218W
OG0002821	genemark-NC_018300.1-processed-gene-5.5-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.5&CDS=1-1386	YGL065C
OG0002822	genemark-NC_018300.1-processed-gene-5.6-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.6&CDS=1-2220	YPL207W
OG0002823	genemark-NC_018300.1-processed-gene-5.4-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.4&CDS=1-1629	YGL066W
OG0002824	genemark-NC_018300.1-processed-gene-5.8-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.8&CDS=1-1449	YPL209C
OG0002825	genemark-NC_018300.1-processed-gene-5.10-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.10&CDS=1-1215	YPL204W
OG0002826	genemark-NC_018300.1-processed-gene-5.34-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.34&CDS=1-1662	YPL212C
OG0002827	genemark-NC_018300.1-processed-gene-5.11-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.11&CDS=1-543	YPL211W
OG0002828	genemark-NC_018300.1-processed-gene-5.35-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.35&CDS=1-1428	YGL129C
OG0002829	genemark-NC_018300.1-processed-gene-5.12-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.12&CDS=1-1737	YGL064C
OG0002830	genemark-NC_018300.1-processed-gene-5.13-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.13&CDS=1-1437	YGL067W
OG0002831	genemark-NC_018300.1-processed-gene-5.14-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.14&CDS=1-1248	YPL206C
OG0002832	genemark-NC_018300.1-processed-gene-5.36-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.36&CDS=1-966	YNR003C
OG0002833	snap_masked-NC_018300.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-5.63&CDS=1-3093	YPL183C
OG0002834	genemark-NC_018300.1-processed-gene-5.37-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.37&CDS=1-3261	YBL076C
OG0002835	snap_masked-NC_018300.1-processed-gene-5.65-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-5.65&CDS=1-4077	YCR042C
OG0002836	snap_masked-NC_018300.1-processed-gene-5.66-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-5.66&CDS=1-2715	YML097C
OG0002837	genemark-NC_018300.1-processed-gene-5.24-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.24&CDS=1-1551	YDR168W
OG0002838	genemark-NC_018300.1-processed-gene-5.38-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.38&CDS=1-2511	YPL190C
OG0002839	genemark-NC_018300.1-processed-gene-5.25-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.25&CDS=1-831	YIL106W
OG0002840	snap_masked-NC_018300.1-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-5.81&CDS=1-1506	YMR285C
OG0002841	augustus_masked-NC_018300.1-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-5.113&CDS=1-966	YDR498C
OG0002842	snap_masked-NC_018300.1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-5.82&CDS=1-1044	YMR315W
OG0002843	genemark-NC_018300.1-processed-gene-5.42-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.42&CDS=1-873	YLL027W
OG0002844	genemark-NC_018300.1-processed-gene-5.28-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.28&CDS=1-1089	YKR088C
OG0002845	genemark-NC_018300.1-processed-gene-5.46-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.46&CDS=1-1080	YKL151C
OG0002846	maker-NC_018300.1-augustus-gene-5.133-mRNA-1_1&gene=maker-NC_018300.1-augustus-gene-5.133&CDS=1-2154	YKL150W
OG0002847	snap_masked-NC_018300.1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-5.76&CDS=1-8523	YBL088C
OG0002848	genemark-NC_018300.1-processed-gene-6.57-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.57&CDS=1-2085	YPL184C
OG0002849	maker-NC_018300.1-snap-gene-6.3-mRNA-1_1&gene=maker-NC_018300.1-snap-gene-6.3&CDS=1-1326	YOR008C
OG0002850	augustus_masked-NC_018300.1-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-6.107&CDS=1-1842	YDR019C
OG0002851	genemark-NC_018300.1-processed-gene-6.64-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.64&CDS=1-984	YPL215W
OG0002852	genemark-NC_018300.1-processed-gene-6.65-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.65&CDS=1-852	YAL032C
OG0002853	genemark-NC_018300.1-processed-gene-6.86-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.86&CDS=1-3618	YGL133W
OG0002854	genemark-NC_018300.1-processed-gene-6.67-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.67&CDS=1-1632	YDR531W
OG0002855	genemark-NC_018300.1-processed-gene-6.69-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.69&CDS=1-1620	YPL112C
OG0002856	genemark-NC_018300.1-processed-gene-6.87-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.87&CDS=1-1179	YGR012W
OG0002857	augustus_masked-NC_018300.1-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-6.130&CDS=1-636	YDR318W
OG0002858	genemark-NC_018300.1-processed-gene-6.71-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.71&CDS=1-756	YDR226W
OG0002859	genemark-NC_018300.1-processed-gene-6.89-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.89&CDS=1-1536	YDR228C
OG0002860	genemark-NC_018300.1-processed-gene-6.72-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.72&CDS=1-912	YDL198C
OG0002861	genemark-NC_018300.1-processed-gene-6.90-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.90&CDS=1-1611	YNL193W
OG0002862	augustus_masked-NC_018300.1-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-6.133&CDS=1-429	YOL127W
OG0002863	genemark-NC_018300.1-processed-gene-6.92-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.92&CDS=1-747	YNL306W
OG0002864	genemark-NC_018300.1-processed-gene-6.74-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.74&CDS=1-1197	YNL307C
OG0002865	genemark-NC_018300.1-processed-gene-6.93-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.93&CDS=1-540	YOL129W
OG0002866	genemark-NC_018300.1-processed-gene-6.75-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.75&CDS=1-1026	YBR175W
OG0002867	genemark-NC_018300.1-processed-gene-6.76-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.76&CDS=1-1206	YPL060W
OG0002868	genemark-NC_018300.1-processed-gene-6.95-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.95&CDS=1-4905	YGL206C
OG0002869	genemark-NC_018300.1-processed-gene-6.77-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.77&CDS=1-3063	YKR090W
OG0002870	maker-NC_018300.1-snap-gene-6.8-mRNA-1_1&gene=maker-NC_018300.1-snap-gene-6.8&CDS=1-1908	YKL029C
OG0002871	genemark-NC_018300.1-processed-gene-6.98-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.98&CDS=1-2430	YDR485C
OG0002872	genemark-NC_018300.1-processed-gene-6.79-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.79&CDS=1-963	YOL096C
OG0002873	genemark-NC_018300.1-processed-gene-6.99-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.99&CDS=1-654	YDR486C
OG0002874	genemark-NC_018300.1-processed-gene-6.100-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.100&CDS=1-477	YNL281W
OG0002875	genemark-NC_018300.1-processed-gene-6.101-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.101&CDS=1-1710	YLR276C
OG0002876	genemark-NC_018300.1-processed-gene-7.74-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.74&CDS=1-1284	YHL008C
OG0002877	genemark-NC_018300.1-processed-gene-7.75-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.75&CDS=1-1077	YCR066W
OG0002878	genemark-NC_018300.1-processed-gene-7.91-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.91&CDS=1-1146	YMR214W
OG0002879	genemark-NC_018300.1-processed-gene-7.94-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.94&CDS=1-4089	YOR330C
OG0002880	genemark-NC_018300.1-processed-gene-7.82-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.82&CDS=1-468	YEL034W
OG0002881	snap_masked-NC_018300.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-7.51&CDS=1-1809	YPR163C
OG0002882	snap_masked-NC_018300.1-processed-gene-7.52-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-7.52&CDS=1-411	YBL092W
OG0002883	genemark-NC_018300.1-processed-gene-7.98-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.98&CDS=1-846	YML052W
OG0002884	genemark-NC_018300.1-processed-gene-7.100-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.100&CDS=1-1464	YCR068W
OG0002885	augustus_masked-NC_018300.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-7.20&CDS=1-579	YJR074W
OG0002886	genemark-NC_018300.1-processed-gene-7.105-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.105&CDS=1-1947	YDR266C
OG0002887	genemark-NC_018300.1-processed-gene-7.89-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.89&CDS=1-645	YHR100C
OG0002888	snap_masked-NC_018300.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-8.87&CDS=1-11349	YHR099W
OG0002889	snap_masked-NC_018300.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-8.88&CDS=1-792	YBR040W
OG0002890	genemark-NC_018300.1-processed-gene-8.47-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.47&CDS=1-1257	YBR042C
OG0002891	genemark-NC_018300.1-processed-gene-8.48-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.48&CDS=1-2274	YBR043C
OG0002892	genemark-NC_018300.1-processed-gene-8.64-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.64&CDS=1-2343	YBR102C
OG0002893	genemark-NC_018300.1-processed-gene-8.49-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.49&CDS=1-1635	YBR103W
OG0002894	genemark-NC_018300.1-processed-gene-8.65-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.65&CDS=1-384	YPR063C
OG0002895	genemark-NC_018300.1-processed-gene-8.50-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.50&CDS=1-4086	YBR097W
OG0002896	genemark-NC_018300.1-processed-gene-8.51-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.51&CDS=1-453	YPR062W
OG0002897	genemark-NC_018300.1-processed-gene-8.67-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.67&CDS=1-1089	YPR056W
OG0002898	genemark-NC_018300.1-processed-gene-8.68-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.68&CDS=1-843	YDR064W
OG0002899	genemark-NC_018300.1-processed-gene-8.52-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.52&CDS=1-1674	YFR028C
OG0002900	snap_masked-NC_018300.1-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-8.96&CDS=1-1893	YER140W
OG0002901	genemark-NC_018300.1-processed-gene-8.71-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.71&CDS=1-1431	YER141W
OG0002902	maker-NC_018300.1-snap-gene-8.41-mRNA-1_1&gene=maker-NC_018300.1-snap-gene-8.41&CDS=1-2622	YBR041W
OG0002903	genemark-NC_018300.1-processed-gene-8.72-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.72&CDS=1-1251	YCR012W
OG0002904	genemark-NC_018300.1-processed-gene-8.57-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.57&CDS=1-849	YBR101C
OG0002905	genemark-NC_018300.1-processed-gene-8.58-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.58&CDS=1-3228	YPR055W
OG0002906	snap_masked-NC_018300.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-8.117&CDS=1-780	YPR124W
OG0002907	genemark-NC_018300.1-processed-gene-8.75-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.75&CDS=1-3132	YFR016C
OG0002908	genemark-NC_018300.1-processed-gene-8.59-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.59&CDS=1-468	YMR002W
OG0002909	genemark-NC_018300.1-processed-gene-8.81-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.81&CDS=1-2415	YOL006C
OG0002910	genemark-NC_018300.1-processed-gene-8.60-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.60&CDS=1-1758	YEL063C
OG0002911	genemark-NC_018300.1-processed-gene-8.84-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.84&CDS=1-1191	YLR355C
OG0002912	genemark-NC_018300.1-processed-gene-8.85-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.85&CDS=1-489	YIR037W
OG0002913	maker-NC_018300.1-snap-gene-9.115-mRNA-1_1&gene=maker-NC_018300.1-snap-gene-9.115&CDS=1-1677	YPL097W
OG0002914	snap_masked-NC_018300.1-processed-gene-9.117-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-9.117&CDS=1-2424	YKL078W
OG0002915	genemark-NC_018300.1-processed-gene-9.60-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.60&CDS=1-1077	YOL064C
OG0002916	snap_masked-NC_018300.1-processed-gene-9.118-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-9.118&CDS=1-1005	YMR063W
OG0002917	genemark-NC_018300.1-processed-gene-9.57-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.57&CDS=1-1485	YMR065W
OG0002918	snap_masked-NC_018300.1-processed-gene-9.153-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-9.153&CDS=1-2889	YHR052W
OG0002919	augustus_masked-NC_018300.1-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-9.34&CDS=1-2367	YER151C
OG0002920	genemark-NC_018300.1-processed-gene-9.62-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.62&CDS=1-1335	YNL206C
OG0002921	genemark-NC_018300.1-processed-gene-9.63-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.63&CDS=1-1266	YER152C
OG0002922	genemark-NC_018300.1-processed-gene-9.94-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.94&CDS=1-885	YGL212W
OG0002923	genemark-NC_018300.1-processed-gene-9.65-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.65&CDS=1-1686	YNL115C
OG0002924	augustus_masked-NC_018300.1-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-9.11&CDS=1-2871	YNL212W
OG0002925	snap_masked-NC_018300.1-processed-gene-9.160-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-9.160&CDS=1-243	YNL211C
OG0002926	genemark-NC_018300.1-processed-gene-9.97-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.97&CDS=1-375	YDR511W
OG0002927	genemark-NC_018300.1-processed-gene-9.73-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.73&CDS=1-2457	YKL034W
OG0002928	genemark-NC_018300.1-processed-gene-9.74-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.74&CDS=1-2526	YOR032C
OG0002929	genemark-NC_018300.1-processed-gene-9.76-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.76&CDS=1-2406	YLR207W
OG0002930	snap_masked-NC_018300.1-processed-gene-9.163-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-9.163&CDS=1-4314	YHR164C
OG0002931	snap_masked-NC_018300.1-processed-gene-9.139-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-9.139&CDS=1-1533	YOR310C
OG0002932	genemark-NC_018300.1-processed-gene-9.78-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.78&CDS=1-2307	YKL134C
