	Metschnikowia_matae	Saccharomyces_cerevisiae
OG0002779	snap_masked-mat-_s61-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s61-processed-gene-0.2&CDS=1-1380	YNL182C
OG0002780	snap_masked-mat-_s61-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s61-processed-gene-0.3&CDS=1-816	YDL213C
OG0002781	snap_masked-mat-_s611-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s611-processed-gene-0.6&CDS=1-774	YJR101W
OG0002782	snap_masked-mat-_s612-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s612-processed-gene-0.6&CDS=1-936	YGR017W
OG0002783	snap_masked-mat-_s614-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s614-processed-gene-0.2&CDS=1-5637	YLR422W
OG0002784	augustus_masked-mat-_s614-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s614-processed-gene-0.1&CDS=1-342	YKL192C
OG0002785	snap_masked-mat-_s616-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s616-processed-gene-0.9&CDS=1-375	YKL086W
OG0002786	augustus_masked-mat-_s619-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s619-processed-gene-0.0&CDS=1-1152	YBR290W
OG0002787	augustus_masked-mat-_s619-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s619-processed-gene-0.3&CDS=1-870	YBR291C
OG0002788	augustus_masked-mat-_s619-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s619-processed-gene-0.4&CDS=1-1098	YKL028W
OG0002789	augustus_masked-mat-_s619-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mat-_s619-processed-gene-0.5&CDS=1-435	YCR063W
OG0002790	augustus_masked-mat-_s627-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s627-processed-gene-0.0&CDS=1-3096	YLL031C
OG0002791	augustus_masked-mat-_s633-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s633-processed-gene-0.3&CDS=1-1086	YPR128C
OG0002792	snap_masked-mat-_s633-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s633-processed-gene-0.9&CDS=1-1236	YGR117C
OG0002793	snap_masked-mat-_s635-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s635-processed-gene-0.3&CDS=1-3240	YBL076C
OG0002794	snap_masked-mat-_s638-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s638-processed-gene-0.2&CDS=1-4257	YAL002W
OG0002795	augustus_masked-mat-_s638-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s638-processed-gene-0.3&CDS=1-1458	YAR003W
OG0002796	snap_masked-mat-_s639-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s639-processed-gene-0.7&CDS=1-1485	YBR243C
OG0002797	snap_masked-mat-_s639-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s639-processed-gene-0.4&CDS=1-1017	YGL100W
OG0002798	augustus_masked-mat-_s639-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mat-_s639-processed-gene-0.16&CDS=1-1284	YGL111W
OG0002799	snap_masked-mat-_s639-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s639-processed-gene-0.5&CDS=1-1635	YHR064C
OG0002800	snap_masked-mat-_s641-processed-gene-0.165-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.165&CDS=1-621	YHR081W
OG0002801	snap_masked-mat-_s641-processed-gene-0.203-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.203&CDS=1-3408	YHR079C
OG0002802	snap_masked-mat-_s641-processed-gene-0.166-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.166&CDS=1-1212	YDR329C
OG0002803	snap_masked-mat-_s641-processed-gene-0.167-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.167&CDS=1-495	YDR328C
OG0002804	snap_masked-mat-_s641-processed-gene-0.206-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.206&CDS=1-1407	YDR330W
OG0002805	maker-mat-_s641-augustus-gene-0.1-mRNA-1_1&gene=maker-mat-_s641-augustus-gene-0.1&CDS=1-3651	YPL162C
OG0002806	snap_masked-mat-_s641-processed-gene-0.173-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.173&CDS=1-3462	YDR027C
OG0002807	snap_masked-mat-_s641-processed-gene-0.208-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.208&CDS=1-1203	YPR118W
OG0002808	snap_masked-mat-_s641-processed-gene-0.209-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.209&CDS=1-1362	YMR026C
OG0002809	snap_masked-mat-_s641-processed-gene-0.175-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.175&CDS=1-1308	YIL033C
OG0002810	snap_masked-mat-_s641-processed-gene-0.176-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.176&CDS=1-435	YER044C
OG0002811	augustus_masked-mat-_s641-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-mat-_s641-processed-gene-0.136&CDS=1-5022	YNL014W
OG0002812	snap_masked-mat-_s641-processed-gene-0.216-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.216&CDS=1-525	YCR046C
OG0002813	snap_masked-mat-_s641-processed-gene-0.217-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.217&CDS=1-804	YCR047C
OG0002814	snap_masked-mat-_s641-processed-gene-0.220-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.220&CDS=1-687	YNR020C
OG0002815	snap_masked-mat-_s641-processed-gene-0.180-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.180&CDS=1-648	YCR051W
OG0002816	snap_masked-mat-_s641-processed-gene-0.181-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.181&CDS=1-1044	YNR021W
OG0002817	maker-mat-_s641-augustus-gene-0.2-mRNA-1_1&gene=maker-mat-_s641-augustus-gene-0.2&CDS=1-1743	YOR319W
OG0002818	snap_masked-mat-_s641-processed-gene-0.184-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.184&CDS=1-1428	YNR023W
OG0002819	snap_masked-mat-_s641-processed-gene-0.225-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.225&CDS=1-5061	YLR247C
OG0002820	snap_masked-mat-_s641-processed-gene-0.187-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.187&CDS=1-723	YNL010W
OG0002821	genemark-mat-_s641-processed-gene-0.67-mRNA-1_1&gene=genemark-mat-_s641-processed-gene-0.67&CDS=1-300	YGL070C
OG0002822	snap_masked-mat-_s641-processed-gene-0.189-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.189&CDS=1-513	YGL068W
OG0002823	augustus_masked-mat-_s641-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-mat-_s641-processed-gene-0.115&CDS=1-738	YKL206C
OG0002824	augustus_masked-mat-_s641-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-mat-_s641-processed-gene-0.150&CDS=1-2016	YDL178W
OG0002825	maker-mat-_s641-augustus-gene-0.4-mRNA-1_1&gene=maker-mat-_s641-augustus-gene-0.4&CDS=1-2622	YIL078W
OG0002826	snap_masked-mat-_s641-processed-gene-0.196-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.196&CDS=1-2202	YOR022C
OG0002827	snap_masked-mat-_s641-processed-gene-0.230-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.230&CDS=1-618	YOR021C
OG0002828	augustus_masked-mat-_s641-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-mat-_s641-processed-gene-0.122&CDS=1-570	YDR408C
OG0002829	snap_masked-mat-_s641-processed-gene-0.235-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.235&CDS=1-1095	YOR136W
OG0002830	snap_masked-mat-_s641-processed-gene-0.236-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.236&CDS=1-1134	YDL168W
OG0002831	snap_masked-mat-_s641-processed-gene-0.237-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.237&CDS=1-1011	YDR214W
OG0002832	snap_masked-mat-_s641-processed-gene-0.238-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.238&CDS=1-807	YOR157C
OG0002833	snap_masked-mat-_s641-processed-gene-0.239-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.239&CDS=1-315	YMR244C-A
OG0002834	snap_masked-mat-_s641-processed-gene-0.198-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.198&CDS=1-1137	YDR321W
OG0002835	snap_masked-mat-_s641-processed-gene-0.240-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.240&CDS=1-2094	YOR317W
OG0002836	augustus_masked-mat-_s641-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-mat-_s641-processed-gene-0.161&CDS=1-2028	YMR108W
OG0002837	snap_masked-mat-_s641-processed-gene-0.244-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.244&CDS=1-1128	YDR282C
OG0002838	augustus_masked-mat-_s641-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-mat-_s641-processed-gene-0.126&CDS=1-2049	YKL104C
OG0002839	maker-mat-_s641-augustus-gene-0.8-mRNA-1_1&gene=maker-mat-_s641-augustus-gene-0.8&CDS=1-186	YIL156W-B
OG0002840	snap_masked-mat-_s645-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s645-processed-gene-0.1&CDS=1-3216	YMR287C
OG0002841	augustus_masked-mat-_s653-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s653-processed-gene-0.0&CDS=1-915	YMR281W
OG0002842	augustus_masked-mat-_s653-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s653-processed-gene-0.3&CDS=1-1209	YLR085C
OG0002843	augustus_masked-mat-_s653-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s653-processed-gene-0.1&CDS=1-2007	YOR322C
OG0002844	snap_masked-mat-_s656-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s656-processed-gene-0.12&CDS=1-2178	YJL168C
OG0002845	snap_masked-mat-_s656-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s656-processed-gene-0.13&CDS=1-990	YNL097C
OG0002846	snap_masked-mat-_s656-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mat-_s656-processed-gene-0.21&CDS=1-507	YOR103C
OG0002847	snap_masked-mat-_s656-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s656-processed-gene-0.16&CDS=1-594	YNL099C
OG0002848	snap_masked-mat-_s656-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s656-processed-gene-0.18&CDS=1-483	YIR037W
OG0002849	augustus_masked-mat-_s657-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s657-processed-gene-0.3&CDS=1-1791	YKL062W
OG0002850	augustus_masked-mat-_s657-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mat-_s657-processed-gene-0.6&CDS=1-1356	YMR033W
OG0002851	snap_masked-mat-_s657-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s657-processed-gene-0.7&CDS=1-2313	YDL164C
OG0002852	snap_masked-mat-_s658-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mat-_s658-processed-gene-0.20&CDS=1-1452	YFR034C
OG0002853	snap_masked-mat-_s658-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s658-processed-gene-0.17&CDS=1-2292	YNL256W
OG0002854	snap_masked-mat-_s658-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s658-processed-gene-0.18&CDS=1-2220	YHR204W
OG0002855	genemark-mat-_s658-processed-gene-0.9-mRNA-1_1&gene=genemark-mat-_s658-processed-gene-0.9&CDS=1-1113	YJR148W
OG0002856	snap_masked-mat-_s66-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.38&CDS=1-588	YBR022W
OG0002857	snap_masked-mat-_s66-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.55&CDS=1-2067	YKR001C
OG0002858	snap_masked-mat-_s66-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.39&CDS=1-1287	YOL052C
OG0002859	snap_masked-mat-_s66-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.57&CDS=1-897	YBR085W
OG0002860	snap_masked-mat-_s66-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.59&CDS=1-453	YDR092W
OG0002861	snap_masked-mat-_s66-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.60&CDS=1-2793	YMR080C
OG0002862	snap_masked-mat-_s66-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.43&CDS=1-897	YMR079W
OG0002863	genemark-mat-_s66-processed-gene-0.9-mRNA-1_1&gene=genemark-mat-_s66-processed-gene-0.9&CDS=1-2442	YMR078C
OG0002864	maker-mat-_s66-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s66-snap-gene-0.0&CDS=1-2280	YMR100W
OG0002865	snap_masked-mat-_s66-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.48&CDS=1-1143	YJL171C
OG0002866	snap_masked-mat-_s66-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.65&CDS=1-747	YGL136C
OG0002867	snap_masked-mat-_s66-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.49&CDS=1-1836	YJR002W
OG0002868	maker-mat-_s66-augustus-gene-0.36-mRNA-1_1&gene=maker-mat-_s66-augustus-gene-0.36&CDS=1-3891	YOL021C
OG0002869	snap_masked-mat-_s66-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.67&CDS=1-606	YDR487C
OG0002870	snap_masked-mat-_s66-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-0.68&CDS=1-1281	YOL097C
OG0002871	augustus_masked-mat-_s66-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-0.88&CDS=1-2568	YOL078W
OG0002872	snap_masked-mat-_s66-processed-gene-1.55-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.55&CDS=1-864	YOL077C
OG0002873	augustus_masked-mat-_s66-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-1.8&CDS=1-627	YKL119C
OG0002874	snap_masked-mat-_s66-processed-gene-1.83-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.83&CDS=1-948	YBR146W
OG0002875	snap_masked-mat-_s66-processed-gene-1.84-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.84&CDS=1-3384	YCR033W
OG0002876	snap_masked-mat-_s66-processed-gene-1.85-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.85&CDS=1-1461	YJL194W
OG0002877	augustus_masked-mat-_s66-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-1.11&CDS=1-639	YBR154C
OG0002878	snap_masked-mat-_s66-processed-gene-1.86-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.86&CDS=1-741	YBR153W
OG0002879	snap_masked-mat-_s66-processed-gene-1.89-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.89&CDS=1-900	YDR361C
OG0002880	snap_masked-mat-_s66-processed-gene-1.66-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.66&CDS=1-1314	YDR364C
OG0002881	snap_masked-mat-_s66-processed-gene-1.67-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.67&CDS=1-2166	YPR031W
OG0002882	snap_masked-mat-_s66-processed-gene-1.93-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.93&CDS=1-1683	YOR128C
OG0002883	augustus_masked-mat-_s66-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-1.41&CDS=1-1359	YOR301W
OG0002884	maker-mat-_s66-snap-gene-1.53-mRNA-1_1&gene=maker-mat-_s66-snap-gene-1.53&CDS=1-645	YDR381W
OG0002885	snap_masked-mat-_s66-processed-gene-1.71-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.71&CDS=1-1881	YOR129C
OG0002886	snap_masked-mat-_s66-processed-gene-1.72-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.72&CDS=1-855	YDL052C
OG0002887	snap_masked-mat-_s66-processed-gene-1.73-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.73&CDS=1-3873	YLL021W
OG0002888	snap_masked-mat-_s66-processed-gene-1.97-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.97&CDS=1-1143	YDR161W
OG0002889	augustus_masked-mat-_s66-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-1.23&CDS=1-672	YLR145W
OG0002890	snap_masked-mat-_s66-processed-gene-1.76-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.76&CDS=1-936	YLR146C
OG0002891	snap_masked-mat-_s66-processed-gene-1.100-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.100&CDS=1-1734	YJL201W
OG0002892	snap_masked-mat-_s66-processed-gene-1.78-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.78&CDS=1-2835	YHR027C
OG0002893	snap_masked-mat-_s66-processed-gene-1.101-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.101&CDS=1-588	YHR026W
OG0002894	augustus_masked-mat-_s66-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-1.50&CDS=1-1158	YDR459C
OG0002895	genemark-mat-_s66-processed-gene-2.4-mRNA-1_1&gene=genemark-mat-_s66-processed-gene-2.4&CDS=1-1389	YPL120W
OG0002896	snap_masked-mat-_s66-processed-gene-2.115-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.115&CDS=1-1662	YOR002W
OG0002897	snap_masked-mat-_s66-processed-gene-2.116-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.116&CDS=1-1113	YPL096W
OG0002898	snap_masked-mat-_s66-processed-gene-2.169-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.169&CDS=1-2496	YKL078W
OG0002899	snap_masked-mat-_s66-processed-gene-2.117-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.117&CDS=1-1572	YPL097W
OG0002900	snap_masked-mat-_s66-processed-gene-2.170-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.170&CDS=1-1083	YOL064C
OG0002901	snap_masked-mat-_s66-processed-gene-2.118-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.118&CDS=1-966	YMR063W
OG0002902	snap_masked-mat-_s66-processed-gene-2.119-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.119&CDS=1-1335	YMR065W
OG0002903	snap_masked-mat-_s66-processed-gene-2.121-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.121&CDS=1-1020	YHR052W
OG0002904	maker-mat-_s66-augustus-gene-2.108-mRNA-1_1&gene=maker-mat-_s66-augustus-gene-2.108&CDS=1-2949	YGL073W
OG0002905	augustus_masked-mat-_s66-processed-gene-2.213-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.213&CDS=1-2889	YOR335C
OG0002906	snap_masked-mat-_s66-processed-gene-2.174-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.174&CDS=1-861	YMR178W
OG0002907	snap_masked-mat-_s66-processed-gene-2.175-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.175&CDS=1-1107	YOL001W
OG0002908	snap_masked-mat-_s66-processed-gene-2.176-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.176&CDS=1-663	YGR042W
OG0002909	snap_masked-mat-_s66-processed-gene-2.177-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.177&CDS=1-858	YDR237W
OG0002910	snap_masked-mat-_s66-processed-gene-2.125-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.125&CDS=1-1461	YDL207W
OG0002911	snap_masked-mat-_s66-processed-gene-2.178-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.178&CDS=1-3792	YMR076C
OG0002912	snap_masked-mat-_s66-processed-gene-2.179-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.179&CDS=1-915	YOR004W
OG0002913	snap_masked-mat-_s66-processed-gene-2.128-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.128&CDS=1-369	YJR063W
OG0002914	snap_masked-mat-_s66-processed-gene-2.180-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.180&CDS=1-951	YJR070C
OG0002915	snap_masked-mat-_s66-processed-gene-2.129-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.129&CDS=1-1647	YJR064W
OG0002916	snap_masked-mat-_s66-processed-gene-2.130-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.130&CDS=1-1260	YJR065C
OG0002917	snap_masked-mat-_s66-processed-gene-2.131-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.131&CDS=1-7389	YKL203C
OG0002918	snap_masked-mat-_s66-processed-gene-2.181-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.181&CDS=1-1101	YOL010W
OG0002919	snap_masked-mat-_s66-processed-gene-2.132-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.132&CDS=1-1617	YMR005W
OG0002920	snap_masked-mat-_s66-processed-gene-2.133-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.133&CDS=1-3489	YLR272C
OG0002921	snap_masked-mat-_s66-processed-gene-2.134-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.134&CDS=1-1779	YOR175C
OG0002922	augustus_masked-mat-_s66-processed-gene-2.224-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.224&CDS=1-1149	YOR176W
OG0002923	augustus_masked-mat-_s66-processed-gene-2.225-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.225&CDS=1-879	YLR271W
OG0002924	snap_masked-mat-_s66-processed-gene-2.182-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.182&CDS=1-1593	YHR086W
OG0002925	snap_masked-mat-_s66-processed-gene-2.138-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.138&CDS=1-4602	YDR334W
OG0002926	snap_masked-mat-_s66-processed-gene-2.139-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.139&CDS=1-333	YHR039C-A
OG0002927	snap_masked-mat-_s66-processed-gene-2.183-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.183&CDS=1-1842	YHR039C
OG0002928	snap_masked-mat-_s66-processed-gene-2.184-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.184&CDS=1-2055	YDR333C
OG0002929	snap_masked-mat-_s66-processed-gene-2.185-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.185&CDS=1-294	YHR087W
OG0002930	snap_masked-mat-_s66-processed-gene-2.186-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.186&CDS=1-2955	YBR074W
OG0002931	augustus_masked-mat-_s66-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.230&CDS=1-1083	YDR047W
OG0002932	snap_masked-mat-_s66-processed-gene-2.142-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.142&CDS=1-1815	YDR049W
OG0002933	snap_masked-mat-_s66-processed-gene-2.145-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.145&CDS=1-1014	YBR065C
OG0002934	snap_masked-mat-_s66-processed-gene-2.146-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.146&CDS=1-693	YBR070C
OG0002935	augustus_masked-mat-_s66-processed-gene-2.276-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.276&CDS=1-333	YDR045C
OG0002936	snap_masked-mat-_s66-processed-gene-2.150-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.150&CDS=1-2784	YNL313C
OG0002937	snap_masked-mat-_s66-processed-gene-2.153-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.153&CDS=1-1245	YIL160C
OG0002938	snap_masked-mat-_s66-processed-gene-2.156-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.156&CDS=1-699	YBR256C
OG0002939	snap_masked-mat-_s66-processed-gene-2.157-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.157&CDS=1-585	YER012W
OG0002940	snap_masked-mat-_s66-processed-gene-2.159-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.159&CDS=1-2745	YIR007W
OG0002941	snap_masked-mat-_s66-processed-gene-2.191-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.191&CDS=1-1413	YIR008C
OG0002942	snap_masked-mat-_s66-processed-gene-2.192-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.192&CDS=1-1248	YIR012W
OG0002943	augustus_masked-mat-_s66-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.247&CDS=1-1134	YCL059C
OG0002944	augustus_masked-mat-_s66-processed-gene-2.281-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.281&CDS=1-3159	YCL061C
OG0002945	snap_masked-mat-_s66-processed-gene-2.161-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.161&CDS=1-1146	YDR502C
OG0002946	snap_masked-mat-_s66-processed-gene-2.164-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.164&CDS=1-1068	YOR042W
OG0002947	snap_masked-mat-_s66-processed-gene-2.198-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.198&CDS=1-4245	YNL088W
OG0002948	augustus_masked-mat-_s66-processed-gene-2.286-mRNA-1_1&gene=augustus_masked-mat-_s66-processed-gene-2.286&CDS=1-1944	YFL030W
OG0002949	snap_masked-mat-_s66-processed-gene-2.201-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-2.201&CDS=1-1356	YBR130C
OG0002950	augustus_masked-mat-_s661-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s661-processed-gene-0.2&CDS=1-732	YMR234W
OG0002951	augustus_masked-mat-_s661-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s661-processed-gene-0.1&CDS=1-2298	YOL006C
OG0002952	snap_masked-mat-_s663-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s663-processed-gene-0.5&CDS=1-2052	YMR068W
OG0002953	snap_masked-mat-_s664-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s664-processed-gene-0.3&CDS=1-750	YOR126C
OG0002954	snap_masked-mat-_s667-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s667-processed-gene-0.8&CDS=1-426	YPR100W
OG0002955	snap_masked-mat-_s668-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s668-processed-gene-0.37&CDS=1-1512	YER021W
