	Nakazawaea_peltata	Saccharomyces_cerevisiae
OG0002742	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.85&CDS=1-921	YIL164C
OG0002743	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.108&CDS=1-1431	YNR052C
OG0002744	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.109&CDS=1-1533	YNR053C
OG0002745	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.111&CDS=1-798	YDL087C
OG0002746	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-1.90&CDS=1-819	YER023W
OG0002747	-processed-gene-2.107-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.107&CDS=1-2436	YJR119C
OG0002748	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.58&CDS=1-795	YAR008W
OG0002749	-processed-gene-2.109-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.109&CDS=1-4074	YMR190C
OG0002750	-processed-gene-2.110-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.110&CDS=1-1509	YJR121W
OG0002751	-processed-gene-2.111-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.111&CDS=1-1335	YJR117W
OG0002752	-processed-gene-2.112-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.112&CDS=1-1716	YER022W
OG0002753	-processed-gene-2.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.135&CDS=1-1023	YJR105W
OG0002754	-processed-gene-2.136-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.136&CDS=1-828	YJR116W
OG0002755	-processed-gene-2.137-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.137&CDS=1-240	YLR038C
OG0002756	-processed-gene-2.114-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.114&CDS=1-1992	YLL035W
OG0002757	-processed-gene-2.138-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.138&CDS=1-2463	YLL034C
OG0002758	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.115&CDS=1-627	YMR077C
OG0002759	-processed-gene-2.139-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.139&CDS=1-1020	YGL040C
OG0002760	-processed-gene-2.140-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.140&CDS=1-1161	YFL030W
OG0002761	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.117&CDS=1-666	YMR132C
OG0002762	-processed-gene-2.142-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.142&CDS=1-1707	YGR216C
OG0002763	-augustus-gene-2.51-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-2.51&CDS=1-1479	YGR225W
OG0002764	-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.35&CDS=1-1551	YHR151C
OG0002765	-processed-gene-2.120-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.120&CDS=1-1398	YGR227W
OG0002766	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.36&CDS=1-1317	YGR229C
OG0002767	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.121&CDS=1-183	YGR230W
OG0002768	-processed-gene-2.147-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.147&CDS=1-915	YGR231C
OG0002769	-processed-gene-2.122-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.122&CDS=1-777	YGR232W
OG0002770	-augustus-gene-2.52-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-2.52&CDS=1-4242	YDL132W
OG0002771	-processed-gene-2.150-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.150&CDS=1-1122	YDL133W
OG0002772	-augustus-gene-2.49-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-2.49&CDS=1-4443	YDL185W
OG0002773	-processed-gene-2.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.127&CDS=1-1065	YDL134C
OG0002774	-processed-gene-2.153-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.153&CDS=1-1998	YPR175W
OG0002775	-processed-gene-2.131-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.131&CDS=1-609	YDL135C
OG0002776	-processed-gene-2.155-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.155&CDS=1-1392	YDL189W
OG0002777	-processed-gene-2.132-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.132&CDS=1-3117	YDL190C
OG0002778	-processed-gene-2.158-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.158&CDS=1-1002	YDL193W
OG0002779	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.99&CDS=1-1317	YDL147W
OG0002780	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.100&CDS=1-1563	YDL146W
OG0002781	-processed-gene-3.49-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.49&CDS=1-1044	YDL139C
OG0002782	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.102&CDS=1-1116	YLR216C
OG0002783	-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.3&CDS=1-5172	YDL140C
OG0002784	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.125&CDS=1-2034	YDL141W
OG0002785	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.4&CDS=1-663	YDL142C
OG0002786	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.126&CDS=1-1599	YDL143W
OG0002787	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.5&CDS=1-1065	YLR215C
OG0002788	-processed-gene-3.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.127&CDS=1-1665	YDL153C
OG0002789	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.54&CDS=1-1182	YDL150W
OG0002790	-processed-gene-3.128-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.128&CDS=1-1095	YPR025C
OG0002791	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.129&CDS=1-1638	YBL099W
OG0002792	-processed-gene-3.108-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.108&CDS=1-1320	YEL040W
OG0002793	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.109&CDS=1-3630	YDL145C
OG0002794	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.130&CDS=1-1452	YER051W
OG0002795	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.110&CDS=1-549	YER050C
OG0002796	-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.30&CDS=1-1578	YIL042C
OG0002797	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.111&CDS=1-3621	YDL195W
OG0002798	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.137&CDS=1-969	YDL124W
OG0002799	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.139&CDS=1-1125	YKR071C
OG0002800	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.115&CDS=1-2619	YOR058C
OG0002801	-processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.89&CDS=1-1095	YOR057W
OG0002802	-processed-gene-3.116-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.116&CDS=1-1509	YOR056C
OG0002803	-processed-gene-3.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.119&CDS=1-1092	YDL107W
OG0002804	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.39&CDS=1-1497	YGL142C
OG0002805	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.120&CDS=1-1722	YOL148C
OG0002806	-processed-gene-3.142-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.142&CDS=1-498	YOL149W
OG0002807	-processed-gene-3.143-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.143&CDS=1-543	YOL146W
OG0002808	-processed-gene-3.93-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.93&CDS=1-2064	YNL085W
OG0002809	-processed-gene-3.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.121&CDS=1-693	YOL147C
OG0002810	-processed-gene-3.123-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.123&CDS=1-3096	YOL145C
OG0002811	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.124&CDS=1-1563	YOL144W
OG0002812	-processed-gene-3.146-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.146&CDS=1-495	YOL143C
OG0002813	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.111&CDS=1-630	YOR289W
OG0002814	-processed-gene-4.107-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.107&CDS=1-2250	YGR178C
OG0002815	-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.16&CDS=1-816	YMR289W
OG0002816	-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.19&CDS=1-915	YGR208W
OG0002817	-processed-gene-4.113-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.113&CDS=1-3666	YDR335W
OG0002818	-processed-gene-4.131-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.131&CDS=1-471	YLR008C
OG0002819	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.116&CDS=1-597	YLR009W
OG0002820	-processed-gene-4.133-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.133&CDS=1-2853	YLR014C
OG0002821	-processed-gene-4.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.135&CDS=1-1764	YHR037W
OG0002822	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.90&CDS=1-2457	YGR099W
OG0002823	-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.23&CDS=1-660	YOL111C
OG0002824	-processed-gene-4.143-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.143&CDS=1-744	YDR050C
OG0002825	-processed-gene-4.144-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.144&CDS=1-867	YDR051C
OG0002826	-processed-gene-4.145-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.145&CDS=1-1746	YDR037W
OG0002827	-processed-gene-4.146-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.146&CDS=1-939	YBR061C
OG0002828	-processed-gene-4.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.119&CDS=1-768	YDR041W
OG0002829	-augustus-gene-4.12-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-4.12&CDS=1-1299	YBR062C
OG0002830	-augustus-gene-4.7-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-4.7&CDS=1-3876	YDR211W
OG0002831	-processed-gene-4.123-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.123&CDS=1-573	YLR229C
OG0002832	-processed-gene-4.124-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.124&CDS=1-1668	YDR212W
OG0002833	-processed-gene-4.150-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.150&CDS=1-1647	YDR387C
OG0002834	-processed-gene-4.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.126&CDS=1-1284	YDR388W
OG0002835	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.80&CDS=1-1131	YNR074C
OG0002836	-processed-gene-4.151-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.151&CDS=1-1824	YDR390C
OG0002837	-processed-gene-4.153-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.153&CDS=1-1221	YDL128W
OG0002838	-processed-gene-4.154-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.154&CDS=1-396	YJR082C
OG0002839	-processed-gene-4.130-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.130&CDS=1-678	YHR008C
OG0002840	-processed-gene-5.3-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.3&CDS=1-984	YDR214W
OG0002841	-processed-gene-5.0-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.0&CDS=1-1377	YJR078W
OG0002842	-processed-gene-5.4-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.4&CDS=1-1584	YPR033C
OG0002843	-processed-gene-5.2-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.2&CDS=1-456	YDL125C
OG0002844	-augustus-gene-5.144-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-5.144&CDS=1-3597	YDL126C
OG0002845	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.8&CDS=1-675	YDR408C
OG0002846	-processed-gene-5.29-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.29&CDS=1-798	YOR157C
OG0002847	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.102&CDS=1-3741	YDR407C
OG0002848	-augustus-gene-5.149-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-5.149&CDS=1-5103	YBL104C
OG0002849	-processed-gene-5.32-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.32&CDS=1-783	YBL103C
OG0002850	-processed-gene-5.11-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.11&CDS=1-621	YBL102W
OG0002851	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.12&CDS=1-1311	YMR243C
OG0002852	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.35&CDS=1-945	YGR058W
OG0002853	-processed-gene-5.14-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.14&CDS=1-843	YOR292C
OG0002854	-processed-gene-5.84-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.84&CDS=1-1287	YMR228W
OG0002855	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.16&CDS=1-1491	YMR227C
OG0002856	-processed-gene-5.38-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.38&CDS=1-4284	YOR291W
OG0002857	-processed-gene-5.19-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.19&CDS=1-2481	YLR045C
OG0002858	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.20&CDS=1-774	YGR207C
OG0002859	-processed-gene-5.21-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.21&CDS=1-861	YGR205W
OG0002860	-processed-gene-5.40-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.40&CDS=1-942	YNL289W
OG0002861	-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.114&CDS=1-783	YCR015C
OG0002862	-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.41&CDS=1-1134	YDL168W
OG0002863	-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.115&CDS=1-693	YLR201C
OG0002864	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.42&CDS=1-393	YLR200W
OG0002865	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.25&CDS=1-1482	YLR197W
OG0002866	-processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.44&CDS=1-6369	YDL171C
OG0002867	-processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.45&CDS=1-1620	YLR196W
OG0002868	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.27&CDS=1-1326	YLR195C
OG0002869	-processed-gene-5.93-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.93&CDS=1-1635	YHR109W
OG0002870	-processed-gene-5.28-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.28&CDS=1-1089	YGL067W
OG0002871	-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.2&CDS=1-1059	YPL206C
OG0002872	-augustus-gene-6.126-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-6.126&CDS=1-1314	YPL204W
OG0002873	-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.0&CDS=1-2655	YKL176C
OG0002874	-processed-gene-6.41-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.41&CDS=1-2196	YJL168C
OG0002875	-processed-gene-6.46-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.46&CDS=1-1782	YDR232W
OG0002876	-processed-gene-6.66-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.66&CDS=1-1683	YKR034W
OG0002877	-processed-gene-6.50-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.50&CDS=1-1485	YGL066W
OG0002878	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.69&CDS=1-1353	YGL065C
OG0002879	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.51&CDS=1-801	YLR192C
OG0002880	-processed-gene-6.52-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.52&CDS=1-2313	YLR207W
OG0002881	-processed-gene-6.72-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.72&CDS=1-879	YLR208W
OG0002882	-processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.73&CDS=1-891	YLR209C
OG0002883	-processed-gene-6.53-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.53&CDS=1-2718	YKL073W
OG0002884	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.56&CDS=1-1068	YMR024W
OG0002885	-processed-gene-6.100-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.100&CDS=1-4362	YBL034C
OG0002886	-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.35&CDS=1-576	YFR027W
OG0002887	-processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.58&CDS=1-906	YFR047C
OG0002888	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.60&CDS=1-2754	YNL118C
OG0002889	-processed-gene-6.119-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.119&CDS=1-1647	YNL115C
OG0002890	-processed-gene-6.120-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.120&CDS=1-4794	YOR093C
OG0002891	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.62&CDS=1-885	YMR234W
OG0002892	-processed-gene-6.65-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.65&CDS=1-909	YBR085W
OG0002893	-processed-gene-7.56-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.56&CDS=1-966	YHR049W
OG0002894	-processed-gene-7.117-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.117&CDS=1-957	YJR095W
OG0002895	-processed-gene-7.138-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.138&CDS=1-315	YDL081C
OG0002896	-processed-gene-7.139-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.139&CDS=1-855	YIL070C
OG0002897	-processed-gene-7.140-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.140&CDS=1-1434	YDL155W
OG0002898	-processed-gene-7.141-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.141&CDS=1-693	YPR037C
OG0002899	-processed-gene-7.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.119&CDS=1-1131	YPR040W
OG0002900	-processed-gene-7.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.121&CDS=1-879	YJR088C
OG0002901	-processed-gene-7.123-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.123&CDS=1-2187	YJR090C
OG0002902	-processed-gene-7.146-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.146&CDS=1-579	YIR022W
OG0002903	-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.43&CDS=1-720	YKL011C
OG0002904	-processed-gene-7.148-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.148&CDS=1-1515	YKL012W
OG0002905	-processed-gene-7.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.127&CDS=1-507	YKL013C
OG0002906	-processed-gene-7.128-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.128&CDS=1-3093	YIR023W
OG0002907	-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.52&CDS=1-1899	YKR090W
OG0002908	-processed-gene-7.157-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.157&CDS=1-888	YKR088C
OG0002909	-processed-gene-7.134-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.134&CDS=1-2382	YJL200C
OG0002910	-processed-gene-7.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.135&CDS=1-1074	YDR297W
OG0002911	-processed-gene-7.136-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.136&CDS=1-594	YDR296W
