	Candida_apicola	Saccharomyces_cerevisiae
OG0002250	maker-LBNK01000008.1-augustus-gene-1.46-mRNA-1_1&gene=maker-LBNK01000008.1-augustus-gene-1.46&CDS=1-2346	YGR055W
OG0002251	augustus_masked-LBNK01000008.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.29&CDS=1-993	YDR214W
OG0002252	augustus_masked-LBNK01000008.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.31&CDS=1-1668	YDR212W
OG0002253	augustus_masked-LBNK01000008.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.32&CDS=1-1503	YNL142W
OG0002254	augustus_masked-LBNK01000008.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.17&CDS=1-936	YPL206C
OG0002255	augustus_masked-LBNK01000008.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.33&CDS=1-1389	YOL097C
OG0002256	augustus_masked-LBNK01000008.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.34&CDS=1-651	YHR008C
OG0002257	augustus_masked-LBNK01000008.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.35&CDS=1-1521	YMR171C
OG0002258	snap_masked-LBNK01000008.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-1.136&CDS=1-2064	YOR254C
OG0002259	augustus_masked-LBNK01000008.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.20&CDS=1-1749	YPL169C
OG0002260	augustus_masked-LBNK01000008.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.38&CDS=1-2352	YOR270C
OG0002261	augustus_masked-LBNK01000008.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.39&CDS=1-1299	YDL182W
OG0002262	augustus_masked-LBNK01000008.1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.21&CDS=1-5583	YPL082C
OG0002263	augustus_masked-LBNK01000008.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.40&CDS=1-1335	YOR250C
OG0002264	genemark-LBNK01000008.1-processed-gene-1.91-mRNA-1_1&gene=genemark-LBNK01000008.1-processed-gene-1.91&CDS=1-3240	YOR330C
OG0002265	augustus_masked-LBNK01000008.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-1.22&CDS=1-1230	YLR268W
OG0002266	snap_masked-LBNK01000008.1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-1.142&CDS=1-369	YMR069W
OG0002267	maker-LBNK01000008.1-augustus-gene-1.47-mRNA-1_1&gene=maker-LBNK01000008.1-augustus-gene-1.47&CDS=1-1458	YNR053C
OG0002268	snap_masked-LBNK01000008.1-processed-gene-2.98-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-2.98&CDS=1-2892	YGL241W
OG0002269	augustus_masked-LBNK01000008.1-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.2&CDS=1-369	YMR123W
OG0002270	augustus_masked-LBNK01000008.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.4&CDS=1-1020	YGR028W
OG0002271	genemark-LBNK01000008.1-processed-gene-2.49-mRNA-1_1&gene=genemark-LBNK01000008.1-processed-gene-2.49&CDS=1-855	YDR459C
OG0002272	augustus_masked-LBNK01000008.1-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.1&CDS=1-930	YPL266W
OG0002273	augustus_masked-LBNK01000008.1-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.6&CDS=1-4071	YLR189C
OG0002274	augustus_masked-LBNK01000008.1-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.7&CDS=1-2055	YJL041W
OG0002275	snap_masked-LBNK01000008.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-2.129&CDS=1-4377	YJL039C
OG0002276	augustus_masked-LBNK01000008.1-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.8&CDS=1-885	YIL153W
OG0002277	augustus_masked-LBNK01000008.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.28&CDS=1-1527	YML054C
OG0002278	augustus_masked-LBNK01000008.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.9&CDS=1-1812	YMR290C
OG0002279	augustus_masked-LBNK01000008.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.30&CDS=1-1677	YMR105C
OG0002280	augustus_masked-LBNK01000008.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.31&CDS=1-285	YAL046C
OG0002281	augustus_masked-LBNK01000008.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.12&CDS=1-1203	YML038C
OG0002282	augustus_masked-LBNK01000008.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.34&CDS=1-1347	YMR042W
OG0002283	augustus_masked-LBNK01000008.1-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.35&CDS=1-468	YJR047C
OG0002284	augustus_masked-LBNK01000008.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.13&CDS=1-1059	YNL229C
OG0002285	augustus_masked-LBNK01000008.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.15&CDS=1-843	YDL226C
OG0002286	augustus_masked-LBNK01000008.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.37&CDS=1-1476	YHR183W
OG0002287	augustus_masked-LBNK01000008.1-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.38&CDS=1-2127	YGL120C
OG0002288	augustus_masked-LBNK01000008.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.17&CDS=1-1392	YGL119W
OG0002289	augustus_masked-LBNK01000008.1-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.18&CDS=1-1530	YBR222C
OG0002290	augustus_masked-LBNK01000008.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.19&CDS=1-1209	YHR030C
OG0002291	augustus_masked-LBNK01000008.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.20&CDS=1-2385	YHR028C
OG0002292	augustus_masked-LBNK01000008.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.40&CDS=1-525	YJR025C
OG0002293	augustus_masked-LBNK01000008.1-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.41&CDS=1-1128	YDR415C
OG0002294	augustus_masked-LBNK01000008.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.21&CDS=1-1338	YPR045C
OG0002295	augustus_masked-LBNK01000008.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.42&CDS=1-672	YJR099W
OG0002296	augustus_masked-LBNK01000008.1-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-2.44&CDS=1-2319	YBR200W
OG0002297	maker-LBNK01000008.1-augustus-gene-2.47-mRNA-1_1&gene=maker-LBNK01000008.1-augustus-gene-2.47&CDS=1-4359	YOR002W
OG0002298	augustus_masked-LBNK01000008.1-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.0&CDS=1-6045	YHR023W
OG0002299	genemark-LBNK01000008.1-processed-gene-3.47-mRNA-1_1&gene=genemark-LBNK01000008.1-processed-gene-3.47&CDS=1-1629	YGL186C
OG0002300	augustus_masked-LBNK01000008.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.24&CDS=1-3561	YJL108C
OG0002301	augustus_masked-LBNK01000008.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.25&CDS=1-999	YMR161W
OG0002302	genemark-LBNK01000008.1-processed-gene-3.49-mRNA-1_1&gene=genemark-LBNK01000008.1-processed-gene-3.49&CDS=1-3237	YDL102W
OG0002303	genemark-LBNK01000008.1-processed-gene-3.50-mRNA-1_1&gene=genemark-LBNK01000008.1-processed-gene-3.50&CDS=1-2601	YIL112W
OG0002304	augustus_masked-LBNK01000008.1-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.26&CDS=1-645	YGR232W
OG0002305	augustus_masked-LBNK01000008.1-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.5&CDS=1-1002	YBR034C
OG0002306	augustus_masked-LBNK01000008.1-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.27&CDS=1-3189	YBR235W
OG0002307	augustus_masked-LBNK01000008.1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.28&CDS=1-963	YBR236C
OG0002308	snap_masked-LBNK01000008.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-3.100&CDS=1-1470	YMR029C
OG0002309	augustus_masked-LBNK01000008.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.29&CDS=1-825	YPL237W
OG0002310	augustus_masked-LBNK01000008.1-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.7&CDS=1-894	YPR011C
OG0002311	augustus_masked-LBNK01000008.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.9&CDS=1-630	YPL051W
OG0002312	augustus_masked-LBNK01000008.1-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.10&CDS=1-1635	YDR481C
OG0002313	augustus_masked-LBNK01000008.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.31&CDS=1-1158	YOR388C
OG0002314	augustus_masked-LBNK01000008.1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.12&CDS=1-486	YPL178W
OG0002315	augustus_masked-LBNK01000008.1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.15&CDS=1-1548	YGR171C
OG0002316	augustus_masked-LBNK01000008.1-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.33&CDS=1-1605	YNL308C
OG0002317	augustus_masked-LBNK01000008.1-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-3.16&CDS=1-915	YLL006W
OG0002318	augustus_masked-LBNK01000008.1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.76&CDS=1-2604	YHR120W
OG0002319	augustus_masked-LBNK01000008.1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.72&CDS=1-909	YKL120W
OG0002320	augustus_masked-LBNK01000008.1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.73&CDS=1-1413	YHR024C
OG0002321	snap_masked-LBNK01000008.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.6&CDS=1-1905	YBR187W
OG0002322	maker-LBNK01000008.1-augustus-gene-4.214-mRNA-1_1&gene=maker-LBNK01000008.1-augustus-gene-4.214&CDS=1-3987	YPL167C
OG0002323	augustus_masked-LBNK01000008.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.111&CDS=1-480	YOR357C
OG0002324	augustus_masked-LBNK01000008.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.112&CDS=1-1134	YBR192W
OG0002325	augustus_masked-LBNK01000008.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.80&CDS=1-570	YBR189W
OG0002326	snap_masked-LBNK01000008.1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.11&CDS=1-2895	YOR160W
OG0002327	snap_masked-LBNK01000008.1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.12&CDS=1-1395	YHR207C
OG0002328	snap_masked-LBNK01000008.1-processed-gene-4.41-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.41&CDS=1-1422	YOR161C
OG0002329	augustus_masked-LBNK01000008.1-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.84&CDS=1-1332	YBR123C
OG0002330	augustus_masked-LBNK01000008.1-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.117&CDS=1-3150	YNL243W
OG0002331	augustus_masked-LBNK01000008.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.85&CDS=1-327	YNL244C
OG0002332	augustus_masked-LBNK01000008.1-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.118&CDS=1-2841	YPR091C
OG0002333	augustus_masked-LBNK01000008.1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.87&CDS=1-960	YHL011C
OG0002334	genemark-LBNK01000008.1-processed-gene-4.193-mRNA-1_1&gene=genemark-LBNK01000008.1-processed-gene-4.193&CDS=1-726	YKL033W-A
OG0002335	augustus_masked-LBNK01000008.1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.120&CDS=1-1341	YML085C
OG0002336	augustus_masked-LBNK01000008.1-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.90&CDS=1-360	YFL014W
OG0002337	augustus_masked-LBNK01000008.1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.93&CDS=1-1653	YMR250W
OG0002338	augustus_masked-LBNK01000008.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.95&CDS=1-1668	YDR229W
OG0002339	snap_masked-LBNK01000008.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.25&CDS=1-2892	YPL183C
OG0002340	augustus_masked-LBNK01000008.1-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.99&CDS=1-366	YER072W
OG0002341	augustus_masked-LBNK01000008.1-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.127&CDS=1-1476	YCL017C
OG0002342	augustus_masked-LBNK01000008.1-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.128&CDS=1-660	YLR075W
OG0002343	augustus_masked-LBNK01000008.1-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.129&CDS=1-1659	YFL055W
OG0002344	augustus_masked-LBNK01000008.1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.103&CDS=1-729	YOR095C
OG0002345	augustus_masked-LBNK01000008.1-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.131&CDS=1-1008	YOR085W
OG0002346	maker-LBNK01000008.1-snap-gene-4.217-mRNA-1_1&gene=maker-LBNK01000008.1-snap-gene-4.217&CDS=1-936	YIR026C
OG0002347	snap_masked-LBNK01000008.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.67&CDS=1-2661	YFR002W
OG0002348	snap_masked-LBNK01000008.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LBNK01000008.1-processed-gene-4.70&CDS=1-804	YHR034C
OG0002349	augustus_masked-LBNK01000008.1-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.108&CDS=1-960	YPR110C
OG0002350	augustus_masked-LBNK01000008.1-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-LBNK01000008.1-processed-gene-4.110&CDS=1-2922	YLR138W
OG0002351	augustus_masked-LBNK01000009.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.41&CDS=1-3090	YJR035W
OG0002352	augustus_masked-LBNK01000009.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.43&CDS=1-2004	YDL141W
OG0002353	augustus_masked-LBNK01000009.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.44&CDS=1-804	YOR292C
OG0002354	augustus_masked-LBNK01000009.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.62&CDS=1-696	YBR035C
OG0002355	augustus_masked-LBNK01000009.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.64&CDS=1-1902	YKL148C
OG0002356	augustus_masked-LBNK01000009.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.66&CDS=1-1008	YGL091C
OG0002357	augustus_masked-LBNK01000009.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.67&CDS=1-789	YDR429C
OG0002358	augustus_masked-LBNK01000009.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.68&CDS=1-4812	YDL164C
OG0002359	augustus_masked-LBNK01000009.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.71&CDS=1-801	YMR226C
OG0002360	augustus_masked-LBNK01000009.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.72&CDS=1-3102	YIL048W
OG0002361	augustus_masked-LBNK01000009.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.54&CDS=1-648	YOR174W
OG0002362	augustus_masked-LBNK01000009.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.73&CDS=1-1047	YDR354W
OG0002363	augustus_masked-LBNK01000009.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.57&CDS=1-2481	YDL095W
OG0002364	augustus_masked-LBNK01000009.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-0.74&CDS=1-411	YDR308C
OG0002365	augustus_masked-LBNK01000009.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.1&CDS=1-1659	YBR248C
OG0002366	augustus_masked-LBNK01000009.1-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.5&CDS=1-1374	YGL097W
OG0002367	augustus_masked-LBNK01000009.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.2&CDS=1-1338	YBR247C
OG0002368	augustus_masked-LBNK01000009.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.3&CDS=1-1593	YOR374W
OG0002369	augustus_masked-LBNK01000009.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.6&CDS=1-2829	YPL268W
OG0002370	augustus_masked-LBNK01000009.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.23&CDS=1-1275	YMR033W
OG0002371	augustus_masked-LBNK01000009.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.24&CDS=1-1152	YOR334W
OG0002372	augustus_masked-LBNK01000009.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.7&CDS=1-1671	YDR523C
OG0002373	augustus_masked-LBNK01000009.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.25&CDS=1-732	YGL011C
OG0002374	augustus_masked-LBNK01000009.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.8&CDS=1-1275	YGL194C
OG0002375	augustus_masked-LBNK01000009.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.9&CDS=1-2052	YPR021C
OG0002376	augustus_masked-LBNK01000009.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.10&CDS=1-3225	YMR304W
OG0002377	augustus_masked-LBNK01000009.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.26&CDS=1-1446	YGR159C
OG0002378	augustus_masked-LBNK01000009.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.27&CDS=1-1500	YKL217W
OG0002379	snap_masked-LBNK01000009.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-LBNK01000009.1-processed-gene-1.102&CDS=1-1980	YNL313C
OG0002380	augustus_masked-LBNK01000009.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.13&CDS=1-321	YGR215W
OG0002381	augustus_masked-LBNK01000009.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.30&CDS=1-6501	YGR217W
OG0002382	snap_masked-LBNK01000009.1-processed-gene-1.119-mRNA-1_1&gene=snap_masked-LBNK01000009.1-processed-gene-1.119&CDS=1-891	YHR076W
OG0002383	augustus_masked-LBNK01000009.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.32&CDS=1-390	YER159C
OG0002384	augustus_masked-LBNK01000009.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.33&CDS=1-1239	YER061C
OG0002385	augustus_masked-LBNK01000009.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.35&CDS=1-1110	YOR176W
OG0002386	augustus_masked-LBNK01000009.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.15&CDS=1-1479	YOR175C
OG0002387	augustus_masked-LBNK01000009.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.16&CDS=1-801	YOR164C
OG0002388	augustus_masked-LBNK01000009.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.36&CDS=1-477	YOR163W
OG0002389	snap_masked-LBNK01000009.1-processed-gene-1.125-mRNA-1_1&gene=snap_masked-LBNK01000009.1-processed-gene-1.125&CDS=1-3852	YLR084C
OG0002390	augustus_masked-LBNK01000009.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.38&CDS=1-3507	YPR010C
OG0002391	augustus_masked-LBNK01000009.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.19&CDS=1-840	YGR024C
OG0002392	augustus_masked-LBNK01000009.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.40&CDS=1-1350	YLR303W
OG0002393	augustus_masked-LBNK01000009.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.41&CDS=1-1740	YOR370C
OG0002394	augustus_masked-LBNK01000009.1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.21&CDS=1-447	YGL103W
OG0002395	augustus_masked-LBNK01000009.1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-1.44&CDS=1-4605	YDR135C
OG0002396	augustus_masked-LBNK01000009.1-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-2.109&CDS=1-516	YLR109W
OG0002397	genemark-LBNK01000009.1-processed-gene-2.1-mRNA-1_1&gene=genemark-LBNK01000009.1-processed-gene-2.1&CDS=1-1596	YHR064C
OG0002398	genemark-LBNK01000009.1-processed-gene-2.2-mRNA-1_1&gene=genemark-LBNK01000009.1-processed-gene-2.2&CDS=1-1530	YNR052C
OG0002399	genemark-LBNK01000009.1-processed-gene-2.4-mRNA-1_1&gene=genemark-LBNK01000009.1-processed-gene-2.4&CDS=1-933	YPL096W
OG0002400	augustus_masked-LBNK01000009.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-2.112&CDS=1-1158	YBR249C
OG0002401	augustus_masked-LBNK01000009.1-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-LBNK01000009.1-processed-gene-2.113&CDS=1-1182	YJR122W
