	Clavispora_lusitaniae	Saccharomyces_cerevisiae
OG0003129	genemark-NW_003101578.1-processed-gene-17.74-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.74&CDS=1-2424	YAL041W
OG0003130	genemark-NW_003101578.1-processed-gene-17.57-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.57&CDS=1-1245	YAL042W
OG0003131	genemark-NW_003101578.1-processed-gene-17.76-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.76&CDS=1-798	YNL252C
OG0003132	genemark-NW_003101578.1-processed-gene-17.58-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.58&CDS=1-2085	YNL251C
OG0003133	augustus_masked-NW_003101578.1-processed-gene-17.116-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-17.116&CDS=1-2031	YPR024W
OG0003134	genemark-NW_003101578.1-processed-gene-17.78-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.78&CDS=1-2184	YBL097W
OG0003135	genemark-NW_003101578.1-processed-gene-17.79-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.79&CDS=1-939	YIL019W
OG0003136	genemark-NW_003101578.1-processed-gene-17.59-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.59&CDS=1-807	YIL020C
OG0003137	genemark-NW_003101578.1-processed-gene-17.80-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.80&CDS=1-921	YIL021W
OG0003138	genemark-NW_003101578.1-processed-gene-18.106-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.106&CDS=1-2784	YGR100W
OG0003139	genemark-NW_003101578.1-processed-gene-18.105-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.105&CDS=1-1242	YDR394W
OG0003140	genemark-NW_003101578.1-processed-gene-18.108-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.108&CDS=1-1575	YOR149C
OG0003141	genemark-NW_003101578.1-processed-gene-18.129-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.129&CDS=1-1926	YDR398W
OG0003142	genemark-NW_003101578.1-processed-gene-18.109-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.109&CDS=1-660	YIL118W
OG0003143	genemark-NW_003101578.1-processed-gene-18.130-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.130&CDS=1-444	YDR512C
OG0003144	genemark-NW_003101578.1-processed-gene-18.131-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.131&CDS=1-2073	YIR027C
OG0003145	maker-NW_003101578.1-augustus-gene-18.51-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-18.51&CDS=1-1857	YBR026C
OG0003146	genemark-NW_003101578.1-processed-gene-18.135-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.135&CDS=1-1359	YER122C
OG0003147	genemark-NW_003101578.1-processed-gene-18.136-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.136&CDS=1-1251	YIL022W
OG0003148	genemark-NW_003101578.1-processed-gene-18.137-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.137&CDS=1-1395	YBL098W
OG0003149	augustus_masked-NW_003101578.1-processed-gene-18.93-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-18.93&CDS=1-2871	YIL031W
OG0003150	genemark-NW_003101578.1-processed-gene-18.110-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.110&CDS=1-678	YBL095W
OG0003151	maker-NW_003101578.1-snap-gene-18.58-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-18.58&CDS=1-1182	YOR074C
OG0003152	genemark-NW_003101578.1-processed-gene-18.112-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.112&CDS=1-354	YKR083C
OG0003153	genemark-NW_003101578.1-processed-gene-18.142-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.142&CDS=1-963	YKR081C
OG0003154	genemark-NW_003101578.1-processed-gene-18.143-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.143&CDS=1-1710	YDL017W
OG0003155	genemark-NW_003101578.1-processed-gene-18.115-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.115&CDS=1-915	YGR165W
OG0003156	genemark-NW_003101578.1-processed-gene-18.116-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.116&CDS=1-636	YDL018C
OG0003157	genemark-NW_003101578.1-processed-gene-18.144-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.144&CDS=1-999	YPR110C
OG0003158	genemark-NW_003101578.1-processed-gene-18.146-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.146&CDS=1-3516	YGR090W
OG0003159	genemark-NW_003101578.1-processed-gene-18.117-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.117&CDS=1-2208	YHR072W
OG0003160	genemark-NW_003101578.1-processed-gene-18.118-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.118&CDS=1-840	YNL284C
OG0003161	genemark-NW_003101578.1-processed-gene-18.147-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.147&CDS=1-750	YOR060C
OG0003162	genemark-NW_003101578.1-processed-gene-18.121-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.121&CDS=1-447	YKR074W
OG0003163	genemark-NW_003101578.1-processed-gene-18.122-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.122&CDS=1-1221	YOL031C
OG0003164	genemark-NW_003101578.1-processed-gene-18.123-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.123&CDS=1-1470	YOL049W
OG0003165	genemark-NW_003101578.1-processed-gene-18.124-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.124&CDS=1-1668	YLL018C
OG0003166	genemark-NW_003101578.1-processed-gene-18.151-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.151&CDS=1-1578	YIL142W
OG0003167	genemark-NW_003101578.1-processed-gene-18.125-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.125&CDS=1-1644	YGL122C
OG0003168	genemark-NW_003101578.1-processed-gene-18.152-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.152&CDS=1-753	YGL123W
OG0003169	augustus_masked-NW_003101578.1-processed-gene-18.83-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-18.83&CDS=1-954	YNL234W
OG0003170	snap_masked-NW_003101578.1-processed-gene-19.92-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-19.92&CDS=1-3210	YNL233W
OG0003171	genemark-NW_003101578.1-processed-gene-19.45-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.45&CDS=1-885	YNL232W
OG0003172	genemark-NW_003101578.1-processed-gene-19.46-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.46&CDS=1-1257	YNL230C
OG0003173	genemark-NW_003101578.1-processed-gene-19.49-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.49&CDS=1-924	YHR062C
OG0003174	augustus_masked-NW_003101578.1-processed-gene-19.6-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-19.6&CDS=1-732	YNL155W
OG0003175	genemark-NW_003101578.1-processed-gene-19.53-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.53&CDS=1-693	YER100W
OG0003176	genemark-NW_003101578.1-processed-gene-19.54-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.54&CDS=1-1689	YBL061C
OG0003177	snap_masked-NW_003101578.1-processed-gene-19.115-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-19.115&CDS=1-2547	YGL216W
OG0003178	maker-NW_003101578.1-augustus-gene-19.142-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-19.142&CDS=1-4617	YOR007C
OG0003179	genemark-NW_003101578.1-processed-gene-19.69-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.69&CDS=1-960	YOR006C
OG0003180	genemark-NW_003101578.1-processed-gene-19.70-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.70&CDS=1-1257	YJL026W
OG0003181	genemark-NW_003101578.1-processed-gene-19.58-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.58&CDS=1-978	YDR393W
OG0003182	genemark-NW_003101578.1-processed-gene-19.59-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.59&CDS=1-630	YML064C
OG0003183	maker-NW_003101578.1-augustus-gene-19.140-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-19.140&CDS=1-2958	YLR435W
OG0003184	genemark-NW_003101578.1-processed-gene-19.77-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.77&CDS=1-1671	YLR433C
OG0003185	genemark-NW_003101578.1-processed-gene-19.78-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.78&CDS=1-1341	YKL184W
OG0003186	genemark-NW_003101578.1-processed-gene-19.79-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.79&CDS=1-2829	YNR006W
OG0003187	genemark-NW_003101578.1-processed-gene-19.80-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.80&CDS=1-720	YMR200W
OG0003188	genemark-NW_003101578.1-processed-gene-19.83-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.83&CDS=1-648	YMR202W
OG0003189	genemark-NW_003101578.1-processed-gene-19.84-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.84&CDS=1-909	YDL124W
OG0003190	maker-NW_003101578.1-augustus-gene-19.141-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-19.141&CDS=1-2925	YNR008W
OG0003191	augustus_masked-NW_003101578.1-processed-gene-19.20-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-19.20&CDS=1-1989	YLR429W
OG0003192	snap_masked-NW_003101578.1-processed-gene-19.136-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-19.136&CDS=1-3435	YPL242C
OG0003193	genemark-NW_003101578.1-processed-gene-19.88-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.88&CDS=1-675	YPL233W
OG0003194	genemark-NW_003101578.1-processed-gene-19.66-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.66&CDS=1-483	YPL234C
OG0003195	snap_masked-NW_003101578.1-processed-gene-20.5-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.5&CDS=1-1458	YPL235W
OG0003196	snap_masked-NW_003101578.1-processed-gene-20.6-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.6&CDS=1-2226	YER015W
OG0003197	genemark-NW_003101578.1-processed-gene-20.56-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.56&CDS=1-1134	YMR203W
OG0003198	augustus_masked-NW_003101578.1-processed-gene-20.109-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-20.109&CDS=1-939	YPL246C
OG0003199	snap_masked-NW_003101578.1-processed-gene-20.11-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.11&CDS=1-1068	YPL236C
OG0003200	genemark-NW_003101578.1-processed-gene-20.73-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.73&CDS=1-834	YPL237W
OG0003201	genemark-NW_003101578.1-processed-gene-20.74-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.74&CDS=1-588	YPL239W
OG0003202	genemark-NW_003101578.1-processed-gene-20.59-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.59&CDS=1-2895	YMR185W
OG0003203	genemark-NW_003101578.1-processed-gene-20.75-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.75&CDS=1-2109	YMR186W
OG0003204	snap_masked-NW_003101578.1-processed-gene-20.29-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.29&CDS=1-1092	YMR201C
OG0003205	maker-NW_003101578.1-snap-gene-20.49-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-20.49&CDS=1-1734	YHR166C
OG0003206	snap_masked-NW_003101578.1-processed-gene-20.33-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.33&CDS=1-1698	YMR296C
OG0003207	genemark-NW_003101578.1-processed-gene-20.63-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.63&CDS=1-7248	YHR165C
OG0003208	snap_masked-NW_003101578.1-processed-gene-20.36-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.36&CDS=1-2256	YHL023C
OG0003209	genemark-NW_003101578.1-processed-gene-20.85-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.85&CDS=1-1647	YDR536W
OG0003210	genemark-NW_003101578.1-processed-gene-20.86-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.86&CDS=1-1662	YLR023C
OG0003211	snap_masked-NW_003101578.1-processed-gene-20.44-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.44&CDS=1-2211	YPR097W
OG0003212	genemark-NW_003101578.1-processed-gene-20.68-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.68&CDS=1-1617	YNR053C
OG0003213	genemark-NW_003101578.1-processed-gene-21.101-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.101&CDS=1-1785	YPR190C
OG0003214	genemark-NW_003101578.1-processed-gene-21.99-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.99&CDS=1-4158	YPR189W
OG0003215	genemark-NW_003101578.1-processed-gene-21.102-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.102&CDS=1-2259	YPR185W
OG0003216	maker-NW_003101578.1-augustus-gene-21.50-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-21.50&CDS=1-3306	YEL052W
OG0003217	snap_masked-NW_003101578.1-processed-gene-21.8-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-21.8&CDS=1-1725	YAR002W
OG0003218	genemark-NW_003101578.1-processed-gene-21.106-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.106&CDS=1-1050	YGL001C
OG0003219	augustus_masked-NW_003101578.1-processed-gene-21.81-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-21.81&CDS=1-4275	YGR280C
OG0003220	genemark-NW_003101578.1-processed-gene-21.108-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.108&CDS=1-732	YGR001C
OG0003221	genemark-NW_003101578.1-processed-gene-21.109-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.109&CDS=1-627	YAL003W
OG0003222	genemark-NW_003101578.1-processed-gene-21.110-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.110&CDS=1-1950	YER005W
OG0003223	genemark-NW_003101578.1-processed-gene-21.111-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.111&CDS=1-1518	YER006W
OG0003224	augustus_masked-NW_003101578.1-processed-gene-21.70-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-21.70&CDS=1-1500	YER007W
OG0003225	genemark-NW_003101578.1-processed-gene-21.127-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.127&CDS=1-543	YER007C-A
OG0003226	genemark-NW_003101578.1-processed-gene-21.128-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.128&CDS=1-2886	YIR002C
OG0003227	genemark-NW_003101578.1-processed-gene-21.130-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.130&CDS=1-2883	YOR005C
OG0003228	genemark-NW_003101578.1-processed-gene-21.132-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.132&CDS=1-1674	YOR067C
OG0003229	genemark-NW_003101578.1-processed-gene-21.114-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.114&CDS=1-453	YIL065C
OG0003230	genemark-NW_003101578.1-processed-gene-21.115-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.115&CDS=1-1119	YGL243W
OG0003231	genemark-NW_003101578.1-processed-gene-21.133-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.133&CDS=1-528	YGL242C
OG0003232	genemark-NW_003101578.1-processed-gene-21.116-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.116&CDS=1-693	YJL121C
OG0003233	genemark-NW_003101578.1-processed-gene-21.134-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.134&CDS=1-495	YJL122W
OG0003234	genemark-NW_003101578.1-processed-gene-21.135-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.135&CDS=1-546	YOL032W
OG0003235	genemark-NW_003101578.1-processed-gene-21.136-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.136&CDS=1-1023	YAL020C
OG0003236	maker-NW_003101578.1-augustus-gene-21.54-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-21.54&CDS=1-3984	YAL019W
OG0003237	genemark-NW_003101578.1-processed-gene-21.121-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.121&CDS=1-1047	YPL146C
OG0003238	maker-NW_003101578.1-augustus-gene-21.56-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-21.56&CDS=1-2898	YOR217W
OG0003239	genemark-NW_003101578.1-processed-gene-21.141-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.141&CDS=1-1596	YOR216C
OG0003240	genemark-NW_003101578.1-processed-gene-21.144-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.144&CDS=1-1437	YJL091C
OG0003241	genemark-NW_003101578.1-processed-gene-21.122-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.122&CDS=1-1227	YAL009W
OG0003242	genemark-NW_003101578.1-processed-gene-22.12-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.12&CDS=1-2550	YPR105C
OG0003243	genemark-NW_003101578.1-processed-gene-22.14-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.14&CDS=1-1485	YOL041C
OG0003244	maker-NW_003101578.1-snap-gene-22.0-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-22.0&CDS=1-1578	YAL013W
OG0003245	genemark-NW_003101578.1-processed-gene-22.10-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.10&CDS=1-1650	YLR330W
OG0003246	genemark-NW_003101578.1-processed-gene-22.15-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.15&CDS=1-372	YGR020C
OG0003247	genemark-NW_003101578.1-processed-gene-22.11-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.11&CDS=1-825	YGR021W
OG0003248	augustus_masked-NW_003101578.1-processed-gene-22.89-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-22.89&CDS=1-1197	YPR011C
OG0003249	genemark-NW_003101578.1-processed-gene-22.16-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.16&CDS=1-2298	YPL128C
OG0003250	genemark-NW_003101578.1-processed-gene-22.17-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.17&CDS=1-1182	YOR212W
OG0003251	augustus_masked-NW_003101578.1-processed-gene-22.91-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-22.91&CDS=1-723	YPL129W
OG0003252	genemark-NW_003101578.1-processed-gene-22.41-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.41&CDS=1-510	YOR215C
OG0003253	genemark-NW_003101578.1-processed-gene-22.42-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.42&CDS=1-615	YOR236W
OG0003254	maker-NW_003101578.1-snap-gene-22.4-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-22.4&CDS=1-768	YPL127C
OG0003255	genemark-NW_003101578.1-processed-gene-22.18-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.18&CDS=1-1464	YLL002W
OG0003256	genemark-NW_003101578.1-processed-gene-22.45-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.45&CDS=1-1215	YLR191W
OG0003257	genemark-NW_003101578.1-processed-gene-22.20-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.20&CDS=1-954	YJL126W
OG0003258	genemark-NW_003101578.1-processed-gene-22.47-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.47&CDS=1-1401	YJL123C
OG0003259	maker-NW_003101578.1-snap-gene-22.6-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-22.6&CDS=1-2943	YDR104C
OG0003260	genemark-NW_003101578.1-processed-gene-22.23-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.23&CDS=1-3090	YGL241W
OG0003261	genemark-NW_003101578.1-processed-gene-22.24-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.24&CDS=1-1125	YGL169W
OG0003262	genemark-NW_003101578.1-processed-gene-22.25-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.25&CDS=1-2769	YGL167C
OG0003263	genemark-NW_003101578.1-processed-gene-22.49-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.49&CDS=1-801	YLR290C
OG0003264	genemark-NW_003101578.1-processed-gene-22.27-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.27&CDS=1-918	YJR142W
OG0003265	genemark-NW_003101578.1-processed-gene-22.30-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.30&CDS=1-2334	YNL161W
OG0003266	genemark-NW_003101578.1-processed-gene-22.31-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.31&CDS=1-1794	YCR061W
OG0003267	maker-NW_003101578.1-snap-gene-22.2-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-22.2&CDS=1-2850	YMR125W
OG0003268	genemark-NW_003101578.1-processed-gene-22.33-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.33&CDS=1-966	YFL028C
OG0003269	genemark-NW_003101578.1-processed-gene-22.34-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.34&CDS=1-456	YKL067W
OG0003270	genemark-NW_003101578.1-processed-gene-22.35-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.35&CDS=1-1857	YLR055C
OG0003271	genemark-NW_003101578.1-processed-gene-22.55-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.55&CDS=1-1875	YFL027C
OG0003272	genemark-NW_003101578.1-processed-gene-22.56-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.56&CDS=1-954	YHR104W
OG0003273	genemark-NW_003101578.1-processed-gene-22.57-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.57&CDS=1-465	YIL062C
OG0003274	genemark-NW_003101578.1-processed-gene-22.58-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-22.58&CDS=1-384	YML108W
OG0003275	genemark-NW_003101578.1-processed-gene-23.74-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.74&CDS=1-1659	YBR196C
OG0003276	genemark-NW_003101578.1-processed-gene-23.76-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.76&CDS=1-1134	YBR234C
OG0003277	genemark-NW_003101578.1-processed-gene-23.77-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.77&CDS=1-351	YBR233W-A
OG0003278	genemark-NW_003101578.1-processed-gene-23.78-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.78&CDS=1-1443	YLR359W
OG0003279	maker-NW_003101578.1-snap-gene-23.4-mRNA-1_1&gene=maker-NW_003101578.1-snap-gene-23.4&CDS=1-3363	YCR023C
OG0003280	genemark-NW_003101578.1-processed-gene-23.109-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.109&CDS=1-1404	YDR388W
OG0003281	genemark-NW_003101578.1-processed-gene-23.83-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.83&CDS=1-1338	YJR078W
OG0003282	genemark-NW_003101578.1-processed-gene-23.84-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.84&CDS=1-1566	YPR033C
OG0003283	genemark-NW_003101578.1-processed-gene-23.86-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.86&CDS=1-1134	YBR057C
OG0003284	genemark-NW_003101578.1-processed-gene-23.114-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.114&CDS=1-1650	YNL275W
OG0003285	augustus_masked-NW_003101578.1-processed-gene-23.152-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-23.152&CDS=1-321	YGL030W
OG0003286	genemark-NW_003101578.1-processed-gene-23.91-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-23.91&CDS=1-1116	YKR038C
OG0003287	augustus_masked-NW_003101578.1-processed-gene-23.175-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-23.175&CDS=1-1125	YKL090W
