	Saccharomyces_cerevisiae	yHMPu5000035018_Candida_canberraensis
OG0002949	YNL252C	genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.52&CDS=1-852
OG0002950	YNL254C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.70&CDS=1-960
OG0002951	YNL256W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.72&CDS=1-2367
OG0002952	YNL258C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.84&CDS=1-2025
OG0002953	YNL259C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.106-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.106&CDS=1-219
OG0002954	YNL260C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.108-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.108&CDS=1-438
OG0002955	YNL261W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.109&CDS=1-1449
OG0002956	YNL262W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.110-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.110&CDS=1-6603
OG0002957	YNL263C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.111&CDS=1-948
OG0002958	YNL265C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-12.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-12.13&CDS=1-741
OG0002959	YNL267W	augustus_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-3.42&CDS=1-2928
OG0002960	YNL271C	maker-NODE_24_length_232095_cov_14.0762_ID_47-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_24_length_232095_cov_14.0762_ID_47-snap-gene-0.1&CDS=1-5301
OG0002961	YNL272C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.16&CDS=1-1899
OG0002962	YNL273W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-1.94&CDS=1-3675
OG0002963	YNL274C	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.50&CDS=1-1014
OG0002964	YNL275W	genemark-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-0.62&CDS=1-1632
OG0002965	YNL277W	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.145&CDS=1-1374
OG0002966	YNL279W	genemark-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.91&CDS=1-1986
OG0002967	YNL280C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.34&CDS=1-1329
OG0002968	YNL281W	genemark-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.2&CDS=1-438
OG0002969	YNL282W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.188-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.188&CDS=1-888
OG0002970	YNL284C	snap_masked-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.69&CDS=1-825
OG0002971	YNL286W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.11&CDS=1-1038
OG0002972	YNL287W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.78&CDS=1-2808
OG0002973	YNL288W	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.233-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.233&CDS=1-939
OG0002974	YNL290W	augustus_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.79&CDS=1-978
OG0002975	YNL291C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.51&CDS=1-1488
OG0002976	YNL292W	maker-NODE_8_length_661647_cov_16.5428_ID_15-augustus-gene-1.64-mRNA-1_1&gene=maker-NODE_8_length_661647_cov_16.5428_ID_15-augustus-gene-1.64&CDS=1-2376
OG0002977	YNL293W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.82&CDS=1-1704
OG0002978	YNL294C	augustus_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.10&CDS=1-1452
OG0002979	YNL297C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.97&CDS=1-4734
OG0002980	YNL305C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.21&CDS=1-753
OG0002981	YNL307C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-0.74&CDS=1-1119
OG0002982	YNL308C	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.65&CDS=1-1755
OG0002983	YNL310C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.93&CDS=1-519
OG0002984	YNL312W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.75&CDS=1-738
OG0002985	YNL313C	maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-8.56-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-8.56&CDS=1-5691
OG0002986	YNL315C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.94&CDS=1-888
OG0002987	YNL316C	maker-NODE_19_length_335725_cov_15.726_ID_37-snap-gene-1.70-mRNA-1_1&gene=maker-NODE_19_length_335725_cov_15.726_ID_37-snap-gene-1.70&CDS=1-921
OG0002988	YNL317W	snap_masked-NODE_32_length_66078_cov_14.8893_ID_63-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_32_length_66078_cov_14.8893_ID_63-processed-gene-0.42&CDS=1-1518
OG0002989	YNL320W	genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.63-mRNA-1_1&gene=genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.63&CDS=1-912
OG0002990	YNL321W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.177-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.177&CDS=1-3288
OG0002991	YNL323W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.218-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.218&CDS=1-1314
OG0002992	YNL325C	genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.221-mRNA-1_1&gene=genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.221&CDS=1-3003
OG0002993	YNL326C	genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.79&CDS=1-1050
OG0002994	YNL328C	genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.113&CDS=1-447
OG0002995	YNL329C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.39&CDS=1-3501
OG0002996	YNL330C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.45&CDS=1-1470
OG0002997	YNR001C	maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-4.115-mRNA-1_1&gene=maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-4.115&CDS=1-1392
OG0002998	YNR003C	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.42&CDS=1-966
OG0002999	YNR007C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.12&CDS=1-879
OG0003000	YNR008W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.16&CDS=1-1962
OG0003001	YNR011C	genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-5.1-mRNA-1_1&gene=genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-5.1&CDS=1-2667
OG0003002	YNR012W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-5.104-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-5.104&CDS=1-1503
OG0003003	YNR013C	snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-0.57&CDS=1-2550
OG0003004	YNR015W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.4&CDS=1-1275
OG0003005	YNR016C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.70&CDS=1-6654
OG0003006	YNR017W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.24&CDS=1-624
OG0003007	YNR020C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.59&CDS=1-693
OG0003008	YNR021W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.80&CDS=1-1125
OG0003009	YNR023W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.76&CDS=1-1386
OG0003010	YNR029C	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.135&CDS=1-1290
OG0003011	YNR030W	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.161&CDS=1-1836
OG0003012	YNR032C-A	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.88&CDS=1-219
OG0003013	YNR032W	genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.31-mRNA-1_1&gene=genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.31&CDS=1-1122
OG0003014	YNR033W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.84&CDS=1-2259
OG0003015	YNR035C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.16-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.16&CDS=1-1002
OG0003016	YNR036C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.30&CDS=1-522
OG0003017	YNR037C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.41&CDS=1-270
OG0003018	YNR038W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.59&CDS=1-1935
OG0003019	YNR039C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.104&CDS=1-2001
OG0003020	YNR041C	augustus_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.143&CDS=1-1584
OG0003021	YNR043W	maker-NODE_29_length_101844_cov_13.0296_ID_57-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_29_length_101844_cov_13.0296_ID_57-snap-gene-0.73&CDS=1-1158
OG0003022	YNR046W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-1.4&CDS=1-387
OG0003023	YNR049C	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.118-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.118&CDS=1-621
OG0003024	YNR050C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.43&CDS=1-1335
OG0003025	YNR051C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.63&CDS=1-1320
OG0003026	YNR052C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-6.61&CDS=1-1518
OG0003027	YNR053C	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-5.1-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-5.1&CDS=1-1593
OG0003028	YNR054C	maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-0.31-mRNA-1_1&gene=maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-0.31&CDS=1-1392
OG0003029	YNR055C	snap_masked-NODE_29_length_101844_cov_13.0296_ID_57-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_29_length_101844_cov_13.0296_ID_57-processed-gene-0.45&CDS=1-1692
OG0003030	YNR067C	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-4.100-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-4.100&CDS=1-3390
OG0003031	YNR074C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.19&CDS=1-1107
OG0003032	YOL001W	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.123-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-5.123&CDS=1-1323
OG0003033	YOL002C	maker-NODE_16_length_462514_cov_13.0784_ID_31-augustus-gene-3.119-mRNA-1_1&gene=maker-NODE_16_length_462514_cov_13.0784_ID_31-augustus-gene-3.119&CDS=1-1740
OG0003034	YOL004W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-2.111&CDS=1-4287
OG0003035	YOL005C	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-2.98-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-2.98&CDS=1-363
OG0003036	YOL006C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.68&CDS=1-2301
OG0003037	YOL010W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.101&CDS=1-1116
OG0003038	YOL012C	snap_masked-NODE_31_length_80487_cov_14.0152_ID_61-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_31_length_80487_cov_14.0152_ID_61-processed-gene-0.45&CDS=1-393
OG0003039	YOL013C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.3&CDS=1-1668
OG0003040	YOL016C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-1.87&CDS=1-1302
OG0003041	YOL019W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.189-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.189&CDS=1-1797
OG0003042	YOL021C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.13&CDS=1-2955
OG0003043	YOL022C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-2.137&CDS=1-1275
OG0003044	YOL023W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-2.138&CDS=1-2283
OG0003045	YOL026C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.110&CDS=1-429
OG0003046	YOL027C	augustus_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.113&CDS=1-1380
OG0003047	YOL030W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.69&CDS=1-1383
OG0003048	YOL031C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.62&CDS=1-1278
OG0003049	YOL032W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.65&CDS=1-600
OG0003050	YOL033W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.50&CDS=1-1581
OG0003051	YOL034W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.23&CDS=1-3252
OG0003052	YOL038W	maker-NODE_3_length_931105_cov_16.3301_ID_5-snap-gene-6.105-mRNA-1_1&gene=maker-NODE_3_length_931105_cov_16.3301_ID_5-snap-gene-6.105&CDS=1-750
OG0003053	YOL040C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.71&CDS=1-426
OG0003054	YOL041C	genemark-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.30&CDS=1-1365
OG0003055	YOL049W	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.61&CDS=1-1479
OG0003056	YOL051W	augustus_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.26&CDS=1-3528
OG0003057	YOL052C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.57&CDS=1-1269
OG0003058	YOL054W	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.63&CDS=1-918
OG0003059	YOL057W	maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-5.45-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-augustus-gene-5.45&CDS=1-4440
OG0003060	YOL058W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.50&CDS=1-1248
OG0003061	YOL060C	augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.125&CDS=1-2097
OG0003062	YOL061W	augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.79&CDS=1-1293
OG0003063	YOL062C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.39&CDS=1-1350
OG0003064	YOL064C	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.54&CDS=1-1089
OG0003065	YOL065C	genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.41&CDS=1-1347
OG0003066	YOL066C	genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-2.54&CDS=1-1758
OG0003067	YOL067C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.29&CDS=1-780
OG0003068	YOL069W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-3.20&CDS=1-1428
