	Saccharomyces_cerevisiae	yHMPu5000035650_Trigonopsis_variabilis
OG0002306	YML054C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.112-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.112&CDS=1-1530
OG0002307	YML055W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.173-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.173&CDS=1-501
OG0002308	YML056C	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.4&CDS=1-1575
OG0002309	YML059C	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.1-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.1&CDS=1-3933
OG0002310	YML060W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-7.0-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-7.0&CDS=1-1068
OG0002311	YML061C	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.169-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.169&CDS=1-2619
OG0002312	YML064C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-12.41&CDS=1-636
OG0002313	YML067C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.38&CDS=1-2121
OG0002314	YML069W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-6.101-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-6.101&CDS=1-1695
OG0002315	YML077W	maker-NODE_3_length_1312102_cov_45.374_ID_2384-snap-gene-8.159-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-snap-gene-8.159&CDS=1-474
OG0002316	YML080W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.64&CDS=1-1497
OG0002317	YML085C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.9&CDS=1-1344
OG0002318	YML092C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.127-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.127&CDS=1-765
OG0002319	YML093W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.74-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.74&CDS=1-2259
OG0002320	YML094W	genemark-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.81-mRNA-1_1&gene=genemark-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.81&CDS=1-453
OG0002321	YML096W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-14.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-14.89&CDS=1-1518
OG0002322	YML097C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-14.70-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-14.70&CDS=1-2112
OG0002323	YML098W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.48&CDS=1-333
OG0002324	YML101C	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-0.30&CDS=1-585
OG0002325	YML102W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.188-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.188&CDS=1-2049
OG0002326	YML103C	snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.125&CDS=1-4761
OG0002327	YML104C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.52&CDS=1-3486
OG0002328	YML105C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.21&CDS=1-771
OG0002329	YML110C	snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.153-mRNA-1_1&gene=snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.153&CDS=1-903
OG0002330	YML114C	snap_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-3.104&CDS=1-873
OG0002331	YML121W	maker-NODE_15_length_86975_cov_46.1423_ID_2791-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_86975_cov_46.1423_ID_2791-snap-gene-0.1&CDS=1-993
OG0002332	YML126C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.152-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.152&CDS=1-1326
OG0002333	YML127W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-1.95&CDS=1-1956
OG0002334	YML128C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.153-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.153&CDS=1-1494
OG0002335	YML129C	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-1.46&CDS=1-222
OG0002336	YML130C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.140&CDS=1-1587
OG0002337	YML131W	augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.22&CDS=1-1104
OG0002338	YMR002W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.17&CDS=1-462
OG0002339	YMR003W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-7.23&CDS=1-702
OG0002340	YMR004W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-12.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-12.128&CDS=1-1731
OG0002341	YMR005W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.119&CDS=1-1143
OG0002342	YMR009W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.42&CDS=1-534
OG0002343	YMR010W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-10.56-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-10.56&CDS=1-747
OG0002344	YMR012W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-5.38&CDS=1-3471
OG0002345	YMR013C	genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-3.34&CDS=1-552
OG0002346	YMR014W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.75&CDS=1-1290
OG0002347	YMR015C	genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.100&CDS=1-1563
OG0002348	YMR022W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-4.136-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-4.136&CDS=1-501
OG0002349	YMR023C	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.18-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.18&CDS=1-1512
OG0002350	YMR024W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.196-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.196&CDS=1-1179
OG0002351	YMR026C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.50&CDS=1-1116
OG0002352	YMR027W	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-0.65&CDS=1-1323
OG0002353	YMR028W	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.52&CDS=1-1134
OG0002354	YMR029C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-6.105-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-6.105&CDS=1-1809
OG0002355	YMR033W	maker-NODE_9_length_565101_cov_46.0443_ID_1424-snap-gene-2.7-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-snap-gene-2.7&CDS=1-1386
OG0002356	YMR034C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.72&CDS=1-1395
OG0002357	YMR036C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.98&CDS=1-1650
OG0002358	YMR038C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-2.51-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-2.51&CDS=1-696
OG0002359	YMR043W	genemark-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.197-mRNA-1_1&gene=genemark-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.197&CDS=1-879
OG0002360	YMR048W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.98&CDS=1-2703
OG0002361	YMR049C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-14.102&CDS=1-2235
OG0002362	YMR055C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.71&CDS=1-903
OG0002363	YMR058W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.5&CDS=1-1926
OG0002364	YMR059W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.47-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.47&CDS=1-333
OG0002365	YMR061W	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.76&CDS=1-2652
OG0002366	YMR062C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-3.122&CDS=1-1287
OG0002367	YMR063W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-10.149-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-10.149&CDS=1-1902
OG0002368	YMR067C	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-13.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-13.19&CDS=1-1344
OG0002369	YMR068W	augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.30&CDS=1-780
OG0002370	YMR071C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-14.114&CDS=1-468
OG0002371	YMR073C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.36&CDS=1-501
OG0002372	YMR074C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-12.117-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-12.117&CDS=1-393
OG0002373	YMR075W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.60&CDS=1-1797
OG0002374	YMR076C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.81&CDS=1-3615
OG0002375	YMR077C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-16.171-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-16.171&CDS=1-588
OG0002376	YMR078C	snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.9&CDS=1-2352
OG0002377	YMR080C	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.109&CDS=1-3045
OG0002378	YMR088C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-4.115&CDS=1-1623
OG0002379	YMR091C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.177-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.177&CDS=1-1563
OG0002380	YMR092C	maker-NODE_15_length_86975_cov_46.1423_ID_2791-augustus-gene-0.153-mRNA-1_1&gene=maker-NODE_15_length_86975_cov_46.1423_ID_2791-augustus-gene-0.153&CDS=1-1830
OG0002381	YMR093W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-8.146-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-8.146&CDS=1-1485
OG0002382	YMR097C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-13.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-13.149&CDS=1-1089
OG0002383	YMR099C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-0.49&CDS=1-873
OG0002384	YMR100W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-2.149-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-2.149&CDS=1-1521
OG0002385	YMR105C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.1&CDS=1-1668
OG0002386	YMR108W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.20&CDS=1-1923
OG0002387	YMR109W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.36&CDS=1-3699
OG0002388	YMR110C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.235-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.235&CDS=1-1647
OG0002389	YMR113W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.144&CDS=1-1275
OG0002390	YMR114C	snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.194-mRNA-1_1&gene=snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.194&CDS=1-1047
OG0002391	YMR116C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.234-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.234&CDS=1-975
OG0002392	YMR117C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.112&CDS=1-570
OG0002393	YMR120C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.0&CDS=1-1758
OG0002394	YMR121C	genemark-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-0.75&CDS=1-615
OG0002395	YMR123W	snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.20&CDS=1-264
OG0002396	YMR125W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.63&CDS=1-2373
OG0002397	YMR126C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.99&CDS=1-1959
OG0002398	YMR128W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.183-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.183&CDS=1-3669
OG0002399	YMR129W	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.60&CDS=1-3585
OG0002400	YMR130W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.129&CDS=1-657
OG0002401	YMR131C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.98&CDS=1-1500
OG0002402	YMR132C	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-8.23-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-8.23&CDS=1-681
OG0002403	YMR137C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-3.54&CDS=1-1788
OG0002404	YMR140W	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.231-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-5.231&CDS=1-1926
OG0002405	YMR146C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-5.126&CDS=1-1035
OG0002406	YMR149W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.142-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.142&CDS=1-816
OG0002407	YMR150C	snap_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.70&CDS=1-363
OG0002408	YMR152W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.136&CDS=1-1044
OG0002409	YMR155W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.7&CDS=1-1269
OG0002410	YMR156C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.31&CDS=1-714
OG0002411	YMR158W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.15&CDS=1-471
OG0002412	YMR161W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-3.143-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-3.143&CDS=1-1056
OG0002413	YMR162C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-3.13&CDS=1-4506
OG0002414	YMR165C	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.17-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.17&CDS=1-1989
OG0002415	YMR166C	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.94-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.94&CDS=1-1083
OG0002416	YMR182C	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.43&CDS=1-840
OG0002417	YMR185W	snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.122&CDS=1-2802
OG0002418	YMR186W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-6.112-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-6.112&CDS=1-2130
OG0002419	YMR188C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-5.82&CDS=1-846
