	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
OG0002468	YML105C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.44&CDS=1-825
OG0002469	YML108W	genemark-NODE_38_length_81238_cov_9.31503_ID_7687-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_38_length_81238_cov_9.31503_ID_7687-processed-gene-0.72&CDS=1-318
OG0002470	YML112W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.115&CDS=1-906
OG0002471	YML123C	snap_masked-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.46&CDS=1-2394
OG0002472	YML125C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.181&CDS=1-912
OG0002473	YML126C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.183&CDS=1-1335
OG0002474	YML127W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.39-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.39&CDS=1-2064
OG0002475	YML128C	snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.283-mRNA-1_1&gene=snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.283&CDS=1-2280
OG0002476	YML131W	genemark-NODE_50_length_28705_cov_9.29264_ID_6137-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_50_length_28705_cov_9.29264_ID_6137-processed-gene-0.13&CDS=1-1080
OG0002477	YMR001C	genemark-NODE_43_length_47879_cov_11.916_ID_5267-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_43_length_47879_cov_11.916_ID_5267-processed-gene-0.39&CDS=1-1983
OG0002478	YMR002W	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.255-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.255&CDS=1-429
OG0002479	YMR004W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.132&CDS=1-1920
OG0002480	YMR005W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.41&CDS=1-1428
OG0002481	YMR009W	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.117&CDS=1-534
OG0002482	YMR010W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.46&CDS=1-960
OG0002483	YMR012W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.123&CDS=1-3912
OG0002484	YMR013C	snap_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.128&CDS=1-1821
OG0002485	YMR015C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.195-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.195&CDS=1-1566
OG0002486	YMR022W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.189-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.189&CDS=1-501
OG0002487	YMR023C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.101&CDS=1-1524
OG0002488	YMR024W	genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.94&CDS=1-1083
OG0002489	YMR026C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.98&CDS=1-1386
OG0002490	YMR027W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.19&CDS=1-1365
OG0002491	YMR028W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.20&CDS=1-1143
OG0002492	YMR029C	snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.288-mRNA-1_1&gene=snap_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.288&CDS=1-1995
OG0002493	YMR033W	genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.26&CDS=1-1389
OG0002494	YMR034C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.122&CDS=1-1413
OG0002495	YMR035W	genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.19&CDS=1-540
OG0002496	YMR036C	genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.13&CDS=1-1977
OG0002497	YMR039C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.94&CDS=1-333
OG0002498	YMR041C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.93&CDS=1-1032
OG0002499	YMR043W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.114&CDS=1-729
OG0002500	YMR044W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.113&CDS=1-1368
OG0002501	YMR048W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.92&CDS=1-1014
OG0002502	YMR049C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.38&CDS=1-2442
OG0002503	YMR055C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.30&CDS=1-981
OG0002504	YMR059W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.146&CDS=1-363
OG0002505	YMR060C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.110&CDS=1-1038
OG0002506	YMR061W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.128&CDS=1-2184
OG0002507	YMR062C	genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.46&CDS=1-1320
OG0002508	YMR063W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.63&CDS=1-1014
OG0002509	YMR065W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.64&CDS=1-1638
OG0002510	YMR067C	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.170&CDS=1-1488
OG0002511	YMR068W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.55&CDS=1-1755
OG0002512	YMR074C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.76&CDS=1-375
OG0002513	YMR075W	genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.45&CDS=1-2196
OG0002514	YMR076C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-2.30&CDS=1-3951
OG0002515	YMR077C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.87&CDS=1-648
OG0002516	YMR078C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.75&CDS=1-2415
OG0002517	YMR079W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.101&CDS=1-924
OG0002518	YMR080C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.80&CDS=1-2997
OG0002519	YMR090W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.82&CDS=1-678
OG0002520	YMR091C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.91&CDS=1-1368
OG0002521	YMR092C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.59&CDS=1-1863
OG0002522	YMR093W	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.74&CDS=1-1503
OG0002523	YMR096W	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.226-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.226&CDS=1-876
OG0002524	YMR097C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.56&CDS=1-1107
OG0002525	YMR098C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.92&CDS=1-1791
OG0002526	YMR099C	genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.120&CDS=1-903
OG0002527	YMR100W	genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.158&CDS=1-2472
OG0002528	YMR106C	snap_masked-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.237-mRNA-1_1&gene=snap_masked-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-2.237&CDS=1-2139
OG0002529	YMR108W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.15&CDS=1-2007
OG0002530	YMR112C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.138-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.138&CDS=1-486
OG0002531	YMR115W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.20&CDS=1-1542
OG0002532	YMR116C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.139&CDS=1-945
OG0002533	YMR120C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.34&CDS=1-1767
OG0002534	YMR121C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.35&CDS=1-612
OG0002535	YMR125W	genemark-NODE_38_length_81238_cov_9.31503_ID_7687-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_38_length_81238_cov_9.31503_ID_7687-processed-gene-0.47&CDS=1-2814
OG0002536	YMR128W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.64&CDS=1-3912
OG0002537	YMR129W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.65&CDS=1-3780
OG0002538	YMR130W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.68&CDS=1-993
OG0002539	YMR131C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.221-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.221&CDS=1-1512
OG0002540	YMR132C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.87&CDS=1-651
OG0002541	YMR134W	augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-3.104&CDS=1-654
OG0002542	YMR137C	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.122&CDS=1-2058
OG0002543	YMR138W	genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.101&CDS=1-552
OG0002544	YMR139W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.171-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.171&CDS=1-1212
OG0002545	YMR140W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.63&CDS=1-1380
OG0002546	YMR145C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.93&CDS=1-1674
OG0002547	YMR146C	genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.79&CDS=1-1047
OG0002548	YMR149W	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.27&CDS=1-828
OG0002549	YMR150C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.52&CDS=1-570
OG0002550	YMR155W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.120&CDS=1-1782
OG0002551	YMR156C	augustus_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.70&CDS=1-879
OG0002552	YMR158W	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.16&CDS=1-465
OG0002553	YMR161W	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.130&CDS=1-963
OG0002554	YMR162C	augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.74&CDS=1-6030
OG0002555	YMR166C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.132&CDS=1-1086
OG0002556	YMR167W	snap_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.17&CDS=1-4887
OG0002557	YMR172W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.80&CDS=1-1011
OG0002558	YMR176W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.37-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.37&CDS=1-5754
OG0002559	YMR178W	genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_31_length_104974_cov_9.44122_ID_4509-processed-gene-0.67&CDS=1-894
OG0002560	YMR182C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.98&CDS=1-1272
OG0002561	YMR185W	augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.57&CDS=1-3996
OG0002562	YMR186W	genemark-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.4&CDS=1-2118
OG0002563	YMR188C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.105&CDS=1-732
OG0002564	YMR189W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.1&CDS=1-3039
OG0002565	YMR190C	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.77&CDS=1-3570
OG0002566	YMR194C-B	snap_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-0.35&CDS=1-252
OG0002567	YMR196W	augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.100&CDS=1-4320
OG0002568	YMR200W	genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.9&CDS=1-729
OG0002569	YMR202W	genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.7&CDS=1-651
OG0002570	YMR203W	augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.54&CDS=1-828
OG0002571	YMR205C	augustus_masked-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_44_length_45677_cov_9.73802_ID_5421-processed-gene-0.24&CDS=1-1554
OG0002572	YMR208W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.22&CDS=1-1299
OG0002573	YMR210W	augustus_masked-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.157&CDS=1-1704
OG0002574	YMR211W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.104&CDS=1-1476
OG0002575	YMR212C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.49&CDS=1-2622
OG0002576	YMR214W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.128&CDS=1-1068
OG0002577	YMR216C	snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.150&CDS=1-1941
OG0002578	YMR217W	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.16&CDS=1-1587
OG0002579	YMR218C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.65&CDS=1-3675
OG0002580	YMR220W	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.82&CDS=1-1392
OG0002581	YMR223W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.116&CDS=1-1611
OG0002582	YMR224C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.94&CDS=1-2019
OG0002583	YMR225C	augustus_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.130&CDS=1-294
OG0002584	YMR226C	augustus_masked-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.73&CDS=1-1560
