	Candida_arabinofermentans	Saccharomyces_cerevisiae
OG0003170	genemark-scaffold_8-processed-gene-2.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.13&CDS=1-2601	YNL201C
OG0003171	genemark-scaffold_8-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.14&CDS=1-861	YNL202W
OG0003172	augustus_masked-scaffold_8-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.102&CDS=1-2382	YLR117C
OG0003173	maker-scaffold_8-augustus-gene-2.1-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.1&CDS=1-627	YJR073C
OG0003174	augustus_masked-scaffold_8-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.91&CDS=1-2757	YOR278W
OG0003175	augustus_masked-scaffold_8-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.92&CDS=1-450	YPL225W
OG0003176	genemark-scaffold_8-processed-gene-2.19-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.19&CDS=1-831	YPL199C
OG0003177	augustus_masked-scaffold_8-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.103&CDS=1-3897	YDL090C
OG0003178	snap_masked-scaffold_8-processed-gene-3.10-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.10&CDS=1-2196	YDR302W
OG0003179	augustus_masked-scaffold_8-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.106&CDS=1-1398	YDR316W
OG0003180	augustus_masked-scaffold_8-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.102&CDS=1-3756	YDR335W
OG0003181	augustus_masked-scaffold_8-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.107&CDS=1-1527	YDL178W
OG0003182	augustus_masked-scaffold_8-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.109&CDS=1-1470	YPL260W
OG0003183	augustus_masked-scaffold_8-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.110&CDS=1-1047	YGR112W
OG0003184	augustus_masked-scaffold_8-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.133&CDS=1-843	YER026C
OG0003185	augustus_masked-scaffold_8-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.134&CDS=1-1278	YLR027C
OG0003186	augustus_masked-scaffold_8-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.112&CDS=1-1542	YDR527W
OG0003187	genemark-scaffold_8-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.89&CDS=1-3819	YNL250W
OG0003188	snap_masked-scaffold_8-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.18&CDS=1-2409	YNL247W
OG0003189	augustus_masked-scaffold_8-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.136&CDS=1-1722	YLR116W
OG0003190	augustus_masked-scaffold_8-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.122&CDS=1-1635	YNL065W
OG0003191	genemark-scaffold_8-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.75&CDS=1-1323	YER019W
OG0003192	augustus_masked-scaffold_8-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.125&CDS=1-3912	YLR189C
OG0003193	augustus_masked-scaffold_8-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.141&CDS=1-1503	YNL277W
OG0003194	augustus_masked-scaffold_8-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.143&CDS=1-672	YER170W
OG0003195	genemark-scaffold_8-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.79&CDS=1-2703	YNL126W
OG0003196	genemark-scaffold_8-processed-gene-3.80-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.80&CDS=1-867	YOR100C
OG0003197	maker-scaffold_8-augustus-gene-3.149-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.149&CDS=1-945	YHR122W
OG0003198	augustus_masked-scaffold_8-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.129&CDS=1-738	YNL129W
OG0003199	augustus_masked-scaffold_8-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.145&CDS=1-3183	YNL132W
OG0003200	augustus_masked-scaffold_8-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.147&CDS=1-2076	YNL124W
OG0003201	genemark-scaffold_8-processed-gene-4.82-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.82&CDS=1-2985	YHR120W
OG0003202	augustus_masked-scaffold_8-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.148&CDS=1-1827	YDR208W
OG0003203	augustus_masked-scaffold_8-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.151&CDS=1-3450	YHR119W
OG0003204	augustus_masked-scaffold_8-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.153&CDS=1-279	YNL122C
OG0003205	augustus_masked-scaffold_8-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.181&CDS=1-2961	YNL123W
OG0003206	augustus_masked-scaffold_8-processed-gene-4.182-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.182&CDS=1-1224	YHR118C
OG0003207	augustus_masked-scaffold_8-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.185&CDS=1-738	YKR006C
OG0003208	augustus_masked-scaffold_8-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.159&CDS=1-675	YOR283W
OG0003209	augustus_masked-scaffold_8-processed-gene-4.186-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.186&CDS=1-753	YNL148C
OG0003210	augustus_masked-scaffold_8-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.161&CDS=1-516	YCR063W
OG0003211	augustus_masked-scaffold_8-processed-gene-4.187-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.187&CDS=1-3171	YNL127W
OG0003212	augustus_masked-scaffold_8-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.162&CDS=1-639	YHR121W
OG0003213	augustus_masked-scaffold_8-processed-gene-4.188-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.188&CDS=1-1254	YNL128W
OG0003214	augustus_masked-scaffold_8-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.189&CDS=1-867	YOR036W
OG0003215	augustus_masked-scaffold_8-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.164&CDS=1-4497	YNL102W
OG0003216	augustus_masked-scaffold_8-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.165&CDS=1-510	YDR231C
OG0003217	augustus_masked-scaffold_8-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.192&CDS=1-660	YNL099C
OG0003218	augustus_masked-scaffold_8-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.166&CDS=1-471	YOR103C
OG0003219	augustus_masked-scaffold_8-processed-gene-4.193-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.193&CDS=1-966	YGL019W
OG0003220	augustus_masked-scaffold_8-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.167&CDS=1-621	YGL020C
OG0003221	genemark-scaffold_8-processed-gene-4.102-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.102&CDS=1-2214	YJR053W
OG0003222	augustus_masked-scaffold_8-processed-gene-4.197-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.197&CDS=1-1173	YLR355C
OG0003223	augustus_masked-scaffold_8-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.198&CDS=1-1116	YHR068W
OG0003224	augustus_masked-scaffold_8-processed-gene-4.199-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.199&CDS=1-1590	YOR301W
OG0003225	genemark-scaffold_8-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.108&CDS=1-1263	YER020W
OG0003226	genemark-scaffold_8-processed-gene-4.138-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.138&CDS=1-1134	YDR282C
OG0003227	augustus_masked-scaffold_8-processed-gene-4.178-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.178&CDS=1-609	YOL110W
OG0003228	augustus_masked-scaffold_8-processed-gene-4.205-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.205&CDS=1-1893	YOL112W
OG0003229	augustus_masked-scaffold_8-processed-gene-4.179-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.179&CDS=1-1821	YNL294C
OG0003230	augustus_masked-scaffold_8-processed-gene-4.207-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.207&CDS=1-858	YGL221C
OG0003231	augustus_masked-scaffold_8-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.180&CDS=1-273	YGL220W
OG0003232	maker-scaffold_9-snap-gene-0.82-mRNA-1_1&gene=maker-scaffold_9-snap-gene-0.82&CDS=1-3690	YAL001C
OG0003233	snap_masked-scaffold_9-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.63&CDS=1-2064	YOL115W
OG0003234	maker-scaffold_9-augustus-gene-0.0-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-0.0&CDS=1-750	YML092C
OG0003235	maker-scaffold_9-snap-gene-0.80-mRNA-1_1&gene=maker-scaffold_9-snap-gene-0.80&CDS=1-5874	YHR113W
OG0003236	augustus_masked-scaffold_9-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.106&CDS=1-1419	YJR078W
OG0003237	augustus_masked-scaffold_9-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.107&CDS=1-1368	YPL152W
OG0003238	augustus_masked-scaffold_9-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.108&CDS=1-2706	YBR281C
OG0003239	augustus_masked-scaffold_9-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.109&CDS=1-1311	YMR034C
OG0003240	augustus_masked-scaffold_9-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.113&CDS=1-2064	YOL057W
OG0003241	augustus_masked-scaffold_9-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.92&CDS=1-240	YDR320C-A
OG0003242	snap_masked-scaffold_9-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.73&CDS=1-177	YHR072W-A
OG0003243	genemark-scaffold_9-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.15&CDS=1-2340	YDR320C
OG0003244	augustus_masked-scaffold_9-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.114&CDS=1-1980	YDR311W
OG0003245	augustus_masked-scaffold_9-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.94&CDS=1-630	YIL157C
OG0003246	augustus_masked-scaffold_9-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.95&CDS=1-4242	YGR150C
OG0003247	genemark-scaffold_9-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.39&CDS=1-1689	YDR294C
OG0003248	augustus_masked-scaffold_9-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.96&CDS=1-3339	YLR014C
OG0003249	augustus_masked-scaffold_9-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.118&CDS=1-636	YLR009W
OG0003250	augustus_masked-scaffold_9-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.98&CDS=1-486	YLR008C
OG0003251	augustus_masked-scaffold_9-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.99&CDS=1-1755	YGL084C
OG0003252	genemark-scaffold_9-processed-gene-0.43-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.43&CDS=1-723	YGL085W
OG0003253	augustus_masked-scaffold_9-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.100&CDS=1-1044	YKR087C
OG0003254	augustus_masked-scaffold_9-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.101&CDS=1-2208	YDR295C
OG0003255	maker-scaffold_9-augustus-gene-1.59-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-1.59&CDS=1-849	YBR213W
OG0003256	augustus_masked-scaffold_9-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.110&CDS=1-1818	YBR212W
OG0003257	augustus_masked-scaffold_9-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.127&CDS=1-411	YGL054C
OG0003258	augustus_masked-scaffold_9-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.129&CDS=1-771	YEL051W
OG0003259	augustus_masked-scaffold_9-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.111&CDS=1-2547	YDR416W
OG0003260	augustus_masked-scaffold_9-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.130&CDS=1-1446	YEL052W
OG0003261	augustus_masked-scaffold_9-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.112&CDS=1-2196	YDR324C
OG0003262	augustus_masked-scaffold_9-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.113&CDS=1-975	YMR087W
OG0003263	augustus_masked-scaffold_9-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.132&CDS=1-1776	YMR088C
OG0003264	maker-scaffold_9-snap-gene-1.48-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.48&CDS=1-3039	YPR084W
OG0003265	augustus_masked-scaffold_9-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.135&CDS=1-1620	YOL013C
OG0003266	augustus_masked-scaffold_9-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.136&CDS=1-1668	YML043C
OG0003267	augustus_masked-scaffold_9-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.120&CDS=1-1278	YJL060W
OG0003268	augustus_masked-scaffold_9-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.137&CDS=1-639	YLR262C
OG0003269	augustus_masked-scaffold_9-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.138&CDS=1-201	YLR262C-A
OG0003270	augustus_masked-scaffold_9-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.121&CDS=1-2313	YOR181W
OG0003271	augustus_masked-scaffold_9-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.139&CDS=1-2124	YLR287C
OG0003272	augustus_masked-scaffold_9-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.122&CDS=1-1311	YLR438W
OG0003273	augustus_masked-scaffold_9-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.123&CDS=1-402	YLR421C
OG0003274	augustus_masked-scaffold_9-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.142&CDS=1-1107	YLR420W
OG0003275	augustus_masked-scaffold_9-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.125&CDS=1-2529	YKL191W
OG0003276	augustus_masked-scaffold_9-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.143&CDS=1-6930	YLR430W
OG0003277	augustus_masked-scaffold_9-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.0&CDS=1-1923	YLR429W
OG0003278	snap_masked-scaffold_9-processed-gene-2.77-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.77&CDS=1-2745	YKR089C
OG0003279	maker-scaffold_9-snap-gene-2.115-mRNA-1_1&gene=maker-scaffold_9-snap-gene-2.115&CDS=1-2064	YKR090W
OG0003280	genemark-scaffold_9-processed-gene-2.59-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.59&CDS=1-1104	YKR088C
OG0003281	augustus_masked-scaffold_9-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.20&CDS=1-2145	YOR035C
OG0003282	genemark-scaffold_9-processed-gene-2.41-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.41&CDS=1-1806	YEL065W
OG0003283	augustus_masked-scaffold_9-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.21&CDS=1-1563	YKL217W
OG0003284	genemark-scaffold_9-processed-gene-2.43-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.43&CDS=1-1734	YBL061C
OG0003285	genemark-scaffold_9-processed-gene-2.44-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.44&CDS=1-1608	YGR044C
OG0003286	augustus_masked-scaffold_9-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.6&CDS=1-822	YER100W
OG0003287	augustus_masked-scaffold_9-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.23&CDS=1-225	YBL071W-A
OG0003288	augustus_masked-scaffold_9-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.9&CDS=1-1548	YHR170W
OG0003289	maker-scaffold_9-augustus-gene-2.35-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-2.35&CDS=1-1938	YHR171W
OG0003290	augustus_masked-scaffold_9-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.29&CDS=1-1749	YDR292C
OG0003291	augustus_masked-scaffold_9-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.11&CDS=1-1353	YHR169W
OG0003292	augustus_masked-scaffold_9-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.30&CDS=1-2259	YGR245C
OG0003293	augustus_masked-scaffold_9-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.12&CDS=1-2364	YHR172W
OG0003294	augustus_masked-scaffold_9-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.32&CDS=1-1242	YGL196W
OG0003295	augustus_masked-scaffold_9-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.17&CDS=1-1719	YOR128C
OG0003296	augustus_masked-scaffold_9-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.18&CDS=1-1722	YHR168W
OG0003297	genemark-scaffold_9-processed-gene-3.3-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.3&CDS=1-2628	YOR195W
OG0003298	augustus_masked-scaffold_9-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.183&CDS=1-2277	YGR264C
OG0003299	augustus_masked-scaffold_9-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.186&CDS=1-5214	YLR247C
OG0003300	augustus_masked-scaffold_9-processed-gene-3.216-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.216&CDS=1-774	YNL312W
OG0003301	augustus_masked-scaffold_9-processed-gene-3.217-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.217&CDS=1-2541	YJL102W
OG0003302	augustus_masked-scaffold_9-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.187&CDS=1-975	YKR026C
OG0003303	augustus_masked-scaffold_9-processed-gene-3.218-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.218&CDS=1-1326	YNL175C
OG0003304	augustus_masked-scaffold_9-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.188&CDS=1-1698	YNL240C
OG0003305	snap_masked-scaffold_9-processed-gene-3.111-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.111&CDS=1-1521	YNL241C
OG0003306	augustus_masked-scaffold_9-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.191&CDS=1-828	YGR026W
OG0003307	augustus_masked-scaffold_9-processed-gene-3.224-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.224&CDS=1-849	YDR472W
OG0003308	augustus_masked-scaffold_9-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.194&CDS=1-657	YHR013C
OG0003309	augustus_masked-scaffold_9-processed-gene-3.225-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.225&CDS=1-972	YHR012W
OG0003310	augustus_masked-scaffold_9-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.195&CDS=1-309	YOR020C
OG0003311	augustus_masked-scaffold_9-processed-gene-3.226-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.226&CDS=1-11781	YDR457W
OG0003312	augustus_masked-scaffold_9-processed-gene-3.198-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.198&CDS=1-2481	YBR073W
OG0003313	augustus_masked-scaffold_9-processed-gene-3.233-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.233&CDS=1-1866	YDR049W
OG0003314	augustus_masked-scaffold_9-processed-gene-3.200-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.200&CDS=1-801	YCR016W
OG0003315	augustus_masked-scaffold_9-processed-gene-3.235-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.235&CDS=1-423	YPR100W
OG0003316	augustus_masked-scaffold_9-processed-gene-3.236-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.236&CDS=1-483	YPR098C
OG0003317	augustus_masked-scaffold_9-processed-gene-3.238-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.238&CDS=1-1488	YCL052C
OG0003318	augustus_masked-scaffold_9-processed-gene-3.239-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.239&CDS=1-2517	YCL054W
OG0003319	augustus_masked-scaffold_9-processed-gene-3.204-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.204&CDS=1-2775	YIL061C
OG0003320	augustus_masked-scaffold_9-processed-gene-3.240-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.240&CDS=1-579	YER012W
OG0003321	genemark-scaffold_9-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.67&CDS=1-834	YGR262C
OG0003322	genemark-scaffold_9-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.28&CDS=1-696	YPL099C
OG0003323	augustus_masked-scaffold_9-processed-gene-3.242-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.242&CDS=1-1275	YGR285C
OG0003324	augustus_masked-scaffold_9-processed-gene-3.206-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.206&CDS=1-813	YMR312W
OG0003325	augustus_masked-scaffold_9-processed-gene-3.243-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.243&CDS=1-1677	YMR313C
OG0003326	maker-scaffold_9-augustus-gene-3.81-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-3.81&CDS=1-1167	YDL029W
OG0003327	genemark-scaffold_9-processed-gene-3.70-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.70&CDS=1-2082	YDL028C
OG0003328	genemark-scaffold_9-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.71&CDS=1-837	YER118C
OG0003329	augustus_masked-scaffold_9-processed-gene-3.245-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.245&CDS=1-1470	YBR056W
