	Metschnikowia_hibisci	Saccharomyces_cerevisiae
OG0003060	snap_masked-hib_s94-processed-gene-3.119-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-3.119&CDS=1-477	YGL187C
OG0003061	snap_masked-hib_s94-processed-gene-4.41-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.41&CDS=1-2748	YIL047C
OG0003062	augustus_masked-hib_s94-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.82&CDS=1-3363	YIL048W
OG0003063	snap_masked-hib_s94-processed-gene-4.44-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.44&CDS=1-1569	YBL099W
OG0003064	augustus_masked-hib_s94-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.102&CDS=1-2574	YHR047C
OG0003065	snap_masked-hib_s94-processed-gene-4.46-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.46&CDS=1-2145	YML046W
OG0003066	augustus_masked-hib_s94-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.104&CDS=1-1722	YJR052W
OG0003067	augustus_masked-hib_s94-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.86&CDS=1-522	YJR017C
OG0003068	augustus_masked-hib_s94-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.105&CDS=1-3183	YGR014W
OG0003069	augustus_masked-hib_s94-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.88&CDS=1-339	YKL138C
OG0003070	augustus_masked-hib_s94-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.89&CDS=1-348	YKL137W
OG0003071	augustus_masked-hib_s94-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.92&CDS=1-2238	YGL022W
OG0003072	augustus_masked-hib_s94-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.93&CDS=1-567	YGL010W
OG0003073	augustus_masked-hib_s94-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.108&CDS=1-1539	YGL192W
OG0003074	augustus_masked-hib_s94-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.109&CDS=1-3552	YBL007C
OG0003075	augustus_masked-hib_s94-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.94&CDS=1-1755	YJR016C
OG0003076	snap_masked-hib_s94-processed-gene-4.75-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.75&CDS=1-3174	YPR049C
OG0003077	augustus_masked-hib_s94-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.112&CDS=1-1857	YML042W
OG0003078	augustus_masked-hib_s98-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.21&CDS=1-915	YAR015W
OG0003079	augustus_masked-hib_s98-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.5&CDS=1-597	YKL001C
OG0003080	augustus_masked-hib_s98-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.23&CDS=1-6342	YJL207C
OG0003081	augustus_masked-hib_s98-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.25&CDS=1-1800	YDR026C
OG0003082	genemark-hib_s98-processed-gene-0.93-mRNA-1_1&gene=genemark-hib_s98-processed-gene-0.93&CDS=1-810	YLR038C
OG0003083	augustus_masked-hib_s98-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.26&CDS=1-690	YMR132C
OG0003084	augustus_masked-hib_s98-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.8&CDS=1-8247	YCR093W
OG0003085	augustus_masked-hib_s98-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.9&CDS=1-660	YDR177W
OG0003086	augustus_masked-hib_s98-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.11&CDS=1-489	YBL090W
OG0003087	augustus_masked-hib_s98-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.27&CDS=1-2568	YIL143C
OG0003088	augustus_masked-hib_s98-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.28&CDS=1-1065	YKR092C
OG0003089	augustus_masked-hib_s98-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.29&CDS=1-1119	YOR084W
OG0003090	snap_masked-hib_s98-processed-gene-0.58-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-0.58&CDS=1-861	YIL145C
OG0003091	augustus_masked-hib_s98-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.31&CDS=1-1860	YGR119C
OG0003092	augustus_masked-hib_s98-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.15&CDS=1-1113	YPR065W
OG0003093	augustus_masked-hib_s98-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.33&CDS=1-1068	YKR071C
OG0003094	augustus_masked-hib_s98-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.16&CDS=1-1869	YIL144W
OG0003095	augustus_masked-hib_s98-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.35&CDS=1-552	YKR085C
OG0003096	augustus_masked-hib_s98-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.36&CDS=1-636	YJL097W
OG0003097	augustus_masked-hib_s98-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.37&CDS=1-1464	YNL152W
OG0003098	augustus_masked-hib_s98-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.17&CDS=1-648	YNL151C
OG0003099	augustus_masked-hib_s98-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.38&CDS=1-1470	YPR137W
OG0003100	augustus_masked-hib_s98-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.104&CDS=1-393	YNL149C
OG0003101	augustus_masked-hib_s98-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.105&CDS=1-714	YNL148C
OG0003102	augustus_masked-hib_s98-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.101&CDS=1-399	YNL147W
OG0003103	augustus_masked-hib_s98-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.102&CDS=1-648	YHR128W
OG0003104	augustus_masked-hib_s98-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.107&CDS=1-468	YPR187W
OG0003105	augustus_masked-hib_s98-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.108&CDS=1-1119	YPR191W
OG0003106	augustus_masked-hib_s98-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.109&CDS=1-1266	YLR459W
OG0003107	genemark-hib_s98-processed-gene-1.10-mRNA-1_1&gene=genemark-hib_s98-processed-gene-1.10&CDS=1-297	YPR182W
OG0003108	augustus_masked-hib_s98-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.128&CDS=1-669	YJR123W
OG0003109	augustus_masked-hib_s98-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.113&CDS=1-2274	YPR162C
OG0003110	snap_masked-hib_s98-processed-gene-1.61-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-1.61&CDS=1-1872	YLR452C
OG0003111	augustus_masked-hib_s98-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.130&CDS=1-1587	YER025W
OG0003112	maker-hib_s98-augustus-gene-1.99-mRNA-1_1&gene=maker-hib_s98-augustus-gene-1.99&CDS=1-3732	YKL213C
OG0003113	augustus_masked-hib_s98-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.137&CDS=1-1374	YJR124C
OG0003114	augustus_masked-hib_s98-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.116&CDS=1-2445	YLR451W
OG0003115	augustus_masked-hib_s98-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.117&CDS=1-231	YDR320C-A
OG0003116	snap_masked-hib_s98-processed-gene-1.85-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-1.85&CDS=1-177	YHR072W-A
OG0003117	augustus_masked-hib_s98-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.118&CDS=1-2277	YDR320C
OG0003118	augustus_masked-hib_s98-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.119&CDS=1-531	YMR295C
OG0003119	augustus_masked-hib_s98-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.121&CDS=1-591	YGL200C
OG0003120	augustus_masked-hib_s98-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.124&CDS=1-621	YER128W
OG0003121	augustus_masked-hib_s98-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.141&CDS=1-858	YKL154W
OG0003122	augustus_masked-hib_s98-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.142&CDS=1-1131	YGL148W
OG0003123	augustus_masked-hib_s98-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.126&CDS=1-2241	YER130C
OG0003124	augustus_masked-hib_s98-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.26&CDS=1-2577	YKR024C
OG0003125	augustus_masked-hib_s98-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.27&CDS=1-921	YKR025W
OG0003126	augustus_masked-hib_s98-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.7&CDS=1-3507	YGL094C
OG0003127	augustus_masked-hib_s98-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.30&CDS=1-225	YPL183W-A
OG0003128	augustus_masked-hib_s98-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.32&CDS=1-732	YMR193W
OG0003129	genemark-hib_s98-processed-gene-2.52-mRNA-1_1&gene=genemark-hib_s98-processed-gene-2.52&CDS=1-2115	YHR205W
OG0003130	augustus_masked-hib_s98-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.11&CDS=1-3243	YLL031C
OG0003131	augustus_masked-hib_s98-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.33&CDS=1-810	YLR290C
OG0003132	augustus_masked-hib_s98-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.14&CDS=1-897	YJR142W
OG0003133	augustus_masked-hib_s98-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.38&CDS=1-420	YDR469W
OG0003134	augustus_masked-hib_s98-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.18&CDS=1-687	YDR468C
OG0003135	augustus_masked-hib_s98-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.19&CDS=1-954	YDR392W
OG0003136	augustus_masked-hib_s98-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.39&CDS=1-2559	YOR144C
OG0003137	augustus_masked-hib_s98-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.21&CDS=1-780	YOR145C
OG0003138	augustus_masked-hib_s98-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.41&CDS=1-687	YHR013C
OG0003139	augustus_masked-hib_s98-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.42&CDS=1-741	YDR472W
OG0003140	snap_masked-hib_s98-processed-gene-2.116-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-2.116&CDS=1-1182	YOR023C
OG0003141	augustus_masked-hib_s98-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.44&CDS=1-1428	YHR109W
OG0003142	augustus_masked-hib_s98-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.24&CDS=1-810	YLR192C
OG0003143	augustus_masked-hib_s98-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.84&CDS=1-528	YOL129W
OG0003144	augustus_masked-hib_s98-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.101&CDS=1-1116	YNL307C
OG0003145	augustus_masked-hib_s98-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.85&CDS=1-1011	YOL127W
OG0003146	snap_masked-hib_s98-processed-gene-3.48-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.48&CDS=1-2232	YKR090W
OG0003147	augustus_masked-hib_s98-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.102&CDS=1-912	YKR088C
OG0003148	augustus_masked-hib_s98-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.89&CDS=1-864	YJL068C
OG0003149	augustus_masked-hib_s98-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.103&CDS=1-1125	YLR287C
OG0003150	maker-hib_s98-snap-gene-3.2-mRNA-1_1&gene=maker-hib_s98-snap-gene-3.2&CDS=1-1320	YOR181W
OG0003151	augustus_masked-hib_s98-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.105&CDS=1-705	YJL063C
OG0003152	snap_masked-hib_s98-processed-gene-3.70-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.70&CDS=1-192	YLR262C-A
OG0003153	augustus_masked-hib_s98-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.91&CDS=1-963	YBR265W
OG0003154	augustus_masked-hib_s98-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.108&CDS=1-843	YLR439W
OG0003155	augustus_masked-hib_s98-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.92&CDS=1-261	YLR438C-A
OG0003156	augustus_masked-hib_s98-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.111&CDS=1-5793	YML059C
OG0003157	snap_masked-hib_s98-processed-gene-3.57-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.57&CDS=1-1860	YLR352W
OG0003158	snap_masked-hib_s98-processed-gene-3.60-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.60&CDS=1-378	YPR017C
OG0003159	augustus_masked-hib_s98-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.98&CDS=1-1383	YGL181W
OG0003160	augustus_masked-hib_s98-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.100&CDS=1-735	YPR016C
OG0003161	augustus_masked-hib_s98-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.2&CDS=1-5922	YLR305C
OG0003162	augustus_masked-hib_s98-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.4&CDS=1-1317	YDR148C
OG0003163	augustus_masked-hib_s98-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.6&CDS=1-3537	YPL012W
OG0003164	augustus_masked-hib_s98-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.7&CDS=1-402	YPL013C
OG0003165	augustus_masked-hib_s98-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.23&CDS=1-933	YLR340W
OG0003166	augustus_masked-hib_s98-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.24&CDS=1-1794	YDR452W
OG0003167	augustus_masked-hib_s98-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.25&CDS=1-1050	YMR146C
OG0003168	augustus_masked-hib_s98-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.26&CDS=1-807	YDL086W
OG0003169	augustus_masked-hib_s98-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.27&CDS=1-1050	YDL100C
OG0003170	augustus_masked-hib_s98-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.10&CDS=1-1515	YPL003W
OG0003171	augustus_masked-hib_s98-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.29&CDS=1-1803	YFL002C
OG0003172	augustus_masked-hib_s98-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.11&CDS=1-1338	YFL001W
OG0003173	augustus_masked-hib_s98-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.12&CDS=1-1911	YDL057W
OG0003174	augustus_masked-hib_s98-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.30&CDS=1-438	YHR191C
OG0003175	augustus_masked-hib_s98-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.35&CDS=1-519	YHR193C
OG0003176	augustus_masked-hib_s98-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.36&CDS=1-2094	YLR002C
OG0003177	augustus_masked-hib_s98-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.16&CDS=1-1569	YMR015C
OG0003178	maker-hib_s98-augustus-gene-4.1-mRNA-1_1&gene=maker-hib_s98-augustus-gene-4.1&CDS=1-2583	YJR010W
OG0003179	augustus_masked-hib_s98-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.18&CDS=1-525	YER134C
OG0003180	genemark-hib_s98-processed-gene-4.61-mRNA-1_1&gene=genemark-hib_s98-processed-gene-4.61&CDS=1-960	YDL002C
OG0003181	augustus_masked-hib_s98-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.39&CDS=1-7524	YBL004W
OG0003182	snap_masked-hib_s98-processed-gene-4.112-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-4.112&CDS=1-1221	YDL001W
OG0003183	augustus_masked-hib_s98-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.41&CDS=1-1926	YDR208W
OG0003184	augustus_masked-hib_s98-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.105&CDS=1-858	YIL124W
OG0003185	augustus_masked-hib_s98-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.134&CDS=1-2991	YIL125W
OG0003186	augustus_masked-hib_s98-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.135&CDS=1-501	YKR065C
OG0003187	augustus_masked-hib_s98-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.112&CDS=1-462	YIL065C
OG0003188	augustus_masked-hib_s98-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.113&CDS=1-996	YNL316C
OG0003189	augustus_masked-hib_s98-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.136&CDS=1-345	YOL133W
OG0003190	augustus_masked-hib_s98-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.114&CDS=1-696	YOL135C
OG0003191	augustus_masked-hib_s98-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.137&CDS=1-2112	YKL135C
OG0003192	augustus_masked-hib_s98-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.138&CDS=1-549	YJR074W
OG0003193	augustus_masked-hib_s98-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.116&CDS=1-1332	YNR050C
OG0003194	augustus_masked-hib_s98-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.139&CDS=1-1479	YMR211W
OG0003195	augustus_masked-hib_s98-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.117&CDS=1-1059	YMR214W
OG0003196	snap_masked-hib_s98-processed-gene-5.92-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-5.92&CDS=1-1314	YCL052C
OG0003197	augustus_masked-hib_s98-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.118&CDS=1-609	YJR073C
OG0003198	snap_masked-hib_s98-processed-gene-5.68-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-5.68&CDS=1-726	YOR352W
OG0003199	augustus_masked-hib_s98-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.122&CDS=1-3549	YKL209C
OG0003200	augustus_masked-hib_s98-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.142&CDS=1-3054	YKL210W
OG0003201	augustus_masked-hib_s98-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.123&CDS=1-2100	YIL005W
OG0003202	augustus_masked-hib_s98-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.124&CDS=1-1320	YER003C
OG0003203	augustus_masked-hib_s98-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.126&CDS=1-627	YER002W
OG0003204	augustus_masked-hib_s98-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.144&CDS=1-906	YIL003W
OG0003205	augustus_masked-hib_s98-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.127&CDS=1-444	YIL004C
OG0003206	augustus_masked-hib_s98-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.146&CDS=1-1332	YCL034W
OG0003207	augustus_masked-hib_s98-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.147&CDS=1-1128	YDR173C
OG0003208	genemark-hib_s98-processed-gene-5.30-mRNA-1_1&gene=genemark-hib_s98-processed-gene-5.30&CDS=1-1344	YPL066W
OG0003209	augustus_masked-hib_s98-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.131&CDS=1-798	YPL065W
OG0003210	augustus_masked-hib_s98-processed-gene-5.148-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.148&CDS=1-828	YFR052W
OG0003211	augustus_masked-hib_s98-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.132&CDS=1-1713	YGR124W
OG0003212	augustus_masked-hib_s98-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.147&CDS=1-2325	YBR202W
OG0003213	augustus_masked-hib_s98-processed-gene-6.180-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.180&CDS=1-1446	YDR169C
OG0003214	maker-hib_s98-augustus-gene-6.143-mRNA-1_1&gene=maker-hib_s98-augustus-gene-6.143&CDS=1-11883	YPL231W
OG0003215	maker-hib_s98-snap-gene-6.64-mRNA-1_1&gene=maker-hib_s98-snap-gene-6.64&CDS=1-3177	YLL001W
OG0003216	augustus_masked-hib_s98-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.150&CDS=1-1419	YJL002C
OG0003217	augustus_masked-hib_s98-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.151&CDS=1-651	YJL001W
OG0003218	augustus_masked-hib_s98-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.184&CDS=1-885	YGR205W
OG0003219	augustus_masked-hib_s98-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.185&CDS=1-765	YGR207C
OG0003220	augustus_masked-hib_s98-processed-gene-6.186-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.186&CDS=1-2454	YLR045C
OG0003221	augustus_masked-hib_s98-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.152&CDS=1-996	YOR292C
OG0003222	augustus_masked-hib_s98-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.153&CDS=1-828	YLR201C
OG0003223	augustus_masked-hib_s98-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.189&CDS=1-366	YLR200W
OG0003224	augustus_masked-hib_s98-processed-gene-6.191-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-6.191&CDS=1-510	YLR193C
