	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
OG0003334	-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-1.74&CDS=1-1908	YOR080W
OG0003335	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-1.50&CDS=1-1179	YDR088C
OG0003336	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-1.75&CDS=1-1485	YDR087C
OG0003337	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.11&CDS=1-2448	YEL056W
OG0003338	-augustus-gene-2.3-mRNA-1_1&gene=maker-gi|1002318560|dbj|BCIP01000001.1|-augustus-gene-2.3&CDS=1-2994	YCR053W
OG0003339	-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.75&CDS=1-1542	YMR210W
OG0003340	-processed-gene-2.49-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.49&CDS=1-2382	YPR029C
OG0003341	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.18&CDS=1-534	YPR028W
OG0003342	-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.80&CDS=1-1683	YKR097W
OG0003343	-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.90&CDS=1-2379	YGR128C
OG0003344	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.21&CDS=1-558	YDR304C
OG0003345	-processed-gene-2.64-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.64&CDS=1-297	YLR217W
OG0003346	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.53&CDS=1-3042	YGR125W
OG0003347	-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.83&CDS=1-1740	YHR109W
OG0003348	-processed-gene-2.24-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.24&CDS=1-1755	YOR380W
OG0003349	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-2.26&CDS=1-639	YLR435W
OG0003350	-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.80&CDS=1-2208	YOR126C
OG0003351	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.68&CDS=1-1332	YLR403W
OG0003352	-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.70&CDS=1-636	YDL072C
OG0003353	-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.82&CDS=1-1914	YLR401C
OG0003354	-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.71&CDS=1-1062	YLR405W
OG0003355	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.7&CDS=1-555	YMR184W
OG0003356	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.23&CDS=1-183	YNL328C
OG0003357	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.88&CDS=1-1479	YPL063W
OG0003358	-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.77&CDS=1-864	YKR062W
OG0003359	-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.89&CDS=1-873	YJL148W
OG0003360	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.29&CDS=1-1680	YMR300C
OG0003361	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.15&CDS=1-786	YGR033C
OG0003362	-processed-gene-3.64-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-3.64&CDS=1-936	YPL206C
OG0003363	-processed-gene-4.81-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.81&CDS=1-2349	YOL063C
OG0003364	-processed-gene-4.25-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.25&CDS=1-684	YOR148C
OG0003365	-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.42&CDS=1-2643	YDR394W
OG0003366	-processed-gene-4.103-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.103&CDS=1-1962	YOR149C
OG0003367	-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.43&CDS=1-1488	YDR050C
OG0003368	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.86&CDS=1-2877	YOR335C
OG0003369	-processed-gene-4.9-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.9&CDS=1-1707	YNL291C
OG0003370	-processed-gene-4.27-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.27&CDS=1-1260	YNL292W
OG0003371	-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.46&CDS=1-4992	YNL297C
OG0003372	-processed-gene-4.89-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.89&CDS=1-1377	YOL072W
OG0003373	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.91&CDS=1-714	YJL158C
OG0003374	-processed-gene-4.93-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.93&CDS=1-2175	YER171W
OG0003375	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.111&CDS=1-1635	YPR137W
OG0003376	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.94&CDS=1-2634	YPR135W
OG0003377	-processed-gene-4.112-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.112&CDS=1-723	YIL019W
OG0003378	-processed-gene-4.95-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.95&CDS=1-807	YIL020C
OG0003379	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.96&CDS=1-969	YIL021W
OG0003380	-snap-gene-4.76-mRNA-1_1&gene=maker-gi|1002318560|dbj|BCIP01000001.1|-snap-gene-4.76&CDS=1-936	YPR129W
OG0003381	-processed-gene-4.99-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.99&CDS=1-567	YPR131C
OG0003382	-processed-gene-4.118-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.118&CDS=1-1221	YPR133C
OG0003383	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.66&CDS=1-972	YAL034W-A
OG0003384	-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.39&CDS=1-948	YOR340C
OG0003385	-processed-gene-5.5-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.5&CDS=1-2970	YAL031C
OG0003386	-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.42&CDS=1-1527	YOR334W
OG0003387	-processed-gene-5.7-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.7&CDS=1-906	YGR104C
OG0003388	-processed-gene-5.9-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.9&CDS=1-783	YPR192W
OG0003389	-processed-gene-5.10-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.10&CDS=1-906	YIL010W
OG0003390	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.25&CDS=1-693	YJR123W
OG0003391	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.12&CDS=1-2322	YER024W
OG0003392	-processed-gene-5.26-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.26&CDS=1-1473	YJR124C
OG0003393	-processed-gene-5.15-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.15&CDS=1-3246	YLR451W
OG0003394	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.16&CDS=1-1566	YER025W
OG0003395	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.27&CDS=1-2007	YLR452C
OG0003396	-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.60&CDS=1-339	YPL098C
OG0003397	-processed-gene-5.30-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.30&CDS=1-2097	YOR329C
OG0003398	-processed-gene-5.32-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.32&CDS=1-3516	YOR330C
OG0003399	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.53&CDS=1-690	YOR332W
OG0003400	-processed-gene-5.23-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-5.23&CDS=1-1821	YLR151C
OG0003401	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.60&CDS=1-2004	YIL155C
OG0003402	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.61&CDS=1-1089	YHR069C
OG0003403	-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.13&CDS=1-6276	YJL005W
OG0003404	-augustus-gene-6.88-mRNA-1_1&gene=maker-gi|1002318560|dbj|BCIP01000001.1|-augustus-gene-6.88&CDS=1-4446	YLR383W
OG0003405	-processed-gene-6.32-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.32&CDS=1-2679	YLR382C
OG0003406	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.81&CDS=1-6312	YNL118C
OG0003407	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.82&CDS=1-1125	YJL180C
OG0003408	-processed-gene-6.51-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.51&CDS=1-606	YEL012W
OG0003409	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.70&CDS=1-309	YCR020C-A
OG0003410	-processed-gene-6.85-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.85&CDS=1-2064	YLR258W
OG0003411	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.86&CDS=1-3060	YPL164C
OG0003412	-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-6.27&CDS=1-2328	YER125W
OG0003413	-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.32&CDS=1-1269	YPR023C
OG0003414	-processed-gene-7.60-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.60&CDS=1-1641	YDL159W
OG0003415	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.63&CDS=1-1368	YMR113W
OG0003416	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.61&CDS=1-2205	YKL135C
OG0003417	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.80&CDS=1-600	YJL011C
OG0003418	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.84&CDS=1-1602	YEL015W
OG0003419	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.64&CDS=1-2262	YFR029W
OG0003420	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.65&CDS=1-3801	YBR081C
OG0003421	-processed-gene-7.86-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.86&CDS=1-1569	YLR034C
OG0003422	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.66&CDS=1-2622	YLR035C
OG0003423	-processed-gene-7.87-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.87&CDS=1-3861	YMR129W
OG0003424	-processed-gene-7.68-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.68&CDS=1-987	YDR214W
OG0003425	-processed-gene-7.88-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.88&CDS=1-675	YHR008C
OG0003426	-processed-gene-7.72-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.72&CDS=1-5091	YGR098C
OG0003427	-processed-gene-7.89-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.89&CDS=1-1485	YBR263W
OG0003428	-processed-gene-7.76-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.76&CDS=1-639	YFR001W
OG0003429	-processed-gene-7.90-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-7.90&CDS=1-1530	YNL280C
OG0003430	-augustus-gene-7.93-mRNA-1_1&gene=maker-gi|1002318560|dbj|BCIP01000001.1|-augustus-gene-7.93&CDS=1-1911	YMR223W
OG0003431	-processed-gene-8.71-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.71&CDS=1-1320	YER003C
OG0003432	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.72&CDS=1-3078	YGR068C
OG0003433	-processed-gene-8.57-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.57&CDS=1-1527	YDL054C
OG0003434	-processed-gene-8.73-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.73&CDS=1-915	YML110C
OG0003435	-processed-gene-8.96-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.96&CDS=1-1935	YBR158W
OG0003436	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.74&CDS=1-606	YFL038C
OG0003437	-processed-gene-8.75-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.75&CDS=1-576	YLR065C
OG0003438	-processed-gene-8.39-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.39&CDS=1-1110	YFL039C
OG0003439	-processed-gene-8.77-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.77&CDS=1-927	YLR064W
OG0003440	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.78&CDS=1-540	YER007C-A
OG0003441	-processed-gene-8.79-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.79&CDS=1-2406	YER005W
OG0003442	-processed-gene-8.80-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.80&CDS=1-1632	YER006W
OG0003443	-processed-gene-8.81-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.81&CDS=1-1374	YLL010C
OG0003444	-processed-gene-8.85-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.85&CDS=1-1491	YDL160C
OG0003445	-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.26&CDS=1-255	YIL102C-A
OG0003446	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.101&CDS=1-873	YNL232W
OG0003447	-processed-gene-8.87-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.87&CDS=1-1389	YGR159C
OG0003448	-processed-gene-8.88-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.88&CDS=1-1728	YBR060C
OG0003449	-processed-gene-8.102-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.102&CDS=1-4635	YMR247C
OG0003450	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-8.89&CDS=1-1641	YFR028C
OG0003451	-processed-gene-9.1-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.1&CDS=1-1977	YJL101C
OG0003452	-processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.0&CDS=1-771	YOL142W
OG0003453	-processed-gene-9.2-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.2&CDS=1-3648	YNL325C
OG0003454	-processed-gene-9.7-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.7&CDS=1-5007	YGL206C
OG0003455	-processed-gene-9.22-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.22&CDS=1-1302	YPR118W
OG0003456	-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.76&CDS=1-2256	YGR089W
OG0003457	-processed-gene-9.9-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.9&CDS=1-2190	YOL141W
OG0003458	-processed-gene-9.24-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.24&CDS=1-1806	YJR016C
OG0003459	-processed-gene-9.10-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.10&CDS=1-381	YCR071C
OG0003460	-processed-gene-9.11-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.11&CDS=1-5724	YKR031C
OG0003461	-processed-gene-9.29-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.29&CDS=1-1968	YER051W
OG0003462	-processed-gene-9.17-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.17&CDS=1-507	YER050C
OG0003463	-processed-gene-9.64-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.64&CDS=1-1377	YIL042C
OG0003464	-processed-gene-9.31-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.31&CDS=1-1878	YDL146W
OG0003465	-processed-gene-9.32-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.32&CDS=1-1335	YDL147W
OG0003466	-processed-gene-10.5-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.5&CDS=1-783	YDR152W
OG0003467	-processed-gene-9.21-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-9.21&CDS=1-1314	YDR161W
OG0003468	-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.75&CDS=1-1314	YDR162C
OG0003469	-processed-gene-10.7-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.7&CDS=1-1473	YLR142W
OG0003470	-processed-gene-10.8-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.8&CDS=1-2736	YPR019W
OG0003471	-processed-gene-10.22-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.22&CDS=1-2115	YPR018W
OG0003472	-processed-gene-10.11-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.11&CDS=1-4509	YDR216W
OG0003473	-processed-gene-10.12-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.12&CDS=1-420	YPR020W
OG0003474	-processed-gene-10.26-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.26&CDS=1-1713	YGL171W
OG0003475	-processed-gene-10.13-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.13&CDS=1-717	YLR312W-A
OG0003476	-processed-gene-10.14-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.14&CDS=1-5424	YLL021W
OG0003477	-processed-gene-10.16-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.16&CDS=1-9066	YLR087C
OG0003478	-processed-gene-10.29-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.29&CDS=1-1872	YLR143W
OG0003479	-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-10.88&CDS=1-612	YER134C
OG0003480	-processed-gene-11.57-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.57&CDS=1-918	YLR146C
OG0003481	-processed-gene-11.58-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.58&CDS=1-2193	YLR088W
OG0003482	-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.8&CDS=1-1575	YDR111C
OG0003483	-processed-gene-11.78-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.78&CDS=1-3840	YER093C
OG0003484	-snap-gene-11.2-mRNA-1_1&gene=maker-gi|1002318560|dbj|BCIP01000001.1|-snap-gene-11.2&CDS=1-2715	YBR122C
OG0003485	-processed-gene-11.67-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.67&CDS=1-3954	YPR091C
OG0003486	-processed-gene-11.83-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.83&CDS=1-5598	YCR042C
OG0003487	-processed-gene-11.68-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.68&CDS=1-3423	YNL267W
OG0003488	-processed-gene-11.55-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.55&CDS=1-2250	YOR112W
OG0003489	-processed-gene-11.85-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.85&CDS=1-1893	YDL185W
OG0003490	-processed-gene-11.72-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-11.72&CDS=1-594	YMR295C
OG0003491	-processed-gene-12.33-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.33&CDS=1-5742	YIL115C
OG0003492	-processed-gene-12.14-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.14&CDS=1-1083	YDL055C
OG0003493	-processed-gene-12.17-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.17&CDS=1-876	YNL075W
OG0003494	-processed-gene-12.20-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.20&CDS=1-1599	YDL001W
OG0003495	-processed-gene-12.64-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.64&CDS=1-7593	YBL004W
OG0003496	-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.65&CDS=1-4716	YJR138W
OG0003497	-processed-gene-12.21-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.21&CDS=1-1083	YJR139C
OG0003498	-processed-gene-12.40-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.40&CDS=1-1338	YJR141W
OG0003499	-processed-gene-12.22-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.22&CDS=1-1155	YHR201C
OG0003500	-processed-gene-12.9-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.9&CDS=1-723	YLR201C
OG0003501	-processed-gene-12.23-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.23&CDS=1-336	YLR200W
OG0003502	-processed-gene-12.11-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.11&CDS=1-1521	YLR197W
OG0003503	-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-12.72&CDS=1-1140	YDL168W
OG0003504	-processed-gene-13.55-mRNA-1_1&gene=snap_masked-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-13.55&CDS=1-4851	YML103C
