	Metschnikowia_hawaiiensis	Saccharomyces_cerevisiae
OG0002719	snap_masked-haw-_s463-processed-gene-1.86-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.86&CDS=1-627	YOL139C
OG0002720	augustus_masked-haw-_s463-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-haw-_s463-processed-gene-1.175&CDS=1-621	YJR057W
OG0002721	augustus_masked-haw-_s463-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-haw-_s463-processed-gene-1.212&CDS=1-438	YJR058C
OG0002722	augustus_masked-haw-_s463-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-haw-_s463-processed-gene-1.176&CDS=1-3399	YMR284W
OG0002723	snap_masked-haw-_s463-processed-gene-1.92-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.92&CDS=1-1878	YAL016W
OG0002724	augustus_masked-haw-_s463-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-haw-_s463-processed-gene-1.215&CDS=1-681	YPR067W
OG0002725	snap_masked-haw-_s463-processed-gene-1.93-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.93&CDS=1-894	YPL131W
OG0002726	snap_masked-haw-_s463-processed-gene-1.95-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.95&CDS=1-675	YHL031C
OG0002727	augustus_masked-haw-_s463-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-haw-_s463-processed-gene-1.219&CDS=1-735	YPR037C
OG0002728	snap_masked-haw-_s463-processed-gene-1.98-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.98&CDS=1-417	YCR028C-A
OG0002729	snap_masked-haw-_s463-processed-gene-1.138-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.138&CDS=1-699	YDR020C
OG0002730	snap_masked-haw-_s463-processed-gene-1.100-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.100&CDS=1-1191	YDR021W
OG0002731	snap_masked-haw-_s463-processed-gene-1.101-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.101&CDS=1-3309	YER110C
OG0002732	snap_masked-haw-_s463-processed-gene-1.102-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.102&CDS=1-1083	YKL178C
OG0002733	snap_masked-haw-_s463-processed-gene-1.139-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.139&CDS=1-1500	YBL080C
OG0002734	snap_masked-haw-_s463-processed-gene-1.103-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.103&CDS=1-396	YBL078C
OG0002735	snap_masked-haw-_s463-processed-gene-1.141-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.141&CDS=1-1062	YNL141W
OG0002736	snap_masked-haw-_s463-processed-gene-1.142-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.142&CDS=1-549	YDL217C
OG0002737	snap_masked-haw-_s463-processed-gene-1.143-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.143&CDS=1-972	YPR023C
OG0002738	snap_masked-haw-_s463-processed-gene-1.145-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.145&CDS=1-2331	YER125W
OG0002739	snap_masked-haw-_s463-processed-gene-1.147-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.147&CDS=1-1209	YDR083W
OG0002740	snap_masked-haw-_s463-processed-gene-1.149-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.149&CDS=1-1017	YER142C
OG0002741	snap_masked-haw-_s463-processed-gene-1.112-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.112&CDS=1-1008	YNL230C
OG0002742	augustus_masked-haw-_s463-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-haw-_s463-processed-gene-1.234&CDS=1-945	YHR062C
OG0002743	maker-haw-_s463-augustus-gene-1.247-mRNA-1_1&gene=maker-haw-_s463-augustus-gene-1.247&CDS=1-1440	YMR035W
OG0002744	snap_masked-haw-_s463-processed-gene-1.153-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.153&CDS=1-2232	YBR198C
OG0002745	snap_masked-haw-_s463-processed-gene-1.154-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.154&CDS=1-846	YPL076W
OG0002746	snap_masked-haw-_s463-processed-gene-1.117-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.117&CDS=1-1449	YGL253W
OG0002747	snap_masked-haw-_s463-processed-gene-1.118-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.118&CDS=1-420	YOL026C
OG0002748	snap_masked-haw-_s463-processed-gene-1.155-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.155&CDS=1-387	YIR015W
OG0002749	snap_masked-haw-_s463-processed-gene-1.119-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.119&CDS=1-804	YOL038W
OG0002750	genemark-haw-_s463-processed-gene-1.75-mRNA-1_1&gene=genemark-haw-_s463-processed-gene-1.75&CDS=1-4107	YKL113C
OG0002751	snap_masked-haw-_s463-processed-gene-1.158-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.158&CDS=1-1107	YKL114C
OG0002752	snap_masked-haw-_s463-processed-gene-1.120-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.120&CDS=1-2448	YGR099W
OG0002753	snap_masked-haw-_s463-processed-gene-1.163-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.163&CDS=1-606	YDR538W
OG0002754	snap_masked-haw-_s463-processed-gene-1.123-mRNA-1_1&gene=snap_masked-haw-_s463-processed-gene-1.123&CDS=1-1533	YDR539W
OG0002755	snap_masked-haw-_s464-processed-gene-0.14-mRNA-1_1&gene=snap_masked-haw-_s464-processed-gene-0.14&CDS=1-1569	YCR098C
OG0002756	snap_masked-haw-_s464-processed-gene-0.15-mRNA-1_1&gene=snap_masked-haw-_s464-processed-gene-0.15&CDS=1-1062	YLR420W
OG0002757	snap_masked-haw-_s464-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s464-processed-gene-0.11&CDS=1-429	YPR082C
OG0002758	snap_masked-haw-_s464-processed-gene-0.17-mRNA-1_1&gene=snap_masked-haw-_s464-processed-gene-0.17&CDS=1-627	YLR178C
OG0002759	snap_masked-haw-_s464-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s464-processed-gene-0.18&CDS=1-1269	YOR358W
OG0002760	augustus_masked-haw-_s466-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-haw-_s466-processed-gene-0.26&CDS=1-933	YNL025C
OG0002761	snap_masked-haw-_s466-processed-gene-0.16-mRNA-1_1&gene=snap_masked-haw-_s466-processed-gene-0.16&CDS=1-1203	YGL184C
OG0002762	augustus_masked-haw-_s466-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-haw-_s466-processed-gene-0.33&CDS=1-1887	YAR007C
OG0002763	snap_masked-haw-_s466-processed-gene-0.22-mRNA-1_1&gene=snap_masked-haw-_s466-processed-gene-0.22&CDS=1-3054	YGL016W
OG0002764	snap_masked-haw-_s468-processed-gene-0.3-mRNA-1_1&gene=snap_masked-haw-_s468-processed-gene-0.3&CDS=1-2292	YLR069C
OG0002765	augustus_masked-haw-_s468-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-haw-_s468-processed-gene-0.33&CDS=1-2277	YNL247W
OG0002766	snap_masked-haw-_s468-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s468-processed-gene-0.5&CDS=1-570	YLR066W
OG0002767	snap_masked-haw-_s468-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s468-processed-gene-0.10&CDS=1-3558	YLR067C
OG0002768	augustus_masked-haw-_s468-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-haw-_s468-processed-gene-0.35&CDS=1-1575	YJR152W
OG0002769	snap_masked-haw-_s468-processed-gene-0.12-mRNA-1_1&gene=snap_masked-haw-_s468-processed-gene-0.12&CDS=1-843	YGL161C
OG0002770	snap_masked-haw-_s47-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.66&CDS=1-2361	YAL041W
OG0002771	snap_masked-haw-_s47-processed-gene-0.67-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.67&CDS=1-2103	YOR356W
OG0002772	snap_masked-haw-_s47-processed-gene-0.82-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.82&CDS=1-1599	YOR355W
OG0002773	snap_masked-haw-_s47-processed-gene-0.69-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.69&CDS=1-960	YHL013C
OG0002774	snap_masked-haw-_s47-processed-gene-0.70-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.70&CDS=1-795	YAL039C
OG0002775	augustus_masked-haw-_s47-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-haw-_s47-processed-gene-0.7&CDS=1-705	YOL110W
OG0002776	snap_masked-haw-_s47-processed-gene-0.72-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.72&CDS=1-1227	YNL292W
OG0002777	augustus_masked-haw-_s47-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-haw-_s47-processed-gene-0.10&CDS=1-492	YBR022W
OG0002778	snap_masked-haw-_s47-processed-gene-0.74-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.74&CDS=1-1293	YOL052C
OG0002779	snap_masked-haw-_s47-processed-gene-0.88-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.88&CDS=1-897	YBR085W
OG0002780	snap_masked-haw-_s47-processed-gene-0.90-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.90&CDS=1-453	YDR092W
OG0002781	snap_masked-haw-_s47-processed-gene-0.91-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.91&CDS=1-2781	YMR080C
OG0002782	snap_masked-haw-_s47-processed-gene-0.77-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.77&CDS=1-3531	YKL092C
OG0002783	snap_masked-haw-_s47-processed-gene-0.78-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.78&CDS=1-897	YMR079W
OG0002784	snap_masked-haw-_s47-processed-gene-0.79-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.79&CDS=1-2406	YMR078C
OG0002785	snap_masked-haw-_s47-processed-gene-0.81-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.81&CDS=1-2502	YMR100W
OG0002786	snap_masked-haw-_s471-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s471-processed-gene-0.5&CDS=1-774	YML015C
OG0002787	snap_masked-haw-_s472-processed-gene-0.0-mRNA-1_1&gene=snap_masked-haw-_s472-processed-gene-0.0&CDS=1-1455	YGL055W
OG0002788	maker-haw-_s472-snap-gene-0.9-mRNA-1_1&gene=maker-haw-_s472-snap-gene-0.9&CDS=1-468	YOR357C
OG0002789	snap_masked-haw-_s480-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s480-processed-gene-0.6&CDS=1-4779	YPL242C
OG0002790	snap_masked-haw-_s480-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s480-processed-gene-0.7&CDS=1-612	YJR050W
OG0002791	genemark-haw-_s481-processed-gene-0.39-mRNA-1_1&gene=genemark-haw-_s481-processed-gene-0.39&CDS=1-3675	YJL080C
OG0002792	maker-haw-_s481-snap-gene-0.2-mRNA-1_1&gene=maker-haw-_s481-snap-gene-0.2&CDS=1-2853	YFR016C
OG0002793	snap_masked-haw-_s481-processed-gene-0.3-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.3&CDS=1-711	YDR054C
OG0002794	snap_masked-haw-_s481-processed-gene-0.4-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.4&CDS=1-1584	YDR052C
OG0002795	snap_masked-haw-_s481-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.5&CDS=1-2289	YOL023W
OG0002796	snap_masked-haw-_s481-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.6&CDS=1-1296	YOL022C
OG0002797	snap_masked-haw-_s481-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.7&CDS=1-2847	YJL108C
OG0002798	snap_masked-haw-_s481-processed-gene-0.19-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.19&CDS=1-4275	YGR116W
OG0002799	snap_masked-haw-_s481-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.9&CDS=1-1287	YPL069C
OG0002800	snap_masked-haw-_s481-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.10&CDS=1-897	YLR172C
OG0002801	snap_masked-haw-_s481-processed-gene-0.24-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.24&CDS=1-1092	YMR152W
OG0002802	snap_masked-haw-_s481-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.11&CDS=1-711	YPL002C
OG0002803	snap_masked-haw-_s482-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s482-processed-gene-0.8&CDS=1-1653	YML123C
OG0002804	snap_masked-haw-_s482-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s482-processed-gene-0.10&CDS=1-1110	YKR070W
OG0002805	snap_masked-haw-_s482-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s482-processed-gene-0.11&CDS=1-1626	YKR069W
OG0002806	snap_masked-haw-_s485-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s485-processed-gene-0.8&CDS=1-3558	YMR287C
OG0002807	snap_masked-haw-_s487-processed-gene-0.3-mRNA-1_1&gene=snap_masked-haw-_s487-processed-gene-0.3&CDS=1-177	YNL070W
OG0002808	augustus_masked-haw-_s487-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-haw-_s487-processed-gene-0.15&CDS=1-657	YNL107W
OG0002809	snap_masked-haw-_s49-processed-gene-0.57-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.57&CDS=1-366	YDR511W
OG0002810	snap_masked-haw-_s49-processed-gene-0.49-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.49&CDS=1-2343	YKL034W
OG0002811	snap_masked-haw-_s49-processed-gene-0.60-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.60&CDS=1-1770	YPR155C
OG0002812	snap_masked-haw-_s49-processed-gene-0.61-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.61&CDS=1-744	YGR135W
OG0002813	snap_masked-haw-_s49-processed-gene-0.50-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.50&CDS=1-372	YPR153W
OG0002814	snap_masked-haw-_s49-processed-gene-0.52-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.52&CDS=1-1539	YER078C
OG0002815	snap_masked-haw-_s49-processed-gene-0.62-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.62&CDS=1-837	YGR132C
OG0002816	snap_masked-haw-_s49-processed-gene-0.63-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.63&CDS=1-912	YLR220W
OG0002817	snap_masked-haw-_s49-processed-gene-0.53-mRNA-1_1&gene=snap_masked-haw-_s49-processed-gene-0.53&CDS=1-630	YKL070W
OG0002818	snap_masked-haw-_s492-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s492-processed-gene-0.6&CDS=1-855	YKL019W
OG0002819	augustus_masked-haw-_s492-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-haw-_s492-processed-gene-0.20&CDS=1-1482	YMR209C
OG0002820	augustus_masked-haw-_s492-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-haw-_s492-processed-gene-0.26&CDS=1-1353	YOR272W
OG0002821	snap_masked-haw-_s492-processed-gene-0.1-mRNA-1_1&gene=snap_masked-haw-_s492-processed-gene-0.1&CDS=1-1587	YMR217W
OG0002822	snap_masked-haw-_s492-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s492-processed-gene-0.2&CDS=1-981	YOR271C
OG0002823	snap_masked-haw-_s492-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s492-processed-gene-0.9&CDS=1-1275	YMR208W
OG0002824	snap_masked-haw-_s494-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s494-processed-gene-0.2&CDS=1-1419	YJL002C
OG0002825	snap_masked-haw-_s494-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s494-processed-gene-0.5&CDS=1-651	YJL001W
OG0002826	augustus_masked-haw-_s494-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-haw-_s494-processed-gene-0.41&CDS=1-852	YGR205W
OG0002827	maker-haw-_s494-augustus-gene-0.51-mRNA-1_1&gene=maker-haw-_s494-augustus-gene-0.51&CDS=1-3312	YGR207C
OG0002828	snap_masked-haw-_s494-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s494-processed-gene-0.7&CDS=1-1017	YOR292C
OG0002829	snap_masked-haw-_s494-processed-gene-0.16-mRNA-1_1&gene=snap_masked-haw-_s494-processed-gene-0.16&CDS=1-351	YLR200W
OG0002830	maker-haw-_s5-snap-gene-0.10-mRNA-1_1&gene=maker-haw-_s5-snap-gene-0.10&CDS=1-1569	YML068W
OG0002831	maker-haw-_s501-snap-gene-0.0-mRNA-1_1&gene=maker-haw-_s501-snap-gene-0.0&CDS=1-1563	YML056C
OG0002832	snap_masked-haw-_s501-processed-gene-0.14-mRNA-1_1&gene=snap_masked-haw-_s501-processed-gene-0.14&CDS=1-444	YOR367W
OG0002833	snap_masked-haw-_s501-processed-gene-0.15-mRNA-1_1&gene=snap_masked-haw-_s501-processed-gene-0.15&CDS=1-849	YAL025C
OG0002834	snap_masked-haw-_s501-processed-gene-0.16-mRNA-1_1&gene=snap_masked-haw-_s501-processed-gene-0.16&CDS=1-645	YLR293C
OG0002835	augustus_masked-haw-_s501-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-haw-_s501-processed-gene-0.37&CDS=1-405	YLR298C
OG0002836	snap_masked-haw-_s51-processed-gene-0.27-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.27&CDS=1-2016	YDR365C
OG0002837	snap_masked-haw-_s51-processed-gene-0.28-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.28&CDS=1-2067	YOR118W
OG0002838	snap_masked-haw-_s51-processed-gene-0.29-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.29&CDS=1-675	YDR367W
OG0002839	snap_masked-haw-_s51-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.18&CDS=1-1440	YOR119C
OG0002840	snap_masked-haw-_s51-processed-gene-0.19-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.19&CDS=1-1527	YBL103C
OG0002841	snap_masked-haw-_s51-processed-gene-0.20-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.20&CDS=1-1476	YHR113W
OG0002842	snap_masked-haw-_s51-processed-gene-0.23-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.23&CDS=1-1311	YHR009C
OG0002843	augustus_masked-haw-_s51-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-haw-_s51-processed-gene-0.8&CDS=1-477	YHR175W
OG0002844	snap_masked-haw-_s51-processed-gene-0.25-mRNA-1_1&gene=snap_masked-haw-_s51-processed-gene-0.25&CDS=1-1302	YDR449C
OG0002845	snap_masked-haw-_s513-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s513-processed-gene-0.18&CDS=1-2361	YLR222C
OG0002846	snap_masked-haw-_s513-processed-gene-0.13-mRNA-1_1&gene=snap_masked-haw-_s513-processed-gene-0.13&CDS=1-1437	YLR142W
OG0002847	snap_masked-haw-_s515-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s515-processed-gene-0.9&CDS=1-3825	YDR104C
OG0002848	maker-haw-_s515-snap-gene-0.17-mRNA-1_1&gene=maker-haw-_s515-snap-gene-0.17&CDS=1-366	YDR100W
OG0002849	augustus_masked-haw-_s515-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-haw-_s515-processed-gene-0.1&CDS=1-3039	YGL241W
OG0002850	snap_masked-haw-_s515-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s515-processed-gene-0.6&CDS=1-1221	YGL169W
OG0002851	genemark-haw-_s515-processed-gene-0.14-mRNA-1_1&gene=genemark-haw-_s515-processed-gene-0.14&CDS=1-1080	YNL191W
OG0002852	snap_masked-haw-_s519-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s519-processed-gene-0.5&CDS=1-849	YLR192C
OG0002853	augustus_masked-haw-_s52-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-haw-_s52-processed-gene-0.42&CDS=1-2766	YGL167C
OG0002854	augustus_masked-haw-_s52-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-haw-_s52-processed-gene-0.51&CDS=1-828	YLR290C
OG0002855	snap_masked-haw-_s52-processed-gene-0.27-mRNA-1_1&gene=snap_masked-haw-_s52-processed-gene-0.27&CDS=1-906	YJR142W
OG0002856	augustus_masked-haw-_s52-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-haw-_s52-processed-gene-0.56&CDS=1-303	YDR469W
OG0002857	augustus_masked-haw-_s52-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-haw-_s52-processed-gene-0.49&CDS=1-732	YDR468C
OG0002858	snap_masked-haw-_s52-processed-gene-0.34-mRNA-1_1&gene=snap_masked-haw-_s52-processed-gene-0.34&CDS=1-957	YDR392W
OG0002859	maker-haw-_s52-augustus-gene-0.1-mRNA-1_1&gene=maker-haw-_s52-augustus-gene-0.1&CDS=1-3039	YOR144C
OG0002860	snap_masked-haw-_s523-processed-gene-0.30-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.30&CDS=1-339	YKL138C
OG0002861	snap_masked-haw-_s523-processed-gene-0.33-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.33&CDS=1-2559	YGL023C
OG0002862	snap_masked-haw-_s523-processed-gene-0.34-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.34&CDS=1-2247	YGL022W
OG0002863	snap_masked-haw-_s523-processed-gene-0.35-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.35&CDS=1-567	YGL010W
OG0002864	snap_masked-haw-_s523-processed-gene-0.42-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.42&CDS=1-1557	YGL192W
OG0002865	snap_masked-haw-_s523-processed-gene-0.43-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.43&CDS=1-3807	YBL007C
OG0002866	snap_masked-haw-_s523-processed-gene-0.36-mRNA-1_1&gene=snap_masked-haw-_s523-processed-gene-0.36&CDS=1-1755	YJR016C
OG0002867	snap_masked-haw-_s524-processed-gene-0.20-mRNA-1_1&gene=snap_masked-haw-_s524-processed-gene-0.20&CDS=1-1590	YNL026W
OG0002868	snap_masked-haw-_s524-processed-gene-0.31-mRNA-1_1&gene=snap_masked-haw-_s524-processed-gene-0.31&CDS=1-1011	YIL083C
OG0002869	snap_masked-haw-_s524-processed-gene-0.21-mRNA-1_1&gene=snap_masked-haw-_s524-processed-gene-0.21&CDS=1-180	YML081C-A
OG0002870	augustus_masked-haw-_s524-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-haw-_s524-processed-gene-0.2&CDS=1-441	YML077W
OG0002871	snap_masked-haw-_s524-processed-gene-0.23-mRNA-1_1&gene=snap_masked-haw-_s524-processed-gene-0.23&CDS=1-1530	YOR378W
OG0002872	snap_masked-haw-_s524-processed-gene-0.25-mRNA-1_1&gene=snap_masked-haw-_s524-processed-gene-0.25&CDS=1-1074	YPL254W
OG0002873	genemark-haw-_s524-processed-gene-0.55-mRNA-1_1&gene=genemark-haw-_s524-processed-gene-0.55&CDS=1-450	YPL252C
OG0002874	augustus_masked-haw-_s524-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-haw-_s524-processed-gene-0.16&CDS=1-678	YMR197C
OG0002875	snap_masked-haw-_s524-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s524-processed-gene-0.37&CDS=1-3165	YMR196W
OG0002876	snap_masked-haw-_s539-processed-gene-0.9-mRNA-1_1&gene=snap_masked-haw-_s539-processed-gene-0.9&CDS=1-495	YGL187C
OG0002877	snap_masked-haw-_s54-processed-gene-0.21-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.21&CDS=1-258	YJL062W-A
OG0002878	snap_masked-haw-_s54-processed-gene-0.32-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.32&CDS=1-2178	YAL043C
OG0002879	augustus_masked-haw-_s54-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-haw-_s54-processed-gene-0.43&CDS=1-3309	YBR276C
OG0002880	snap_masked-haw-_s54-processed-gene-0.33-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.33&CDS=1-1032	YJR068W
OG0002881	snap_masked-haw-_s54-processed-gene-0.34-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.34&CDS=1-1041	YOR043W
OG0002882	augustus_masked-haw-_s54-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-haw-_s54-processed-gene-0.45&CDS=1-432	YJR067C
OG0002883	maker-haw-_s54-snap-gene-0.41-mRNA-1_1&gene=maker-haw-_s54-snap-gene-0.41&CDS=1-1914	YMR004W
OG0002884	snap_masked-haw-_s54-processed-gene-0.24-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.24&CDS=1-864	YDR284C
OG0002885	snap_masked-haw-_s54-processed-gene-0.36-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.36&CDS=1-4884	YDR283C
OG0002886	augustus_masked-haw-_s54-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-haw-_s54-processed-gene-0.48&CDS=1-1848	YMR224C
OG0002887	snap_masked-haw-_s54-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.37&CDS=1-873	YNL315C
OG0002888	snap_masked-haw-_s54-processed-gene-0.39-mRNA-1_1&gene=snap_masked-haw-_s54-processed-gene-0.39&CDS=1-567	YNL310C
OG0002889	augustus_masked-haw-_s540-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-haw-_s540-processed-gene-0.23&CDS=1-948	YBR265W
OG0002890	snap_masked-haw-_s540-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s540-processed-gene-0.7&CDS=1-864	YLR439W
OG0002891	augustus_masked-haw-_s540-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-haw-_s540-processed-gene-0.24&CDS=1-261	YLR438C-A
OG0002892	snap_masked-haw-_s540-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s540-processed-gene-0.11&CDS=1-4611	YML059C
OG0002893	snap_masked-haw-_s543-processed-gene-0.0-mRNA-1_1&gene=snap_masked-haw-_s543-processed-gene-0.0&CDS=1-1515	YPR162C
OG0002894	snap_masked-haw-_s543-processed-gene-0.1-mRNA-1_1&gene=snap_masked-haw-_s543-processed-gene-0.1&CDS=1-1911	YLR452C
OG0002895	snap_masked-haw-_s543-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s543-processed-gene-0.2&CDS=1-1581	YER025W
