	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
OG0002804	genemark-sce_s598-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s598-processed-gene-0.19&CDS=1-546	YGR082W
OG0002805	augustus_masked-sce_s599-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sce_s599-processed-gene-0.2&CDS=1-1563	YER090W
OG0002806	genemark-sce_s6-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s6-processed-gene-0.17&CDS=1-1359	YEL036C
OG0002807	augustus_masked-sce_s6-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-sce_s6-processed-gene-0.21&CDS=1-3513	YFR031C
OG0002808	genemark-sce_s6-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s6-processed-gene-0.18&CDS=1-1410	YLR324W
OG0002809	augustus_masked-sce_s6-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sce_s6-processed-gene-0.22&CDS=1-990	YGR006W
OG0002810	augustus_masked-sce_s6-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-sce_s6-processed-gene-0.23&CDS=1-234	YLR325C
OG0002811	genemark-sce_s6-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s6-processed-gene-0.19&CDS=1-1116	YGR005C
OG0002812	genemark-sce_s6-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s6-processed-gene-0.14&CDS=1-1557	YGL017W
OG0002813	augustus_masked-sce_s605-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sce_s605-processed-gene-0.11&CDS=1-1920	YJR072C
OG0002814	genemark-sce_s608-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s608-processed-gene-0.5&CDS=1-897	YLR172C
OG0002815	snap_masked-sce_s608-processed-gene-0.23-mRNA-1_1&gene=snap_masked-sce_s608-processed-gene-0.23&CDS=1-1338	YPL069C
OG0002816	genemark-sce_s608-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s608-processed-gene-0.2&CDS=1-2250	YPL070W
OG0002817	genemark-sce_s608-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s608-processed-gene-0.4&CDS=1-4278	YGR116W
OG0002818	genemark-sce_s608-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s608-processed-gene-0.7&CDS=1-1302	YHL021C
OG0002819	genemark-sce_s61-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s61-processed-gene-0.14&CDS=1-1923	YPR069C
OG0002820	genemark-sce_s611-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s611-processed-gene-0.10&CDS=1-789	YLR186W
OG0002821	genemark-sce_s611-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s611-processed-gene-0.11&CDS=1-1239	YPR025C
OG0002822	genemark-sce_s615-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s615-processed-gene-0.7&CDS=1-4800	YCR042C
OG0002823	augustus_masked-sce_s619-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-sce_s619-processed-gene-0.1&CDS=1-1380	YGL181W
OG0002824	genemark-sce_s62-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s62-processed-gene-0.11&CDS=1-639	YHR110W
OG0002825	genemark-sce_s62-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s62-processed-gene-0.16&CDS=1-1314	YDR448W
OG0002826	genemark-sce_s62-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s62-processed-gene-0.18&CDS=1-489	YDL219W
OG0002827	genemark-sce_s62-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s62-processed-gene-0.19&CDS=1-1464	YHR132C
OG0002828	genemark-sce_s62-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s62-processed-gene-0.20&CDS=1-672	YHR140W
OG0002829	augustus_masked-sce_s621-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-sce_s621-processed-gene-0.4&CDS=1-1518	YML032C
OG0002830	augustus_masked-sce_s621-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sce_s621-processed-gene-0.5&CDS=1-264	YOR159C
OG0002831	genemark-sce_s621-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.26&CDS=1-9720	YDR457W
OG0002832	genemark-sce_s621-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.31&CDS=1-720	YBR096W
OG0002833	genemark-sce_s621-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.28&CDS=1-525	YLR370C
OG0002834	genemark-sce_s622-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.16&CDS=1-2037	YDL074C
OG0002835	genemark-sce_s622-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.1&CDS=1-2727	YBR229C
OG0002836	genemark-sce_s622-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.3&CDS=1-1215	YKL181W
OG0002837	genemark-sce_s622-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.4&CDS=1-3354	YLR410W
OG0002838	genemark-sce_s622-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.19&CDS=1-6183	YKL182W
OG0002839	genemark-sce_s622-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.20&CDS=1-978	YJL208C
OG0002840	genemark-sce_s622-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.5&CDS=1-2679	YPR194C
OG0002841	genemark-sce_s622-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.6&CDS=1-1353	YKL140W
OG0002842	genemark-sce_s622-processed-gene-0.23-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.23&CDS=1-1314	YMR091C
OG0002843	genemark-sce_s622-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.9&CDS=1-1989	YJR098C
OG0002844	genemark-sce_s622-processed-gene-0.25-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.25&CDS=1-489	YJR097W
OG0002845	genemark-sce_s622-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.10&CDS=1-1233	YNL248C
OG0002846	genemark-sce_s622-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.11&CDS=1-780	YNL246W
OG0002847	genemark-sce_s622-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.12&CDS=1-663	YMR090W
OG0002848	genemark-sce_s622-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.13&CDS=1-1419	YGR255C
OG0002849	genemark-sce_s622-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.14&CDS=1-1146	YDR058C
OG0002850	genemark-sce_s622-processed-gene-1.45-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.45&CDS=1-1347	YGR159C
OG0002851	genemark-sce_s622-processed-gene-1.46-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.46&CDS=1-2160	YGL045W
OG0002852	genemark-sce_s622-processed-gene-1.47-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.47&CDS=1-2370	YJL029C
OG0002853	genemark-sce_s622-processed-gene-1.49-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.49&CDS=1-759	YDR007W
OG0002854	genemark-sce_s622-processed-gene-1.68-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.68&CDS=1-1665	YJL008C
OG0002855	genemark-sce_s622-processed-gene-1.50-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.50&CDS=1-468	YER046W
OG0002856	augustus_masked-sce_s622-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-sce_s622-processed-gene-1.25&CDS=1-933	YDL142C
OG0002857	genemark-sce_s622-processed-gene-1.71-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.71&CDS=1-3126	YNR043W
OG0002858	maker-sce_s622-snap-gene-1.89-mRNA-1_1&gene=maker-sce_s622-snap-gene-1.89&CDS=1-705	YCR087C-A
OG0002859	genemark-sce_s622-processed-gene-1.54-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.54&CDS=1-1431	YDR289C
OG0002860	genemark-sce_s622-processed-gene-1.55-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.55&CDS=1-1929	YDR484W
OG0002861	augustus_masked-sce_s622-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-sce_s622-processed-gene-1.30&CDS=1-972	YOL094C
OG0002862	genemark-sce_s622-processed-gene-1.76-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.76&CDS=1-846	YNL282W
OG0002863	snap_masked-sce_s622-processed-gene-1.123-mRNA-1_1&gene=snap_masked-sce_s622-processed-gene-1.123&CDS=1-5094	YDL140C
OG0002864	augustus_masked-sce_s622-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-sce_s622-processed-gene-1.33&CDS=1-3060	YNL321W
OG0002865	genemark-sce_s622-processed-gene-1.79-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.79&CDS=1-471	YGR076C
OG0002866	genemark-sce_s622-processed-gene-1.80-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.80&CDS=1-471	YDL004W
OG0002867	genemark-sce_s622-processed-gene-1.59-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.59&CDS=1-1536	YDL003W
OG0002868	genemark-sce_s622-processed-gene-1.60-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.60&CDS=1-696	YDR489W
OG0002869	genemark-sce_s622-processed-gene-1.62-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.62&CDS=1-909	YNL320W
OG0002870	genemark-sce_s622-processed-gene-1.84-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.84&CDS=1-627	YOL139C
OG0002871	genemark-sce_s622-processed-gene-1.85-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.85&CDS=1-360	YNL322C
OG0002872	genemark-sce_s622-processed-gene-1.65-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.65&CDS=1-621	YJR057W
OG0002873	genemark-sce_s622-processed-gene-1.88-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.88&CDS=1-438	YJR058C
OG0002874	genemark-sce_s622-processed-gene-1.66-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.66&CDS=1-2145	YMR284W
OG0002875	augustus_masked-sce_s634-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sce_s634-processed-gene-0.2&CDS=1-408	YGL054C
OG0002876	augustus_masked-sce_s637-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sce_s637-processed-gene-0.15&CDS=1-5643	YPL231W
OG0002877	genemark-sce_s64-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s64-processed-gene-0.1&CDS=1-1590	YBL054W
OG0002878	augustus_masked-sce_s640-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sce_s640-processed-gene-0.3&CDS=1-678	YOR357C
OG0002879	genemark-sce_s642-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.1&CDS=1-495	YBR282W
OG0002880	genemark-sce_s642-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.2&CDS=1-717	YJL065C
OG0002881	genemark-sce_s642-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.6&CDS=1-1635	YOR037W
OG0002882	genemark-sce_s642-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.4&CDS=1-558	YMR150C
OG0002883	genemark-sce_s642-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.7&CDS=1-780	YMR149W
OG0002884	genemark-sce_s643-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s643-processed-gene-0.4&CDS=1-981	YOL073C
OG0002885	augustus_masked-sce_s646-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-sce_s646-processed-gene-0.1&CDS=1-468	YGL187C
OG0002886	augustus_masked-sce_s646-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sce_s646-processed-gene-0.6&CDS=1-5253	YIL047C
OG0002887	augustus_masked-sce_s646-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-sce_s646-processed-gene-0.4&CDS=1-3666	YIL048W
OG0002888	genemark-sce_s648-processed-gene-0.48-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.48&CDS=1-1509	YDR434W
OG0002889	genemark-sce_s648-processed-gene-0.63-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.63&CDS=1-3201	YER176W
OG0002890	genemark-sce_s648-processed-gene-0.64-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.64&CDS=1-1527	YBR127C
OG0002891	genemark-sce_s648-processed-gene-0.66-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.66&CDS=1-1119	YPR084W
OG0002892	genemark-sce_s648-processed-gene-0.51-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.51&CDS=1-1515	YPR083W
OG0002893	genemark-sce_s648-processed-gene-0.68-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.68&CDS=1-1416	YBR126C
OG0002894	genemark-sce_s648-processed-gene-0.52-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.52&CDS=1-7689	YNL262W
OG0002895	genemark-sce_s648-processed-gene-0.53-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.53&CDS=1-1440	YNL261W
OG0002896	genemark-sce_s648-processed-gene-0.54-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.54&CDS=1-429	YNL260C
OG0002897	genemark-sce_s648-processed-gene-0.72-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.72&CDS=1-1443	YOR155C
OG0002898	augustus_masked-sce_s648-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-sce_s648-processed-gene-0.120&CDS=1-1068	YLR017W
OG0002899	genemark-sce_s648-processed-gene-0.76-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.76&CDS=1-1656	YOR245C
OG0002900	genemark-sce_s648-processed-gene-0.56-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.56&CDS=1-2355	YLL004W
OG0002901	genemark-sce_s648-processed-gene-0.57-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.57&CDS=1-753	YJR024C
OG0002902	genemark-sce_s648-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.78&CDS=1-285	YJR022W
OG0002903	genemark-sce_s648-processed-gene-0.80-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.80&CDS=1-1554	YOR310C
OG0002904	genemark-sce_s648-processed-gene-0.59-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.59&CDS=1-4353	YHR164C
OG0002905	genemark-sce_s648-processed-gene-0.81-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.81&CDS=1-2343	YLR207W
OG0002906	genemark-sce_s648-processed-gene-0.85-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.85&CDS=1-1986	YPR175W
OG0002907	genemark-sce_s648-processed-gene-0.62-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.62&CDS=1-498	YIR022W
OG0002908	snap_masked-sce_s65-processed-gene-0.38-mRNA-1_1&gene=snap_masked-sce_s65-processed-gene-0.38&CDS=1-882	YLR281C
OG0002909	genemark-sce_s65-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s65-processed-gene-0.32&CDS=1-645	YLR293C
OG0002910	genemark-sce_s65-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s65-processed-gene-0.34&CDS=1-849	YAL025C
OG0002911	genemark-sce_s651-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.15&CDS=1-1155	YMR203W
OG0002912	genemark-sce_s651-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.24&CDS=1-816	YPL246C
OG0002913	genemark-sce_s651-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.16&CDS=1-1062	YPL236C
OG0002914	genemark-sce_s651-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.28&CDS=1-819	YPL237W
OG0002915	genemark-sce_s651-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.29&CDS=1-648	YPL239W
OG0002916	genemark-sce_s651-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.18&CDS=1-3030	YMR185W
OG0002917	genemark-sce_s651-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s651-processed-gene-0.30&CDS=1-2100	YMR186W
OG0002918	genemark-sce_s652-processed-gene-0.54-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.54&CDS=1-525	YER134C
OG0002919	augustus_masked-sce_s652-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sce_s652-processed-gene-0.29&CDS=1-1107	YDL002C
OG0002920	snap_masked-sce_s652-processed-gene-0.15-mRNA-1_1&gene=snap_masked-sce_s652-processed-gene-0.15&CDS=1-7548	YBL004W
OG0002921	augustus_masked-sce_s652-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sce_s652-processed-gene-0.30&CDS=1-861	YDL001W
OG0002922	genemark-sce_s652-processed-gene-0.69-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.69&CDS=1-1935	YDR208W
OG0002923	snap_masked-sce_s652-processed-gene-0.8-mRNA-1_1&gene=snap_masked-sce_s652-processed-gene-0.8&CDS=1-879	YIL124W
OG0002924	genemark-sce_s652-processed-gene-0.75-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.75&CDS=1-2991	YIL125W
OG0002925	genemark-sce_s652-processed-gene-0.76-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.76&CDS=1-522	YKR065C
OG0002926	genemark-sce_s652-processed-gene-0.62-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.62&CDS=1-462	YIL065C
OG0002927	genemark-sce_s652-processed-gene-0.63-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.63&CDS=1-882	YNL316C
OG0002928	genemark-sce_s652-processed-gene-0.77-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.77&CDS=1-342	YOL133W
OG0002929	genemark-sce_s652-processed-gene-0.64-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.64&CDS=1-741	YOL135C
OG0002930	genemark-sce_s652-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.78&CDS=1-2136	YKL135C
OG0002931	genemark-sce_s652-processed-gene-0.79-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.79&CDS=1-549	YJR074W
OG0002932	augustus_masked-sce_s655-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sce_s655-processed-gene-0.5&CDS=1-1401	YHR109W
OG0002933	genemark-sce_s655-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s655-processed-gene-0.14&CDS=1-816	YLR192C
OG0002934	genemark-sce_s657-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.30&CDS=1-1770	YHR188C
OG0002935	genemark-sce_s657-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.26&CDS=1-1797	YJL013C
OG0002936	genemark-sce_s657-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.28&CDS=1-4845	YMR162C
OG0002937	genemark-sce_s657-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.31&CDS=1-2145	YJL012C
OG0002938	genemark-sce_s658-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.19&CDS=1-5580	YJL095W
OG0002939	genemark-sce_s658-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.20&CDS=1-1839	YNR030W
OG0002940	genemark-sce_s658-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.13&CDS=1-1182	YNR029C
OG0002941	genemark-sce_s658-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.14&CDS=1-1416	YJL054W
OG0002942	snap_masked-sce_s658-processed-gene-0.9-mRNA-1_1&gene=snap_masked-sce_s658-processed-gene-0.9&CDS=1-789	YGL221C
OG0002943	augustus_masked-sce_s658-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sce_s658-processed-gene-0.27&CDS=1-1536	YOL137W
OG0002944	genemark-sce_s660-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.8&CDS=1-648	YMR202W
OG0002945	augustus_masked-sce_s660-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sce_s660-processed-gene-0.3&CDS=1-732	YMR200W
OG0002946	genemark-sce_s660-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.13&CDS=1-2196	YNR006W
OG0002947	genemark-sce_s660-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.14&CDS=1-1320	YKL184W
OG0002948	genemark-sce_s661-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s661-processed-gene-0.6&CDS=1-1863	YOR273C
OG0002949	snap_masked-sce_s662-processed-gene-0.0-mRNA-1_1&gene=snap_masked-sce_s662-processed-gene-0.0&CDS=1-732	YMR234W
OG0002950	genemark-sce_s672-processed-gene-0.93-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.93&CDS=1-2850	YFL024C
OG0002951	genemark-sce_s672-processed-gene-0.94-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.94&CDS=1-1554	YHR030C
OG0002952	genemark-sce_s672-processed-gene-0.76-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.76&CDS=1-975	YKL120W
OG0002953	genemark-sce_s672-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.78&CDS=1-1197	YKR048C
OG0002954	genemark-sce_s672-processed-gene-0.95-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.95&CDS=1-891	YHR071W
OG0002955	genemark-sce_s672-processed-gene-0.96-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.96&CDS=1-2172	YKL025C
OG0002956	augustus_masked-sce_s672-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.6&CDS=1-828	YKL024C
OG0002957	genemark-sce_s672-processed-gene-0.97-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.97&CDS=1-801	YGR024C
OG0002958	genemark-sce_s672-processed-gene-0.81-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.81&CDS=1-3501	YPR010C
OG0002959	augustus_masked-sce_s672-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.8&CDS=1-12495	YKR054C
OG0002960	genemark-sce_s672-processed-gene-0.100-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.100&CDS=1-1146	YGR104C
OG0002961	augustus_masked-sce_s672-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.28&CDS=1-228	YGR105W
OG0002962	augustus_masked-sce_s672-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.29&CDS=1-1320	YNL280C
OG0002963	genemark-sce_s672-processed-gene-0.86-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.86&CDS=1-1164	YOR063W
OG0002964	genemark-sce_s672-processed-gene-0.104-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.104&CDS=1-1494	YMR093W
OG0002965	genemark-sce_s672-processed-gene-0.88-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.88&CDS=1-1902	YMR313C
OG0002966	augustus_masked-sce_s672-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.32&CDS=1-771	YMR312W
OG0002967	genemark-sce_s673-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s673-processed-gene-0.1&CDS=1-1389	YPL235W
OG0002968	augustus_masked-sce_s674-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s674-processed-gene-0.0&CDS=1-861	YBL036C
OG0002969	genemark-sce_s674-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.29&CDS=1-2583	YBR086C
OG0002970	genemark-sce_s674-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.21&CDS=1-1062	YKL018W
OG0002971	genemark-sce_s674-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.32&CDS=1-2934	YBL037W
OG0002972	genemark-sce_s674-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.33&CDS=1-576	YJL140W
OG0002973	genemark-sce_s674-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.34&CDS=1-1974	YJL141C
OG0002974	genemark-sce_s674-processed-gene-0.35-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.35&CDS=1-456	YJL143W
OG0002975	genemark-sce_s674-processed-gene-0.36-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.36&CDS=1-1932	YKL174C
OG0002976	genemark-sce_s674-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.37&CDS=1-810	YKR060W
OG0002977	snap_masked-sce_s674-processed-gene-0.46-mRNA-1_1&gene=snap_masked-sce_s674-processed-gene-0.46&CDS=1-603	YPL078C
OG0002978	genemark-sce_s674-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.38&CDS=1-1317	YBR195C
OG0002979	maker-sce_s674-augustus-gene-0.19-mRNA-1_1&gene=maker-sce_s674-augustus-gene-0.19&CDS=1-753	YIL064W
OG0002980	genemark-sce_s674-processed-gene-0.40-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.40&CDS=1-1431	YIL063C
OG0002981	genemark-sce_s674-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.28&CDS=1-1032	YOL054W
OG0002982	genemark-sce_s677-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s677-processed-gene-0.7&CDS=1-1485	YGR083C
OG0002983	genemark-sce_s677-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s677-processed-gene-0.8&CDS=1-5418	YHL030W
OG0002984	genemark-sce_s677-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s677-processed-gene-0.9&CDS=1-1668	YHL029C
OG0002985	snap_masked-sce_s678-processed-gene-0.16-mRNA-1_1&gene=snap_masked-sce_s678-processed-gene-0.16&CDS=1-177	YMR256C
OG0002986	genemark-sce_s678-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s678-processed-gene-0.8&CDS=1-1833	YMR258C
