	Candida_versatilis	Saccharomyces_cerevisiae
OG0002284	-processed-gene-23.7-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.7&CDS=1-3258	YAL002W
OG0002285	-processed-gene-23.6-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.6&CDS=1-1635	YDR362C
OG0002286	-processed-gene-23.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.68&CDS=1-1131	YHR111W
OG0002287	-processed-gene-23.100-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.100&CDS=1-1251	YIL090W
OG0002288	-processed-gene-23.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.72&CDS=1-1833	YIL091C
OG0002289	-processed-gene-23.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.73&CDS=1-726	YIL093C
OG0002290	-processed-gene-23.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.102&CDS=1-5817	YBL088C
OG0002291	-processed-gene-23.103-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.103&CDS=1-660	YNL024C
OG0002292	-processed-gene-23.142-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.142&CDS=1-816	YHR004C
OG0002293	-processed-gene-23.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.106&CDS=1-1170	YKL080W
OG0002294	-processed-gene-23.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.107&CDS=1-1173	YMR067C
OG0002295	-processed-gene-23.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.78&CDS=1-216	YCL005W-A
OG0002296	-processed-gene-23.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.81&CDS=1-1413	YLR175W
OG0002297	-processed-gene-23.47-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.47&CDS=1-1032	YNL007C
OG0002298	-processed-gene-23.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.82&CDS=1-921	YNL006W
OG0002299	-processed-gene-23.179-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.179&CDS=1-1647	YLR176C
OG0002300	-processed-gene-23.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.85&CDS=1-504	YGL187C
OG0002301	-processed-gene-23.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.86&CDS=1-1449	YEL040W
OG0002302	-processed-gene-23.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.88&CDS=1-1134	YMR240C
OG0002303	-processed-gene-23.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.90&CDS=1-4140	YJR137C
OG0002304	-processed-gene-23.116-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.116&CDS=1-2187	YFL025C
OG0002305	-processed-gene-23.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.91&CDS=1-474	YOR150W
OG0002306	-processed-gene-23.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.92&CDS=1-711	YHR200W
OG0002307	-processed-gene-23.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.117&CDS=1-3666	YOR151C
OG0002308	-processed-gene-23.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.93&CDS=1-1188	YOR307C
OG0002309	-processed-gene-23.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.118&CDS=1-912	YMR241W
OG0002310	-processed-gene-23.121-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.121&CDS=1-702	YML025C
OG0002311	-processed-gene-23.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.96&CDS=1-2085	YLR399C
OG0002312	-processed-gene-23.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.97&CDS=1-351	YHL015W
OG0002313	-processed-gene-23.59-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.59&CDS=1-1170	YOR301W
OG0002314	-processed-gene-23.99-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.99&CDS=1-2040	YBR083W
OG0002315	-processed-gene-24.59-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.59&CDS=1-2016	YMR089C
OG0002316	-processed-gene-24.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.56&CDS=1-1086	YHR107C
OG0002317	-processed-gene-24.60-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.60&CDS=1-834	YNR003C
OG0002318	-processed-gene-24.5-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.5&CDS=1-1026	YDR353W
OG0002319	-processed-gene-24.7-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.7&CDS=1-1152	YIL042C
OG0002320	-processed-gene-24.31-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.31&CDS=1-1047	YDL147W
OG0002321	-processed-gene-24.65-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.65&CDS=1-2124	YNR011C
OG0002322	-processed-gene-24.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.86&CDS=1-534	YLR370C
OG0002323	-processed-gene-24.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.66&CDS=1-1974	YDL149W
OG0002324	-processed-gene-24.87-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.87&CDS=1-2277	YDL148C
OG0002325	-processed-gene-24.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.68&CDS=1-522	YPR028W
OG0002326	-processed-gene-24.69-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.69&CDS=1-762	YBR185C
OG0002327	-processed-gene-24.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.88&CDS=1-5280	YPL085W
OG0002328	-processed-gene-24.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.71&CDS=1-1632	YPL086C
OG0002329	-processed-gene-24.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.89&CDS=1-1041	YNL217W
OG0002330	-processed-gene-24.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.90&CDS=1-639	YBR154C
OG0002331	-processed-gene-24.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.74&CDS=1-1158	YMR243C
OG0002332	-processed-gene-24.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.92&CDS=1-1296	YBL061C
OG0002333	-processed-gene-24.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.93&CDS=1-1041	YLR447C
OG0002334	-processed-gene-24.131-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.131&CDS=1-1938	YLR139C
OG0002335	-processed-gene-24.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.96&CDS=1-342	YLR200W
OG0002336	-processed-gene-24.152-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.152&CDS=1-2925	YPR019W
OG0002337	-processed-gene-24.153-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.153&CDS=1-4677	YIL078W
OG0002338	-processed-gene-24.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.79&CDS=1-1872	YJL092W
OG0002339	-processed-gene-24.136-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.136&CDS=1-1212	YPR018W
OG0002340	-processed-gene-24.156-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.156&CDS=1-1275	YBR103W
OG0002341	-processed-gene-24.84-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.84&CDS=1-1632	YBR102C
OG0002342	-processed-gene-24.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.105&CDS=1-3369	YLR384C
OG0002343	-processed-gene-25.64-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.64&CDS=1-5376	YPL231W
OG0002344	-processed-gene-25.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.66&CDS=1-2298	YGL163C
OG0002345	-processed-gene-25.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.71&CDS=1-870	YMR201C
OG0002346	-processed-gene-25.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.102&CDS=1-1608	YNR006W
OG0002347	-processed-gene-25.103-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.103&CDS=1-900	YPR128C
OG0002348	-processed-gene-25.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.104&CDS=1-549	YPR131C
OG0002349	-processed-gene-25.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.73&CDS=1-657	YPR129W
OG0002350	-processed-gene-25.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.74&CDS=1-816	YIL021W
OG0002351	-processed-gene-25.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.106&CDS=1-774	YIL020C
OG0002352	-processed-gene-25.75-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.75&CDS=1-726	YIL019W
OG0002353	-processed-gene-25.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.78&CDS=1-453	YDR064W
OG0002354	-processed-gene-25.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.107&CDS=1-1326	YER136W
OG0002355	-processed-gene-25.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.80&CDS=1-1389	YDR061W
OG0002356	-processed-gene-25.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.81&CDS=1-1635	YDR062W
OG0002357	-processed-gene-25.83-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.83&CDS=1-456	YDR067C
OG0002358	-processed-gene-25.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.109&CDS=1-1905	YIL155C
OG0002359	-processed-gene-25.173-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.173&CDS=1-1728	YER143W
OG0002360	-processed-gene-25.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.85&CDS=1-831	YER142C
OG0002361	-processed-gene-25.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.112&CDS=1-270	YER146W
OG0002362	-processed-gene-25.114-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.114&CDS=1-519	YKL016C
OG0002363	-processed-gene-25.46-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.46&CDS=1-4083	YKL014C
OG0002364	-processed-gene-25.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.117&CDS=1-1329	YBR110W
OG0002365	-processed-gene-25.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.118&CDS=1-966	YKL018W
OG0002366	-processed-gene-25.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.119&CDS=1-1590	YDR017C
OG0002367	-processed-gene-25.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.88&CDS=1-1767	YCR091W
OG0002368	-snap-gene-25.61-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-25.61&CDS=1-2145	YDR091C
OG0002369	-processed-gene-25.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.97&CDS=1-1248	YCR012W
OG0002370	-processed-gene-25.58-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.58&CDS=1-1377	YCR014C
OG0002371	-processed-gene-25.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.128&CDS=1-657	YCR016W
OG0002372	-processed-gene-25.99-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.99&CDS=1-1017	YIR029W
OG0002373	-processed-gene-25.129-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.129&CDS=1-2046	YMR001C
OG0002374	-processed-gene-25.100-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.100&CDS=1-843	YOR292C
OG0002375	-processed-gene-26.131-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.131&CDS=1-3633	YPL006W
OG0002376	-processed-gene-26.126-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.126&CDS=1-768	YIL034C
OG0002377	-processed-gene-26.6-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.6&CDS=1-1113	YDR331W
OG0002378	-processed-gene-26.1-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.1&CDS=1-2394	YNL325C
OG0002379	-processed-gene-26.132-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.132&CDS=1-1041	YDR289C
OG0002380	-processed-gene-26.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.128&CDS=1-696	YGR167W
OG0002381	-processed-gene-26.129-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.129&CDS=1-492	YGL047W
OG0002382	-processed-gene-26.73-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.73&CDS=1-1269	YPR067W
OG0002383	-processed-gene-26.160-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.160&CDS=1-894	YAR015W
OG0002384	-processed-gene-26.161-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.161&CDS=1-933	YDR392W
OG0002385	-processed-gene-26.163-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.163&CDS=1-1086	YAR018C
OG0002386	-processed-gene-26.164-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.164&CDS=1-447	YBR109C
OG0002387	-processed-gene-26.136-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.136&CDS=1-855	YOR130C
OG0002388	-processed-gene-26.165-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.165&CDS=1-537	YJR014W
OG0002389	-processed-gene-26.137-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.137&CDS=1-1320	YLR427W
OG0002390	-processed-gene-26.168-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.168&CDS=1-2043	YLR429W
OG0002391	-processed-gene-26.169-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.169&CDS=1-1212	YCL029C
OG0002392	-processed-gene-26.170-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.170&CDS=1-1731	YJR016C
OG0002393	-processed-gene-26.138-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.138&CDS=1-924	YGR086C
OG0002394	-processed-gene-26.139-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.139&CDS=1-354	YJL003W
OG0002395	-processed-gene-26.171-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.171&CDS=1-4197	YOR093C
OG0002396	-processed-gene-26.174-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.174&CDS=1-987	YNL206C
OG0002397	-processed-gene-26.176-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.176&CDS=1-966	YER133W
OG0002398	-processed-gene-26.144-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.144&CDS=1-1245	YOR359W
OG0002399	-processed-gene-26.178-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.178&CDS=1-1383	YOR360C
OG0002400	-processed-gene-26.179-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.179&CDS=1-4146	YDR334W
OG0002401	-processed-gene-26.180-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.180&CDS=1-945	YOL018C
OG0002402	-processed-gene-26.146-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.146&CDS=1-894	YPR069C
OG0002403	-processed-gene-26.116-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.116&CDS=1-1293	YGL064C
OG0002404	-processed-gene-26.148-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.148&CDS=1-1653	YPL210C
OG0002405	-processed-gene-26.182-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.182&CDS=1-543	YPL211W
OG0002406	-processed-gene-26.149-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.149&CDS=1-1092	YGL129C
OG0002407	-processed-gene-26.183-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.183&CDS=1-1128	YGL130W
OG0002408	-processed-gene-26.184-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.184&CDS=1-1017	YMR213W
OG0002409	-processed-gene-26.150-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.150&CDS=1-654	YJR093C
OG0002410	-processed-gene-26.187-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.187&CDS=1-375	YMR074C
OG0002411	-augustus-gene-26.62-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-26.62&CDS=1-3729	YNL267W
OG0002412	-processed-gene-26.154-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.154&CDS=1-1056	YNL272C
OG0002413	-processed-gene-26.157-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.157&CDS=1-204	YIL156W-B
OG0002414	-processed-gene-26.188-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.188&CDS=1-426	YPL059W
OG0002415	-processed-gene-26.158-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.158&CDS=1-1212	YKL139W
OG0002416	-processed-gene-26.189-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.189&CDS=1-3369	YIL126W
OG0002417	-processed-gene-26.32-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-26.32&CDS=1-2520	YPR097W
OG0002418	-processed-gene-27.124-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.124&CDS=1-468	YER046W
OG0002419	-processed-gene-27.127-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.127&CDS=1-2556	YGR047C
OG0002420	-processed-gene-27.129-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.129&CDS=1-1128	YAL022C
OG0002421	-processed-gene-27.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.128&CDS=1-2217	YAL023C
OG0002422	-processed-gene-27.130-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.130&CDS=1-1986	YGR200C
OG0002423	-processed-gene-27.131-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.131&CDS=1-702	YNL252C
OG0002424	-processed-gene-27.163-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.163&CDS=1-1545	YNL251C
OG0002425	-processed-gene-27.132-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.132&CDS=1-726	YLR022C
OG0002426	-processed-gene-27.134-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.134&CDS=1-1482	YDR208W
OG0002427	-processed-gene-27.72-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.72&CDS=1-3579	YOR251C
OG0002428	-processed-gene-27.137-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.137&CDS=1-516	YKL069W
OG0002429	-processed-gene-27.99-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.99&CDS=1-411	YIL004C
OG0002430	-processed-gene-27.166-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.166&CDS=1-1692	YMR063W
OG0002431	-processed-gene-27.139-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.139&CDS=1-516	YBL095W
OG0002432	-processed-gene-27.168-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.168&CDS=1-762	YDR058C
OG0002433	-processed-gene-27.169-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.169&CDS=1-1383	YDL103C
OG0002434	-processed-gene-27.170-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.170&CDS=1-927	YLR340W
OG0002435	-processed-gene-27.172-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.172&CDS=1-258	YGL220W
OG0002436	-processed-gene-27.144-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.144&CDS=1-801	YGL221C
OG0002437	-processed-gene-27.173-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.173&CDS=1-498	YPR098C
OG0002438	-processed-gene-27.146-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.146&CDS=1-1431	YMR131C
OG0002439	-snap-gene-27.123-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-27.123&CDS=1-1641	YMR099C
OG0002440	-processed-gene-27.148-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.148&CDS=1-4668	YFR019W
OG0002441	-processed-gene-27.178-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.178&CDS=1-663	YOR089C
OG0002442	-processed-gene-27.114-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.114&CDS=1-720	YBR065C
OG0002443	-processed-gene-27.150-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.150&CDS=1-645	YNL036W
OG0002444	-processed-gene-27.181-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.181&CDS=1-858	YBR151W
OG0002445	-processed-gene-27.153-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.153&CDS=1-1023	YLR019W
OG0002446	-processed-gene-27.182-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.182&CDS=1-2478	YGR100W
OG0002447	-processed-gene-27.117-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.117&CDS=1-1074	YBL092W
OG0002448	-processed-gene-27.156-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.156&CDS=1-513	YBL093C
OG0002449	-processed-gene-27.157-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.157&CDS=1-1218	YPR163C
OG0002450	-processed-gene-27.92-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.92&CDS=1-2532	YBL104C
OG0002451	-processed-gene-27.159-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.159&CDS=1-870	YBR291C
OG0002452	-processed-gene-27.160-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-27.160&CDS=1-8001	YPR117W
